game,2011,4,20111002,201110020rav,nyj,"New York Jets",17,rav,"Baltimore Ravens",34
player,201110020rav,nyj,GreeSh00,pass_att,0,,,,,
player,201110020rav,nyj,GreeSh00,pass_yds,0,,,,,
player,201110020rav,nyj,GreeSh00,pass_td,0,,,,,
player,201110020rav,nyj,GreeSh00,pass_int,0,,,,,
player,201110020rav,nyj,GreeSh00,pass_sacked,0,,,,,
player,201110020rav,nyj,GreeSh00,pass_sacked_yds,0,,,,,
player,201110020rav,nyj,GreeSh00,pass_long,0,,,,,
player,201110020rav,nyj,GreeSh00,pass_rating,,,,,,
player,201110020rav,nyj,GreeSh00,rush_att,10,,,,,
player,201110020rav,nyj,GreeSh00,rush_yds,23,,,,,
player,201110020rav,nyj,GreeSh00,rush_td,0,,,,,
player,201110020rav,nyj,GreeSh00,rush_long,8,,,,,
player,201110020rav,nyj,GreeSh00,targets,0,,,,,
player,201110020rav,nyj,GreeSh00,rec,0,,,,,
player,201110020rav,nyj,GreeSh00,rec_yds,0,,,,,
player,201110020rav,nyj,GreeSh00,rec_td,0,,,,,
player,201110020rav,nyj,GreeSh00,rec_long,0,,,,,
player,201110020rav,nyj,GreeSh00,fumbles,0,,,,,
player,201110020rav,nyj,GreeSh00,fumbles_lost,,,,,,
player,201110020rav,nyj,ConnJo00,pass_cmp,0,,,,,
player,201110020rav,nyj,ConnJo00,pass_att,0,,,,,
player,201110020rav,nyj,ConnJo00,pass_yds,0,,,,,
player,201110020rav,nyj,ConnJo00,pass_td,0,,,,,
player,201110020rav,nyj,ConnJo00,pass_int,0,,,,,
player,201110020rav,nyj,ConnJo00,pass_sacked,0,,,,,
player,201110020rav,nyj,ConnJo00,pass_sacked_yds,0,,,,,
player,201110020rav,nyj,ConnJo00,pass_long,0,,,,,
player,201110020rav,nyj,ConnJo00,pass_rating,,,,,,
player,201110020rav,nyj,ConnJo00,rush_att,3,,,,,
player,201110020rav,nyj,ConnJo00,rush_yds,15,,,,,
player,201110020rav,nyj,ConnJo00,rush_td,0,,,,,
player,201110020rav,nyj,ConnJo00,rush_long,13,,,,,
player,201110020rav,nyj,ConnJo00,targets,0,,,,,
player,201110020rav,nyj,ConnJo00,rec,0,,,,,
player,201110020rav,nyj,ConnJo00,rec_yds,0,,,,,
player,201110020rav,nyj,ConnJo00,rec_td,0,,,,,
player,201110020rav,nyj,ConnJo00,rec_long,0,,,,,
player,201110020rav,nyj,ConnJo00,fumbles,0,,,,,
player,201110020rav,nyj,ConnJo00,fumbles_lost,,,,,,
player,201110020rav,nyj,MasoDe00,pass_cmp,0,,,,,
player,201110020rav,nyj,MasoDe00,pass_att,0,,,,,
player,201110020rav,nyj,MasoDe00,pass_yds,0,,,,,
player,201110020rav,nyj,MasoDe00,pass_td,0,,,,,
player,201110020rav,nyj,MasoDe00,pass_int,0,,,,,
player,201110020rav,nyj,MasoDe00,pass_sacked,0,,,,,
player,201110020rav,nyj,MasoDe00,pass_sacked_yds,0,,,,,
player,201110020rav,nyj,MasoDe00,pass_long,0,,,,,
player,201110020rav,nyj,MasoDe00,pass_rating,,,,,,
player,201110020rav,nyj,MasoDe00,rush_att,0,,,,,
player,201110020rav,nyj,MasoDe00,rush_yds,0,,,,,
player,201110020rav,nyj,MasoDe00,rush_td,0,,,,,
player,201110020rav,nyj,MasoDe00,rush_long,0,,,,,
player,201110020rav,nyj,MasoDe00,targets,3,,,,,
player,201110020rav,nyj,MasoDe00,rec,2,,,,,
player,201110020rav,nyj,MasoDe00,rec_yds,37,,,,,
player,201110020rav,nyj,MasoDe00,rec_td,0,,,,,
player,201110020rav,nyj,MasoDe00,rec_long,30,,,,,
player,201110020rav,nyj,MasoDe00,fumbles,0,,,,,
player,201110020rav,nyj,MasoDe00,fumbles_lost,,,,,,
player,201110020rav,nyj,HolmSa00,pass_cmp,0,,,,,
player,201110020rav,nyj,HolmSa00,pass_att,0,,,,,
player,201110020rav,nyj,HolmSa00,pass_yds,0,,,,,
player,201110020rav,nyj,HolmSa00,pass_td,0,,,,,
player,201110020rav,nyj,HolmSa00,pass_int,0,,,,,
player,201110020rav,nyj,HolmSa00,pass_sacked,0,,,,,
player,201110020rav,nyj,HolmSa00,pass_sacked_yds,0,,,,,
player,201110020rav,nyj,HolmSa00,pass_long,0,,,,,
player,201110020rav,nyj,HolmSa00,pass_rating,,,,,,
player,201110020rav,nyj,HolmSa00,rush_att,0,,,,,
player,201110020rav,nyj,HolmSa00,rush_yds,0,,,,,
player,201110020rav,nyj,HolmSa00,rush_td,0,,,,,
player,201110020rav,nyj,HolmSa00,rush_long,0,,,,,
player,201110020rav,nyj,HolmSa00,targets,12,,,,,
player,201110020rav,nyj,HolmSa00,rec,3,,,,,
player,201110020rav,nyj,HolmSa00,rec_yds,33,,,,,
player,201110020rav,nyj,HolmSa00,rec_td,0,,,,,
player,201110020rav,nyj,HolmSa00,rec_long,22,,,,,
player,201110020rav,nyj,HolmSa00,fumbles,1,,,,,
player,201110020rav,nyj,HolmSa00,fumbles_lost,0,,,,,
player,201110020rav,nyj,BurrPl00,pass_cmp,0,,,,,
player,201110020rav,nyj,BurrPl00,pass_att,0,,,,,
player,201110020rav,nyj,BurrPl00,pass_yds,0,,,,,
player,201110020rav,nyj,BurrPl00,pass_td,0,,,,,
player,201110020rav,nyj,BurrPl00,pass_int,0,,,,,
player,201110020rav,nyj,BurrPl00,pass_sacked,0,,,,,
player,201110020rav,nyj,BurrPl00,pass_sacked_yds,0,,,,,
player,201110020rav,nyj,BurrPl00,pass_long,0,,,,,
player,201110020rav,nyj,BurrPl00,pass_rating,,,,,,
player,201110020rav,nyj,BurrPl00,rush_att,0,,,,,
player,201110020rav,nyj,BurrPl00,rush_yds,0,,,,,
player,201110020rav,nyj,BurrPl00,rush_td,0,,,,,
player,201110020rav,nyj,BurrPl00,rush_long,0,,,,,
player,201110020rav,nyj,BurrPl00,targets,8,,,,,
player,201110020rav,nyj,BurrPl00,rec,3,,,,,
player,201110020rav,nyj,BurrPl00,rec_yds,33,,,,,
player,201110020rav,nyj,BurrPl00,rec_td,0,,,,,
player,201110020rav,nyj,BurrPl00,rec_long,14,,,,,
player,201110020rav,nyj,BurrPl00,fumbles,0,,,,,
player,201110020rav,nyj,BurrPl00,fumbles_lost,,,,,,
player,201110020rav,nyj,KellDu00,pass_cmp,0,,,,,
player,201110020rav,nyj,KellDu00,pass_att,0,,,,,
player,201110020rav,nyj,KellDu00,pass_yds,0,,,,,
player,201110020rav,nyj,KellDu00,pass_td,0,,,,,
player,201110020rav,nyj,KellDu00,pass_int,0,,,,,
player,201110020rav,nyj,KellDu00,pass_sacked,0,,,,,
player,201110020rav,nyj,KellDu00,pass_sacked_yds,0,,,,,
player,201110020rav,nyj,KellDu00,pass_long,0,,,,,
player,201110020rav,nyj,KellDu00,pass_rating,,,,,,
player,201110020rav,nyj,KellDu00,rush_att,0,,,,,
player,201110020rav,nyj,KellDu00,rush_yds,0,,,,,
player,201110020rav,nyj,KellDu00,rush_td,0,,,,,
player,201110020rav,nyj,KellDu00,rush_long,0,,,,,
player,201110020rav,nyj,KellDu00,targets,8,,,,,
player,201110020rav,nyj,KellDu00,rec,2,,,,,
player,201110020rav,nyj,KellDu00,rec_yds,12,,,,,
player,201110020rav,nyj,KellDu00,rec_td,0,,,,,
player,201110020rav,nyj,KellDu00,rec_long,9,,,,,
player,201110020rav,nyj,KellDu00,fumbles,0,,,,,
player,201110020rav,nyj,KellDu00,fumbles_lost,,,,,,
player,201110020rav,nyj,KerlJe00,pass_cmp,0,,,,,
player,201110020rav,nyj,KerlJe00,pass_att,0,,,,,
player,201110020rav,nyj,KerlJe00,pass_yds,0,,,,,
player,201110020rav,nyj,KerlJe00,pass_td,0,,,,,
player,201110020rav,nyj,KerlJe00,pass_int,0,,,,,
player,201110020rav,nyj,KerlJe00,pass_sacked,0,,,,,
player,201110020rav,nyj,KerlJe00,pass_sacked_yds,0,,,,,
player,201110020rav,nyj,KerlJe00,pass_long,0,,,,,
player,201110020rav,nyj,KerlJe00,pass_rating,,,,,,
player,201110020rav,nyj,KerlJe00,rush_att,0,,,,,
player,201110020rav,nyj,KerlJe00,rush_yds,0,,,,,
player,201110020rav,nyj,KerlJe00,rush_td,0,,,,,
player,201110020rav,nyj,KerlJe00,rush_long,0,,,,,
player,201110020rav,nyj,KerlJe00,targets,1,,,,,
player,201110020rav,nyj,KerlJe00,rec,0,,,,,
player,201110020rav,nyj,KerlJe00,rec_yds,0,,,,,
player,201110020rav,nyj,KerlJe00,rec_td,0,,,,,
player,201110020rav,nyj,KerlJe00,rec_long,0,,,,,
player,201110020rav,nyj,KerlJe00,fumbles,0,,,,,
player,201110020rav,nyj,KerlJe00,fumbles_lost,,,,,,
player,201110020rav,nyj,TomlLa00,pass_cmp,0,,,,,
player,201110020rav,nyj,TomlLa00,pass_att,0,,,,,
player,201110020rav,nyj,TomlLa00,pass_yds,0,,,,,
player,201110020rav,nyj,TomlLa00,pass_td,0,,,,,
player,201110020rav,nyj,TomlLa00,pass_int,0,,,,,
player,201110020rav,nyj,TomlLa00,pass_sacked,0,,,,,
player,201110020rav,nyj,TomlLa00,pass_sacked_yds,0,,,,,
player,201110020rav,nyj,TomlLa00,pass_long,0,,,,,
player,201110020rav,nyj,TomlLa00,pass_rating,,,,,,
player,201110020rav,nyj,TomlLa00,rush_att,3,,,,,
player,201110020rav,nyj,TomlLa00,rush_yds,-3,,,,,
player,201110020rav,nyj,TomlLa00,rush_td,0,,,,,
player,201110020rav,nyj,TomlLa00,rush_long,1,,,,,
player,201110020rav,nyj,TomlLa00,targets,3,,,,,
player,201110020rav,nyj,TomlLa00,rec,1,,,,,
player,201110020rav,nyj,TomlLa00,rec_yds,4,,,,,
player,201110020rav,nyj,TomlLa00,rec_td,0,,,,,
player,201110020rav,nyj,TomlLa00,rec_long,4,,,,,
player,201110020rav,nyj,TomlLa00,fumbles,0,,,,,
player,201110020rav,nyj,TomlLa00,fumbles_lost,,,,,,
player,201110020rav,rav,FlacJo00,pass_cmp,10,,,,,
player,201110020rav,rav,FlacJo00,pass_att,31,,,,,
player,201110020rav,rav,FlacJo00,pass_yds,163,,,,,
player,201110020rav,rav,FlacJo00,pass_td,0,,,,,
player,201110020rav,rav,FlacJo00,pass_int,1,,,,,
player,201110020rav,rav,FlacJo00,pass_sacked,2,,,,,
player,201110020rav,rav,FlacJo00,pass_sacked_yds,8,,,,,
player,201110020rav,rav,FlacJo00,pass_long,52,,,,,
player,201110020rav,rav,FlacJo00,pass_rating,37.4,,,,,
player,201110020rav,rav,FlacJo00,rush_att,3,,,,,
player,201110020rav,rav,FlacJo00,rush_yds,-3,,,,,
player,201110020rav,rav,FlacJo00,rush_td,0,,,,,
player,201110020rav,rav,FlacJo00,rush_long,-1,,,,,
player,201110020rav,rav,FlacJo00,targets,0,,,,,
player,201110020rav,rav,FlacJo00,rec,0,,,,,
player,201110020rav,rav,FlacJo00,rec_yds,0,,,,,
player,201110020rav,rav,FlacJo00,rec_td,0,,,,,
player,201110020rav,rav,FlacJo00,rec_long,0,,,,,
player,201110020rav,rav,FlacJo00,fumbles,1,,,,,
player,201110020rav,rav,FlacJo00,fumbles_lost,1,,,,,
player,201110020rav,rav,RiceRa00,pass_cmp,0,,,,,
player,201110020rav,rav,RiceRa00,pass_att,0,,,,,
player,201110020rav,rav,RiceRa00,pass_yds,0,,,,,
player,201110020rav,rav,RiceRa00,pass_td,0,,,,,
player,201110020rav,rav,RiceRa00,pass_int,0,,,,,
player,201110020rav,rav,RiceRa00,pass_sacked,0,,,,,
player,201110020rav,rav,RiceRa00,pass_sacked_yds,0,,,,,
player,201110020rav,rav,RiceRa00,pass_long,0,,,,,
player,201110020rav,rav,RiceRa00,pass_rating,,,,,,
player,201110020rav,rav,RiceRa00,rush_att,25,,,,,
player,201110020rav,rav,RiceRa00,rush_yds,66,,,,,
player,201110020rav,rav,RiceRa00,rush_td,1,,,,,
player,201110020rav,rav,RiceRa00,rush_long,10,,,,,
player,201110020rav,rav,RiceRa00,targets,5,,,,,
player,201110020rav,rav,RiceRa00,rec,2,,,,,
player,201110020rav,rav,RiceRa00,rec_yds,64,,,,,
player,201110020rav,rav,RiceRa00,rec_td,0,,,,,
player,201110020rav,rav,RiceRa00,rec_long,52,,,,,
player,201110020rav,rav,RiceRa00,fumbles,0,,,,,
player,201110020rav,rav,RiceRa00,fumbles_lost,,,,,,
player,201110020rav,rav,WillRi00,pass_cmp,0,,,,,
player,201110020rav,rav,WillRi00,pass_att,0,,,,,
player,201110020rav,rav,WillRi00,pass_yds,0,,,,,
player,201110020rav,rav,WillRi00,pass_td,0,,,,,
player,201110020rav,rav,WillRi00,pass_int,0,,,,,
player,201110020rav,rav,WillRi00,pass_sacked,0,,,,,
player,201110020rav,rav,WillRi00,pass_sacked_yds,0,,,,,
player,201110020rav,rav,WillRi00,pass_long,0,,,,,
player,201110020rav,rav,WillRi00,pass_rating,,,,,,
player,201110020rav,rav,WillRi00,rush_att,12,,,,,
player,201110020rav,rav,WillRi00,rush_yds,49,,,,,
player,201110020rav,rav,WillRi00,rush_td,0,,,,,
player,201110020rav,rav,WillRi00,rush_long,9,,,,,
player,201110020rav,rav,WillRi00,targets,1,,,,,
player,201110020rav,rav,WillRi00,rec,0,,,,,
player,201110020rav,rav,WillRi00,rec_yds,0,,,,,
player,201110020rav,rav,WillRi00,rec_td,0,,,,,
player,201110020rav,rav,WillRi00,rec_long,0,,,,,
player,201110020rav,rav,WillRi00,fumbles,1,,,,,
player,201110020rav,rav,WillRi00,fumbles_lost,1,,,,,
player,201110020rav,rav,DickEd00,pass_cmp,0,,,,,
player,201110020rav,rav,DickEd00,pass_att,0,,,,,
player,201110020rav,rav,DickEd00,pass_yds,0,,,,,
player,201110020rav,rav,DickEd00,pass_td,0,,,,,
player,201110020rav,rav,DickEd00,pass_int,0,,,,,
player,201110020rav,rav,DickEd00,pass_sacked,0,,,,,
player,201110020rav,rav,DickEd00,pass_sacked_yds,0,,,,,
player,201110020rav,rav,DickEd00,pass_long,0,,,,,
player,201110020rav,rav,DickEd00,pass_rating,,,,,,
player,201110020rav,rav,DickEd00,rush_att,0,,,,,
player,201110020rav,rav,DickEd00,rush_yds,0,,,,,
player,201110020rav,rav,DickEd00,rush_td,0,,,,,
player,201110020rav,rav,DickEd00,rush_long,0,,,,,
player,201110020rav,rav,DickEd00,targets,12,,,,,
player,201110020rav,rav,DickEd00,rec,4,,,,,
player,201110020rav,rav,DickEd00,rec_yds,45,,,,,
player,201110020rav,rav,DickEd00,rec_td,0,,,,,
player,201110020rav,rav,DickEd00,rec_long,14,,,,,
player,201110020rav,rav,DickEd00,fumbles,0,,,,,
player,201110020rav,rav,DickEd00,fumbles_lost,,,,,,
player,201110020rav,rav,BoldAn00,pass_cmp,0,,,,,
player,201110020rav,rav,BoldAn00,pass_att,0,,,,,
player,201110020rav,rav,BoldAn00,pass_yds,0,,,,,
player,201110020rav,rav,BoldAn00,pass_td,0,,,,,
player,201110020rav,rav,BoldAn00,pass_int,0,,,,,
player,201110020rav,rav,BoldAn00,pass_sacked,0,,,,,
player,201110020rav,rav,BoldAn00,pass_sacked_yds,0,,,,,
player,201110020rav,rav,BoldAn00,pass_long,0,,,,,
player,201110020rav,rav,BoldAn00,pass_rating,,,,,,
player,201110020rav,rav,BoldAn00,rush_att,0,,,,,
player,201110020rav,rav,BoldAn00,rush_yds,0,,,,,
player,201110020rav,rav,BoldAn00,rush_td,0,,,,,
player,201110020rav,rav,BoldAn00,rush_long,0,,,,,
player,201110020rav,rav,BoldAn00,targets,2,,,,,
player,201110020rav,rav,BoldAn00,rec,1,,,,,
player,201110020rav,rav,BoldAn00,rec_yds,28,,,,,
player,201110020rav,rav,BoldAn00,rec_td,0,,,,,
player,201110020rav,rav,BoldAn00,rec_long,28,,,,,
player,201110020rav,rav,BoldAn00,fumbles,0,,,,,
player,201110020rav,rav,BoldAn00,fumbles_lost,,,,,,
player,201110020rav,rav,PittDe00,pass_cmp,0,,,,,
player,201110020rav,rav,PittDe00,pass_att,0,,,,,
player,201110020rav,rav,PittDe00,pass_yds,0,,,,,
player,201110020rav,rav,PittDe00,pass_td,0,,,,,
player,201110020rav,rav,PittDe00,pass_int,0,,,,,
player,201110020rav,rav,PittDe00,pass_sacked,0,,,,,
player,201110020rav,rav,PittDe00,pass_sacked_yds,0,,,,,
player,201110020rav,rav,PittDe00,pass_long,0,,,,,
player,201110020rav,rav,PittDe00,pass_rating,,,,,,
player,201110020rav,rav,PittDe00,rush_att,0,,,,,
player,201110020rav,rav,PittDe00,rush_yds,0,,,,,
player,201110020rav,rav,PittDe00,rush_td,0,,,,,
player,201110020rav,rav,PittDe00,rush_long,0,,,,,
player,201110020rav,rav,PittDe00,targets,1,,,,,
player,201110020rav,rav,PittDe00,rec,1,,,,,
player,201110020rav,rav,PittDe00,rec_yds,14,,,,,
player,201110020rav,rav,PittDe00,rec_td,0,,,,,
player,201110020rav,rav,PittDe00,rec_long,14,,,,,
player,201110020rav,rav,PittDe00,fumbles,0,,,,,
player,201110020rav,rav,PittDe00,fumbles_lost,,,,,,
player,201110020rav,rav,WillLa01,pass_cmp,0,,,,,
player,201110020rav,rav,WillLa01,pass_att,0,,,,,
player,201110020rav,rav,WillLa01,pass_yds,0,,,,,
player,201110020rav,rav,WillLa01,pass_td,0,,,,,
player,201110020rav,rav,WillLa01,pass_int,0,,,,,
player,201110020rav,rav,WillLa01,pass_sacked,0,,,,,
player,201110020rav,rav,WillLa01,pass_sacked_yds,0,,,,,
player,201110020rav,rav,WillLa01,pass_long,0,,,,,
player,201110020rav,rav,WillLa01,pass_rating,,,,,,
player,201110020rav,rav,WillLa01,rush_att,0,,,,,
player,201110020rav,rav,WillLa01,rush_yds,0,,,,,
player,201110020rav,rav,WillLa01,rush_td,0,,,,,
player,201110020rav,rav,WillLa01,rush_long,0,,,,,
player,201110020rav,rav,WillLa01,targets,1,,,,,
player,201110020rav,rav,WillLa01,rec,1,,,,,
player,201110020rav,rav,WillLa01,rec_yds,11,,,,,
player,201110020rav,rav,WillLa01,rec_td,0,,,,,
player,201110020rav,rav,WillLa01,rec_long,11,,,,,
player,201110020rav,rav,WillLa01,fumbles,1,,,,,
player,201110020rav,rav,WillLa01,fumbles_lost,0,,,,,
player,201110020rav,rav,SmitTo02,pass_cmp,0,,,,,
player,201110020rav,rav,SmitTo02,pass_att,0,,,,,
player,201110020rav,rav,SmitTo02,pass_yds,0,,,,,
player,201110020rav,rav,SmitTo02,pass_td,0,,,,,
player,201110020rav,rav,SmitTo02,pass_int,0,,,,,
player,201110020rav,rav,SmitTo02,pass_sacked,0,,,,,
player,201110020rav,rav,SmitTo02,pass_sacked_yds,0,,,,,
player,201110020rav,rav,SmitTo02,pass_long,0,,,,,
player,201110020rav,rav,SmitTo02,pass_rating,,,,,,
player,201110020rav,rav,SmitTo02,rush_att,0,,,,,
player,201110020rav,rav,SmitTo02,rush_yds,0,,,,,
player,201110020rav,rav,SmitTo02,rush_td,0,,,,,
player,201110020rav,rav,SmitTo02,rush_long,0,,,,,
player,201110020rav,rav,SmitTo02,targets,6,,,,,
player,201110020rav,rav,SmitTo02,rec,1,,,,,
player,201110020rav,rav,SmitTo02,rec_yds,1,,,,,
player,201110020rav,rav,SmitTo02,rec_td,0,,,,,
player,201110020rav,rav,SmitTo02,rec_long,1,,,,,
player,201110020rav,rav,SmitTo02,fumbles,0,,,,,
player,201110020rav,rav,SmitTo02,fumbles_lost,,,,,,
player,201110020rav,rav,LeacVo00,pass_cmp,0,,,,,
player,201110020rav,rav,LeacVo00,pass_att,0,,,,,
player,201110020rav,rav,LeacVo00,pass_yds,0,,,,,
player,201110020rav,rav,LeacVo00,pass_td,0,,,,,
player,201110020rav,rav,LeacVo00,pass_int,0,,,,,
player,201110020rav,rav,LeacVo00,pass_sacked,0,,,,,
player,201110020rav,rav,LeacVo00,pass_sacked_yds,0,,,,,
player,201110020rav,rav,LeacVo00,pass_long,0,,,,,
player,201110020rav,rav,LeacVo00,pass_rating,,,,,,
player,201110020rav,rav,LeacVo00,rush_att,0,,,,,
player,201110020rav,rav,LeacVo00,rush_yds,0,,,,,
player,201110020rav,rav,LeacVo00,rush_td,0,,,,,
player,201110020rav,rav,LeacVo00,rush_long,0,,,,,
player,201110020rav,rav,LeacVo00,targets,3,,,,,
player,201110020rav,rav,LeacVo00,rec,0,,,,,
player,201110020rav,rav,LeacVo00,rec_yds,0,,,,,
player,201110020rav,rav,LeacVo00,rec_td,0,,,,,
player,201110020rav,rav,LeacVo00,rec_long,0,,,,,
player,201110020rav,rav,LeacVo00,fumbles,0,,,,,
player,201110020rav,rav,LeacVo00,fumbles_lost,,,,,,
player,201110020rav,nyj,HarrDa99,def_int,1,,,,,
player,201110020rav,nyj,HarrDa99,def_int_yds,35,,,,,
player,201110020rav,nyj,HarrDa99,def_int_td,1,,,,,
player,201110020rav,nyj,HarrDa99,def_int_long,35,,,,,
player,201110020rav,nyj,HarrDa99,pass_defended,1,,,,,
player,201110020rav,nyj,HarrDa99,sacks,0.0,,,,,
player,201110020rav,nyj,HarrDa99,tackles_combined,7,,,,,
player,201110020rav,nyj,HarrDa99,tackles_solo,4,,,,,
player,201110020rav,nyj,HarrDa99,tackles_assists,3,,,,,
player,201110020rav,nyj,HarrDa99,tackles_loss,0,,,,,
player,201110020rav,nyj,HarrDa99,qb_hits,0,,,,,
player,201110020rav,nyj,HarrDa99,fumbles_rec,0,,,,,
player,201110020rav,nyj,HarrDa99,fumbles_rec_yds,0,,,,,
player,201110020rav,nyj,HarrDa99,fumbles_rec_td,0,,,,,
player,201110020rav,nyj,HarrDa99,fumbles_forced,0,,,,,
player,201110020rav,nyj,MaybAa99,def_int,0,,,,,
player,201110020rav,nyj,MaybAa99,def_int_yds,0,,,,,
player,201110020rav,nyj,MaybAa99,def_int_td,0,,,,,
player,201110020rav,nyj,MaybAa99,def_int_long,0,,,,,
player,201110020rav,nyj,MaybAa99,pass_defended,0,,,,,
player,201110020rav,nyj,MaybAa99,sacks,1.0,,,,,
player,201110020rav,nyj,MaybAa99,tackles_combined,1,,,,,
player,201110020rav,nyj,MaybAa99,tackles_solo,1,,,,,
player,201110020rav,nyj,MaybAa99,tackles_assists,0,,,,,
player,201110020rav,nyj,MaybAa99,tackles_loss,0,,,,,
player,201110020rav,nyj,MaybAa99,qb_hits,0,,,,,
player,201110020rav,nyj,MaybAa99,fumbles_rec,0,,,,,
player,201110020rav,nyj,MaybAa99,fumbles_rec_yds,0,,,,,
player,201110020rav,nyj,MaybAa99,fumbles_rec_td,0,,,,,
player,201110020rav,nyj,MaybAa99,fumbles_forced,1,,,,,
player,201110020rav,nyj,SmitEr22,def_int,0,,,,,
player,201110020rav,nyj,SmitEr22,def_int_yds,0,,,,,
player,201110020rav,nyj,SmitEr22,def_int_td,0,,,,,
player,201110020rav,nyj,SmitEr22,def_int_long,0,,,,,
player,201110020rav,nyj,SmitEr22,pass_defended,1,,,,,
player,201110020rav,nyj,SmitEr22,sacks,0.5,,,,,
player,201110020rav,nyj,SmitEr22,tackles_combined,4,,,,,
player,201110020rav,nyj,SmitEr22,tackles_solo,2,,,,,
player,201110020rav,nyj,SmitEr22,tackles_assists,2,,,,,
player,201110020rav,nyj,SmitEr22,tackles_loss,0,,,,,
player,201110020rav,nyj,SmitEr22,qb_hits,1,,,,,
player,201110020rav,nyj,SmitEr22,fumbles_rec,0,,,,,
player,201110020rav,nyj,SmitEr22,fumbles_rec_yds,0,,,,,
player,201110020rav,nyj,SmitEr22,fumbles_rec_td,0,,,,,
player,201110020rav,nyj,SmitEr22,fumbles_forced,0,,,,,
player,201110020rav,nyj,PoolBr20,def_int,0,,,,,
player,201110020rav,nyj,PoolBr20,def_int_yds,0,,,,,
player,201110020rav,nyj,PoolBr20,def_int_td,0,,,,,
player,201110020rav,nyj,PoolBr20,def_int_long,0,,,,,
player,201110020rav,nyj,PoolBr20,pass_defended,0,,,,,
player,201110020rav,nyj,PoolBr20,sacks,0.5,,,,,
player,201110020rav,nyj,PoolBr20,tackles_combined,2,,,,,
player,201110020rav,nyj,PoolBr20,tackles_solo,1,,,,,
player,201110020rav,nyj,PoolBr20,tackles_assists,1,,,,,
player,201110020rav,nyj,PoolBr20,tackles_loss,0,,,,,
player,201110020rav,nyj,PoolBr20,qb_hits,1,,,,,
player,201110020rav,nyj,PoolBr20,fumbles_rec,0,,,,,
player,201110020rav,nyj,PoolBr20,fumbles_rec_yds,0,,,,,
player,201110020rav,nyj,PoolBr20,fumbles_rec_td,0,,,,,
player,201110020rav,nyj,PoolBr20,fumbles_forced,0,,,,,
player,201110020rav,nyj,PouhSi20,def_int,0,,,,,
player,201110020rav,nyj,PouhSi20,def_int_yds,0,,,,,
player,201110020rav,nyj,PouhSi20,def_int_td,0,,,,,
player,201110020rav,nyj,PouhSi20,def_int_long,0,,,,,
