game,2011,4,20111002,201110020rav,nyj,"New York Jets",17,rav,"Baltimore Ravens",34
player,201110020rav,rav,KrugPa99,fumbles_forced,0,,,,,
player,201110020rav,rav,McClJa01,def_int,0,,,,,
player,201110020rav,rav,McClJa01,def_int_yds,0,,,,,
player,201110020rav,rav,McClJa01,def_int_td,0,,,,,
player,201110020rav,rav,McClJa01,def_int_long,0,,,,,
player,201110020rav,rav,McClJa01,pass_defended,1,,,,,
player,201110020rav,rav,McClJa01,sacks,0.0,,,,,
player,201110020rav,rav,McClJa01,tackles_combined,1,,,,,
player,201110020rav,rav,McClJa01,tackles_solo,0,,,,,
player,201110020rav,rav,McClJa01,tackles_assists,1,,,,,
player,201110020rav,rav,McClJa01,tackles_loss,0,,,,,
player,201110020rav,rav,McClJa01,qb_hits,0,,,,,
player,201110020rav,rav,McClJa01,fumbles_rec,1,,,,,
player,201110020rav,rav,McClJa01,fumbles_rec_yds,6,,,,,
player,201110020rav,rav,McClJa01,fumbles_rec_td,1,,,,,
player,201110020rav,rav,McClJa01,fumbles_forced,0,,,,,
player,201110020rav,rav,McClAl00,def_int,0,,,,,
player,201110020rav,rav,McClAl00,def_int_yds,0,,,,,
player,201110020rav,rav,McClAl00,def_int_td,0,,,,,
player,201110020rav,rav,McClAl00,def_int_long,0,,,,,
player,201110020rav,rav,McClAl00,pass_defended,0,,,,,
player,201110020rav,rav,McClAl00,sacks,0.0,,,,,
player,201110020rav,rav,McClAl00,tackles_combined,1,,,,,
player,201110020rav,rav,McClAl00,tackles_solo,1,,,,,
player,201110020rav,rav,McClAl00,tackles_assists,0,,,,,
player,201110020rav,rav,McClAl00,tackles_loss,0,,,,,
player,201110020rav,rav,McClAl00,qb_hits,0,,,,,
player,201110020rav,rav,McClAl00,fumbles_rec,0,,,,,
player,201110020rav,rav,McClAl00,fumbles_rec_yds,0,,,,,
player,201110020rav,rav,McClAl00,fumbles_rec_td,0,,,,,
player,201110020rav,rav,McClAl00,fumbles_forced,0,,,,,
player,201110020rav,rav,WillLa01,def_int,0,,,,,
player,201110020rav,rav,WillLa01,def_int_yds,0,,,,,
player,201110020rav,rav,WillLa01,def_int_td,0,,,,,
player,201110020rav,rav,WillLa01,def_int_long,0,,,,,
player,201110020rav,rav,WillLa01,pass_defended,0,,,,,
player,201110020rav,rav,WillLa01,sacks,0.0,,,,,
player,201110020rav,rav,WillLa01,tackles_combined,1,,,,,
player,201110020rav,rav,WillLa01,tackles_solo,1,,,,,
player,201110020rav,rav,WillLa01,tackles_assists,0,,,,,
player,201110020rav,rav,WillLa01,tackles_loss,0,,,,,
player,201110020rav,rav,WillLa01,qb_hits,0,,,,,
player,201110020rav,rav,WillLa01,fumbles_rec,0,,,,,
player,201110020rav,rav,WillLa01,fumbles_rec_yds,0,,,,,
player,201110020rav,rav,WillLa01,fumbles_rec_td,0,,,,,
player,201110020rav,rav,WillLa01,fumbles_forced,0,,,,,
player,201110020rav,rav,ZbikTo99,def_int,0,,,,,
player,201110020rav,rav,ZbikTo99,def_int_yds,0,,,,,
player,201110020rav,rav,ZbikTo99,def_int_td,0,,,,,
player,201110020rav,rav,ZbikTo99,def_int_long,0,,,,,
player,201110020rav,rav,ZbikTo99,pass_defended,0,,,,,
player,201110020rav,rav,ZbikTo99,sacks,0.0,,,,,
player,201110020rav,rav,ZbikTo99,tackles_combined,1,,,,,
player,201110020rav,rav,ZbikTo99,tackles_solo,1,,,,,
player,201110020rav,rav,ZbikTo99,tackles_assists,0,,,,,
player,201110020rav,rav,ZbikTo99,tackles_loss,0,,,,,
player,201110020rav,rav,ZbikTo99,qb_hits,0,,,,,
player,201110020rav,rav,ZbikTo99,fumbles_rec,0,,,,,
player,201110020rav,rav,ZbikTo99,fumbles_rec_yds,0,,,,,
player,201110020rav,rav,ZbikTo99,fumbles_rec_td,0,,,,,
player,201110020rav,rav,ZbikTo99,fumbles_forced,0,,,,,
player,201110020rav,rav,GorrDa00,def_int,0,,,,,
player,201110020rav,rav,GorrDa00,def_int_yds,0,,,,,
player,201110020rav,rav,GorrDa00,def_int_td,0,,,,,
player,201110020rav,rav,GorrDa00,def_int_long,0,,,,,
player,201110020rav,rav,GorrDa00,pass_defended,1,,,,,
player,201110020rav,rav,GorrDa00,sacks,0.0,,,,,
player,201110020rav,rav,GorrDa00,tackles_combined,0,,,,,
player,201110020rav,rav,GorrDa00,tackles_solo,0,,,,,
player,201110020rav,rav,GorrDa00,tackles_assists,0,,,,,
player,201110020rav,rav,GorrDa00,tackles_loss,0,,,,,
player,201110020rav,rav,GorrDa00,qb_hits,0,,,,,
player,201110020rav,rav,GorrDa00,fumbles_rec,0,,,,,
player,201110020rav,rav,GorrDa00,fumbles_rec_yds,0,,,,,
player,201110020rav,rav,GorrDa00,fumbles_rec_td,0,,,,,
player,201110020rav,rav,GorrDa00,fumbles_forced,0,,,,,
player,201110020rav,rav,McPhPe00,def_int,0,,,,,
player,201110020rav,rav,McPhPe00,def_int_yds,0,,,,,
player,201110020rav,rav,McPhPe00,def_int_td,0,,,,,
player,201110020rav,rav,McPhPe00,def_int_long,0,,,,,
player,201110020rav,rav,McPhPe00,pass_defended,0,,,,,
player,201110020rav,rav,McPhPe00,sacks,0.0,,,,,
player,201110020rav,rav,McPhPe00,tackles_combined,0,,,,,
player,201110020rav,rav,McPhPe00,tackles_solo,0,,,,,
player,201110020rav,rav,McPhPe00,tackles_assists,0,,,,,
player,201110020rav,rav,McPhPe00,tackles_loss,0,,,,,
player,201110020rav,rav,McPhPe00,qb_hits,1,,,,,
player,201110020rav,rav,McPhPe00,fumbles_rec,0,,,,,
player,201110020rav,rav,McPhPe00,fumbles_rec_yds,0,,,,,
player,201110020rav,rav,McPhPe00,fumbles_rec_td,0,,,,,
player,201110020rav,rav,McPhPe00,fumbles_forced,0,,,,,
player,201110020rav,nyj,KerlJe00,kick_ret,0,,,,,
player,201110020rav,nyj,KerlJe00,kick_ret_yds,0,,,,,
player,201110020rav,nyj,KerlJe00,kick_ret_yds_per_ret,,,,,,
player,201110020rav,nyj,KerlJe00,kick_ret_td,0,,,,,
player,201110020rav,nyj,KerlJe00,kick_ret_long,0,,,,,
player,201110020rav,nyj,KerlJe00,punt_ret,2,,,,,
player,201110020rav,nyj,KerlJe00,punt_ret_yds,12,,,,,
player,201110020rav,nyj,KerlJe00,punt_ret_yds_per_ret,6.0,,,,,
player,201110020rav,nyj,KerlJe00,punt_ret_td,0,,,,,
player,201110020rav,nyj,KerlJe00,punt_ret_long,13,,,,,
player,201110020rav,nyj,McKnJo00,kick_ret,2,,,,,
player,201110020rav,nyj,McKnJo00,kick_ret_yds,135,,,,,
player,201110020rav,nyj,McKnJo00,kick_ret_yds_per_ret,67.5,,,,,
player,201110020rav,nyj,McKnJo00,kick_ret_td,1,,,,,
player,201110020rav,nyj,McKnJo00,kick_ret_long,107,,,,,
player,201110020rav,nyj,McKnJo00,punt_ret,0,,,,,
player,201110020rav,nyj,McKnJo00,punt_ret_yds,0,,,,,
player,201110020rav,nyj,McKnJo00,punt_ret_yds_per_ret,,,,,,
player,201110020rav,nyj,McKnJo00,punt_ret_td,0,,,,,
player,201110020rav,nyj,McKnJo00,punt_ret_long,0,,,,,
player,201110020rav,rav,ReedEd00,kick_ret,0,,,,,
player,201110020rav,rav,ReedEd00,kick_ret_yds,0,,,,,
player,201110020rav,rav,ReedEd00,kick_ret_yds_per_ret,,,,,,
player,201110020rav,rav,ReedEd00,kick_ret_td,0,,,,,
player,201110020rav,rav,ReedEd00,kick_ret_long,0,,,,,
player,201110020rav,rav,ReedEd00,punt_ret,1,,,,,
player,201110020rav,rav,ReedEd00,punt_ret_yds,16,,,,,
player,201110020rav,rav,ReedEd00,punt_ret_yds_per_ret,16.0,,,,,
player,201110020rav,rav,ReedEd00,punt_ret_td,0,,,,,
player,201110020rav,rav,ReedEd00,punt_ret_long,16,,,,,
player,201110020rav,rav,WillLa01,kick_ret,3,,,,,
player,201110020rav,rav,WillLa01,kick_ret_yds,49,,,,,
player,201110020rav,rav,WillLa01,kick_ret_yds_per_ret,16.3,,,,,
player,201110020rav,rav,WillLa01,kick_ret_td,0,,,,,
player,201110020rav,rav,WillLa01,kick_ret_long,19,,,,,
player,201110020rav,rav,WillLa01,punt_ret,0,,,,,
player,201110020rav,rav,WillLa01,punt_ret_yds,0,,,,,
player,201110020rav,rav,WillLa01,punt_ret_yds_per_ret,,,,,,
player,201110020rav,rav,WillLa01,punt_ret_td,0,,,,,
player,201110020rav,rav,WillLa01,punt_ret_long,0,,,,,
player,201110020rav,nyj,FolkNi20,xpm,2,,,,,
player,201110020rav,nyj,FolkNi20,xpa,2,,,,,
player,201110020rav,nyj,FolkNi20,fgm,1,,,,,
player,201110020rav,nyj,FolkNi20,fga,1,,,,,
player,201110020rav,nyj,FolkNi20,punt,0,,,,,
player,201110020rav,nyj,FolkNi20,punt_yds,0,,,,,
player,201110020rav,nyj,FolkNi20,punt_yds_per_punt,,,,,,
player,201110020rav,nyj,FolkNi20,punt_long,0,,,,,
player,201110020rav,nyj,ConlT.00,xpm,,,,,,
player,201110020rav,nyj,ConlT.00,xpa,,,,,,
player,201110020rav,nyj,ConlT.00,fgm,,,,,,
player,201110020rav,nyj,ConlT.00,fga,,,,,,
player,201110020rav,nyj,ConlT.00,punt,8,,,,,
player,201110020rav,nyj,ConlT.00,punt_yds,346,,,,,
player,201110020rav,nyj,ConlT.00,punt_yds_per_punt,43.3,,,,,
player,201110020rav,nyj,ConlT.00,punt_long,56,,,,,
player,201110020rav,rav,cundibil01,xpm,4,,,,,
player,201110020rav,rav,cundibil01,xpa,4,,,,,
player,201110020rav,rav,cundibil01,fgm,2,,,,,
player,201110020rav,rav,cundibil01,fga,2,,,,,
player,201110020rav,rav,cundibil01,punt,0,,,,,
player,201110020rav,rav,cundibil01,punt_yds,0,,,,,
player,201110020rav,rav,cundibil01,punt_yds_per_punt,,,,,,
player,201110020rav,rav,cundibil01,punt_long,0,,,,,
player,201110020rav,rav,KochSa20,xpm,,,,,,
player,201110020rav,rav,KochSa20,xpa,,,,,,
player,201110020rav,rav,KochSa20,fgm,,,,,,
player,201110020rav,rav,KochSa20,fga,,,,,,
player,201110020rav,rav,KochSa20,punt,7,,,,,
player,201110020rav,rav,KochSa20,punt_yds,310,,,,,
player,201110020rav,rav,KochSa20,punt_yds_per_punt,44.3,,,,,
player,201110020rav,rav,KochSa20,punt_long,58,,,,,
