game,2011,8,20111030,201110300pit,nwe,"New England Patriots",17,pit,"Pittsburgh Steelers",25
player,201110300pit,nwe,FaulKe00,rec_long,18,,,,,
player,201110300pit,nwe,FaulKe00,fumbles,0,,,,,
player,201110300pit,nwe,FaulKe00,fumbles_lost,,,,,,
player,201110300pit,nwe,GreeBe00,pass_cmp,0,,,,,
player,201110300pit,nwe,GreeBe00,pass_att,0,,,,,
player,201110300pit,nwe,GreeBe00,pass_yds,0,,,,,
player,201110300pit,nwe,GreeBe00,pass_td,0,,,,,
player,201110300pit,nwe,GreeBe00,pass_int,0,,,,,
player,201110300pit,nwe,GreeBe00,pass_sacked,0,,,,,
player,201110300pit,nwe,GreeBe00,pass_sacked_yds,0,,,,,
player,201110300pit,nwe,GreeBe00,pass_long,0,,,,,
player,201110300pit,nwe,GreeBe00,pass_rating,,,,,,
player,201110300pit,nwe,GreeBe00,rush_att,5,,,,,
player,201110300pit,nwe,GreeBe00,rush_yds,9,,,,,
player,201110300pit,nwe,GreeBe00,rush_td,0,,,,,
player,201110300pit,nwe,GreeBe00,rush_long,3,,,,,
player,201110300pit,nwe,GreeBe00,targets,0,,,,,
player,201110300pit,nwe,GreeBe00,rec,0,,,,,
player,201110300pit,nwe,GreeBe00,rec_yds,0,,,,,
player,201110300pit,nwe,GreeBe00,rec_td,0,,,,,
player,201110300pit,nwe,GreeBe00,rec_long,0,,,,,
player,201110300pit,nwe,GreeBe00,fumbles,0,,,,,
player,201110300pit,nwe,GreeBe00,fumbles_lost,,,,,,
player,201110300pit,nwe,HernAa00,pass_cmp,0,,,,,
player,201110300pit,nwe,HernAa00,pass_att,0,,,,,
player,201110300pit,nwe,HernAa00,pass_yds,0,,,,,
player,201110300pit,nwe,HernAa00,pass_td,0,,,,,
player,201110300pit,nwe,HernAa00,pass_int,0,,,,,
player,201110300pit,nwe,HernAa00,pass_sacked,0,,,,,
player,201110300pit,nwe,HernAa00,pass_sacked_yds,0,,,,,
player,201110300pit,nwe,HernAa00,pass_long,0,,,,,
player,201110300pit,nwe,HernAa00,pass_rating,,,,,,
player,201110300pit,nwe,HernAa00,rush_att,1,,,,,
player,201110300pit,nwe,HernAa00,rush_yds,2,,,,,
player,201110300pit,nwe,HernAa00,rush_td,0,,,,,
player,201110300pit,nwe,HernAa00,rush_long,2,,,,,
player,201110300pit,nwe,HernAa00,targets,4,,,,,
player,201110300pit,nwe,HernAa00,rec,2,,,,,
player,201110300pit,nwe,HernAa00,rec_yds,9,,,,,
player,201110300pit,nwe,HernAa00,rec_td,1,,,,,
player,201110300pit,nwe,HernAa00,rec_long,8,,,,,
player,201110300pit,nwe,HernAa00,fumbles,0,,,,,
player,201110300pit,nwe,HernAa00,fumbles_lost,,,,,,
player,201110300pit,nwe,GronRo00,pass_cmp,0,,,,,
player,201110300pit,nwe,GronRo00,pass_att,0,,,,,
player,201110300pit,nwe,GronRo00,pass_yds,0,,,,,
player,201110300pit,nwe,GronRo00,pass_td,0,,,,,
player,201110300pit,nwe,GronRo00,pass_int,0,,,,,
player,201110300pit,nwe,GronRo00,pass_sacked,0,,,,,
player,201110300pit,nwe,GronRo00,pass_sacked_yds,0,,,,,
player,201110300pit,nwe,GronRo00,pass_long,0,,,,,
player,201110300pit,nwe,GronRo00,pass_rating,,,,,,
player,201110300pit,nwe,GronRo00,rush_att,0,,,,,
player,201110300pit,nwe,GronRo00,rush_yds,0,,,,,
player,201110300pit,nwe,GronRo00,rush_td,0,,,,,
player,201110300pit,nwe,GronRo00,rush_long,0,,,,,
player,201110300pit,nwe,GronRo00,targets,9,,,,,
player,201110300pit,nwe,GronRo00,rec,7,,,,,
player,201110300pit,nwe,GronRo00,rec_yds,94,,,,,
player,201110300pit,nwe,GronRo00,rec_td,0,,,,,
player,201110300pit,nwe,GronRo00,rec_long,23,,,,,
player,201110300pit,nwe,GronRo00,fumbles,0,,,,,
player,201110300pit,nwe,GronRo00,fumbles_lost,,,,,,
player,201110300pit,nwe,WelkWe00,pass_cmp,0,,,,,
player,201110300pit,nwe,WelkWe00,pass_att,0,,,,,
player,201110300pit,nwe,WelkWe00,pass_yds,0,,,,,
player,201110300pit,nwe,WelkWe00,pass_td,0,,,,,
player,201110300pit,nwe,WelkWe00,pass_int,0,,,,,
player,201110300pit,nwe,WelkWe00,pass_sacked,0,,,,,
player,201110300pit,nwe,WelkWe00,pass_sacked_yds,0,,,,,
player,201110300pit,nwe,WelkWe00,pass_long,0,,,,,
player,201110300pit,nwe,WelkWe00,pass_rating,,,,,,
player,201110300pit,nwe,WelkWe00,rush_att,0,,,,,
player,201110300pit,nwe,WelkWe00,rush_yds,0,,,,,
player,201110300pit,nwe,WelkWe00,rush_td,0,,,,,
player,201110300pit,nwe,WelkWe00,rush_long,0,,,,,
player,201110300pit,nwe,WelkWe00,targets,8,,,,,
player,201110300pit,nwe,WelkWe00,rec,6,,,,,
player,201110300pit,nwe,WelkWe00,rec_yds,39,,,,,
player,201110300pit,nwe,WelkWe00,rec_td,0,,,,,
player,201110300pit,nwe,WelkWe00,rec_long,10,,,,,
player,201110300pit,nwe,WelkWe00,fumbles,0,,,,,
player,201110300pit,nwe,WelkWe00,fumbles_lost,,,,,,
player,201110300pit,nwe,BranDe00,pass_cmp,0,,,,,
player,201110300pit,nwe,BranDe00,pass_att,0,,,,,
player,201110300pit,nwe,BranDe00,pass_yds,0,,,,,
player,201110300pit,nwe,BranDe00,pass_td,0,,,,,
player,201110300pit,nwe,BranDe00,pass_int,0,,,,,
player,201110300pit,nwe,BranDe00,pass_sacked,0,,,,,
player,201110300pit,nwe,BranDe00,pass_sacked_yds,0,,,,,
player,201110300pit,nwe,BranDe00,pass_long,0,,,,,
player,201110300pit,nwe,BranDe00,pass_rating,,,,,,
player,201110300pit,nwe,BranDe00,rush_att,0,,,,,
player,201110300pit,nwe,BranDe00,rush_yds,0,,,,,
player,201110300pit,nwe,BranDe00,rush_td,0,,,,,
player,201110300pit,nwe,BranDe00,rush_long,0,,,,,
player,201110300pit,nwe,BranDe00,targets,7,,,,,
player,201110300pit,nwe,BranDe00,rec,4,,,,,
player,201110300pit,nwe,BranDe00,rec_yds,36,,,,,
player,201110300pit,nwe,BranDe00,rec_td,1,,,,,
player,201110300pit,nwe,BranDe00,rec_long,16,,,,,
player,201110300pit,nwe,BranDe00,fumbles,0,,,,,
player,201110300pit,nwe,BranDe00,fumbles_lost,,,,,,
player,201110300pit,nwe,PricTa00,pass_cmp,0,,,,,
player,201110300pit,nwe,PricTa00,pass_att,0,,,,,
player,201110300pit,nwe,PricTa00,pass_yds,0,,,,,
player,201110300pit,nwe,PricTa00,pass_td,0,,,,,
player,201110300pit,nwe,PricTa00,pass_int,0,,,,,
player,201110300pit,nwe,PricTa00,pass_sacked,0,,,,,
player,201110300pit,nwe,PricTa00,pass_sacked_yds,0,,,,,
player,201110300pit,nwe,PricTa00,pass_long,0,,,,,
player,201110300pit,nwe,PricTa00,pass_rating,,,,,,
player,201110300pit,nwe,PricTa00,rush_att,0,,,,,
player,201110300pit,nwe,PricTa00,rush_yds,0,,,,,
player,201110300pit,nwe,PricTa00,rush_td,0,,,,,
player,201110300pit,nwe,PricTa00,rush_long,0,,,,,
player,201110300pit,nwe,PricTa00,targets,1,,,,,
player,201110300pit,nwe,PricTa00,rec,0,,,,,
player,201110300pit,nwe,PricTa00,rec_yds,0,,,,,
player,201110300pit,nwe,PricTa00,rec_td,0,,,,,
player,201110300pit,nwe,PricTa00,rec_long,0,,,,,
player,201110300pit,nwe,PricTa00,fumbles,0,,,,,
player,201110300pit,nwe,PricTa00,fumbles_lost,,,,,,
player,201110300pit,nwe,JohnCh01,pass_cmp,0,,,,,
player,201110300pit,nwe,JohnCh01,pass_att,0,,,,,
player,201110300pit,nwe,JohnCh01,pass_yds,0,,,,,
player,201110300pit,nwe,JohnCh01,pass_td,0,,,,,
player,201110300pit,nwe,JohnCh01,pass_int,0,,,,,
player,201110300pit,nwe,JohnCh01,pass_sacked,0,,,,,
player,201110300pit,nwe,JohnCh01,pass_sacked_yds,0,,,,,
player,201110300pit,nwe,JohnCh01,pass_long,0,,,,,
player,201110300pit,nwe,JohnCh01,pass_rating,,,,,,
player,201110300pit,nwe,JohnCh01,rush_att,0,,,,,
player,201110300pit,nwe,JohnCh01,rush_yds,0,,,,,
player,201110300pit,nwe,JohnCh01,rush_td,0,,,,,
player,201110300pit,nwe,JohnCh01,rush_long,0,,,,,
player,201110300pit,nwe,JohnCh01,targets,1,,,,,
player,201110300pit,nwe,JohnCh01,rec,0,,,,,
player,201110300pit,nwe,JohnCh01,rec_yds,0,,,,,
player,201110300pit,nwe,JohnCh01,rec_td,0,,,,,
player,201110300pit,nwe,JohnCh01,rec_long,0,,,,,
player,201110300pit,nwe,JohnCh01,fumbles,0,,,,,
player,201110300pit,nwe,JohnCh01,fumbles_lost,,,,,,
player,201110300pit,pit,RoetBe00,pass_cmp,36,,,,,
player,201110300pit,pit,RoetBe00,pass_att,50,,,,,
player,201110300pit,pit,RoetBe00,pass_yds,365,,,,,
player,201110300pit,pit,RoetBe00,pass_td,2,,,,,
player,201110300pit,pit,RoetBe00,pass_int,1,,,,,
player,201110300pit,pit,RoetBe00,pass_sacked,5,,,,,
player,201110300pit,pit,RoetBe00,pass_sacked_yds,36,,,,,
player,201110300pit,pit,RoetBe00,pass_long,26,,,,,
player,201110300pit,pit,RoetBe00,pass_rating,97.5,,,,,
player,201110300pit,pit,RoetBe00,rush_att,2,,,,,
player,201110300pit,pit,RoetBe00,rush_yds,1,,,,,
player,201110300pit,pit,RoetBe00,rush_td,0,,,,,
player,201110300pit,pit,RoetBe00,rush_long,2,,,,,
player,201110300pit,pit,RoetBe00,targets,0,,,,,
player,201110300pit,pit,RoetBe00,rec,0,,,,,
player,201110300pit,pit,RoetBe00,rec_yds,0,,,,,
player,201110300pit,pit,RoetBe00,rec_td,0,,,,,
player,201110300pit,pit,RoetBe00,rec_long,0,,,,,
player,201110300pit,pit,RoetBe00,fumbles,1,,,,,
player,201110300pit,pit,RoetBe00,fumbles_lost,0,,,,,
player,201110300pit,pit,MendRa00,pass_cmp,0,,,,,
player,201110300pit,pit,MendRa00,pass_att,0,,,,,
player,201110300pit,pit,MendRa00,pass_yds,0,,,,,
player,201110300pit,pit,MendRa00,pass_td,0,,,,,
player,201110300pit,pit,MendRa00,pass_int,0,,,,,
player,201110300pit,pit,MendRa00,pass_sacked,0,,,,,
player,201110300pit,pit,MendRa00,pass_sacked_yds,0,,,,,
player,201110300pit,pit,MendRa00,pass_long,0,,,,,
player,201110300pit,pit,MendRa00,pass_rating,,,,,,
player,201110300pit,pit,MendRa00,rush_att,13,,,,,
player,201110300pit,pit,MendRa00,rush_yds,70,,,,,
player,201110300pit,pit,MendRa00,rush_td,0,,,,,
player,201110300pit,pit,MendRa00,rush_long,18,,,,,
player,201110300pit,pit,MendRa00,targets,4,,,,,
player,201110300pit,pit,MendRa00,rec,3,,,,,
player,201110300pit,pit,MendRa00,rec_yds,22,,,,,
player,201110300pit,pit,MendRa00,rec_td,0,,,,,
player,201110300pit,pit,MendRa00,rec_long,12,,,,,
player,201110300pit,pit,MendRa00,fumbles,0,,,,,
player,201110300pit,pit,MendRa00,fumbles_lost,,,,,,
player,201110300pit,pit,MoorMe00,pass_cmp,0,,,,,
player,201110300pit,pit,MoorMe00,pass_att,0,,,,,
player,201110300pit,pit,MoorMe00,pass_yds,0,,,,,
player,201110300pit,pit,MoorMe00,pass_td,0,,,,,
player,201110300pit,pit,MoorMe00,pass_int,0,,,,,
player,201110300pit,pit,MoorMe00,pass_sacked,0,,,,,
player,201110300pit,pit,MoorMe00,pass_sacked_yds,0,,,,,
player,201110300pit,pit,MoorMe00,pass_long,0,,,,,
player,201110300pit,pit,MoorMe00,pass_rating,,,,,,
player,201110300pit,pit,MoorMe00,rush_att,1,,,,,
player,201110300pit,pit,MoorMe00,rush_yds,16,,,,,
player,201110300pit,pit,MoorMe00,rush_td,0,,,,,
player,201110300pit,pit,MoorMe00,rush_long,16,,,,,
player,201110300pit,pit,MoorMe00,targets,2,,,,,
player,201110300pit,pit,MoorMe00,rec,2,,,,,
player,201110300pit,pit,MoorMe00,rec_yds,29,,,,,
player,201110300pit,pit,MoorMe00,rec_td,1,,,,,
player,201110300pit,pit,MoorMe00,rec_long,24,,,,,
player,201110300pit,pit,MoorMe00,fumbles,0,,,,,
player,201110300pit,pit,MoorMe00,fumbles_lost,,,,,,
player,201110300pit,pit,RedmIs20,pass_cmp,0,,,,,
player,201110300pit,pit,RedmIs20,pass_att,0,,,,,
player,201110300pit,pit,RedmIs20,pass_yds,0,,,,,
player,201110300pit,pit,RedmIs20,pass_td,0,,,,,
player,201110300pit,pit,RedmIs20,pass_int,0,,,,,
player,201110300pit,pit,RedmIs20,pass_sacked,0,,,,,
player,201110300pit,pit,RedmIs20,pass_sacked_yds,0,,,,,
player,201110300pit,pit,RedmIs20,pass_long,0,,,,,
player,201110300pit,pit,RedmIs20,pass_rating,,,,,,
player,201110300pit,pit,RedmIs20,rush_att,7,,,,,
player,201110300pit,pit,RedmIs20,rush_yds,11,,,,,
player,201110300pit,pit,RedmIs20,rush_td,0,,,,,
player,201110300pit,pit,RedmIs20,rush_long,5,,,,,
player,201110300pit,pit,RedmIs20,targets,2,,,,,
player,201110300pit,pit,RedmIs20,rec,1,,,,,
player,201110300pit,pit,RedmIs20,rec_yds,5,,,,,
player,201110300pit,pit,RedmIs20,rec_td,0,,,,,
player,201110300pit,pit,RedmIs20,rec_long,5,,,,,
player,201110300pit,pit,RedmIs20,fumbles,0,,,,,
player,201110300pit,pit,RedmIs20,fumbles_lost,,,,,,
player,201110300pit,pit,MillHe00,pass_cmp,0,,,,,
player,201110300pit,pit,MillHe00,pass_att,0,,,,,
player,201110300pit,pit,MillHe00,pass_yds,0,,,,,
player,201110300pit,pit,MillHe00,pass_td,0,,,,,
player,201110300pit,pit,MillHe00,pass_int,0,,,,,
player,201110300pit,pit,MillHe00,pass_sacked,0,,,,,
player,201110300pit,pit,MillHe00,pass_sacked_yds,0,,,,,
player,201110300pit,pit,MillHe00,pass_long,0,,,,,
player,201110300pit,pit,MillHe00,pass_rating,,,,,,
player,201110300pit,pit,MillHe00,rush_att,0,,,,,
player,201110300pit,pit,MillHe00,rush_yds,0,,,,,
player,201110300pit,pit,MillHe00,rush_td,0,,,,,
player,201110300pit,pit,MillHe00,rush_long,0,,,,,
player,201110300pit,pit,MillHe00,targets,9,,,,,
player,201110300pit,pit,MillHe00,rec,7,,,,,
player,201110300pit,pit,MillHe00,rec_yds,85,,,,,
player,201110300pit,pit,MillHe00,rec_td,0,,,,,
player,201110300pit,pit,MillHe00,rec_long,19,,,,,
player,201110300pit,pit,MillHe00,fumbles,0,,,,,
player,201110300pit,pit,MillHe00,fumbles_lost,,,,,,
player,201110300pit,pit,SandEm00,pass_cmp,0,,,,,
player,201110300pit,pit,SandEm00,pass_att,0,,,,,
player,201110300pit,pit,SandEm00,pass_yds,0,,,,,
player,201110300pit,pit,SandEm00,pass_td,0,,,,,
player,201110300pit,pit,SandEm00,pass_int,0,,,,,
player,201110300pit,pit,SandEm00,pass_sacked,0,,,,,
player,201110300pit,pit,SandEm00,pass_sacked_yds,0,,,,,
player,201110300pit,pit,SandEm00,pass_long,0,,,,,
player,201110300pit,pit,SandEm00,pass_rating,,,,,,
player,201110300pit,pit,SandEm00,rush_att,0,,,,,
player,201110300pit,pit,SandEm00,rush_yds,0,,,,,
player,201110300pit,pit,SandEm00,rush_td,0,,,,,
player,201110300pit,pit,SandEm00,rush_long,0,,,,,
player,201110300pit,pit,SandEm00,targets,8,,,,,
player,201110300pit,pit,SandEm00,rec,5,,,,,
player,201110300pit,pit,SandEm00,rec_yds,70,,,,,
player,201110300pit,pit,SandEm00,rec_td,0,,,,,
player,201110300pit,pit,SandEm00,rec_long,26,,,,,
player,201110300pit,pit,SandEm00,fumbles,0,,,,,
player,201110300pit,pit,SandEm00,fumbles_lost,,,,,,
player,201110300pit,pit,WallMi00,pass_cmp,0,,,,,
player,201110300pit,pit,WallMi00,pass_att,0,,,,,
player,201110300pit,pit,WallMi00,pass_yds,0,,,,,
player,201110300pit,pit,WallMi00,pass_td,0,,,,,
player,201110300pit,pit,WallMi00,pass_int,0,,,,,
player,201110300pit,pit,WallMi00,pass_sacked,0,,,,,
player,201110300pit,pit,WallMi00,pass_sacked_yds,0,,,,,
player,201110300pit,pit,WallMi00,pass_long,0,,,,,
player,201110300pit,pit,WallMi00,pass_rating,,,,,,
player,201110300pit,pit,WallMi00,rush_att,0,,,,,
player,201110300pit,pit,WallMi00,rush_yds,0,,,,,
player,201110300pit,pit,WallMi00,rush_td,0,,,,,
player,201110300pit,pit,WallMi00,rush_long,0,,,,,
player,201110300pit,pit,WallMi00,targets,7,,,,,
player,201110300pit,pit,WallMi00,rec,7,,,,,
player,201110300pit,pit,WallMi00,rec_yds,70,,,,,
player,201110300pit,pit,WallMi00,rec_td,0,,,,,
player,201110300pit,pit,WallMi00,rec_long,16,,,,,
player,201110300pit,pit,WallMi00,fumbles,0,,,,,
player,201110300pit,pit,WallMi00,fumbles_lost,,,,,,
player,201110300pit,pit,BrowAn04,pass_cmp,0,,,,,
player,201110300pit,pit,BrowAn04,pass_att,0,,,,,
player,201110300pit,pit,BrowAn04,pass_yds,0,,,,,
player,201110300pit,pit,BrowAn04,pass_td,0,,,,,
player,201110300pit,pit,BrowAn04,pass_int,0,,,,,
player,201110300pit,pit,BrowAn04,pass_sacked,0,,,,,
player,201110300pit,pit,BrowAn04,pass_sacked_yds,0,,,,,
player,201110300pit,pit,BrowAn04,pass_long,0,,,,,
player,201110300pit,pit,BrowAn04,pass_rating,,,,,,
player,201110300pit,pit,BrowAn04,rush_att,0,,,,,
player,201110300pit,pit,BrowAn04,rush_yds,0,,,,,
player,201110300pit,pit,BrowAn04,rush_td,0,,,,,
player,201110300pit,pit,BrowAn04,rush_long,0,,,,,
player,201110300pit,pit,BrowAn04,targets,15,,,,,
player,201110300pit,pit,BrowAn04,rec,9,,,,,
player,201110300pit,pit,BrowAn04,rec_yds,67,,,,,
player,201110300pit,pit,BrowAn04,rec_td,1,,,,,
player,201110300pit,pit,BrowAn04,rec_long,19,,,,,
player,201110300pit,pit,BrowAn04,fumbles,0,,,,,
player,201110300pit,pit,BrowAn04,fumbles_lost,,,,,,
player,201110300pit,pit,CotcJe00,pass_cmp,0,,,,,
player,201110300pit,pit,CotcJe00,pass_att,0,,,,,
player,201110300pit,pit,CotcJe00,pass_yds,0,,,,,
player,201110300pit,pit,CotcJe00,pass_td,0,,,,,
player,201110300pit,pit,CotcJe00,pass_int,0,,,,,
player,201110300pit,pit,CotcJe00,pass_sacked,0,,,,,
player,201110300pit,pit,CotcJe00,pass_sacked_yds,0,,,,,
player,201110300pit,pit,CotcJe00,pass_long,0,,,,,
player,201110300pit,pit,CotcJe00,pass_rating,,,,,,
player,201110300pit,pit,CotcJe00,rush_att,0,,,,,
player,201110300pit,pit,CotcJe00,rush_yds,0,,,,,
player,201110300pit,pit,CotcJe00,rush_td,0,,,,,
player,201110300pit,pit,CotcJe00,rush_long,0,,,,,
player,201110300pit,pit,CotcJe00,targets,1,,,,,
player,201110300pit,pit,CotcJe00,rec,1,,,,,
player,201110300pit,pit,CotcJe00,rec_yds,10,,,,,
player,201110300pit,pit,CotcJe00,rec_td,0,,,,,
player,201110300pit,pit,CotcJe00,rec_long,10,,,,,
player,201110300pit,pit,CotcJe00,fumbles,0,,,,,
player,201110300pit,pit,CotcJe00,fumbles_lost,,,,,,
player,201110300pit,pit,JohnDa05,pass_cmp,0,,,,,
player,201110300pit,pit,JohnDa05,pass_att,0,,,,,
player,201110300pit,pit,JohnDa05,pass_yds,0,,,,,
player,201110300pit,pit,JohnDa05,pass_td,0,,,,,
player,201110300pit,pit,JohnDa05,pass_int,0,,,,,
player,201110300pit,pit,JohnDa05,pass_sacked,0,,,,,
player,201110300pit,pit,JohnDa05,pass_sacked_yds,0,,,,,
player,201110300pit,pit,JohnDa05,pass_long,0,,,,,
player,201110300pit,pit,JohnDa05,pass_rating,,,,,,
player,201110300pit,pit,JohnDa05,rush_att,0,,,,,
player,201110300pit,pit,JohnDa05,rush_yds,0,,,,,
player,201110300pit,pit,JohnDa05,rush_td,0,,,,,
player,201110300pit,pit,JohnDa05,rush_long,0,,,,,
player,201110300pit,pit,JohnDa05,targets,1,,,,,
player,201110300pit,pit,JohnDa05,rec,1,,,,,
player,201110300pit,pit,JohnDa05,rec_yds,7,,,,,
player,201110300pit,pit,JohnDa05,rec_td,0,,,,,
player,201110300pit,pit,JohnDa05,rec_long,7,,,,,
player,201110300pit,pit,JohnDa05,fumbles,0,,,,,
player,201110300pit,pit,JohnDa05,fumbles_lost,,,,,,
player,201110300pit,pit,SaunWe00,pass_cmp,0,,,,,
player,201110300pit,pit,SaunWe00,pass_att,0,,,,,
player,201110300pit,pit,SaunWe00,pass_yds,0,,,,,
player,201110300pit,pit,SaunWe00,pass_td,0,,,,,
player,201110300pit,pit,SaunWe00,pass_int,0,,,,,
player,201110300pit,pit,SaunWe00,pass_sacked,0,,,,,
player,201110300pit,pit,SaunWe00,pass_sacked_yds,0,,,,,
player,201110300pit,pit,SaunWe00,pass_long,0,,,,,
player,201110300pit,pit,SaunWe00,pass_rating,,,,,,
player,201110300pit,pit,SaunWe00,rush_att,0,,,,,
player,201110300pit,pit,SaunWe00,rush_yds,0,,,,,
player,201110300pit,pit,SaunWe00,rush_td,0,,,,,
player,201110300pit,pit,SaunWe00,rush_long,0,,,,,
player,201110300pit,pit,SaunWe00,targets,1,,,,,
player,201110300pit,pit,SaunWe00,rec,0,,,,,
player,201110300pit,pit,SaunWe00,rec_yds,0,,,,,
player,201110300pit,pit,SaunWe00,rec_td,0,,,,,
player,201110300pit,pit,SaunWe00,rec_long,0,,,,,
player,201110300pit,pit,SaunWe00,fumbles,0,,,,,
player,201110300pit,pit,SaunWe00,fumbles_lost,,,,,,
player,201110300pit,nwe,GuytGa99,def_int,1,,,,,
player,201110300pit,nwe,GuytGa99,def_int_yds,17,,,,,
player,201110300pit,nwe,GuytGa99,def_int_td,0,,,,,
player,201110300pit,nwe,GuytGa99,def_int_long,17,,,,,
player,201110300pit,nwe,GuytGa99,pass_defended,1,,,,,
player,201110300pit,nwe,GuytGa99,sacks,0.0,,,,,
player,201110300pit,nwe,GuytGa99,tackles_combined,3,,,,,
player,201110300pit,nwe,GuytGa99,tackles_solo,2,,,,,
player,201110300pit,nwe,GuytGa99,tackles_assists,1,,,,,
player,201110300pit,nwe,GuytGa99,tackles_loss,1,,,,,
player,201110300pit,nwe,GuytGa99,qb_hits,0,,,,,
player,201110300pit,nwe,GuytGa99,fumbles_rec,0,,,,,
player,201110300pit,nwe,GuytGa99,fumbles_rec_yds,0,,,,,
player,201110300pit,nwe,GuytGa99,fumbles_rec_td,0,,,,,
player,201110300pit,nwe,GuytGa99,fumbles_forced,0,,,,,
player,201110300pit,nwe,CartAn20,def_int,0,,,,,
player,201110300pit,nwe,CartAn20,def_int_yds,0,,,,,
player,201110300pit,nwe,CartAn20,def_int_td,0,,,,,
player,201110300pit,nwe,CartAn20,def_int_long,0,,,,,
player,201110300pit,nwe,CartAn20,pass_defended,0,,,,,
player,201110300pit,nwe,CartAn20,sacks,2.0,,,,,
player,201110300pit,nwe,CartAn20,tackles_combined,5,,,,,
player,201110300pit,nwe,CartAn20,tackles_solo,3,,,,,
player,201110300pit,nwe,CartAn20,tackles_assists,2,,,,,
player,201110300pit,nwe,CartAn20,tackles_loss,2,,,,,
player,201110300pit,nwe,CartAn20,qb_hits,1,,,,,
player,201110300pit,nwe,CartAn20,fumbles_rec,0,,,,,
player,201110300pit,nwe,CartAn20,fumbles_rec_yds,0,,,,,
player,201110300pit,nwe,CartAn20,fumbles_rec_td,0,,,,,
