game,2011,5,20111009,201110090htx,rai,"Oakland Raiders",25,htx,"Houston Texans",20
player,201110090htx,rai,HeywDa00,pass_rating,,,,,,
player,201110090htx,rai,HeywDa00,rush_att,0,,,,,
player,201110090htx,rai,HeywDa00,rush_yds,0,,,,,
player,201110090htx,rai,HeywDa00,rush_td,0,,,,,
player,201110090htx,rai,HeywDa00,rush_long,0,,,,,
player,201110090htx,rai,HeywDa00,targets,12,,,,,
player,201110090htx,rai,HeywDa00,rec,7,,,,,
player,201110090htx,rai,HeywDa00,rec_yds,99,,,,,
player,201110090htx,rai,HeywDa00,rec_td,1,,,,,
player,201110090htx,rai,HeywDa00,rec_long,34,,,,,
player,201110090htx,rai,HeywDa00,fumbles,0,,,,,
player,201110090htx,rai,HeywDa00,fumbles_lost,,,,,,
player,201110090htx,rai,SchiCh00,pass_cmp,0,,,,,
player,201110090htx,rai,SchiCh00,pass_att,0,,,,,
player,201110090htx,rai,SchiCh00,pass_yds,0,,,,,
player,201110090htx,rai,SchiCh00,pass_td,0,,,,,
player,201110090htx,rai,SchiCh00,pass_int,0,,,,,
player,201110090htx,rai,SchiCh00,pass_sacked,,,,,,
player,201110090htx,rai,SchiCh00,pass_sacked_yds,0,,,,,
player,201110090htx,rai,SchiCh00,pass_long,0,,,,,
player,201110090htx,rai,SchiCh00,pass_rating,,,,,,
player,201110090htx,rai,SchiCh00,rush_att,0,,,,,
player,201110090htx,rai,SchiCh00,rush_yds,0,,,,,
player,201110090htx,rai,SchiCh00,rush_td,0,,,,,
player,201110090htx,rai,SchiCh00,rush_long,0,,,,,
player,201110090htx,rai,SchiCh00,targets,3,,,,,
player,201110090htx,rai,SchiCh00,rec,2,,,,,
player,201110090htx,rai,SchiCh00,rec_yds,25,,,,,
player,201110090htx,rai,SchiCh00,rec_td,1,,,,,
player,201110090htx,rai,SchiCh00,rec_long,18,,,,,
player,201110090htx,rai,SchiCh00,fumbles,0,,,,,
player,201110090htx,rai,SchiCh00,fumbles_lost,,,,,,
player,201110090htx,rai,HagaDe00,pass_cmp,0,,,,,
player,201110090htx,rai,HagaDe00,pass_att,0,,,,,
player,201110090htx,rai,HagaDe00,pass_yds,0,,,,,
player,201110090htx,rai,HagaDe00,pass_td,0,,,,,
player,201110090htx,rai,HagaDe00,pass_int,0,,,,,
player,201110090htx,rai,HagaDe00,pass_sacked,,,,,,
player,201110090htx,rai,HagaDe00,pass_sacked_yds,0,,,,,
player,201110090htx,rai,HagaDe00,pass_long,0,,,,,
player,201110090htx,rai,HagaDe00,pass_rating,,,,,,
player,201110090htx,rai,HagaDe00,rush_att,0,,,,,
player,201110090htx,rai,HagaDe00,rush_yds,0,,,,,
player,201110090htx,rai,HagaDe00,rush_td,0,,,,,
player,201110090htx,rai,HagaDe00,rush_long,0,,,,,
player,201110090htx,rai,HagaDe00,targets,3,,,,,
player,201110090htx,rai,HagaDe00,rec,1,,,,,
player,201110090htx,rai,HagaDe00,rec_yds,13,,,,,
player,201110090htx,rai,HagaDe00,rec_td,0,,,,,
player,201110090htx,rai,HagaDe00,rec_long,13,,,,,
player,201110090htx,rai,HagaDe00,fumbles,0,,,,,
player,201110090htx,rai,HagaDe00,fumbles_lost,,,,,,
player,201110090htx,rai,MyerBr00,pass_cmp,0,,,,,
player,201110090htx,rai,MyerBr00,pass_att,0,,,,,
player,201110090htx,rai,MyerBr00,pass_yds,0,,,,,
player,201110090htx,rai,MyerBr00,pass_td,0,,,,,
player,201110090htx,rai,MyerBr00,pass_int,0,,,,,
player,201110090htx,rai,MyerBr00,pass_sacked,0,,,,,
player,201110090htx,rai,MyerBr00,pass_sacked_yds,0,,,,,
player,201110090htx,rai,MyerBr00,pass_long,0,,,,,
player,201110090htx,rai,MyerBr00,pass_rating,,,,,,
player,201110090htx,rai,MyerBr00,rush_att,0,,,,,
player,201110090htx,rai,MyerBr00,rush_yds,0,,,,,
player,201110090htx,rai,MyerBr00,rush_td,0,,,,,
player,201110090htx,rai,MyerBr00,rush_long,0,,,,,
player,201110090htx,rai,MyerBr00,targets,1,,,,,
player,201110090htx,rai,MyerBr00,rec,0,,,,,
player,201110090htx,rai,MyerBr00,rec_yds,0,,,,,
player,201110090htx,rai,MyerBr00,rec_td,0,,,,,
player,201110090htx,rai,MyerBr00,rec_long,0,,,,,
player,201110090htx,rai,MyerBr00,fumbles,0,,,,,
player,201110090htx,rai,MyerBr00,fumbles_lost,,,,,,
player,201110090htx,rai,MoorDe02,pass_cmp,0,,,,,
player,201110090htx,rai,MoorDe02,pass_att,0,,,,,
player,201110090htx,rai,MoorDe02,pass_yds,0,,,,,
player,201110090htx,rai,MoorDe02,pass_td,0,,,,,
player,201110090htx,rai,MoorDe02,pass_int,0,,,,,
player,201110090htx,rai,MoorDe02,pass_sacked,0,,,,,
player,201110090htx,rai,MoorDe02,pass_sacked_yds,0,,,,,
player,201110090htx,rai,MoorDe02,pass_long,0,,,,,
player,201110090htx,rai,MoorDe02,pass_rating,,,,,,
player,201110090htx,rai,MoorDe02,rush_att,0,,,,,
player,201110090htx,rai,MoorDe02,rush_yds,0,,,,,
player,201110090htx,rai,MoorDe02,rush_td,0,,,,,
player,201110090htx,rai,MoorDe02,rush_long,0,,,,,
player,201110090htx,rai,MoorDe02,targets,6,,,,,
player,201110090htx,rai,MoorDe02,rec,0,,,,,
player,201110090htx,rai,MoorDe02,rec_yds,0,,,,,
player,201110090htx,rai,MoorDe02,rec_td,0,,,,,
player,201110090htx,rai,MoorDe02,rec_long,0,,,,,
player,201110090htx,rai,MoorDe02,fumbles,1,,,,,
player,201110090htx,rai,MoorDe02,fumbles_lost,0,,,,,
player,201110090htx,rai,FordJa01,pass_cmp,0,,,,,
player,201110090htx,rai,FordJa01,pass_att,0,,,,,
player,201110090htx,rai,FordJa01,pass_yds,0,,,,,
player,201110090htx,rai,FordJa01,pass_td,0,,,,,
player,201110090htx,rai,FordJa01,pass_int,0,,,,,
player,201110090htx,rai,FordJa01,pass_sacked,,,,,,
player,201110090htx,rai,FordJa01,pass_sacked_yds,0,,,,,
player,201110090htx,rai,FordJa01,pass_long,0,,,,,
player,201110090htx,rai,FordJa01,pass_rating,,,,,,
player,201110090htx,rai,FordJa01,rush_att,1,,,,,
player,201110090htx,rai,FordJa01,rush_yds,-1,,,,,
player,201110090htx,rai,FordJa01,rush_td,0,,,,,
player,201110090htx,rai,FordJa01,rush_long,-1,,,,,
player,201110090htx,rai,FordJa01,targets,7,,,,,
player,201110090htx,rai,FordJa01,rec,3,,,,,
player,201110090htx,rai,FordJa01,rec_yds,36,,,,,
player,201110090htx,rai,FordJa01,rec_td,0,,,,,
player,201110090htx,rai,FordJa01,rec_long,22,,,,,
player,201110090htx,rai,FordJa01,fumbles,0,,,,,
player,201110090htx,rai,FordJa01,fumbles_lost,,,,,,
player,201110090htx,htx,SchaMa00,pass_cmp,24,,,,,
player,201110090htx,htx,SchaMa00,pass_att,51,,,,,
player,201110090htx,htx,SchaMa00,pass_yds,416,,,,,
player,201110090htx,htx,SchaMa00,pass_td,2,,,,,
player,201110090htx,htx,SchaMa00,pass_int,2,,,,,
player,201110090htx,htx,SchaMa00,pass_sacked,3,,,,,
player,201110090htx,htx,SchaMa00,pass_sacked_yds,13,,,,,
player,201110090htx,htx,SchaMa00,pass_long,60,,,,,
player,201110090htx,htx,SchaMa00,pass_rating,72.0,,,,,
player,201110090htx,htx,SchaMa00,rush_att,1,,,,,
player,201110090htx,htx,SchaMa00,rush_yds,0,,,,,
player,201110090htx,htx,SchaMa00,rush_td,0,,,,,
player,201110090htx,htx,SchaMa00,rush_long,0,,,,,
player,201110090htx,htx,SchaMa00,targets,0,,,,,
player,201110090htx,htx,SchaMa00,rec,0,,,,,
player,201110090htx,htx,SchaMa00,rec_yds,0,,,,,
player,201110090htx,htx,SchaMa00,rec_td,0,,,,,
player,201110090htx,htx,SchaMa00,rec_long,0,,,,,
player,201110090htx,htx,SchaMa00,fumbles,1,,,,,
player,201110090htx,htx,SchaMa00,fumbles_lost,0,,,,,
player,201110090htx,htx,FostAr00,pass_cmp,0,,,,,
player,201110090htx,htx,FostAr00,pass_att,0,,,,,
player,201110090htx,htx,FostAr00,pass_yds,0,,,,,
player,201110090htx,htx,FostAr00,pass_td,0,,,,,
player,201110090htx,htx,FostAr00,pass_int,0,,,,,
player,201110090htx,htx,FostAr00,pass_sacked,0,,,,,
player,201110090htx,htx,FostAr00,pass_sacked_yds,0,,,,,
player,201110090htx,htx,FostAr00,pass_long,0,,,,,
player,201110090htx,htx,FostAr00,pass_rating,,,,,,
player,201110090htx,htx,FostAr00,rush_att,22,,,,,
player,201110090htx,htx,FostAr00,rush_yds,68,,,,,
player,201110090htx,htx,FostAr00,rush_td,0,,,,,
player,201110090htx,htx,FostAr00,rush_long,20,,,,,
player,201110090htx,htx,FostAr00,targets,7,,,,,
player,201110090htx,htx,FostAr00,rec,5,,,,,
player,201110090htx,htx,FostAr00,rec_yds,116,,,,,
player,201110090htx,htx,FostAr00,rec_td,0,,,,,
player,201110090htx,htx,FostAr00,rec_long,60,,,,,
player,201110090htx,htx,FostAr00,fumbles,0,,,,,
player,201110090htx,htx,FostAr00,fumbles_lost,,,,,,
player,201110090htx,htx,OgboCh00,pass_cmp,0,,,,,
player,201110090htx,htx,OgboCh00,pass_att,0,,,,,
player,201110090htx,htx,OgboCh00,pass_yds,0,,,,,
player,201110090htx,htx,OgboCh00,pass_td,0,,,,,
player,201110090htx,htx,OgboCh00,pass_int,0,,,,,
player,201110090htx,htx,OgboCh00,pass_sacked,0,,,,,
player,201110090htx,htx,OgboCh00,pass_sacked_yds,0,,,,,
player,201110090htx,htx,OgboCh00,pass_long,0,,,,,
player,201110090htx,htx,OgboCh00,pass_rating,,,,,,
player,201110090htx,htx,OgboCh00,rush_att,2,,,,,
player,201110090htx,htx,OgboCh00,rush_yds,2,,,,,
player,201110090htx,htx,OgboCh00,rush_td,0,,,,,
player,201110090htx,htx,OgboCh00,rush_long,2,,,,,
player,201110090htx,htx,OgboCh00,targets,0,,,,,
player,201110090htx,htx,OgboCh00,rec,0,,,,,
player,201110090htx,htx,OgboCh00,rec_yds,0,,,,,
player,201110090htx,htx,OgboCh00,rec_td,0,,,,,
player,201110090htx,htx,OgboCh00,rec_long,0,,,,,
player,201110090htx,htx,OgboCh00,fumbles,0,,,,,
player,201110090htx,htx,OgboCh00,fumbles_lost,,,,,,
player,201110090htx,htx,DreeJo00,pass_cmp,0,,,,,
player,201110090htx,htx,DreeJo00,pass_att,0,,,,,
player,201110090htx,htx,DreeJo00,pass_yds,0,,,,,
player,201110090htx,htx,DreeJo00,pass_td,0,,,,,
player,201110090htx,htx,DreeJo00,pass_int,0,,,,,
player,201110090htx,htx,DreeJo00,pass_sacked,0,,,,,
player,201110090htx,htx,DreeJo00,pass_sacked_yds,0,,,,,
player,201110090htx,htx,DreeJo00,pass_long,0,,,,,
player,201110090htx,htx,DreeJo00,pass_rating,,,,,,
player,201110090htx,htx,DreeJo00,rush_att,0,,,,,
player,201110090htx,htx,DreeJo00,rush_yds,0,,,,,
player,201110090htx,htx,DreeJo00,rush_td,0,,,,,
player,201110090htx,htx,DreeJo00,rush_long,0,,,,,
player,201110090htx,htx,DreeJo00,targets,9,,,,,
player,201110090htx,htx,DreeJo00,rec,5,,,,,
player,201110090htx,htx,DreeJo00,rec_yds,112,,,,,
player,201110090htx,htx,DreeJo00,rec_td,1,,,,,
player,201110090htx,htx,DreeJo00,rec_long,56,,,,,
player,201110090htx,htx,DreeJo00,fumbles,0,,,,,
player,201110090htx,htx,DreeJo00,fumbles_lost,,,,,,
player,201110090htx,htx,DaniOw00,pass_cmp,0,,,,,
player,201110090htx,htx,DaniOw00,pass_att,0,,,,,
player,201110090htx,htx,DaniOw00,pass_yds,0,,,,,
player,201110090htx,htx,DaniOw00,pass_td,0,,,,,
player,201110090htx,htx,DaniOw00,pass_int,0,,,,,
player,201110090htx,htx,DaniOw00,pass_sacked,0,,,,,
player,201110090htx,htx,DaniOw00,pass_sacked_yds,0,,,,,
player,201110090htx,htx,DaniOw00,pass_long,0,,,,,
player,201110090htx,htx,DaniOw00,pass_rating,,,,,,
player,201110090htx,htx,DaniOw00,rush_att,0,,,,,
player,201110090htx,htx,DaniOw00,rush_yds,0,,,,,
player,201110090htx,htx,DaniOw00,rush_td,0,,,,,
player,201110090htx,htx,DaniOw00,rush_long,0,,,,,
player,201110090htx,htx,DaniOw00,targets,11,,,,,
player,201110090htx,htx,DaniOw00,rec,7,,,,,
player,201110090htx,htx,DaniOw00,rec_yds,89,,,,,
player,201110090htx,htx,DaniOw00,rec_td,0,,,,,
player,201110090htx,htx,DaniOw00,rec_long,28,,,,,
player,201110090htx,htx,DaniOw00,fumbles,0,,,,,
player,201110090htx,htx,DaniOw00,fumbles_lost,,,,,,
player,201110090htx,htx,WaltKe00,pass_cmp,0,,,,,
player,201110090htx,htx,WaltKe00,pass_att,0,,,,,
player,201110090htx,htx,WaltKe00,pass_yds,0,,,,,
player,201110090htx,htx,WaltKe00,pass_td,0,,,,,
player,201110090htx,htx,WaltKe00,pass_int,0,,,,,
player,201110090htx,htx,WaltKe00,pass_sacked,0,,,,,
player,201110090htx,htx,WaltKe00,pass_sacked_yds,0,,,,,
player,201110090htx,htx,WaltKe00,pass_long,0,,,,,
player,201110090htx,htx,WaltKe00,pass_rating,,,,,,
player,201110090htx,htx,WaltKe00,rush_att,0,,,,,
player,201110090htx,htx,WaltKe00,rush_yds,0,,,,,
player,201110090htx,htx,WaltKe00,rush_td,0,,,,,
player,201110090htx,htx,WaltKe00,rush_long,0,,,,,
player,201110090htx,htx,WaltKe00,targets,6,,,,,
player,201110090htx,htx,WaltKe00,rec,5,,,,,
player,201110090htx,htx,WaltKe00,rec_yds,81,,,,,
player,201110090htx,htx,WaltKe00,rec_td,1,,,,,
player,201110090htx,htx,WaltKe00,rec_long,41,,,,,
player,201110090htx,htx,WaltKe00,fumbles,0,,,,,
player,201110090htx,htx,WaltKe00,fumbles_lost,,,,,,
player,201110090htx,htx,JoneJa03,pass_cmp,0,,,,,
player,201110090htx,htx,JoneJa03,pass_att,0,,,,,
player,201110090htx,htx,JoneJa03,pass_yds,0,,,,,
player,201110090htx,htx,JoneJa03,pass_td,0,,,,,
player,201110090htx,htx,JoneJa03,pass_int,0,,,,,
player,201110090htx,htx,JoneJa03,pass_sacked,0,,,,,
player,201110090htx,htx,JoneJa03,pass_sacked_yds,0,,,,,
player,201110090htx,htx,JoneJa03,pass_long,0,,,,,
player,201110090htx,htx,JoneJa03,pass_rating,,,,,,
player,201110090htx,htx,JoneJa03,rush_att,0,,,,,
player,201110090htx,htx,JoneJa03,rush_yds,0,,,,,
player,201110090htx,htx,JoneJa03,rush_td,0,,,,,
player,201110090htx,htx,JoneJa03,rush_long,0,,,,,
player,201110090htx,htx,JoneJa03,targets,11,,,,,
player,201110090htx,htx,JoneJa03,rec,1,,,,,
player,201110090htx,htx,JoneJa03,rec_yds,9,,,,,
player,201110090htx,htx,JoneJa03,rec_td,0,,,,,
player,201110090htx,htx,JoneJa03,rec_long,9,,,,,
player,201110090htx,htx,JoneJa03,fumbles,0,,,,,
player,201110090htx,htx,JoneJa03,fumbles_lost,,,,,,
player,201110090htx,htx,AndeDa01,pass_cmp,0,,,,,
player,201110090htx,htx,AndeDa01,pass_att,0,,,,,
player,201110090htx,htx,AndeDa01,pass_yds,0,,,,,
player,201110090htx,htx,AndeDa01,pass_td,0,,,,,
player,201110090htx,htx,AndeDa01,pass_int,0,,,,,
player,201110090htx,htx,AndeDa01,pass_sacked,0,,,,,
player,201110090htx,htx,AndeDa01,pass_sacked_yds,0,,,,,
player,201110090htx,htx,AndeDa01,pass_long,0,,,,,
player,201110090htx,htx,AndeDa01,pass_rating,,,,,,
player,201110090htx,htx,AndeDa01,rush_att,0,,,,,
player,201110090htx,htx,AndeDa01,rush_yds,0,,,,,
player,201110090htx,htx,AndeDa01,rush_td,0,,,,,
player,201110090htx,htx,AndeDa01,rush_long,0,,,,,
player,201110090htx,htx,AndeDa01,targets,2,,,,,
player,201110090htx,htx,AndeDa01,rec,1,,,,,
player,201110090htx,htx,AndeDa01,rec_yds,9,,,,,
player,201110090htx,htx,AndeDa01,rec_td,0,,,,,
player,201110090htx,htx,AndeDa01,rec_long,9,,,,,
player,201110090htx,htx,AndeDa01,fumbles,0,,,,,
player,201110090htx,htx,AndeDa01,fumbles_lost,,,,,,
player,201110090htx,htx,GrahGa00,pass_cmp,0,,,,,
player,201110090htx,htx,GrahGa00,pass_att,0,,,,,
player,201110090htx,htx,GrahGa00,pass_yds,0,,,,,
player,201110090htx,htx,GrahGa00,pass_td,0,,,,,
player,201110090htx,htx,GrahGa00,pass_int,0,,,,,
player,201110090htx,htx,GrahGa00,pass_sacked,0,,,,,
player,201110090htx,htx,GrahGa00,pass_sacked_yds,0,,,,,
player,201110090htx,htx,GrahGa00,pass_long,0,,,,,
player,201110090htx,htx,GrahGa00,pass_rating,,,,,,
player,201110090htx,htx,GrahGa00,rush_att,0,,,,,
player,201110090htx,htx,GrahGa00,rush_yds,0,,,,,
player,201110090htx,htx,GrahGa00,rush_td,0,,,,,
player,201110090htx,htx,GrahGa00,rush_long,0,,,,,
player,201110090htx,htx,GrahGa00,targets,1,,,,,
player,201110090htx,htx,GrahGa00,rec,0,,,,,
player,201110090htx,htx,GrahGa00,rec_yds,0,,,,,
player,201110090htx,htx,GrahGa00,rec_td,0,,,,,
player,201110090htx,htx,GrahGa00,rec_long,0,,,,,
player,201110090htx,htx,GrahGa00,fumbles,0,,,,,
player,201110090htx,htx,GrahGa00,fumbles_lost,,,,,,
player,201110090htx,htx,CaseJa00,pass_cmp,0,,,,,
player,201110090htx,htx,CaseJa00,pass_att,0,,,,,
player,201110090htx,htx,CaseJa00,pass_yds,0,,,,,
player,201110090htx,htx,CaseJa00,pass_td,0,,,,,
player,201110090htx,htx,CaseJa00,pass_int,0,,,,,
player,201110090htx,htx,CaseJa00,pass_sacked,0,,,,,
player,201110090htx,htx,CaseJa00,pass_sacked_yds,0,,,,,
player,201110090htx,htx,CaseJa00,pass_long,0,,,,,
player,201110090htx,htx,CaseJa00,pass_rating,,,,,,
player,201110090htx,htx,CaseJa00,rush_att,0,,,,,
player,201110090htx,htx,CaseJa00,rush_yds,0,,,,,
player,201110090htx,htx,CaseJa00,rush_td,0,,,,,
player,201110090htx,htx,CaseJa00,rush_long,0,,,,,
player,201110090htx,htx,CaseJa00,targets,2,,,,,
player,201110090htx,htx,CaseJa00,rec,0,,,,,
player,201110090htx,htx,CaseJa00,rec_yds,0,,,,,
player,201110090htx,htx,CaseJa00,rec_td,0,,,,,
player,201110090htx,htx,CaseJa00,rec_long,0,,,,,
player,201110090htx,htx,CaseJa00,fumbles,0,,,,,
player,201110090htx,htx,CaseJa00,fumbles_lost,,,,,,
player,201110090htx,htx,VickLa00,pass_cmp,0,,,,,
player,201110090htx,htx,VickLa00,pass_att,0,,,,,
player,201110090htx,htx,VickLa00,pass_yds,0,,,,,
player,201110090htx,htx,VickLa00,pass_td,0,,,,,
player,201110090htx,htx,VickLa00,pass_int,0,,,,,
player,201110090htx,htx,VickLa00,pass_sacked,0,,,,,
player,201110090htx,htx,VickLa00,pass_sacked_yds,0,,,,,
player,201110090htx,htx,VickLa00,pass_long,0,,,,,
player,201110090htx,htx,VickLa00,pass_rating,,,,,,
player,201110090htx,htx,VickLa00,rush_att,0,,,,,
player,201110090htx,htx,VickLa00,rush_yds,0,,,,,
player,201110090htx,htx,VickLa00,rush_td,0,,,,,
player,201110090htx,htx,VickLa00,rush_long,0,,,,,
player,201110090htx,htx,VickLa00,targets,1,,,,,
player,201110090htx,htx,VickLa00,rec,0,,,,,
player,201110090htx,htx,VickLa00,rec_yds,0,,,,,
player,201110090htx,htx,VickLa00,rec_td,0,,,,,
player,201110090htx,htx,VickLa00,rec_long,0,,,,,
player,201110090htx,htx,VickLa00,fumbles,0,,,,,
player,201110090htx,htx,VickLa00,fumbles_lost,,,,,,
player,201110090htx,rai,HuffMi20,def_int,1,,,,,
player,201110090htx,rai,HuffMi20,def_int_yds,0,,,,,
player,201110090htx,rai,HuffMi20,def_int_td,0,,,,,
player,201110090htx,rai,HuffMi20,def_int_long,0,,,,,
player,201110090htx,rai,HuffMi20,pass_defended,1,,,,,
player,201110090htx,rai,HuffMi20,sacks,0.0,,,,,
player,201110090htx,rai,HuffMi20,tackles_combined,4,,,,,
player,201110090htx,rai,HuffMi20,tackles_solo,4,,,,,
player,201110090htx,rai,HuffMi20,tackles_assists,0,,,,,
player,201110090htx,rai,HuffMi20,tackles_loss,0,,,,,
player,201110090htx,rai,HuffMi20,qb_hits,0,,,,,
player,201110090htx,rai,HuffMi20,fumbles_rec,0,,,,,
player,201110090htx,rai,HuffMi20,fumbles_rec_yds,0,,,,,
player,201110090htx,rai,HuffMi20,fumbles_rec_td,0,,,,,
player,201110090htx,rai,HuffMi20,fumbles_forced,0,,,,,
