game,2011,8,20111030,201110300car,min,"Minnesota Vikings",24,car,"Carolina Panthers",21
player,201110300car,min,AromDe00,pass_att,0,,,,,
player,201110300car,min,AromDe00,pass_yds,0,,,,,
player,201110300car,min,AromDe00,pass_td,0,,,,,
player,201110300car,min,AromDe00,pass_int,0,,,,,
player,201110300car,min,AromDe00,pass_sacked,0,,,,,
player,201110300car,min,AromDe00,pass_sacked_yds,0,,,,,
player,201110300car,min,AromDe00,pass_long,0,,,,,
player,201110300car,min,AromDe00,pass_rating,,,,,,
player,201110300car,min,AromDe00,rush_att,0,,,,,
player,201110300car,min,AromDe00,rush_yds,0,,,,,
player,201110300car,min,AromDe00,rush_td,0,,,,,
player,201110300car,min,AromDe00,rush_long,0,,,,,
player,201110300car,min,AromDe00,targets,6,,,,,
player,201110300car,min,AromDe00,rec,2,,,,,
player,201110300car,min,AromDe00,rec_yds,20,,,,,
player,201110300car,min,AromDe00,rec_td,0,,,,,
player,201110300car,min,AromDe00,rec_long,15,,,,,
player,201110300car,min,AromDe00,fumbles,0,,,,,
player,201110300car,min,AromDe00,fumbles_lost,,,,,,
player,201110300car,min,RudoKy00,pass_cmp,0,,,,,
player,201110300car,min,RudoKy00,pass_att,0,,,,,
player,201110300car,min,RudoKy00,pass_yds,0,,,,,
player,201110300car,min,RudoKy00,pass_td,0,,,,,
player,201110300car,min,RudoKy00,pass_int,0,,,,,
player,201110300car,min,RudoKy00,pass_sacked,0,,,,,
player,201110300car,min,RudoKy00,pass_sacked_yds,0,,,,,
player,201110300car,min,RudoKy00,pass_long,0,,,,,
player,201110300car,min,RudoKy00,pass_rating,,,,,,
player,201110300car,min,RudoKy00,rush_att,0,,,,,
player,201110300car,min,RudoKy00,rush_yds,0,,,,,
player,201110300car,min,RudoKy00,rush_td,0,,,,,
player,201110300car,min,RudoKy00,rush_long,0,,,,,
player,201110300car,min,RudoKy00,targets,5,,,,,
player,201110300car,min,RudoKy00,rec,2,,,,,
player,201110300car,min,RudoKy00,rec_yds,15,,,,,
player,201110300car,min,RudoKy00,rec_td,0,,,,,
player,201110300car,min,RudoKy00,rec_long,13,,,,,
player,201110300car,min,RudoKy00,fumbles,0,,,,,
player,201110300car,min,RudoKy00,fumbles_lost,,,,,,
player,201110300car,min,DImpRy00,pass_cmp,0,,,,,
player,201110300car,min,DImpRy00,pass_att,0,,,,,
player,201110300car,min,DImpRy00,pass_yds,0,,,,,
player,201110300car,min,DImpRy00,pass_td,0,,,,,
player,201110300car,min,DImpRy00,pass_int,0,,,,,
player,201110300car,min,DImpRy00,pass_sacked,0,,,,,
player,201110300car,min,DImpRy00,pass_sacked_yds,0,,,,,
player,201110300car,min,DImpRy00,pass_long,0,,,,,
player,201110300car,min,DImpRy00,pass_rating,,,,,,
player,201110300car,min,DImpRy00,rush_att,0,,,,,
player,201110300car,min,DImpRy00,rush_yds,0,,,,,
player,201110300car,min,DImpRy00,rush_td,0,,,,,
player,201110300car,min,DImpRy00,rush_long,0,,,,,
player,201110300car,min,DImpRy00,targets,1,,,,,
player,201110300car,min,DImpRy00,rec,0,,,,,
player,201110300car,min,DImpRy00,rec_yds,0,,,,,
player,201110300car,min,DImpRy00,rec_td,0,,,,,
player,201110300car,min,DImpRy00,rec_long,0,,,,,
player,201110300car,min,DImpRy00,fumbles,0,,,,,
player,201110300car,min,DImpRy00,fumbles_lost,,,,,,
player,201110300car,car,NewtCa00,pass_cmp,22,,,,,
player,201110300car,car,NewtCa00,pass_att,35,,,,,
player,201110300car,car,NewtCa00,pass_yds,290,,,,,
player,201110300car,car,NewtCa00,pass_td,3,,,,,
player,201110300car,car,NewtCa00,pass_int,0,,,,,
player,201110300car,car,NewtCa00,pass_sacked,3,,,,,
player,201110300car,car,NewtCa00,pass_sacked_yds,25,,,,,
player,201110300car,car,NewtCa00,pass_long,44,,,,,
player,201110300car,car,NewtCa00,pass_rating,117.6,,,,,
player,201110300car,car,NewtCa00,rush_att,6,,,,,
player,201110300car,car,NewtCa00,rush_yds,53,,,,,
player,201110300car,car,NewtCa00,rush_td,0,,,,,
player,201110300car,car,NewtCa00,rush_long,24,,,,,
player,201110300car,car,NewtCa00,targets,0,,,,,
player,201110300car,car,NewtCa00,rec,0,,,,,
player,201110300car,car,NewtCa00,rec_yds,0,,,,,
player,201110300car,car,NewtCa00,rec_td,0,,,,,
player,201110300car,car,NewtCa00,rec_long,0,,,,,
player,201110300car,car,NewtCa00,fumbles,2,,,,,
player,201110300car,car,NewtCa00,fumbles_lost,2,,,,,
player,201110300car,car,StewJo00,pass_cmp,0,,,,,
player,201110300car,car,StewJo00,pass_att,0,,,,,
player,201110300car,car,StewJo00,pass_yds,0,,,,,
player,201110300car,car,StewJo00,pass_td,0,,,,,
player,201110300car,car,StewJo00,pass_int,0,,,,,
player,201110300car,car,StewJo00,pass_sacked,0,,,,,
player,201110300car,car,StewJo00,pass_sacked_yds,0,,,,,
player,201110300car,car,StewJo00,pass_long,0,,,,,
player,201110300car,car,StewJo00,pass_rating,,,,,,
player,201110300car,car,StewJo00,rush_att,13,,,,,
player,201110300car,car,StewJo00,rush_yds,49,,,,,
player,201110300car,car,StewJo00,rush_td,0,,,,,
player,201110300car,car,StewJo00,rush_long,8,,,,,
player,201110300car,car,StewJo00,targets,3,,,,,
player,201110300car,car,StewJo00,rec,2,,,,,
player,201110300car,car,StewJo00,rec_yds,10,,,,,
player,201110300car,car,StewJo00,rec_td,0,,,,,
player,201110300car,car,StewJo00,rec_long,7,,,,,
player,201110300car,car,StewJo00,fumbles,0,,,,,
player,201110300car,car,StewJo00,fumbles_lost,,,,,,
player,201110300car,car,WillDe02,pass_cmp,0,,,,,
player,201110300car,car,WillDe02,pass_att,0,,,,,
player,201110300car,car,WillDe02,pass_yds,0,,,,,
player,201110300car,car,WillDe02,pass_td,0,,,,,
player,201110300car,car,WillDe02,pass_int,0,,,,,
player,201110300car,car,WillDe02,pass_sacked,0,,,,,
player,201110300car,car,WillDe02,pass_sacked_yds,0,,,,,
player,201110300car,car,WillDe02,pass_long,0,,,,,
player,201110300car,car,WillDe02,pass_rating,,,,,,
player,201110300car,car,WillDe02,rush_att,7,,,,,
player,201110300car,car,WillDe02,rush_yds,26,,,,,
player,201110300car,car,WillDe02,rush_td,0,,,,,
player,201110300car,car,WillDe02,rush_long,12,,,,,
player,201110300car,car,WillDe02,targets,2,,,,,
player,201110300car,car,WillDe02,rec,2,,,,,
player,201110300car,car,WillDe02,rec_yds,13,,,,,
player,201110300car,car,WillDe02,rec_td,0,,,,,
player,201110300car,car,WillDe02,rec_long,7,,,,,
player,201110300car,car,WillDe02,fumbles,0,,,,,
player,201110300car,car,WillDe02,fumbles_lost,,,,,,
player,201110300car,car,SmitSt01,pass_cmp,0,,,,,
player,201110300car,car,SmitSt01,pass_att,0,,,,,
player,201110300car,car,SmitSt01,pass_yds,0,,,,,
player,201110300car,car,SmitSt01,pass_td,0,,,,,
player,201110300car,car,SmitSt01,pass_int,0,,,,,
player,201110300car,car,SmitSt01,pass_sacked,0,,,,,
player,201110300car,car,SmitSt01,pass_sacked_yds,0,,,,,
player,201110300car,car,SmitSt01,pass_long,0,,,,,
player,201110300car,car,SmitSt01,pass_rating,,,,,,
player,201110300car,car,SmitSt01,rush_att,1,,,,,
player,201110300car,car,SmitSt01,rush_yds,12,,,,,
player,201110300car,car,SmitSt01,rush_td,0,,,,,
player,201110300car,car,SmitSt01,rush_long,12,,,,,
player,201110300car,car,SmitSt01,targets,9,,,,,
player,201110300car,car,SmitSt01,rec,7,,,,,
player,201110300car,car,SmitSt01,rec_yds,100,,,,,
player,201110300car,car,SmitSt01,rec_td,1,,,,,
player,201110300car,car,SmitSt01,rec_long,26,,,,,
player,201110300car,car,SmitSt01,fumbles,0,,,,,
player,201110300car,car,SmitSt01,fumbles_lost,,,,,,
player,201110300car,car,OlseGr00,pass_cmp,0,,,,,
player,201110300car,car,OlseGr00,pass_att,0,,,,,
player,201110300car,car,OlseGr00,pass_yds,0,,,,,
player,201110300car,car,OlseGr00,pass_td,0,,,,,
player,201110300car,car,OlseGr00,pass_int,0,,,,,
player,201110300car,car,OlseGr00,pass_sacked,0,,,,,
player,201110300car,car,OlseGr00,pass_sacked_yds,0,,,,,
player,201110300car,car,OlseGr00,pass_long,0,,,,,
player,201110300car,car,OlseGr00,pass_rating,,,,,,
player,201110300car,car,OlseGr00,rush_att,0,,,,,
player,201110300car,car,OlseGr00,rush_yds,0,,,,,
player,201110300car,car,OlseGr00,rush_td,0,,,,,
player,201110300car,car,OlseGr00,rush_long,0,,,,,
player,201110300car,car,OlseGr00,targets,7,,,,,
player,201110300car,car,OlseGr00,rec,4,,,,,
player,201110300car,car,OlseGr00,rec_yds,73,,,,,
player,201110300car,car,OlseGr00,rec_td,1,,,,,
player,201110300car,car,OlseGr00,rec_long,39,,,,,
player,201110300car,car,OlseGr00,fumbles,0,,,,,
player,201110300car,car,OlseGr00,fumbles_lost,,,,,,
player,201110300car,car,NaanLe00,pass_cmp,0,,,,,
player,201110300car,car,NaanLe00,pass_att,0,,,,,
player,201110300car,car,NaanLe00,pass_yds,0,,,,,
player,201110300car,car,NaanLe00,pass_td,0,,,,,
player,201110300car,car,NaanLe00,pass_int,0,,,,,
player,201110300car,car,NaanLe00,pass_sacked,0,,,,,
player,201110300car,car,NaanLe00,pass_sacked_yds,0,,,,,
player,201110300car,car,NaanLe00,pass_long,0,,,,,
player,201110300car,car,NaanLe00,pass_rating,,,,,,
player,201110300car,car,NaanLe00,rush_att,0,,,,,
player,201110300car,car,NaanLe00,rush_yds,0,,,,,
player,201110300car,car,NaanLe00,rush_td,0,,,,,
player,201110300car,car,NaanLe00,rush_long,0,,,,,
player,201110300car,car,NaanLe00,targets,7,,,,,
player,201110300car,car,NaanLe00,rec,5,,,,,
player,201110300car,car,NaanLe00,rec_yds,49,,,,,
player,201110300car,car,NaanLe00,rec_td,0,,,,,
player,201110300car,car,NaanLe00,rec_long,22,,,,,
player,201110300car,car,NaanLe00,fumbles,0,,,,,
player,201110300car,car,NaanLe00,fumbles_lost,,,,,,
player,201110300car,car,LaFeBr00,pass_cmp,0,,,,,
player,201110300car,car,LaFeBr00,pass_att,0,,,,,
player,201110300car,car,LaFeBr00,pass_yds,0,,,,,
player,201110300car,car,LaFeBr00,pass_td,0,,,,,
player,201110300car,car,LaFeBr00,pass_int,0,,,,,
player,201110300car,car,LaFeBr00,pass_sacked,0,,,,,
player,201110300car,car,LaFeBr00,pass_sacked_yds,0,,,,,
player,201110300car,car,LaFeBr00,pass_long,0,,,,,
player,201110300car,car,LaFeBr00,pass_rating,,,,,,
player,201110300car,car,LaFeBr00,rush_att,0,,,,,
player,201110300car,car,LaFeBr00,rush_yds,0,,,,,
player,201110300car,car,LaFeBr00,rush_td,0,,,,,
player,201110300car,car,LaFeBr00,rush_long,0,,,,,
player,201110300car,car,LaFeBr00,targets,2,,,,,
player,201110300car,car,LaFeBr00,rec,1,,,,,
player,201110300car,car,LaFeBr00,rec_yds,44,,,,,
player,201110300car,car,LaFeBr00,rec_td,0,,,,,
player,201110300car,car,LaFeBr00,rec_long,44,,,,,
player,201110300car,car,LaFeBr00,fumbles,0,,,,,
player,201110300car,car,LaFeBr00,fumbles_lost,,,,,,
player,201110300car,car,ShocJe00,pass_cmp,0,,,,,
player,201110300car,car,ShocJe00,pass_att,0,,,,,
player,201110300car,car,ShocJe00,pass_yds,0,,,,,
player,201110300car,car,ShocJe00,pass_td,0,,,,,
player,201110300car,car,ShocJe00,pass_int,0,,,,,
player,201110300car,car,ShocJe00,pass_sacked,0,,,,,
player,201110300car,car,ShocJe00,pass_sacked_yds,0,,,,,
player,201110300car,car,ShocJe00,pass_long,0,,,,,
player,201110300car,car,ShocJe00,pass_rating,,,,,,
player,201110300car,car,ShocJe00,rush_att,0,,,,,
player,201110300car,car,ShocJe00,rush_yds,0,,,,,
player,201110300car,car,ShocJe00,rush_td,0,,,,,
player,201110300car,car,ShocJe00,rush_long,0,,,,,
player,201110300car,car,ShocJe00,targets,3,,,,,
player,201110300car,car,ShocJe00,rec,1,,,,,
player,201110300car,car,ShocJe00,rec_yds,1,,,,,
player,201110300car,car,ShocJe00,rec_td,1,,,,,
player,201110300car,car,ShocJe00,rec_long,1,,,,,
player,201110300car,car,ShocJe00,fumbles,0,,,,,
player,201110300car,car,ShocJe00,fumbles_lost,,,,,,
player,201110300car,car,FeltJe00,pass_cmp,0,,,,,
player,201110300car,car,FeltJe00,pass_att,0,,,,,
player,201110300car,car,FeltJe00,pass_yds,0,,,,,
player,201110300car,car,FeltJe00,pass_td,0,,,,,
player,201110300car,car,FeltJe00,pass_int,0,,,,,
player,201110300car,car,FeltJe00,pass_sacked,0,,,,,
player,201110300car,car,FeltJe00,pass_sacked_yds,0,,,,,
player,201110300car,car,FeltJe00,pass_long,0,,,,,
player,201110300car,car,FeltJe00,pass_rating,,,,,,
player,201110300car,car,FeltJe00,rush_att,0,,,,,
player,201110300car,car,FeltJe00,rush_yds,0,,,,,
player,201110300car,car,FeltJe00,rush_td,0,,,,,
player,201110300car,car,FeltJe00,rush_long,0,,,,,
player,201110300car,car,FeltJe00,targets,2,,,,,
player,201110300car,car,FeltJe00,rec,0,,,,,
player,201110300car,car,FeltJe00,rec_yds,0,,,,,
player,201110300car,car,FeltJe00,rec_td,0,,,,,
player,201110300car,car,FeltJe00,rec_long,0,,,,,
player,201110300car,car,FeltJe00,fumbles,0,,,,,
player,201110300car,car,FeltJe00,fumbles_lost,,,,,,
player,201110300car,min,AbduHu99,def_int,0,,,,,
player,201110300car,min,AbduHu99,def_int_yds,0,,,,,
player,201110300car,min,AbduHu99,def_int_td,0,,,,,
player,201110300car,min,AbduHu99,def_int_long,0,,,,,
player,201110300car,min,AbduHu99,pass_defended,2,,,,,
player,201110300car,min,AbduHu99,sacks,1.0,,,,,
player,201110300car,min,AbduHu99,tackles_combined,7,,,,,
player,201110300car,min,AbduHu99,tackles_solo,6,,,,,
player,201110300car,min,AbduHu99,tackles_assists,1,,,,,
player,201110300car,min,AbduHu99,tackles_loss,1,,,,,
player,201110300car,min,AbduHu99,qb_hits,1,,,,,
player,201110300car,min,AbduHu99,fumbles_rec,0,,,,,
player,201110300car,min,AbduHu99,fumbles_rec_yds,0,,,,,
player,201110300car,min,AbduHu99,fumbles_rec_td,0,,,,,
player,201110300car,min,AbduHu99,fumbles_forced,0,,,,,
player,201110300car,min,AlleJa22,def_int,0,,,,,
player,201110300car,min,AlleJa22,def_int_yds,0,,,,,
player,201110300car,min,AlleJa22,def_int_td,0,,,,,
player,201110300car,min,AlleJa22,def_int_long,0,,,,,
player,201110300car,min,AlleJa22,pass_defended,1,,,,,
player,201110300car,min,AlleJa22,sacks,1.0,,,,,
player,201110300car,min,AlleJa22,tackles_combined,5,,,,,
player,201110300car,min,AlleJa22,tackles_solo,5,,,,,
player,201110300car,min,AlleJa22,tackles_assists,0,,,,,
player,201110300car,min,AlleJa22,tackles_loss,0,,,,,
player,201110300car,min,AlleJa22,qb_hits,0,,,,,
player,201110300car,min,AlleJa22,fumbles_rec,1,,,,,
player,201110300car,min,AlleJa22,fumbles_rec_yds,5,,,,,
player,201110300car,min,AlleJa22,fumbles_rec_td,0,,,,,
player,201110300car,min,AlleJa22,fumbles_forced,1,,,,,
player,201110300car,min,HendE.20,def_int,0,,,,,
player,201110300car,min,HendE.20,def_int_yds,0,,,,,
player,201110300car,min,HendE.20,def_int_td,0,,,,,
player,201110300car,min,HendE.20,def_int_long,0,,,,,
player,201110300car,min,HendE.20,pass_defended,0,,,,,
player,201110300car,min,HendE.20,sacks,1.0,,,,,
player,201110300car,min,HendE.20,tackles_combined,3,,,,,
player,201110300car,min,HendE.20,tackles_solo,1,,,,,
player,201110300car,min,HendE.20,tackles_assists,2,,,,,
player,201110300car,min,HendE.20,tackles_loss,0,,,,,
player,201110300car,min,HendE.20,qb_hits,0,,,,,
player,201110300car,min,HendE.20,fumbles_rec,0,,,,,
player,201110300car,min,HendE.20,fumbles_rec_yds,0,,,,,
player,201110300car,min,HendE.20,fumbles_rec_td,0,,,,,
player,201110300car,min,HendE.20,fumbles_forced,1,,,,,
player,201110300car,min,GreeCh99,def_int,0,,,,,
player,201110300car,min,GreeCh99,def_int_yds,0,,,,,
player,201110300car,min,GreeCh99,def_int_td,0,,,,,
player,201110300car,min,GreeCh99,def_int_long,0,,,,,
player,201110300car,min,GreeCh99,pass_defended,0,,,,,
player,201110300car,min,GreeCh99,sacks,0.0,,,,,
player,201110300car,min,GreeCh99,tackles_combined,13,,,,,
player,201110300car,min,GreeCh99,tackles_solo,7,,,,,
player,201110300car,min,GreeCh99,tackles_assists,6,,,,,
player,201110300car,min,GreeCh99,tackles_loss,1,,,,,
player,201110300car,min,GreeCh99,qb_hits,0,,,,,
player,201110300car,min,GreeCh99,fumbles_rec,1,,,,,
player,201110300car,min,GreeCh99,fumbles_rec_yds,0,,,,,
player,201110300car,min,GreeCh99,fumbles_rec_td,0,,,,,
player,201110300car,min,GreeCh99,fumbles_forced,0,,,,,
player,201110300car,min,GrifCe20,def_int,0,,,,,
player,201110300car,min,GrifCe20,def_int_yds,0,,,,,
player,201110300car,min,GrifCe20,def_int_td,0,,,,,
player,201110300car,min,GrifCe20,def_int_long,0,,,,,
player,201110300car,min,GrifCe20,pass_defended,1,,,,,
player,201110300car,min,GrifCe20,sacks,0.0,,,,,
player,201110300car,min,GrifCe20,tackles_combined,7,,,,,
player,201110300car,min,GrifCe20,tackles_solo,6,,,,,
player,201110300car,min,GrifCe20,tackles_assists,1,,,,,
player,201110300car,min,GrifCe20,tackles_loss,0,,,,,
player,201110300car,min,GrifCe20,qb_hits,0,,,,,
player,201110300car,min,GrifCe20,fumbles_rec,0,,,,,
player,201110300car,min,GrifCe20,fumbles_rec_yds,0,,,,,
player,201110300car,min,GrifCe20,fumbles_rec_td,0,,,,,
player,201110300car,min,GrifCe20,fumbles_forced,0,,,,,
player,201110300car,min,AlleAs99,def_int,0,,,,,
player,201110300car,min,AlleAs99,def_int_yds,0,,,,,
player,201110300car,min,AlleAs99,def_int_td,0,,,,,
player,201110300car,min,AlleAs99,def_int_long,0,,,,,
player,201110300car,min,AlleAs99,pass_defended,0,,,,,
player,201110300car,min,AlleAs99,sacks,0.0,,,,,
player,201110300car,min,AlleAs99,tackles_combined,6,,,,,
player,201110300car,min,AlleAs99,tackles_solo,6,,,,,
player,201110300car,min,AlleAs99,tackles_assists,0,,,,,
player,201110300car,min,AlleAs99,tackles_loss,0,,,,,
player,201110300car,min,AlleAs99,qb_hits,0,,,,,
player,201110300car,min,AlleAs99,fumbles_rec,0,,,,,
player,201110300car,min,AlleAs99,fumbles_rec_yds,0,,,,,
player,201110300car,min,AlleAs99,fumbles_rec_td,0,,,,,
player,201110300car,min,AlleAs99,fumbles_forced,0,,,,,
player,201110300car,min,HendEr99,def_int,0,,,,,
player,201110300car,min,HendEr99,def_int_yds,0,,,,,
player,201110300car,min,HendEr99,def_int_td,0,,,,,
player,201110300car,min,HendEr99,def_int_long,0,,,,,
player,201110300car,min,HendEr99,pass_defended,2,,,,,
player,201110300car,min,HendEr99,sacks,0.0,,,,,
player,201110300car,min,HendEr99,tackles_combined,5,,,,,
player,201110300car,min,HendEr99,tackles_solo,4,,,,,
player,201110300car,min,HendEr99,tackles_assists,1,,,,,
player,201110300car,min,HendEr99,tackles_loss,1,,,,,
player,201110300car,min,HendEr99,qb_hits,0,,,,,
