game,2011,14,20111211,201112110nyj,kan,"Kansas City Chiefs",10,nyj,"New York Jets",37
player,201112110nyj,nyj,McInGa00,tackles_combined,3,,,,,
player,201112110nyj,nyj,McInGa00,tackles_solo,2,,,,,
player,201112110nyj,nyj,McInGa00,tackles_assists,1,,,,,
player,201112110nyj,nyj,McInGa00,tackles_loss,0,,,,,
player,201112110nyj,nyj,McInGa00,qb_hits,0,,,,,
player,201112110nyj,nyj,McInGa00,fumbles_rec,0,,,,,
player,201112110nyj,nyj,McInGa00,fumbles_rec_yds,0,,,,,
player,201112110nyj,nyj,McInGa00,fumbles_rec_td,0,,,,,
player,201112110nyj,nyj,McInGa00,fumbles_forced,1,,,,,
player,201112110nyj,nyj,PoolBr20,def_int,0,,,,,
player,201112110nyj,nyj,PoolBr20,def_int_yds,0,,,,,
player,201112110nyj,nyj,PoolBr20,def_int_td,0,,,,,
player,201112110nyj,nyj,PoolBr20,def_int_long,0,,,,,
player,201112110nyj,nyj,PoolBr20,pass_defended,0,,,,,
player,201112110nyj,nyj,PoolBr20,sacks,0.0,,,,,
player,201112110nyj,nyj,PoolBr20,tackles_combined,3,,,,,
player,201112110nyj,nyj,PoolBr20,tackles_solo,3,,,,,
player,201112110nyj,nyj,PoolBr20,tackles_assists,0,,,,,
player,201112110nyj,nyj,PoolBr20,tackles_loss,0,,,,,
player,201112110nyj,nyj,PoolBr20,qb_hits,0,,,,,
player,201112110nyj,nyj,PoolBr20,fumbles_rec,0,,,,,
player,201112110nyj,nyj,PoolBr20,fumbles_rec_yds,0,,,,,
player,201112110nyj,nyj,PoolBr20,fumbles_rec_td,0,,,,,
player,201112110nyj,nyj,PoolBr20,fumbles_forced,0,,,,,
player,201112110nyj,nyj,ReviDa99,def_int,0,,,,,
player,201112110nyj,nyj,ReviDa99,def_int_yds,0,,,,,
player,201112110nyj,nyj,ReviDa99,def_int_td,0,,,,,
player,201112110nyj,nyj,ReviDa99,def_int_long,0,,,,,
player,201112110nyj,nyj,ReviDa99,pass_defended,1,,,,,
player,201112110nyj,nyj,ReviDa99,sacks,0.0,,,,,
player,201112110nyj,nyj,ReviDa99,tackles_combined,3,,,,,
player,201112110nyj,nyj,ReviDa99,tackles_solo,3,,,,,
player,201112110nyj,nyj,ReviDa99,tackles_assists,0,,,,,
player,201112110nyj,nyj,ReviDa99,tackles_loss,0,,,,,
player,201112110nyj,nyj,ReviDa99,qb_hits,0,,,,,
player,201112110nyj,nyj,ReviDa99,fumbles_rec,0,,,,,
player,201112110nyj,nyj,ReviDa99,fumbles_rec_yds,0,,,,,
player,201112110nyj,nyj,ReviDa99,fumbles_rec_td,0,,,,,
player,201112110nyj,nyj,ReviDa99,fumbles_forced,0,,,,,
player,201112110nyj,nyj,StriDo20,def_int,0,,,,,
player,201112110nyj,nyj,StriDo20,def_int_yds,0,,,,,
player,201112110nyj,nyj,StriDo20,def_int_td,0,,,,,
player,201112110nyj,nyj,StriDo20,def_int_long,0,,,,,
player,201112110nyj,nyj,StriDo20,pass_defended,0,,,,,
player,201112110nyj,nyj,StriDo20,sacks,0.0,,,,,
player,201112110nyj,nyj,StriDo20,tackles_combined,3,,,,,
player,201112110nyj,nyj,StriDo20,tackles_solo,3,,,,,
player,201112110nyj,nyj,StriDo20,tackles_assists,0,,,,,
player,201112110nyj,nyj,StriDo20,tackles_loss,0,,,,,
player,201112110nyj,nyj,StriDo20,qb_hits,0,,,,,
player,201112110nyj,nyj,StriDo20,fumbles_rec,0,,,,,
player,201112110nyj,nyj,StriDo20,fumbles_rec_yds,0,,,,,
player,201112110nyj,nyj,StriDo20,fumbles_rec_td,0,,,,,
player,201112110nyj,nyj,StriDo20,fumbles_forced,0,,,,,
player,201112110nyj,nyj,WilsTr01,def_int,0,,,,,
player,201112110nyj,nyj,WilsTr01,def_int_yds,0,,,,,
player,201112110nyj,nyj,WilsTr01,def_int_td,0,,,,,
player,201112110nyj,nyj,WilsTr01,def_int_long,0,,,,,
player,201112110nyj,nyj,WilsTr01,pass_defended,0,,,,,
player,201112110nyj,nyj,WilsTr01,sacks,0.0,,,,,
player,201112110nyj,nyj,WilsTr01,tackles_combined,2,,,,,
player,201112110nyj,nyj,WilsTr01,tackles_solo,1,,,,,
player,201112110nyj,nyj,WilsTr01,tackles_assists,1,,,,,
player,201112110nyj,nyj,WilsTr01,tackles_loss,0,,,,,
player,201112110nyj,nyj,WilsTr01,qb_hits,0,,,,,
player,201112110nyj,nyj,WilsTr01,fumbles_rec,0,,,,,
player,201112110nyj,nyj,WilsTr01,fumbles_rec_yds,0,,,,,
player,201112110nyj,nyj,WilsTr01,fumbles_rec_td,0,,,,,
player,201112110nyj,nyj,WilsTr01,fumbles_forced,0,,,,,
player,201112110nyj,nyj,ColeMa01,def_int,0,,,,,
player,201112110nyj,nyj,ColeMa01,def_int_yds,0,,,,,
player,201112110nyj,nyj,ColeMa01,def_int_td,0,,,,,
player,201112110nyj,nyj,ColeMa01,def_int_long,0,,,,,
player,201112110nyj,nyj,ColeMa01,pass_defended,0,,,,,
player,201112110nyj,nyj,ColeMa01,sacks,0.0,,,,,
player,201112110nyj,nyj,ColeMa01,tackles_combined,1,,,,,
player,201112110nyj,nyj,ColeMa01,tackles_solo,1,,,,,
player,201112110nyj,nyj,ColeMa01,tackles_assists,0,,,,,
player,201112110nyj,nyj,ColeMa01,tackles_loss,0,,,,,
player,201112110nyj,nyj,ColeMa01,qb_hits,0,,,,,
player,201112110nyj,nyj,ColeMa01,fumbles_rec,0,,,,,
player,201112110nyj,nyj,ColeMa01,fumbles_rec_yds,0,,,,,
player,201112110nyj,nyj,ColeMa01,fumbles_rec_td,0,,,,,
player,201112110nyj,nyj,ColeMa01,fumbles_forced,0,,,,,
player,201112110nyj,nyj,MaugJo00,def_int,0,,,,,
player,201112110nyj,nyj,MaugJo00,def_int_yds,0,,,,,
player,201112110nyj,nyj,MaugJo00,def_int_td,0,,,,,
player,201112110nyj,nyj,MaugJo00,def_int_long,0,,,,,
player,201112110nyj,nyj,MaugJo00,pass_defended,0,,,,,
player,201112110nyj,nyj,MaugJo00,sacks,0.0,,,,,
player,201112110nyj,nyj,MaugJo00,tackles_combined,1,,,,,
player,201112110nyj,nyj,MaugJo00,tackles_solo,0,,,,,
player,201112110nyj,nyj,MaugJo00,tackles_assists,1,,,,,
player,201112110nyj,nyj,MaugJo00,tackles_loss,0,,,,,
player,201112110nyj,nyj,MaugJo00,qb_hits,0,,,,,
player,201112110nyj,nyj,MaugJo00,fumbles_rec,0,,,,,
player,201112110nyj,nyj,MaugJo00,fumbles_rec_yds,0,,,,,
player,201112110nyj,nyj,MaugJo00,fumbles_rec_td,0,,,,,
player,201112110nyj,nyj,MaugJo00,fumbles_forced,0,,,,,
player,201112110nyj,nyj,PitoRo00,def_int,0,,,,,
player,201112110nyj,nyj,PitoRo00,def_int_yds,0,,,,,
player,201112110nyj,nyj,PitoRo00,def_int_td,0,,,,,
player,201112110nyj,nyj,PitoRo00,def_int_long,0,,,,,
player,201112110nyj,nyj,PitoRo00,pass_defended,0,,,,,
player,201112110nyj,nyj,PitoRo00,sacks,0.0,,,,,
player,201112110nyj,nyj,PitoRo00,tackles_combined,1,,,,,
player,201112110nyj,nyj,PitoRo00,tackles_solo,1,,,,,
player,201112110nyj,nyj,PitoRo00,tackles_assists,0,,,,,
player,201112110nyj,nyj,PitoRo00,tackles_loss,0,,,,,
player,201112110nyj,nyj,PitoRo00,qb_hits,0,,,,,
player,201112110nyj,nyj,PitoRo00,fumbles_rec,0,,,,,
player,201112110nyj,nyj,PitoRo00,fumbles_rec_yds,0,,,,,
player,201112110nyj,nyj,PitoRo00,fumbles_rec_td,0,,,,,
player,201112110nyj,nyj,PitoRo00,fumbles_forced,0,,,,,
player,201112110nyj,nyj,TrufIs00,def_int,0,,,,,
player,201112110nyj,nyj,TrufIs00,def_int_yds,0,,,,,
player,201112110nyj,nyj,TrufIs00,def_int_td,0,,,,,
player,201112110nyj,nyj,TrufIs00,def_int_long,0,,,,,
player,201112110nyj,nyj,TrufIs00,pass_defended,0,,,,,
player,201112110nyj,nyj,TrufIs00,sacks,0.0,,,,,
player,201112110nyj,nyj,TrufIs00,tackles_combined,1,,,,,
player,201112110nyj,nyj,TrufIs00,tackles_solo,0,,,,,
player,201112110nyj,nyj,TrufIs00,tackles_assists,1,,,,,
player,201112110nyj,nyj,TrufIs00,tackles_loss,0,,,,,
player,201112110nyj,nyj,TrufIs00,qb_hits,0,,,,,
player,201112110nyj,nyj,TrufIs00,fumbles_rec,0,,,,,
player,201112110nyj,nyj,TrufIs00,fumbles_rec_yds,0,,,,,
player,201112110nyj,nyj,TrufIs00,fumbles_rec_td,0,,,,,
player,201112110nyj,nyj,TrufIs00,fumbles_forced,0,,,,,
player,201112110nyj,nyj,TurnPa00,def_int,0,,,,,
player,201112110nyj,nyj,TurnPa00,def_int_yds,0,,,,,
player,201112110nyj,nyj,TurnPa00,def_int_td,0,,,,,
player,201112110nyj,nyj,TurnPa00,def_int_long,0,,,,,
player,201112110nyj,nyj,TurnPa00,pass_defended,0,,,,,
player,201112110nyj,nyj,TurnPa00,sacks,0.0,,,,,
player,201112110nyj,nyj,TurnPa00,tackles_combined,1,,,,,
player,201112110nyj,nyj,TurnPa00,tackles_solo,0,,,,,
player,201112110nyj,nyj,TurnPa00,tackles_assists,1,,,,,
player,201112110nyj,nyj,TurnPa00,tackles_loss,0,,,,,
player,201112110nyj,nyj,TurnPa00,qb_hits,0,,,,,
player,201112110nyj,nyj,TurnPa00,fumbles_rec,0,,,,,
player,201112110nyj,nyj,TurnPa00,fumbles_rec_yds,0,,,,,
player,201112110nyj,nyj,TurnPa00,fumbles_rec_td,0,,,,,
player,201112110nyj,nyj,TurnPa00,fumbles_forced,0,,,,,
player,201112110nyj,nyj,WestJa99,def_int,0,,,,,
player,201112110nyj,nyj,WestJa99,def_int_yds,0,,,,,
player,201112110nyj,nyj,WestJa99,def_int_td,0,,,,,
player,201112110nyj,nyj,WestJa99,def_int_long,0,,,,,
player,201112110nyj,nyj,WestJa99,pass_defended,0,,,,,
player,201112110nyj,nyj,WestJa99,sacks,0.0,,,,,
player,201112110nyj,nyj,WestJa99,tackles_combined,1,,,,,
player,201112110nyj,nyj,WestJa99,tackles_solo,0,,,,,
player,201112110nyj,nyj,WestJa99,tackles_assists,1,,,,,
player,201112110nyj,nyj,WestJa99,tackles_loss,0,,,,,
player,201112110nyj,nyj,WestJa99,qb_hits,0,,,,,
player,201112110nyj,nyj,WestJa99,fumbles_rec,0,,,,,
player,201112110nyj,nyj,WestJa99,fumbles_rec_yds,0,,,,,
player,201112110nyj,nyj,WestJa99,fumbles_rec_td,0,,,,,
player,201112110nyj,nyj,WestJa99,fumbles_forced,0,,,,,
player,201112110nyj,nyj,WilsKy99,def_int,0,,,,,
player,201112110nyj,nyj,WilsKy99,def_int_yds,0,,,,,
player,201112110nyj,nyj,WilsKy99,def_int_td,0,,,,,
player,201112110nyj,nyj,WilsKy99,def_int_long,0,,,,,
player,201112110nyj,nyj,WilsKy99,pass_defended,0,,,,,
player,201112110nyj,nyj,WilsKy99,sacks,0.0,,,,,
player,201112110nyj,nyj,WilsKy99,tackles_combined,1,,,,,
player,201112110nyj,nyj,WilsKy99,tackles_solo,1,,,,,
player,201112110nyj,nyj,WilsKy99,tackles_assists,0,,,,,
player,201112110nyj,nyj,WilsKy99,tackles_loss,0,,,,,
player,201112110nyj,nyj,WilsKy99,qb_hits,0,,,,,
player,201112110nyj,nyj,WilsKy99,fumbles_rec,0,,,,,
player,201112110nyj,nyj,WilsKy99,fumbles_rec_yds,0,,,,,
player,201112110nyj,nyj,WilsKy99,fumbles_rec_td,0,,,,,
player,201112110nyj,nyj,WilsKy99,fumbles_forced,0,,,,,
player,201112110nyj,kan,McClDe00,kick_ret,5,,,,,
player,201112110nyj,kan,McClDe00,kick_ret_yds,89,,,,,
player,201112110nyj,kan,McClDe00,kick_ret_yds_per_ret,17.8,,,,,
player,201112110nyj,kan,McClDe00,kick_ret_td,0,,,,,
player,201112110nyj,kan,McClDe00,kick_ret_long,30,,,,,
player,201112110nyj,kan,McClDe00,punt_ret,1,,,,,
player,201112110nyj,kan,McClDe00,punt_ret_yds,4,,,,,
player,201112110nyj,kan,McClDe00,punt_ret_yds_per_ret,4.0,,,,,
player,201112110nyj,kan,McClDe00,punt_ret_td,0,,,,,
player,201112110nyj,kan,McClDe00,punt_ret_long,4,,,,,
player,201112110nyj,kan,ArenJa99,kick_ret,1,,,,,
player,201112110nyj,kan,ArenJa99,kick_ret_yds,31,,,,,
player,201112110nyj,kan,ArenJa99,kick_ret_yds_per_ret,31.0,,,,,
player,201112110nyj,kan,ArenJa99,kick_ret_td,0,,,,,
player,201112110nyj,kan,ArenJa99,kick_ret_long,31,,,,,
player,201112110nyj,kan,ArenJa99,punt_ret,1,,,,,
player,201112110nyj,kan,ArenJa99,punt_ret_yds,10,,,,,
player,201112110nyj,kan,ArenJa99,punt_ret_yds_per_ret,10.0,,,,,
player,201112110nyj,kan,ArenJa99,punt_ret_td,0,,,,,
player,201112110nyj,kan,ArenJa99,punt_ret_long,10,,,,,
player,201112110nyj,nyj,KerlJe00,kick_ret,0,,,,,
player,201112110nyj,nyj,KerlJe00,kick_ret_yds,0,,,,,
player,201112110nyj,nyj,KerlJe00,kick_ret_yds_per_ret,,,,,,
player,201112110nyj,nyj,KerlJe00,kick_ret_td,0,,,,,
player,201112110nyj,nyj,KerlJe00,kick_ret_long,0,,,,,
player,201112110nyj,nyj,KerlJe00,punt_ret,3,,,,,
player,201112110nyj,nyj,KerlJe00,punt_ret_yds,42,,,,,
player,201112110nyj,nyj,KerlJe00,punt_ret_yds_per_ret,14.0,,,,,
player,201112110nyj,nyj,KerlJe00,punt_ret_td,0,,,,,
player,201112110nyj,nyj,KerlJe00,punt_ret_long,26,,,,,
player,201112110nyj,nyj,LeonJi23,kick_ret,0,,,,,
player,201112110nyj,nyj,LeonJi23,kick_ret_yds,0,,,,,
player,201112110nyj,nyj,LeonJi23,kick_ret_yds_per_ret,,,,,,
player,201112110nyj,nyj,LeonJi23,kick_ret_td,0,,,,,
player,201112110nyj,nyj,LeonJi23,kick_ret_long,0,,,,,
player,201112110nyj,nyj,LeonJi23,punt_ret,1,,,,,
player,201112110nyj,nyj,LeonJi23,punt_ret_yds,1,,,,,
player,201112110nyj,nyj,LeonJi23,punt_ret_yds_per_ret,1.0,,,,,
player,201112110nyj,nyj,LeonJi23,punt_ret_td,0,,,,,
player,201112110nyj,nyj,LeonJi23,punt_ret_long,1,,,,,
player,201112110nyj,nyj,CromAn20,kick_ret,1,,,,,
player,201112110nyj,nyj,CromAn20,kick_ret_yds,28,,,,,
player,201112110nyj,nyj,CromAn20,kick_ret_yds_per_ret,28.0,,,,,
player,201112110nyj,nyj,CromAn20,kick_ret_td,0,,,,,
player,201112110nyj,nyj,CromAn20,kick_ret_long,28,,,,,
player,201112110nyj,nyj,CromAn20,punt_ret,0,,,,,
player,201112110nyj,nyj,CromAn20,punt_ret_yds,0,,,,,
player,201112110nyj,nyj,CromAn20,punt_ret_yds_per_ret,,,,,,
player,201112110nyj,nyj,CromAn20,punt_ret_td,0,,,,,
player,201112110nyj,nyj,CromAn20,punt_ret_long,0,,,,,
player,201112110nyj,nyj,MullMa00,kick_ret,1,,,,,
player,201112110nyj,nyj,MullMa00,kick_ret_yds,20,,,,,
player,201112110nyj,nyj,MullMa00,kick_ret_yds_per_ret,20.0,,,,,
player,201112110nyj,nyj,MullMa00,kick_ret_td,0,,,,,
player,201112110nyj,nyj,MullMa00,kick_ret_long,20,,,,,
player,201112110nyj,nyj,MullMa00,punt_ret,0,,,,,
player,201112110nyj,nyj,MullMa00,punt_ret_yds,0,,,,,
player,201112110nyj,nyj,MullMa00,punt_ret_yds_per_ret,,,,,,
player,201112110nyj,nyj,MullMa00,punt_ret_td,0,,,,,
player,201112110nyj,nyj,MullMa00,punt_ret_long,0,,,,,
player,201112110nyj,nyj,WilsKy99,kick_ret,1,,,,,
player,201112110nyj,nyj,WilsKy99,kick_ret_yds,17,,,,,
player,201112110nyj,nyj,WilsKy99,kick_ret_yds_per_ret,17.0,,,,,
player,201112110nyj,nyj,WilsKy99,kick_ret_td,0,,,,,
player,201112110nyj,nyj,WilsKy99,kick_ret_long,17,,,,,
player,201112110nyj,nyj,WilsKy99,punt_ret,0,,,,,
player,201112110nyj,nyj,WilsKy99,punt_ret_yds,0,,,,,
player,201112110nyj,nyj,WilsKy99,punt_ret_yds_per_ret,,,,,,
player,201112110nyj,nyj,WilsKy99,punt_ret_td,0,,,,,
player,201112110nyj,nyj,WilsKy99,punt_ret_long,0,,,,,
player,201112110nyj,kan,SuccRy44,xpm,1,,,,,
player,201112110nyj,kan,SuccRy44,xpa,1,,,,,
player,201112110nyj,kan,SuccRy44,fgm,1,,,,,
player,201112110nyj,kan,SuccRy44,fga,1,,,,,
player,201112110nyj,kan,SuccRy44,punt,0,,,,,
player,201112110nyj,kan,SuccRy44,punt_yds,0,,,,,
player,201112110nyj,kan,SuccRy44,punt_yds_per_punt,,,,,,
player,201112110nyj,kan,SuccRy44,punt_long,0,,,,,
player,201112110nyj,kan,ColqDu20,xpm,,,,,,
player,201112110nyj,kan,ColqDu20,xpa,,,,,,
player,201112110nyj,kan,ColqDu20,fgm,,,,,,
player,201112110nyj,kan,ColqDu20,fga,,,,,,
player,201112110nyj,kan,ColqDu20,punt,7,,,,,
player,201112110nyj,kan,ColqDu20,punt_yds,359,,,,,
player,201112110nyj,kan,ColqDu20,punt_yds_per_punt,51.3,,,,,
player,201112110nyj,kan,ColqDu20,punt_long,61,,,,,
player,201112110nyj,nyj,FolkNi20,xpm,5,,,,,
player,201112110nyj,nyj,FolkNi20,xpa,5,,,,,
player,201112110nyj,nyj,FolkNi20,fgm,,,,,,
player,201112110nyj,nyj,FolkNi20,fga,,,,,,
player,201112110nyj,nyj,FolkNi20,punt,0,,,,,
player,201112110nyj,nyj,FolkNi20,punt_yds,0,,,,,
player,201112110nyj,nyj,FolkNi20,punt_yds_per_punt,,,,,,
player,201112110nyj,nyj,FolkNi20,punt_long,0,,,,,
player,201112110nyj,nyj,ConlT.00,xpm,,,,,,
player,201112110nyj,nyj,ConlT.00,xpa,,,,,,
player,201112110nyj,nyj,ConlT.00,fgm,,,,,,
player,201112110nyj,nyj,ConlT.00,fga,,,,,,
player,201112110nyj,nyj,ConlT.00,punt,7,,,,,
player,201112110nyj,nyj,ConlT.00,punt_yds,314,,,,,
player,201112110nyj,nyj,ConlT.00,punt_yds_per_punt,44.9,,,,,
player,201112110nyj,nyj,ConlT.00,punt_long,53,,,,,
