game,2011,14,20111211,201112110nyj,kan,"Kansas City Chiefs",10,nyj,"New York Jets",37
player,201112110nyj,kan,BoweDw00,pass_cmp,0,,,,,
player,201112110nyj,kan,BoweDw00,pass_att,0,,,,,
player,201112110nyj,kan,BoweDw00,pass_yds,0,,,,,
player,201112110nyj,kan,BoweDw00,pass_td,0,,,,,
player,201112110nyj,kan,BoweDw00,pass_int,0,,,,,
player,201112110nyj,kan,BoweDw00,pass_sacked,0,,,,,
player,201112110nyj,kan,BoweDw00,pass_sacked_yds,0,,,,,
player,201112110nyj,kan,BoweDw00,pass_long,0,,,,,
player,201112110nyj,kan,BoweDw00,pass_rating,,,,,,
player,201112110nyj,kan,BoweDw00,rush_att,0,,,,,
player,201112110nyj,kan,BoweDw00,rush_yds,0,,,,,
player,201112110nyj,kan,BoweDw00,rush_td,0,,,,,
player,201112110nyj,kan,BoweDw00,rush_long,0,,,,,
player,201112110nyj,kan,BoweDw00,targets,10,,,,,
player,201112110nyj,kan,BoweDw00,rec,6,,,,,
player,201112110nyj,kan,BoweDw00,rec_yds,69,,,,,
player,201112110nyj,kan,BoweDw00,rec_td,0,,,,,
player,201112110nyj,kan,BoweDw00,rec_long,21,,,,,
player,201112110nyj,kan,BoweDw00,fumbles,0,,,,,
player,201112110nyj,kan,BoweDw00,fumbles_lost,,,,,,
player,201112110nyj,kan,BreaSt00,pass_cmp,0,,,,,
player,201112110nyj,kan,BreaSt00,pass_att,0,,,,,
player,201112110nyj,kan,BreaSt00,pass_yds,0,,,,,
player,201112110nyj,kan,BreaSt00,pass_td,0,,,,,
player,201112110nyj,kan,BreaSt00,pass_int,0,,,,,
player,201112110nyj,kan,BreaSt00,pass_sacked,0,,,,,
player,201112110nyj,kan,BreaSt00,pass_sacked_yds,0,,,,,
player,201112110nyj,kan,BreaSt00,pass_long,0,,,,,
player,201112110nyj,kan,BreaSt00,pass_rating,,,,,,
player,201112110nyj,kan,BreaSt00,rush_att,0,,,,,
player,201112110nyj,kan,BreaSt00,rush_yds,0,,,,,
player,201112110nyj,kan,BreaSt00,rush_td,0,,,,,
player,201112110nyj,kan,BreaSt00,rush_long,0,,,,,
player,201112110nyj,kan,BreaSt00,targets,6,,,,,
player,201112110nyj,kan,BreaSt00,rec,4,,,,,
player,201112110nyj,kan,BreaSt00,rec_yds,44,,,,,
player,201112110nyj,kan,BreaSt00,rec_td,0,,,,,
player,201112110nyj,kan,BreaSt00,rec_long,18,,,,,
player,201112110nyj,kan,BreaSt00,fumbles,0,,,,,
player,201112110nyj,kan,BreaSt00,fumbles_lost,,,,,,
player,201112110nyj,kan,BaldJo00,pass_cmp,0,,,,,
player,201112110nyj,kan,BaldJo00,pass_att,0,,,,,
player,201112110nyj,kan,BaldJo00,pass_yds,0,,,,,
player,201112110nyj,kan,BaldJo00,pass_td,0,,,,,
player,201112110nyj,kan,BaldJo00,pass_int,0,,,,,
player,201112110nyj,kan,BaldJo00,pass_sacked,0,,,,,
player,201112110nyj,kan,BaldJo00,pass_sacked_yds,0,,,,,
player,201112110nyj,kan,BaldJo00,pass_long,0,,,,,
player,201112110nyj,kan,BaldJo00,pass_rating,,,,,,
player,201112110nyj,kan,BaldJo00,rush_att,0,,,,,
player,201112110nyj,kan,BaldJo00,rush_yds,0,,,,,
player,201112110nyj,kan,BaldJo00,rush_td,0,,,,,
player,201112110nyj,kan,BaldJo00,rush_long,0,,,,,
player,201112110nyj,kan,BaldJo00,targets,6,,,,,
player,201112110nyj,kan,BaldJo00,rec,2,,,,,
player,201112110nyj,kan,BaldJo00,rec_yds,28,,,,,
player,201112110nyj,kan,BaldJo00,rec_td,0,,,,,
player,201112110nyj,kan,BaldJo00,rec_long,18,,,,,
player,201112110nyj,kan,BaldJo00,fumbles,0,,,,,
player,201112110nyj,kan,BaldJo00,fumbles_lost,,,,,,
player,201112110nyj,nyj,SancMa00,pass_cmp,13,,,,,
player,201112110nyj,nyj,SancMa00,pass_att,21,,,,,
player,201112110nyj,nyj,SancMa00,pass_yds,181,,,,,
player,201112110nyj,nyj,SancMa00,pass_td,2,,,,,
player,201112110nyj,nyj,SancMa00,pass_int,0,,,,,
player,201112110nyj,nyj,SancMa00,pass_sacked,3,,,,,
player,201112110nyj,nyj,SancMa00,pass_sacked_yds,26,,,,,
player,201112110nyj,nyj,SancMa00,pass_long,36,,,,,
player,201112110nyj,nyj,SancMa00,pass_rating,121.3,,,,,
player,201112110nyj,nyj,SancMa00,rush_att,2,,,,,
player,201112110nyj,nyj,SancMa00,rush_yds,4,,,,,
player,201112110nyj,nyj,SancMa00,rush_td,2,,,,,
player,201112110nyj,nyj,SancMa00,rush_long,3,,,,,
player,201112110nyj,nyj,SancMa00,targets,0,,,,,
player,201112110nyj,nyj,SancMa00,rec,0,,,,,
player,201112110nyj,nyj,SancMa00,rec_yds,0,,,,,
player,201112110nyj,nyj,SancMa00,rec_td,0,,,,,
player,201112110nyj,nyj,SancMa00,rec_long,0,,,,,
player,201112110nyj,nyj,SancMa00,fumbles,1,,,,,
player,201112110nyj,nyj,SancMa00,fumbles_lost,1,,,,,
player,201112110nyj,nyj,GreeSh00,pass_cmp,0,,,,,
player,201112110nyj,nyj,GreeSh00,pass_att,0,,,,,
player,201112110nyj,nyj,GreeSh00,pass_yds,0,,,,,
player,201112110nyj,nyj,GreeSh00,pass_td,0,,,,,
player,201112110nyj,nyj,GreeSh00,pass_int,0,,,,,
player,201112110nyj,nyj,GreeSh00,pass_sacked,0,,,,,
player,201112110nyj,nyj,GreeSh00,pass_sacked_yds,0,,,,,
player,201112110nyj,nyj,GreeSh00,pass_long,0,,,,,
player,201112110nyj,nyj,GreeSh00,pass_rating,,,,,,
player,201112110nyj,nyj,GreeSh00,rush_att,24,,,,,
player,201112110nyj,nyj,GreeSh00,rush_yds,129,,,,,
player,201112110nyj,nyj,GreeSh00,rush_td,1,,,,,
player,201112110nyj,nyj,GreeSh00,rush_long,31,,,,,
player,201112110nyj,nyj,GreeSh00,targets,3,,,,,
player,201112110nyj,nyj,GreeSh00,rec,3,,,,,
player,201112110nyj,nyj,GreeSh00,rec_yds,58,,,,,
player,201112110nyj,nyj,GreeSh00,rec_td,0,,,,,
player,201112110nyj,nyj,GreeSh00,rec_long,36,,,,,
player,201112110nyj,nyj,GreeSh00,fumbles,0,,,,,
player,201112110nyj,nyj,GreeSh00,fumbles_lost,,,,,,
player,201112110nyj,nyj,TomlLa00,pass_cmp,0,,,,,
player,201112110nyj,nyj,TomlLa00,pass_att,0,,,,,
player,201112110nyj,nyj,TomlLa00,pass_yds,0,,,,,
player,201112110nyj,nyj,TomlLa00,pass_td,0,,,,,
player,201112110nyj,nyj,TomlLa00,pass_int,0,,,,,
player,201112110nyj,nyj,TomlLa00,pass_sacked,0,,,,,
player,201112110nyj,nyj,TomlLa00,pass_sacked_yds,0,,,,,
player,201112110nyj,nyj,TomlLa00,pass_long,0,,,,,
player,201112110nyj,nyj,TomlLa00,pass_rating,,,,,,
player,201112110nyj,nyj,TomlLa00,rush_att,9,,,,,
player,201112110nyj,nyj,TomlLa00,rush_yds,14,,,,,
player,201112110nyj,nyj,TomlLa00,rush_td,0,,,,,
player,201112110nyj,nyj,TomlLa00,rush_long,7,,,,,
player,201112110nyj,nyj,TomlLa00,targets,4,,,,,
player,201112110nyj,nyj,TomlLa00,rec,2,,,,,
player,201112110nyj,nyj,TomlLa00,rec_yds,50,,,,,
player,201112110nyj,nyj,TomlLa00,rec_td,1,,,,,
player,201112110nyj,nyj,TomlLa00,rec_long,31,,,,,
player,201112110nyj,nyj,TomlLa00,fumbles,0,,,,,
player,201112110nyj,nyj,TomlLa00,fumbles_lost,,,,,,
player,201112110nyj,nyj,PoweBi00,pass_cmp,0,,,,,
player,201112110nyj,nyj,PoweBi00,pass_att,0,,,,,
player,201112110nyj,nyj,PoweBi00,pass_yds,0,,,,,
player,201112110nyj,nyj,PoweBi00,pass_td,0,,,,,
player,201112110nyj,nyj,PoweBi00,pass_int,0,,,,,
player,201112110nyj,nyj,PoweBi00,pass_sacked,0,,,,,
player,201112110nyj,nyj,PoweBi00,pass_sacked_yds,0,,,,,
player,201112110nyj,nyj,PoweBi00,pass_long,0,,,,,
player,201112110nyj,nyj,PoweBi00,pass_rating,,,,,,
player,201112110nyj,nyj,PoweBi00,rush_att,6,,,,,
player,201112110nyj,nyj,PoweBi00,rush_yds,10,,,,,
player,201112110nyj,nyj,PoweBi00,rush_td,0,,,,,
player,201112110nyj,nyj,PoweBi00,rush_long,4,,,,,
player,201112110nyj,nyj,PoweBi00,targets,0,,,,,
player,201112110nyj,nyj,PoweBi00,rec,0,,,,,
player,201112110nyj,nyj,PoweBi00,rec_yds,0,,,,,
player,201112110nyj,nyj,PoweBi00,rec_td,0,,,,,
player,201112110nyj,nyj,PoweBi00,rec_long,0,,,,,
player,201112110nyj,nyj,PoweBi00,fumbles,0,,,,,
player,201112110nyj,nyj,PoweBi00,fumbles_lost,,,,,,
player,201112110nyj,nyj,KerlJe00,pass_cmp,0,,,,,
player,201112110nyj,nyj,KerlJe00,pass_att,0,,,,,
player,201112110nyj,nyj,KerlJe00,pass_yds,0,,,,,
player,201112110nyj,nyj,KerlJe00,pass_td,0,,,,,
player,201112110nyj,nyj,KerlJe00,pass_int,0,,,,,
player,201112110nyj,nyj,KerlJe00,pass_sacked,0,,,,,
player,201112110nyj,nyj,KerlJe00,pass_sacked_yds,0,,,,,
player,201112110nyj,nyj,KerlJe00,pass_long,0,,,,,
player,201112110nyj,nyj,KerlJe00,pass_rating,,,,,,
player,201112110nyj,nyj,KerlJe00,rush_att,1,,,,,
player,201112110nyj,nyj,KerlJe00,rush_yds,2,,,,,
player,201112110nyj,nyj,KerlJe00,rush_td,0,,,,,
player,201112110nyj,nyj,KerlJe00,rush_long,2,,,,,
player,201112110nyj,nyj,KerlJe00,targets,1,,,,,
player,201112110nyj,nyj,KerlJe00,rec,0,,,,,
player,201112110nyj,nyj,KerlJe00,rec_yds,0,,,,,
player,201112110nyj,nyj,KerlJe00,rec_td,0,,,,,
player,201112110nyj,nyj,KerlJe00,rec_long,0,,,,,
player,201112110nyj,nyj,KerlJe00,fumbles,0,,,,,
player,201112110nyj,nyj,KerlJe00,fumbles_lost,,,,,,
player,201112110nyj,nyj,KellDu00,pass_cmp,0,,,,,
player,201112110nyj,nyj,KellDu00,pass_att,0,,,,,
player,201112110nyj,nyj,KellDu00,pass_yds,0,,,,,
player,201112110nyj,nyj,KellDu00,pass_td,0,,,,,
player,201112110nyj,nyj,KellDu00,pass_int,0,,,,,
player,201112110nyj,nyj,KellDu00,pass_sacked,0,,,,,
player,201112110nyj,nyj,KellDu00,pass_sacked_yds,0,,,,,
player,201112110nyj,nyj,KellDu00,pass_long,0,,,,,
player,201112110nyj,nyj,KellDu00,pass_rating,,,,,,
player,201112110nyj,nyj,KellDu00,rush_att,0,,,,,
player,201112110nyj,nyj,KellDu00,rush_yds,0,,,,,
player,201112110nyj,nyj,KellDu00,rush_td,0,,,,,
player,201112110nyj,nyj,KellDu00,rush_long,0,,,,,
player,201112110nyj,nyj,KellDu00,targets,5,,,,,
player,201112110nyj,nyj,KellDu00,rec,4,,,,,
player,201112110nyj,nyj,KellDu00,rec_yds,34,,,,,
player,201112110nyj,nyj,KellDu00,rec_td,0,,,,,
player,201112110nyj,nyj,KellDu00,rec_long,11,,,,,
player,201112110nyj,nyj,KellDu00,fumbles,0,,,,,
player,201112110nyj,nyj,KellDu00,fumbles_lost,,,,,,
player,201112110nyj,nyj,BakeJo01,pass_cmp,0,,,,,
player,201112110nyj,nyj,BakeJo01,pass_att,0,,,,,
player,201112110nyj,nyj,BakeJo01,pass_yds,0,,,,,
player,201112110nyj,nyj,BakeJo01,pass_td,0,,,,,
player,201112110nyj,nyj,BakeJo01,pass_int,0,,,,,
player,201112110nyj,nyj,BakeJo01,pass_sacked,0,,,,,
player,201112110nyj,nyj,BakeJo01,pass_sacked_yds,0,,,,,
player,201112110nyj,nyj,BakeJo01,pass_long,0,,,,,
player,201112110nyj,nyj,BakeJo01,pass_rating,,,,,,
player,201112110nyj,nyj,BakeJo01,rush_att,0,,,,,
player,201112110nyj,nyj,BakeJo01,rush_yds,0,,,,,
player,201112110nyj,nyj,BakeJo01,rush_td,0,,,,,
player,201112110nyj,nyj,BakeJo01,rush_long,0,,,,,
player,201112110nyj,nyj,BakeJo01,targets,1,,,,,
player,201112110nyj,nyj,BakeJo01,rec,1,,,,,
player,201112110nyj,nyj,BakeJo01,rec_yds,17,,,,,
player,201112110nyj,nyj,BakeJo01,rec_td,0,,,,,
player,201112110nyj,nyj,BakeJo01,rec_long,17,,,,,
player,201112110nyj,nyj,BakeJo01,fumbles,0,,,,,
player,201112110nyj,nyj,BakeJo01,fumbles_lost,,,,,,
player,201112110nyj,nyj,HolmSa00,pass_cmp,0,,,,,
player,201112110nyj,nyj,HolmSa00,pass_att,0,,,,,
player,201112110nyj,nyj,HolmSa00,pass_yds,0,,,,,
player,201112110nyj,nyj,HolmSa00,pass_td,0,,,,,
player,201112110nyj,nyj,HolmSa00,pass_int,0,,,,,
player,201112110nyj,nyj,HolmSa00,pass_sacked,0,,,,,
player,201112110nyj,nyj,HolmSa00,pass_sacked_yds,0,,,,,
player,201112110nyj,nyj,HolmSa00,pass_long,0,,,,,
player,201112110nyj,nyj,HolmSa00,pass_rating,,,,,,
player,201112110nyj,nyj,HolmSa00,rush_att,0,,,,,
player,201112110nyj,nyj,HolmSa00,rush_yds,0,,,,,
player,201112110nyj,nyj,HolmSa00,rush_td,0,,,,,
player,201112110nyj,nyj,HolmSa00,rush_long,0,,,,,
player,201112110nyj,nyj,HolmSa00,targets,4,,,,,
player,201112110nyj,nyj,HolmSa00,rec,2,,,,,
player,201112110nyj,nyj,HolmSa00,rec_yds,12,,,,,
player,201112110nyj,nyj,HolmSa00,rec_td,1,,,,,
player,201112110nyj,nyj,HolmSa00,rec_long,8,,,,,
player,201112110nyj,nyj,HolmSa00,fumbles,0,,,,,
player,201112110nyj,nyj,HolmSa00,fumbles_lost,,,,,,
player,201112110nyj,nyj,TurnPa00,pass_cmp,0,,,,,
player,201112110nyj,nyj,TurnPa00,pass_att,0,,,,,
player,201112110nyj,nyj,TurnPa00,pass_yds,0,,,,,
player,201112110nyj,nyj,TurnPa00,pass_td,0,,,,,
player,201112110nyj,nyj,TurnPa00,pass_int,0,,,,,
player,201112110nyj,nyj,TurnPa00,pass_sacked,0,,,,,
player,201112110nyj,nyj,TurnPa00,pass_sacked_yds,0,,,,,
player,201112110nyj,nyj,TurnPa00,pass_long,0,,,,,
player,201112110nyj,nyj,TurnPa00,pass_rating,,,,,,
player,201112110nyj,nyj,TurnPa00,rush_att,0,,,,,
player,201112110nyj,nyj,TurnPa00,rush_yds,0,,,,,
player,201112110nyj,nyj,TurnPa00,rush_td,0,,,,,
player,201112110nyj,nyj,TurnPa00,rush_long,0,,,,,
player,201112110nyj,nyj,TurnPa00,targets,1,,,,,
player,201112110nyj,nyj,TurnPa00,rec,1,,,,,
player,201112110nyj,nyj,TurnPa00,rec_yds,10,,,,,
player,201112110nyj,nyj,TurnPa00,rec_td,0,,,,,
player,201112110nyj,nyj,TurnPa00,rec_long,10,,,,,
player,201112110nyj,nyj,TurnPa00,fumbles,0,,,,,
player,201112110nyj,nyj,TurnPa00,fumbles_lost,,,,,,
player,201112110nyj,nyj,BurrPl00,pass_cmp,0,,,,,
player,201112110nyj,nyj,BurrPl00,pass_att,0,,,,,
player,201112110nyj,nyj,BurrPl00,pass_yds,0,,,,,
player,201112110nyj,nyj,BurrPl00,pass_td,0,,,,,
player,201112110nyj,nyj,BurrPl00,pass_int,0,,,,,
player,201112110nyj,nyj,BurrPl00,pass_sacked,0,,,,,
player,201112110nyj,nyj,BurrPl00,pass_sacked_yds,0,,,,,
player,201112110nyj,nyj,BurrPl00,pass_long,0,,,,,
player,201112110nyj,nyj,BurrPl00,pass_rating,,,,,,
player,201112110nyj,nyj,BurrPl00,rush_att,0,,,,,
player,201112110nyj,nyj,BurrPl00,rush_yds,0,,,,,
player,201112110nyj,nyj,BurrPl00,rush_td,0,,,,,
player,201112110nyj,nyj,BurrPl00,rush_long,0,,,,,
player,201112110nyj,nyj,BurrPl00,targets,2,,,,,
player,201112110nyj,nyj,BurrPl00,rec,0,,,,,
player,201112110nyj,nyj,BurrPl00,rec_yds,0,,,,,
player,201112110nyj,nyj,BurrPl00,rec_td,0,,,,,
player,201112110nyj,nyj,BurrPl00,rec_long,0,,,,,
player,201112110nyj,nyj,BurrPl00,fumbles,0,,,,,
player,201112110nyj,nyj,BurrPl00,fumbles_lost,,,,,,
player,201112110nyj,kan,HaliTa20,def_int,0,,,,,
player,201112110nyj,kan,HaliTa20,def_int_yds,0,,,,,
player,201112110nyj,kan,HaliTa20,def_int_td,0,,,,,
player,201112110nyj,kan,HaliTa20,def_int_long,0,,,,,
player,201112110nyj,kan,HaliTa20,pass_defended,0,,,,,
player,201112110nyj,kan,HaliTa20,sacks,1.0,,,,,
player,201112110nyj,kan,HaliTa20,tackles_combined,7,,,,,
player,201112110nyj,kan,HaliTa20,tackles_solo,5,,,,,
player,201112110nyj,kan,HaliTa20,tackles_assists,2,,,,,
player,201112110nyj,kan,HaliTa20,tackles_loss,0,,,,,
player,201112110nyj,kan,HaliTa20,qb_hits,0,,,,,
player,201112110nyj,kan,HaliTa20,fumbles_rec,0,,,,,
player,201112110nyj,kan,HaliTa20,fumbles_rec_yds,0,,,,,
player,201112110nyj,kan,HaliTa20,fumbles_rec_td,0,,,,,
player,201112110nyj,kan,HaliTa20,fumbles_forced,1,,,,,
player,201112110nyj,kan,HousJu00,def_int,0,,,,,
player,201112110nyj,kan,HousJu00,def_int_yds,0,,,,,
player,201112110nyj,kan,HousJu00,def_int_td,0,,,,,
player,201112110nyj,kan,HousJu00,def_int_long,0,,,,,
player,201112110nyj,kan,HousJu00,pass_defended,0,,,,,
player,201112110nyj,kan,HousJu00,sacks,1.0,,,,,
player,201112110nyj,kan,HousJu00,tackles_combined,4,,,,,
player,201112110nyj,kan,HousJu00,tackles_solo,2,,,,,
player,201112110nyj,kan,HousJu00,tackles_assists,2,,,,,
player,201112110nyj,kan,HousJu00,tackles_loss,1,,,,,
player,201112110nyj,kan,HousJu00,qb_hits,1,,,,,
player,201112110nyj,kan,HousJu00,fumbles_rec,0,,,,,
player,201112110nyj,kan,HousJu00,fumbles_rec_yds,0,,,,,
player,201112110nyj,kan,HousJu00,fumbles_rec_td,0,,,,,
player,201112110nyj,kan,HousJu00,fumbles_forced,0,,,,,
player,201112110nyj,kan,ArenJa99,def_int,0,,,,,
player,201112110nyj,kan,ArenJa99,def_int_yds,0,,,,,
player,201112110nyj,kan,ArenJa99,def_int_td,0,,,,,
player,201112110nyj,kan,ArenJa99,def_int_long,0,,,,,
player,201112110nyj,kan,ArenJa99,pass_defended,0,,,,,
player,201112110nyj,kan,ArenJa99,sacks,1.0,,,,,
player,201112110nyj,kan,ArenJa99,tackles_combined,2,,,,,
player,201112110nyj,kan,ArenJa99,tackles_solo,1,,,,,
player,201112110nyj,kan,ArenJa99,tackles_assists,1,,,,,
player,201112110nyj,kan,ArenJa99,tackles_loss,1,,,,,
player,201112110nyj,kan,ArenJa99,qb_hits,1,,,,,
player,201112110nyj,kan,ArenJa99,fumbles_rec,0,,,,,
player,201112110nyj,kan,ArenJa99,fumbles_rec_yds,0,,,,,
player,201112110nyj,kan,ArenJa99,fumbles_rec_td,0,,,,,
player,201112110nyj,kan,ArenJa99,fumbles_forced,0,,,,,
player,201112110nyj,kan,JohnDe25,def_int,0,,,,,
player,201112110nyj,kan,JohnDe25,def_int_yds,0,,,,,
player,201112110nyj,kan,JohnDe25,def_int_td,0,,,,,
player,201112110nyj,kan,JohnDe25,def_int_long,0,,,,,
player,201112110nyj,kan,JohnDe25,pass_defended,0,,,,,
