game,2011,15,20111218,201112180crd,cle,"Cleveland Browns",17,crd,"Arizona Cardinals",20
player,201112180crd,crd,CartDa01,pass_defended,0,,,,,
player,201112180crd,crd,CartDa01,sacks,0.0,,,,,
player,201112180crd,crd,CartDa01,tackles_combined,2,,,,,
player,201112180crd,crd,CartDa01,tackles_solo,1,,,,,
player,201112180crd,crd,CartDa01,tackles_assists,1,,,,,
player,201112180crd,crd,CartDa01,tackles_loss,1,,,,,
player,201112180crd,crd,CartDa01,qb_hits,0,,,,,
player,201112180crd,crd,CartDa01,fumbles_rec,0,,,,,
player,201112180crd,crd,CartDa01,fumbles_rec_yds,0,,,,,
player,201112180crd,crd,CartDa01,fumbles_rec_td,0,,,,,
player,201112180crd,crd,CartDa01,fumbles_forced,0,,,,,
player,201112180crd,crd,DoucEa00,def_int,0,,,,,
player,201112180crd,crd,DoucEa00,def_int_yds,0,,,,,
player,201112180crd,crd,DoucEa00,def_int_td,0,,,,,
player,201112180crd,crd,DoucEa00,def_int_long,0,,,,,
player,201112180crd,crd,DoucEa00,pass_defended,0,,,,,
player,201112180crd,crd,DoucEa00,sacks,0.0,,,,,
player,201112180crd,crd,DoucEa00,tackles_combined,2,,,,,
player,201112180crd,crd,DoucEa00,tackles_solo,2,,,,,
player,201112180crd,crd,DoucEa00,tackles_assists,0,,,,,
player,201112180crd,crd,DoucEa00,tackles_loss,0,,,,,
player,201112180crd,crd,DoucEa00,qb_hits,0,,,,,
player,201112180crd,crd,DoucEa00,fumbles_rec,0,,,,,
player,201112180crd,crd,DoucEa00,fumbles_rec_yds,0,,,,,
player,201112180crd,crd,DoucEa00,fumbles_rec_td,0,,,,,
player,201112180crd,crd,DoucEa00,fumbles_forced,0,,,,,
player,201112180crd,crd,JohnRa98,def_int,0,,,,,
player,201112180crd,crd,JohnRa98,def_int_yds,0,,,,,
player,201112180crd,crd,JohnRa98,def_int_td,0,,,,,
player,201112180crd,crd,JohnRa98,def_int_long,0,,,,,
player,201112180crd,crd,JohnRa98,pass_defended,0,,,,,
player,201112180crd,crd,JohnRa98,sacks,0.0,,,,,
player,201112180crd,crd,JohnRa98,tackles_combined,2,,,,,
player,201112180crd,crd,JohnRa98,tackles_solo,2,,,,,
player,201112180crd,crd,JohnRa98,tackles_assists,0,,,,,
player,201112180crd,crd,JohnRa98,tackles_loss,0,,,,,
player,201112180crd,crd,JohnRa98,qb_hits,0,,,,,
player,201112180crd,crd,JohnRa98,fumbles_rec,0,,,,,
player,201112180crd,crd,JohnRa98,fumbles_rec_yds,0,,,,,
player,201112180crd,crd,JohnRa98,fumbles_rec_td,0,,,,,
player,201112180crd,crd,JohnRa98,fumbles_forced,0,,,,,
player,201112180crd,crd,PetePa00,def_int,0,,,,,
player,201112180crd,crd,PetePa00,def_int_yds,0,,,,,
player,201112180crd,crd,PetePa00,def_int_td,0,,,,,
player,201112180crd,crd,PetePa00,def_int_long,0,,,,,
player,201112180crd,crd,PetePa00,pass_defended,0,,,,,
player,201112180crd,crd,PetePa00,sacks,0.0,,,,,
player,201112180crd,crd,PetePa00,tackles_combined,2,,,,,
player,201112180crd,crd,PetePa00,tackles_solo,2,,,,,
player,201112180crd,crd,PetePa00,tackles_assists,0,,,,,
player,201112180crd,crd,PetePa00,tackles_loss,0,,,,,
player,201112180crd,crd,PetePa00,qb_hits,0,,,,,
player,201112180crd,crd,PetePa00,fumbles_rec,0,,,,,
player,201112180crd,crd,PetePa00,fumbles_rec_yds,0,,,,,
player,201112180crd,crd,PetePa00,fumbles_rec_td,0,,,,,
player,201112180crd,crd,PetePa00,fumbles_forced,0,,,,,
player,201112180crd,crd,DockDa20,def_int,0,,,,,
player,201112180crd,crd,DockDa20,def_int_yds,0,,,,,
player,201112180crd,crd,DockDa20,def_int_td,0,,,,,
player,201112180crd,crd,DockDa20,def_int_long,0,,,,,
player,201112180crd,crd,DockDa20,pass_defended,0,,,,,
player,201112180crd,crd,DockDa20,sacks,0.0,,,,,
player,201112180crd,crd,DockDa20,tackles_combined,1,,,,,
player,201112180crd,crd,DockDa20,tackles_solo,0,,,,,
player,201112180crd,crd,DockDa20,tackles_assists,1,,,,,
player,201112180crd,crd,DockDa20,tackles_loss,0,,,,,
player,201112180crd,crd,DockDa20,qb_hits,0,,,,,
player,201112180crd,crd,DockDa20,fumbles_rec,0,,,,,
player,201112180crd,crd,DockDa20,fumbles_rec_yds,0,,,,,
player,201112180crd,crd,DockDa20,fumbles_rec_td,0,,,,,
player,201112180crd,crd,DockDa20,fumbles_forced,0,,,,,
player,201112180crd,crd,EasoNi20,def_int,0,,,,,
player,201112180crd,crd,EasoNi20,def_int_yds,0,,,,,
player,201112180crd,crd,EasoNi20,def_int_td,0,,,,,
player,201112180crd,crd,EasoNi20,def_int_long,0,,,,,
player,201112180crd,crd,EasoNi20,pass_defended,0,,,,,
player,201112180crd,crd,EasoNi20,sacks,0.0,,,,,
player,201112180crd,crd,EasoNi20,tackles_combined,1,,,,,
player,201112180crd,crd,EasoNi20,tackles_solo,1,,,,,
player,201112180crd,crd,EasoNi20,tackles_assists,0,,,,,
player,201112180crd,crd,EasoNi20,tackles_loss,0,,,,,
player,201112180crd,crd,EasoNi20,qb_hits,0,,,,,
player,201112180crd,crd,EasoNi20,fumbles_rec,0,,,,,
player,201112180crd,crd,EasoNi20,fumbles_rec_yds,0,,,,,
player,201112180crd,crd,EasoNi20,fumbles_rec_td,0,,,,,
player,201112180crd,crd,EasoNi20,fumbles_forced,0,,,,,
player,201112180crd,crd,JeffA.00,def_int,0,,,,,
player,201112180crd,crd,JeffA.00,def_int_yds,0,,,,,
player,201112180crd,crd,JeffA.00,def_int_td,0,,,,,
player,201112180crd,crd,JeffA.00,def_int_long,0,,,,,
player,201112180crd,crd,JeffA.00,pass_defended,0,,,,,
player,201112180crd,crd,JeffA.00,sacks,0.0,,,,,
player,201112180crd,crd,JeffA.00,tackles_combined,1,,,,,
player,201112180crd,crd,JeffA.00,tackles_solo,1,,,,,
player,201112180crd,crd,JeffA.00,tackles_assists,0,,,,,
player,201112180crd,crd,JeffA.00,tackles_loss,0,,,,,
player,201112180crd,crd,JeffA.00,qb_hits,0,,,,,
player,201112180crd,crd,JeffA.00,fumbles_rec,0,,,,,
player,201112180crd,crd,JeffA.00,fumbles_rec_yds,0,,,,,
player,201112180crd,crd,JeffA.00,fumbles_rec_td,0,,,,,
player,201112180crd,crd,JeffA.00,fumbles_forced,0,,,,,
player,201112180crd,crd,LeacMi00,def_int,0,,,,,
player,201112180crd,crd,LeacMi00,def_int_yds,0,,,,,
player,201112180crd,crd,LeacMi00,def_int_td,0,,,,,
player,201112180crd,crd,LeacMi00,def_int_long,0,,,,,
player,201112180crd,crd,LeacMi00,pass_defended,0,,,,,
player,201112180crd,crd,LeacMi00,sacks,0.0,,,,,
player,201112180crd,crd,LeacMi00,tackles_combined,1,,,,,
player,201112180crd,crd,LeacMi00,tackles_solo,1,,,,,
player,201112180crd,crd,LeacMi00,tackles_assists,0,,,,,
player,201112180crd,crd,LeacMi00,tackles_loss,0,,,,,
player,201112180crd,crd,LeacMi00,qb_hits,0,,,,,
player,201112180crd,crd,LeacMi00,fumbles_rec,0,,,,,
player,201112180crd,crd,LeacMi00,fumbles_rec_yds,0,,,,,
player,201112180crd,crd,LeacMi00,fumbles_rec_td,0,,,,,
player,201112180crd,crd,LeacMi00,fumbles_forced,0,,,,,
player,201112180crd,cle,CribJo01,kick_ret,2,,,,,
player,201112180crd,cle,CribJo01,kick_ret_yds,51,,,,,
player,201112180crd,cle,CribJo01,kick_ret_yds_per_ret,25.5,,,,,
player,201112180crd,cle,CribJo01,kick_ret_td,0,,,,,
player,201112180crd,cle,CribJo01,kick_ret_long,26,,,,,
player,201112180crd,cle,CribJo01,punt_ret,3,,,,,
player,201112180crd,cle,CribJo01,punt_ret_yds,40,,,,,
player,201112180crd,cle,CribJo01,punt_ret_yds_per_ret,13.3,,,,,
player,201112180crd,cle,CribJo01,punt_ret_td,0,,,,,
player,201112180crd,cle,CribJo01,punt_ret_long,24,,,,,
player,201112180crd,cle,SkriBu00,kick_ret,1,,,,,
player,201112180crd,cle,SkriBu00,kick_ret_yds,32,,,,,
player,201112180crd,cle,SkriBu00,kick_ret_yds_per_ret,32.0,,,,,
player,201112180crd,cle,SkriBu00,kick_ret_td,0,,,,,
player,201112180crd,cle,SkriBu00,kick_ret_long,32,,,,,
player,201112180crd,cle,SkriBu00,punt_ret,0,,,,,
player,201112180crd,cle,SkriBu00,punt_ret_yds,0,,,,,
player,201112180crd,cle,SkriBu00,punt_ret_yds_per_ret,,,,,,
player,201112180crd,cle,SkriBu00,punt_ret_td,0,,,,,
player,201112180crd,cle,SkriBu00,punt_ret_long,0,,,,,
player,201112180crd,crd,PetePa00,kick_ret,0,,,,,
player,201112180crd,crd,PetePa00,kick_ret_yds,0,,,,,
player,201112180crd,crd,PetePa00,kick_ret_yds_per_ret,,,,,,
player,201112180crd,crd,PetePa00,kick_ret_td,0,,,,,
player,201112180crd,crd,PetePa00,kick_ret_long,0,,,,,
player,201112180crd,crd,PetePa00,punt_ret,3,,,,,
player,201112180crd,crd,PetePa00,punt_ret_yds,33,,,,,
player,201112180crd,crd,PetePa00,punt_ret_yds_per_ret,11.0,,,,,
player,201112180crd,crd,PetePa00,punt_ret_td,0,,,,,
player,201112180crd,crd,PetePa00,punt_ret_long,32,,,,,
player,201112180crd,crd,StepLa00,kick_ret,4,,,,,
player,201112180crd,crd,StepLa00,kick_ret_yds,98,,,,,
player,201112180crd,crd,StepLa00,kick_ret_yds_per_ret,24.5,,,,,
player,201112180crd,crd,StepLa00,kick_ret_td,0,,,,,
player,201112180crd,crd,StepLa00,kick_ret_long,37,,,,,
player,201112180crd,crd,StepLa00,punt_ret,0,,,,,
player,201112180crd,crd,StepLa00,punt_ret_yds,0,,,,,
player,201112180crd,crd,StepLa00,punt_ret_yds_per_ret,,,,,,
player,201112180crd,crd,StepLa00,punt_ret_td,0,,,,,
player,201112180crd,crd,StepLa00,punt_ret_long,0,,,,,
player,201112180crd,cle,dawsophi01,xpm,2,,,,,
player,201112180crd,cle,dawsophi01,xpa,2,,,,,
player,201112180crd,cle,dawsophi01,fgm,1,,,,,
player,201112180crd,cle,dawsophi01,fga,1,,,,,
player,201112180crd,cle,dawsophi01,punt,0,,,,,
player,201112180crd,cle,dawsophi01,punt_yds,0,,,,,
player,201112180crd,cle,dawsophi01,punt_yds_per_punt,,,,,,
player,201112180crd,cle,dawsophi01,punt_long,0,,,,,
player,201112180crd,cle,MaynBr20,xpm,,,,,,
player,201112180crd,cle,MaynBr20,xpa,,,,,,
player,201112180crd,cle,MaynBr20,fgm,,,,,,
player,201112180crd,cle,MaynBr20,fga,,,,,,
player,201112180crd,cle,MaynBr20,punt,7,,,,,
player,201112180crd,cle,MaynBr20,punt_yds,278,,,,,
player,201112180crd,cle,MaynBr20,punt_yds_per_punt,39.7,,,,,
player,201112180crd,cle,MaynBr20,punt_long,55,,,,,
player,201112180crd,crd,feelyjay01,xpm,2,,,,,
player,201112180crd,crd,feelyjay01,xpa,2,,,,,
player,201112180crd,crd,feelyjay01,fgm,2,,,,,
player,201112180crd,crd,feelyjay01,fga,2,,,,,
player,201112180crd,crd,feelyjay01,punt,0,,,,,
player,201112180crd,crd,feelyjay01,punt_yds,0,,,,,
player,201112180crd,crd,feelyjay01,punt_yds_per_punt,,,,,,
player,201112180crd,crd,feelyjay01,punt_long,0,,,,,
player,201112180crd,crd,ZastDa20,xpm,,,,,,
player,201112180crd,crd,ZastDa20,xpa,,,,,,
player,201112180crd,crd,ZastDa20,fgm,,,,,,
player,201112180crd,crd,ZastDa20,fga,,,,,,
player,201112180crd,crd,ZastDa20,punt,7,,,,,
player,201112180crd,crd,ZastDa20,punt_yds,312,,,,,
player,201112180crd,crd,ZastDa20,punt_yds_per_punt,44.6,,,,,
player,201112180crd,crd,ZastDa20,punt_long,57,,,,,
