game,2011,14,20111211,201112110mia,phi,"Philadelphia Eagles",26,mia,"Miami Dolphins",10
player,201112110mia,phi,BrowRo05,rush_long,4,,,,,
player,201112110mia,phi,BrowRo05,targets,0,,,,,
player,201112110mia,phi,BrowRo05,rec,0,,,,,
player,201112110mia,phi,BrowRo05,rec_yds,0,,,,,
player,201112110mia,phi,BrowRo05,rec_td,0,,,,,
player,201112110mia,phi,BrowRo05,rec_long,0,,,,,
player,201112110mia,phi,BrowRo05,fumbles,0,,,,,
player,201112110mia,phi,BrowRo05,fumbles_lost,,,,,,
player,201112110mia,phi,JackDe00,pass_cmp,0,,,,,
player,201112110mia,phi,JackDe00,pass_att,0,,,,,
player,201112110mia,phi,JackDe00,pass_yds,0,,,,,
player,201112110mia,phi,JackDe00,pass_td,0,,,,,
player,201112110mia,phi,JackDe00,pass_int,0,,,,,
player,201112110mia,phi,JackDe00,pass_sacked,0,,,,,
player,201112110mia,phi,JackDe00,pass_sacked_yds,0,,,,,
player,201112110mia,phi,JackDe00,pass_long,0,,,,,
player,201112110mia,phi,JackDe00,pass_rating,,,,,,
player,201112110mia,phi,JackDe00,rush_att,0,,,,,
player,201112110mia,phi,JackDe00,rush_yds,0,,,,,
player,201112110mia,phi,JackDe00,rush_td,0,,,,,
player,201112110mia,phi,JackDe00,rush_long,0,,,,,
player,201112110mia,phi,JackDe00,targets,6,,,,,
player,201112110mia,phi,JackDe00,rec,4,,,,,
player,201112110mia,phi,JackDe00,rec_yds,59,,,,,
player,201112110mia,phi,JackDe00,rec_td,1,,,,,
player,201112110mia,phi,JackDe00,rec_long,34,,,,,
player,201112110mia,phi,JackDe00,fumbles,0,,,,,
player,201112110mia,phi,JackDe00,fumbles_lost,,,,,,
player,201112110mia,phi,CeleBr00,pass_cmp,0,,,,,
player,201112110mia,phi,CeleBr00,pass_att,0,,,,,
player,201112110mia,phi,CeleBr00,pass_yds,0,,,,,
player,201112110mia,phi,CeleBr00,pass_td,0,,,,,
player,201112110mia,phi,CeleBr00,pass_int,0,,,,,
player,201112110mia,phi,CeleBr00,pass_sacked,0,,,,,
player,201112110mia,phi,CeleBr00,pass_sacked_yds,0,,,,,
player,201112110mia,phi,CeleBr00,pass_long,0,,,,,
player,201112110mia,phi,CeleBr00,pass_rating,,,,,,
player,201112110mia,phi,CeleBr00,rush_att,0,,,,,
player,201112110mia,phi,CeleBr00,rush_yds,0,,,,,
player,201112110mia,phi,CeleBr00,rush_td,0,,,,,
player,201112110mia,phi,CeleBr00,rush_long,0,,,,,
player,201112110mia,phi,CeleBr00,targets,5,,,,,
player,201112110mia,phi,CeleBr00,rec,4,,,,,
player,201112110mia,phi,CeleBr00,rec_yds,39,,,,,
player,201112110mia,phi,CeleBr00,rec_td,0,,,,,
player,201112110mia,phi,CeleBr00,rec_long,11,,,,,
player,201112110mia,phi,CeleBr00,fumbles,0,,,,,
player,201112110mia,phi,CeleBr00,fumbles_lost,,,,,,
player,201112110mia,phi,AvanJa00,pass_cmp,0,,,,,
player,201112110mia,phi,AvanJa00,pass_att,0,,,,,
player,201112110mia,phi,AvanJa00,pass_yds,0,,,,,
player,201112110mia,phi,AvanJa00,pass_td,0,,,,,
player,201112110mia,phi,AvanJa00,pass_int,0,,,,,
player,201112110mia,phi,AvanJa00,pass_sacked,0,,,,,
player,201112110mia,phi,AvanJa00,pass_sacked_yds,0,,,,,
player,201112110mia,phi,AvanJa00,pass_long,0,,,,,
player,201112110mia,phi,AvanJa00,pass_rating,,,,,,
player,201112110mia,phi,AvanJa00,rush_att,0,,,,,
player,201112110mia,phi,AvanJa00,rush_yds,0,,,,,
player,201112110mia,phi,AvanJa00,rush_td,0,,,,,
player,201112110mia,phi,AvanJa00,rush_long,0,,,,,
player,201112110mia,phi,AvanJa00,targets,4,,,,,
player,201112110mia,phi,AvanJa00,rec,2,,,,,
player,201112110mia,phi,AvanJa00,rec_yds,35,,,,,
player,201112110mia,phi,AvanJa00,rec_td,0,,,,,
player,201112110mia,phi,AvanJa00,rec_long,28,,,,,
player,201112110mia,phi,AvanJa00,fumbles,0,,,,,
player,201112110mia,phi,AvanJa00,fumbles_lost,,,,,,
player,201112110mia,phi,CoopRi00,pass_cmp,0,,,,,
player,201112110mia,phi,CoopRi00,pass_att,0,,,,,
player,201112110mia,phi,CoopRi00,pass_yds,0,,,,,
player,201112110mia,phi,CoopRi00,pass_td,0,,,,,
player,201112110mia,phi,CoopRi00,pass_int,0,,,,,
player,201112110mia,phi,CoopRi00,pass_sacked,0,,,,,
player,201112110mia,phi,CoopRi00,pass_sacked_yds,0,,,,,
player,201112110mia,phi,CoopRi00,pass_long,0,,,,,
player,201112110mia,phi,CoopRi00,pass_rating,,,,,,
player,201112110mia,phi,CoopRi00,rush_att,0,,,,,
player,201112110mia,phi,CoopRi00,rush_yds,0,,,,,
player,201112110mia,phi,CoopRi00,rush_td,0,,,,,
player,201112110mia,phi,CoopRi00,rush_long,0,,,,,
player,201112110mia,phi,CoopRi00,targets,3,,,,,
player,201112110mia,phi,CoopRi00,rec,1,,,,,
player,201112110mia,phi,CoopRi00,rec_yds,29,,,,,
player,201112110mia,phi,CoopRi00,rec_td,0,,,,,
player,201112110mia,phi,CoopRi00,rec_long,29,,,,,
player,201112110mia,phi,CoopRi00,fumbles,0,,,,,
player,201112110mia,phi,CoopRi00,fumbles_lost,,,,,,
player,201112110mia,phi,MaclJe00,pass_cmp,0,,,,,
player,201112110mia,phi,MaclJe00,pass_att,0,,,,,
player,201112110mia,phi,MaclJe00,pass_yds,0,,,,,
player,201112110mia,phi,MaclJe00,pass_td,0,,,,,
player,201112110mia,phi,MaclJe00,pass_int,0,,,,,
player,201112110mia,phi,MaclJe00,pass_sacked,0,,,,,
player,201112110mia,phi,MaclJe00,pass_sacked_yds,0,,,,,
player,201112110mia,phi,MaclJe00,pass_long,0,,,,,
player,201112110mia,phi,MaclJe00,pass_rating,,,,,,
player,201112110mia,phi,MaclJe00,rush_att,0,,,,,
player,201112110mia,phi,MaclJe00,rush_yds,0,,,,,
player,201112110mia,phi,MaclJe00,rush_td,0,,,,,
player,201112110mia,phi,MaclJe00,rush_long,0,,,,,
player,201112110mia,phi,MaclJe00,targets,4,,,,,
player,201112110mia,phi,MaclJe00,rec,1,,,,,
player,201112110mia,phi,MaclJe00,rec_yds,13,,,,,
player,201112110mia,phi,MaclJe00,rec_td,0,,,,,
player,201112110mia,phi,MaclJe00,rec_long,13,,,,,
player,201112110mia,phi,MaclJe00,fumbles,0,,,,,
player,201112110mia,phi,MaclJe00,fumbles_lost,,,,,,
player,201112110mia,phi,HallCh00,pass_cmp,0,,,,,
player,201112110mia,phi,HallCh00,pass_att,0,,,,,
player,201112110mia,phi,HallCh00,pass_yds,0,,,,,
player,201112110mia,phi,HallCh00,pass_td,0,,,,,
player,201112110mia,phi,HallCh00,pass_int,0,,,,,
player,201112110mia,phi,HallCh00,pass_sacked,0,,,,,
player,201112110mia,phi,HallCh00,pass_sacked_yds,0,,,,,
player,201112110mia,phi,HallCh00,pass_long,0,,,,,
player,201112110mia,phi,HallCh00,pass_rating,,,,,,
player,201112110mia,phi,HallCh00,rush_att,0,,,,,
player,201112110mia,phi,HallCh00,rush_yds,0,,,,,
player,201112110mia,phi,HallCh00,rush_td,0,,,,,
player,201112110mia,phi,HallCh00,rush_long,0,,,,,
player,201112110mia,phi,HallCh00,targets,1,,,,,
player,201112110mia,phi,HallCh00,rec,0,,,,,
player,201112110mia,phi,HallCh00,rec_yds,0,,,,,
player,201112110mia,phi,HallCh00,rec_td,0,,,,,
player,201112110mia,phi,HallCh00,rec_long,0,,,,,
player,201112110mia,phi,HallCh00,fumbles,0,,,,,
player,201112110mia,phi,HallCh00,fumbles_lost,,,,,,
player,201112110mia,phi,HarbCl00,pass_cmp,0,,,,,
player,201112110mia,phi,HarbCl00,pass_att,0,,,,,
player,201112110mia,phi,HarbCl00,pass_yds,0,,,,,
player,201112110mia,phi,HarbCl00,pass_td,0,,,,,
player,201112110mia,phi,HarbCl00,pass_int,0,,,,,
player,201112110mia,phi,HarbCl00,pass_sacked,0,,,,,
player,201112110mia,phi,HarbCl00,pass_sacked_yds,0,,,,,
player,201112110mia,phi,HarbCl00,pass_long,0,,,,,
player,201112110mia,phi,HarbCl00,pass_rating,,,,,,
player,201112110mia,phi,HarbCl00,rush_att,0,,,,,
player,201112110mia,phi,HarbCl00,rush_yds,0,,,,,
player,201112110mia,phi,HarbCl00,rush_td,0,,,,,
player,201112110mia,phi,HarbCl00,rush_long,0,,,,,
player,201112110mia,phi,HarbCl00,targets,1,,,,,
player,201112110mia,phi,HarbCl00,rec,0,,,,,
player,201112110mia,phi,HarbCl00,rec_yds,0,,,,,
player,201112110mia,phi,HarbCl00,rec_td,0,,,,,
player,201112110mia,phi,HarbCl00,rec_long,0,,,,,
player,201112110mia,phi,HarbCl00,fumbles,0,,,,,
player,201112110mia,phi,HarbCl00,fumbles_lost,,,,,,
player,201112110mia,mia,MoorMa01,pass_cmp,11,,,,,
player,201112110mia,mia,MoorMa01,pass_att,19,,,,,
player,201112110mia,mia,MoorMa01,pass_yds,95,,,,,
player,201112110mia,mia,MoorMa01,pass_td,1,,,,,
player,201112110mia,mia,MoorMa01,pass_int,1,,,,,
player,201112110mia,mia,MoorMa01,pass_sacked,4,,,,,
player,201112110mia,mia,MoorMa01,pass_sacked_yds,22,,,,,
player,201112110mia,mia,MoorMa01,pass_long,21,,,,,
player,201112110mia,mia,MoorMa01,pass_rating,66.8,,,,,
player,201112110mia,mia,MoorMa01,rush_att,1,,,,,
player,201112110mia,mia,MoorMa01,rush_yds,1,,,,,
player,201112110mia,mia,MoorMa01,rush_td,0,,,,,
player,201112110mia,mia,MoorMa01,rush_long,1,,,,,
player,201112110mia,mia,MoorMa01,targets,0,,,,,
player,201112110mia,mia,MoorMa01,rec,0,,,,,
player,201112110mia,mia,MoorMa01,rec_yds,0,,,,,
player,201112110mia,mia,MoorMa01,rec_td,0,,,,,
player,201112110mia,mia,MoorMa01,rec_long,0,,,,,
player,201112110mia,mia,MoorMa01,fumbles,1,,,,,
player,201112110mia,mia,MoorMa01,fumbles_lost,,,,,,
player,201112110mia,mia,LosmJ.00,pass_cmp,6,,,,,
player,201112110mia,mia,LosmJ.00,pass_att,10,,,,,
player,201112110mia,mia,LosmJ.00,pass_yds,60,,,,,
player,201112110mia,mia,LosmJ.00,pass_td,0,,,,,
player,201112110mia,mia,LosmJ.00,pass_int,0,,,,,
player,201112110mia,mia,LosmJ.00,pass_sacked,5,,,,,
player,201112110mia,mia,LosmJ.00,pass_sacked_yds,38,,,,,
player,201112110mia,mia,LosmJ.00,pass_long,25,,,,,
player,201112110mia,mia,LosmJ.00,pass_rating,77.1,,,,,
player,201112110mia,mia,LosmJ.00,rush_att,2,,,,,
player,201112110mia,mia,LosmJ.00,rush_yds,1,,,,,
player,201112110mia,mia,LosmJ.00,rush_td,0,,,,,
player,201112110mia,mia,LosmJ.00,rush_long,1,,,,,
player,201112110mia,mia,LosmJ.00,targets,0,,,,,
player,201112110mia,mia,LosmJ.00,rec,0,,,,,
player,201112110mia,mia,LosmJ.00,rec_yds,0,,,,,
player,201112110mia,mia,LosmJ.00,rec_td,0,,,,,
player,201112110mia,mia,LosmJ.00,rec_long,0,,,,,
player,201112110mia,mia,LosmJ.00,fumbles,1,,,,,
player,201112110mia,mia,LosmJ.00,fumbles_lost,0,,,,,
player,201112110mia,mia,BushRe00,pass_cmp,0,,,,,
player,201112110mia,mia,BushRe00,pass_att,0,,,,,
player,201112110mia,mia,BushRe00,pass_yds,0,,,,,
player,201112110mia,mia,BushRe00,pass_td,0,,,,,
player,201112110mia,mia,BushRe00,pass_int,0,,,,,
player,201112110mia,mia,BushRe00,pass_sacked,0,,,,,
player,201112110mia,mia,BushRe00,pass_sacked_yds,0,,,,,
player,201112110mia,mia,BushRe00,pass_long,0,,,,,
player,201112110mia,mia,BushRe00,pass_rating,,,,,,
player,201112110mia,mia,BushRe00,rush_att,14,,,,,
player,201112110mia,mia,BushRe00,rush_yds,103,,,,,
player,201112110mia,mia,BushRe00,rush_td,0,,,,,
player,201112110mia,mia,BushRe00,rush_long,16,,,,,
player,201112110mia,mia,BushRe00,targets,6,,,,,
player,201112110mia,mia,BushRe00,rec,5,,,,,
player,201112110mia,mia,BushRe00,rec_yds,27,,,,,
player,201112110mia,mia,BushRe00,rec_td,0,,,,,
player,201112110mia,mia,BushRe00,rec_long,17,,,,,
player,201112110mia,mia,BushRe00,fumbles,0,,,,,
player,201112110mia,mia,BushRe00,fumbles_lost,,,,,,
player,201112110mia,mia,ThomDa03,pass_cmp,0,,,,,
player,201112110mia,mia,ThomDa03,pass_att,0,,,,,
player,201112110mia,mia,ThomDa03,pass_yds,0,,,,,
player,201112110mia,mia,ThomDa03,pass_td,0,,,,,
player,201112110mia,mia,ThomDa03,pass_int,0,,,,,
player,201112110mia,mia,ThomDa03,pass_sacked,0,,,,,
player,201112110mia,mia,ThomDa03,pass_sacked_yds,0,,,,,
player,201112110mia,mia,ThomDa03,pass_long,0,,,,,
player,201112110mia,mia,ThomDa03,pass_rating,,,,,,
player,201112110mia,mia,ThomDa03,rush_att,7,,,,,
player,201112110mia,mia,ThomDa03,rush_yds,4,,,,,
player,201112110mia,mia,ThomDa03,rush_td,0,,,,,
player,201112110mia,mia,ThomDa03,rush_long,4,,,,,
player,201112110mia,mia,ThomDa03,targets,2,,,,,
player,201112110mia,mia,ThomDa03,rec,2,,,,,
player,201112110mia,mia,ThomDa03,rec_yds,9,,,,,
player,201112110mia,mia,ThomDa03,rec_td,0,,,,,
player,201112110mia,mia,ThomDa03,rec_long,7,,,,,
player,201112110mia,mia,ThomDa03,fumbles,0,,,,,
player,201112110mia,mia,ThomDa03,fumbles_lost,,,,,,
player,201112110mia,mia,FasaAn00,pass_cmp,0,,,,,
player,201112110mia,mia,FasaAn00,pass_att,0,,,,,
player,201112110mia,mia,FasaAn00,pass_yds,0,,,,,
player,201112110mia,mia,FasaAn00,pass_td,0,,,,,
player,201112110mia,mia,FasaAn00,pass_int,0,,,,,
player,201112110mia,mia,FasaAn00,pass_sacked,0,,,,,
player,201112110mia,mia,FasaAn00,pass_sacked_yds,0,,,,,
player,201112110mia,mia,FasaAn00,pass_long,0,,,,,
player,201112110mia,mia,FasaAn00,pass_rating,,,,,,
player,201112110mia,mia,FasaAn00,rush_att,0,,,,,
player,201112110mia,mia,FasaAn00,rush_yds,0,,,,,
player,201112110mia,mia,FasaAn00,rush_td,0,,,,,
player,201112110mia,mia,FasaAn00,rush_long,0,,,,,
player,201112110mia,mia,FasaAn00,targets,8,,,,,
player,201112110mia,mia,FasaAn00,rec,3,,,,,
player,201112110mia,mia,FasaAn00,rec_yds,56,,,,,
player,201112110mia,mia,FasaAn00,rec_td,0,,,,,
player,201112110mia,mia,FasaAn00,rec_long,25,,,,,
player,201112110mia,mia,FasaAn00,fumbles,0,,,,,
player,201112110mia,mia,FasaAn00,fumbles_lost,,,,,,
player,201112110mia,mia,MarsBr00,pass_cmp,0,,,,,
player,201112110mia,mia,MarsBr00,pass_att,0,,,,,
player,201112110mia,mia,MarsBr00,pass_yds,0,,,,,
player,201112110mia,mia,MarsBr00,pass_td,0,,,,,
player,201112110mia,mia,MarsBr00,pass_int,0,,,,,
player,201112110mia,mia,MarsBr00,pass_sacked,0,,,,,
player,201112110mia,mia,MarsBr00,pass_sacked_yds,0,,,,,
player,201112110mia,mia,MarsBr00,pass_long,0,,,,,
player,201112110mia,mia,MarsBr00,pass_rating,,,,,,
player,201112110mia,mia,MarsBr00,rush_att,0,,,,,
player,201112110mia,mia,MarsBr00,rush_yds,0,,,,,
player,201112110mia,mia,MarsBr00,rush_td,0,,,,,
player,201112110mia,mia,MarsBr00,rush_long,0,,,,,
player,201112110mia,mia,MarsBr00,targets,8,,,,,
player,201112110mia,mia,MarsBr00,rec,4,,,,,
player,201112110mia,mia,MarsBr00,rec_yds,27,,,,,
player,201112110mia,mia,MarsBr00,rec_td,1,,,,,
player,201112110mia,mia,MarsBr00,rec_long,16,,,,,
player,201112110mia,mia,MarsBr00,fumbles,0,,,,,
player,201112110mia,mia,MarsBr00,fumbles_lost,,,,,,
player,201112110mia,mia,HartBr00,pass_cmp,0,,,,,
player,201112110mia,mia,HartBr00,pass_att,0,,,,,
player,201112110mia,mia,HartBr00,pass_yds,0,,,,,
player,201112110mia,mia,HartBr00,pass_td,0,,,,,
player,201112110mia,mia,HartBr00,pass_int,0,,,,,
player,201112110mia,mia,HartBr00,pass_sacked,0,,,,,
player,201112110mia,mia,HartBr00,pass_sacked_yds,0,,,,,
player,201112110mia,mia,HartBr00,pass_long,0,,,,,
player,201112110mia,mia,HartBr00,pass_rating,,,,,,
player,201112110mia,mia,HartBr00,rush_att,0,,,,,
player,201112110mia,mia,HartBr00,rush_yds,0,,,,,
player,201112110mia,mia,HartBr00,rush_td,0,,,,,
player,201112110mia,mia,HartBr00,rush_long,0,,,,,
player,201112110mia,mia,HartBr00,targets,1,,,,,
player,201112110mia,mia,HartBr00,rec,1,,,,,
player,201112110mia,mia,HartBr00,rec_yds,24,,,,,
player,201112110mia,mia,HartBr00,rec_td,0,,,,,
player,201112110mia,mia,HartBr00,rec_long,24,,,,,
player,201112110mia,mia,HartBr00,fumbles,0,,,,,
player,201112110mia,mia,HartBr00,fumbles_lost,,,,,,
player,201112110mia,mia,BessDa00,pass_cmp,0,,,,,
player,201112110mia,mia,BessDa00,pass_att,0,,,,,
player,201112110mia,mia,BessDa00,pass_yds,0,,,,,
player,201112110mia,mia,BessDa00,pass_td,0,,,,,
player,201112110mia,mia,BessDa00,pass_int,0,,,,,
player,201112110mia,mia,BessDa00,pass_sacked,0,,,,,
player,201112110mia,mia,BessDa00,pass_sacked_yds,0,,,,,
player,201112110mia,mia,BessDa00,pass_long,0,,,,,
player,201112110mia,mia,BessDa00,pass_rating,,,,,,
player,201112110mia,mia,BessDa00,rush_att,0,,,,,
player,201112110mia,mia,BessDa00,rush_yds,0,,,,,
player,201112110mia,mia,BessDa00,rush_td,0,,,,,
player,201112110mia,mia,BessDa00,rush_long,0,,,,,
player,201112110mia,mia,BessDa00,targets,4,,,,,
player,201112110mia,mia,BessDa00,rec,2,,,,,
player,201112110mia,mia,BessDa00,rec_yds,12,,,,,
player,201112110mia,mia,BessDa00,rec_td,0,,,,,
player,201112110mia,mia,BessDa00,rec_long,8,,,,,
player,201112110mia,mia,BessDa00,fumbles,1,,,,,
player,201112110mia,mia,BessDa00,fumbles_lost,1,,,,,
player,201112110mia,mia,HillLe00,pass_cmp,0,,,,,
player,201112110mia,mia,HillLe00,pass_att,0,,,,,
player,201112110mia,mia,HillLe00,pass_yds,0,,,,,
player,201112110mia,mia,HillLe00,pass_td,0,,,,,
player,201112110mia,mia,HillLe00,pass_int,0,,,,,
player,201112110mia,mia,HillLe00,pass_sacked,0,,,,,
player,201112110mia,mia,HillLe00,pass_sacked_yds,0,,,,,
player,201112110mia,mia,HillLe00,pass_long,0,,,,,
player,201112110mia,mia,HillLe00,pass_rating,,,,,,
player,201112110mia,mia,HillLe00,rush_att,2,,,,,
player,201112110mia,mia,HillLe00,rush_yds,0,,,,,
player,201112110mia,mia,HillLe00,rush_td,0,,,,,
player,201112110mia,mia,HillLe00,rush_long,0,,,,,
player,201112110mia,mia,HillLe00,targets,0,,,,,
player,201112110mia,mia,HillLe00,rec,0,,,,,
player,201112110mia,mia,HillLe00,rec_yds,0,,,,,
player,201112110mia,mia,HillLe00,rec_td,0,,,,,
player,201112110mia,mia,HillLe00,rec_long,0,,,,,
player,201112110mia,mia,HillLe00,fumbles,0,,,,,
player,201112110mia,mia,HillLe00,fumbles_lost,,,,,,
player,201112110mia,phi,ColeKu99,def_int,1,,,,,
player,201112110mia,phi,ColeKu99,def_int_yds,35,,,,,
player,201112110mia,phi,ColeKu99,def_int_td,0,,,,,
player,201112110mia,phi,ColeKu99,def_int_long,35,,,,,
player,201112110mia,phi,ColeKu99,pass_defended,1,,,,,
player,201112110mia,phi,ColeKu99,sacks,0.0,,,,,
player,201112110mia,phi,ColeKu99,tackles_combined,6,,,,,
player,201112110mia,phi,ColeKu99,tackles_solo,5,,,,,
player,201112110mia,phi,ColeKu99,tackles_assists,1,,,,,
player,201112110mia,phi,ColeKu99,tackles_loss,0,,,,,
player,201112110mia,phi,ColeKu99,qb_hits,0,,,,,
player,201112110mia,phi,ColeKu99,fumbles_rec,0,,,,,
player,201112110mia,phi,ColeKu99,fumbles_rec_yds,0,,,,,
player,201112110mia,phi,ColeKu99,fumbles_rec_td,0,,,,,
player,201112110mia,phi,ColeKu99,fumbles_forced,0,,,,,
player,201112110mia,phi,ColeTr20,def_int,0,,,,,
player,201112110mia,phi,ColeTr20,def_int_yds,0,,,,,
player,201112110mia,phi,ColeTr20,def_int_td,0,,,,,
player,201112110mia,phi,ColeTr20,def_int_long,0,,,,,
player,201112110mia,phi,ColeTr20,pass_defended,0,,,,,
player,201112110mia,phi,ColeTr20,sacks,3.0,,,,,
player,201112110mia,phi,ColeTr20,tackles_combined,7,,,,,
player,201112110mia,phi,ColeTr20,tackles_solo,7,,,,,
player,201112110mia,phi,ColeTr20,tackles_assists,0,,,,,
player,201112110mia,phi,ColeTr20,tackles_loss,2,,,,,
player,201112110mia,phi,ColeTr20,qb_hits,3,,,,,
player,201112110mia,phi,ColeTr20,fumbles_rec,0,,,,,
player,201112110mia,phi,ColeTr20,fumbles_rec_yds,0,,,,,
player,201112110mia,phi,ColeTr20,fumbles_rec_td,0,,,,,
player,201112110mia,phi,ColeTr20,fumbles_forced,0,,,,,
player,201112110mia,phi,BabiJa20,def_int,0,,,,,
player,201112110mia,phi,BabiJa20,def_int_yds,0,,,,,
player,201112110mia,phi,BabiJa20,def_int_td,0,,,,,
player,201112110mia,phi,BabiJa20,def_int_long,0,,,,,
player,201112110mia,phi,BabiJa20,pass_defended,0,,,,,
player,201112110mia,phi,BabiJa20,sacks,3.0,,,,,
player,201112110mia,phi,BabiJa20,tackles_combined,3,,,,,
player,201112110mia,phi,BabiJa20,tackles_solo,3,,,,,
player,201112110mia,phi,BabiJa20,tackles_assists,0,,,,,
player,201112110mia,phi,BabiJa20,tackles_loss,2,,,,,
player,201112110mia,phi,BabiJa20,qb_hits,2,,,,,
player,201112110mia,phi,BabiJa20,fumbles_rec,0,,,,,
player,201112110mia,phi,BabiJa20,fumbles_rec_yds,0,,,,,
player,201112110mia,phi,BabiJa20,fumbles_rec_td,0,,,,,
player,201112110mia,phi,BabiJa20,fumbles_forced,1,,,,,
player,201112110mia,phi,MattCa00,def_int,0,,,,,
player,201112110mia,phi,MattCa00,def_int_yds,0,,,,,
player,201112110mia,phi,MattCa00,def_int_td,0,,,,,
player,201112110mia,phi,MattCa00,def_int_long,0,,,,,
player,201112110mia,phi,MattCa00,pass_defended,0,,,,,
player,201112110mia,phi,MattCa00,sacks,1.0,,,,,
player,201112110mia,phi,MattCa00,tackles_combined,4,,,,,
player,201112110mia,phi,MattCa00,tackles_solo,4,,,,,
