game,2011,14,20111211,201112110mia,phi,"Philadelphia Eagles",26,mia,"Miami Dolphins",10
player,201112110mia,mia,AlleWi20,fumbles_rec_yds,0,,,,,
player,201112110mia,mia,AlleWi20,fumbles_rec_td,0,,,,,
player,201112110mia,mia,AlleWi20,fumbles_forced,0,,,,,
player,201112110mia,mia,DaviVo99,def_int,0,,,,,
player,201112110mia,mia,DaviVo99,def_int_yds,0,,,,,
player,201112110mia,mia,DaviVo99,def_int_td,0,,,,,
player,201112110mia,mia,DaviVo99,def_int_long,0,,,,,
player,201112110mia,mia,DaviVo99,pass_defended,0,,,,,
player,201112110mia,mia,DaviVo99,sacks,0.0,,,,,
player,201112110mia,mia,DaviVo99,tackles_combined,2,,,,,
player,201112110mia,mia,DaviVo99,tackles_solo,2,,,,,
player,201112110mia,mia,DaviVo99,tackles_assists,0,,,,,
player,201112110mia,mia,DaviVo99,tackles_loss,0,,,,,
player,201112110mia,mia,DaviVo99,qb_hits,0,,,,,
player,201112110mia,mia,DaviVo99,fumbles_rec,0,,,,,
player,201112110mia,mia,DaviVo99,fumbles_rec_yds,0,,,,,
player,201112110mia,mia,DaviVo99,fumbles_rec_td,0,,,,,
player,201112110mia,mia,DaviVo99,fumbles_forced,0,,,,,
player,201112110mia,mia,OdriJa99,def_int,0,,,,,
player,201112110mia,mia,OdriJa99,def_int_yds,0,,,,,
player,201112110mia,mia,OdriJa99,def_int_td,0,,,,,
player,201112110mia,mia,OdriJa99,def_int_long,0,,,,,
player,201112110mia,mia,OdriJa99,pass_defended,1,,,,,
player,201112110mia,mia,OdriJa99,sacks,0.0,,,,,
player,201112110mia,mia,OdriJa99,tackles_combined,2,,,,,
player,201112110mia,mia,OdriJa99,tackles_solo,2,,,,,
player,201112110mia,mia,OdriJa99,tackles_assists,0,,,,,
player,201112110mia,mia,OdriJa99,tackles_loss,0,,,,,
player,201112110mia,mia,OdriJa99,qb_hits,1,,,,,
player,201112110mia,mia,OdriJa99,fumbles_rec,0,,,,,
player,201112110mia,mia,OdriJa99,fumbles_rec_yds,0,,,,,
player,201112110mia,mia,OdriJa99,fumbles_rec_td,0,,,,,
player,201112110mia,mia,OdriJa99,fumbles_forced,0,,,,,
player,201112110mia,mia,CarrNo00,def_int,0,,,,,
player,201112110mia,mia,CarrNo00,def_int_yds,0,,,,,
player,201112110mia,mia,CarrNo00,def_int_td,0,,,,,
player,201112110mia,mia,CarrNo00,def_int_long,0,,,,,
player,201112110mia,mia,CarrNo00,pass_defended,0,,,,,
player,201112110mia,mia,CarrNo00,sacks,0.0,,,,,
player,201112110mia,mia,CarrNo00,tackles_combined,1,,,,,
player,201112110mia,mia,CarrNo00,tackles_solo,1,,,,,
player,201112110mia,mia,CarrNo00,tackles_assists,0,,,,,
player,201112110mia,mia,CarrNo00,tackles_loss,0,,,,,
player,201112110mia,mia,CarrNo00,qb_hits,0,,,,,
player,201112110mia,mia,CarrNo00,fumbles_rec,0,,,,,
player,201112110mia,mia,CarrNo00,fumbles_rec_yds,0,,,,,
player,201112110mia,mia,CarrNo00,fumbles_rec_td,0,,,,,
player,201112110mia,mia,CarrNo00,fumbles_forced,0,,,,,
player,201112110mia,mia,MerlPh99,def_int,0,,,,,
player,201112110mia,mia,MerlPh99,def_int_yds,0,,,,,
player,201112110mia,mia,MerlPh99,def_int_td,0,,,,,
player,201112110mia,mia,MerlPh99,def_int_long,0,,,,,
player,201112110mia,mia,MerlPh99,pass_defended,2,,,,,
player,201112110mia,mia,MerlPh99,sacks,0.0,,,,,
player,201112110mia,mia,MerlPh99,tackles_combined,1,,,,,
player,201112110mia,mia,MerlPh99,tackles_solo,1,,,,,
player,201112110mia,mia,MerlPh99,tackles_assists,0,,,,,
player,201112110mia,mia,MerlPh99,tackles_loss,0,,,,,
player,201112110mia,mia,MerlPh99,qb_hits,0,,,,,
player,201112110mia,mia,MerlPh99,fumbles_rec,0,,,,,
player,201112110mia,mia,MerlPh99,fumbles_rec_yds,0,,,,,
player,201112110mia,mia,MerlPh99,fumbles_rec_td,0,,,,,
player,201112110mia,mia,MerlPh99,fumbles_forced,0,,,,,
player,201112110mia,mia,PruiJu00,def_int,0,,,,,
player,201112110mia,mia,PruiJu00,def_int_yds,0,,,,,
player,201112110mia,mia,PruiJu00,def_int_td,0,,,,,
player,201112110mia,mia,PruiJu00,def_int_long,0,,,,,
player,201112110mia,mia,PruiJu00,pass_defended,0,,,,,
player,201112110mia,mia,PruiJu00,sacks,0.0,,,,,
player,201112110mia,mia,PruiJu00,tackles_combined,1,,,,,
player,201112110mia,mia,PruiJu00,tackles_solo,1,,,,,
player,201112110mia,mia,PruiJu00,tackles_assists,0,,,,,
player,201112110mia,mia,PruiJu00,tackles_loss,0,,,,,
player,201112110mia,mia,PruiJu00,qb_hits,0,,,,,
player,201112110mia,mia,PruiJu00,fumbles_rec,0,,,,,
player,201112110mia,mia,PruiJu00,fumbles_rec_yds,0,,,,,
player,201112110mia,mia,PruiJu00,fumbles_rec_td,0,,,,,
player,201112110mia,mia,PruiJu00,fumbles_forced,0,,,,,
player,201112110mia,mia,SoliPa99,def_int,0,,,,,
player,201112110mia,mia,SoliPa99,def_int_yds,0,,,,,
player,201112110mia,mia,SoliPa99,def_int_td,0,,,,,
player,201112110mia,mia,SoliPa99,def_int_long,0,,,,,
player,201112110mia,mia,SoliPa99,pass_defended,0,,,,,
player,201112110mia,mia,SoliPa99,sacks,0.0,,,,,
player,201112110mia,mia,SoliPa99,tackles_combined,1,,,,,
player,201112110mia,mia,SoliPa99,tackles_solo,0,,,,,
player,201112110mia,mia,SoliPa99,tackles_assists,1,,,,,
player,201112110mia,mia,SoliPa99,tackles_loss,0,,,,,
player,201112110mia,mia,SoliPa99,qb_hits,0,,,,,
player,201112110mia,mia,SoliPa99,fumbles_rec,0,,,,,
player,201112110mia,mia,SoliPa99,fumbles_rec_yds,0,,,,,
player,201112110mia,mia,SoliPa99,fumbles_rec_td,0,,,,,
player,201112110mia,mia,SoliPa99,fumbles_forced,0,,,,,
player,201112110mia,mia,TrusJa99,def_int,0,,,,,
player,201112110mia,mia,TrusJa99,def_int_yds,0,,,,,
player,201112110mia,mia,TrusJa99,def_int_td,0,,,,,
player,201112110mia,mia,TrusJa99,def_int_long,0,,,,,
player,201112110mia,mia,TrusJa99,pass_defended,0,,,,,
player,201112110mia,mia,TrusJa99,sacks,0.0,,,,,
player,201112110mia,mia,TrusJa99,tackles_combined,1,,,,,
player,201112110mia,mia,TrusJa99,tackles_solo,1,,,,,
player,201112110mia,mia,TrusJa99,tackles_assists,0,,,,,
player,201112110mia,mia,TrusJa99,tackles_loss,0,,,,,
player,201112110mia,mia,TrusJa99,qb_hits,0,,,,,
player,201112110mia,mia,TrusJa99,fumbles_rec,0,,,,,
player,201112110mia,mia,TrusJa99,fumbles_rec_yds,0,,,,,
player,201112110mia,mia,TrusJa99,fumbles_rec_td,0,,,,,
player,201112110mia,mia,TrusJa99,fumbles_forced,0,,,,,
player,201112110mia,mia,LosmJ.00,def_int,0,,,,,
player,201112110mia,mia,LosmJ.00,def_int_yds,0,,,,,
player,201112110mia,mia,LosmJ.00,def_int_td,0,,,,,
player,201112110mia,mia,LosmJ.00,def_int_long,0,,,,,
player,201112110mia,mia,LosmJ.00,pass_defended,0,,,,,
player,201112110mia,mia,LosmJ.00,sacks,0.0,,,,,
player,201112110mia,mia,LosmJ.00,tackles_combined,0,,,,,
player,201112110mia,mia,LosmJ.00,tackles_solo,0,,,,,
player,201112110mia,mia,LosmJ.00,tackles_assists,0,,,,,
player,201112110mia,mia,LosmJ.00,tackles_loss,0,,,,,
player,201112110mia,mia,LosmJ.00,qb_hits,0,,,,,
player,201112110mia,mia,LosmJ.00,fumbles_rec,1,,,,,
player,201112110mia,mia,LosmJ.00,fumbles_rec_yds,0,,,,,
player,201112110mia,mia,LosmJ.00,fumbles_rec_td,0,,,,,
player,201112110mia,mia,LosmJ.00,fumbles_forced,0,,,,,
player,201112110mia,phi,JackDe00,kick_ret,1,,,,,
player,201112110mia,phi,JackDe00,kick_ret_yds,7,,,,,
player,201112110mia,phi,JackDe00,kick_ret_yds_per_ret,7.0,,,,,
player,201112110mia,phi,JackDe00,kick_ret_td,0,,,,,
player,201112110mia,phi,JackDe00,kick_ret_long,7,,,,,
player,201112110mia,phi,JackDe00,punt_ret,5,,,,,
player,201112110mia,phi,JackDe00,punt_ret_yds,27,,,,,
player,201112110mia,phi,JackDe00,punt_ret_yds_per_ret,5.4,,,,,
player,201112110mia,phi,JackDe00,punt_ret_td,0,,,,,
player,201112110mia,phi,JackDe00,punt_ret_long,15,,,,,
player,201112110mia,mia,BessDa00,kick_ret,0,,,,,
player,201112110mia,mia,BessDa00,kick_ret_yds,0,,,,,
player,201112110mia,mia,BessDa00,kick_ret_yds_per_ret,,,,,,
player,201112110mia,mia,BessDa00,kick_ret_td,0,,,,,
player,201112110mia,mia,BessDa00,kick_ret_long,0,,,,,
player,201112110mia,mia,BessDa00,punt_ret,2,,,,,
player,201112110mia,mia,BessDa00,punt_ret_yds,24,,,,,
player,201112110mia,mia,BessDa00,punt_ret_yds_per_ret,12.0,,,,,
player,201112110mia,mia,BessDa00,punt_ret_td,0,,,,,
player,201112110mia,mia,BessDa00,punt_ret_long,13,,,,,
player,201112110mia,mia,BushRe00,kick_ret,0,,,,,
player,201112110mia,mia,BushRe00,kick_ret_yds,0,,,,,
player,201112110mia,mia,BushRe00,kick_ret_yds_per_ret,,,,,,
player,201112110mia,mia,BushRe00,kick_ret_td,0,,,,,
player,201112110mia,mia,BushRe00,kick_ret_long,0,,,,,
player,201112110mia,mia,BushRe00,punt_ret,1,,,,,
player,201112110mia,mia,BushRe00,punt_ret_yds,8,,,,,
player,201112110mia,mia,BushRe00,punt_ret_yds_per_ret,8.0,,,,,
player,201112110mia,mia,BushRe00,punt_ret_td,0,,,,,
player,201112110mia,mia,BushRe00,punt_ret_long,8,,,,,
player,201112110mia,mia,GateCl00,kick_ret,1,,,,,
player,201112110mia,mia,GateCl00,kick_ret_yds,27,,,,,
player,201112110mia,mia,GateCl00,kick_ret_yds_per_ret,27.0,,,,,
player,201112110mia,mia,GateCl00,kick_ret_td,0,,,,,
player,201112110mia,mia,GateCl00,kick_ret_long,27,,,,,
player,201112110mia,mia,GateCl00,punt_ret,0,,,,,
player,201112110mia,mia,GateCl00,punt_ret_yds,0,,,,,
player,201112110mia,mia,GateCl00,punt_ret_yds_per_ret,,,,,,
player,201112110mia,mia,GateCl00,punt_ret_td,0,,,,,
player,201112110mia,mia,GateCl00,punt_ret_long,0,,,,,
player,201112110mia,phi,HeneAl00,xpm,3,,,,,
player,201112110mia,phi,HeneAl00,xpa,3,,,,,
player,201112110mia,phi,HeneAl00,fgm,1,,,,,
player,201112110mia,phi,HeneAl00,fga,1,,,,,
player,201112110mia,phi,HeneAl00,punt,0,,,,,
player,201112110mia,phi,HeneAl00,punt_yds,0,,,,,
player,201112110mia,phi,HeneAl00,punt_yds_per_punt,,,,,,
player,201112110mia,phi,HeneAl00,punt_long,0,,,,,
player,201112110mia,phi,HenrCh02,xpm,,,,,,
player,201112110mia,phi,HenrCh02,xpa,,,,,,
player,201112110mia,phi,HenrCh02,fgm,,,,,,
player,201112110mia,phi,HenrCh02,fga,,,,,,
player,201112110mia,phi,HenrCh02,punt,9,,,,,
player,201112110mia,phi,HenrCh02,punt_yds,419,,,,,
player,201112110mia,phi,HenrCh02,punt_yds_per_punt,46.6,,,,,
player,201112110mia,phi,HenrCh02,punt_long,58,,,,,
player,201112110mia,mia,CarpDa44,xpm,1,,,,,
player,201112110mia,mia,CarpDa44,xpa,1,,,,,
player,201112110mia,mia,CarpDa44,fgm,1,,,,,
player,201112110mia,mia,CarpDa44,fga,2,,,,,
player,201112110mia,mia,CarpDa44,punt,0,,,,,
player,201112110mia,mia,CarpDa44,punt_yds,0,,,,,
player,201112110mia,mia,CarpDa44,punt_yds_per_punt,,,,,,
player,201112110mia,mia,CarpDa44,punt_long,0,,,,,
player,201112110mia,mia,FielBr20,xpm,,,,,,
player,201112110mia,mia,FielBr20,xpa,,,,,,
player,201112110mia,mia,FielBr20,fgm,,,,,,
player,201112110mia,mia,FielBr20,fga,,,,,,
player,201112110mia,mia,FielBr20,punt,6,,,,,
player,201112110mia,mia,FielBr20,punt_yds,314,,,,,
player,201112110mia,mia,FielBr20,punt_yds_per_punt,52.3,,,,,
player,201112110mia,mia,FielBr20,punt_long,59,,,,,
