game,2011,6,20111016,201110160det,sfo,"San Francisco 49ers",25,det,"Detroit Lions",19
player,201110160det,sfo,SmitAl03,rush_long,3,,,,,
player,201110160det,sfo,SmitAl03,targets,0,,,,,
player,201110160det,sfo,SmitAl03,rec,0,,,,,
player,201110160det,sfo,SmitAl03,rec_yds,0,,,,,
player,201110160det,sfo,SmitAl03,rec_td,0,,,,,
player,201110160det,sfo,SmitAl03,rec_long,0,,,,,
player,201110160det,sfo,SmitAl03,fumbles,1,,,,,
player,201110160det,sfo,SmitAl03,fumbles_lost,1,,,,,
player,201110160det,sfo,GoreFr00,pass_cmp,0,,,,,
player,201110160det,sfo,GoreFr00,pass_att,0,,,,,
player,201110160det,sfo,GoreFr00,pass_yds,0,,,,,
player,201110160det,sfo,GoreFr00,pass_td,0,,,,,
player,201110160det,sfo,GoreFr00,pass_int,0,,,,,
player,201110160det,sfo,GoreFr00,pass_sacked,0,,,,,
player,201110160det,sfo,GoreFr00,pass_sacked_yds,0,,,,,
player,201110160det,sfo,GoreFr00,pass_long,0,,,,,
player,201110160det,sfo,GoreFr00,pass_rating,,,,,,
player,201110160det,sfo,GoreFr00,rush_att,15,,,,,
player,201110160det,sfo,GoreFr00,rush_yds,141,,,,,
player,201110160det,sfo,GoreFr00,rush_td,1,,,,,
player,201110160det,sfo,GoreFr00,rush_long,55,,,,,
player,201110160det,sfo,GoreFr00,targets,5,,,,,
player,201110160det,sfo,GoreFr00,rec,2,,,,,
player,201110160det,sfo,GoreFr00,rec_yds,5,,,,,
player,201110160det,sfo,GoreFr00,rec_td,0,,,,,
player,201110160det,sfo,GoreFr00,rec_long,8,,,,,
player,201110160det,sfo,GoreFr00,fumbles,0,,,,,
player,201110160det,sfo,GoreFr00,fumbles_lost,,,,,,
player,201110160det,sfo,HuntKe00,pass_cmp,0,,,,,
player,201110160det,sfo,HuntKe00,pass_att,0,,,,,
player,201110160det,sfo,HuntKe00,pass_yds,0,,,,,
player,201110160det,sfo,HuntKe00,pass_td,0,,,,,
player,201110160det,sfo,HuntKe00,pass_int,0,,,,,
player,201110160det,sfo,HuntKe00,pass_sacked,0,,,,,
player,201110160det,sfo,HuntKe00,pass_sacked_yds,0,,,,,
player,201110160det,sfo,HuntKe00,pass_long,0,,,,,
player,201110160det,sfo,HuntKe00,pass_rating,,,,,,
player,201110160det,sfo,HuntKe00,rush_att,8,,,,,
player,201110160det,sfo,HuntKe00,rush_yds,33,,,,,
player,201110160det,sfo,HuntKe00,rush_td,0,,,,,
player,201110160det,sfo,HuntKe00,rush_long,9,,,,,
player,201110160det,sfo,HuntKe00,targets,0,,,,,
player,201110160det,sfo,HuntKe00,rec,0,,,,,
player,201110160det,sfo,HuntKe00,rec_yds,0,,,,,
player,201110160det,sfo,HuntKe00,rec_td,0,,,,,
player,201110160det,sfo,HuntKe00,rec_long,0,,,,,
player,201110160det,sfo,HuntKe00,fumbles,0,,,,,
player,201110160det,sfo,HuntKe00,fumbles_lost,,,,,,
player,201110160det,sfo,GinnTe00,pass_cmp,0,,,,,
player,201110160det,sfo,GinnTe00,pass_att,0,,,,,
player,201110160det,sfo,GinnTe00,pass_yds,0,,,,,
player,201110160det,sfo,GinnTe00,pass_td,0,,,,,
player,201110160det,sfo,GinnTe00,pass_int,0,,,,,
player,201110160det,sfo,GinnTe00,pass_sacked,0,,,,,
player,201110160det,sfo,GinnTe00,pass_sacked_yds,0,,,,,
player,201110160det,sfo,GinnTe00,pass_long,0,,,,,
player,201110160det,sfo,GinnTe00,pass_rating,,,,,,
player,201110160det,sfo,GinnTe00,rush_att,2,,,,,
player,201110160det,sfo,GinnTe00,rush_yds,21,,,,,
player,201110160det,sfo,GinnTe00,rush_td,0,,,,,
player,201110160det,sfo,GinnTe00,rush_long,12,,,,,
player,201110160det,sfo,GinnTe00,targets,5,,,,,
player,201110160det,sfo,GinnTe00,rec,2,,,,,
player,201110160det,sfo,GinnTe00,rec_yds,24,,,,,
player,201110160det,sfo,GinnTe00,rec_td,0,,,,,
player,201110160det,sfo,GinnTe00,rec_long,18,,,,,
player,201110160det,sfo,GinnTe00,fumbles,0,,,,,
player,201110160det,sfo,GinnTe00,fumbles_lost,,,,,,
player,201110160det,sfo,MillBr02,pass_cmp,0,,,,,
player,201110160det,sfo,MillBr02,pass_att,0,,,,,
player,201110160det,sfo,MillBr02,pass_yds,0,,,,,
player,201110160det,sfo,MillBr02,pass_td,0,,,,,
player,201110160det,sfo,MillBr02,pass_int,0,,,,,
player,201110160det,sfo,MillBr02,pass_sacked,0,,,,,
player,201110160det,sfo,MillBr02,pass_sacked_yds,0,,,,,
player,201110160det,sfo,MillBr02,pass_long,0,,,,,
player,201110160det,sfo,MillBr02,pass_rating,,,,,,
player,201110160det,sfo,MillBr02,rush_att,1,,,,,
player,201110160det,sfo,MillBr02,rush_yds,3,,,,,
player,201110160det,sfo,MillBr02,rush_td,0,,,,,
player,201110160det,sfo,MillBr02,rush_long,3,,,,,
player,201110160det,sfo,MillBr02,targets,0,,,,,
player,201110160det,sfo,MillBr02,rec,0,,,,,
player,201110160det,sfo,MillBr02,rec_yds,0,,,,,
player,201110160det,sfo,MillBr02,rec_td,0,,,,,
player,201110160det,sfo,MillBr02,rec_long,0,,,,,
player,201110160det,sfo,MillBr02,fumbles,0,,,,,
player,201110160det,sfo,MillBr02,fumbles_lost,,,,,,
player,201110160det,sfo,CrabMi00,pass_cmp,0,,,,,
player,201110160det,sfo,CrabMi00,pass_att,0,,,,,
player,201110160det,sfo,CrabMi00,pass_yds,0,,,,,
player,201110160det,sfo,CrabMi00,pass_td,0,,,,,
player,201110160det,sfo,CrabMi00,pass_int,0,,,,,
player,201110160det,sfo,CrabMi00,pass_sacked,0,,,,,
player,201110160det,sfo,CrabMi00,pass_sacked_yds,0,,,,,
player,201110160det,sfo,CrabMi00,pass_long,0,,,,,
player,201110160det,sfo,CrabMi00,pass_rating,,,,,,
player,201110160det,sfo,CrabMi00,rush_att,0,,,,,
player,201110160det,sfo,CrabMi00,rush_yds,0,,,,,
player,201110160det,sfo,CrabMi00,rush_td,0,,,,,
player,201110160det,sfo,CrabMi00,rush_long,0,,,,,
player,201110160det,sfo,CrabMi00,targets,15,,,,,
player,201110160det,sfo,CrabMi00,rec,9,,,,,
player,201110160det,sfo,CrabMi00,rec_yds,77,,,,,
player,201110160det,sfo,CrabMi00,rec_td,0,,,,,
player,201110160det,sfo,CrabMi00,rec_long,27,,,,,
player,201110160det,sfo,CrabMi00,fumbles,0,,,,,
player,201110160det,sfo,CrabMi00,fumbles_lost,,,,,,
player,201110160det,sfo,WalkHu00,pass_cmp,0,,,,,
player,201110160det,sfo,WalkHu00,pass_att,0,,,,,
player,201110160det,sfo,WalkHu00,pass_yds,0,,,,,
player,201110160det,sfo,WalkHu00,pass_td,0,,,,,
player,201110160det,sfo,WalkHu00,pass_int,0,,,,,
player,201110160det,sfo,WalkHu00,pass_sacked,0,,,,,
player,201110160det,sfo,WalkHu00,pass_sacked_yds,0,,,,,
player,201110160det,sfo,WalkHu00,pass_long,0,,,,,
player,201110160det,sfo,WalkHu00,pass_rating,,,,,,
player,201110160det,sfo,WalkHu00,rush_att,0,,,,,
player,201110160det,sfo,WalkHu00,rush_yds,0,,,,,
player,201110160det,sfo,WalkHu00,rush_td,0,,,,,
player,201110160det,sfo,WalkHu00,rush_long,0,,,,,
player,201110160det,sfo,WalkHu00,targets,3,,,,,
player,201110160det,sfo,WalkHu00,rec,2,,,,,
player,201110160det,sfo,WalkHu00,rec_yds,11,,,,,
player,201110160det,sfo,WalkHu00,rec_td,1,,,,,
player,201110160det,sfo,WalkHu00,rec_long,6,,,,,
player,201110160det,sfo,WalkHu00,fumbles,0,,,,,
player,201110160det,sfo,WalkHu00,fumbles_lost,,,,,,
player,201110160det,sfo,DaviVe00,pass_cmp,0,,,,,
player,201110160det,sfo,DaviVe00,pass_att,0,,,,,
player,201110160det,sfo,DaviVe00,pass_yds,0,,,,,
player,201110160det,sfo,DaviVe00,pass_td,0,,,,,
player,201110160det,sfo,DaviVe00,pass_int,0,,,,,
player,201110160det,sfo,DaviVe00,pass_sacked,0,,,,,
player,201110160det,sfo,DaviVe00,pass_sacked_yds,0,,,,,
player,201110160det,sfo,DaviVe00,pass_long,0,,,,,
player,201110160det,sfo,DaviVe00,pass_rating,,,,,,
player,201110160det,sfo,DaviVe00,rush_att,0,,,,,
player,201110160det,sfo,DaviVe00,rush_yds,0,,,,,
player,201110160det,sfo,DaviVe00,rush_td,0,,,,,
player,201110160det,sfo,DaviVe00,rush_long,0,,,,,
player,201110160det,sfo,DaviVe00,targets,2,,,,,
player,201110160det,sfo,DaviVe00,rec,2,,,,,
player,201110160det,sfo,DaviVe00,rec_yds,8,,,,,
player,201110160det,sfo,DaviVe00,rec_td,0,,,,,
player,201110160det,sfo,DaviVe00,rec_long,6,,,,,
player,201110160det,sfo,DaviVe00,fumbles,0,,,,,
player,201110160det,sfo,DaviVe00,fumbles_lost,,,,,,
player,201110160det,sfo,DixoAn00,pass_cmp,0,,,,,
player,201110160det,sfo,DixoAn00,pass_att,0,,,,,
player,201110160det,sfo,DixoAn00,pass_yds,0,,,,,
player,201110160det,sfo,DixoAn00,pass_td,0,,,,,
player,201110160det,sfo,DixoAn00,pass_int,0,,,,,
player,201110160det,sfo,DixoAn00,pass_sacked,0,,,,,
player,201110160det,sfo,DixoAn00,pass_sacked_yds,0,,,,,
player,201110160det,sfo,DixoAn00,pass_long,0,,,,,
player,201110160det,sfo,DixoAn00,pass_rating,,,,,,
player,201110160det,sfo,DixoAn00,rush_att,1,,,,,
player,201110160det,sfo,DixoAn00,rush_yds,0,,,,,
player,201110160det,sfo,DixoAn00,rush_td,0,,,,,
player,201110160det,sfo,DixoAn00,rush_long,0,,,,,
player,201110160det,sfo,DixoAn00,targets,0,,,,,
player,201110160det,sfo,DixoAn00,rec,0,,,,,
player,201110160det,sfo,DixoAn00,rec_yds,0,,,,,
player,201110160det,sfo,DixoAn00,rec_td,0,,,,,
player,201110160det,sfo,DixoAn00,rec_long,0,,,,,
player,201110160det,sfo,DixoAn00,fumbles,0,,,,,
player,201110160det,sfo,DixoAn00,fumbles_lost,,,,,,
player,201110160det,sfo,WillKy01,pass_cmp,0,,,,,
player,201110160det,sfo,WillKy01,pass_att,0,,,,,
player,201110160det,sfo,WillKy01,pass_yds,0,,,,,
player,201110160det,sfo,WillKy01,pass_td,0,,,,,
player,201110160det,sfo,WillKy01,pass_int,0,,,,,
player,201110160det,sfo,WillKy01,pass_sacked,0,,,,,
player,201110160det,sfo,WillKy01,pass_sacked_yds,0,,,,,
player,201110160det,sfo,WillKy01,pass_long,0,,,,,
player,201110160det,sfo,WillKy01,pass_rating,,,,,,
player,201110160det,sfo,WillKy01,rush_att,0,,,,,
player,201110160det,sfo,WillKy01,rush_yds,0,,,,,
player,201110160det,sfo,WillKy01,rush_td,0,,,,,
player,201110160det,sfo,WillKy01,rush_long,0,,,,,
player,201110160det,sfo,WillKy01,targets,1,,,,,
player,201110160det,sfo,WillKy01,rec,0,,,,,
player,201110160det,sfo,WillKy01,rec_yds,0,,,,,
player,201110160det,sfo,WillKy01,rec_td,0,,,,,
player,201110160det,sfo,WillKy01,rec_long,0,,,,,
player,201110160det,sfo,WillKy01,fumbles,0,,,,,
player,201110160det,sfo,WillKy01,fumbles_lost,,,,,,
player,201110160det,sfo,PeelJu00,pass_cmp,0,,,,,
player,201110160det,sfo,PeelJu00,pass_att,0,,,,,
player,201110160det,sfo,PeelJu00,pass_yds,0,,,,,
player,201110160det,sfo,PeelJu00,pass_td,0,,,,,
player,201110160det,sfo,PeelJu00,pass_int,0,,,,,
player,201110160det,sfo,PeelJu00,pass_sacked,0,,,,,
player,201110160det,sfo,PeelJu00,pass_sacked_yds,0,,,,,
player,201110160det,sfo,PeelJu00,pass_long,0,,,,,
player,201110160det,sfo,PeelJu00,pass_rating,,,,,,
player,201110160det,sfo,PeelJu00,rush_att,0,,,,,
player,201110160det,sfo,PeelJu00,rush_yds,0,,,,,
player,201110160det,sfo,PeelJu00,rush_td,0,,,,,
player,201110160det,sfo,PeelJu00,rush_long,0,,,,,
player,201110160det,sfo,PeelJu00,targets,1,,,,,
player,201110160det,sfo,PeelJu00,rec,0,,,,,
player,201110160det,sfo,PeelJu00,rec_yds,0,,,,,
player,201110160det,sfo,PeelJu00,rec_td,0,,,,,
player,201110160det,sfo,PeelJu00,rec_long,0,,,,,
player,201110160det,sfo,PeelJu00,fumbles,0,,,,,
player,201110160det,sfo,PeelJu00,fumbles_lost,,,,,,
player,201110160det,det,StafMa00,pass_cmp,28,,,,,
player,201110160det,det,StafMa00,pass_att,50,,,,,
player,201110160det,det,StafMa00,pass_yds,293,,,,,
player,201110160det,det,StafMa00,pass_td,2,,,,,
player,201110160det,det,StafMa00,pass_int,0,,,,,
player,201110160det,det,StafMa00,pass_sacked,5,,,,,
player,201110160det,det,StafMa00,pass_sacked_yds,49,,,,,
player,201110160det,det,StafMa00,pass_long,41,,,,,
player,201110160det,det,StafMa00,pass_rating,86.5,,,,,
player,201110160det,det,StafMa00,rush_att,1,,,,,
player,201110160det,det,StafMa00,rush_yds,9,,,,,
player,201110160det,det,StafMa00,rush_td,0,,,,,
player,201110160det,det,StafMa00,rush_long,9,,,,,
player,201110160det,det,StafMa00,targets,0,,,,,
player,201110160det,det,StafMa00,rec,0,,,,,
player,201110160det,det,StafMa00,rec_yds,0,,,,,
player,201110160det,det,StafMa00,rec_td,0,,,,,
player,201110160det,det,StafMa00,rec_long,0,,,,,
player,201110160det,det,StafMa00,fumbles,1,,,,,
player,201110160det,det,StafMa00,fumbles_lost,0,,,,,
player,201110160det,det,BestJa00,pass_cmp,0,,,,,
player,201110160det,det,BestJa00,pass_att,0,,,,,
player,201110160det,det,BestJa00,pass_yds,0,,,,,
player,201110160det,det,BestJa00,pass_td,0,,,,,
player,201110160det,det,BestJa00,pass_int,0,,,,,
player,201110160det,det,BestJa00,pass_sacked,0,,,,,
player,201110160det,det,BestJa00,pass_sacked_yds,0,,,,,
player,201110160det,det,BestJa00,pass_long,0,,,,,
player,201110160det,det,BestJa00,pass_rating,,,,,,
player,201110160det,det,BestJa00,rush_att,12,,,,,
player,201110160det,det,BestJa00,rush_yds,37,,,,,
player,201110160det,det,BestJa00,rush_td,0,,,,,
player,201110160det,det,BestJa00,rush_long,13,,,,,
player,201110160det,det,BestJa00,targets,8,,,,,
player,201110160det,det,BestJa00,rec,6,,,,,
player,201110160det,det,BestJa00,rec_yds,73,,,,,
player,201110160det,det,BestJa00,rec_td,0,,,,,
player,201110160det,det,BestJa00,rec_long,32,,,,,
player,201110160det,det,BestJa00,fumbles,0,,,,,
player,201110160det,det,BestJa00,fumbles_lost,,,,,,
player,201110160det,det,MorrMa00,pass_cmp,0,,,,,
player,201110160det,det,MorrMa00,pass_att,0,,,,,
player,201110160det,det,MorrMa00,pass_yds,0,,,,,
player,201110160det,det,MorrMa00,pass_td,0,,,,,
player,201110160det,det,MorrMa00,pass_int,0,,,,,
player,201110160det,det,MorrMa00,pass_sacked,0,,,,,
player,201110160det,det,MorrMa00,pass_sacked_yds,0,,,,,
player,201110160det,det,MorrMa00,pass_long,0,,,,,
player,201110160det,det,MorrMa00,pass_rating,,,,,,
player,201110160det,det,MorrMa00,rush_att,5,,,,,
player,201110160det,det,MorrMa00,rush_yds,20,,,,,
player,201110160det,det,MorrMa00,rush_td,0,,,,,
player,201110160det,det,MorrMa00,rush_long,11,,,,,
player,201110160det,det,MorrMa00,targets,1,,,,,
player,201110160det,det,MorrMa00,rec,1,,,,,
player,201110160det,det,MorrMa00,rec_yds,8,,,,,
player,201110160det,det,MorrMa00,rec_td,0,,,,,
player,201110160det,det,MorrMa00,rec_long,8,,,,,
player,201110160det,det,MorrMa00,fumbles,0,,,,,
player,201110160det,det,MorrMa00,fumbles_lost,,,,,,
player,201110160det,det,JohnCa00,pass_cmp,0,,,,,
player,201110160det,det,JohnCa00,pass_att,0,,,,,
player,201110160det,det,JohnCa00,pass_yds,0,,,,,
player,201110160det,det,JohnCa00,pass_td,0,,,,,
player,201110160det,det,JohnCa00,pass_int,0,,,,,
player,201110160det,det,JohnCa00,pass_sacked,0,,,,,
player,201110160det,det,JohnCa00,pass_sacked_yds,0,,,,,
player,201110160det,det,JohnCa00,pass_long,0,,,,,
player,201110160det,det,JohnCa00,pass_rating,,,,,,
player,201110160det,det,JohnCa00,rush_att,0,,,,,
player,201110160det,det,JohnCa00,rush_yds,0,,,,,
player,201110160det,det,JohnCa00,rush_td,0,,,,,
player,201110160det,det,JohnCa00,rush_long,0,,,,,
player,201110160det,det,JohnCa00,targets,9,,,,,
player,201110160det,det,JohnCa00,rec,7,,,,,
player,201110160det,det,JohnCa00,rec_yds,113,,,,,
player,201110160det,det,JohnCa00,rec_td,0,,,,,
player,201110160det,det,JohnCa00,rec_long,41,,,,,
player,201110160det,det,JohnCa00,fumbles,0,,,,,
player,201110160det,det,JohnCa00,fumbles_lost,,,,,,
player,201110160det,det,PettBr00,pass_cmp,0,,,,,
player,201110160det,det,PettBr00,pass_att,0,,,,,
player,201110160det,det,PettBr00,pass_yds,0,,,,,
player,201110160det,det,PettBr00,pass_td,0,,,,,
player,201110160det,det,PettBr00,pass_int,0,,,,,
player,201110160det,det,PettBr00,pass_sacked,0,,,,,
player,201110160det,det,PettBr00,pass_sacked_yds,0,,,,,
player,201110160det,det,PettBr00,pass_long,0,,,,,
player,201110160det,det,PettBr00,pass_rating,,,,,,
player,201110160det,det,PettBr00,rush_att,0,,,,,
player,201110160det,det,PettBr00,rush_yds,0,,,,,
player,201110160det,det,PettBr00,rush_td,0,,,,,
player,201110160det,det,PettBr00,rush_long,0,,,,,
player,201110160det,det,PettBr00,targets,14,,,,,
player,201110160det,det,PettBr00,rec,8,,,,,
player,201110160det,det,PettBr00,rec_yds,42,,,,,
player,201110160det,det,PettBr00,rec_td,1,,,,,
player,201110160det,det,PettBr00,rec_long,16,,,,,
player,201110160det,det,PettBr00,fumbles,0,,,,,
player,201110160det,det,PettBr00,fumbles_lost,,,,,,
player,201110160det,det,BurlNa00,pass_cmp,0,,,,,
player,201110160det,det,BurlNa00,pass_att,0,,,,,
player,201110160det,det,BurlNa00,pass_yds,0,,,,,
player,201110160det,det,BurlNa00,pass_td,0,,,,,
player,201110160det,det,BurlNa00,pass_int,0,,,,,
player,201110160det,det,BurlNa00,pass_sacked,0,,,,,
player,201110160det,det,BurlNa00,pass_sacked_yds,0,,,,,
player,201110160det,det,BurlNa00,pass_long,0,,,,,
player,201110160det,det,BurlNa00,pass_rating,,,,,,
player,201110160det,det,BurlNa00,rush_att,0,,,,,
player,201110160det,det,BurlNa00,rush_yds,0,,,,,
player,201110160det,det,BurlNa00,rush_td,0,,,,,
player,201110160det,det,BurlNa00,rush_long,0,,,,,
player,201110160det,det,BurlNa00,targets,10,,,,,
player,201110160det,det,BurlNa00,rec,4,,,,,
player,201110160det,det,BurlNa00,rec_yds,34,,,,,
player,201110160det,det,BurlNa00,rec_td,1,,,,,
player,201110160det,det,BurlNa00,rec_long,14,,,,,
player,201110160det,det,BurlNa00,fumbles,0,,,,,
player,201110160det,det,BurlNa00,fumbles_lost,,,,,,
player,201110160det,det,YounTi00,pass_cmp,0,,,,,
player,201110160det,det,YounTi00,pass_att,0,,,,,
player,201110160det,det,YounTi00,pass_yds,0,,,,,
player,201110160det,det,YounTi00,pass_td,0,,,,,
player,201110160det,det,YounTi00,pass_int,0,,,,,
player,201110160det,det,YounTi00,pass_sacked,0,,,,,
player,201110160det,det,YounTi00,pass_sacked_yds,0,,,,,
player,201110160det,det,YounTi00,pass_long,0,,,,,
player,201110160det,det,YounTi00,pass_rating,,,,,,
player,201110160det,det,YounTi00,rush_att,0,,,,,
player,201110160det,det,YounTi00,rush_yds,0,,,,,
player,201110160det,det,YounTi00,rush_td,0,,,,,
player,201110160det,det,YounTi00,rush_long,0,,,,,
player,201110160det,det,YounTi00,targets,6,,,,,
player,201110160det,det,YounTi00,rec,1,,,,,
player,201110160det,det,YounTi00,rec_yds,14,,,,,
player,201110160det,det,YounTi00,rec_td,0,,,,,
player,201110160det,det,YounTi00,rec_long,14,,,,,
player,201110160det,det,YounTi00,fumbles,1,,,,,
player,201110160det,det,YounTi00,fumbles_lost,0,,,,,
player,201110160det,det,HellWi00,pass_cmp,0,,,,,
player,201110160det,det,HellWi00,pass_att,0,,,,,
player,201110160det,det,HellWi00,pass_yds,0,,,,,
player,201110160det,det,HellWi00,pass_td,0,,,,,
player,201110160det,det,HellWi00,pass_int,0,,,,,
player,201110160det,det,HellWi00,pass_sacked,0,,,,,
player,201110160det,det,HellWi00,pass_sacked_yds,0,,,,,
player,201110160det,det,HellWi00,pass_long,0,,,,,
player,201110160det,det,HellWi00,pass_rating,,,,,,
player,201110160det,det,HellWi00,rush_att,0,,,,,
player,201110160det,det,HellWi00,rush_yds,0,,,,,
player,201110160det,det,HellWi00,rush_td,0,,,,,
player,201110160det,det,HellWi00,rush_long,0,,,,,
player,201110160det,det,HellWi00,targets,1,,,,,
player,201110160det,det,HellWi00,rec,1,,,,,
player,201110160det,det,HellWi00,rec_yds,9,,,,,
player,201110160det,det,HellWi00,rec_td,0,,,,,
player,201110160det,det,HellWi00,rec_long,9,,,,,
player,201110160det,det,HellWi00,fumbles,0,,,,,
player,201110160det,det,HellWi00,fumbles_lost,,,,,,
player,201110160det,sfo,SmitAl04,def_int,0,,,,,
player,201110160det,sfo,SmitAl04,def_int_yds,0,,,,,
player,201110160det,sfo,SmitAl04,def_int_td,0,,,,,
player,201110160det,sfo,SmitAl04,def_int_long,0,,,,,
player,201110160det,sfo,SmitAl04,pass_defended,1,,,,,
player,201110160det,sfo,SmitAl04,sacks,2.0,,,,,
player,201110160det,sfo,SmitAl04,tackles_combined,4,,,,,
player,201110160det,sfo,SmitAl04,tackles_solo,4,,,,,
player,201110160det,sfo,SmitAl04,tackles_assists,0,,,,,
player,201110160det,sfo,SmitAl04,tackles_loss,1,,,,,
player,201110160det,sfo,SmitAl04,qb_hits,2,,,,,
player,201110160det,sfo,SmitAl04,fumbles_rec,0,,,,,
player,201110160det,sfo,SmitAl04,fumbles_rec_yds,0,,,,,
player,201110160det,sfo,SmitAl04,fumbles_rec_td,0,,,,,
player,201110160det,sfo,SmitAl04,fumbles_forced,1,,,,,
player,201110160det,sfo,SmitJu20,def_int,0,,,,,
player,201110160det,sfo,SmitJu20,def_int_yds,0,,,,,
player,201110160det,sfo,SmitJu20,def_int_td,0,,,,,
player,201110160det,sfo,SmitJu20,def_int_long,0,,,,,
player,201110160det,sfo,SmitJu20,pass_defended,0,,,,,
player,201110160det,sfo,SmitJu20,sacks,1.5,,,,,
player,201110160det,sfo,SmitJu20,tackles_combined,7,,,,,
player,201110160det,sfo,SmitJu20,tackles_solo,5,,,,,
player,201110160det,sfo,SmitJu20,tackles_assists,2,,,,,
player,201110160det,sfo,SmitJu20,tackles_loss,1,,,,,
player,201110160det,sfo,SmitJu20,qb_hits,3,,,,,
player,201110160det,sfo,SmitJu20,fumbles_rec,0,,,,,
player,201110160det,sfo,SmitJu20,fumbles_rec_yds,0,,,,,
player,201110160det,sfo,SmitJu20,fumbles_rec_td,0,,,,,
player,201110160det,sfo,SmitJu20,fumbles_forced,0,,,,,
player,201110160det,sfo,BrooAh21,def_int,0,,,,,
player,201110160det,sfo,BrooAh21,def_int_yds,0,,,,,
player,201110160det,sfo,BrooAh21,def_int_td,0,,,,,
player,201110160det,sfo,BrooAh21,def_int_long,0,,,,,
player,201110160det,sfo,BrooAh21,pass_defended,0,,,,,
player,201110160det,sfo,BrooAh21,sacks,1.0,,,,,
player,201110160det,sfo,BrooAh21,tackles_combined,5,,,,,
player,201110160det,sfo,BrooAh21,tackles_solo,4,,,,,
player,201110160det,sfo,BrooAh21,tackles_assists,1,,,,,
player,201110160det,sfo,BrooAh21,tackles_loss,3,,,,,
player,201110160det,sfo,BrooAh21,qb_hits,2,,,,,
player,201110160det,sfo,BrooAh21,fumbles_rec,0,,,,,
player,201110160det,sfo,BrooAh21,fumbles_rec_yds,0,,,,,
player,201110160det,sfo,BrooAh21,fumbles_rec_td,0,,,,,
player,201110160det,sfo,BrooAh21,fumbles_forced,0,,,,,
player,201110160det,sfo,McDoRa99,def_int,0,,,,,
player,201110160det,sfo,McDoRa99,def_int_yds,0,,,,,
player,201110160det,sfo,McDoRa99,def_int_td,0,,,,,
player,201110160det,sfo,McDoRa99,def_int_long,0,,,,,
player,201110160det,sfo,McDoRa99,pass_defended,2,,,,,
player,201110160det,sfo,McDoRa99,sacks,0.5,,,,,
player,201110160det,sfo,McDoRa99,tackles_combined,2,,,,,
player,201110160det,sfo,McDoRa99,tackles_solo,1,,,,,
player,201110160det,sfo,McDoRa99,tackles_assists,1,,,,,
player,201110160det,sfo,McDoRa99,tackles_loss,0,,,,,
player,201110160det,sfo,McDoRa99,qb_hits,1,,,,,
player,201110160det,sfo,McDoRa99,fumbles_rec,0,,,,,
player,201110160det,sfo,McDoRa99,fumbles_rec_yds,0,,,,,
player,201110160det,sfo,McDoRa99,fumbles_rec_td,0,,,,,
player,201110160det,sfo,McDoRa99,fumbles_forced,0,,,,,
player,201110160det,sfo,BowmNa99,def_int,0,,,,,
player,201110160det,sfo,BowmNa99,def_int_yds,0,,,,,
player,201110160det,sfo,BowmNa99,def_int_td,0,,,,,
player,201110160det,sfo,BowmNa99,def_int_long,0,,,,,
