game,2011,6,20111016,201110160det,sfo,"San Francisco 49ers",25,det,"Detroit Lions",19
player,201110160det,det,LogaSt00,kick_ret_yds_per_ret,,,,,,
player,201110160det,det,LogaSt00,kick_ret_td,0,,,,,
player,201110160det,det,LogaSt00,kick_ret_long,0,,,,,
player,201110160det,det,LogaSt00,punt_ret,3,,,,,
player,201110160det,det,LogaSt00,punt_ret_yds,41,,,,,
player,201110160det,det,LogaSt00,punt_ret_yds_per_ret,13.7,,,,,
player,201110160det,det,LogaSt00,punt_ret_td,0,,,,,
player,201110160det,det,LogaSt00,punt_ret_long,16,,,,,
player,201110160det,sfo,akersdav01,xpm,2,,,,,
player,201110160det,sfo,akersdav01,xpa,2,,,,,
player,201110160det,sfo,akersdav01,fgm,3,,,,,
player,201110160det,sfo,akersdav01,fga,3,,,,,
player,201110160det,sfo,akersdav01,punt,0,,,,,
player,201110160det,sfo,akersdav01,punt_yds,0,,,,,
player,201110160det,sfo,akersdav01,punt_yds_per_punt,,,,,,
player,201110160det,sfo,akersdav01,punt_long,0,,,,,
player,201110160det,sfo,LeexAn20,xpm,,,,,,
player,201110160det,sfo,LeexAn20,xpa,,,,,,
player,201110160det,sfo,LeexAn20,fgm,,,,,,
player,201110160det,sfo,LeexAn20,fga,,,,,,
player,201110160det,sfo,LeexAn20,punt,9,,,,,
player,201110160det,sfo,LeexAn20,punt_yds,430,,,,,
player,201110160det,sfo,LeexAn20,punt_yds_per_punt,47.8,,,,,
player,201110160det,sfo,LeexAn20,punt_long,60,,,,,
player,201110160det,det,hansojas01,xpm,1,,,,,
player,201110160det,det,hansojas01,xpa,1,,,,,
player,201110160det,det,hansojas01,fgm,2,,,,,
player,201110160det,det,hansojas01,fga,3,,,,,
player,201110160det,det,hansojas01,punt,0,,,,,
player,201110160det,det,hansojas01,punt_yds,0,,,,,
player,201110160det,det,hansojas01,punt_yds_per_punt,,,,,,
player,201110160det,det,hansojas01,punt_long,0,,,,,
player,201110160det,det,DonaRy00,xpm,,,,,,
player,201110160det,det,DonaRy00,xpa,,,,,,
player,201110160det,det,DonaRy00,fgm,,,,,,
player,201110160det,det,DonaRy00,fga,,,,,,
player,201110160det,det,DonaRy00,punt,8,,,,,
player,201110160det,det,DonaRy00,punt_yds,350,,,,,
player,201110160det,det,DonaRy00,punt_yds_per_punt,43.8,,,,,
player,201110160det,det,DonaRy00,punt_long,57,,,,,
