game,2011,15,20111218,201112180phi,nyj,"New York Jets",19,phi,"Philadelphia Eagles",45
player,201112180phi,nyj,SancMa00,rec,0,,,,,
player,201112180phi,nyj,SancMa00,rec_yds,0,,,,,
player,201112180phi,nyj,SancMa00,rec_td,0,,,,,
player,201112180phi,nyj,SancMa00,rec_long,0,,,,,
player,201112180phi,nyj,SancMa00,fumbles,1,,,,,
player,201112180phi,nyj,SancMa00,fumbles_lost,1,,,,,
player,201112180phi,nyj,BrunMa00,pass_cmp,1,,,,,
player,201112180phi,nyj,BrunMa00,pass_att,3,,,,,
player,201112180phi,nyj,BrunMa00,pass_yds,27,,,,,
player,201112180phi,nyj,BrunMa00,pass_td,0,,,,,
player,201112180phi,nyj,BrunMa00,pass_int,0,,,,,
player,201112180phi,nyj,BrunMa00,pass_sacked,0,,,,,
player,201112180phi,nyj,BrunMa00,pass_sacked_yds,0,,,,,
player,201112180phi,nyj,BrunMa00,pass_long,27,,,,,
player,201112180phi,nyj,BrunMa00,pass_rating,67.4,,,,,
player,201112180phi,nyj,BrunMa00,rush_att,0,,,,,
player,201112180phi,nyj,BrunMa00,rush_yds,0,,,,,
player,201112180phi,nyj,BrunMa00,rush_td,0,,,,,
player,201112180phi,nyj,BrunMa00,rush_long,0,,,,,
player,201112180phi,nyj,BrunMa00,targets,0,,,,,
player,201112180phi,nyj,BrunMa00,rec,0,,,,,
player,201112180phi,nyj,BrunMa00,rec_yds,0,,,,,
player,201112180phi,nyj,BrunMa00,rec_td,0,,,,,
player,201112180phi,nyj,BrunMa00,rec_long,0,,,,,
player,201112180phi,nyj,BrunMa00,fumbles,0,,,,,
player,201112180phi,nyj,BrunMa00,fumbles_lost,,,,,,
player,201112180phi,nyj,GreeSh00,pass_cmp,0,,,,,
player,201112180phi,nyj,GreeSh00,pass_att,0,,,,,
player,201112180phi,nyj,GreeSh00,pass_yds,0,,,,,
player,201112180phi,nyj,GreeSh00,pass_td,0,,,,,
player,201112180phi,nyj,GreeSh00,pass_int,0,,,,,
player,201112180phi,nyj,GreeSh00,pass_sacked,0,,,,,
player,201112180phi,nyj,GreeSh00,pass_sacked_yds,0,,,,,
player,201112180phi,nyj,GreeSh00,pass_long,0,,,,,
player,201112180phi,nyj,GreeSh00,pass_rating,,,,,,
player,201112180phi,nyj,GreeSh00,rush_att,18,,,,,
player,201112180phi,nyj,GreeSh00,rush_yds,73,,,,,
player,201112180phi,nyj,GreeSh00,rush_td,0,,,,,
player,201112180phi,nyj,GreeSh00,rush_long,13,,,,,
player,201112180phi,nyj,GreeSh00,targets,4,,,,,
player,201112180phi,nyj,GreeSh00,rec,1,,,,,
player,201112180phi,nyj,GreeSh00,rec_yds,0,,,,,
player,201112180phi,nyj,GreeSh00,rec_td,0,,,,,
player,201112180phi,nyj,GreeSh00,rec_long,0,,,,,
player,201112180phi,nyj,GreeSh00,fumbles,0,,,,,
player,201112180phi,nyj,GreeSh00,fumbles_lost,,,,,,
player,201112180phi,nyj,TomlLa00,pass_cmp,0,,,,,
player,201112180phi,nyj,TomlLa00,pass_att,0,,,,,
player,201112180phi,nyj,TomlLa00,pass_yds,0,,,,,
player,201112180phi,nyj,TomlLa00,pass_td,0,,,,,
player,201112180phi,nyj,TomlLa00,pass_int,0,,,,,
player,201112180phi,nyj,TomlLa00,pass_sacked,0,,,,,
player,201112180phi,nyj,TomlLa00,pass_sacked_yds,0,,,,,
player,201112180phi,nyj,TomlLa00,pass_long,0,,,,,
player,201112180phi,nyj,TomlLa00,pass_rating,,,,,,
player,201112180phi,nyj,TomlLa00,rush_att,3,,,,,
player,201112180phi,nyj,TomlLa00,rush_yds,9,,,,,
player,201112180phi,nyj,TomlLa00,rush_td,0,,,,,
player,201112180phi,nyj,TomlLa00,rush_long,8,,,,,
player,201112180phi,nyj,TomlLa00,targets,4,,,,,
player,201112180phi,nyj,TomlLa00,rec,4,,,,,
player,201112180phi,nyj,TomlLa00,rec_yds,12,,,,,
player,201112180phi,nyj,TomlLa00,rec_td,0,,,,,
player,201112180phi,nyj,TomlLa00,rec_long,9,,,,,
player,201112180phi,nyj,TomlLa00,fumbles,0,,,,,
player,201112180phi,nyj,TomlLa00,fumbles_lost,,,,,,
player,201112180phi,nyj,ConnJo00,pass_cmp,0,,,,,
player,201112180phi,nyj,ConnJo00,pass_att,0,,,,,
player,201112180phi,nyj,ConnJo00,pass_yds,0,,,,,
player,201112180phi,nyj,ConnJo00,pass_td,0,,,,,
player,201112180phi,nyj,ConnJo00,pass_int,0,,,,,
player,201112180phi,nyj,ConnJo00,pass_sacked,0,,,,,
player,201112180phi,nyj,ConnJo00,pass_sacked_yds,0,,,,,
player,201112180phi,nyj,ConnJo00,pass_long,0,,,,,
player,201112180phi,nyj,ConnJo00,pass_rating,,,,,,
player,201112180phi,nyj,ConnJo00,rush_att,1,,,,,
player,201112180phi,nyj,ConnJo00,rush_yds,7,,,,,
player,201112180phi,nyj,ConnJo00,rush_td,0,,,,,
player,201112180phi,nyj,ConnJo00,rush_long,7,,,,,
player,201112180phi,nyj,ConnJo00,targets,0,,,,,
player,201112180phi,nyj,ConnJo00,rec,0,,,,,
player,201112180phi,nyj,ConnJo00,rec_yds,0,,,,,
player,201112180phi,nyj,ConnJo00,rec_td,0,,,,,
player,201112180phi,nyj,ConnJo00,rec_long,0,,,,,
player,201112180phi,nyj,ConnJo00,fumbles,0,,,,,
player,201112180phi,nyj,ConnJo00,fumbles_lost,,,,,,
player,201112180phi,nyj,McKnJo00,pass_cmp,0,,,,,
player,201112180phi,nyj,McKnJo00,pass_att,0,,,,,
player,201112180phi,nyj,McKnJo00,pass_yds,0,,,,,
player,201112180phi,nyj,McKnJo00,pass_td,0,,,,,
player,201112180phi,nyj,McKnJo00,pass_int,0,,,,,
player,201112180phi,nyj,McKnJo00,pass_sacked,0,,,,,
player,201112180phi,nyj,McKnJo00,pass_sacked_yds,0,,,,,
player,201112180phi,nyj,McKnJo00,pass_long,0,,,,,
player,201112180phi,nyj,McKnJo00,pass_rating,,,,,,
player,201112180phi,nyj,McKnJo00,rush_att,3,,,,,
player,201112180phi,nyj,McKnJo00,rush_yds,2,,,,,
player,201112180phi,nyj,McKnJo00,rush_td,0,,,,,
player,201112180phi,nyj,McKnJo00,rush_long,2,,,,,
player,201112180phi,nyj,McKnJo00,targets,1,,,,,
player,201112180phi,nyj,McKnJo00,rec,1,,,,,
player,201112180phi,nyj,McKnJo00,rec_yds,27,,,,,
player,201112180phi,nyj,McKnJo00,rec_td,0,,,,,
player,201112180phi,nyj,McKnJo00,rec_long,27,,,,,
player,201112180phi,nyj,McKnJo00,fumbles,0,,,,,
player,201112180phi,nyj,McKnJo00,fumbles_lost,,,,,,
player,201112180phi,nyj,KellDu00,pass_cmp,0,,,,,
player,201112180phi,nyj,KellDu00,pass_att,0,,,,,
player,201112180phi,nyj,KellDu00,pass_yds,0,,,,,
player,201112180phi,nyj,KellDu00,pass_td,0,,,,,
player,201112180phi,nyj,KellDu00,pass_int,0,,,,,
player,201112180phi,nyj,KellDu00,pass_sacked,0,,,,,
player,201112180phi,nyj,KellDu00,pass_sacked_yds,0,,,,,
player,201112180phi,nyj,KellDu00,pass_long,0,,,,,
player,201112180phi,nyj,KellDu00,pass_rating,,,,,,
player,201112180phi,nyj,KellDu00,rush_att,0,,,,,
player,201112180phi,nyj,KellDu00,rush_yds,0,,,,,
player,201112180phi,nyj,KellDu00,rush_td,0,,,,,
player,201112180phi,nyj,KellDu00,rush_long,0,,,,,
player,201112180phi,nyj,KellDu00,targets,6,,,,,
player,201112180phi,nyj,KellDu00,rec,3,,,,,
player,201112180phi,nyj,KellDu00,rec_yds,73,,,,,
player,201112180phi,nyj,KellDu00,rec_td,0,,,,,
player,201112180phi,nyj,KellDu00,rec_long,41,,,,,
player,201112180phi,nyj,KellDu00,fumbles,0,,,,,
player,201112180phi,nyj,KellDu00,fumbles_lost,,,,,,
player,201112180phi,nyj,HolmSa00,pass_cmp,0,,,,,
player,201112180phi,nyj,HolmSa00,pass_att,0,,,,,
player,201112180phi,nyj,HolmSa00,pass_yds,0,,,,,
player,201112180phi,nyj,HolmSa00,pass_td,0,,,,,
player,201112180phi,nyj,HolmSa00,pass_int,0,,,,,
player,201112180phi,nyj,HolmSa00,pass_sacked,0,,,,,
player,201112180phi,nyj,HolmSa00,pass_sacked_yds,0,,,,,
player,201112180phi,nyj,HolmSa00,pass_long,0,,,,,
player,201112180phi,nyj,HolmSa00,pass_rating,,,,,,
player,201112180phi,nyj,HolmSa00,rush_att,0,,,,,
player,201112180phi,nyj,HolmSa00,rush_yds,0,,,,,
player,201112180phi,nyj,HolmSa00,rush_td,0,,,,,
player,201112180phi,nyj,HolmSa00,rush_long,0,,,,,
player,201112180phi,nyj,HolmSa00,targets,6,,,,,
player,201112180phi,nyj,HolmSa00,rec,4,,,,,
player,201112180phi,nyj,HolmSa00,rec_yds,40,,,,,
player,201112180phi,nyj,HolmSa00,rec_td,1,,,,,
player,201112180phi,nyj,HolmSa00,rec_long,25,,,,,
player,201112180phi,nyj,HolmSa00,fumbles,1,,,,,
player,201112180phi,nyj,HolmSa00,fumbles_lost,1,,,,,
player,201112180phi,nyj,KerlJe00,pass_cmp,0,,,,,
player,201112180phi,nyj,KerlJe00,pass_att,0,,,,,
player,201112180phi,nyj,KerlJe00,pass_yds,0,,,,,
player,201112180phi,nyj,KerlJe00,pass_td,0,,,,,
player,201112180phi,nyj,KerlJe00,pass_int,0,,,,,
player,201112180phi,nyj,KerlJe00,pass_sacked,0,,,,,
player,201112180phi,nyj,KerlJe00,pass_sacked_yds,0,,,,,
player,201112180phi,nyj,KerlJe00,pass_long,0,,,,,
player,201112180phi,nyj,KerlJe00,pass_rating,,,,,,
player,201112180phi,nyj,KerlJe00,rush_att,0,,,,,
player,201112180phi,nyj,KerlJe00,rush_yds,0,,,,,
player,201112180phi,nyj,KerlJe00,rush_td,0,,,,,
player,201112180phi,nyj,KerlJe00,rush_long,0,,,,,
player,201112180phi,nyj,KerlJe00,targets,3,,,,,
player,201112180phi,nyj,KerlJe00,rec,2,,,,,
player,201112180phi,nyj,KerlJe00,rec_yds,16,,,,,
player,201112180phi,nyj,KerlJe00,rec_td,0,,,,,
player,201112180phi,nyj,KerlJe00,rec_long,10,,,,,
player,201112180phi,nyj,KerlJe00,fumbles,0,,,,,
player,201112180phi,nyj,KerlJe00,fumbles_lost,,,,,,
player,201112180phi,nyj,BurrPl00,pass_cmp,0,,,,,
player,201112180phi,nyj,BurrPl00,pass_att,0,,,,,
player,201112180phi,nyj,BurrPl00,pass_yds,0,,,,,
player,201112180phi,nyj,BurrPl00,pass_td,0,,,,,
player,201112180phi,nyj,BurrPl00,pass_int,0,,,,,
player,201112180phi,nyj,BurrPl00,pass_sacked,0,,,,,
player,201112180phi,nyj,BurrPl00,pass_sacked_yds,0,,,,,
player,201112180phi,nyj,BurrPl00,pass_long,0,,,,,
player,201112180phi,nyj,BurrPl00,pass_rating,,,,,,
player,201112180phi,nyj,BurrPl00,rush_att,0,,,,,
player,201112180phi,nyj,BurrPl00,rush_yds,0,,,,,
player,201112180phi,nyj,BurrPl00,rush_td,0,,,,,
player,201112180phi,nyj,BurrPl00,rush_long,0,,,,,
player,201112180phi,nyj,BurrPl00,targets,3,,,,,
player,201112180phi,nyj,BurrPl00,rec,1,,,,,
player,201112180phi,nyj,BurrPl00,rec_yds,9,,,,,
player,201112180phi,nyj,BurrPl00,rec_td,1,,,,,
player,201112180phi,nyj,BurrPl00,rec_long,9,,,,,
player,201112180phi,nyj,BurrPl00,fumbles,0,,,,,
player,201112180phi,nyj,BurrPl00,fumbles_lost,,,,,,
player,201112180phi,nyj,TurnPa00,pass_cmp,0,,,,,
player,201112180phi,nyj,TurnPa00,pass_att,0,,,,,
player,201112180phi,nyj,TurnPa00,pass_yds,0,,,,,
player,201112180phi,nyj,TurnPa00,pass_td,0,,,,,
player,201112180phi,nyj,TurnPa00,pass_int,0,,,,,
player,201112180phi,nyj,TurnPa00,pass_sacked,0,,,,,
player,201112180phi,nyj,TurnPa00,pass_sacked_yds,0,,,,,
player,201112180phi,nyj,TurnPa00,pass_long,0,,,,,
player,201112180phi,nyj,TurnPa00,pass_rating,,,,,,
player,201112180phi,nyj,TurnPa00,rush_att,0,,,,,
player,201112180phi,nyj,TurnPa00,rush_yds,0,,,,,
player,201112180phi,nyj,TurnPa00,rush_td,0,,,,,
player,201112180phi,nyj,TurnPa00,rush_long,0,,,,,
player,201112180phi,nyj,TurnPa00,targets,1,,,,,
player,201112180phi,nyj,TurnPa00,rec,0,,,,,
player,201112180phi,nyj,TurnPa00,rec_yds,0,,,,,
player,201112180phi,nyj,TurnPa00,rec_td,0,,,,,
player,201112180phi,nyj,TurnPa00,rec_long,0,,,,,
player,201112180phi,nyj,TurnPa00,fumbles,0,,,,,
player,201112180phi,nyj,TurnPa00,fumbles_lost,,,,,,
player,201112180phi,nyj,BakeJo01,pass_cmp,0,,,,,
player,201112180phi,nyj,BakeJo01,pass_att,0,,,,,
player,201112180phi,nyj,BakeJo01,pass_yds,0,,,,,
player,201112180phi,nyj,BakeJo01,pass_td,0,,,,,
player,201112180phi,nyj,BakeJo01,pass_int,0,,,,,
player,201112180phi,nyj,BakeJo01,pass_sacked,0,,,,,
player,201112180phi,nyj,BakeJo01,pass_sacked_yds,0,,,,,
player,201112180phi,nyj,BakeJo01,pass_long,0,,,,,
player,201112180phi,nyj,BakeJo01,pass_rating,,,,,,
player,201112180phi,nyj,BakeJo01,rush_att,0,,,,,
player,201112180phi,nyj,BakeJo01,rush_yds,0,,,,,
player,201112180phi,nyj,BakeJo01,rush_td,0,,,,,
player,201112180phi,nyj,BakeJo01,rush_long,0,,,,,
player,201112180phi,nyj,BakeJo01,targets,1,,,,,
player,201112180phi,nyj,BakeJo01,rec,0,,,,,
player,201112180phi,nyj,BakeJo01,rec_yds,0,,,,,
player,201112180phi,nyj,BakeJo01,rec_td,0,,,,,
player,201112180phi,nyj,BakeJo01,rec_long,0,,,,,
player,201112180phi,nyj,BakeJo01,fumbles,0,,,,,
player,201112180phi,nyj,BakeJo01,fumbles_lost,,,,,,
player,201112180phi,phi,VickMi00,pass_cmp,15,,,,,
player,201112180phi,phi,VickMi00,pass_att,22,,,,,
player,201112180phi,phi,VickMi00,pass_yds,274,,,,,
player,201112180phi,phi,VickMi00,pass_td,1,,,,,
player,201112180phi,phi,VickMi00,pass_int,1,,,,,
player,201112180phi,phi,VickMi00,pass_sacked,0,,,,,
player,201112180phi,phi,VickMi00,pass_sacked_yds,0,,,,,
player,201112180phi,phi,VickMi00,pass_long,73,,,,,
player,201112180phi,phi,VickMi00,pass_rating,107.0,,,,,
player,201112180phi,phi,VickMi00,rush_att,5,,,,,
player,201112180phi,phi,VickMi00,rush_yds,32,,,,,
player,201112180phi,phi,VickMi00,rush_td,1,,,,,
player,201112180phi,phi,VickMi00,rush_long,11,,,,,
player,201112180phi,phi,VickMi00,targets,0,,,,,
player,201112180phi,phi,VickMi00,rec,0,,,,,
player,201112180phi,phi,VickMi00,rec_yds,0,,,,,
player,201112180phi,phi,VickMi00,rec_td,0,,,,,
player,201112180phi,phi,VickMi00,rec_long,0,,,,,
player,201112180phi,phi,VickMi00,fumbles,1,,,,,
player,201112180phi,phi,VickMi00,fumbles_lost,0,,,,,
player,201112180phi,phi,McCoLe01,pass_cmp,0,,,,,
player,201112180phi,phi,McCoLe01,pass_att,0,,,,,
player,201112180phi,phi,McCoLe01,pass_yds,0,,,,,
player,201112180phi,phi,McCoLe01,pass_td,0,,,,,
player,201112180phi,phi,McCoLe01,pass_int,0,,,,,
player,201112180phi,phi,McCoLe01,pass_sacked,0,,,,,
player,201112180phi,phi,McCoLe01,pass_sacked_yds,0,,,,,
player,201112180phi,phi,McCoLe01,pass_long,0,,,,,
player,201112180phi,phi,McCoLe01,pass_rating,,,,,,
player,201112180phi,phi,McCoLe01,rush_att,18,,,,,
player,201112180phi,phi,McCoLe01,rush_yds,102,,,,,
player,201112180phi,phi,McCoLe01,rush_td,3,,,,,
player,201112180phi,phi,McCoLe01,rush_long,33,,,,,
player,201112180phi,phi,McCoLe01,targets,2,,,,,
player,201112180phi,phi,McCoLe01,rec,2,,,,,
player,201112180phi,phi,McCoLe01,rec_yds,-5,,,,,
player,201112180phi,phi,McCoLe01,rec_td,0,,,,,
player,201112180phi,phi,McCoLe01,rec_long,1,,,,,
player,201112180phi,phi,McCoLe01,fumbles,1,,,,,
player,201112180phi,phi,McCoLe01,fumbles_lost,1,,,,,
player,201112180phi,phi,BrowRo05,pass_cmp,0,,,,,
player,201112180phi,phi,BrowRo05,pass_att,0,,,,,
player,201112180phi,phi,BrowRo05,pass_yds,0,,,,,
player,201112180phi,phi,BrowRo05,pass_td,0,,,,,
player,201112180phi,phi,BrowRo05,pass_int,0,,,,,
player,201112180phi,phi,BrowRo05,pass_sacked,0,,,,,
player,201112180phi,phi,BrowRo05,pass_sacked_yds,0,,,,,
player,201112180phi,phi,BrowRo05,pass_long,0,,,,,
player,201112180phi,phi,BrowRo05,pass_rating,,,,,,
player,201112180phi,phi,BrowRo05,rush_att,6,,,,,
player,201112180phi,phi,BrowRo05,rush_yds,18,,,,,
player,201112180phi,phi,BrowRo05,rush_td,0,,,,,
player,201112180phi,phi,BrowRo05,rush_long,8,,,,,
player,201112180phi,phi,BrowRo05,targets,0,,,,,
player,201112180phi,phi,BrowRo05,rec,0,,,,,
player,201112180phi,phi,BrowRo05,rec_yds,0,,,,,
player,201112180phi,phi,BrowRo05,rec_td,0,,,,,
player,201112180phi,phi,BrowRo05,rec_long,0,,,,,
player,201112180phi,phi,BrowRo05,fumbles,0,,,,,
player,201112180phi,phi,BrowRo05,fumbles_lost,,,,,,
player,201112180phi,phi,LewiDi00,pass_cmp,0,,,,,
player,201112180phi,phi,LewiDi00,pass_att,0,,,,,
player,201112180phi,phi,LewiDi00,pass_yds,0,,,,,
player,201112180phi,phi,LewiDi00,pass_td,0,,,,,
player,201112180phi,phi,LewiDi00,pass_int,0,,,,,
player,201112180phi,phi,LewiDi00,pass_sacked,0,,,,,
player,201112180phi,phi,LewiDi00,pass_sacked_yds,0,,,,,
player,201112180phi,phi,LewiDi00,pass_long,0,,,,,
player,201112180phi,phi,LewiDi00,pass_rating,,,,,,
player,201112180phi,phi,LewiDi00,rush_att,2,,,,,
player,201112180phi,phi,LewiDi00,rush_yds,10,,,,,
player,201112180phi,phi,LewiDi00,rush_td,0,,,,,
player,201112180phi,phi,LewiDi00,rush_long,7,,,,,
player,201112180phi,phi,LewiDi00,targets,0,,,,,
player,201112180phi,phi,LewiDi00,rec,0,,,,,
player,201112180phi,phi,LewiDi00,rec_yds,0,,,,,
player,201112180phi,phi,LewiDi00,rec_td,0,,,,,
player,201112180phi,phi,LewiDi00,rec_long,0,,,,,
player,201112180phi,phi,LewiDi00,fumbles,1,,,,,
player,201112180phi,phi,LewiDi00,fumbles_lost,1,,,,,
player,201112180phi,phi,CeleBr00,pass_cmp,0,,,,,
player,201112180phi,phi,CeleBr00,pass_att,0,,,,,
player,201112180phi,phi,CeleBr00,pass_yds,0,,,,,
player,201112180phi,phi,CeleBr00,pass_td,0,,,,,
player,201112180phi,phi,CeleBr00,pass_int,0,,,,,
player,201112180phi,phi,CeleBr00,pass_sacked,0,,,,,
player,201112180phi,phi,CeleBr00,pass_sacked_yds,0,,,,,
player,201112180phi,phi,CeleBr00,pass_long,0,,,,,
player,201112180phi,phi,CeleBr00,pass_rating,,,,,,
player,201112180phi,phi,CeleBr00,rush_att,0,,,,,
player,201112180phi,phi,CeleBr00,rush_yds,0,,,,,
player,201112180phi,phi,CeleBr00,rush_td,0,,,,,
player,201112180phi,phi,CeleBr00,rush_long,0,,,,,
player,201112180phi,phi,CeleBr00,targets,6,,,,,
player,201112180phi,phi,CeleBr00,rec,5,,,,,
player,201112180phi,phi,CeleBr00,rec_yds,156,,,,,
player,201112180phi,phi,CeleBr00,rec_td,1,,,,,
player,201112180phi,phi,CeleBr00,rec_long,73,,,,,
player,201112180phi,phi,CeleBr00,fumbles,0,,,,,
player,201112180phi,phi,CeleBr00,fumbles_lost,,,,,,
player,201112180phi,phi,MaclJe00,pass_cmp,0,,,,,
player,201112180phi,phi,MaclJe00,pass_att,0,,,,,
player,201112180phi,phi,MaclJe00,pass_yds,0,,,,,
player,201112180phi,phi,MaclJe00,pass_td,0,,,,,
player,201112180phi,phi,MaclJe00,pass_int,0,,,,,
player,201112180phi,phi,MaclJe00,pass_sacked,0,,,,,
player,201112180phi,phi,MaclJe00,pass_sacked_yds,0,,,,,
player,201112180phi,phi,MaclJe00,pass_long,0,,,,,
player,201112180phi,phi,MaclJe00,pass_rating,,,,,,
player,201112180phi,phi,MaclJe00,rush_att,0,,,,,
player,201112180phi,phi,MaclJe00,rush_yds,0,,,,,
player,201112180phi,phi,MaclJe00,rush_td,0,,,,,
player,201112180phi,phi,MaclJe00,rush_long,0,,,,,
player,201112180phi,phi,MaclJe00,targets,5,,,,,
player,201112180phi,phi,MaclJe00,rec,3,,,,,
player,201112180phi,phi,MaclJe00,rec_yds,57,,,,,
player,201112180phi,phi,MaclJe00,rec_td,0,,,,,
player,201112180phi,phi,MaclJe00,rec_long,23,,,,,
player,201112180phi,phi,MaclJe00,fumbles,0,,,,,
player,201112180phi,phi,MaclJe00,fumbles_lost,,,,,,
player,201112180phi,phi,JackDe00,pass_cmp,0,,,,,
player,201112180phi,phi,JackDe00,pass_att,0,,,,,
player,201112180phi,phi,JackDe00,pass_yds,0,,,,,
player,201112180phi,phi,JackDe00,pass_td,0,,,,,
player,201112180phi,phi,JackDe00,pass_int,0,,,,,
player,201112180phi,phi,JackDe00,pass_sacked,0,,,,,
player,201112180phi,phi,JackDe00,pass_sacked_yds,0,,,,,
player,201112180phi,phi,JackDe00,pass_long,0,,,,,
player,201112180phi,phi,JackDe00,pass_rating,,,,,,
player,201112180phi,phi,JackDe00,rush_att,0,,,,,
player,201112180phi,phi,JackDe00,rush_yds,0,,,,,
player,201112180phi,phi,JackDe00,rush_td,0,,,,,
player,201112180phi,phi,JackDe00,rush_long,0,,,,,
player,201112180phi,phi,JackDe00,targets,2,,,,,
player,201112180phi,phi,JackDe00,rec,2,,,,,
player,201112180phi,phi,JackDe00,rec_yds,28,,,,,
player,201112180phi,phi,JackDe00,rec_td,0,,,,,
player,201112180phi,phi,JackDe00,rec_long,16,,,,,
player,201112180phi,phi,JackDe00,fumbles,0,,,,,
player,201112180phi,phi,JackDe00,fumbles_lost,,,,,,
player,201112180phi,phi,HarbCl00,pass_cmp,0,,,,,
player,201112180phi,phi,HarbCl00,pass_att,0,,,,,
player,201112180phi,phi,HarbCl00,pass_yds,0,,,,,
player,201112180phi,phi,HarbCl00,pass_td,0,,,,,
player,201112180phi,phi,HarbCl00,pass_int,0,,,,,
player,201112180phi,phi,HarbCl00,pass_sacked,0,,,,,
player,201112180phi,phi,HarbCl00,pass_sacked_yds,0,,,,,
player,201112180phi,phi,HarbCl00,pass_long,0,,,,,
player,201112180phi,phi,HarbCl00,pass_rating,,,,,,
player,201112180phi,phi,HarbCl00,rush_att,0,,,,,
player,201112180phi,phi,HarbCl00,rush_yds,0,,,,,
player,201112180phi,phi,HarbCl00,rush_td,0,,,,,
player,201112180phi,phi,HarbCl00,rush_long,0,,,,,
player,201112180phi,phi,HarbCl00,targets,2,,,,,
player,201112180phi,phi,HarbCl00,rec,2,,,,,
player,201112180phi,phi,HarbCl00,rec_yds,20,,,,,
player,201112180phi,phi,HarbCl00,rec_td,0,,,,,
player,201112180phi,phi,HarbCl00,rec_long,16,,,,,
player,201112180phi,phi,HarbCl00,fumbles,0,,,,,
player,201112180phi,phi,HarbCl00,fumbles_lost,,,,,,
player,201112180phi,phi,CoopRi00,pass_cmp,0,,,,,
player,201112180phi,phi,CoopRi00,pass_att,0,,,,,
player,201112180phi,phi,CoopRi00,pass_yds,0,,,,,
player,201112180phi,phi,CoopRi00,pass_td,0,,,,,
player,201112180phi,phi,CoopRi00,pass_int,0,,,,,
player,201112180phi,phi,CoopRi00,pass_sacked,0,,,,,
player,201112180phi,phi,CoopRi00,pass_sacked_yds,0,,,,,
player,201112180phi,phi,CoopRi00,pass_long,0,,,,,
player,201112180phi,phi,CoopRi00,pass_rating,,,,,,
player,201112180phi,phi,CoopRi00,rush_att,0,,,,,
player,201112180phi,phi,CoopRi00,rush_yds,0,,,,,
player,201112180phi,phi,CoopRi00,rush_td,0,,,,,
player,201112180phi,phi,CoopRi00,rush_long,0,,,,,
player,201112180phi,phi,CoopRi00,targets,1,,,,,
player,201112180phi,phi,CoopRi00,rec,1,,,,,
player,201112180phi,phi,CoopRi00,rec_yds,18,,,,,
player,201112180phi,phi,CoopRi00,rec_td,0,,,,,
player,201112180phi,phi,CoopRi00,rec_long,18,,,,,
player,201112180phi,phi,CoopRi00,fumbles,0,,,,,
player,201112180phi,phi,CoopRi00,fumbles_lost,,,,,,
player,201112180phi,phi,AvanJa00,pass_cmp,0,,,,,
player,201112180phi,phi,AvanJa00,pass_att,0,,,,,
player,201112180phi,phi,AvanJa00,pass_yds,0,,,,,
player,201112180phi,phi,AvanJa00,pass_td,0,,,,,
player,201112180phi,phi,AvanJa00,pass_int,0,,,,,
