game,2011,5,20111009,201110090jax,cin,"Cincinnati Bengals",30,jax,"Jacksonville Jaguars",20
team,201110090jax,cin,First Downs,13,,,,,,
team,201110090jax,jax,First Downs,12,,,,,,
team,201110090jax,cin,Rush-Yds-TDs,31-77-1,,,,,,
team,201110090jax,jax,Rush-Yds-TDs,27-96-1,,,,,,
team,201110090jax,cin,Cmp-Att-Yd-TD-INT,21-33-179-2-1,,,,,,
team,201110090jax,jax,Cmp-Att-Yd-TD-INT,15-28-221-1-0,,,,,,
team,201110090jax,cin,Sacked-Yards,2-17,,,,,,
team,201110090jax,jax,Sacked-Yards,3-21,,,,,,
team,201110090jax,cin,Net Pass Yards,162,,,,,,
team,201110090jax,jax,Net Pass Yards,200,,,,,,
team,201110090jax,cin,Total Yards,239,,,,,,
team,201110090jax,jax,Total Yards,296,,,,,,
team,201110090jax,cin,Fumbles-Lost,1-0,,,,,,
team,201110090jax,jax,Fumbles-Lost,4-2,,,,,,
team,201110090jax,cin,Turnovers,1,,,,,,
team,201110090jax,jax,Turnovers,2,,,,,,
team,201110090jax,cin,Penalties-Yards,4-33,,,,,,
team,201110090jax,jax,Penalties-Yards,2-15,,,,,,
team,201110090jax,cin,Third Down Conv.,8-19,,,,,,
team,201110090jax,jax,Third Down Conv.,6-16,,,,,,
team,201110090jax,cin,Fourth Down Conv.,2-3,,,,,,
team,201110090jax,jax,Fourth Down Conv.,0-0,,,,,,
team,201110090jax,cin,Time of Possession,32:33,,,,,,
team,201110090jax,jax,Time of Possession,27:27,,,,,,
player,201110090jax,cin,DaltAn00,pass_cmp,21,,,,,
player,201110090jax,cin,DaltAn00,pass_att,33,,,,,
player,201110090jax,cin,DaltAn00,pass_yds,179,,,,,
player,201110090jax,cin,DaltAn00,pass_td,2,,,,,
player,201110090jax,cin,DaltAn00,pass_int,1,,,,,
player,201110090jax,cin,DaltAn00,pass_sacked,2,,,,,
player,201110090jax,cin,DaltAn00,pass_sacked_yds,17,,,,,
player,201110090jax,cin,DaltAn00,pass_long,37,,,,,
player,201110090jax,cin,DaltAn00,pass_rating,85.3,,,,,
player,201110090jax,cin,DaltAn00,rush_att,0,,,,,
player,201110090jax,cin,DaltAn00,rush_yds,0,,,,,
player,201110090jax,cin,DaltAn00,rush_td,0,,,,,
player,201110090jax,cin,DaltAn00,rush_long,0,,,,,
player,201110090jax,cin,DaltAn00,targets,0,,,,,
player,201110090jax,cin,DaltAn00,rec,0,,,,,
player,201110090jax,cin,DaltAn00,rec_yds,0,,,,,
player,201110090jax,cin,DaltAn00,rec_td,0,,,,,
player,201110090jax,cin,DaltAn00,rec_long,0,,,,,
player,201110090jax,cin,DaltAn00,fumbles,0,,,,,
player,201110090jax,cin,DaltAn00,fumbles_lost,,,,,,
player,201110090jax,cin,BensCe00,pass_cmp,0,,,,,
player,201110090jax,cin,BensCe00,pass_att,0,,,,,
player,201110090jax,cin,BensCe00,pass_yds,0,,,,,
player,201110090jax,cin,BensCe00,pass_td,0,,,,,
player,201110090jax,cin,BensCe00,pass_int,0,,,,,
player,201110090jax,cin,BensCe00,pass_sacked,0,,,,,
player,201110090jax,cin,BensCe00,pass_sacked_yds,0,,,,,
player,201110090jax,cin,BensCe00,pass_long,0,,,,,
player,201110090jax,cin,BensCe00,pass_rating,,,,,,
player,201110090jax,cin,BensCe00,rush_att,24,,,,,
player,201110090jax,cin,BensCe00,rush_yds,53,,,,,
player,201110090jax,cin,BensCe00,rush_td,0,,,,,
player,201110090jax,cin,BensCe00,rush_long,8,,,,,
player,201110090jax,cin,BensCe00,targets,0,,,,,
player,201110090jax,cin,BensCe00,rec,0,,,,,
player,201110090jax,cin,BensCe00,rec_yds,0,,,,,
player,201110090jax,cin,BensCe00,rec_td,0,,,,,
player,201110090jax,cin,BensCe00,rec_long,0,,,,,
player,201110090jax,cin,BensCe00,fumbles,0,,,,,
player,201110090jax,cin,BensCe00,fumbles_lost,,,,,,
player,201110090jax,cin,ScotBe00,pass_cmp,0,,,,,
player,201110090jax,cin,ScotBe00,pass_att,0,,,,,
player,201110090jax,cin,ScotBe00,pass_yds,0,,,,,
player,201110090jax,cin,ScotBe00,pass_td,0,,,,,
player,201110090jax,cin,ScotBe00,pass_int,0,,,,,
player,201110090jax,cin,ScotBe00,pass_sacked,0,,,,,
player,201110090jax,cin,ScotBe00,pass_sacked_yds,0,,,,,
player,201110090jax,cin,ScotBe00,pass_long,0,,,,,
player,201110090jax,cin,ScotBe00,pass_rating,,,,,,
player,201110090jax,cin,ScotBe00,rush_att,6,,,,,
player,201110090jax,cin,ScotBe00,rush_yds,20,,,,,
player,201110090jax,cin,ScotBe00,rush_td,1,,,,,
player,201110090jax,cin,ScotBe00,rush_long,9,,,,,
player,201110090jax,cin,ScotBe00,targets,2,,,,,
player,201110090jax,cin,ScotBe00,rec,2,,,,,
player,201110090jax,cin,ScotBe00,rec_yds,-1,,,,,
player,201110090jax,cin,ScotBe00,rec_td,0,,,,,
player,201110090jax,cin,ScotBe00,rec_long,4,,,,,
player,201110090jax,cin,ScotBe00,fumbles,0,,,,,
player,201110090jax,cin,ScotBe00,fumbles_lost,,,,,,
player,201110090jax,cin,LeonBr00,pass_cmp,0,,,,,
player,201110090jax,cin,LeonBr00,pass_att,0,,,,,
player,201110090jax,cin,LeonBr00,pass_yds,0,,,,,
player,201110090jax,cin,LeonBr00,pass_td,0,,,,,
player,201110090jax,cin,LeonBr00,pass_int,0,,,,,
player,201110090jax,cin,LeonBr00,pass_sacked,0,,,,,
player,201110090jax,cin,LeonBr00,pass_sacked_yds,0,,,,,
player,201110090jax,cin,LeonBr00,pass_long,0,,,,,
player,201110090jax,cin,LeonBr00,pass_rating,,,,,,
player,201110090jax,cin,LeonBr00,rush_att,1,,,,,
player,201110090jax,cin,LeonBr00,rush_yds,4,,,,,
player,201110090jax,cin,LeonBr00,rush_td,0,,,,,
player,201110090jax,cin,LeonBr00,rush_long,4,,,,,
player,201110090jax,cin,LeonBr00,targets,3,,,,,
player,201110090jax,cin,LeonBr00,rec,1,,,,,
player,201110090jax,cin,LeonBr00,rec_yds,10,,,,,
player,201110090jax,cin,LeonBr00,rec_td,0,,,,,
player,201110090jax,cin,LeonBr00,rec_long,10,,,,,
player,201110090jax,cin,LeonBr00,fumbles,0,,,,,
player,201110090jax,cin,LeonBr00,fumbles_lost,,,,,,
player,201110090jax,cin,GreeA.00,pass_cmp,0,,,,,
player,201110090jax,cin,GreeA.00,pass_att,0,,,,,
player,201110090jax,cin,GreeA.00,pass_yds,0,,,,,
player,201110090jax,cin,GreeA.00,pass_td,0,,,,,
player,201110090jax,cin,GreeA.00,pass_int,0,,,,,
player,201110090jax,cin,GreeA.00,pass_sacked,0,,,,,
player,201110090jax,cin,GreeA.00,pass_sacked_yds,0,,,,,
player,201110090jax,cin,GreeA.00,pass_long,0,,,,,
player,201110090jax,cin,GreeA.00,pass_rating,,,,,,
player,201110090jax,cin,GreeA.00,rush_att,0,,,,,
player,201110090jax,cin,GreeA.00,rush_yds,0,,,,,
player,201110090jax,cin,GreeA.00,rush_td,0,,,,,
player,201110090jax,cin,GreeA.00,rush_long,0,,,,,
player,201110090jax,cin,GreeA.00,targets,8,,,,,
player,201110090jax,cin,GreeA.00,rec,5,,,,,
player,201110090jax,cin,GreeA.00,rec_yds,90,,,,,
player,201110090jax,cin,GreeA.00,rec_td,1,,,,,
player,201110090jax,cin,GreeA.00,rec_long,37,,,,,
player,201110090jax,cin,GreeA.00,fumbles,0,,,,,
player,201110090jax,cin,GreeA.00,fumbles_lost,,,,,,
player,201110090jax,cin,SimpJe00,pass_cmp,0,,,,,
player,201110090jax,cin,SimpJe00,pass_att,0,,,,,
player,201110090jax,cin,SimpJe00,pass_yds,0,,,,,
player,201110090jax,cin,SimpJe00,pass_td,0,,,,,
player,201110090jax,cin,SimpJe00,pass_int,0,,,,,
player,201110090jax,cin,SimpJe00,pass_sacked,0,,,,,
player,201110090jax,cin,SimpJe00,pass_sacked_yds,0,,,,,
player,201110090jax,cin,SimpJe00,pass_long,0,,,,,
player,201110090jax,cin,SimpJe00,pass_rating,,,,,,
player,201110090jax,cin,SimpJe00,rush_att,0,,,,,
player,201110090jax,cin,SimpJe00,rush_yds,0,,,,,
player,201110090jax,cin,SimpJe00,rush_td,0,,,,,
player,201110090jax,cin,SimpJe00,rush_long,0,,,,,
player,201110090jax,cin,SimpJe00,targets,7,,,,,
player,201110090jax,cin,SimpJe00,rec,4,,,,,
player,201110090jax,cin,SimpJe00,rec_yds,40,,,,,
player,201110090jax,cin,SimpJe00,rec_td,0,,,,,
player,201110090jax,cin,SimpJe00,rec_long,17,,,,,
player,201110090jax,cin,SimpJe00,fumbles,0,,,,,
player,201110090jax,cin,SimpJe00,fumbles_lost,,,,,,
player,201110090jax,cin,GresJe00,pass_cmp,0,,,,,
player,201110090jax,cin,GresJe00,pass_att,0,,,,,
player,201110090jax,cin,GresJe00,pass_yds,0,,,,,
player,201110090jax,cin,GresJe00,pass_td,0,,,,,
player,201110090jax,cin,GresJe00,pass_int,0,,,,,
player,201110090jax,cin,GresJe00,pass_sacked,0,,,,,
player,201110090jax,cin,GresJe00,pass_sacked_yds,0,,,,,
player,201110090jax,cin,GresJe00,pass_long,0,,,,,
player,201110090jax,cin,GresJe00,pass_rating,,,,,,
player,201110090jax,cin,GresJe00,rush_att,0,,,,,
player,201110090jax,cin,GresJe00,rush_yds,0,,,,,
player,201110090jax,cin,GresJe00,rush_td,0,,,,,
player,201110090jax,cin,GresJe00,rush_long,0,,,,,
player,201110090jax,cin,GresJe00,targets,7,,,,,
player,201110090jax,cin,GresJe00,rec,5,,,,,
player,201110090jax,cin,GresJe00,rec_yds,21,,,,,
player,201110090jax,cin,GresJe00,rec_td,1,,,,,
player,201110090jax,cin,GresJe00,rec_long,9,,,,,
player,201110090jax,cin,GresJe00,fumbles,0,,,,,
player,201110090jax,cin,GresJe00,fumbles_lost,,,,,,
player,201110090jax,cin,CaldAn00,pass_cmp,0,,,,,
player,201110090jax,cin,CaldAn00,pass_att,0,,,,,
player,201110090jax,cin,CaldAn00,pass_yds,0,,,,,
player,201110090jax,cin,CaldAn00,pass_td,0,,,,,
player,201110090jax,cin,CaldAn00,pass_int,0,,,,,
player,201110090jax,cin,CaldAn00,pass_sacked,0,,,,,
player,201110090jax,cin,CaldAn00,pass_sacked_yds,0,,,,,
player,201110090jax,cin,CaldAn00,pass_long,0,,,,,
player,201110090jax,cin,CaldAn00,pass_rating,,,,,,
player,201110090jax,cin,CaldAn00,rush_att,0,,,,,
player,201110090jax,cin,CaldAn00,rush_yds,0,,,,,
player,201110090jax,cin,CaldAn00,rush_td,0,,,,,
player,201110090jax,cin,CaldAn00,rush_long,0,,,,,
player,201110090jax,cin,CaldAn00,targets,4,,,,,
player,201110090jax,cin,CaldAn00,rec,2,,,,,
player,201110090jax,cin,CaldAn00,rec_yds,13,,,,,
player,201110090jax,cin,CaldAn00,rec_td,0,,,,,
player,201110090jax,cin,CaldAn00,rec_long,8,,,,,
player,201110090jax,cin,CaldAn00,fumbles,0,,,,,
player,201110090jax,cin,CaldAn00,fumbles_lost,,,,,,
player,201110090jax,cin,HawkAn00,pass_cmp,0,,,,,
player,201110090jax,cin,HawkAn00,pass_att,0,,,,,
player,201110090jax,cin,HawkAn00,pass_yds,0,,,,,
player,201110090jax,cin,HawkAn00,pass_td,0,,,,,
player,201110090jax,cin,HawkAn00,pass_int,0,,,,,
player,201110090jax,cin,HawkAn00,pass_sacked,0,,,,,
player,201110090jax,cin,HawkAn00,pass_sacked_yds,0,,,,,
player,201110090jax,cin,HawkAn00,pass_long,0,,,,,
player,201110090jax,cin,HawkAn00,pass_rating,,,,,,
player,201110090jax,cin,HawkAn00,rush_att,0,,,,,
player,201110090jax,cin,HawkAn00,rush_yds,0,,,,,
player,201110090jax,cin,HawkAn00,rush_td,0,,,,,
player,201110090jax,cin,HawkAn00,rush_long,0,,,,,
player,201110090jax,cin,HawkAn00,targets,2,,,,,
player,201110090jax,cin,HawkAn00,rec,2,,,,,
player,201110090jax,cin,HawkAn00,rec_yds,6,,,,,
player,201110090jax,cin,HawkAn00,rec_td,0,,,,,
player,201110090jax,cin,HawkAn00,rec_long,9,,,,,
player,201110090jax,cin,HawkAn00,fumbles,0,,,,,
player,201110090jax,cin,HawkAn00,fumbles_lost,,,,,,
player,201110090jax,jax,GabbBl00,pass_cmp,15,,,,,
player,201110090jax,jax,GabbBl00,pass_att,28,,,,,
player,201110090jax,jax,GabbBl00,pass_yds,221,,,,,
player,201110090jax,jax,GabbBl00,pass_td,1,,,,,
player,201110090jax,jax,GabbBl00,pass_int,0,,,,,
player,201110090jax,jax,GabbBl00,pass_sacked,3,,,,,
player,201110090jax,jax,GabbBl00,pass_sacked_yds,21,,,,,
player,201110090jax,jax,GabbBl00,pass_long,74,,,,,
player,201110090jax,jax,GabbBl00,pass_rating,91.5,,,,,
player,201110090jax,jax,GabbBl00,rush_att,5,,,,,
player,201110090jax,jax,GabbBl00,rush_yds,11,,,,,
player,201110090jax,jax,GabbBl00,rush_td,0,,,,,
player,201110090jax,jax,GabbBl00,rush_long,6,,,,,
player,201110090jax,jax,GabbBl00,targets,0,,,,,
player,201110090jax,jax,GabbBl00,rec,0,,,,,
player,201110090jax,jax,GabbBl00,rec_yds,0,,,,,
player,201110090jax,jax,GabbBl00,rec_td,0,,,,,
player,201110090jax,jax,GabbBl00,rec_long,0,,,,,
player,201110090jax,jax,GabbBl00,fumbles,2,,,,,
player,201110090jax,jax,GabbBl00,fumbles_lost,1,,,,,
player,201110090jax,jax,DrewMa00,pass_cmp,0,,,,,
player,201110090jax,jax,DrewMa00,pass_att,0,,,,,
player,201110090jax,jax,DrewMa00,pass_yds,0,,,,,
player,201110090jax,jax,DrewMa00,pass_td,0,,,,,
player,201110090jax,jax,DrewMa00,pass_int,0,,,,,
player,201110090jax,jax,DrewMa00,pass_sacked,0,,,,,
player,201110090jax,jax,DrewMa00,pass_sacked_yds,0,,,,,
player,201110090jax,jax,DrewMa00,pass_long,0,,,,,
player,201110090jax,jax,DrewMa00,pass_rating,,,,,,
player,201110090jax,jax,DrewMa00,rush_att,19,,,,,
player,201110090jax,jax,DrewMa00,rush_yds,85,,,,,
player,201110090jax,jax,DrewMa00,rush_td,1,,,,,
player,201110090jax,jax,DrewMa00,rush_long,25,,,,,
player,201110090jax,jax,DrewMa00,targets,0,,,,,
player,201110090jax,jax,DrewMa00,rec,0,,,,,
player,201110090jax,jax,DrewMa00,rec_yds,0,,,,,
player,201110090jax,jax,DrewMa00,rec_td,0,,,,,
player,201110090jax,jax,DrewMa00,rec_long,0,,,,,
player,201110090jax,jax,DrewMa00,fumbles,1,,,,,
player,201110090jax,jax,DrewMa00,fumbles_lost,,,,,,
player,201110090jax,jax,KariDe00,pass_cmp,0,,,,,
player,201110090jax,jax,KariDe00,pass_att,0,,,,,
player,201110090jax,jax,KariDe00,pass_yds,0,,,,,
player,201110090jax,jax,KariDe00,pass_td,0,,,,,
player,201110090jax,jax,KariDe00,pass_int,0,,,,,
player,201110090jax,jax,KariDe00,pass_sacked,0,,,,,
player,201110090jax,jax,KariDe00,pass_sacked_yds,0,,,,,
player,201110090jax,jax,KariDe00,pass_long,0,,,,,
player,201110090jax,jax,KariDe00,pass_rating,,,,,,
player,201110090jax,jax,KariDe00,rush_att,2,,,,,
player,201110090jax,jax,KariDe00,rush_yds,4,,,,,
player,201110090jax,jax,KariDe00,rush_td,0,,,,,
player,201110090jax,jax,KariDe00,rush_long,3,,,,,
player,201110090jax,jax,KariDe00,targets,4,,,,,
player,201110090jax,jax,KariDe00,rec,3,,,,,
player,201110090jax,jax,KariDe00,rec_yds,27,,,,,
player,201110090jax,jax,KariDe00,rec_td,0,,,,,
player,201110090jax,jax,KariDe00,rec_long,20,,,,,
player,201110090jax,jax,KariDe00,fumbles,0,,,,,
player,201110090jax,jax,KariDe00,fumbles_lost,,,,,,
player,201110090jax,jax,HillJa00,pass_cmp,0,,,,,
player,201110090jax,jax,HillJa00,pass_att,0,,,,,
player,201110090jax,jax,HillJa00,pass_yds,0,,,,,
player,201110090jax,jax,HillJa00,pass_td,0,,,,,
player,201110090jax,jax,HillJa00,pass_int,0,,,,,
player,201110090jax,jax,HillJa00,pass_sacked,0,,,,,
player,201110090jax,jax,HillJa00,pass_sacked_yds,0,,,,,
player,201110090jax,jax,HillJa00,pass_long,0,,,,,
player,201110090jax,jax,HillJa00,pass_rating,,,,,,
player,201110090jax,jax,HillJa00,rush_att,0,,,,,
player,201110090jax,jax,HillJa00,rush_yds,0,,,,,
player,201110090jax,jax,HillJa00,rush_td,0,,,,,
player,201110090jax,jax,HillJa00,rush_long,0,,,,,
player,201110090jax,jax,HillJa00,targets,8,,,,,
player,201110090jax,jax,HillJa00,rec,5,,,,,
player,201110090jax,jax,HillJa00,rec_yds,118,,,,,
player,201110090jax,jax,HillJa00,rec_td,1,,,,,
player,201110090jax,jax,HillJa00,rec_long,74,,,,,
player,201110090jax,jax,HillJa00,fumbles,0,,,,,
player,201110090jax,jax,HillJa00,fumbles_lost,,,,,,
player,201110090jax,jax,JoneGr01,pass_cmp,0,,,,,
player,201110090jax,jax,JoneGr01,pass_att,0,,,,,
player,201110090jax,jax,JoneGr01,pass_yds,0,,,,,
player,201110090jax,jax,JoneGr01,pass_td,0,,,,,
player,201110090jax,jax,JoneGr01,pass_int,0,,,,,
player,201110090jax,jax,JoneGr01,pass_sacked,0,,,,,
player,201110090jax,jax,JoneGr01,pass_sacked_yds,0,,,,,
player,201110090jax,jax,JoneGr01,pass_long,0,,,,,
player,201110090jax,jax,JoneGr01,pass_rating,,,,,,
player,201110090jax,jax,JoneGr01,rush_att,0,,,,,
player,201110090jax,jax,JoneGr01,rush_yds,0,,,,,
player,201110090jax,jax,JoneGr01,rush_td,0,,,,,
player,201110090jax,jax,JoneGr01,rush_long,0,,,,,
player,201110090jax,jax,JoneGr01,targets,1,,,,,
player,201110090jax,jax,JoneGr01,rec,1,,,,,
player,201110090jax,jax,JoneGr01,rec_yds,10,,,,,
player,201110090jax,jax,JoneGr01,rec_td,0,,,,,
player,201110090jax,jax,JoneGr01,rec_long,10,,,,,
player,201110090jax,jax,JoneGr01,fumbles,0,,,,,
player,201110090jax,jax,JoneGr01,fumbles_lost,,,,,,
player,201110090jax,jax,LewiMa00,pass_cmp,0,,,,,
player,201110090jax,jax,LewiMa00,pass_att,0,,,,,
player,201110090jax,jax,LewiMa00,pass_yds,0,,,,,
player,201110090jax,jax,LewiMa00,pass_td,0,,,,,
player,201110090jax,jax,LewiMa00,pass_int,0,,,,,
player,201110090jax,jax,LewiMa00,pass_sacked,0,,,,,
player,201110090jax,jax,LewiMa00,pass_sacked_yds,0,,,,,
player,201110090jax,jax,LewiMa00,pass_long,0,,,,,
player,201110090jax,jax,LewiMa00,pass_rating,,,,,,
player,201110090jax,jax,LewiMa00,rush_att,0,,,,,
player,201110090jax,jax,LewiMa00,rush_yds,0,,,,,
player,201110090jax,jax,LewiMa00,rush_td,0,,,,,
player,201110090jax,jax,LewiMa00,rush_long,0,,,,,
player,201110090jax,jax,LewiMa00,targets,4,,,,,
player,201110090jax,jax,LewiMa00,rec,1,,,,,
player,201110090jax,jax,LewiMa00,rec_yds,6,,,,,
player,201110090jax,jax,LewiMa00,rec_td,0,,,,,
player,201110090jax,jax,LewiMa00,rec_long,6,,,,,
player,201110090jax,jax,LewiMa00,fumbles,0,,,,,
player,201110090jax,jax,LewiMa00,fumbles_lost,,,,,,
player,201110090jax,jax,BoleBr00,pass_cmp,0,,,,,
player,201110090jax,jax,BoleBr00,pass_att,0,,,,,
player,201110090jax,jax,BoleBr00,pass_yds,0,,,,,
player,201110090jax,jax,BoleBr00,pass_td,0,,,,,
player,201110090jax,jax,BoleBr00,pass_int,0,,,,,
player,201110090jax,jax,BoleBr00,pass_sacked,0,,,,,
player,201110090jax,jax,BoleBr00,pass_sacked_yds,0,,,,,
player,201110090jax,jax,BoleBr00,pass_long,0,,,,,
player,201110090jax,jax,BoleBr00,pass_rating,,,,,,
player,201110090jax,jax,BoleBr00,rush_att,0,,,,,
player,201110090jax,jax,BoleBr00,rush_yds,0,,,,,
player,201110090jax,jax,BoleBr00,rush_td,0,,,,,
player,201110090jax,jax,BoleBr00,rush_long,0,,,,,
player,201110090jax,jax,BoleBr00,targets,1,,,,,
player,201110090jax,jax,BoleBr00,rec,1,,,,,
player,201110090jax,jax,BoleBr00,rec_yds,4,,,,,
player,201110090jax,jax,BoleBr00,rec_td,0,,,,,
player,201110090jax,jax,BoleBr00,rec_long,4,,,,,
player,201110090jax,jax,BoleBr00,fumbles,0,,,,,
player,201110090jax,jax,BoleBr00,fumbles_lost,,,,,,
player,201110090jax,jax,DillJa00,pass_cmp,0,,,,,
player,201110090jax,jax,DillJa00,pass_att,0,,,,,
player,201110090jax,jax,DillJa00,pass_yds,0,,,,,
player,201110090jax,jax,DillJa00,pass_td,0,,,,,
player,201110090jax,jax,DillJa00,pass_int,0,,,,,
player,201110090jax,jax,DillJa00,pass_sacked,0,,,,,
player,201110090jax,jax,DillJa00,pass_sacked_yds,0,,,,,
player,201110090jax,jax,DillJa00,pass_long,0,,,,,
player,201110090jax,jax,DillJa00,pass_rating,,,,,,
player,201110090jax,jax,DillJa00,rush_att,0,,,,,
player,201110090jax,jax,DillJa00,rush_yds,0,,,,,
player,201110090jax,jax,DillJa00,rush_td,0,,,,,
player,201110090jax,jax,DillJa00,rush_long,0,,,,,
player,201110090jax,jax,DillJa00,targets,1,,,,,
player,201110090jax,jax,DillJa00,rec,1,,,,,
player,201110090jax,jax,DillJa00,rec_yds,3,,,,,
player,201110090jax,jax,DillJa00,rec_td,0,,,,,
player,201110090jax,jax,DillJa00,rec_long,3,,,,,
player,201110090jax,jax,DillJa00,fumbles,0,,,,,
player,201110090jax,jax,DillJa00,fumbles_lost,,,,,,
player,201110090jax,jax,ShorCe00,pass_cmp,0,,,,,
player,201110090jax,jax,ShorCe00,pass_att,0,,,,,
player,201110090jax,jax,ShorCe00,pass_yds,0,,,,,
player,201110090jax,jax,ShorCe00,pass_td,0,,,,,
player,201110090jax,jax,ShorCe00,pass_int,0,,,,,
player,201110090jax,jax,ShorCe00,pass_sacked,0,,,,,
player,201110090jax,jax,ShorCe00,pass_sacked_yds,0,,,,,
player,201110090jax,jax,ShorCe00,pass_long,0,,,,,
player,201110090jax,jax,ShorCe00,pass_rating,,,,,,
player,201110090jax,jax,ShorCe00,rush_att,0,,,,,
player,201110090jax,jax,ShorCe00,rush_yds,0,,,,,
player,201110090jax,jax,ShorCe00,rush_td,0,,,,,
player,201110090jax,jax,ShorCe00,rush_long,0,,,,,
player,201110090jax,jax,ShorCe00,targets,1,,,,,
player,201110090jax,jax,ShorCe00,rec,0,,,,,
player,201110090jax,jax,ShorCe00,rec_yds,0,,,,,
player,201110090jax,jax,ShorCe00,rec_td,0,,,,,
player,201110090jax,jax,ShorCe00,rec_long,0,,,,,
player,201110090jax,jax,ShorCe00,fumbles,0,,,,,
player,201110090jax,jax,ShorCe00,fumbles_lost,,,,,,
player,201110090jax,jax,WestCh00,pass_cmp,0,,,,,
player,201110090jax,jax,WestCh00,pass_att,0,,,,,
player,201110090jax,jax,WestCh00,pass_yds,0,,,,,
player,201110090jax,jax,WestCh00,pass_td,0,,,,,
player,201110090jax,jax,WestCh00,pass_int,0,,,,,
player,201110090jax,jax,WestCh00,pass_sacked,0,,,,,
player,201110090jax,jax,WestCh00,pass_sacked_yds,0,,,,,
player,201110090jax,jax,WestCh00,pass_long,0,,,,,
player,201110090jax,jax,WestCh00,pass_rating,,,,,,
player,201110090jax,jax,WestCh00,rush_att,0,,,,,
player,201110090jax,jax,WestCh00,rush_yds,0,,,,,
player,201110090jax,jax,WestCh00,rush_td,0,,,,,
player,201110090jax,jax,WestCh00,rush_long,0,,,,,
player,201110090jax,jax,WestCh00,targets,1,,,,,
player,201110090jax,jax,WestCh00,rec,0,,,,,
player,201110090jax,jax,WestCh00,rec_yds,0,,,,,
player,201110090jax,jax,WestCh00,rec_td,0,,,,,
player,201110090jax,jax,WestCh00,rec_long,0,,,,,
player,201110090jax,jax,WestCh00,fumbles,0,,,,,
player,201110090jax,jax,WestCh00,fumbles_lost,,,,,,
player,201110090jax,jax,ThomMi01,pass_cmp,0,,,,,
player,201110090jax,jax,ThomMi01,pass_att,0,,,,,
player,201110090jax,jax,ThomMi01,pass_yds,0,,,,,
player,201110090jax,jax,ThomMi01,pass_td,0,,,,,
player,201110090jax,jax,ThomMi01,pass_int,0,,,,,
player,201110090jax,jax,ThomMi01,pass_sacked,0,,,,,
player,201110090jax,jax,ThomMi01,pass_sacked_yds,0,,,,,
player,201110090jax,jax,ThomMi01,pass_long,0,,,,,
player,201110090jax,jax,ThomMi01,pass_rating,,,,,,
player,201110090jax,jax,ThomMi01,rush_att,1,,,,,
player,201110090jax,jax,ThomMi01,rush_yds,-4,,,,,
player,201110090jax,jax,ThomMi01,rush_td,0,,,,,
player,201110090jax,jax,ThomMi01,rush_long,-4,,,,,
player,201110090jax,jax,ThomMi01,targets,7,,,,,
player,201110090jax,jax,ThomMi01,rec,3,,,,,
player,201110090jax,jax,ThomMi01,rec_yds,53,,,,,
player,201110090jax,jax,ThomMi01,rec_td,0,,,,,
player,201110090jax,jax,ThomMi01,rec_long,24,,,,,
player,201110090jax,jax,ThomMi01,fumbles,1,,,,,
player,201110090jax,jax,ThomMi01,fumbles_lost,,,,,,
player,201110090jax,cin,RuckFr99,def_int,0,,,,,
player,201110090jax,cin,RuckFr99,def_int_yds,0,,,,,
player,201110090jax,cin,RuckFr99,def_int_td,0,,,,,
player,201110090jax,cin,RuckFr99,def_int_long,0,,,,,
player,201110090jax,cin,RuckFr99,pass_defended,0,,,,,
player,201110090jax,cin,RuckFr99,sacks,1.0,,,,,
player,201110090jax,cin,RuckFr99,tackles_combined,3,,,,,
player,201110090jax,cin,RuckFr99,tackles_solo,3,,,,,
player,201110090jax,cin,RuckFr99,tackles_assists,0,,,,,
player,201110090jax,cin,RuckFr99,tackles_loss,2,,,,,
player,201110090jax,cin,RuckFr99,qb_hits,1,,,,,
player,201110090jax,cin,RuckFr99,fumbles_rec,0,,,,,
player,201110090jax,cin,RuckFr99,fumbles_rec_yds,0,,,,,
player,201110090jax,cin,RuckFr99,fumbles_rec_td,0,,,,,
player,201110090jax,cin,RuckFr99,fumbles_forced,0,,,,,
player,201110090jax,cin,SimsPa99,def_int,0,,,,,
player,201110090jax,cin,SimsPa99,def_int_yds,0,,,,,
player,201110090jax,cin,SimsPa99,def_int_td,0,,,,,
player,201110090jax,cin,SimsPa99,def_int_long,0,,,,,
player,201110090jax,cin,SimsPa99,pass_defended,0,,,,,
player,201110090jax,cin,SimsPa99,sacks,1.0,,,,,
player,201110090jax,cin,SimsPa99,tackles_combined,3,,,,,
player,201110090jax,cin,SimsPa99,tackles_solo,2,,,,,
player,201110090jax,cin,SimsPa99,tackles_assists,1,,,,,
player,201110090jax,cin,SimsPa99,tackles_loss,1,,,,,
player,201110090jax,cin,SimsPa99,qb_hits,1,,,,,
player,201110090jax,cin,SimsPa99,fumbles_rec,0,,,,,
player,201110090jax,cin,SimsPa99,fumbles_rec_yds,0,,,,,
player,201110090jax,cin,SimsPa99,fumbles_rec_td,0,,,,,
player,201110090jax,cin,SimsPa99,fumbles_forced,0,,,,,
player,201110090jax,cin,FaneJo20,def_int,0,,,,,
player,201110090jax,cin,FaneJo20,def_int_yds,0,,,,,
player,201110090jax,cin,FaneJo20,def_int_td,0,,,,,
player,201110090jax,cin,FaneJo20,def_int_long,0,,,,,
player,201110090jax,cin,FaneJo20,pass_defended,0,,,,,
