game,2011,10,20111113,201111130clt,jax,"Jacksonville Jaguars",17,clt,"Indianapolis Colts",3
player,201111130clt,jax,GabbBl00,pass_long,19,,,,,
player,201111130clt,jax,GabbBl00,pass_rating,77.1,,,,,
player,201111130clt,jax,GabbBl00,rush_att,6,,,,,
player,201111130clt,jax,GabbBl00,rush_yds,8,,,,,
player,201111130clt,jax,GabbBl00,rush_td,0,,,,,
player,201111130clt,jax,GabbBl00,rush_long,5,,,,,
player,201111130clt,jax,GabbBl00,targets,0,,,,,
player,201111130clt,jax,GabbBl00,rec,0,,,,,
player,201111130clt,jax,GabbBl00,rec_yds,0,,,,,
player,201111130clt,jax,GabbBl00,rec_td,0,,,,,
player,201111130clt,jax,GabbBl00,rec_long,0,,,,,
player,201111130clt,jax,GabbBl00,fumbles,0,,,,,
player,201111130clt,jax,GabbBl00,fumbles_lost,,,,,,
player,201111130clt,jax,DrewMa00,pass_cmp,0,,,,,
player,201111130clt,jax,DrewMa00,pass_att,0,,,,,
player,201111130clt,jax,DrewMa00,pass_yds,0,,,,,
player,201111130clt,jax,DrewMa00,pass_td,0,,,,,
player,201111130clt,jax,DrewMa00,pass_int,0,,,,,
player,201111130clt,jax,DrewMa00,pass_sacked,0,,,,,
player,201111130clt,jax,DrewMa00,pass_sacked_yds,0,,,,,
player,201111130clt,jax,DrewMa00,pass_long,0,,,,,
player,201111130clt,jax,DrewMa00,pass_rating,,,,,,
player,201111130clt,jax,DrewMa00,rush_att,25,,,,,
player,201111130clt,jax,DrewMa00,rush_yds,114,,,,,
player,201111130clt,jax,DrewMa00,rush_td,1,,,,,
player,201111130clt,jax,DrewMa00,rush_long,15,,,,,
player,201111130clt,jax,DrewMa00,targets,3,,,,,
player,201111130clt,jax,DrewMa00,rec,3,,,,,
player,201111130clt,jax,DrewMa00,rec_yds,23,,,,,
player,201111130clt,jax,DrewMa00,rec_td,0,,,,,
player,201111130clt,jax,DrewMa00,rec_long,12,,,,,
player,201111130clt,jax,DrewMa00,fumbles,0,,,,,
player,201111130clt,jax,DrewMa00,fumbles_lost,,,,,,
player,201111130clt,jax,ThomMi01,pass_cmp,0,,,,,
player,201111130clt,jax,ThomMi01,pass_att,0,,,,,
player,201111130clt,jax,ThomMi01,pass_yds,0,,,,,
player,201111130clt,jax,ThomMi01,pass_td,0,,,,,
player,201111130clt,jax,ThomMi01,pass_int,0,,,,,
player,201111130clt,jax,ThomMi01,pass_sacked,0,,,,,
player,201111130clt,jax,ThomMi01,pass_sacked_yds,0,,,,,
player,201111130clt,jax,ThomMi01,pass_long,0,,,,,
player,201111130clt,jax,ThomMi01,pass_rating,,,,,,
player,201111130clt,jax,ThomMi01,rush_att,1,,,,,
player,201111130clt,jax,ThomMi01,rush_yds,12,,,,,
player,201111130clt,jax,ThomMi01,rush_td,0,,,,,
player,201111130clt,jax,ThomMi01,rush_long,12,,,,,
player,201111130clt,jax,ThomMi01,targets,1,,,,,
player,201111130clt,jax,ThomMi01,rec,1,,,,,
player,201111130clt,jax,ThomMi01,rec_yds,1,,,,,
player,201111130clt,jax,ThomMi01,rec_td,0,,,,,
player,201111130clt,jax,ThomMi01,rec_long,1,,,,,
player,201111130clt,jax,ThomMi01,fumbles,0,,,,,
player,201111130clt,jax,ThomMi01,fumbles_lost,,,,,,
player,201111130clt,jax,KariDe00,pass_cmp,0,,,,,
player,201111130clt,jax,KariDe00,pass_att,0,,,,,
player,201111130clt,jax,KariDe00,pass_yds,0,,,,,
player,201111130clt,jax,KariDe00,pass_td,0,,,,,
player,201111130clt,jax,KariDe00,pass_int,0,,,,,
player,201111130clt,jax,KariDe00,pass_sacked,0,,,,,
player,201111130clt,jax,KariDe00,pass_sacked_yds,0,,,,,
player,201111130clt,jax,KariDe00,pass_long,0,,,,,
player,201111130clt,jax,KariDe00,pass_rating,,,,,,
player,201111130clt,jax,KariDe00,rush_att,9,,,,,
player,201111130clt,jax,KariDe00,rush_yds,7,,,,,
player,201111130clt,jax,KariDe00,rush_td,0,,,,,
player,201111130clt,jax,KariDe00,rush_long,8,,,,,
player,201111130clt,jax,KariDe00,targets,3,,,,,
player,201111130clt,jax,KariDe00,rec,3,,,,,
player,201111130clt,jax,KariDe00,rec_yds,25,,,,,
player,201111130clt,jax,KariDe00,rec_td,0,,,,,
player,201111130clt,jax,KariDe00,rec_long,17,,,,,
player,201111130clt,jax,KariDe00,fumbles,0,,,,,
player,201111130clt,jax,KariDe00,fumbles_lost,,,,,,
player,201111130clt,jax,WestCh00,pass_cmp,0,,,,,
player,201111130clt,jax,WestCh00,pass_att,0,,,,,
player,201111130clt,jax,WestCh00,pass_yds,0,,,,,
player,201111130clt,jax,WestCh00,pass_td,0,,,,,
player,201111130clt,jax,WestCh00,pass_int,0,,,,,
player,201111130clt,jax,WestCh00,pass_sacked,0,,,,,
player,201111130clt,jax,WestCh00,pass_sacked_yds,0,,,,,
player,201111130clt,jax,WestCh00,pass_long,0,,,,,
player,201111130clt,jax,WestCh00,pass_rating,,,,,,
player,201111130clt,jax,WestCh00,rush_att,0,,,,,
player,201111130clt,jax,WestCh00,rush_yds,0,,,,,
player,201111130clt,jax,WestCh00,rush_td,0,,,,,
player,201111130clt,jax,WestCh00,rush_long,0,,,,,
player,201111130clt,jax,WestCh00,targets,5,,,,,
player,201111130clt,jax,WestCh00,rec,3,,,,,
player,201111130clt,jax,WestCh00,rec_yds,39,,,,,
player,201111130clt,jax,WestCh00,rec_td,0,,,,,
player,201111130clt,jax,WestCh00,rec_long,13,,,,,
player,201111130clt,jax,WestCh00,fumbles,0,,,,,
player,201111130clt,jax,WestCh00,fumbles_lost,,,,,,
player,201111130clt,jax,DillJa00,pass_cmp,0,,,,,
player,201111130clt,jax,DillJa00,pass_att,0,,,,,
player,201111130clt,jax,DillJa00,pass_yds,0,,,,,
player,201111130clt,jax,DillJa00,pass_td,0,,,,,
player,201111130clt,jax,DillJa00,pass_int,0,,,,,
player,201111130clt,jax,DillJa00,pass_sacked,0,,,,,
player,201111130clt,jax,DillJa00,pass_sacked_yds,0,,,,,
player,201111130clt,jax,DillJa00,pass_long,0,,,,,
player,201111130clt,jax,DillJa00,pass_rating,,,,,,
player,201111130clt,jax,DillJa00,rush_att,0,,,,,
player,201111130clt,jax,DillJa00,rush_yds,0,,,,,
player,201111130clt,jax,DillJa00,rush_td,0,,,,,
player,201111130clt,jax,DillJa00,rush_long,0,,,,,
player,201111130clt,jax,DillJa00,targets,2,,,,,
player,201111130clt,jax,DillJa00,rec,2,,,,,
player,201111130clt,jax,DillJa00,rec_yds,30,,,,,
player,201111130clt,jax,DillJa00,rec_td,1,,,,,
player,201111130clt,jax,DillJa00,rec_long,19,,,,,
player,201111130clt,jax,DillJa00,fumbles,0,,,,,
player,201111130clt,jax,DillJa00,fumbles_lost,,,,,,
player,201111130clt,jax,PottZa99,pass_cmp,0,,,,,
player,201111130clt,jax,PottZa99,pass_att,0,,,,,
player,201111130clt,jax,PottZa99,pass_yds,0,,,,,
player,201111130clt,jax,PottZa99,pass_td,0,,,,,
player,201111130clt,jax,PottZa99,pass_int,0,,,,,
player,201111130clt,jax,PottZa99,pass_sacked,0,,,,,
player,201111130clt,jax,PottZa99,pass_sacked_yds,0,,,,,
player,201111130clt,jax,PottZa99,pass_long,0,,,,,
player,201111130clt,jax,PottZa99,pass_rating,,,,,,
player,201111130clt,jax,PottZa99,rush_att,0,,,,,
player,201111130clt,jax,PottZa99,rush_yds,0,,,,,
player,201111130clt,jax,PottZa99,rush_td,0,,,,,
player,201111130clt,jax,PottZa99,rush_long,0,,,,,
player,201111130clt,jax,PottZa99,targets,2,,,,,
player,201111130clt,jax,PottZa99,rec,1,,,,,
player,201111130clt,jax,PottZa99,rec_yds,4,,,,,
player,201111130clt,jax,PottZa99,rec_td,0,,,,,
player,201111130clt,jax,PottZa99,rec_long,4,,,,,
player,201111130clt,jax,PottZa99,fumbles,0,,,,,
player,201111130clt,jax,PottZa99,fumbles_lost,,,,,,
player,201111130clt,jax,OsgoKa00,pass_cmp,0,,,,,
player,201111130clt,jax,OsgoKa00,pass_att,0,,,,,
player,201111130clt,jax,OsgoKa00,pass_yds,0,,,,,
player,201111130clt,jax,OsgoKa00,pass_td,0,,,,,
player,201111130clt,jax,OsgoKa00,pass_int,0,,,,,
player,201111130clt,jax,OsgoKa00,pass_sacked,0,,,,,
player,201111130clt,jax,OsgoKa00,pass_sacked_yds,0,,,,,
player,201111130clt,jax,OsgoKa00,pass_long,0,,,,,
player,201111130clt,jax,OsgoKa00,pass_rating,,,,,,
player,201111130clt,jax,OsgoKa00,rush_att,0,,,,,
player,201111130clt,jax,OsgoKa00,rush_yds,0,,,,,
player,201111130clt,jax,OsgoKa00,rush_td,0,,,,,
player,201111130clt,jax,OsgoKa00,rush_long,0,,,,,
player,201111130clt,jax,OsgoKa00,targets,1,,,,,
player,201111130clt,jax,OsgoKa00,rec,0,,,,,
player,201111130clt,jax,OsgoKa00,rec_yds,0,,,,,
player,201111130clt,jax,OsgoKa00,rec_td,0,,,,,
player,201111130clt,jax,OsgoKa00,rec_long,0,,,,,
player,201111130clt,jax,OsgoKa00,fumbles,0,,,,,
player,201111130clt,jax,OsgoKa00,fumbles_lost,,,,,,
player,201111130clt,jax,HillJa00,pass_cmp,0,,,,,
player,201111130clt,jax,HillJa00,pass_att,0,,,,,
player,201111130clt,jax,HillJa00,pass_yds,0,,,,,
player,201111130clt,jax,HillJa00,pass_td,0,,,,,
player,201111130clt,jax,HillJa00,pass_int,0,,,,,
player,201111130clt,jax,HillJa00,pass_sacked,0,,,,,
player,201111130clt,jax,HillJa00,pass_sacked_yds,0,,,,,
player,201111130clt,jax,HillJa00,pass_long,0,,,,,
player,201111130clt,jax,HillJa00,pass_rating,,,,,,
player,201111130clt,jax,HillJa00,rush_att,0,,,,,
player,201111130clt,jax,HillJa00,rush_yds,0,,,,,
player,201111130clt,jax,HillJa00,rush_td,0,,,,,
player,201111130clt,jax,HillJa00,rush_long,0,,,,,
player,201111130clt,jax,HillJa00,targets,1,,,,,
player,201111130clt,jax,HillJa00,rec,0,,,,,
player,201111130clt,jax,HillJa00,rec_yds,0,,,,,
player,201111130clt,jax,HillJa00,rec_td,0,,,,,
player,201111130clt,jax,HillJa00,rec_long,0,,,,,
player,201111130clt,jax,HillJa00,fumbles,0,,,,,
player,201111130clt,jax,HillJa00,fumbles_lost,,,,,,
player,201111130clt,jax,LewiMa00,pass_cmp,0,,,,,
player,201111130clt,jax,LewiMa00,pass_att,0,,,,,
player,201111130clt,jax,LewiMa00,pass_yds,0,,,,,
player,201111130clt,jax,LewiMa00,pass_td,0,,,,,
player,201111130clt,jax,LewiMa00,pass_int,0,,,,,
player,201111130clt,jax,LewiMa00,pass_sacked,0,,,,,
player,201111130clt,jax,LewiMa00,pass_sacked_yds,0,,,,,
player,201111130clt,jax,LewiMa00,pass_long,0,,,,,
player,201111130clt,jax,LewiMa00,pass_rating,,,,,,
player,201111130clt,jax,LewiMa00,rush_att,0,,,,,
player,201111130clt,jax,LewiMa00,rush_yds,0,,,,,
player,201111130clt,jax,LewiMa00,rush_td,0,,,,,
player,201111130clt,jax,LewiMa00,rush_long,0,,,,,
player,201111130clt,jax,LewiMa00,targets,3,,,,,
player,201111130clt,jax,LewiMa00,rec,1,,,,,
player,201111130clt,jax,LewiMa00,rec_yds,-4,,,,,
player,201111130clt,jax,LewiMa00,rec_td,0,,,,,
player,201111130clt,jax,LewiMa00,rec_long,-4,,,,,
player,201111130clt,jax,LewiMa00,fumbles,0,,,,,
player,201111130clt,jax,LewiMa00,fumbles_lost,,,,,,
player,201111130clt,clt,PainCu00,pass_cmp,13,,,,,
player,201111130clt,clt,PainCu00,pass_att,19,,,,,
player,201111130clt,clt,PainCu00,pass_yds,94,,,,,
player,201111130clt,clt,PainCu00,pass_td,0,,,,,
player,201111130clt,clt,PainCu00,pass_int,2,,,,,
player,201111130clt,clt,PainCu00,pass_sacked,3,,,,,
player,201111130clt,clt,PainCu00,pass_sacked_yds,24,,,,,
player,201111130clt,clt,PainCu00,pass_long,29,,,,,
player,201111130clt,clt,PainCu00,pass_rating,40.1,,,,,
player,201111130clt,clt,PainCu00,rush_att,2,,,,,
player,201111130clt,clt,PainCu00,rush_yds,-1,,,,,
player,201111130clt,clt,PainCu00,rush_td,0,,,,,
player,201111130clt,clt,PainCu00,rush_long,0,,,,,
player,201111130clt,clt,PainCu00,targets,0,,,,,
player,201111130clt,clt,PainCu00,rec,0,,,,,
player,201111130clt,clt,PainCu00,rec_yds,0,,,,,
player,201111130clt,clt,PainCu00,rec_td,0,,,,,
player,201111130clt,clt,PainCu00,rec_long,0,,,,,
player,201111130clt,clt,PainCu00,fumbles,1,,,,,
player,201111130clt,clt,PainCu00,fumbles_lost,0,,,,,
player,201111130clt,clt,OrloDa00,pass_cmp,7,,,,,
player,201111130clt,clt,OrloDa00,pass_att,10,,,,,
player,201111130clt,clt,OrloDa00,pass_yds,67,,,,,
player,201111130clt,clt,OrloDa00,pass_td,0,,,,,
player,201111130clt,clt,OrloDa00,pass_int,0,,,,,
player,201111130clt,clt,OrloDa00,pass_sacked,2,,,,,
player,201111130clt,clt,OrloDa00,pass_sacked_yds,9,,,,,
player,201111130clt,clt,OrloDa00,pass_long,13,,,,,
player,201111130clt,clt,OrloDa00,pass_rating,88.3,,,,,
player,201111130clt,clt,OrloDa00,rush_att,0,,,,,
player,201111130clt,clt,OrloDa00,rush_yds,0,,,,,
player,201111130clt,clt,OrloDa00,rush_td,0,,,,,
player,201111130clt,clt,OrloDa00,rush_long,0,,,,,
player,201111130clt,clt,OrloDa00,targets,0,,,,,
player,201111130clt,clt,OrloDa00,rec,0,,,,,
player,201111130clt,clt,OrloDa00,rec_yds,0,,,,,
player,201111130clt,clt,OrloDa00,rec_td,0,,,,,
player,201111130clt,clt,OrloDa00,rec_long,0,,,,,
player,201111130clt,clt,OrloDa00,fumbles,1,,,,,
player,201111130clt,clt,OrloDa00,fumbles_lost,1,,,,,
player,201111130clt,clt,BrowDo00,pass_cmp,0,,,,,
player,201111130clt,clt,BrowDo00,pass_att,0,,,,,
player,201111130clt,clt,BrowDo00,pass_yds,0,,,,,
player,201111130clt,clt,BrowDo00,pass_td,0,,,,,
player,201111130clt,clt,BrowDo00,pass_int,0,,,,,
player,201111130clt,clt,BrowDo00,pass_sacked,0,,,,,
player,201111130clt,clt,BrowDo00,pass_sacked_yds,0,,,,,
player,201111130clt,clt,BrowDo00,pass_long,0,,,,,
player,201111130clt,clt,BrowDo00,pass_rating,,,,,,
player,201111130clt,clt,BrowDo00,rush_att,14,,,,,
player,201111130clt,clt,BrowDo00,rush_yds,53,,,,,
player,201111130clt,clt,BrowDo00,rush_td,0,,,,,
player,201111130clt,clt,BrowDo00,rush_long,24,,,,,
player,201111130clt,clt,BrowDo00,targets,4,,,,,
player,201111130clt,clt,BrowDo00,rec,4,,,,,
player,201111130clt,clt,BrowDo00,rec_yds,12,,,,,
player,201111130clt,clt,BrowDo00,rec_td,0,,,,,
player,201111130clt,clt,BrowDo00,rec_long,7,,,,,
player,201111130clt,clt,BrowDo00,fumbles,0,,,,,
player,201111130clt,clt,BrowDo00,fumbles_lost,,,,,,
player,201111130clt,clt,GarcPi00,pass_cmp,0,,,,,
player,201111130clt,clt,GarcPi00,pass_att,0,,,,,
player,201111130clt,clt,GarcPi00,pass_yds,0,,,,,
player,201111130clt,clt,GarcPi00,pass_td,0,,,,,
player,201111130clt,clt,GarcPi00,pass_int,0,,,,,
player,201111130clt,clt,GarcPi00,pass_sacked,0,,,,,
player,201111130clt,clt,GarcPi00,pass_sacked_yds,0,,,,,
player,201111130clt,clt,GarcPi00,pass_long,0,,,,,
player,201111130clt,clt,GarcPi00,pass_rating,,,,,,
player,201111130clt,clt,GarcPi00,rush_att,1,,,,,
player,201111130clt,clt,GarcPi00,rush_yds,18,,,,,
player,201111130clt,clt,GarcPi00,rush_td,0,,,,,
player,201111130clt,clt,GarcPi00,rush_long,18,,,,,
player,201111130clt,clt,GarcPi00,targets,6,,,,,
player,201111130clt,clt,GarcPi00,rec,3,,,,,
player,201111130clt,clt,GarcPi00,rec_yds,30,,,,,
player,201111130clt,clt,GarcPi00,rec_td,0,,,,,
player,201111130clt,clt,GarcPi00,rec_long,12,,,,,
player,201111130clt,clt,GarcPi00,fumbles,0,,,,,
player,201111130clt,clt,GarcPi00,fumbles_lost,,,,,,
player,201111130clt,clt,CartDe01,pass_cmp,0,,,,,
player,201111130clt,clt,CartDe01,pass_att,0,,,,,
player,201111130clt,clt,CartDe01,pass_yds,0,,,,,
player,201111130clt,clt,CartDe01,pass_td,0,,,,,
player,201111130clt,clt,CartDe01,pass_int,0,,,,,
player,201111130clt,clt,CartDe01,pass_sacked,0,,,,,
player,201111130clt,clt,CartDe01,pass_sacked_yds,0,,,,,
player,201111130clt,clt,CartDe01,pass_long,0,,,,,
player,201111130clt,clt,CartDe01,pass_rating,,,,,,
player,201111130clt,clt,CartDe01,rush_att,6,,,,,
player,201111130clt,clt,CartDe01,rush_yds,14,,,,,
player,201111130clt,clt,CartDe01,rush_td,0,,,,,
player,201111130clt,clt,CartDe01,rush_long,7,,,,,
player,201111130clt,clt,CartDe01,targets,0,,,,,
player,201111130clt,clt,CartDe01,rec,0,,,,,
player,201111130clt,clt,CartDe01,rec_yds,0,,,,,
player,201111130clt,clt,CartDe01,rec_td,0,,,,,
player,201111130clt,clt,CartDe01,rec_long,0,,,,,
player,201111130clt,clt,CartDe01,fumbles,0,,,,,
player,201111130clt,clt,CartDe01,fumbles_lost,,,,,,
player,201111130clt,clt,TammJa00,pass_cmp,0,,,,,
player,201111130clt,clt,TammJa00,pass_att,0,,,,,
player,201111130clt,clt,TammJa00,pass_yds,0,,,,,
player,201111130clt,clt,TammJa00,pass_td,0,,,,,
player,201111130clt,clt,TammJa00,pass_int,0,,,,,
player,201111130clt,clt,TammJa00,pass_sacked,0,,,,,
player,201111130clt,clt,TammJa00,pass_sacked_yds,0,,,,,
player,201111130clt,clt,TammJa00,pass_long,0,,,,,
player,201111130clt,clt,TammJa00,pass_rating,,,,,,
player,201111130clt,clt,TammJa00,rush_att,0,,,,,
player,201111130clt,clt,TammJa00,rush_yds,0,,,,,
player,201111130clt,clt,TammJa00,rush_td,0,,,,,
player,201111130clt,clt,TammJa00,rush_long,0,,,,,
player,201111130clt,clt,TammJa00,targets,8,,,,,
player,201111130clt,clt,TammJa00,rec,6,,,,,
player,201111130clt,clt,TammJa00,rec_yds,75,,,,,
player,201111130clt,clt,TammJa00,rec_td,0,,,,,
player,201111130clt,clt,TammJa00,rec_long,29,,,,,
player,201111130clt,clt,TammJa00,fumbles,0,,,,,
player,201111130clt,clt,TammJa00,fumbles_lost,,,,,,
player,201111130clt,clt,CollAu00,pass_cmp,0,,,,,
player,201111130clt,clt,CollAu00,pass_att,0,,,,,
player,201111130clt,clt,CollAu00,pass_yds,0,,,,,
player,201111130clt,clt,CollAu00,pass_td,0,,,,,
player,201111130clt,clt,CollAu00,pass_int,0,,,,,
player,201111130clt,clt,CollAu00,pass_sacked,0,,,,,
player,201111130clt,clt,CollAu00,pass_sacked_yds,0,,,,,
player,201111130clt,clt,CollAu00,pass_long,0,,,,,
player,201111130clt,clt,CollAu00,pass_rating,,,,,,
player,201111130clt,clt,CollAu00,rush_att,0,,,,,
player,201111130clt,clt,CollAu00,rush_yds,0,,,,,
player,201111130clt,clt,CollAu00,rush_td,0,,,,,
player,201111130clt,clt,CollAu00,rush_long,0,,,,,
player,201111130clt,clt,CollAu00,targets,5,,,,,
player,201111130clt,clt,CollAu00,rec,4,,,,,
player,201111130clt,clt,CollAu00,rec_yds,31,,,,,
player,201111130clt,clt,CollAu00,rec_td,0,,,,,
player,201111130clt,clt,CollAu00,rec_long,11,,,,,
player,201111130clt,clt,CollAu00,fumbles,0,,,,,
player,201111130clt,clt,CollAu00,fumbles_lost,,,,,,
player,201111130clt,clt,WaynRe00,pass_cmp,0,,,,,
player,201111130clt,clt,WaynRe00,pass_att,0,,,,,
player,201111130clt,clt,WaynRe00,pass_yds,0,,,,,
player,201111130clt,clt,WaynRe00,pass_td,0,,,,,
player,201111130clt,clt,WaynRe00,pass_int,0,,,,,
player,201111130clt,clt,WaynRe00,pass_sacked,0,,,,,
player,201111130clt,clt,WaynRe00,pass_sacked_yds,0,,,,,
player,201111130clt,clt,WaynRe00,pass_long,0,,,,,
player,201111130clt,clt,WaynRe00,pass_rating,,,,,,
player,201111130clt,clt,WaynRe00,rush_att,0,,,,,
player,201111130clt,clt,WaynRe00,rush_yds,0,,,,,
player,201111130clt,clt,WaynRe00,rush_td,0,,,,,
player,201111130clt,clt,WaynRe00,rush_long,0,,,,,
player,201111130clt,clt,WaynRe00,targets,6,,,,,
player,201111130clt,clt,WaynRe00,rec,3,,,,,
player,201111130clt,clt,WaynRe00,rec_yds,13,,,,,
player,201111130clt,clt,WaynRe00,rec_td,0,,,,,
player,201111130clt,clt,WaynRe00,rec_long,8,,,,,
player,201111130clt,clt,WaynRe00,fumbles,0,,,,,
player,201111130clt,clt,WaynRe00,fumbles_lost,,,,,,
player,201111130clt,jax,PoluPa99,def_int,1,,,,,
player,201111130clt,jax,PoluPa99,def_int_yds,0,,,,,
player,201111130clt,jax,PoluPa99,def_int_td,0,,,,,
player,201111130clt,jax,PoluPa99,def_int_long,0,,,,,
player,201111130clt,jax,PoluPa99,pass_defended,1,,,,,
player,201111130clt,jax,PoluPa99,sacks,0.5,,,,,
player,201111130clt,jax,PoluPa99,tackles_combined,6,,,,,
player,201111130clt,jax,PoluPa99,tackles_solo,2,,,,,
player,201111130clt,jax,PoluPa99,tackles_assists,4,,,,,
player,201111130clt,jax,PoluPa99,tackles_loss,0,,,,,
player,201111130clt,jax,PoluPa99,qb_hits,1,,,,,
player,201111130clt,jax,PoluPa99,fumbles_rec,0,,,,,
player,201111130clt,jax,PoluPa99,fumbles_rec_yds,0,,,,,
player,201111130clt,jax,PoluPa99,fumbles_rec_td,0,,,,,
player,201111130clt,jax,PoluPa99,fumbles_forced,0,,,,,
player,201111130clt,jax,ColeDr20,def_int,1,,,,,
player,201111130clt,jax,ColeDr20,def_int_yds,8,,,,,
player,201111130clt,jax,ColeDr20,def_int_td,0,,,,,
player,201111130clt,jax,ColeDr20,def_int_long,8,,,,,
player,201111130clt,jax,ColeDr20,pass_defended,2,,,,,
player,201111130clt,jax,ColeDr20,sacks,0.0,,,,,
player,201111130clt,jax,ColeDr20,tackles_combined,3,,,,,
player,201111130clt,jax,ColeDr20,tackles_solo,1,,,,,
player,201111130clt,jax,ColeDr20,tackles_assists,2,,,,,
player,201111130clt,jax,ColeDr20,tackles_loss,0,,,,,
player,201111130clt,jax,ColeDr20,qb_hits,0,,,,,
player,201111130clt,jax,ColeDr20,fumbles_rec,0,,,,,
player,201111130clt,jax,ColeDr20,fumbles_rec_yds,0,,,,,
player,201111130clt,jax,ColeDr20,fumbles_rec_td,0,,,,,
player,201111130clt,jax,ColeDr20,fumbles_forced,0,,,,,
player,201111130clt,jax,MincJe99,def_int,0,,,,,
player,201111130clt,jax,MincJe99,def_int_yds,0,,,,,
player,201111130clt,jax,MincJe99,def_int_td,0,,,,,
player,201111130clt,jax,MincJe99,def_int_long,0,,,,,
player,201111130clt,jax,MincJe99,pass_defended,0,,,,,
player,201111130clt,jax,MincJe99,sacks,2.5,,,,,
player,201111130clt,jax,MincJe99,tackles_combined,5,,,,,
player,201111130clt,jax,MincJe99,tackles_solo,2,,,,,
player,201111130clt,jax,MincJe99,tackles_assists,3,,,,,
player,201111130clt,jax,MincJe99,tackles_loss,1,,,,,
player,201111130clt,jax,MincJe99,qb_hits,3,,,,,
player,201111130clt,jax,MincJe99,fumbles_rec,0,,,,,
player,201111130clt,jax,MincJe99,fumbles_rec_yds,0,,,,,
player,201111130clt,jax,MincJe99,fumbles_rec_td,0,,,,,
player,201111130clt,jax,MincJe99,fumbles_forced,1,,,,,
player,201111130clt,jax,SmitDa24,def_int,0,,,,,
player,201111130clt,jax,SmitDa24,def_int_yds,0,,,,,
player,201111130clt,jax,SmitDa24,def_int_td,0,,,,,
player,201111130clt,jax,SmitDa24,def_int_long,0,,,,,
player,201111130clt,jax,SmitDa24,pass_defended,1,,,,,
player,201111130clt,jax,SmitDa24,sacks,0.5,,,,,
player,201111130clt,jax,SmitDa24,tackles_combined,10,,,,,
player,201111130clt,jax,SmitDa24,tackles_solo,5,,,,,
player,201111130clt,jax,SmitDa24,tackles_assists,5,,,,,
player,201111130clt,jax,SmitDa24,tackles_loss,1,,,,,
player,201111130clt,jax,SmitDa24,qb_hits,1,,,,,
player,201111130clt,jax,SmitDa24,fumbles_rec,0,,,,,
player,201111130clt,jax,SmitDa24,fumbles_rec_yds,0,,,,,
player,201111130clt,jax,SmitDa24,fumbles_rec_td,0,,,,,
player,201111130clt,jax,SmitDa24,fumbles_forced,0,,,,,
player,201111130clt,jax,LandDa21,def_int,0,,,,,
player,201111130clt,jax,LandDa21,def_int_yds,0,,,,,
player,201111130clt,jax,LandDa21,def_int_td,0,,,,,
player,201111130clt,jax,LandDa21,def_int_long,0,,,,,
player,201111130clt,jax,LandDa21,pass_defended,0,,,,,
player,201111130clt,jax,LandDa21,sacks,0.5,,,,,
player,201111130clt,jax,LandDa21,tackles_combined,6,,,,,
player,201111130clt,jax,LandDa21,tackles_solo,4,,,,,
player,201111130clt,jax,LandDa21,tackles_assists,2,,,,,
player,201111130clt,jax,LandDa21,tackles_loss,0,,,,,
player,201111130clt,jax,LandDa21,qb_hits,1,,,,,
player,201111130clt,jax,LandDa21,fumbles_rec,0,,,,,
player,201111130clt,jax,LandDa21,fumbles_rec_yds,0,,,,,
