game,2011,12,20111127,201111270sea,was,"Washington Redskins",23,sea,"Seattle Seahawks",17
player,201111270sea,sea,LyncMa00,rush_att,24,,,,,
player,201111270sea,sea,LyncMa00,rush_yds,111,,,,,
player,201111270sea,sea,LyncMa00,rush_td,0,,,,,
player,201111270sea,sea,LyncMa00,rush_long,12,,,,,
player,201111270sea,sea,LyncMa00,targets,3,,,,,
player,201111270sea,sea,LyncMa00,rec,1,,,,,
player,201111270sea,sea,LyncMa00,rec_yds,20,,,,,
player,201111270sea,sea,LyncMa00,rec_td,1,,,,,
player,201111270sea,sea,LyncMa00,rec_long,20,,,,,
player,201111270sea,sea,LyncMa00,fumbles,0,,,,,
player,201111270sea,sea,LyncMa00,fumbles_lost,,,,,,
player,201111270sea,sea,WashLe00,pass_cmp,0,,,,,
player,201111270sea,sea,WashLe00,pass_att,0,,,,,
player,201111270sea,sea,WashLe00,pass_yds,0,,,,,
player,201111270sea,sea,WashLe00,pass_td,0,,,,,
player,201111270sea,sea,WashLe00,pass_int,0,,,,,
player,201111270sea,sea,WashLe00,pass_sacked,0,,,,,
player,201111270sea,sea,WashLe00,pass_sacked_yds,0,,,,,
player,201111270sea,sea,WashLe00,pass_long,0,,,,,
player,201111270sea,sea,WashLe00,pass_rating,,,,,,
player,201111270sea,sea,WashLe00,rush_att,4,,,,,
player,201111270sea,sea,WashLe00,rush_yds,9,,,,,
player,201111270sea,sea,WashLe00,rush_td,0,,,,,
player,201111270sea,sea,WashLe00,rush_long,4,,,,,
player,201111270sea,sea,WashLe00,targets,0,,,,,
player,201111270sea,sea,WashLe00,rec,0,,,,,
player,201111270sea,sea,WashLe00,rec_yds,0,,,,,
player,201111270sea,sea,WashLe00,rec_td,0,,,,,
player,201111270sea,sea,WashLe00,rec_long,0,,,,,
player,201111270sea,sea,WashLe00,fumbles,0,,,,,
player,201111270sea,sea,WashLe00,fumbles_lost,,,,,,
player,201111270sea,sea,RiceSi01,pass_cmp,0,,,,,
player,201111270sea,sea,RiceSi01,pass_att,0,,,,,
player,201111270sea,sea,RiceSi01,pass_yds,0,,,,,
player,201111270sea,sea,RiceSi01,pass_td,0,,,,,
player,201111270sea,sea,RiceSi01,pass_int,0,,,,,
player,201111270sea,sea,RiceSi01,pass_sacked,0,,,,,
player,201111270sea,sea,RiceSi01,pass_sacked_yds,0,,,,,
player,201111270sea,sea,RiceSi01,pass_long,0,,,,,
player,201111270sea,sea,RiceSi01,pass_rating,,,,,,
player,201111270sea,sea,RiceSi01,rush_att,1,,,,,
player,201111270sea,sea,RiceSi01,rush_yds,3,,,,,
player,201111270sea,sea,RiceSi01,rush_td,0,,,,,
player,201111270sea,sea,RiceSi01,rush_long,3,,,,,
player,201111270sea,sea,RiceSi01,targets,2,,,,,
player,201111270sea,sea,RiceSi01,rec,0,,,,,
player,201111270sea,sea,RiceSi01,rec_yds,0,,,,,
player,201111270sea,sea,RiceSi01,rec_td,0,,,,,
player,201111270sea,sea,RiceSi01,rec_long,0,,,,,
player,201111270sea,sea,RiceSi01,fumbles,0,,,,,
player,201111270sea,sea,RiceSi01,fumbles_lost,,,,,,
player,201111270sea,sea,ForsJu00,pass_cmp,0,,,,,
player,201111270sea,sea,ForsJu00,pass_att,0,,,,,
player,201111270sea,sea,ForsJu00,pass_yds,0,,,,,
player,201111270sea,sea,ForsJu00,pass_td,0,,,,,
player,201111270sea,sea,ForsJu00,pass_int,0,,,,,
player,201111270sea,sea,ForsJu00,pass_sacked,0,,,,,
player,201111270sea,sea,ForsJu00,pass_sacked_yds,0,,,,,
player,201111270sea,sea,ForsJu00,pass_long,0,,,,,
player,201111270sea,sea,ForsJu00,pass_rating,,,,,,
player,201111270sea,sea,ForsJu00,rush_att,1,,,,,
player,201111270sea,sea,ForsJu00,rush_yds,1,,,,,
player,201111270sea,sea,ForsJu00,rush_td,0,,,,,
player,201111270sea,sea,ForsJu00,rush_long,1,,,,,
player,201111270sea,sea,ForsJu00,targets,1,,,,,
player,201111270sea,sea,ForsJu00,rec,1,,,,,
player,201111270sea,sea,ForsJu00,rec_yds,1,,,,,
player,201111270sea,sea,ForsJu00,rec_td,0,,,,,
player,201111270sea,sea,ForsJu00,rec_long,1,,,,,
player,201111270sea,sea,ForsJu00,fumbles,0,,,,,
player,201111270sea,sea,ForsJu00,fumbles_lost,,,,,,
player,201111270sea,sea,BaldDo00,pass_cmp,0,,,,,
player,201111270sea,sea,BaldDo00,pass_att,0,,,,,
player,201111270sea,sea,BaldDo00,pass_yds,0,,,,,
player,201111270sea,sea,BaldDo00,pass_td,0,,,,,
player,201111270sea,sea,BaldDo00,pass_int,0,,,,,
player,201111270sea,sea,BaldDo00,pass_sacked,0,,,,,
player,201111270sea,sea,BaldDo00,pass_sacked_yds,0,,,,,
player,201111270sea,sea,BaldDo00,pass_long,0,,,,,
player,201111270sea,sea,BaldDo00,pass_rating,,,,,,
player,201111270sea,sea,BaldDo00,rush_att,0,,,,,
player,201111270sea,sea,BaldDo00,rush_yds,0,,,,,
player,201111270sea,sea,BaldDo00,rush_td,0,,,,,
player,201111270sea,sea,BaldDo00,rush_long,0,,,,,
player,201111270sea,sea,BaldDo00,targets,10,,,,,
player,201111270sea,sea,BaldDo00,rec,5,,,,,
player,201111270sea,sea,BaldDo00,rec_yds,60,,,,,
player,201111270sea,sea,BaldDo00,rec_td,0,,,,,
player,201111270sea,sea,BaldDo00,rec_long,24,,,,,
player,201111270sea,sea,BaldDo00,fumbles,0,,,,,
player,201111270sea,sea,BaldDo00,fumbles_lost,,,,,,
player,201111270sea,sea,ObomBe00,pass_cmp,0,,,,,
player,201111270sea,sea,ObomBe00,pass_att,0,,,,,
player,201111270sea,sea,ObomBe00,pass_yds,0,,,,,
player,201111270sea,sea,ObomBe00,pass_td,0,,,,,
player,201111270sea,sea,ObomBe00,pass_int,0,,,,,
player,201111270sea,sea,ObomBe00,pass_sacked,0,,,,,
player,201111270sea,sea,ObomBe00,pass_sacked_yds,0,,,,,
player,201111270sea,sea,ObomBe00,pass_long,0,,,,,
player,201111270sea,sea,ObomBe00,pass_rating,,,,,,
player,201111270sea,sea,ObomBe00,rush_att,0,,,,,
player,201111270sea,sea,ObomBe00,rush_yds,0,,,,,
player,201111270sea,sea,ObomBe00,rush_td,0,,,,,
player,201111270sea,sea,ObomBe00,rush_long,0,,,,,
player,201111270sea,sea,ObomBe00,targets,4,,,,,
player,201111270sea,sea,ObomBe00,rec,3,,,,,
player,201111270sea,sea,ObomBe00,rec_yds,26,,,,,
player,201111270sea,sea,ObomBe00,rec_td,0,,,,,
player,201111270sea,sea,ObomBe00,rec_long,11,,,,,
player,201111270sea,sea,ObomBe00,fumbles,0,,,,,
player,201111270sea,sea,ObomBe00,fumbles_lost,,,,,,
player,201111270sea,sea,TateGo00,pass_cmp,0,,,,,
player,201111270sea,sea,TateGo00,pass_att,0,,,,,
player,201111270sea,sea,TateGo00,pass_yds,0,,,,,
player,201111270sea,sea,TateGo00,pass_td,0,,,,,
player,201111270sea,sea,TateGo00,pass_int,0,,,,,
player,201111270sea,sea,TateGo00,pass_sacked,0,,,,,
player,201111270sea,sea,TateGo00,pass_sacked_yds,0,,,,,
player,201111270sea,sea,TateGo00,pass_long,0,,,,,
player,201111270sea,sea,TateGo00,pass_rating,,,,,,
player,201111270sea,sea,TateGo00,rush_att,0,,,,,
player,201111270sea,sea,TateGo00,rush_yds,0,,,,,
player,201111270sea,sea,TateGo00,rush_td,0,,,,,
player,201111270sea,sea,TateGo00,rush_long,0,,,,,
player,201111270sea,sea,TateGo00,targets,3,,,,,
player,201111270sea,sea,TateGo00,rec,1,,,,,
player,201111270sea,sea,TateGo00,rec_yds,15,,,,,
player,201111270sea,sea,TateGo00,rec_td,1,,,,,
player,201111270sea,sea,TateGo00,rec_long,15,,,,,
player,201111270sea,sea,TateGo00,fumbles,0,,,,,
player,201111270sea,sea,TateGo00,fumbles_lost,,,,,,
player,201111270sea,sea,McCoAn00,pass_cmp,0,,,,,
player,201111270sea,sea,McCoAn00,pass_att,0,,,,,
player,201111270sea,sea,McCoAn00,pass_yds,0,,,,,
player,201111270sea,sea,McCoAn00,pass_td,0,,,,,
player,201111270sea,sea,McCoAn00,pass_int,0,,,,,
player,201111270sea,sea,McCoAn00,pass_sacked,0,,,,,
player,201111270sea,sea,McCoAn00,pass_sacked_yds,0,,,,,
player,201111270sea,sea,McCoAn00,pass_long,0,,,,,
player,201111270sea,sea,McCoAn00,pass_rating,,,,,,
player,201111270sea,sea,McCoAn00,rush_att,0,,,,,
player,201111270sea,sea,McCoAn00,rush_yds,0,,,,,
player,201111270sea,sea,McCoAn00,rush_td,0,,,,,
player,201111270sea,sea,McCoAn00,rush_long,0,,,,,
player,201111270sea,sea,McCoAn00,targets,1,,,,,
player,201111270sea,sea,McCoAn00,rec,1,,,,,
player,201111270sea,sea,McCoAn00,rec_yds,13,,,,,
player,201111270sea,sea,McCoAn00,rec_td,0,,,,,
player,201111270sea,sea,McCoAn00,rec_long,13,,,,,
player,201111270sea,sea,McCoAn00,fumbles,0,,,,,
player,201111270sea,sea,McCoAn00,fumbles_lost,,,,,,
player,201111270sea,sea,RobiMi00,pass_cmp,0,,,,,
player,201111270sea,sea,RobiMi00,pass_att,0,,,,,
player,201111270sea,sea,RobiMi00,pass_yds,0,,,,,
player,201111270sea,sea,RobiMi00,pass_td,0,,,,,
player,201111270sea,sea,RobiMi00,pass_int,0,,,,,
player,201111270sea,sea,RobiMi00,pass_sacked,0,,,,,
player,201111270sea,sea,RobiMi00,pass_sacked_yds,0,,,,,
player,201111270sea,sea,RobiMi00,pass_long,0,,,,,
player,201111270sea,sea,RobiMi00,pass_rating,,,,,,
player,201111270sea,sea,RobiMi00,rush_att,0,,,,,
player,201111270sea,sea,RobiMi00,rush_yds,0,,,,,
player,201111270sea,sea,RobiMi00,rush_td,0,,,,,
player,201111270sea,sea,RobiMi00,rush_long,0,,,,,
player,201111270sea,sea,RobiMi00,targets,1,,,,,
player,201111270sea,sea,RobiMi00,rec,1,,,,,
player,201111270sea,sea,RobiMi00,rec_yds,7,,,,,
player,201111270sea,sea,RobiMi00,rec_td,0,,,,,
player,201111270sea,sea,RobiMi00,rec_long,7,,,,,
player,201111270sea,sea,RobiMi00,fumbles,0,,,,,
player,201111270sea,sea,RobiMi00,fumbles_lost,,,,,,
player,201111270sea,sea,MillZa01,pass_cmp,0,,,,,
player,201111270sea,sea,MillZa01,pass_att,0,,,,,
player,201111270sea,sea,MillZa01,pass_yds,0,,,,,
player,201111270sea,sea,MillZa01,pass_td,0,,,,,
