game,2011,16,20111224,201112240cin,crd,"Arizona Cardinals",16,cin,"Cincinnati Bengals",23
player,201112240cin,crd,HeapTo00,pass_td,0,,,,,
player,201112240cin,crd,HeapTo00,pass_int,0,,,,,
player,201112240cin,crd,HeapTo00,pass_sacked,0,,,,,
player,201112240cin,crd,HeapTo00,pass_sacked_yds,0,,,,,
player,201112240cin,crd,HeapTo00,pass_long,0,,,,,
player,201112240cin,crd,HeapTo00,pass_rating,,,,,,
player,201112240cin,crd,HeapTo00,rush_att,0,,,,,
player,201112240cin,crd,HeapTo00,rush_yds,0,,,,,
player,201112240cin,crd,HeapTo00,rush_td,0,,,,,
player,201112240cin,crd,HeapTo00,rush_long,0,,,,,
player,201112240cin,crd,HeapTo00,targets,5,,,,,
player,201112240cin,crd,HeapTo00,rec,2,,,,,
player,201112240cin,crd,HeapTo00,rec_yds,29,,,,,
player,201112240cin,crd,HeapTo00,rec_td,0,,,,,
player,201112240cin,crd,HeapTo00,rec_long,20,,,,,
player,201112240cin,crd,HeapTo00,fumbles,0,,,,,
player,201112240cin,crd,HeapTo00,fumbles_lost,,,,,,
player,201112240cin,crd,TaylCh01,pass_cmp,0,,,,,
player,201112240cin,crd,TaylCh01,pass_att,0,,,,,
player,201112240cin,crd,TaylCh01,pass_yds,0,,,,,
player,201112240cin,crd,TaylCh01,pass_td,0,,,,,
player,201112240cin,crd,TaylCh01,pass_int,0,,,,,
player,201112240cin,crd,TaylCh01,pass_sacked,0,,,,,
player,201112240cin,crd,TaylCh01,pass_sacked_yds,0,,,,,
player,201112240cin,crd,TaylCh01,pass_long,0,,,,,
player,201112240cin,crd,TaylCh01,pass_rating,,,,,,
player,201112240cin,crd,TaylCh01,rush_att,0,,,,,
player,201112240cin,crd,TaylCh01,rush_yds,0,,,,,
player,201112240cin,crd,TaylCh01,rush_td,0,,,,,
player,201112240cin,crd,TaylCh01,rush_long,0,,,,,
player,201112240cin,crd,TaylCh01,targets,3,,,,,
player,201112240cin,crd,TaylCh01,rec,2,,,,,
player,201112240cin,crd,TaylCh01,rec_yds,19,,,,,
player,201112240cin,crd,TaylCh01,rec_td,0,,,,,
player,201112240cin,crd,TaylCh01,rec_long,10,,,,,
player,201112240cin,crd,TaylCh01,fumbles,0,,,,,
player,201112240cin,crd,TaylCh01,fumbles_lost,,,,,,
player,201112240cin,crd,HousRo01,pass_cmp,0,,,,,
player,201112240cin,crd,HousRo01,pass_att,0,,,,,
player,201112240cin,crd,HousRo01,pass_yds,0,,,,,
player,201112240cin,crd,HousRo01,pass_td,0,,,,,
player,201112240cin,crd,HousRo01,pass_int,0,,,,,
player,201112240cin,crd,HousRo01,pass_sacked,0,,,,,
player,201112240cin,crd,HousRo01,pass_sacked_yds,0,,,,,
player,201112240cin,crd,HousRo01,pass_long,0,,,,,
player,201112240cin,crd,HousRo01,pass_rating,,,,,,
player,201112240cin,crd,HousRo01,rush_att,0,,,,,
player,201112240cin,crd,HousRo01,rush_yds,0,,,,,
player,201112240cin,crd,HousRo01,rush_td,0,,,,,
player,201112240cin,crd,HousRo01,rush_long,0,,,,,
player,201112240cin,crd,HousRo01,targets,2,,,,,
player,201112240cin,crd,HousRo01,rec,1,,,,,
player,201112240cin,crd,HousRo01,rec_yds,11,,,,,
player,201112240cin,crd,HousRo01,rec_td,0,,,,,
player,201112240cin,crd,HousRo01,rec_long,11,,,,,
player,201112240cin,crd,HousRo01,fumbles,0,,,,,
player,201112240cin,crd,HousRo01,fumbles_lost,,,,,,
player,201112240cin,crd,KingJe00,pass_cmp,0,,,,,
player,201112240cin,crd,KingJe00,pass_att,0,,,,,
player,201112240cin,crd,KingJe00,pass_yds,0,,,,,
player,201112240cin,crd,KingJe00,pass_td,0,,,,,
player,201112240cin,crd,KingJe00,pass_int,0,,,,,
player,201112240cin,crd,KingJe00,pass_sacked,0,,,,,
player,201112240cin,crd,KingJe00,pass_sacked_yds,0,,,,,
player,201112240cin,crd,KingJe00,pass_long,0,,,,,
player,201112240cin,crd,KingJe00,pass_rating,,,,,,
player,201112240cin,crd,KingJe00,rush_att,0,,,,,
player,201112240cin,crd,KingJe00,rush_yds,0,,,,,
player,201112240cin,crd,KingJe00,rush_td,0,,,,,
player,201112240cin,crd,KingJe00,rush_long,0,,,,,
player,201112240cin,crd,KingJe00,targets,1,,,,,
player,201112240cin,crd,KingJe00,rec,1,,,,,
player,201112240cin,crd,KingJe00,rec_yds,2,,,,,
player,201112240cin,crd,KingJe00,rec_td,1,,,,,
player,201112240cin,crd,KingJe00,rec_long,2,,,,,
player,201112240cin,crd,KingJe00,fumbles,0,,,,,
player,201112240cin,crd,KingJe00,fumbles_lost,,,,,,
player,201112240cin,crd,StepLa00,pass_cmp,0,,,,,
player,201112240cin,crd,StepLa00,pass_att,0,,,,,
player,201112240cin,crd,StepLa00,pass_yds,0,,,,,
player,201112240cin,crd,StepLa00,pass_td,0,,,,,
player,201112240cin,crd,StepLa00,pass_int,0,,,,,
player,201112240cin,crd,StepLa00,pass_sacked,0,,,,,
player,201112240cin,crd,StepLa00,pass_sacked_yds,0,,,,,
player,201112240cin,crd,StepLa00,pass_long,0,,,,,
player,201112240cin,crd,StepLa00,pass_rating,,,,,,
player,201112240cin,crd,StepLa00,rush_att,0,,,,,
player,201112240cin,crd,StepLa00,rush_yds,0,,,,,
player,201112240cin,crd,StepLa00,rush_td,0,,,,,
player,201112240cin,crd,StepLa00,rush_long,0,,,,,
player,201112240cin,crd,StepLa00,targets,1,,,,,
player,201112240cin,crd,StepLa00,rec,1,,,,,
player,201112240cin,crd,StepLa00,rec_yds,2,,,,,
player,201112240cin,crd,StepLa00,rec_td,0,,,,,
player,201112240cin,crd,StepLa00,rec_long,2,,,,,
player,201112240cin,crd,StepLa00,fumbles,0,,,,,
player,201112240cin,crd,StepLa00,fumbles_lost,,,,,,
player,201112240cin,crd,StucCh20,pass_cmp,0,,,,,
player,201112240cin,crd,StucCh20,pass_att,0,,,,,
player,201112240cin,crd,StucCh20,pass_yds,0,,,,,
player,201112240cin,crd,StucCh20,pass_td,0,,,,,
player,201112240cin,crd,StucCh20,pass_int,0,,,,,
player,201112240cin,crd,StucCh20,pass_sacked,0,,,,,
player,201112240cin,crd,StucCh20,pass_sacked_yds,0,,,,,
player,201112240cin,crd,StucCh20,pass_long,0,,,,,
player,201112240cin,crd,StucCh20,pass_rating,,,,,,
player,201112240cin,crd,StucCh20,rush_att,0,,,,,
player,201112240cin,crd,StucCh20,rush_yds,0,,,,,
player,201112240cin,crd,StucCh20,rush_td,0,,,,,
player,201112240cin,crd,StucCh20,rush_long,0,,,,,
player,201112240cin,crd,StucCh20,targets,2,,,,,
player,201112240cin,crd,StucCh20,rec,0,,,,,
player,201112240cin,crd,StucCh20,rec_yds,0,,,,,
player,201112240cin,crd,StucCh20,rec_td,0,,,,,
player,201112240cin,crd,StucCh20,rec_long,0,,,,,
player,201112240cin,crd,StucCh20,fumbles,0,,,,,
player,201112240cin,crd,StucCh20,fumbles_lost,,,,,,
player,201112240cin,crd,PetePa00,pass_cmp,0,,,,,
player,201112240cin,crd,PetePa00,pass_att,0,,,,,
player,201112240cin,crd,PetePa00,pass_yds,0,,,,,
player,201112240cin,crd,PetePa00,pass_td,0,,,,,
player,201112240cin,crd,PetePa00,pass_int,0,,,,,
player,201112240cin,crd,PetePa00,pass_sacked,0,,,,,
player,201112240cin,crd,PetePa00,pass_sacked_yds,0,,,,,
player,201112240cin,crd,PetePa00,pass_long,0,,,,,
player,201112240cin,crd,PetePa00,pass_rating,,,,,,
player,201112240cin,crd,PetePa00,rush_att,0,,,,,
player,201112240cin,crd,PetePa00,rush_yds,0,,,,,
player,201112240cin,crd,PetePa00,rush_td,0,,,,,
player,201112240cin,crd,PetePa00,rush_long,0,,,,,
player,201112240cin,crd,PetePa00,targets,1,,,,,
player,201112240cin,crd,PetePa00,rec,1,,,,,
player,201112240cin,crd,PetePa00,rec_yds,-1,,,,,
player,201112240cin,crd,PetePa00,rec_td,0,,,,,
player,201112240cin,crd,PetePa00,rec_long,-1,,,,,
player,201112240cin,crd,PetePa00,fumbles,0,,,,,
player,201112240cin,crd,PetePa00,fumbles_lost,,,,,,
player,201112240cin,cin,DaltAn00,pass_cmp,18,,,,,
player,201112240cin,cin,DaltAn00,pass_att,31,,,,,
player,201112240cin,cin,DaltAn00,pass_yds,154,,,,,
player,201112240cin,cin,DaltAn00,pass_td,2,,,,,
player,201112240cin,cin,DaltAn00,pass_int,0,,,,,
player,201112240cin,cin,DaltAn00,pass_sacked,2,,,,,
player,201112240cin,cin,DaltAn00,pass_sacked_yds,18,,,,,
player,201112240cin,cin,DaltAn00,pass_long,19,,,,,
player,201112240cin,cin,DaltAn00,pass_rating,92.7,,,,,
player,201112240cin,cin,DaltAn00,rush_att,5,,,,,
player,201112240cin,cin,DaltAn00,rush_yds,48,,,,,
player,201112240cin,cin,DaltAn00,rush_td,0,,,,,
player,201112240cin,cin,DaltAn00,rush_long,17,,,,,
player,201112240cin,cin,DaltAn00,targets,0,,,,,
player,201112240cin,cin,DaltAn00,rec,0,,,,,
player,201112240cin,cin,DaltAn00,rec_yds,0,,,,,
player,201112240cin,cin,DaltAn00,rec_td,0,,,,,
player,201112240cin,cin,DaltAn00,rec_long,0,,,,,
player,201112240cin,cin,DaltAn00,fumbles,0,,,,,
player,201112240cin,cin,DaltAn00,fumbles_lost,,,,,,
player,201112240cin,cin,BensCe00,pass_cmp,0,,,,,
player,201112240cin,cin,BensCe00,pass_att,0,,,,,
player,201112240cin,cin,BensCe00,pass_yds,0,,,,,
player,201112240cin,cin,BensCe00,pass_td,0,,,,,
player,201112240cin,cin,BensCe00,pass_int,0,,,,,
player,201112240cin,cin,BensCe00,pass_sacked,0,,,,,
player,201112240cin,cin,BensCe00,pass_sacked_yds,0,,,,,
player,201112240cin,cin,BensCe00,pass_long,0,,,,,
player,201112240cin,cin,BensCe00,pass_rating,,,,,,
player,201112240cin,cin,BensCe00,rush_att,16,,,,,
player,201112240cin,cin,BensCe00,rush_yds,57,,,,,
player,201112240cin,cin,BensCe00,rush_td,0,,,,,
player,201112240cin,cin,BensCe00,rush_long,9,,,,,
player,201112240cin,cin,BensCe00,targets,2,,,,,
player,201112240cin,cin,BensCe00,rec,1,,,,,
player,201112240cin,cin,BensCe00,rec_yds,8,,,,,
player,201112240cin,cin,BensCe00,rec_td,0,,,,,
player,201112240cin,cin,BensCe00,rec_long,8,,,,,
player,201112240cin,cin,BensCe00,fumbles,2,,,,,
player,201112240cin,cin,BensCe00,fumbles_lost,2,,,,,
player,201112240cin,cin,ScotBe00,pass_cmp,0,,,,,
player,201112240cin,cin,ScotBe00,pass_att,0,,,,,
player,201112240cin,cin,ScotBe00,pass_yds,0,,,,,
player,201112240cin,cin,ScotBe00,pass_td,0,,,,,
player,201112240cin,cin,ScotBe00,pass_int,0,,,,,
player,201112240cin,cin,ScotBe00,pass_sacked,0,,,,,
player,201112240cin,cin,ScotBe00,pass_sacked_yds,0,,,,,
player,201112240cin,cin,ScotBe00,pass_long,0,,,,,
player,201112240cin,cin,ScotBe00,pass_rating,,,,,,
player,201112240cin,cin,ScotBe00,rush_att,10,,,,,
player,201112240cin,cin,ScotBe00,rush_yds,28,,,,,
player,201112240cin,cin,ScotBe00,rush_td,0,,,,,
player,201112240cin,cin,ScotBe00,rush_long,9,,,,,
player,201112240cin,cin,ScotBe00,targets,0,,,,,
player,201112240cin,cin,ScotBe00,rec,0,,,,,
player,201112240cin,cin,ScotBe00,rec_yds,0,,,,,
player,201112240cin,cin,ScotBe00,rec_td,0,,,,,
player,201112240cin,cin,ScotBe00,rec_long,0,,,,,
player,201112240cin,cin,ScotBe00,fumbles,0,,,,,
player,201112240cin,cin,ScotBe00,fumbles_lost,,,,,,
player,201112240cin,cin,GreeA.00,pass_cmp,0,,,,,
player,201112240cin,cin,GreeA.00,pass_att,0,,,,,
player,201112240cin,cin,GreeA.00,pass_yds,0,,,,,
player,201112240cin,cin,GreeA.00,pass_td,0,,,,,
player,201112240cin,cin,GreeA.00,pass_int,0,,,,,
player,201112240cin,cin,GreeA.00,pass_sacked,0,,,,,
player,201112240cin,cin,GreeA.00,pass_sacked_yds,0,,,,,
player,201112240cin,cin,GreeA.00,pass_long,0,,,,,
player,201112240cin,cin,GreeA.00,pass_rating,,,,,,
player,201112240cin,cin,GreeA.00,rush_att,2,,,,,
player,201112240cin,cin,GreeA.00,rush_yds,25,,,,,
player,201112240cin,cin,GreeA.00,rush_td,0,,,,,
player,201112240cin,cin,GreeA.00,rush_long,22,,,,,
player,201112240cin,cin,GreeA.00,targets,8,,,,,
player,201112240cin,cin,GreeA.00,rec,2,,,,,
player,201112240cin,cin,GreeA.00,rec_yds,25,,,,,
player,201112240cin,cin,GreeA.00,rec_td,0,,,,,
player,201112240cin,cin,GreeA.00,rec_long,17,,,,,
player,201112240cin,cin,GreeA.00,fumbles,0,,,,,
player,201112240cin,cin,GreeA.00,fumbles_lost,,,,,,
player,201112240cin,cin,PeerCe00,pass_cmp,0,,,,,
player,201112240cin,cin,PeerCe00,pass_att,0,,,,,
player,201112240cin,cin,PeerCe00,pass_yds,0,,,,,
player,201112240cin,cin,PeerCe00,pass_td,0,,,,,
player,201112240cin,cin,PeerCe00,pass_int,0,,,,,
player,201112240cin,cin,PeerCe00,pass_sacked,0,,,,,
player,201112240cin,cin,PeerCe00,pass_sacked_yds,0,,,,,
player,201112240cin,cin,PeerCe00,pass_long,0,,,,,
player,201112240cin,cin,PeerCe00,pass_rating,,,,,,
player,201112240cin,cin,PeerCe00,rush_att,1,,,,,
player,201112240cin,cin,PeerCe00,rush_yds,7,,,,,
player,201112240cin,cin,PeerCe00,rush_td,0,,,,,
player,201112240cin,cin,PeerCe00,rush_long,7,,,,,
player,201112240cin,cin,PeerCe00,targets,0,,,,,
player,201112240cin,cin,PeerCe00,rec,0,,,,,
player,201112240cin,cin,PeerCe00,rec_yds,0,,,,,
player,201112240cin,cin,PeerCe00,rec_td,0,,,,,
player,201112240cin,cin,PeerCe00,rec_long,0,,,,,
player,201112240cin,cin,PeerCe00,fumbles,0,,,,,
player,201112240cin,cin,PeerCe00,fumbles_lost,,,,,,
player,201112240cin,cin,GresJe00,pass_cmp,0,,,,,
player,201112240cin,cin,GresJe00,pass_att,0,,,,,
player,201112240cin,cin,GresJe00,pass_yds,0,,,,,
player,201112240cin,cin,GresJe00,pass_td,0,,,,,
player,201112240cin,cin,GresJe00,pass_int,0,,,,,
player,201112240cin,cin,GresJe00,pass_sacked,0,,,,,
player,201112240cin,cin,GresJe00,pass_sacked_yds,0,,,,,
player,201112240cin,cin,GresJe00,pass_long,0,,,,,
player,201112240cin,cin,GresJe00,pass_rating,,,,,,
player,201112240cin,cin,GresJe00,rush_att,0,,,,,
player,201112240cin,cin,GresJe00,rush_yds,0,,,,,
player,201112240cin,cin,GresJe00,rush_td,0,,,,,
player,201112240cin,cin,GresJe00,rush_long,0,,,,,
player,201112240cin,cin,GresJe00,targets,7,,,,,
player,201112240cin,cin,GresJe00,rec,5,,,,,
player,201112240cin,cin,GresJe00,rec_yds,56,,,,,
player,201112240cin,cin,GresJe00,rec_td,1,,,,,
player,201112240cin,cin,GresJe00,rec_long,12,,,,,
player,201112240cin,cin,GresJe00,fumbles,0,,,,,
player,201112240cin,cin,GresJe00,fumbles_lost,,,,,,
player,201112240cin,cin,SimpJe00,pass_cmp,0,,,,,
player,201112240cin,cin,SimpJe00,pass_att,0,,,,,
player,201112240cin,cin,SimpJe00,pass_yds,0,,,,,
player,201112240cin,cin,SimpJe00,pass_td,0,,,,,
player,201112240cin,cin,SimpJe00,pass_int,0,,,,,
player,201112240cin,cin,SimpJe00,pass_sacked,0,,,,,
player,201112240cin,cin,SimpJe00,pass_sacked_yds,0,,,,,
player,201112240cin,cin,SimpJe00,pass_long,0,,,,,
player,201112240cin,cin,SimpJe00,pass_rating,,,,,,
player,201112240cin,cin,SimpJe00,rush_att,0,,,,,
player,201112240cin,cin,SimpJe00,rush_yds,0,,,,,
player,201112240cin,cin,SimpJe00,rush_td,0,,,,,
player,201112240cin,cin,SimpJe00,rush_long,0,,,,,
player,201112240cin,cin,SimpJe00,targets,6,,,,,
player,201112240cin,cin,SimpJe00,rec,5,,,,,
player,201112240cin,cin,SimpJe00,rec_yds,42,,,,,
player,201112240cin,cin,SimpJe00,rec_td,1,,,,,
player,201112240cin,cin,SimpJe00,rec_long,19,,,,,
player,201112240cin,cin,SimpJe00,fumbles,0,,,,,
player,201112240cin,cin,SimpJe00,fumbles_lost,,,,,,
player,201112240cin,cin,WhalRy00,pass_cmp,0,,,,,
player,201112240cin,cin,WhalRy00,pass_att,0,,,,,
player,201112240cin,cin,WhalRy00,pass_yds,0,,,,,
player,201112240cin,cin,WhalRy00,pass_td,0,,,,,
player,201112240cin,cin,WhalRy00,pass_int,0,,,,,
player,201112240cin,cin,WhalRy00,pass_sacked,0,,,,,
player,201112240cin,cin,WhalRy00,pass_sacked_yds,0,,,,,
player,201112240cin,cin,WhalRy00,pass_long,0,,,,,
player,201112240cin,cin,WhalRy00,pass_rating,,,,,,
player,201112240cin,cin,WhalRy00,rush_att,0,,,,,
player,201112240cin,cin,WhalRy00,rush_yds,0,,,,,
player,201112240cin,cin,WhalRy00,rush_td,0,,,,,
player,201112240cin,cin,WhalRy00,rush_long,0,,,,,
player,201112240cin,cin,WhalRy00,targets,3,,,,,
player,201112240cin,cin,WhalRy00,rec,3,,,,,
player,201112240cin,cin,WhalRy00,rec_yds,20,,,,,
player,201112240cin,cin,WhalRy00,rec_td,0,,,,,
player,201112240cin,cin,WhalRy00,rec_long,13,,,,,
player,201112240cin,cin,WhalRy00,fumbles,0,,,,,
player,201112240cin,cin,WhalRy00,fumbles_lost,,,,,,
player,201112240cin,cin,HawkAn00,pass_cmp,0,,,,,
player,201112240cin,cin,HawkAn00,pass_att,0,,,,,
player,201112240cin,cin,HawkAn00,pass_yds,0,,,,,
player,201112240cin,cin,HawkAn00,pass_td,0,,,,,
player,201112240cin,cin,HawkAn00,pass_int,0,,,,,
player,201112240cin,cin,HawkAn00,pass_sacked,0,,,,,
player,201112240cin,cin,HawkAn00,pass_sacked_yds,0,,,,,
player,201112240cin,cin,HawkAn00,pass_long,0,,,,,
player,201112240cin,cin,HawkAn00,pass_rating,,,,,,
player,201112240cin,cin,HawkAn00,rush_att,0,,,,,
player,201112240cin,cin,HawkAn00,rush_yds,0,,,,,
player,201112240cin,cin,HawkAn00,rush_td,0,,,,,
player,201112240cin,cin,HawkAn00,rush_long,0,,,,,
player,201112240cin,cin,HawkAn00,targets,2,,,,,
player,201112240cin,cin,HawkAn00,rec,1,,,,,
player,201112240cin,cin,HawkAn00,rec_yds,3,,,,,
player,201112240cin,cin,HawkAn00,rec_td,0,,,,,
player,201112240cin,cin,HawkAn00,rec_long,3,,,,,
player,201112240cin,cin,HawkAn00,fumbles,0,,,,,
player,201112240cin,cin,HawkAn00,fumbles_lost,,,,,,
player,201112240cin,cin,LeexDo00,pass_cmp,0,,,,,
player,201112240cin,cin,LeexDo00,pass_att,0,,,,,
player,201112240cin,cin,LeexDo00,pass_yds,0,,,,,
player,201112240cin,cin,LeexDo00,pass_td,0,,,,,
player,201112240cin,cin,LeexDo00,pass_int,0,,,,,
player,201112240cin,cin,LeexDo00,pass_sacked,0,,,,,
player,201112240cin,cin,LeexDo00,pass_sacked_yds,0,,,,,
player,201112240cin,cin,LeexDo00,pass_long,0,,,,,
player,201112240cin,cin,LeexDo00,pass_rating,,,,,,
player,201112240cin,cin,LeexDo00,rush_att,0,,,,,
player,201112240cin,cin,LeexDo00,rush_yds,0,,,,,
player,201112240cin,cin,LeexDo00,rush_td,0,,,,,
player,201112240cin,cin,LeexDo00,rush_long,0,,,,,
player,201112240cin,cin,LeexDo00,targets,1,,,,,
player,201112240cin,cin,LeexDo00,rec,1,,,,,
player,201112240cin,cin,LeexDo00,rec_yds,0,,,,,
