game,2011,16,20111224,201112240cin,crd,"Arizona Cardinals",16,cin,"Cincinnati Bengals",23
player,201112240cin,cin,JonePa20,def_int_yds,0,,,,,
player,201112240cin,cin,JonePa20,def_int_td,0,,,,,
player,201112240cin,cin,JonePa20,def_int_long,0,,,,,
player,201112240cin,cin,JonePa20,pass_defended,2,,,,,
player,201112240cin,cin,JonePa20,sacks,0.0,,,,,
player,201112240cin,cin,JonePa20,tackles_combined,5,,,,,
player,201112240cin,cin,JonePa20,tackles_solo,4,,,,,
player,201112240cin,cin,JonePa20,tackles_assists,1,,,,,
player,201112240cin,cin,JonePa20,tackles_loss,0,,,,,
player,201112240cin,cin,JonePa20,qb_hits,0,,,,,
player,201112240cin,cin,JonePa20,fumbles_rec,0,,,,,
player,201112240cin,cin,JonePa20,fumbles_rec_yds,0,,,,,
player,201112240cin,cin,JonePa20,fumbles_rec_td,0,,,,,
player,201112240cin,cin,JonePa20,fumbles_forced,0,,,,,
player,201112240cin,cin,AtkiGe99,def_int,0,,,,,
player,201112240cin,cin,AtkiGe99,def_int_yds,0,,,,,
player,201112240cin,cin,AtkiGe99,def_int_td,0,,,,,
player,201112240cin,cin,AtkiGe99,def_int_long,0,,,,,
player,201112240cin,cin,AtkiGe99,pass_defended,0,,,,,
player,201112240cin,cin,AtkiGe99,sacks,0.0,,,,,
player,201112240cin,cin,AtkiGe99,tackles_combined,4,,,,,
player,201112240cin,cin,AtkiGe99,tackles_solo,0,,,,,
player,201112240cin,cin,AtkiGe99,tackles_assists,4,,,,,
player,201112240cin,cin,AtkiGe99,tackles_loss,0,,,,,
player,201112240cin,cin,AtkiGe99,qb_hits,0,,,,,
player,201112240cin,cin,AtkiGe99,fumbles_rec,0,,,,,
player,201112240cin,cin,AtkiGe99,fumbles_rec_yds,0,,,,,
player,201112240cin,cin,AtkiGe99,fumbles_rec_td,0,,,,,
player,201112240cin,cin,AtkiGe99,fumbles_forced,0,,,,,
player,201112240cin,cin,CrocCh20,def_int,0,,,,,
player,201112240cin,cin,CrocCh20,def_int_yds,0,,,,,
player,201112240cin,cin,CrocCh20,def_int_td,0,,,,,
player,201112240cin,cin,CrocCh20,def_int_long,0,,,,,
player,201112240cin,cin,CrocCh20,pass_defended,2,,,,,
player,201112240cin,cin,CrocCh20,sacks,0.0,,,,,
player,201112240cin,cin,CrocCh20,tackles_combined,4,,,,,
player,201112240cin,cin,CrocCh20,tackles_solo,3,,,,,
player,201112240cin,cin,CrocCh20,tackles_assists,1,,,,,
player,201112240cin,cin,CrocCh20,tackles_loss,0,,,,,
player,201112240cin,cin,CrocCh20,qb_hits,0,,,,,
player,201112240cin,cin,CrocCh20,fumbles_rec,0,,,,,
player,201112240cin,cin,CrocCh20,fumbles_rec_yds,0,,,,,
player,201112240cin,cin,CrocCh20,fumbles_rec_td,0,,,,,
player,201112240cin,cin,CrocCh20,fumbles_forced,0,,,,,
player,201112240cin,cin,JohnBr20,def_int,0,,,,,
player,201112240cin,cin,JohnBr20,def_int_yds,0,,,,,
player,201112240cin,cin,JohnBr20,def_int_td,0,,,,,
player,201112240cin,cin,JohnBr20,def_int_long,0,,,,,
player,201112240cin,cin,JohnBr20,pass_defended,0,,,,,
player,201112240cin,cin,JohnBr20,sacks,0.0,,,,,
player,201112240cin,cin,JohnBr20,tackles_combined,3,,,,,
player,201112240cin,cin,JohnBr20,tackles_solo,2,,,,,
player,201112240cin,cin,JohnBr20,tackles_assists,1,,,,,
player,201112240cin,cin,JohnBr20,tackles_loss,0,,,,,
player,201112240cin,cin,JohnBr20,qb_hits,0,,,,,
player,201112240cin,cin,JohnBr20,fumbles_rec,0,,,,,
player,201112240cin,cin,JohnBr20,fumbles_rec_yds,0,,,,,
player,201112240cin,cin,JohnBr20,fumbles_rec_td,0,,,,,
player,201112240cin,cin,JohnBr20,fumbles_forced,0,,,,,
player,201112240cin,cin,LawsMa20,def_int,0,,,,,
player,201112240cin,cin,LawsMa20,def_int_yds,0,,,,,
player,201112240cin,cin,LawsMa20,def_int_td,0,,,,,
player,201112240cin,cin,LawsMa20,def_int_long,0,,,,,
player,201112240cin,cin,LawsMa20,pass_defended,0,,,,,
player,201112240cin,cin,LawsMa20,sacks,0.0,,,,,
player,201112240cin,cin,LawsMa20,tackles_combined,3,,,,,
player,201112240cin,cin,LawsMa20,tackles_solo,1,,,,,
player,201112240cin,cin,LawsMa20,tackles_assists,2,,,,,
player,201112240cin,cin,LawsMa20,tackles_loss,0,,,,,
player,201112240cin,cin,LawsMa20,qb_hits,0,,,,,
player,201112240cin,cin,LawsMa20,fumbles_rec,0,,,,,
player,201112240cin,cin,LawsMa20,fumbles_rec_yds,0,,,,,
player,201112240cin,cin,LawsMa20,fumbles_rec_td,0,,,,,
player,201112240cin,cin,LawsMa20,fumbles_forced,0,,,,,
player,201112240cin,cin,MileJe00,def_int,0,,,,,
player,201112240cin,cin,MileJe00,def_int_yds,0,,,,,
player,201112240cin,cin,MileJe00,def_int_td,0,,,,,
player,201112240cin,cin,MileJe00,def_int_long,0,,,,,
player,201112240cin,cin,MileJe00,pass_defended,0,,,,,
player,201112240cin,cin,MileJe00,sacks,0.0,,,,,
player,201112240cin,cin,MileJe00,tackles_combined,2,,,,,
player,201112240cin,cin,MileJe00,tackles_solo,2,,,,,
player,201112240cin,cin,MileJe00,tackles_assists,0,,,,,
player,201112240cin,cin,MileJe00,tackles_loss,0,,,,,
player,201112240cin,cin,MileJe00,qb_hits,0,,,,,
player,201112240cin,cin,MileJe00,fumbles_rec,0,,,,,
player,201112240cin,cin,MileJe00,fumbles_rec_yds,0,,,,,
player,201112240cin,cin,MileJe00,fumbles_rec_td,0,,,,,
player,201112240cin,cin,MileJe00,fumbles_forced,0,,,,,
player,201112240cin,cin,SkutDa00,def_int,0,,,,,
player,201112240cin,cin,SkutDa00,def_int_yds,0,,,,,
player,201112240cin,cin,SkutDa00,def_int_td,0,,,,,
player,201112240cin,cin,SkutDa00,def_int_long,0,,,,,
player,201112240cin,cin,SkutDa00,pass_defended,0,,,,,
player,201112240cin,cin,SkutDa00,sacks,0.0,,,,,
player,201112240cin,cin,SkutDa00,tackles_combined,2,,,,,
player,201112240cin,cin,SkutDa00,tackles_solo,1,,,,,
player,201112240cin,cin,SkutDa00,tackles_assists,1,,,,,
player,201112240cin,cin,SkutDa00,tackles_loss,0,,,,,
player,201112240cin,cin,SkutDa00,qb_hits,0,,,,,
player,201112240cin,cin,SkutDa00,fumbles_rec,0,,,,,
player,201112240cin,cin,SkutDa00,fumbles_rec_yds,0,,,,,
player,201112240cin,cin,SkutDa00,fumbles_rec_td,0,,,,,
player,201112240cin,cin,SkutDa00,fumbles_forced,0,,,,,
player,201112240cin,cin,GheeBr99,def_int,0,,,,,
player,201112240cin,cin,GheeBr99,def_int_yds,0,,,,,
player,201112240cin,cin,GheeBr99,def_int_td,0,,,,,
player,201112240cin,cin,GheeBr99,def_int_long,0,,,,,
player,201112240cin,cin,GheeBr99,pass_defended,0,,,,,
player,201112240cin,cin,GheeBr99,sacks,0.0,,,,,
player,201112240cin,cin,GheeBr99,tackles_combined,1,,,,,
player,201112240cin,cin,GheeBr99,tackles_solo,0,,,,,
player,201112240cin,cin,GheeBr99,tackles_assists,1,,,,,
player,201112240cin,cin,GheeBr99,tackles_loss,0,,,,,
player,201112240cin,cin,GheeBr99,qb_hits,0,,,,,
player,201112240cin,cin,GheeBr99,fumbles_rec,0,,,,,
player,201112240cin,cin,GheeBr99,fumbles_rec_yds,0,,,,,
player,201112240cin,cin,GheeBr99,fumbles_rec_td,0,,,,,
player,201112240cin,cin,GheeBr99,fumbles_forced,0,,,,,
player,201112240cin,cin,HawkAn00,def_int,0,,,,,
player,201112240cin,cin,HawkAn00,def_int_yds,0,,,,,
player,201112240cin,cin,HawkAn00,def_int_td,0,,,,,
player,201112240cin,cin,HawkAn00,def_int_long,0,,,,,
player,201112240cin,cin,HawkAn00,pass_defended,0,,,,,
player,201112240cin,cin,HawkAn00,sacks,0.0,,,,,
player,201112240cin,cin,HawkAn00,tackles_combined,1,,,,,
player,201112240cin,cin,HawkAn00,tackles_solo,0,,,,,
player,201112240cin,cin,HawkAn00,tackles_assists,1,,,,,
player,201112240cin,cin,HawkAn00,tackles_loss,0,,,,,
player,201112240cin,cin,HawkAn00,qb_hits,0,,,,,
player,201112240cin,cin,HawkAn00,fumbles_rec,0,,,,,
player,201112240cin,cin,HawkAn00,fumbles_rec_yds,0,,,,,
player,201112240cin,cin,HawkAn00,fumbles_rec_td,0,,,,,
player,201112240cin,cin,HawkAn00,fumbles_forced,0,,,,,
player,201112240cin,cin,LeexDo00,def_int,0,,,,,
player,201112240cin,cin,LeexDo00,def_int_yds,0,,,,,
player,201112240cin,cin,LeexDo00,def_int_td,0,,,,,
player,201112240cin,cin,LeexDo00,def_int_long,0,,,,,
player,201112240cin,cin,LeexDo00,pass_defended,0,,,,,
player,201112240cin,cin,LeexDo00,sacks,0.0,,,,,
player,201112240cin,cin,LeexDo00,tackles_combined,1,,,,,
player,201112240cin,cin,LeexDo00,tackles_solo,1,,,,,
player,201112240cin,cin,LeexDo00,tackles_assists,0,,,,,
player,201112240cin,cin,LeexDo00,tackles_loss,,,,,,
player,201112240cin,cin,LeexDo00,qb_hits,,,,,,
player,201112240cin,cin,LeexDo00,fumbles_rec,0,,,,,
player,201112240cin,cin,LeexDo00,fumbles_rec_yds,0,,,,,
player,201112240cin,cin,LeexDo00,fumbles_rec_td,0,,,,,
player,201112240cin,cin,LeexDo00,fumbles_forced,0,,,,,
player,201112240cin,cin,MaysTa99,def_int,0,,,,,
player,201112240cin,cin,MaysTa99,def_int_yds,0,,,,,
player,201112240cin,cin,MaysTa99,def_int_td,0,,,,,
player,201112240cin,cin,MaysTa99,def_int_long,0,,,,,
player,201112240cin,cin,MaysTa99,pass_defended,0,,,,,
player,201112240cin,cin,MaysTa99,sacks,0.0,,,,,
player,201112240cin,cin,MaysTa99,tackles_combined,1,,,,,
player,201112240cin,cin,MaysTa99,tackles_solo,0,,,,,
player,201112240cin,cin,MaysTa99,tackles_assists,1,,,,,
player,201112240cin,cin,MaysTa99,tackles_loss,0,,,,,
player,201112240cin,cin,MaysTa99,qb_hits,0,,,,,
player,201112240cin,cin,MaysTa99,fumbles_rec,0,,,,,
player,201112240cin,cin,MaysTa99,fumbles_rec_yds,0,,,,,
player,201112240cin,cin,MaysTa99,fumbles_rec_td,0,,,,,
player,201112240cin,cin,MaysTa99,fumbles_forced,0,,,,,
player,201112240cin,cin,PeerCe00,def_int,0,,,,,
player,201112240cin,cin,PeerCe00,def_int_yds,0,,,,,
player,201112240cin,cin,PeerCe00,def_int_td,0,,,,,
player,201112240cin,cin,PeerCe00,def_int_long,0,,,,,
player,201112240cin,cin,PeerCe00,pass_defended,0,,,,,
player,201112240cin,cin,PeerCe00,sacks,0.0,,,,,
player,201112240cin,cin,PeerCe00,tackles_combined,1,,,,,
player,201112240cin,cin,PeerCe00,tackles_solo,0,,,,,
player,201112240cin,cin,PeerCe00,tackles_assists,1,,,,,
player,201112240cin,cin,PeerCe00,tackles_loss,0,,,,,
player,201112240cin,cin,PeerCe00,qb_hits,0,,,,,
player,201112240cin,cin,PeerCe00,fumbles_rec,0,,,,,
player,201112240cin,cin,PeerCe00,fumbles_rec_yds,0,,,,,
player,201112240cin,cin,PeerCe00,fumbles_rec_td,0,,,,,
player,201112240cin,cin,PeerCe00,fumbles_forced,0,,,,,
player,201112240cin,cin,RuckFr99,def_int,0,,,,,
player,201112240cin,cin,RuckFr99,def_int_yds,0,,,,,
player,201112240cin,cin,RuckFr99,def_int_td,0,,,,,
player,201112240cin,cin,RuckFr99,def_int_long,0,,,,,
player,201112240cin,cin,RuckFr99,pass_defended,0,,,,,
player,201112240cin,cin,RuckFr99,sacks,0.0,,,,,
player,201112240cin,cin,RuckFr99,tackles_combined,1,,,,,
player,201112240cin,cin,RuckFr99,tackles_solo,0,,,,,
player,201112240cin,cin,RuckFr99,tackles_assists,1,,,,,
player,201112240cin,cin,RuckFr99,tackles_loss,0,,,,,
player,201112240cin,cin,RuckFr99,qb_hits,0,,,,,
player,201112240cin,cin,RuckFr99,fumbles_rec,0,,,,,
player,201112240cin,cin,RuckFr99,fumbles_rec_yds,0,,,,,
player,201112240cin,cin,RuckFr99,fumbles_rec_td,0,,,,,
player,201112240cin,cin,RuckFr99,fumbles_forced,0,,,,,
player,201112240cin,cin,GeatRo21,def_int,0,,,,,
player,201112240cin,cin,GeatRo21,def_int_yds,0,,,,,
player,201112240cin,cin,GeatRo21,def_int_td,0,,,,,
player,201112240cin,cin,GeatRo21,def_int_long,0,,,,,
player,201112240cin,cin,GeatRo21,pass_defended,1,,,,,
player,201112240cin,cin,GeatRo21,sacks,0.0,,,,,
player,201112240cin,cin,GeatRo21,tackles_combined,0,,,,,
player,201112240cin,cin,GeatRo21,tackles_solo,0,,,,,
player,201112240cin,cin,GeatRo21,tackles_assists,0,,,,,
player,201112240cin,cin,GeatRo21,tackles_loss,0,,,,,
player,201112240cin,cin,GeatRo21,qb_hits,0,,,,,
player,201112240cin,cin,GeatRo21,fumbles_rec,0,,,,,
player,201112240cin,cin,GeatRo21,fumbles_rec_yds,0,,,,,
player,201112240cin,cin,GeatRo21,fumbles_rec_td,0,,,,,
player,201112240cin,cin,GeatRo21,fumbles_forced,0,,,,,
player,201112240cin,crd,RobeAn00,kick_ret,0,,,,,
player,201112240cin,crd,RobeAn00,kick_ret_yds,0,,,,,
player,201112240cin,crd,RobeAn00,kick_ret_yds_per_ret,,,,,,
player,201112240cin,crd,RobeAn00,kick_ret_td,0,,,,,
player,201112240cin,crd,RobeAn00,kick_ret_long,0,,,,,
player,201112240cin,crd,RobeAn00,punt_ret,2,,,,,
player,201112240cin,crd,RobeAn00,punt_ret_yds,-3,,,,,
player,201112240cin,crd,RobeAn00,punt_ret_yds_per_ret,-1.5,,,,,
player,201112240cin,crd,RobeAn00,punt_ret_td,0,,,,,
player,201112240cin,crd,RobeAn00,punt_ret_long,-1,,,,,
player,201112240cin,crd,JeffA.00,kick_ret,4,,,,,
player,201112240cin,crd,JeffA.00,kick_ret_yds,69,,,,,
player,201112240cin,crd,JeffA.00,kick_ret_yds_per_ret,17.3,,,,,
player,201112240cin,crd,JeffA.00,kick_ret_td,0,,,,,
player,201112240cin,crd,JeffA.00,kick_ret_long,21,,,,,
player,201112240cin,crd,JeffA.00,punt_ret,0,,,,,
player,201112240cin,crd,JeffA.00,punt_ret_yds,0,,,,,
player,201112240cin,crd,JeffA.00,punt_ret_yds_per_ret,,,,,,
player,201112240cin,crd,JeffA.00,punt_ret_td,0,,,,,
player,201112240cin,crd,JeffA.00,punt_ret_long,0,,,,,
player,201112240cin,cin,TateBr00,kick_ret,2,,,,,
player,201112240cin,cin,TateBr00,kick_ret_yds,40,,,,,
player,201112240cin,cin,TateBr00,kick_ret_yds_per_ret,20.0,,,,,
player,201112240cin,cin,TateBr00,kick_ret_td,0,,,,,
player,201112240cin,cin,TateBr00,kick_ret_long,27,,,,,
player,201112240cin,cin,TateBr00,punt_ret,1,,,,,
player,201112240cin,cin,TateBr00,punt_ret_yds,2,,,,,
player,201112240cin,cin,TateBr00,punt_ret_yds_per_ret,2.0,,,,,
player,201112240cin,cin,TateBr00,punt_ret_td,0,,,,,
player,201112240cin,cin,TateBr00,punt_ret_long,2,,,,,
player,201112240cin,cin,JonePa20,kick_ret,0,,,,,
player,201112240cin,cin,JonePa20,kick_ret_yds,0,,,,,
player,201112240cin,cin,JonePa20,kick_ret_yds_per_ret,,,,,,
player,201112240cin,cin,JonePa20,kick_ret_td,0,,,,,
player,201112240cin,cin,JonePa20,kick_ret_long,0,,,,,
player,201112240cin,cin,JonePa20,punt_ret,1,,,,,
player,201112240cin,cin,JonePa20,punt_ret_yds,4,,,,,
player,201112240cin,cin,JonePa20,punt_ret_yds_per_ret,4.0,,,,,
player,201112240cin,cin,JonePa20,punt_ret_td,0,,,,,
player,201112240cin,cin,JonePa20,punt_ret_long,4,,,,,
player,201112240cin,crd,feelyjay01,xpm,1,,,,,
player,201112240cin,crd,feelyjay01,xpa,1,,,,,
player,201112240cin,crd,feelyjay01,fgm,1,,,,,
player,201112240cin,crd,feelyjay01,fga,1,,,,,
player,201112240cin,crd,feelyjay01,punt,0,,,,,
player,201112240cin,crd,feelyjay01,punt_yds,0,,,,,
player,201112240cin,crd,feelyjay01,punt_yds_per_punt,,,,,,
player,201112240cin,crd,feelyjay01,punt_long,0,,,,,
player,201112240cin,crd,ZastDa20,xpm,,,,,,
player,201112240cin,crd,ZastDa20,xpa,,,,,,
player,201112240cin,crd,ZastDa20,fgm,,,,,,
player,201112240cin,crd,ZastDa20,fga,,,,,,
player,201112240cin,crd,ZastDa20,punt,6,,,,,
player,201112240cin,crd,ZastDa20,punt_yds,230,,,,,
player,201112240cin,crd,ZastDa20,punt_yds_per_punt,38.3,,,,,
player,201112240cin,crd,ZastDa20,punt_long,46,,,,,
player,201112240cin,cin,nugenmik01,xpm,2,,,,,
player,201112240cin,cin,nugenmik01,xpa,2,,,,,
player,201112240cin,cin,nugenmik01,fgm,3,,,,,
player,201112240cin,cin,nugenmik01,fga,5,,,,,
player,201112240cin,cin,nugenmik01,punt,0,,,,,
player,201112240cin,cin,nugenmik01,punt_yds,0,,,,,
player,201112240cin,cin,nugenmik01,punt_yds_per_punt,,,,,,
player,201112240cin,cin,nugenmik01,punt_long,0,,,,,
player,201112240cin,cin,HubeKe20,xpm,,,,,,
player,201112240cin,cin,HubeKe20,xpa,,,,,,
player,201112240cin,cin,HubeKe20,fgm,,,,,,
player,201112240cin,cin,HubeKe20,fga,,,,,,
player,201112240cin,cin,HubeKe20,punt,5,,,,,
player,201112240cin,cin,HubeKe20,punt_yds,215,,,,,
player,201112240cin,cin,HubeKe20,punt_yds_per_punt,43.0,,,,,
player,201112240cin,cin,HubeKe20,punt_long,51,,,,,
