game,2011,4,20111003,201110030tam,clt,"Indianapolis Colts",17,tam,"Tampa Bay Buccaneers",24
player,201110030tam,tam,CrowTi99,sacks,0.0,,,,,
player,201110030tam,tam,CrowTi99,tackles_combined,1,,,,,
player,201110030tam,tam,CrowTi99,tackles_solo,1,,,,,
player,201110030tam,tam,CrowTi99,tackles_assists,0,,,,,
player,201110030tam,tam,CrowTi99,tackles_loss,0,,,,,
player,201110030tam,tam,CrowTi99,qb_hits,1,,,,,
player,201110030tam,tam,CrowTi99,fumbles_rec,0,,,,,
player,201110030tam,tam,CrowTi99,fumbles_rec_yds,0,,,,,
player,201110030tam,tam,CrowTi99,fumbles_rec_td,0,,,,,
player,201110030tam,tam,CrowTi99,fumbles_forced,0,,,,,
player,201110030tam,tam,DileZa99,def_int,0,,,,,
player,201110030tam,tam,DileZa99,def_int_yds,0,,,,,
player,201110030tam,tam,DileZa99,def_int_td,0,,,,,
player,201110030tam,tam,DileZa99,def_int_long,0,,,,,
player,201110030tam,tam,DileZa99,pass_defended,0,,,,,
player,201110030tam,tam,DileZa99,sacks,0.0,,,,,
player,201110030tam,tam,DileZa99,tackles_combined,1,,,,,
player,201110030tam,tam,DileZa99,tackles_solo,1,,,,,
player,201110030tam,tam,DileZa99,tackles_assists,0,,,,,
player,201110030tam,tam,DileZa99,tackles_loss,0,,,,,
player,201110030tam,tam,DileZa99,qb_hits,0,,,,,
player,201110030tam,tam,DileZa99,fumbles_rec,0,,,,,
player,201110030tam,tam,DileZa99,fumbles_rec_yds,0,,,,,
player,201110030tam,tam,DileZa99,fumbles_rec_td,0,,,,,
player,201110030tam,tam,DileZa99,fumbles_forced,0,,,,,
player,201110030tam,tam,HollDe00,def_int,0,,,,,
player,201110030tam,tam,HollDe00,def_int_yds,0,,,,,
player,201110030tam,tam,HollDe00,def_int_td,0,,,,,
player,201110030tam,tam,HollDe00,def_int_long,0,,,,,
player,201110030tam,tam,HollDe00,pass_defended,0,,,,,
player,201110030tam,tam,HollDe00,sacks,0.0,,,,,
player,201110030tam,tam,HollDe00,tackles_combined,1,,,,,
player,201110030tam,tam,HollDe00,tackles_solo,1,,,,,
player,201110030tam,tam,HollDe00,tackles_assists,0,,,,,
player,201110030tam,tam,HollDe00,tackles_loss,0,,,,,
player,201110030tam,tam,HollDe00,qb_hits,0,,,,,
player,201110030tam,tam,HollDe00,fumbles_rec,0,,,,,
player,201110030tam,tam,HollDe00,fumbles_rec_yds,0,,,,,
player,201110030tam,tam,HollDe00,fumbles_rec_td,0,,,,,
player,201110030tam,tam,HollDe00,fumbles_forced,0,,,,,
player,201110030tam,tam,LoriEr99,def_int,0,,,,,
player,201110030tam,tam,LoriEr99,def_int_yds,0,,,,,
player,201110030tam,tam,LoriEr99,def_int_td,0,,,,,
player,201110030tam,tam,LoriEr99,def_int_long,0,,,,,
player,201110030tam,tam,LoriEr99,pass_defended,0,,,,,
player,201110030tam,tam,LoriEr99,sacks,0.0,,,,,
player,201110030tam,tam,LoriEr99,tackles_combined,1,,,,,
player,201110030tam,tam,LoriEr99,tackles_solo,1,,,,,
player,201110030tam,tam,LoriEr99,tackles_assists,0,,,,,
player,201110030tam,tam,LoriEr99,tackles_loss,0,,,,,
player,201110030tam,tam,LoriEr99,qb_hits,0,,,,,
player,201110030tam,tam,LoriEr99,fumbles_rec,0,,,,,
player,201110030tam,tam,LoriEr99,fumbles_rec_yds,0,,,,,
player,201110030tam,tam,LoriEr99,fumbles_rec_td,0,,,,,
player,201110030tam,tam,LoriEr99,fumbles_forced,0,,,,,
player,201110030tam,tam,MillRo99,def_int,0,,,,,
player,201110030tam,tam,MillRo99,def_int_yds,0,,,,,
player,201110030tam,tam,MillRo99,def_int_td,0,,,,,
player,201110030tam,tam,MillRo99,def_int_long,0,,,,,
player,201110030tam,tam,MillRo99,pass_defended,0,,,,,
player,201110030tam,tam,MillRo99,sacks,0.0,,,,,
player,201110030tam,tam,MillRo99,tackles_combined,1,,,,,
player,201110030tam,tam,MillRo99,tackles_solo,0,,,,,
player,201110030tam,tam,MillRo99,tackles_assists,1,,,,,
player,201110030tam,tam,MillRo99,tackles_loss,0,,,,,
player,201110030tam,tam,MillRo99,qb_hits,0,,,,,
player,201110030tam,tam,MillRo99,fumbles_rec,0,,,,,
player,201110030tam,tam,MillRo99,fumbles_rec_yds,0,,,,,
player,201110030tam,tam,MillRo99,fumbles_rec_td,0,,,,,
player,201110030tam,tam,MillRo99,fumbles_forced,0,,,,,
player,201110030tam,tam,ParkPr00,def_int,0,,,,,
player,201110030tam,tam,ParkPr00,def_int_yds,0,,,,,
player,201110030tam,tam,ParkPr00,def_int_td,0,,,,,
player,201110030tam,tam,ParkPr00,def_int_long,0,,,,,
player,201110030tam,tam,ParkPr00,pass_defended,0,,,,,
player,201110030tam,tam,ParkPr00,sacks,0.0,,,,,
player,201110030tam,tam,ParkPr00,tackles_combined,1,,,,,
player,201110030tam,tam,ParkPr00,tackles_solo,1,,,,,
player,201110030tam,tam,ParkPr00,tackles_assists,0,,,,,
player,201110030tam,tam,ParkPr00,tackles_loss,0,,,,,
player,201110030tam,tam,ParkPr00,qb_hits,0,,,,,
player,201110030tam,tam,ParkPr00,fumbles_rec,0,,,,,
player,201110030tam,tam,ParkPr00,fumbles_rec_yds,0,,,,,
player,201110030tam,tam,ParkPr00,fumbles_rec_td,0,,,,,
player,201110030tam,tam,ParkPr00,fumbles_forced,0,,,,,
player,201110030tam,clt,WhitBl00,kick_ret,0,,,,,
player,201110030tam,clt,WhitBl00,kick_ret_yds,0,,,,,
player,201110030tam,clt,WhitBl00,kick_ret_yds_per_ret,,,,,,
player,201110030tam,clt,WhitBl00,kick_ret_td,0,,,,,
player,201110030tam,clt,WhitBl00,kick_ret_long,0,,,,,
player,201110030tam,clt,WhitBl00,punt_ret,2,,,,,
player,201110030tam,clt,WhitBl00,punt_ret_yds,0,,,,,
player,201110030tam,clt,WhitBl00,punt_ret_yds_per_ret,0.0,,,,,
player,201110030tam,clt,WhitBl00,punt_ret_td,0,,,,,
player,201110030tam,clt,WhitBl00,punt_ret_long,2,,,,,
player,201110030tam,clt,LefeJo00,kick_ret,2,,,,,
player,201110030tam,clt,LefeJo00,kick_ret_yds,36,,,,,
player,201110030tam,clt,LefeJo00,kick_ret_yds_per_ret,18.0,,,,,
player,201110030tam,clt,LefeJo00,kick_ret_td,0,,,,,
player,201110030tam,clt,LefeJo00,kick_ret_long,28,,,,,
player,201110030tam,clt,LefeJo00,punt_ret,0,,,,,
player,201110030tam,clt,LefeJo00,punt_ret_yds,0,,,,,
player,201110030tam,clt,LefeJo00,punt_ret_yds_per_ret,,,,,,
player,201110030tam,clt,LefeJo00,punt_ret_td,0,,,,,
player,201110030tam,clt,LefeJo00,punt_ret_long,0,,,,,
player,201110030tam,tam,ParkPr00,kick_ret,1,,,,,
player,201110030tam,tam,ParkPr00,kick_ret_yds,24,,,,,
player,201110030tam,tam,ParkPr00,kick_ret_yds_per_ret,24.0,,,,,
player,201110030tam,tam,ParkPr00,kick_ret_td,0,,,,,
player,201110030tam,tam,ParkPr00,kick_ret_long,24,,,,,
player,201110030tam,tam,ParkPr00,punt_ret,3,,,,,
player,201110030tam,tam,ParkPr00,punt_ret_yds,17,,,,,
player,201110030tam,tam,ParkPr00,punt_ret_yds_per_ret,5.7,,,,,
player,201110030tam,tam,ParkPr00,punt_ret_td,0,,,,,
player,201110030tam,tam,ParkPr00,punt_ret_long,13,,,,,
player,201110030tam,clt,vinatada01,xpm,2,,,,,
player,201110030tam,clt,vinatada01,xpa,2,,,,,
player,201110030tam,clt,vinatada01,fgm,1,,,,,
player,201110030tam,clt,vinatada01,fga,2,,,,,
player,201110030tam,clt,vinatada01,punt,0,,,,,
player,201110030tam,clt,vinatada01,punt_yds,0,,,,,
player,201110030tam,clt,vinatada01,punt_yds_per_punt,,,,,,
player,201110030tam,clt,vinatada01,punt_long,0,,,,,
player,201110030tam,clt,McAfPa44,xpm,,,,,,
player,201110030tam,clt,McAfPa44,xpa,,,,,,
player,201110030tam,clt,McAfPa44,fgm,,,,,,
player,201110030tam,clt,McAfPa44,fga,,,,,,
player,201110030tam,clt,McAfPa44,punt,6,,,,,
player,201110030tam,clt,McAfPa44,punt_yds,266,,,,,
player,201110030tam,clt,McAfPa44,punt_yds_per_punt,44.3,,,,,
player,201110030tam,clt,McAfPa44,punt_long,59,,,,,
player,201110030tam,tam,barthco01,xpm,3,,,,,
player,201110030tam,tam,barthco01,xpa,3,,,,,
player,201110030tam,tam,barthco01,fgm,1,,,,,
player,201110030tam,tam,barthco01,fga,2,,,,,
player,201110030tam,tam,barthco01,punt,0,,,,,
player,201110030tam,tam,barthco01,punt_yds,0,,,,,
player,201110030tam,tam,barthco01,punt_yds_per_punt,,,,,,
player,201110030tam,tam,barthco01,punt_long,0,,,,,
player,201110030tam,tam,koenemic01,xpm,,,,,,
player,201110030tam,tam,koenemic01,xpa,,,,,,
player,201110030tam,tam,koenemic01,fgm,,,,,,
player,201110030tam,tam,koenemic01,fga,,,,,,
player,201110030tam,tam,koenemic01,punt,5,,,,,
player,201110030tam,tam,koenemic01,punt_yds,220,,,,,
player,201110030tam,tam,koenemic01,punt_yds_per_punt,44.0,,,,,
player,201110030tam,tam,koenemic01,punt_long,57,,,,,
