game,2011,17,20120101,201201010jax,clt,"Indianapolis Colts",13,jax,"Jacksonville Jaguars",19
player,201201010jax,jax,BoleBr00,qb_hits,0,,,,,
player,201201010jax,jax,BoleBr00,fumbles_rec,0,,,,,
player,201201010jax,jax,BoleBr00,fumbles_rec_yds,0,,,,,
player,201201010jax,jax,BoleBr00,fumbles_rec_td,0,,,,,
player,201201010jax,jax,BoleBr00,fumbles_forced,0,,,,,
player,201201010jax,jax,ClohCo00,def_int,0,,,,,
player,201201010jax,jax,ClohCo00,def_int_yds,0,,,,,
player,201201010jax,jax,ClohCo00,def_int_td,0,,,,,
player,201201010jax,jax,ClohCo00,def_int_long,0,,,,,
player,201201010jax,jax,ClohCo00,pass_defended,0,,,,,
player,201201010jax,jax,ClohCo00,sacks,0.0,,,,,
player,201201010jax,jax,ClohCo00,tackles_combined,1,,,,,
player,201201010jax,jax,ClohCo00,tackles_solo,1,,,,,
player,201201010jax,jax,ClohCo00,tackles_assists,0,,,,,
player,201201010jax,jax,ClohCo00,tackles_loss,0,,,,,
player,201201010jax,jax,ClohCo00,qb_hits,0,,,,,
player,201201010jax,jax,ClohCo00,fumbles_rec,0,,,,,
player,201201010jax,jax,ClohCo00,fumbles_rec_yds,0,,,,,
player,201201010jax,jax,ClohCo00,fumbles_rec_td,0,,,,,
player,201201010jax,jax,ClohCo00,fumbles_forced,0,,,,,
player,201201010jax,jax,CollNa20,def_int,0,,,,,
player,201201010jax,jax,CollNa20,def_int_yds,0,,,,,
player,201201010jax,jax,CollNa20,def_int_td,0,,,,,
player,201201010jax,jax,CollNa20,def_int_long,0,,,,,
player,201201010jax,jax,CollNa20,pass_defended,0,,,,,
player,201201010jax,jax,CollNa20,sacks,0.0,,,,,
player,201201010jax,jax,CollNa20,tackles_combined,1,,,,,
player,201201010jax,jax,CollNa20,tackles_solo,0,,,,,
player,201201010jax,jax,CollNa20,tackles_assists,1,,,,,
player,201201010jax,jax,CollNa20,tackles_loss,0,,,,,
player,201201010jax,jax,CollNa20,qb_hits,0,,,,,
player,201201010jax,jax,CollNa20,fumbles_rec,0,,,,,
player,201201010jax,jax,CollNa20,fumbles_rec_yds,0,,,,,
player,201201010jax,jax,CollNa20,fumbles_rec_td,0,,,,,
player,201201010jax,jax,CollNa20,fumbles_forced,0,,,,,
player,201201010jax,jax,MoslC.20,def_int,0,,,,,
player,201201010jax,jax,MoslC.20,def_int_yds,0,,,,,
player,201201010jax,jax,MoslC.20,def_int_td,0,,,,,
player,201201010jax,jax,MoslC.20,def_int_long,0,,,,,
player,201201010jax,jax,MoslC.20,pass_defended,0,,,,,
player,201201010jax,jax,MoslC.20,sacks,0.0,,,,,
player,201201010jax,jax,MoslC.20,tackles_combined,1,,,,,
player,201201010jax,jax,MoslC.20,tackles_solo,1,,,,,
player,201201010jax,jax,MoslC.20,tackles_assists,0,,,,,
player,201201010jax,jax,MoslC.20,tackles_loss,0,,,,,
player,201201010jax,jax,MoslC.20,qb_hits,0,,,,,
player,201201010jax,jax,MoslC.20,fumbles_rec,0,,,,,
player,201201010jax,jax,MoslC.20,fumbles_rec_yds,0,,,,,
player,201201010jax,jax,MoslC.20,fumbles_rec_td,0,,,,,
player,201201010jax,jax,MoslC.20,fumbles_forced,0,,,,,
player,201201010jax,jax,ColeDr20,def_int,0,,,,,
player,201201010jax,jax,ColeDr20,def_int_yds,-4,,,,,
player,201201010jax,jax,ColeDr20,def_int_td,0,,,,,
player,201201010jax,jax,ColeDr20,def_int_long,-4,,,,,
player,201201010jax,jax,ColeDr20,pass_defended,1,,,,,
player,201201010jax,jax,ColeDr20,sacks,0.0,,,,,
player,201201010jax,jax,ColeDr20,tackles_combined,0,,,,,
player,201201010jax,jax,ColeDr20,tackles_solo,0,,,,,
player,201201010jax,jax,ColeDr20,tackles_assists,0,,,,,
player,201201010jax,jax,ColeDr20,tackles_loss,0,,,,,
player,201201010jax,jax,ColeDr20,qb_hits,0,,,,,
player,201201010jax,jax,ColeDr20,fumbles_rec,0,,,,,
player,201201010jax,jax,ColeDr20,fumbles_rec_yds,0,,,,,
player,201201010jax,jax,ColeDr20,fumbles_rec_td,0,,,,,
player,201201010jax,jax,ColeDr20,fumbles_forced,0,,,,,
player,201201010jax,clt,GarcPi00,kick_ret,0,,,,,
player,201201010jax,clt,GarcPi00,kick_ret_yds,0,,,,,
player,201201010jax,clt,GarcPi00,kick_ret_yds_per_ret,,,,,,
player,201201010jax,clt,GarcPi00,kick_ret_td,0,,,,,
player,201201010jax,clt,GarcPi00,kick_ret_long,0,,,,,
player,201201010jax,clt,GarcPi00,punt_ret,1,,,,,
player,201201010jax,clt,GarcPi00,punt_ret_yds,-1,,,,,
player,201201010jax,clt,GarcPi00,punt_ret_yds_per_ret,-1.0,,,,,
player,201201010jax,clt,GarcPi00,punt_ret_td,0,,,,,
player,201201010jax,clt,GarcPi00,punt_ret_long,-1,,,,,
player,201201010jax,clt,LefeJo00,kick_ret,3,,,,,
player,201201010jax,clt,LefeJo00,kick_ret_yds,30,,,,,
player,201201010jax,clt,LefeJo00,kick_ret_yds_per_ret,10.0,,,,,
player,201201010jax,clt,LefeJo00,kick_ret_td,0,,,,,
player,201201010jax,clt,LefeJo00,kick_ret_long,21,,,,,
player,201201010jax,clt,LefeJo00,punt_ret,0,,,,,
player,201201010jax,clt,LefeJo00,punt_ret_yds,0,,,,,
player,201201010jax,clt,LefeJo00,punt_ret_yds_per_ret,,,,,,
player,201201010jax,clt,LefeJo00,punt_ret_td,0,,,,,
player,201201010jax,clt,LefeJo00,punt_ret_long,0,,,,,
player,201201010jax,jax,ThomMi01,kick_ret,0,,,,,
player,201201010jax,jax,ThomMi01,kick_ret_yds,0,,,,,
player,201201010jax,jax,ThomMi01,kick_ret_yds_per_ret,,,,,,
player,201201010jax,jax,ThomMi01,kick_ret_td,0,,,,,
player,201201010jax,jax,ThomMi01,kick_ret_long,0,,,,,
player,201201010jax,jax,ThomMi01,punt_ret,2,,,,,
player,201201010jax,jax,ThomMi01,punt_ret_yds,13,,,,,
player,201201010jax,jax,ThomMi01,punt_ret_yds_per_ret,6.5,,,,,
player,201201010jax,jax,ThomMi01,punt_ret_td,0,,,,,
player,201201010jax,jax,ThomMi01,punt_ret_long,7,,,,,
player,201201010jax,jax,KariDe00,kick_ret,3,,,,,
player,201201010jax,jax,KariDe00,kick_ret_yds,79,,,,,
player,201201010jax,jax,KariDe00,kick_ret_yds_per_ret,26.3,,,,,
player,201201010jax,jax,KariDe00,kick_ret_td,0,,,,,
player,201201010jax,jax,KariDe00,kick_ret_long,31,,,,,
player,201201010jax,jax,KariDe00,punt_ret,0,,,,,
player,201201010jax,jax,KariDe00,punt_ret_yds,0,,,,,
player,201201010jax,jax,KariDe00,punt_ret_yds_per_ret,,,,,,
player,201201010jax,jax,KariDe00,punt_ret_td,0,,,,,
player,201201010jax,jax,KariDe00,punt_ret_long,0,,,,,
player,201201010jax,clt,vinatada01,xpm,1,,,,,
player,201201010jax,clt,vinatada01,xpa,1,,,,,
player,201201010jax,clt,vinatada01,fgm,2,,,,,
player,201201010jax,clt,vinatada01,fga,2,,,,,
player,201201010jax,clt,vinatada01,punt,0,,,,,
player,201201010jax,clt,vinatada01,punt_yds,0,,,,,
player,201201010jax,clt,vinatada01,punt_yds_per_punt,,,,,,
player,201201010jax,clt,vinatada01,punt_long,0,,,,,
player,201201010jax,clt,McAfPa44,xpm,,,,,,
player,201201010jax,clt,McAfPa44,xpa,,,,,,
player,201201010jax,clt,McAfPa44,fgm,,,,,,
player,201201010jax,clt,McAfPa44,fga,,,,,,
player,201201010jax,clt,McAfPa44,punt,3,,,,,
player,201201010jax,clt,McAfPa44,punt_yds,136,,,,,
player,201201010jax,clt,McAfPa44,punt_yds_per_punt,45.3,,,,,
player,201201010jax,clt,McAfPa44,punt_long,54,,,,,
player,201201010jax,jax,scobejos01,xpm,1,,,,,
player,201201010jax,jax,scobejos01,xpa,1,,,,,
player,201201010jax,jax,scobejos01,fgm,4,,,,,
player,201201010jax,jax,scobejos01,fga,4,,,,,
player,201201010jax,jax,scobejos01,punt,0,,,,,
player,201201010jax,jax,scobejos01,punt_yds,0,,,,,
player,201201010jax,jax,scobejos01,punt_yds_per_punt,,,,,,
player,201201010jax,jax,scobejos01,punt_long,0,,,,,
player,201201010jax,jax,HarrNi20,xpm,,,,,,
player,201201010jax,jax,HarrNi20,xpa,,,,,,
player,201201010jax,jax,HarrNi20,fgm,,,,,,
player,201201010jax,jax,HarrNi20,fga,,,,,,
player,201201010jax,jax,HarrNi20,punt,2,,,,,
player,201201010jax,jax,HarrNi20,punt_yds,87,,,,,
player,201201010jax,jax,HarrNi20,punt_yds_per_punt,43.5,,,,,
player,201201010jax,jax,HarrNi20,punt_long,44,,,,,
