game,2011,7,20111023,201110230cle,sea,"Seattle Seahawks",3,cle,"Cleveland Browns",6
player,201110230cle,cle,AdamMi21,def_int_td,0,,,,,
player,201110230cle,cle,AdamMi21,def_int_long,0,,,,,
player,201110230cle,cle,AdamMi21,pass_defended,0,,,,,
player,201110230cle,cle,AdamMi21,sacks,0.0,,,,,
player,201110230cle,cle,AdamMi21,tackles_combined,1,,,,,
player,201110230cle,cle,AdamMi21,tackles_solo,0,,,,,
player,201110230cle,cle,AdamMi21,tackles_assists,1,,,,,
player,201110230cle,cle,AdamMi21,tackles_loss,0,,,,,
player,201110230cle,cle,AdamMi21,qb_hits,0,,,,,
player,201110230cle,cle,AdamMi21,fumbles_rec,0,,,,,
player,201110230cle,cle,AdamMi21,fumbles_rec_yds,0,,,,,
player,201110230cle,cle,AdamMi21,fumbles_rec_td,0,,,,,
player,201110230cle,cle,AdamMi21,fumbles_forced,0,,,,,
player,201110230cle,cle,BrowTi20,def_int,0,,,,,
player,201110230cle,cle,BrowTi20,def_int_yds,0,,,,,
player,201110230cle,cle,BrowTi20,def_int_td,0,,,,,
player,201110230cle,cle,BrowTi20,def_int_long,0,,,,,
player,201110230cle,cle,BrowTi20,pass_defended,0,,,,,
player,201110230cle,cle,BrowTi20,sacks,0.0,,,,,
player,201110230cle,cle,BrowTi20,tackles_combined,1,,,,,
player,201110230cle,cle,BrowTi20,tackles_solo,1,,,,,
player,201110230cle,cle,BrowTi20,tackles_assists,0,,,,,
player,201110230cle,cle,BrowTi20,tackles_loss,0,,,,,
player,201110230cle,cle,BrowTi20,qb_hits,0,,,,,
player,201110230cle,cle,BrowTi20,fumbles_rec,0,,,,,
player,201110230cle,cle,BrowTi20,fumbles_rec_yds,0,,,,,
player,201110230cle,cle,BrowTi20,fumbles_rec_td,0,,,,,
player,201110230cle,cle,BrowTi20,fumbles_forced,0,,,,,
player,201110230cle,cle,CribJo01,def_int,0,,,,,
player,201110230cle,cle,CribJo01,def_int_yds,0,,,,,
player,201110230cle,cle,CribJo01,def_int_td,0,,,,,
player,201110230cle,cle,CribJo01,def_int_long,0,,,,,
player,201110230cle,cle,CribJo01,pass_defended,0,,,,,
player,201110230cle,cle,CribJo01,sacks,0.0,,,,,
player,201110230cle,cle,CribJo01,tackles_combined,1,,,,,
player,201110230cle,cle,CribJo01,tackles_solo,1,,,,,
player,201110230cle,cle,CribJo01,tackles_assists,0,,,,,
player,201110230cle,cle,CribJo01,tackles_loss,0,,,,,
player,201110230cle,cle,CribJo01,qb_hits,0,,,,,
player,201110230cle,cle,CribJo01,fumbles_rec,1,,,,,
player,201110230cle,cle,CribJo01,fumbles_rec_yds,0,,,,,
player,201110230cle,cle,CribJo01,fumbles_rec_td,0,,,,,
player,201110230cle,cle,CribJo01,fumbles_forced,0,,,,,
player,201110230cle,cle,dawsophi01,def_int,0,,,,,
player,201110230cle,cle,dawsophi01,def_int_yds,0,,,,,
player,201110230cle,cle,dawsophi01,def_int_td,0,,,,,
player,201110230cle,cle,dawsophi01,def_int_long,0,,,,,
player,201110230cle,cle,dawsophi01,pass_defended,0,,,,,
player,201110230cle,cle,dawsophi01,sacks,0.0,,,,,
player,201110230cle,cle,dawsophi01,tackles_combined,1,,,,,
player,201110230cle,cle,dawsophi01,tackles_solo,1,,,,,
player,201110230cle,cle,dawsophi01,tackles_assists,0,,,,,
player,201110230cle,cle,dawsophi01,tackles_loss,0,,,,,
player,201110230cle,cle,dawsophi01,qb_hits,0,,,,,
player,201110230cle,cle,dawsophi01,fumbles_rec,0,,,,,
player,201110230cle,cle,dawsophi01,fumbles_rec_yds,0,,,,,
player,201110230cle,cle,dawsophi01,fumbles_rec_td,0,,,,,
player,201110230cle,cle,dawsophi01,fumbles_forced,0,,,,,
player,201110230cle,cle,HardMo00,def_int,0,,,,,
player,201110230cle,cle,HardMo00,def_int_yds,0,,,,,
player,201110230cle,cle,HardMo00,def_int_td,0,,,,,
player,201110230cle,cle,HardMo00,def_int_long,0,,,,,
player,201110230cle,cle,HardMo00,pass_defended,0,,,,,
player,201110230cle,cle,HardMo00,sacks,0.0,,,,,
player,201110230cle,cle,HardMo00,tackles_combined,1,,,,,
player,201110230cle,cle,HardMo00,tackles_solo,0,,,,,
player,201110230cle,cle,HardMo00,tackles_assists,1,,,,,
player,201110230cle,cle,HardMo00,tackles_loss,,,,,,
player,201110230cle,cle,HardMo00,qb_hits,,,,,,
player,201110230cle,cle,HardMo00,fumbles_rec,0,,,,,
player,201110230cle,cle,HardMo00,fumbles_rec_yds,0,,,,,
player,201110230cle,cle,HardMo00,fumbles_rec_td,0,,,,,
player,201110230cle,cle,HardMo00,fumbles_forced,0,,,,,
player,201110230cle,cle,MitcJa20,def_int,0,,,,,
player,201110230cle,cle,MitcJa20,def_int_yds,0,,,,,
player,201110230cle,cle,MitcJa20,def_int_td,0,,,,,
player,201110230cle,cle,MitcJa20,def_int_long,0,,,,,
player,201110230cle,cle,MitcJa20,pass_defended,1,,,,,
player,201110230cle,cle,MitcJa20,sacks,0.0,,,,,
player,201110230cle,cle,MitcJa20,tackles_combined,1,,,,,
player,201110230cle,cle,MitcJa20,tackles_solo,1,,,,,
player,201110230cle,cle,MitcJa20,tackles_assists,0,,,,,
player,201110230cle,cle,MitcJa20,tackles_loss,1,,,,,
player,201110230cle,cle,MitcJa20,qb_hits,1,,,,,
player,201110230cle,cle,MitcJa20,fumbles_rec,0,,,,,
player,201110230cle,cle,MitcJa20,fumbles_rec_yds,0,,,,,
player,201110230cle,cle,MitcJa20,fumbles_rec_td,0,,,,,
player,201110230cle,cle,MitcJa20,fumbles_forced,0,,,,,
player,201110230cle,cle,PaxsSc20,def_int,0,,,,,
player,201110230cle,cle,PaxsSc20,def_int_yds,0,,,,,
player,201110230cle,cle,PaxsSc20,def_int_td,0,,,,,
player,201110230cle,cle,PaxsSc20,def_int_long,0,,,,,
player,201110230cle,cle,PaxsSc20,pass_defended,0,,,,,
player,201110230cle,cle,PaxsSc20,sacks,0.0,,,,,
player,201110230cle,cle,PaxsSc20,tackles_combined,1,,,,,
player,201110230cle,cle,PaxsSc20,tackles_solo,1,,,,,
player,201110230cle,cle,PaxsSc20,tackles_assists,0,,,,,
player,201110230cle,cle,PaxsSc20,tackles_loss,0,,,,,
player,201110230cle,cle,PaxsSc20,qb_hits,0,,,,,
player,201110230cle,cle,PaxsSc20,fumbles_rec,0,,,,,
player,201110230cle,cle,PaxsSc20,fumbles_rec_yds,0,,,,,
player,201110230cle,cle,PaxsSc20,fumbles_rec_td,0,,,,,
player,201110230cle,cle,PaxsSc20,fumbles_forced,0,,,,,
player,201110230cle,cle,SkriBu00,def_int,0,,,,,
player,201110230cle,cle,SkriBu00,def_int_yds,0,,,,,
player,201110230cle,cle,SkriBu00,def_int_td,0,,,,,
player,201110230cle,cle,SkriBu00,def_int_long,0,,,,,
player,201110230cle,cle,SkriBu00,pass_defended,0,,,,,
player,201110230cle,cle,SkriBu00,sacks,0.0,,,,,
player,201110230cle,cle,SkriBu00,tackles_combined,1,,,,,
player,201110230cle,cle,SkriBu00,tackles_solo,1,,,,,
player,201110230cle,cle,SkriBu00,tackles_assists,0,,,,,
player,201110230cle,cle,SkriBu00,tackles_loss,0,,,,,
player,201110230cle,cle,SkriBu00,qb_hits,0,,,,,
player,201110230cle,cle,SkriBu00,fumbles_rec,0,,,,,
player,201110230cle,cle,SkriBu00,fumbles_rec_yds,0,,,,,
player,201110230cle,cle,SkriBu00,fumbles_rec_td,0,,,,,
player,201110230cle,cle,SkriBu00,fumbles_forced,0,,,,,
player,201110230cle,cle,SpeaQu00,def_int,0,,,,,
player,201110230cle,cle,SpeaQu00,def_int_yds,0,,,,,
player,201110230cle,cle,SpeaQu00,def_int_td,0,,,,,
player,201110230cle,cle,SpeaQu00,def_int_long,0,,,,,
player,201110230cle,cle,SpeaQu00,pass_defended,0,,,,,
player,201110230cle,cle,SpeaQu00,sacks,0.0,,,,,
player,201110230cle,cle,SpeaQu00,tackles_combined,1,,,,,
player,201110230cle,cle,SpeaQu00,tackles_solo,1,,,,,
player,201110230cle,cle,SpeaQu00,tackles_assists,0,,,,,
player,201110230cle,cle,SpeaQu00,tackles_loss,0,,,,,
player,201110230cle,cle,SpeaQu00,qb_hits,0,,,,,
player,201110230cle,cle,SpeaQu00,fumbles_rec,0,,,,,
player,201110230cle,cle,SpeaQu00,fumbles_rec_yds,0,,,,,
player,201110230cle,cle,SpeaQu00,fumbles_rec_td,0,,,,,
player,201110230cle,cle,SpeaQu00,fumbles_forced,0,,,,,
player,201110230cle,cle,YounUs99,def_int,0,,,,,
player,201110230cle,cle,YounUs99,def_int_yds,0,,,,,
player,201110230cle,cle,YounUs99,def_int_td,0,,,,,
player,201110230cle,cle,YounUs99,def_int_long,0,,,,,
player,201110230cle,cle,YounUs99,pass_defended,0,,,,,
player,201110230cle,cle,YounUs99,sacks,0.0,,,,,
player,201110230cle,cle,YounUs99,tackles_combined,1,,,,,
player,201110230cle,cle,YounUs99,tackles_solo,1,,,,,
player,201110230cle,cle,YounUs99,tackles_assists,0,,,,,
player,201110230cle,cle,YounUs99,tackles_loss,0,,,,,
player,201110230cle,cle,YounUs99,qb_hits,0,,,,,
player,201110230cle,cle,YounUs99,fumbles_rec,0,,,,,
player,201110230cle,cle,YounUs99,fumbles_rec_yds,0,,,,,
player,201110230cle,cle,YounUs99,fumbles_rec_td,0,,,,,
player,201110230cle,cle,YounUs99,fumbles_forced,0,,,,,
player,201110230cle,cle,PattDi20,def_int,0,,,,,
player,201110230cle,cle,PattDi20,def_int_yds,0,,,,,
player,201110230cle,cle,PattDi20,def_int_td,0,,,,,
player,201110230cle,cle,PattDi20,def_int_long,0,,,,,
player,201110230cle,cle,PattDi20,pass_defended,1,,,,,
player,201110230cle,cle,PattDi20,sacks,0.0,,,,,
player,201110230cle,cle,PattDi20,tackles_combined,0,,,,,
player,201110230cle,cle,PattDi20,tackles_solo,0,,,,,
player,201110230cle,cle,PattDi20,tackles_assists,0,,,,,
player,201110230cle,cle,PattDi20,tackles_loss,0,,,,,
player,201110230cle,cle,PattDi20,qb_hits,0,,,,,
player,201110230cle,cle,PattDi20,fumbles_rec,0,,,,,
player,201110230cle,cle,PattDi20,fumbles_rec_yds,0,,,,,
player,201110230cle,cle,PattDi20,fumbles_rec_td,0,,,,,
player,201110230cle,cle,PattDi20,fumbles_forced,0,,,,,
player,201110230cle,cle,SchaBr00,def_int,,,,,,
player,201110230cle,cle,SchaBr00,def_int_yds,,,,,,
player,201110230cle,cle,SchaBr00,def_int_td,,,,,,
player,201110230cle,cle,SchaBr00,def_int_long,,,,,,
player,201110230cle,cle,SchaBr00,pass_defended,,,,,,
player,201110230cle,cle,SchaBr00,sacks,0.0,,,,,
player,201110230cle,cle,SchaBr00,tackles_combined,,,,,,
player,201110230cle,cle,SchaBr00,tackles_solo,,,,,,
player,201110230cle,cle,SchaBr00,tackles_assists,,,,,,
player,201110230cle,cle,SchaBr00,tackles_loss,1,,,,,
player,201110230cle,cle,SchaBr00,qb_hits,1,,,,,
player,201110230cle,cle,SchaBr00,fumbles_rec,,,,,,
player,201110230cle,cle,SchaBr00,fumbles_rec_yds,,,,,,
player,201110230cle,cle,SchaBr00,fumbles_rec_td,,,,,,
player,201110230cle,cle,SchaBr00,fumbles_forced,,,,,,
player,201110230cle,sea,WashLe00,kick_ret,3,,,,,
player,201110230cle,sea,WashLe00,kick_ret_yds,60,,,,,
player,201110230cle,sea,WashLe00,kick_ret_yds_per_ret,20.0,,,,,
player,201110230cle,sea,WashLe00,kick_ret_td,0,,,,,
player,201110230cle,sea,WashLe00,kick_ret_long,21,,,,,
player,201110230cle,sea,WashLe00,punt_ret,2,,,,,
player,201110230cle,sea,WashLe00,punt_ret_yds,39,,,,,
player,201110230cle,sea,WashLe00,punt_ret_yds_per_ret,19.5,,,,,
player,201110230cle,sea,WashLe00,punt_ret_td,0,,,,,
player,201110230cle,sea,WashLe00,punt_ret_long,36,,,,,
player,201110230cle,cle,CribJo01,kick_ret,1,,,,,
player,201110230cle,cle,CribJo01,kick_ret_yds,23,,,,,
player,201110230cle,cle,CribJo01,kick_ret_yds_per_ret,23.0,,,,,
player,201110230cle,cle,CribJo01,kick_ret_td,0,,,,,
player,201110230cle,cle,CribJo01,kick_ret_long,23,,,,,
player,201110230cle,cle,CribJo01,punt_ret,4,,,,,
player,201110230cle,cle,CribJo01,punt_ret_yds,14,,,,,
player,201110230cle,cle,CribJo01,punt_ret_yds_per_ret,3.5,,,,,
player,201110230cle,cle,CribJo01,punt_ret_td,0,,,,,
player,201110230cle,cle,CribJo01,punt_ret_long,8,,,,,
player,201110230cle,sea,RyanJo21,xpm,,,,,,
player,201110230cle,sea,RyanJo21,xpa,,,,,,
player,201110230cle,sea,RyanJo21,fgm,,,,,,
player,201110230cle,sea,RyanJo21,fga,,,,,,
player,201110230cle,sea,RyanJo21,punt,7,,,,,
player,201110230cle,sea,RyanJo21,punt_yds,351,,,,,
player,201110230cle,sea,RyanJo21,punt_yds_per_punt,50.1,,,,,
player,201110230cle,sea,RyanJo21,punt_long,67,,,,,
player,201110230cle,sea,HausSt00,xpm,,,,,,
player,201110230cle,sea,HausSt00,xpa,,,,,,
player,201110230cle,sea,HausSt00,fgm,1,,,,,
player,201110230cle,sea,HausSt00,fga,1,,,,,
player,201110230cle,sea,HausSt00,punt,0,,,,,
player,201110230cle,sea,HausSt00,punt_yds,0,,,,,
player,201110230cle,sea,HausSt00,punt_yds_per_punt,,,,,,
player,201110230cle,sea,HausSt00,punt_long,0,,,,,
player,201110230cle,cle,MaynBr20,xpm,,,,,,
player,201110230cle,cle,MaynBr20,xpa,,,,,,
player,201110230cle,cle,MaynBr20,fgm,,,,,,
player,201110230cle,cle,MaynBr20,fga,,,,,,
player,201110230cle,cle,MaynBr20,punt,5,,,,,
player,201110230cle,cle,MaynBr20,punt_yds,193,,,,,
player,201110230cle,cle,MaynBr20,punt_yds_per_punt,38.6,,,,,
player,201110230cle,cle,MaynBr20,punt_long,51,,,,,
player,201110230cle,cle,dawsophi01,xpm,,,,,,
player,201110230cle,cle,dawsophi01,xpa,,,,,,
player,201110230cle,cle,dawsophi01,fgm,2,,,,,
player,201110230cle,cle,dawsophi01,fga,4,,,,,
player,201110230cle,cle,dawsophi01,punt,0,,,,,
player,201110230cle,cle,dawsophi01,punt_yds,0,,,,,
player,201110230cle,cle,dawsophi01,punt_yds_per_punt,,,,,,
player,201110230cle,cle,dawsophi01,punt_long,0,,,,,
