game,2011,7,20111023,201110230cle,sea,"Seattle Seahawks",3,cle,"Cleveland Browns",6
player,201110230cle,sea,RiceSi01,rec_yds,38,,,,,
player,201110230cle,sea,RiceSi01,rec_td,0,,,,,
player,201110230cle,sea,RiceSi01,rec_long,38,,,,,
player,201110230cle,sea,RiceSi01,fumbles,0,,,,,
player,201110230cle,sea,RiceSi01,fumbles_lost,,,,,,
player,201110230cle,sea,MorrCa00,pass_cmp,0,,,,,
player,201110230cle,sea,MorrCa00,pass_att,0,,,,,
player,201110230cle,sea,MorrCa00,pass_yds,0,,,,,
player,201110230cle,sea,MorrCa00,pass_td,0,,,,,
player,201110230cle,sea,MorrCa00,pass_int,0,,,,,
player,201110230cle,sea,MorrCa00,pass_sacked,0,,,,,
player,201110230cle,sea,MorrCa00,pass_sacked_yds,0,,,,,
player,201110230cle,sea,MorrCa00,pass_long,0,,,,,
player,201110230cle,sea,MorrCa00,pass_rating,,,,,,
player,201110230cle,sea,MorrCa00,rush_att,0,,,,,
player,201110230cle,sea,MorrCa00,rush_yds,0,,,,,
player,201110230cle,sea,MorrCa00,rush_td,0,,,,,
player,201110230cle,sea,MorrCa00,rush_long,0,,,,,
player,201110230cle,sea,MorrCa00,targets,3,,,,,
player,201110230cle,sea,MorrCa00,rec,2,,,,,
player,201110230cle,sea,MorrCa00,rec_yds,18,,,,,
player,201110230cle,sea,MorrCa00,rec_td,0,,,,,
player,201110230cle,sea,MorrCa00,rec_long,11,,,,,
player,201110230cle,sea,MorrCa00,fumbles,0,,,,,
player,201110230cle,sea,MorrCa00,fumbles_lost,,,,,,
player,201110230cle,sea,TateGo00,pass_cmp,0,,,,,
player,201110230cle,sea,TateGo00,pass_att,0,,,,,
player,201110230cle,sea,TateGo00,pass_yds,0,,,,,
player,201110230cle,sea,TateGo00,pass_td,0,,,,,
player,201110230cle,sea,TateGo00,pass_int,0,,,,,
player,201110230cle,sea,TateGo00,pass_sacked,0,,,,,
player,201110230cle,sea,TateGo00,pass_sacked_yds,0,,,,,
player,201110230cle,sea,TateGo00,pass_long,0,,,,,
player,201110230cle,sea,TateGo00,pass_rating,,,,,,
player,201110230cle,sea,TateGo00,rush_att,0,,,,,
player,201110230cle,sea,TateGo00,rush_yds,0,,,,,
player,201110230cle,sea,TateGo00,rush_td,0,,,,,
player,201110230cle,sea,TateGo00,rush_long,0,,,,,
player,201110230cle,sea,TateGo00,targets,1,,,,,
player,201110230cle,sea,TateGo00,rec,1,,,,,
player,201110230cle,sea,TateGo00,rec_yds,11,,,,,
player,201110230cle,sea,TateGo00,rec_td,0,,,,,
player,201110230cle,sea,TateGo00,rec_long,11,,,,,
player,201110230cle,sea,TateGo00,fumbles,0,,,,,
player,201110230cle,sea,TateGo00,fumbles_lost,,,,,,
player,201110230cle,sea,McCoAn00,pass_cmp,0,,,,,
player,201110230cle,sea,McCoAn00,pass_att,0,,,,,
player,201110230cle,sea,McCoAn00,pass_yds,0,,,,,
player,201110230cle,sea,McCoAn00,pass_td,0,,,,,
player,201110230cle,sea,McCoAn00,pass_int,0,,,,,
player,201110230cle,sea,McCoAn00,pass_sacked,0,,,,,
player,201110230cle,sea,McCoAn00,pass_sacked_yds,0,,,,,
player,201110230cle,sea,McCoAn00,pass_long,0,,,,,
player,201110230cle,sea,McCoAn00,pass_rating,,,,,,
player,201110230cle,sea,McCoAn00,rush_att,0,,,,,
player,201110230cle,sea,McCoAn00,rush_yds,0,,,,,
player,201110230cle,sea,McCoAn00,rush_td,0,,,,,
player,201110230cle,sea,McCoAn00,rush_long,0,,,,,
player,201110230cle,sea,McCoAn00,targets,4,,,,,
player,201110230cle,sea,McCoAn00,rec,2,,,,,
player,201110230cle,sea,McCoAn00,rec_yds,10,,,,,
player,201110230cle,sea,McCoAn00,rec_td,0,,,,,
player,201110230cle,sea,McCoAn00,rec_long,7,,,,,
player,201110230cle,sea,McCoAn00,fumbles,0,,,,,
player,201110230cle,sea,McCoAn00,fumbles_lost,,,,,,
player,201110230cle,sea,WillMi03,pass_cmp,0,,,,,
player,201110230cle,sea,WillMi03,pass_att,0,,,,,
player,201110230cle,sea,WillMi03,pass_yds,0,,,,,
player,201110230cle,sea,WillMi03,pass_td,0,,,,,
player,201110230cle,sea,WillMi03,pass_int,0,,,,,
player,201110230cle,sea,WillMi03,pass_sacked,0,,,,,
player,201110230cle,sea,WillMi03,pass_sacked_yds,0,,,,,
player,201110230cle,sea,WillMi03,pass_long,0,,,,,
player,201110230cle,sea,WillMi03,pass_rating,,,,,,
player,201110230cle,sea,WillMi03,rush_att,0,,,,,
player,201110230cle,sea,WillMi03,rush_yds,0,,,,,
player,201110230cle,sea,WillMi03,rush_td,0,,,,,
player,201110230cle,sea,WillMi03,rush_long,0,,,,,
player,201110230cle,sea,WillMi03,targets,4,,,,,
player,201110230cle,sea,WillMi03,rec,1,,,,,
player,201110230cle,sea,WillMi03,rec_yds,10,,,,,
player,201110230cle,sea,WillMi03,rec_td,0,,,,,
player,201110230cle,sea,WillMi03,rec_long,10,,,,,
player,201110230cle,sea,WillMi03,fumbles,0,,,,,
player,201110230cle,sea,WillMi03,fumbles_lost,,,,,,
player,201110230cle,sea,ObomBe00,pass_cmp,0,,,,,
player,201110230cle,sea,ObomBe00,pass_att,0,,,,,
player,201110230cle,sea,ObomBe00,pass_yds,0,,,,,
player,201110230cle,sea,ObomBe00,pass_td,0,,,,,
player,201110230cle,sea,ObomBe00,pass_int,0,,,,,
player,201110230cle,sea,ObomBe00,pass_sacked,0,,,,,
player,201110230cle,sea,ObomBe00,pass_sacked_yds,0,,,,,
player,201110230cle,sea,ObomBe00,pass_long,0,,,,,
player,201110230cle,sea,ObomBe00,pass_rating,,,,,,
player,201110230cle,sea,ObomBe00,rush_att,0,,,,,
player,201110230cle,sea,ObomBe00,rush_yds,0,,,,,
player,201110230cle,sea,ObomBe00,rush_td,0,,,,,
player,201110230cle,sea,ObomBe00,rush_long,0,,,,,
player,201110230cle,sea,ObomBe00,targets,2,,,,,
player,201110230cle,sea,ObomBe00,rec,0,,,,,
player,201110230cle,sea,ObomBe00,rec_yds,0,,,,,
player,201110230cle,sea,ObomBe00,rec_td,0,,,,,
player,201110230cle,sea,ObomBe00,rec_long,0,,,,,
player,201110230cle,sea,ObomBe00,fumbles,0,,,,,
player,201110230cle,sea,ObomBe00,fumbles_lost,,,,,,
player,201110230cle,sea,RobiMi00,pass_cmp,0,,,,,
player,201110230cle,sea,RobiMi00,pass_att,0,,,,,
player,201110230cle,sea,RobiMi00,pass_yds,0,,,,,
player,201110230cle,sea,RobiMi00,pass_td,0,,,,,
player,201110230cle,sea,RobiMi00,pass_int,0,,,,,
player,201110230cle,sea,RobiMi00,pass_sacked,0,,,,,
player,201110230cle,sea,RobiMi00,pass_sacked_yds,0,,,,,
player,201110230cle,sea,RobiMi00,pass_long,0,,,,,
player,201110230cle,sea,RobiMi00,pass_rating,,,,,,
player,201110230cle,sea,RobiMi00,rush_att,0,,,,,
player,201110230cle,sea,RobiMi00,rush_yds,0,,,,,
player,201110230cle,sea,RobiMi00,rush_td,0,,,,,
player,201110230cle,sea,RobiMi00,rush_long,0,,,,,
player,201110230cle,sea,RobiMi00,targets,2,,,,,
player,201110230cle,sea,RobiMi00,rec,0,,,,,
player,201110230cle,sea,RobiMi00,rec_yds,0,,,,,
player,201110230cle,sea,RobiMi00,rec_td,0,,,,,
player,201110230cle,sea,RobiMi00,rec_long,0,,,,,
player,201110230cle,sea,RobiMi00,fumbles,0,,,,,
player,201110230cle,sea,RobiMi00,fumbles_lost,,,,,,
player,201110230cle,sea,BaldDo00,pass_cmp,0,,,,,
player,201110230cle,sea,BaldDo00,pass_att,0,,,,,
player,201110230cle,sea,BaldDo00,pass_yds,0,,,,,
player,201110230cle,sea,BaldDo00,pass_td,0,,,,,
player,201110230cle,sea,BaldDo00,pass_int,0,,,,,
player,201110230cle,sea,BaldDo00,pass_sacked,0,,,,,
player,201110230cle,sea,BaldDo00,pass_sacked_yds,0,,,,,
player,201110230cle,sea,BaldDo00,pass_long,0,,,,,
player,201110230cle,sea,BaldDo00,pass_rating,,,,,,
player,201110230cle,sea,BaldDo00,rush_att,0,,,,,
player,201110230cle,sea,BaldDo00,rush_yds,0,,,,,
player,201110230cle,sea,BaldDo00,rush_td,0,,,,,
player,201110230cle,sea,BaldDo00,rush_long,0,,,,,
player,201110230cle,sea,BaldDo00,targets,3,,,,,
player,201110230cle,sea,BaldDo00,rec,0,,,,,
player,201110230cle,sea,BaldDo00,rec_yds,0,,,,,
player,201110230cle,sea,BaldDo00,rec_td,0,,,,,
player,201110230cle,sea,BaldDo00,rec_long,0,,,,,
player,201110230cle,sea,BaldDo00,fumbles,0,,,,,
player,201110230cle,sea,BaldDo00,fumbles_lost,,,,,,
player,201110230cle,cle,McCoCo00,pass_cmp,20,,,,,
player,201110230cle,cle,McCoCo00,pass_att,35,,,,,
player,201110230cle,cle,McCoCo00,pass_yds,178,,,,,
player,201110230cle,cle,McCoCo00,pass_td,0,,,,,
player,201110230cle,cle,McCoCo00,pass_int,1,,,,,
player,201110230cle,cle,McCoCo00,pass_sacked,4,,,,,
player,201110230cle,cle,McCoCo00,pass_sacked_yds,19,,,,,
player,201110230cle,cle,McCoCo00,pass_long,19,,,,,
player,201110230cle,cle,McCoCo00,pass_rating,59.0,,,,,
player,201110230cle,cle,McCoCo00,rush_att,9,,,,,
player,201110230cle,cle,McCoCo00,rush_yds,29,,,,,
player,201110230cle,cle,McCoCo00,rush_td,0,,,,,
player,201110230cle,cle,McCoCo00,rush_long,12,,,,,
player,201110230cle,cle,McCoCo00,targets,0,,,,,
player,201110230cle,cle,McCoCo00,rec,0,,,,,
player,201110230cle,cle,McCoCo00,rec_yds,0,,,,,
player,201110230cle,cle,McCoCo00,rec_td,0,,,,,
player,201110230cle,cle,McCoCo00,rec_long,0,,,,,
player,201110230cle,cle,McCoCo00,fumbles,0,,,,,
player,201110230cle,cle,McCoCo00,fumbles_lost,,,,,,
player,201110230cle,cle,HardMo00,pass_cmp,0,,,,,
player,201110230cle,cle,HardMo00,pass_att,0,,,,,
player,201110230cle,cle,HardMo00,pass_yds,0,,,,,
player,201110230cle,cle,HardMo00,pass_td,0,,,,,
player,201110230cle,cle,HardMo00,pass_int,0,,,,,
player,201110230cle,cle,HardMo00,pass_sacked,0,,,,,
player,201110230cle,cle,HardMo00,pass_sacked_yds,0,,,,,
player,201110230cle,cle,HardMo00,pass_long,0,,,,,
player,201110230cle,cle,HardMo00,pass_rating,,,,,,
player,201110230cle,cle,HardMo00,rush_att,33,,,,,
player,201110230cle,cle,HardMo00,rush_yds,95,,,,,
player,201110230cle,cle,HardMo00,rush_td,0,,,,,
player,201110230cle,cle,HardMo00,rush_long,15,,,,,
player,201110230cle,cle,HardMo00,targets,2,,,,,
player,201110230cle,cle,HardMo00,rec,2,,,,,
player,201110230cle,cle,HardMo00,rec_yds,27,,,,,
player,201110230cle,cle,HardMo00,rec_td,0,,,,,
player,201110230cle,cle,HardMo00,rec_long,16,,,,,
player,201110230cle,cle,HardMo00,fumbles,0,,,,,
player,201110230cle,cle,HardMo00,fumbles_lost,,,,,,
player,201110230cle,cle,OgboCh00,pass_cmp,0,,,,,
player,201110230cle,cle,OgboCh00,pass_att,0,,,,,
player,201110230cle,cle,OgboCh00,pass_yds,0,,,,,
player,201110230cle,cle,OgboCh00,pass_td,0,,,,,
player,201110230cle,cle,OgboCh00,pass_int,0,,,,,
player,201110230cle,cle,OgboCh00,pass_sacked,0,,,,,
player,201110230cle,cle,OgboCh00,pass_sacked_yds,0,,,,,
player,201110230cle,cle,OgboCh00,pass_long,0,,,,,
player,201110230cle,cle,OgboCh00,pass_rating,,,,,,
player,201110230cle,cle,OgboCh00,rush_att,3,,,,,
player,201110230cle,cle,OgboCh00,rush_yds,15,,,,,
player,201110230cle,cle,OgboCh00,rush_td,0,,,,,
player,201110230cle,cle,OgboCh00,rush_long,6,,,,,
player,201110230cle,cle,OgboCh00,targets,5,,,,,
player,201110230cle,cle,OgboCh00,rec,5,,,,,
player,201110230cle,cle,OgboCh00,rec_yds,43,,,,,
player,201110230cle,cle,OgboCh00,rec_td,0,,,,,
player,201110230cle,cle,OgboCh00,rec_long,19,,,,,
player,201110230cle,cle,OgboCh00,fumbles,0,,,,,
player,201110230cle,cle,OgboCh00,fumbles_lost,,,,,,
player,201110230cle,cle,MoorEv00,pass_cmp,0,,,,,
player,201110230cle,cle,MoorEv00,pass_att,0,,,,,
player,201110230cle,cle,MoorEv00,pass_yds,0,,,,,
player,201110230cle,cle,MoorEv00,pass_td,0,,,,,
player,201110230cle,cle,MoorEv00,pass_int,0,,,,,
player,201110230cle,cle,MoorEv00,pass_sacked,0,,,,,
player,201110230cle,cle,MoorEv00,pass_sacked_yds,0,,,,,
player,201110230cle,cle,MoorEv00,pass_long,0,,,,,
player,201110230cle,cle,MoorEv00,pass_rating,,,,,,
player,201110230cle,cle,MoorEv00,rush_att,0,,,,,
player,201110230cle,cle,MoorEv00,rush_yds,0,,,,,
player,201110230cle,cle,MoorEv00,rush_td,0,,,,,
player,201110230cle,cle,MoorEv00,rush_long,0,,,,,
player,201110230cle,cle,MoorEv00,targets,5,,,,,
player,201110230cle,cle,MoorEv00,rec,4,,,,,
player,201110230cle,cle,MoorEv00,rec_yds,35,,,,,
player,201110230cle,cle,MoorEv00,rec_td,0,,,,,
player,201110230cle,cle,MoorEv00,rec_long,16,,,,,
player,201110230cle,cle,MoorEv00,fumbles,0,,,,,
player,201110230cle,cle,MoorEv00,fumbles_lost,,,,,,
player,201110230cle,cle,LittGr00,pass_cmp,0,,,,,
player,201110230cle,cle,LittGr00,pass_att,0,,,,,
player,201110230cle,cle,LittGr00,pass_yds,0,,,,,
player,201110230cle,cle,LittGr00,pass_td,0,,,,,
player,201110230cle,cle,LittGr00,pass_int,0,,,,,
player,201110230cle,cle,LittGr00,pass_sacked,0,,,,,
player,201110230cle,cle,LittGr00,pass_sacked_yds,0,,,,,
player,201110230cle,cle,LittGr00,pass_long,0,,,,,
player,201110230cle,cle,LittGr00,pass_rating,,,,,,
player,201110230cle,cle,LittGr00,rush_att,0,,,,,
player,201110230cle,cle,LittGr00,rush_yds,0,,,,,
player,201110230cle,cle,LittGr00,rush_td,0,,,,,
player,201110230cle,cle,LittGr00,rush_long,0,,,,,
player,201110230cle,cle,LittGr00,targets,7,,,,,
player,201110230cle,cle,LittGr00,rec,5,,,,,
player,201110230cle,cle,LittGr00,rec_yds,31,,,,,
player,201110230cle,cle,LittGr00,rec_td,0,,,,,
player,201110230cle,cle,LittGr00,rec_long,9,,,,,
player,201110230cle,cle,LittGr00,fumbles,0,,,,,
player,201110230cle,cle,LittGr00,fumbles_lost,,,,,,
player,201110230cle,cle,MassMo00,pass_cmp,0,,,,,
player,201110230cle,cle,MassMo00,pass_att,0,,,,,
player,201110230cle,cle,MassMo00,pass_yds,0,,,,,
player,201110230cle,cle,MassMo00,pass_td,0,,,,,
player,201110230cle,cle,MassMo00,pass_int,0,,,,,
player,201110230cle,cle,MassMo00,pass_sacked,0,,,,,
player,201110230cle,cle,MassMo00,pass_sacked_yds,0,,,,,
player,201110230cle,cle,MassMo00,pass_long,0,,,,,
player,201110230cle,cle,MassMo00,pass_rating,,,,,,
player,201110230cle,cle,MassMo00,rush_att,0,,,,,
player,201110230cle,cle,MassMo00,rush_yds,0,,,,,
player,201110230cle,cle,MassMo00,rush_td,0,,,,,
player,201110230cle,cle,MassMo00,rush_long,0,,,,,
player,201110230cle,cle,MassMo00,targets,2,,,,,
player,201110230cle,cle,MassMo00,rec,1,,,,,
player,201110230cle,cle,MassMo00,rec_yds,15,,,,,
player,201110230cle,cle,MassMo00,rec_td,0,,,,,
player,201110230cle,cle,MassMo00,rec_long,15,,,,,
player,201110230cle,cle,MassMo00,fumbles,0,,,,,
player,201110230cle,cle,MassMo00,fumbles_lost,,,,,,
player,201110230cle,cle,SmitAl02,pass_cmp,0,,,,,
player,201110230cle,cle,SmitAl02,pass_att,0,,,,,
player,201110230cle,cle,SmitAl02,pass_yds,0,,,,,
player,201110230cle,cle,SmitAl02,pass_td,0,,,,,
player,201110230cle,cle,SmitAl02,pass_int,0,,,,,
player,201110230cle,cle,SmitAl02,pass_sacked,0,,,,,
player,201110230cle,cle,SmitAl02,pass_sacked_yds,0,,,,,
player,201110230cle,cle,SmitAl02,pass_long,0,,,,,
player,201110230cle,cle,SmitAl02,pass_rating,,,,,,
player,201110230cle,cle,SmitAl02,rush_att,0,,,,,
player,201110230cle,cle,SmitAl02,rush_yds,0,,,,,
player,201110230cle,cle,SmitAl02,rush_td,0,,,,,
player,201110230cle,cle,SmitAl02,rush_long,0,,,,,
player,201110230cle,cle,SmitAl02,targets,2,,,,,
player,201110230cle,cle,SmitAl02,rec,1,,,,,
player,201110230cle,cle,SmitAl02,rec_yds,13,,,,,
player,201110230cle,cle,SmitAl02,rec_td,0,,,,,
player,201110230cle,cle,SmitAl02,rec_long,13,,,,,
player,201110230cle,cle,SmitAl02,fumbles,0,,,,,
player,201110230cle,cle,SmitAl02,fumbles_lost,,,,,,
player,201110230cle,cle,CribJo01,pass_cmp,0,,,,,
player,201110230cle,cle,CribJo01,pass_att,0,,,,,
player,201110230cle,cle,CribJo01,pass_yds,0,,,,,
player,201110230cle,cle,CribJo01,pass_td,0,,,,,
player,201110230cle,cle,CribJo01,pass_int,0,,,,,
player,201110230cle,cle,CribJo01,pass_sacked,0,,,,,
player,201110230cle,cle,CribJo01,pass_sacked_yds,0,,,,,
player,201110230cle,cle,CribJo01,pass_long,0,,,,,
player,201110230cle,cle,CribJo01,pass_rating,,,,,,
player,201110230cle,cle,CribJo01,rush_att,0,,,,,
player,201110230cle,cle,CribJo01,rush_yds,0,,,,,
player,201110230cle,cle,CribJo01,rush_td,0,,,,,
player,201110230cle,cle,CribJo01,rush_long,0,,,,,
player,201110230cle,cle,CribJo01,targets,6,,,,,
player,201110230cle,cle,CribJo01,rec,1,,,,,
player,201110230cle,cle,CribJo01,rec_yds,9,,,,,
player,201110230cle,cle,CribJo01,rec_td,0,,,,,
player,201110230cle,cle,CribJo01,rec_long,9,,,,,
player,201110230cle,cle,CribJo01,fumbles,1,,,,,
player,201110230cle,cle,CribJo01,fumbles_lost,0,,,,,
player,201110230cle,cle,WatsBe00,pass_cmp,0,,,,,
player,201110230cle,cle,WatsBe00,pass_att,0,,,,,
player,201110230cle,cle,WatsBe00,pass_yds,0,,,,,
player,201110230cle,cle,WatsBe00,pass_td,0,,,,,
player,201110230cle,cle,WatsBe00,pass_int,0,,,,,
player,201110230cle,cle,WatsBe00,pass_sacked,0,,,,,
player,201110230cle,cle,WatsBe00,pass_sacked_yds,0,,,,,
player,201110230cle,cle,WatsBe00,pass_long,0,,,,,
player,201110230cle,cle,WatsBe00,pass_rating,,,,,,
player,201110230cle,cle,WatsBe00,rush_att,0,,,,,
player,201110230cle,cle,WatsBe00,rush_yds,0,,,,,
player,201110230cle,cle,WatsBe00,rush_td,0,,,,,
player,201110230cle,cle,WatsBe00,rush_long,0,,,,,
player,201110230cle,cle,WatsBe00,targets,4,,,,,
player,201110230cle,cle,WatsBe00,rec,1,,,,,
player,201110230cle,cle,WatsBe00,rec_yds,5,,,,,
player,201110230cle,cle,WatsBe00,rec_td,0,,,,,
player,201110230cle,cle,WatsBe00,rec_long,5,,,,,
player,201110230cle,cle,WatsBe00,fumbles,0,,,,,
player,201110230cle,cle,WatsBe00,fumbles_lost,,,,,,
player,201110230cle,cle,RobiBr00,pass_cmp,0,,,,,
player,201110230cle,cle,RobiBr00,pass_att,0,,,,,
player,201110230cle,cle,RobiBr00,pass_yds,0,,,,,
player,201110230cle,cle,RobiBr00,pass_td,0,,,,,
player,201110230cle,cle,RobiBr00,pass_int,0,,,,,
player,201110230cle,cle,RobiBr00,pass_sacked,0,,,,,
player,201110230cle,cle,RobiBr00,pass_sacked_yds,0,,,,,
player,201110230cle,cle,RobiBr00,pass_long,0,,,,,
player,201110230cle,cle,RobiBr00,pass_rating,,,,,,
player,201110230cle,cle,RobiBr00,rush_att,0,,,,,
player,201110230cle,cle,RobiBr00,rush_yds,0,,,,,
player,201110230cle,cle,RobiBr00,rush_td,0,,,,,
player,201110230cle,cle,RobiBr00,rush_long,0,,,,,
player,201110230cle,cle,RobiBr00,targets,2,,,,,
player,201110230cle,cle,RobiBr00,rec,0,,,,,
player,201110230cle,cle,RobiBr00,rec_yds,0,,,,,
player,201110230cle,cle,RobiBr00,rec_td,0,,,,,
player,201110230cle,cle,RobiBr00,rec_long,0,,,,,
player,201110230cle,cle,RobiBr00,fumbles,0,,,,,
player,201110230cle,cle,RobiBr00,fumbles_lost,,,,,,
player,201110230cle,sea,HawtDa20,def_int,1,,,,,
player,201110230cle,sea,HawtDa20,def_int_yds,0,,,,,
player,201110230cle,sea,HawtDa20,def_int_td,0,,,,,
player,201110230cle,sea,HawtDa20,def_int_long,0,,,,,
player,201110230cle,sea,HawtDa20,pass_defended,1,,,,,
player,201110230cle,sea,HawtDa20,sacks,1.0,,,,,
player,201110230cle,sea,HawtDa20,tackles_combined,11,,,,,
player,201110230cle,sea,HawtDa20,tackles_solo,8,,,,,
player,201110230cle,sea,HawtDa20,tackles_assists,3,,,,,
player,201110230cle,sea,HawtDa20,tackles_loss,2,,,,,
player,201110230cle,sea,HawtDa20,qb_hits,1,,,,,
player,201110230cle,sea,HawtDa20,fumbles_rec,0,,,,,
player,201110230cle,sea,HawtDa20,fumbles_rec_yds,0,,,,,
player,201110230cle,sea,HawtDa20,fumbles_rec_td,0,,,,,
player,201110230cle,sea,HawtDa20,fumbles_forced,0,,,,,
