game,2011,1,20110911,201109110chi,atl,"Atlanta Falcons",12,chi,"Chicago Bears",30
player,201109110chi,atl,SnelJa00,rec_td,0,,,,,
player,201109110chi,atl,SnelJa00,rec_long,10,,,,,
player,201109110chi,atl,SnelJa00,fumbles,0,,,,,
player,201109110chi,atl,SnelJa00,fumbles_lost,,,,,,
player,201109110chi,atl,GonzTo00,pass_cmp,0,,,,,
player,201109110chi,atl,GonzTo00,pass_att,0,,,,,
player,201109110chi,atl,GonzTo00,pass_yds,0,,,,,
player,201109110chi,atl,GonzTo00,pass_td,0,,,,,
player,201109110chi,atl,GonzTo00,pass_int,0,,,,,
player,201109110chi,atl,GonzTo00,pass_sacked,0,,,,,
player,201109110chi,atl,GonzTo00,pass_sacked_yds,0,,,,,
player,201109110chi,atl,GonzTo00,pass_long,0,,,,,
player,201109110chi,atl,GonzTo00,pass_rating,,,,,,
player,201109110chi,atl,GonzTo00,rush_att,0,,,,,
player,201109110chi,atl,GonzTo00,rush_yds,0,,,,,
player,201109110chi,atl,GonzTo00,rush_td,0,,,,,
player,201109110chi,atl,GonzTo00,rush_long,0,,,,,
player,201109110chi,atl,GonzTo00,targets,7,,,,,
player,201109110chi,atl,GonzTo00,rec,5,,,,,
player,201109110chi,atl,GonzTo00,rec_yds,72,,,,,
player,201109110chi,atl,GonzTo00,rec_td,0,,,,,
player,201109110chi,atl,GonzTo00,rec_long,30,,,,,
player,201109110chi,atl,GonzTo00,fumbles,0,,,,,
player,201109110chi,atl,GonzTo00,fumbles_lost,,,,,,
player,201109110chi,atl,JoneJu02,pass_cmp,0,,,,,
player,201109110chi,atl,JoneJu02,pass_att,0,,,,,
player,201109110chi,atl,JoneJu02,pass_yds,0,,,,,
player,201109110chi,atl,JoneJu02,pass_td,0,,,,,
player,201109110chi,atl,JoneJu02,pass_int,0,,,,,
player,201109110chi,atl,JoneJu02,pass_sacked,0,,,,,
player,201109110chi,atl,JoneJu02,pass_sacked_yds,0,,,,,
player,201109110chi,atl,JoneJu02,pass_long,0,,,,,
player,201109110chi,atl,JoneJu02,pass_rating,,,,,,
player,201109110chi,atl,JoneJu02,rush_att,0,,,,,
player,201109110chi,atl,JoneJu02,rush_yds,0,,,,,
player,201109110chi,atl,JoneJu02,rush_td,0,,,,,
player,201109110chi,atl,JoneJu02,rush_long,0,,,,,
player,201109110chi,atl,JoneJu02,targets,6,,,,,
player,201109110chi,atl,JoneJu02,rec,5,,,,,
player,201109110chi,atl,JoneJu02,rec_yds,71,,,,,
player,201109110chi,atl,JoneJu02,rec_td,0,,,,,
player,201109110chi,atl,JoneJu02,rec_long,32,,,,,
player,201109110chi,atl,JoneJu02,fumbles,0,,,,,
player,201109110chi,atl,JoneJu02,fumbles_lost,,,,,,
player,201109110chi,atl,WhitRo00,pass_cmp,0,,,,,
player,201109110chi,atl,WhitRo00,pass_att,0,,,,,
player,201109110chi,atl,WhitRo00,pass_yds,0,,,,,
player,201109110chi,atl,WhitRo00,pass_td,0,,,,,
player,201109110chi,atl,WhitRo00,pass_int,0,,,,,
player,201109110chi,atl,WhitRo00,pass_sacked,0,,,,,
player,201109110chi,atl,WhitRo00,pass_sacked_yds,0,,,,,
player,201109110chi,atl,WhitRo00,pass_long,0,,,,,
player,201109110chi,atl,WhitRo00,pass_rating,,,,,,
player,201109110chi,atl,WhitRo00,rush_att,0,,,,,
player,201109110chi,atl,WhitRo00,rush_yds,0,,,,,
player,201109110chi,atl,WhitRo00,rush_td,0,,,,,
player,201109110chi,atl,WhitRo00,rush_long,0,,,,,
player,201109110chi,atl,WhitRo00,targets,13,,,,,
player,201109110chi,atl,WhitRo00,rec,8,,,,,
player,201109110chi,atl,WhitRo00,rec_yds,61,,,,,
player,201109110chi,atl,WhitRo00,rec_td,0,,,,,
player,201109110chi,atl,WhitRo00,rec_long,14,,,,,
player,201109110chi,atl,WhitRo00,fumbles,0,,,,,
player,201109110chi,atl,WhitRo00,fumbles_lost,,,,,,
player,201109110chi,atl,RodgJa00,pass_cmp,0,,,,,
player,201109110chi,atl,RodgJa00,pass_att,0,,,,,
player,201109110chi,atl,RodgJa00,pass_yds,0,,,,,
player,201109110chi,atl,RodgJa00,pass_td,0,,,,,
player,201109110chi,atl,RodgJa00,pass_int,0,,,,,
player,201109110chi,atl,RodgJa00,pass_sacked,0,,,,,
player,201109110chi,atl,RodgJa00,pass_sacked_yds,0,,,,,
player,201109110chi,atl,RodgJa00,pass_long,0,,,,,
player,201109110chi,atl,RodgJa00,pass_rating,,,,,,
player,201109110chi,atl,RodgJa00,rush_att,2,,,,,
player,201109110chi,atl,RodgJa00,rush_yds,0,,,,,
player,201109110chi,atl,RodgJa00,rush_td,0,,,,,
player,201109110chi,atl,RodgJa00,rush_long,2,,,,,
player,201109110chi,atl,RodgJa00,targets,5,,,,,
player,201109110chi,atl,RodgJa00,rec,3,,,,,
player,201109110chi,atl,RodgJa00,rec_yds,33,,,,,
player,201109110chi,atl,RodgJa00,rec_td,0,,,,,
player,201109110chi,atl,RodgJa00,rec_long,15,,,,,
player,201109110chi,atl,RodgJa00,fumbles,0,,,,,
player,201109110chi,atl,RodgJa00,fumbles_lost,,,,,,
player,201109110chi,atl,DougHa00,pass_cmp,0,,,,,
player,201109110chi,atl,DougHa00,pass_att,0,,,,,
player,201109110chi,atl,DougHa00,pass_yds,0,,,,,
player,201109110chi,atl,DougHa00,pass_td,0,,,,,
player,201109110chi,atl,DougHa00,pass_int,0,,,,,
player,201109110chi,atl,DougHa00,pass_sacked,0,,,,,
player,201109110chi,atl,DougHa00,pass_sacked_yds,0,,,,,
player,201109110chi,atl,DougHa00,pass_long,0,,,,,
player,201109110chi,atl,DougHa00,pass_rating,,,,,,
player,201109110chi,atl,DougHa00,rush_att,0,,,,,
player,201109110chi,atl,DougHa00,rush_yds,0,,,,,
player,201109110chi,atl,DougHa00,rush_td,0,,,,,
player,201109110chi,atl,DougHa00,rush_long,0,,,,,
player,201109110chi,atl,DougHa00,targets,4,,,,,
player,201109110chi,atl,DougHa00,rec,2,,,,,
player,201109110chi,atl,DougHa00,rec_yds,10,,,,,
player,201109110chi,atl,DougHa00,rec_td,0,,,,,
player,201109110chi,atl,DougHa00,rec_long,7,,,,,
player,201109110chi,atl,DougHa00,fumbles,0,,,,,
player,201109110chi,atl,DougHa00,fumbles_lost,,,,,,
player,201109110chi,chi,CutlJa00,pass_cmp,22,,,,,
player,201109110chi,chi,CutlJa00,pass_att,32,,,,,
player,201109110chi,chi,CutlJa00,pass_yds,312,,,,,
player,201109110chi,chi,CutlJa00,pass_td,2,,,,,
player,201109110chi,chi,CutlJa00,pass_int,1,,,,,
player,201109110chi,chi,CutlJa00,pass_sacked,5,,,,,
player,201109110chi,chi,CutlJa00,pass_sacked_yds,23,,,,,
player,201109110chi,chi,CutlJa00,pass_long,56,,,,,
player,201109110chi,chi,CutlJa00,pass_rating,107.8,,,,,
player,201109110chi,chi,CutlJa00,rush_att,0,,,,,
player,201109110chi,chi,CutlJa00,rush_yds,0,,,,,
player,201109110chi,chi,CutlJa00,rush_td,0,,,,,
player,201109110chi,chi,CutlJa00,rush_long,0,,,,,
player,201109110chi,chi,CutlJa00,targets,0,,,,,
player,201109110chi,chi,CutlJa00,rec,0,,,,,
player,201109110chi,chi,CutlJa00,rec_yds,0,,,,,
player,201109110chi,chi,CutlJa00,rec_td,0,,,,,
player,201109110chi,chi,CutlJa00,rec_long,0,,,,,
player,201109110chi,chi,CutlJa00,fumbles,1,,,,,
player,201109110chi,chi,CutlJa00,fumbles_lost,0,,,,,
player,201109110chi,chi,FortMa00,pass_cmp,0,,,,,
player,201109110chi,chi,FortMa00,pass_att,0,,,,,
player,201109110chi,chi,FortMa00,pass_yds,0,,,,,
player,201109110chi,chi,FortMa00,pass_td,0,,,,,
player,201109110chi,chi,FortMa00,pass_int,0,,,,,
player,201109110chi,chi,FortMa00,pass_sacked,0,,,,,
player,201109110chi,chi,FortMa00,pass_sacked_yds,0,,,,,
player,201109110chi,chi,FortMa00,pass_long,0,,,,,
player,201109110chi,chi,FortMa00,pass_rating,,,,,,
player,201109110chi,chi,FortMa00,rush_att,16,,,,,
player,201109110chi,chi,FortMa00,rush_yds,68,,,,,
player,201109110chi,chi,FortMa00,rush_td,0,,,,,
player,201109110chi,chi,FortMa00,rush_long,27,,,,,
player,201109110chi,chi,FortMa00,targets,6,,,,,
player,201109110chi,chi,FortMa00,rec,5,,,,,
player,201109110chi,chi,FortMa00,rec_yds,90,,,,,
player,201109110chi,chi,FortMa00,rec_td,1,,,,,
player,201109110chi,chi,FortMa00,rec_long,56,,,,,
player,201109110chi,chi,FortMa00,fumbles,0,,,,,
player,201109110chi,chi,FortMa00,fumbles_lost,,,,,,
player,201109110chi,chi,BellKa00,pass_cmp,0,,,,,
player,201109110chi,chi,BellKa00,pass_att,0,,,,,
player,201109110chi,chi,BellKa00,pass_yds,0,,,,,
player,201109110chi,chi,BellKa00,pass_td,0,,,,,
player,201109110chi,chi,BellKa00,pass_int,0,,,,,
player,201109110chi,chi,BellKa00,pass_sacked,0,,,,,
player,201109110chi,chi,BellKa00,pass_sacked_yds,0,,,,,
player,201109110chi,chi,BellKa00,pass_long,0,,,,,
player,201109110chi,chi,BellKa00,pass_rating,,,,,,
player,201109110chi,chi,BellKa00,rush_att,10,,,,,
player,201109110chi,chi,BellKa00,rush_yds,24,,,,,
player,201109110chi,chi,BellKa00,rush_td,0,,,,,
player,201109110chi,chi,BellKa00,rush_long,6,,,,,
player,201109110chi,chi,BellKa00,targets,1,,,,,
player,201109110chi,chi,BellKa00,rec,0,,,,,
player,201109110chi,chi,BellKa00,rec_yds,0,,,,,
player,201109110chi,chi,BellKa00,rec_td,0,,,,,
player,201109110chi,chi,BellKa00,rec_long,0,,,,,
player,201109110chi,chi,BellKa00,fumbles,0,,,,,
player,201109110chi,chi,BellKa00,fumbles_lost,,,,,,
player,201109110chi,chi,KnoxJo00,pass_cmp,0,,,,,
player,201109110chi,chi,KnoxJo00,pass_att,0,,,,,
player,201109110chi,chi,KnoxJo00,pass_yds,0,,,,,
player,201109110chi,chi,KnoxJo00,pass_td,0,,,,,
player,201109110chi,chi,KnoxJo00,pass_int,0,,,,,
player,201109110chi,chi,KnoxJo00,pass_sacked,0,,,,,
player,201109110chi,chi,KnoxJo00,pass_sacked_yds,0,,,,,
player,201109110chi,chi,KnoxJo00,pass_long,0,,,,,
player,201109110chi,chi,KnoxJo00,pass_rating,,,,,,
player,201109110chi,chi,KnoxJo00,rush_att,0,,,,,
player,201109110chi,chi,KnoxJo00,rush_yds,0,,,,,
player,201109110chi,chi,KnoxJo00,rush_td,0,,,,,
player,201109110chi,chi,KnoxJo00,rush_long,0,,,,,
player,201109110chi,chi,KnoxJo00,targets,4,,,,,
player,201109110chi,chi,KnoxJo00,rec,3,,,,,
player,201109110chi,chi,KnoxJo00,rec_yds,60,,,,,
player,201109110chi,chi,KnoxJo00,rec_td,0,,,,,
player,201109110chi,chi,KnoxJo00,rec_long,25,,,,,
player,201109110chi,chi,KnoxJo00,fumbles,0,,,,,
player,201109110chi,chi,KnoxJo00,fumbles_lost,,,,,,
player,201109110chi,chi,HestDe99,pass_cmp,0,,,,,
player,201109110chi,chi,HestDe99,pass_att,0,,,,,
player,201109110chi,chi,HestDe99,pass_yds,0,,,,,
player,201109110chi,chi,HestDe99,pass_td,0,,,,,
player,201109110chi,chi,HestDe99,pass_int,0,,,,,
player,201109110chi,chi,HestDe99,pass_sacked,0,,,,,
player,201109110chi,chi,HestDe99,pass_sacked_yds,0,,,,,
player,201109110chi,chi,HestDe99,pass_long,0,,,,,
player,201109110chi,chi,HestDe99,pass_rating,,,,,,
player,201109110chi,chi,HestDe99,rush_att,0,,,,,
player,201109110chi,chi,HestDe99,rush_yds,0,,,,,
player,201109110chi,chi,HestDe99,rush_td,0,,,,,
player,201109110chi,chi,HestDe99,rush_long,0,,,,,
player,201109110chi,chi,HestDe99,targets,5,,,,,
player,201109110chi,chi,HestDe99,rec,3,,,,,
player,201109110chi,chi,HestDe99,rec_yds,60,,,,,
player,201109110chi,chi,HestDe99,rec_td,0,,,,,
player,201109110chi,chi,HestDe99,rec_long,53,,,,,
player,201109110chi,chi,HestDe99,fumbles,2,,,,,
player,201109110chi,chi,HestDe99,fumbles_lost,0,,,,,
player,201109110chi,chi,WillRo04,pass_cmp,0,,,,,
player,201109110chi,chi,WillRo04,pass_att,0,,,,,
player,201109110chi,chi,WillRo04,pass_yds,0,,,,,
player,201109110chi,chi,WillRo04,pass_td,0,,,,,
player,201109110chi,chi,WillRo04,pass_int,0,,,,,
player,201109110chi,chi,WillRo04,pass_sacked,0,,,,,
player,201109110chi,chi,WillRo04,pass_sacked_yds,0,,,,,
player,201109110chi,chi,WillRo04,pass_long,0,,,,,
player,201109110chi,chi,WillRo04,pass_rating,,,,,,
player,201109110chi,chi,WillRo04,rush_att,0,,,,,
player,201109110chi,chi,WillRo04,rush_yds,0,,,,,
player,201109110chi,chi,WillRo04,rush_td,0,,,,,
player,201109110chi,chi,WillRo04,rush_long,0,,,,,
player,201109110chi,chi,WillRo04,targets,4,,,,,
player,201109110chi,chi,WillRo04,rec,4,,,,,
player,201109110chi,chi,WillRo04,rec_yds,55,,,,,
player,201109110chi,chi,WillRo04,rec_td,0,,,,,
player,201109110chi,chi,WillRo04,rec_long,23,,,,,
player,201109110chi,chi,WillRo04,fumbles,0,,,,,
player,201109110chi,chi,WillRo04,fumbles_lost,,,,,,
player,201109110chi,chi,DaviKe01,pass_cmp,0,,,,,
player,201109110chi,chi,DaviKe01,pass_att,0,,,,,
player,201109110chi,chi,DaviKe01,pass_yds,0,,,,,
player,201109110chi,chi,DaviKe01,pass_td,0,,,,,
player,201109110chi,chi,DaviKe01,pass_int,0,,,,,
player,201109110chi,chi,DaviKe01,pass_sacked,0,,,,,
player,201109110chi,chi,DaviKe01,pass_sacked_yds,0,,,,,
player,201109110chi,chi,DaviKe01,pass_long,0,,,,,
player,201109110chi,chi,DaviKe01,pass_rating,,,,,,
player,201109110chi,chi,DaviKe01,rush_att,0,,,,,
player,201109110chi,chi,DaviKe01,rush_yds,0,,,,,
player,201109110chi,chi,DaviKe01,rush_td,0,,,,,
player,201109110chi,chi,DaviKe01,rush_long,0,,,,,
player,201109110chi,chi,DaviKe01,targets,5,,,,,
player,201109110chi,chi,DaviKe01,rec,2,,,,,
player,201109110chi,chi,DaviKe01,rec_yds,23,,,,,
player,201109110chi,chi,DaviKe01,rec_td,0,,,,,
player,201109110chi,chi,DaviKe01,rec_long,12,,,,,
player,201109110chi,chi,DaviKe01,fumbles,0,,,,,
player,201109110chi,chi,DaviKe01,fumbles_lost,,,,,,
player,201109110chi,chi,BennEa00,pass_cmp,0,,,,,
player,201109110chi,chi,BennEa00,pass_att,0,,,,,
player,201109110chi,chi,BennEa00,pass_yds,0,,,,,
player,201109110chi,chi,BennEa00,pass_td,0,,,,,
player,201109110chi,chi,BennEa00,pass_int,0,,,,,
player,201109110chi,chi,BennEa00,pass_sacked,0,,,,,
player,201109110chi,chi,BennEa00,pass_sacked_yds,0,,,,,
player,201109110chi,chi,BennEa00,pass_long,0,,,,,
player,201109110chi,chi,BennEa00,pass_rating,,,,,,
player,201109110chi,chi,BennEa00,rush_att,0,,,,,
player,201109110chi,chi,BennEa00,rush_yds,0,,,,,
player,201109110chi,chi,BennEa00,rush_td,0,,,,,
player,201109110chi,chi,BennEa00,rush_long,0,,,,,
player,201109110chi,chi,BennEa00,targets,4,,,,,
player,201109110chi,chi,BennEa00,rec,2,,,,,
player,201109110chi,chi,BennEa00,rec_yds,11,,,,,
player,201109110chi,chi,BennEa00,rec_td,0,,,,,
player,201109110chi,chi,BennEa00,rec_long,6,,,,,
player,201109110chi,chi,BennEa00,fumbles,0,,,,,
player,201109110chi,chi,BennEa00,fumbles_lost,,,,,,
player,201109110chi,chi,SpaeMa00,pass_cmp,0,,,,,
player,201109110chi,chi,SpaeMa00,pass_att,0,,,,,
player,201109110chi,chi,SpaeMa00,pass_yds,0,,,,,
player,201109110chi,chi,SpaeMa00,pass_td,0,,,,,
player,201109110chi,chi,SpaeMa00,pass_int,0,,,,,
player,201109110chi,chi,SpaeMa00,pass_sacked,0,,,,,
player,201109110chi,chi,SpaeMa00,pass_sacked_yds,0,,,,,
player,201109110chi,chi,SpaeMa00,pass_long,0,,,,,
player,201109110chi,chi,SpaeMa00,pass_rating,,,,,,
player,201109110chi,chi,SpaeMa00,rush_att,0,,,,,
player,201109110chi,chi,SpaeMa00,rush_yds,0,,,,,
player,201109110chi,chi,SpaeMa00,rush_td,0,,,,,
player,201109110chi,chi,SpaeMa00,rush_long,0,,,,,
player,201109110chi,chi,SpaeMa00,targets,2,,,,,
player,201109110chi,chi,SpaeMa00,rec,2,,,,,
player,201109110chi,chi,SpaeMa00,rec_yds,7,,,,,
player,201109110chi,chi,SpaeMa00,rec_td,1,,,,,
player,201109110chi,chi,SpaeMa00,rec_long,6,,,,,
player,201109110chi,chi,SpaeMa00,fumbles,0,,,,,
player,201109110chi,chi,SpaeMa00,fumbles_lost,,,,,,
player,201109110chi,chi,SanzDa00,pass_cmp,0,,,,,
player,201109110chi,chi,SanzDa00,pass_att,0,,,,,
player,201109110chi,chi,SanzDa00,pass_yds,0,,,,,
player,201109110chi,chi,SanzDa00,pass_td,0,,,,,
player,201109110chi,chi,SanzDa00,pass_int,0,,,,,
player,201109110chi,chi,SanzDa00,pass_sacked,0,,,,,
player,201109110chi,chi,SanzDa00,pass_sacked_yds,0,,,,,
player,201109110chi,chi,SanzDa00,pass_long,0,,,,,
player,201109110chi,chi,SanzDa00,pass_rating,,,,,,
player,201109110chi,chi,SanzDa00,rush_att,1,,,,,
player,201109110chi,chi,SanzDa00,rush_yds,-4,,,,,
player,201109110chi,chi,SanzDa00,rush_td,0,,,,,
player,201109110chi,chi,SanzDa00,rush_long,-4,,,,,
player,201109110chi,chi,SanzDa00,targets,1,,,,,
player,201109110chi,chi,SanzDa00,rec,1,,,,,
player,201109110chi,chi,SanzDa00,rec_yds,6,,,,,
player,201109110chi,chi,SanzDa00,rec_td,0,,,,,
player,201109110chi,chi,SanzDa00,rec_long,6,,,,,
player,201109110chi,chi,SanzDa00,fumbles,0,,,,,
player,201109110chi,chi,SanzDa00,fumbles_lost,,,,,,
player,201109110chi,atl,BierKr99,def_int,1,,,,,
player,201109110chi,atl,BierKr99,def_int_yds,50,,,,,
player,201109110chi,atl,BierKr99,def_int_td,1,,,,,
player,201109110chi,atl,BierKr99,def_int_long,50,,,,,
player,201109110chi,atl,BierKr99,pass_defended,1,,,,,
player,201109110chi,atl,BierKr99,sacks,1.0,,,,,
player,201109110chi,atl,BierKr99,tackles_combined,3,,,,,
player,201109110chi,atl,BierKr99,tackles_solo,2,,,,,
player,201109110chi,atl,BierKr99,tackles_assists,1,,,,,
player,201109110chi,atl,BierKr99,tackles_loss,1,,,,,
player,201109110chi,atl,BierKr99,qb_hits,1,,,,,
player,201109110chi,atl,BierKr99,fumbles_rec,0,,,,,
player,201109110chi,atl,BierKr99,fumbles_rec_yds,0,,,,,
player,201109110chi,atl,BierKr99,fumbles_rec_td,0,,,,,
player,201109110chi,atl,BierKr99,fumbles_forced,0,,,,,
player,201109110chi,atl,AbraJo00,def_int,0,,,,,
player,201109110chi,atl,AbraJo00,def_int_yds,0,,,,,
player,201109110chi,atl,AbraJo00,def_int_td,0,,,,,
player,201109110chi,atl,AbraJo00,def_int_long,0,,,,,
player,201109110chi,atl,AbraJo00,pass_defended,1,,,,,
player,201109110chi,atl,AbraJo00,sacks,2.0,,,,,
player,201109110chi,atl,AbraJo00,tackles_combined,4,,,,,
player,201109110chi,atl,AbraJo00,tackles_solo,4,,,,,
player,201109110chi,atl,AbraJo00,tackles_assists,0,,,,,
player,201109110chi,atl,AbraJo00,tackles_loss,4,,,,,
player,201109110chi,atl,AbraJo00,qb_hits,2,,,,,
player,201109110chi,atl,AbraJo00,fumbles_rec,0,,,,,
player,201109110chi,atl,AbraJo00,fumbles_rec_yds,0,,,,,
player,201109110chi,atl,AbraJo00,fumbles_rec_td,0,,,,,
player,201109110chi,atl,AbraJo00,fumbles_forced,0,,,,,
player,201109110chi,atl,SidbLa99,def_int,0,,,,,
player,201109110chi,atl,SidbLa99,def_int_yds,0,,,,,
player,201109110chi,atl,SidbLa99,def_int_td,0,,,,,
player,201109110chi,atl,SidbLa99,def_int_long,0,,,,,
player,201109110chi,atl,SidbLa99,pass_defended,0,,,,,
player,201109110chi,atl,SidbLa99,sacks,1.0,,,,,
player,201109110chi,atl,SidbLa99,tackles_combined,3,,,,,
player,201109110chi,atl,SidbLa99,tackles_solo,3,,,,,
player,201109110chi,atl,SidbLa99,tackles_assists,0,,,,,
player,201109110chi,atl,SidbLa99,tackles_loss,1,,,,,
player,201109110chi,atl,SidbLa99,qb_hits,2,,,,,
player,201109110chi,atl,SidbLa99,fumbles_rec,0,,,,,
player,201109110chi,atl,SidbLa99,fumbles_rec_yds,0,,,,,
player,201109110chi,atl,SidbLa99,fumbles_rec_td,0,,,,,
player,201109110chi,atl,SidbLa99,fumbles_forced,0,,,,,
player,201109110chi,atl,WeatSe99,def_int,0,,,,,
player,201109110chi,atl,WeatSe99,def_int_yds,0,,,,,
player,201109110chi,atl,WeatSe99,def_int_td,0,,,,,
player,201109110chi,atl,WeatSe99,def_int_long,0,,,,,
player,201109110chi,atl,WeatSe99,pass_defended,1,,,,,
player,201109110chi,atl,WeatSe99,sacks,0.0,,,,,
player,201109110chi,atl,WeatSe99,tackles_combined,10,,,,,
player,201109110chi,atl,WeatSe99,tackles_solo,9,,,,,
player,201109110chi,atl,WeatSe99,tackles_assists,1,,,,,
player,201109110chi,atl,WeatSe99,tackles_loss,2,,,,,
player,201109110chi,atl,WeatSe99,qb_hits,0,,,,,
player,201109110chi,atl,WeatSe99,fumbles_rec,0,,,,,
player,201109110chi,atl,WeatSe99,fumbles_rec_yds,0,,,,,
player,201109110chi,atl,WeatSe99,fumbles_rec_td,0,,,,,
player,201109110chi,atl,WeatSe99,fumbles_forced,0,,,,,
player,201109110chi,atl,LoftCu99,def_int,0,,,,,
player,201109110chi,atl,LoftCu99,def_int_yds,0,,,,,
player,201109110chi,atl,LoftCu99,def_int_td,0,,,,,
player,201109110chi,atl,LoftCu99,def_int_long,0,,,,,
player,201109110chi,atl,LoftCu99,pass_defended,0,,,,,
player,201109110chi,atl,LoftCu99,sacks,0.0,,,,,
player,201109110chi,atl,LoftCu99,tackles_combined,8,,,,,
player,201109110chi,atl,LoftCu99,tackles_solo,8,,,,,
player,201109110chi,atl,LoftCu99,tackles_assists,0,,,,,
player,201109110chi,atl,LoftCu99,tackles_loss,1,,,,,
player,201109110chi,atl,LoftCu99,qb_hits,0,,,,,
