game,2011,4,20111002,201110020jax,nor,"New Orleans Saints",23,jax,"Jacksonville Jaguars",10
player,201110020jax,jax,AlleRu00,sacks,0.0,,,,,
player,201110020jax,jax,AlleRu00,tackles_combined,2,,,,,
player,201110020jax,jax,AlleRu00,tackles_solo,2,,,,,
player,201110020jax,jax,AlleRu00,tackles_assists,0,,,,,
player,201110020jax,jax,AlleRu00,tackles_loss,0,,,,,
player,201110020jax,jax,AlleRu00,qb_hits,0,,,,,
player,201110020jax,jax,AlleRu00,fumbles_rec,0,,,,,
player,201110020jax,jax,AlleRu00,fumbles_rec_yds,0,,,,,
player,201110020jax,jax,AlleRu00,fumbles_rec_td,0,,,,,
player,201110020jax,jax,AlleRu00,fumbles_forced,0,,,,,
player,201110020jax,jax,AluaTy99,def_int,0,,,,,
player,201110020jax,jax,AluaTy99,def_int_yds,0,,,,,
player,201110020jax,jax,AluaTy99,def_int_td,0,,,,,
player,201110020jax,jax,AluaTy99,def_int_long,0,,,,,
player,201110020jax,jax,AluaTy99,pass_defended,0,,,,,
player,201110020jax,jax,AluaTy99,sacks,0.0,,,,,
player,201110020jax,jax,AluaTy99,tackles_combined,2,,,,,
player,201110020jax,jax,AluaTy99,tackles_solo,2,,,,,
player,201110020jax,jax,AluaTy99,tackles_assists,0,,,,,
player,201110020jax,jax,AluaTy99,tackles_loss,0,,,,,
player,201110020jax,jax,AluaTy99,qb_hits,0,,,,,
player,201110020jax,jax,AluaTy99,fumbles_rec,0,,,,,
player,201110020jax,jax,AluaTy99,fumbles_rec_yds,0,,,,,
player,201110020jax,jax,AluaTy99,fumbles_rec_td,0,,,,,
player,201110020jax,jax,AluaTy99,fumbles_forced,0,,,,,
player,201110020jax,jax,DouzLe00,def_int,0,,,,,
player,201110020jax,jax,DouzLe00,def_int_yds,0,,,,,
player,201110020jax,jax,DouzLe00,def_int_td,0,,,,,
player,201110020jax,jax,DouzLe00,def_int_long,0,,,,,
player,201110020jax,jax,DouzLe00,pass_defended,0,,,,,
player,201110020jax,jax,DouzLe00,sacks,0.0,,,,,
player,201110020jax,jax,DouzLe00,tackles_combined,2,,,,,
player,201110020jax,jax,DouzLe00,tackles_solo,2,,,,,
player,201110020jax,jax,DouzLe00,tackles_assists,0,,,,,
player,201110020jax,jax,DouzLe00,tackles_loss,0,,,,,
player,201110020jax,jax,DouzLe00,qb_hits,0,,,,,
player,201110020jax,jax,DouzLe00,fumbles_rec,0,,,,,
player,201110020jax,jax,DouzLe00,fumbles_rec_yds,0,,,,,
player,201110020jax,jax,DouzLe00,fumbles_rec_td,0,,,,,
player,201110020jax,jax,DouzLe00,fumbles_forced,0,,,,,
player,201110020jax,jax,CainJe20,def_int,0,,,,,
player,201110020jax,jax,CainJe20,def_int_yds,0,,,,,
player,201110020jax,jax,CainJe20,def_int_td,0,,,,,
player,201110020jax,jax,CainJe20,def_int_long,0,,,,,
player,201110020jax,jax,CainJe20,pass_defended,0,,,,,
player,201110020jax,jax,CainJe20,sacks,0.0,,,,,
player,201110020jax,jax,CainJe20,tackles_combined,1,,,,,
player,201110020jax,jax,CainJe20,tackles_solo,1,,,,,
player,201110020jax,jax,CainJe20,tackles_assists,0,,,,,
player,201110020jax,jax,CainJe20,tackles_loss,0,,,,,
player,201110020jax,jax,CainJe20,qb_hits,0,,,,,
player,201110020jax,jax,CainJe20,fumbles_rec,0,,,,,
player,201110020jax,jax,CainJe20,fumbles_rec_yds,0,,,,,
player,201110020jax,jax,CainJe20,fumbles_rec_td,0,,,,,
player,201110020jax,jax,CainJe20,fumbles_forced,0,,,,,
player,201110020jax,nor,SproDa00,kick_ret,2,,,,,
player,201110020jax,nor,SproDa00,kick_ret_yds,48,,,,,
player,201110020jax,nor,SproDa00,kick_ret_yds_per_ret,24.0,,,,,
player,201110020jax,nor,SproDa00,kick_ret_td,0,,,,,
player,201110020jax,nor,SproDa00,kick_ret_long,27,,,,,
player,201110020jax,nor,SproDa00,punt_ret,1,,,,,
player,201110020jax,nor,SproDa00,punt_ret_yds,9,,,,,
player,201110020jax,nor,SproDa00,punt_ret_yds_per_ret,9.0,,,,,
player,201110020jax,nor,SproDa00,punt_ret_td,0,,,,,
player,201110020jax,nor,SproDa00,punt_ret_long,9,,,,,
player,201110020jax,jax,ShorCe00,kick_ret,0,,,,,
player,201110020jax,jax,ShorCe00,kick_ret_yds,0,,,,,
player,201110020jax,jax,ShorCe00,kick_ret_yds_per_ret,,,,,,
player,201110020jax,jax,ShorCe00,kick_ret_td,0,,,,,
player,201110020jax,jax,ShorCe00,kick_ret_long,0,,,,,
player,201110020jax,jax,ShorCe00,punt_ret,1,,,,,
player,201110020jax,jax,ShorCe00,punt_ret_yds,4,,,,,
player,201110020jax,jax,ShorCe00,punt_ret_yds_per_ret,4.0,,,,,
player,201110020jax,jax,ShorCe00,punt_ret_td,0,,,,,
player,201110020jax,jax,ShorCe00,punt_ret_long,4,,,,,
player,201110020jax,jax,KariDe00,kick_ret,3,,,,,
player,201110020jax,jax,KariDe00,kick_ret_yds,64,,,,,
player,201110020jax,jax,KariDe00,kick_ret_yds_per_ret,21.3,,,,,
player,201110020jax,jax,KariDe00,kick_ret_td,0,,,,,
player,201110020jax,jax,KariDe00,kick_ret_long,30,,,,,
player,201110020jax,jax,KariDe00,punt_ret,0,,,,,
player,201110020jax,jax,KariDe00,punt_ret_yds,0,,,,,
player,201110020jax,jax,KariDe00,punt_ret_yds_per_ret,,,,,,
player,201110020jax,jax,KariDe00,punt_ret_td,0,,,,,
player,201110020jax,jax,KariDe00,punt_ret_long,0,,,,,
player,201110020jax,nor,kasayjoh01,xpm,2,,,,,
player,201110020jax,nor,kasayjoh01,xpa,2,,,,,
player,201110020jax,nor,kasayjoh01,fgm,3,,,,,
player,201110020jax,nor,kasayjoh01,fga,5,,,,,
player,201110020jax,nor,kasayjoh01,punt,0,,,,,
player,201110020jax,nor,kasayjoh01,punt_yds,0,,,,,
player,201110020jax,nor,kasayjoh01,punt_yds_per_punt,,,,,,
player,201110020jax,nor,kasayjoh01,punt_long,0,,,,,
player,201110020jax,nor,MorsTh00,xpm,,,,,,
player,201110020jax,nor,MorsTh00,xpa,,,,,,
player,201110020jax,nor,MorsTh00,fgm,,,,,,
player,201110020jax,nor,MorsTh00,fga,,,,,,
player,201110020jax,nor,MorsTh00,punt,1,,,,,
player,201110020jax,nor,MorsTh00,punt_yds,58,,,,,
player,201110020jax,nor,MorsTh00,punt_yds_per_punt,58.0,,,,,
player,201110020jax,nor,MorsTh00,punt_long,58,,,,,
player,201110020jax,jax,scobejos01,xpm,1,,,,,
player,201110020jax,jax,scobejos01,xpa,1,,,,,
player,201110020jax,jax,scobejos01,fgm,1,,,,,
player,201110020jax,jax,scobejos01,fga,1,,,,,
player,201110020jax,jax,scobejos01,punt,0,,,,,
player,201110020jax,jax,scobejos01,punt_yds,0,,,,,
player,201110020jax,jax,scobejos01,punt_yds_per_punt,,,,,,
player,201110020jax,jax,scobejos01,punt_long,0,,,,,
player,201110020jax,jax,TurkMa20,xpm,,,,,,
player,201110020jax,jax,TurkMa20,xpa,,,,,,
player,201110020jax,jax,TurkMa20,fgm,,,,,,
player,201110020jax,jax,TurkMa20,fga,,,,,,
player,201110020jax,jax,TurkMa20,punt,4,,,,,
player,201110020jax,jax,TurkMa20,punt_yds,153,,,,,
player,201110020jax,jax,TurkMa20,punt_yds_per_punt,38.3,,,,,
player,201110020jax,jax,TurkMa20,punt_long,53,,,,,
