game,2011,4,20111002,201110020jax,nor,"New Orleans Saints",23,jax,"Jacksonville Jaguars",10
player,201110020jax,nor,IngrMa01,pass_yds,0,,,,,
player,201110020jax,nor,IngrMa01,pass_td,0,,,,,
player,201110020jax,nor,IngrMa01,pass_int,0,,,,,
player,201110020jax,nor,IngrMa01,pass_sacked,0,,,,,
player,201110020jax,nor,IngrMa01,pass_sacked_yds,0,,,,,
player,201110020jax,nor,IngrMa01,pass_long,0,,,,,
player,201110020jax,nor,IngrMa01,pass_rating,,,,,,
player,201110020jax,nor,IngrMa01,rush_att,17,,,,,
player,201110020jax,nor,IngrMa01,rush_yds,55,,,,,
player,201110020jax,nor,IngrMa01,rush_td,0,,,,,
player,201110020jax,nor,IngrMa01,rush_long,8,,,,,
player,201110020jax,nor,IngrMa01,targets,2,,,,,
player,201110020jax,nor,IngrMa01,rec,2,,,,,
player,201110020jax,nor,IngrMa01,rec_yds,3,,,,,
player,201110020jax,nor,IngrMa01,rec_td,0,,,,,
player,201110020jax,nor,IngrMa01,rec_long,2,,,,,
player,201110020jax,nor,IngrMa01,fumbles,0,,,,,
player,201110020jax,nor,IngrMa01,fumbles_lost,,,,,,
player,201110020jax,nor,ThomPi00,pass_cmp,0,,,,,
player,201110020jax,nor,ThomPi00,pass_att,0,,,,,
player,201110020jax,nor,ThomPi00,pass_yds,0,,,,,
player,201110020jax,nor,ThomPi00,pass_td,0,,,,,
player,201110020jax,nor,ThomPi00,pass_int,0,,,,,
player,201110020jax,nor,ThomPi00,pass_sacked,0,,,,,
player,201110020jax,nor,ThomPi00,pass_sacked_yds,0,,,,,
player,201110020jax,nor,ThomPi00,pass_long,0,,,,,
player,201110020jax,nor,ThomPi00,pass_rating,,,,,,
player,201110020jax,nor,ThomPi00,rush_att,6,,,,,
player,201110020jax,nor,ThomPi00,rush_yds,36,,,,,
player,201110020jax,nor,ThomPi00,rush_td,0,,,,,
player,201110020jax,nor,ThomPi00,rush_long,15,,,,,
player,201110020jax,nor,ThomPi00,targets,4,,,,,
player,201110020jax,nor,ThomPi00,rec,4,,,,,
player,201110020jax,nor,ThomPi00,rec_yds,43,,,,,
player,201110020jax,nor,ThomPi00,rec_td,0,,,,,
player,201110020jax,nor,ThomPi00,rec_long,19,,,,,
player,201110020jax,nor,ThomPi00,fumbles,0,,,,,
player,201110020jax,nor,ThomPi00,fumbles_lost,,,,,,
player,201110020jax,nor,CollJe01,pass_cmp,0,,,,,
player,201110020jax,nor,CollJe01,pass_att,0,,,,,
player,201110020jax,nor,CollJe01,pass_yds,0,,,,,
player,201110020jax,nor,CollJe01,pass_td,0,,,,,
player,201110020jax,nor,CollJe01,pass_int,0,,,,,
player,201110020jax,nor,CollJe01,pass_sacked,0,,,,,
player,201110020jax,nor,CollJe01,pass_sacked_yds,0,,,,,
player,201110020jax,nor,CollJe01,pass_long,0,,,,,
player,201110020jax,nor,CollJe01,pass_rating,,,,,,
player,201110020jax,nor,CollJe01,rush_att,1,,,,,
player,201110020jax,nor,CollJe01,rush_yds,1,,,,,
player,201110020jax,nor,CollJe01,rush_td,1,,,,,
player,201110020jax,nor,CollJe01,rush_long,1,,,,,
player,201110020jax,nor,CollJe01,targets,1,,,,,
player,201110020jax,nor,CollJe01,rec,0,,,,,
player,201110020jax,nor,CollJe01,rec_yds,0,,,,,
player,201110020jax,nor,CollJe01,rec_td,0,,,,,
player,201110020jax,nor,CollJe01,rec_long,0,,,,,
player,201110020jax,nor,CollJe01,fumbles,0,,,,,
player,201110020jax,nor,CollJe01,fumbles_lost,,,,,,
player,201110020jax,nor,GrahJi00,pass_cmp,0,,,,,
player,201110020jax,nor,GrahJi00,pass_att,0,,,,,
player,201110020jax,nor,GrahJi00,pass_yds,0,,,,,
player,201110020jax,nor,GrahJi00,pass_td,0,,,,,
player,201110020jax,nor,GrahJi00,pass_int,0,,,,,
player,201110020jax,nor,GrahJi00,pass_sacked,0,,,,,
player,201110020jax,nor,GrahJi00,pass_sacked_yds,0,,,,,
player,201110020jax,nor,GrahJi00,pass_long,0,,,,,
player,201110020jax,nor,GrahJi00,pass_rating,,,,,,
player,201110020jax,nor,GrahJi00,rush_att,0,,,,,
player,201110020jax,nor,GrahJi00,rush_yds,0,,,,,
player,201110020jax,nor,GrahJi00,rush_td,0,,,,,
player,201110020jax,nor,GrahJi00,rush_long,0,,,,,
player,201110020jax,nor,GrahJi00,targets,14,,,,,
player,201110020jax,nor,GrahJi00,rec,10,,,,,
player,201110020jax,nor,GrahJi00,rec_yds,132,,,,,
player,201110020jax,nor,GrahJi00,rec_td,1,,,,,
player,201110020jax,nor,GrahJi00,rec_long,59,,,,,
player,201110020jax,nor,GrahJi00,fumbles,0,,,,,
player,201110020jax,nor,GrahJi00,fumbles_lost,,,,,,
player,201110020jax,nor,MeacRo00,pass_cmp,0,,,,,
player,201110020jax,nor,MeacRo00,pass_att,0,,,,,
player,201110020jax,nor,MeacRo00,pass_yds,0,,,,,
player,201110020jax,nor,MeacRo00,pass_td,0,,,,,
player,201110020jax,nor,MeacRo00,pass_int,0,,,,,
player,201110020jax,nor,MeacRo00,pass_sacked,0,,,,,
player,201110020jax,nor,MeacRo00,pass_sacked_yds,0,,,,,
player,201110020jax,nor,MeacRo00,pass_long,0,,,,,
player,201110020jax,nor,MeacRo00,pass_rating,,,,,,
player,201110020jax,nor,MeacRo00,rush_att,0,,,,,
player,201110020jax,nor,MeacRo00,rush_yds,0,,,,,
player,201110020jax,nor,MeacRo00,rush_td,0,,,,,
player,201110020jax,nor,MeacRo00,rush_long,0,,,,,
player,201110020jax,nor,MeacRo00,targets,6,,,,,
player,201110020jax,nor,MeacRo00,rec,4,,,,,
player,201110020jax,nor,MeacRo00,rec_yds,59,,,,,
player,201110020jax,nor,MeacRo00,rec_td,0,,,,,
player,201110020jax,nor,MeacRo00,rec_long,25,,,,,
player,201110020jax,nor,MeacRo00,fumbles,0,,,,,
player,201110020jax,nor,MeacRo00,fumbles_lost,,,,,,
player,201110020jax,nor,MoorLa00,pass_cmp,0,,,,,
player,201110020jax,nor,MoorLa00,pass_att,0,,,,,
player,201110020jax,nor,MoorLa00,pass_yds,0,,,,,
player,201110020jax,nor,MoorLa00,pass_td,0,,,,,
player,201110020jax,nor,MoorLa00,pass_int,0,,,,,
player,201110020jax,nor,MoorLa00,pass_sacked,0,,,,,
player,201110020jax,nor,MoorLa00,pass_sacked_yds,0,,,,,
player,201110020jax,nor,MoorLa00,pass_long,0,,,,,
player,201110020jax,nor,MoorLa00,pass_rating,,,,,,
player,201110020jax,nor,MoorLa00,rush_att,0,,,,,
player,201110020jax,nor,MoorLa00,rush_yds,0,,,,,
player,201110020jax,nor,MoorLa00,rush_td,0,,,,,
player,201110020jax,nor,MoorLa00,rush_long,0,,,,,
player,201110020jax,nor,MoorLa00,targets,6,,,,,
player,201110020jax,nor,MoorLa00,rec,5,,,,,
player,201110020jax,nor,MoorLa00,rec_yds,50,,,,,
player,201110020jax,nor,MoorLa00,rec_td,0,,,,,
player,201110020jax,nor,MoorLa00,rec_long,21,,,,,
player,201110020jax,nor,MoorLa00,fumbles,0,,,,,
player,201110020jax,nor,MoorLa00,fumbles_lost,,,,,,
player,201110020jax,nor,ColsMa00,pass_cmp,0,,,,,
player,201110020jax,nor,ColsMa00,pass_att,0,,,,,
player,201110020jax,nor,ColsMa00,pass_yds,0,,,,,
player,201110020jax,nor,ColsMa00,pass_td,0,,,,,
player,201110020jax,nor,ColsMa00,pass_int,0,,,,,
player,201110020jax,nor,ColsMa00,pass_sacked,0,,,,,
player,201110020jax,nor,ColsMa00,pass_sacked_yds,0,,,,,
player,201110020jax,nor,ColsMa00,pass_long,0,,,,,
player,201110020jax,nor,ColsMa00,pass_rating,,,,,,
player,201110020jax,nor,ColsMa00,rush_att,0,,,,,
player,201110020jax,nor,ColsMa00,rush_yds,0,,,,,
player,201110020jax,nor,ColsMa00,rush_td,0,,,,,
player,201110020jax,nor,ColsMa00,rush_long,0,,,,,
player,201110020jax,nor,ColsMa00,targets,3,,,,,
player,201110020jax,nor,ColsMa00,rec,1,,,,,
player,201110020jax,nor,ColsMa00,rec_yds,8,,,,,
player,201110020jax,nor,ColsMa00,rec_td,0,,,,,
player,201110020jax,nor,ColsMa00,rec_long,8,,,,,
player,201110020jax,nor,ColsMa00,fumbles,0,,,,,
player,201110020jax,nor,ColsMa00,fumbles_lost,,,,,,
player,201110020jax,nor,HendDe00,pass_cmp,0,,,,,
player,201110020jax,nor,HendDe00,pass_att,0,,,,,
player,201110020jax,nor,HendDe00,pass_yds,0,,,,,
player,201110020jax,nor,HendDe00,pass_td,0,,,,,
player,201110020jax,nor,HendDe00,pass_int,0,,,,,
player,201110020jax,nor,HendDe00,pass_sacked,0,,,,,
player,201110020jax,nor,HendDe00,pass_sacked_yds,0,,,,,
player,201110020jax,nor,HendDe00,pass_long,0,,,,,
player,201110020jax,nor,HendDe00,pass_rating,,,,,,
player,201110020jax,nor,HendDe00,rush_att,0,,,,,
player,201110020jax,nor,HendDe00,rush_yds,0,,,,,
player,201110020jax,nor,HendDe00,rush_td,0,,,,,
player,201110020jax,nor,HendDe00,rush_long,0,,,,,
player,201110020jax,nor,HendDe00,targets,1,,,,,
player,201110020jax,nor,HendDe00,rec,0,,,,,
player,201110020jax,nor,HendDe00,rec_yds,0,,,,,
player,201110020jax,nor,HendDe00,rec_td,0,,,,,
player,201110020jax,nor,HendDe00,rec_long,0,,,,,
player,201110020jax,nor,HendDe00,fumbles,0,,,,,
player,201110020jax,nor,HendDe00,fumbles_lost,,,,,,
player,201110020jax,jax,GabbBl00,pass_cmp,16,,,,,
player,201110020jax,jax,GabbBl00,pass_att,42,,,,,
player,201110020jax,jax,GabbBl00,pass_yds,196,,,,,
player,201110020jax,jax,GabbBl00,pass_td,1,,,,,
player,201110020jax,jax,GabbBl00,pass_int,1,,,,,
player,201110020jax,jax,GabbBl00,pass_sacked,3,,,,,
player,201110020jax,jax,GabbBl00,pass_sacked_yds,26,,,,,
player,201110020jax,jax,GabbBl00,pass_long,47,,,,,
player,201110020jax,jax,GabbBl00,pass_rating,51.3,,,,,
player,201110020jax,jax,GabbBl00,rush_att,2,,,,,
player,201110020jax,jax,GabbBl00,rush_yds,14,,,,,
player,201110020jax,jax,GabbBl00,rush_td,0,,,,,
player,201110020jax,jax,GabbBl00,rush_long,12,,,,,
player,201110020jax,jax,GabbBl00,targets,0,,,,,
player,201110020jax,jax,GabbBl00,rec,0,,,,,
player,201110020jax,jax,GabbBl00,rec_yds,0,,,,,
player,201110020jax,jax,GabbBl00,rec_td,0,,,,,
player,201110020jax,jax,GabbBl00,rec_long,0,,,,,
player,201110020jax,jax,GabbBl00,fumbles,0,,,,,
player,201110020jax,jax,GabbBl00,fumbles_lost,,,,,,
player,201110020jax,jax,DrewMa00,pass_cmp,0,,,,,
player,201110020jax,jax,DrewMa00,pass_att,0,,,,,
player,201110020jax,jax,DrewMa00,pass_yds,0,,,,,
player,201110020jax,jax,DrewMa00,pass_td,0,,,,,
player,201110020jax,jax,DrewMa00,pass_int,0,,,,,
player,201110020jax,jax,DrewMa00,pass_sacked,0,,,,,
player,201110020jax,jax,DrewMa00,pass_sacked_yds,0,,,,,
player,201110020jax,jax,DrewMa00,pass_long,0,,,,,
player,201110020jax,jax,DrewMa00,pass_rating,,,,,,
player,201110020jax,jax,DrewMa00,rush_att,11,,,,,
player,201110020jax,jax,DrewMa00,rush_yds,84,,,,,
player,201110020jax,jax,DrewMa00,rush_td,0,,,,,
player,201110020jax,jax,DrewMa00,rush_long,41,,,,,
player,201110020jax,jax,DrewMa00,targets,4,,,,,
player,201110020jax,jax,DrewMa00,rec,1,,,,,
player,201110020jax,jax,DrewMa00,rec_yds,3,,,,,
player,201110020jax,jax,DrewMa00,rec_td,0,,,,,
player,201110020jax,jax,DrewMa00,rec_long,3,,,,,
player,201110020jax,jax,DrewMa00,fumbles,1,,,,,
player,201110020jax,jax,DrewMa00,fumbles_lost,0,,,,,
player,201110020jax,jax,KariDe00,pass_cmp,0,,,,,
player,201110020jax,jax,KariDe00,pass_att,0,,,,,
player,201110020jax,jax,KariDe00,pass_yds,0,,,,,
player,201110020jax,jax,KariDe00,pass_td,0,,,,,
player,201110020jax,jax,KariDe00,pass_int,0,,,,,
player,201110020jax,jax,KariDe00,pass_sacked,0,,,,,
player,201110020jax,jax,KariDe00,pass_sacked_yds,0,,,,,
player,201110020jax,jax,KariDe00,pass_long,0,,,,,
player,201110020jax,jax,KariDe00,pass_rating,,,,,,
player,201110020jax,jax,KariDe00,rush_att,4,,,,,
player,201110020jax,jax,KariDe00,rush_yds,6,,,,,
player,201110020jax,jax,KariDe00,rush_td,0,,,,,
player,201110020jax,jax,KariDe00,rush_long,4,,,,,
player,201110020jax,jax,KariDe00,targets,1,,,,,
player,201110020jax,jax,KariDe00,rec,0,,,,,
player,201110020jax,jax,KariDe00,rec_yds,0,,,,,
player,201110020jax,jax,KariDe00,rec_td,0,,,,,
player,201110020jax,jax,KariDe00,rec_long,0,,,,,
player,201110020jax,jax,KariDe00,fumbles,0,,,,,
player,201110020jax,jax,KariDe00,fumbles_lost,,,,,,
player,201110020jax,jax,ThomMi01,pass_cmp,0,,,,,
player,201110020jax,jax,ThomMi01,pass_att,0,,,,,
player,201110020jax,jax,ThomMi01,pass_yds,0,,,,,
player,201110020jax,jax,ThomMi01,pass_td,0,,,,,
player,201110020jax,jax,ThomMi01,pass_int,0,,,,,
player,201110020jax,jax,ThomMi01,pass_sacked,0,,,,,
player,201110020jax,jax,ThomMi01,pass_sacked_yds,0,,,,,
player,201110020jax,jax,ThomMi01,pass_long,0,,,,,
player,201110020jax,jax,ThomMi01,pass_rating,,,,,,
player,201110020jax,jax,ThomMi01,rush_att,0,,,,,
player,201110020jax,jax,ThomMi01,rush_yds,0,,,,,
player,201110020jax,jax,ThomMi01,rush_td,0,,,,,
player,201110020jax,jax,ThomMi01,rush_long,0,,,,,
player,201110020jax,jax,ThomMi01,targets,11,,,,,
player,201110020jax,jax,ThomMi01,rec,5,,,,,
player,201110020jax,jax,ThomMi01,rec_yds,73,,,,,
player,201110020jax,jax,ThomMi01,rec_td,0,,,,,
player,201110020jax,jax,ThomMi01,rec_long,47,,,,,
player,201110020jax,jax,ThomMi01,fumbles,0,,,,,
player,201110020jax,jax,ThomMi01,fumbles_lost,,,,,,
player,201110020jax,jax,LewiMa00,pass_cmp,0,,,,,
player,201110020jax,jax,LewiMa00,pass_att,0,,,,,
player,201110020jax,jax,LewiMa00,pass_yds,0,,,,,
player,201110020jax,jax,LewiMa00,pass_td,0,,,,,
player,201110020jax,jax,LewiMa00,pass_int,0,,,,,
player,201110020jax,jax,LewiMa00,pass_sacked,0,,,,,
player,201110020jax,jax,LewiMa00,pass_sacked_yds,0,,,,,
player,201110020jax,jax,LewiMa00,pass_long,0,,,,,
player,201110020jax,jax,LewiMa00,pass_rating,,,,,,
player,201110020jax,jax,LewiMa00,rush_att,0,,,,,
player,201110020jax,jax,LewiMa00,rush_yds,0,,,,,
player,201110020jax,jax,LewiMa00,rush_td,0,,,,,
player,201110020jax,jax,LewiMa00,rush_long,0,,,,,
player,201110020jax,jax,LewiMa00,targets,7,,,,,
player,201110020jax,jax,LewiMa00,rec,3,,,,,
player,201110020jax,jax,LewiMa00,rec_yds,38,,,,,
player,201110020jax,jax,LewiMa00,rec_td,0,,,,,
player,201110020jax,jax,LewiMa00,rec_long,18,,,,,
player,201110020jax,jax,LewiMa00,fumbles,0,,,,,
player,201110020jax,jax,LewiMa00,fumbles_lost,,,,,,
player,201110020jax,jax,HillJa00,pass_cmp,0,,,,,
player,201110020jax,jax,HillJa00,pass_att,0,,,,,
player,201110020jax,jax,HillJa00,pass_yds,0,,,,,
player,201110020jax,jax,HillJa00,pass_td,0,,,,,
player,201110020jax,jax,HillJa00,pass_int,0,,,,,
player,201110020jax,jax,HillJa00,pass_sacked,0,,,,,
player,201110020jax,jax,HillJa00,pass_sacked_yds,0,,,,,
player,201110020jax,jax,HillJa00,pass_long,0,,,,,
player,201110020jax,jax,HillJa00,pass_rating,,,,,,
player,201110020jax,jax,HillJa00,rush_att,0,,,,,
player,201110020jax,jax,HillJa00,rush_yds,0,,,,,
player,201110020jax,jax,HillJa00,rush_td,0,,,,,
player,201110020jax,jax,HillJa00,rush_long,0,,,,,
player,201110020jax,jax,HillJa00,targets,9,,,,,
player,201110020jax,jax,HillJa00,rec,2,,,,,
player,201110020jax,jax,HillJa00,rec_yds,34,,,,,
player,201110020jax,jax,HillJa00,rec_td,0,,,,,
player,201110020jax,jax,HillJa00,rec_long,18,,,,,
player,201110020jax,jax,HillJa00,fumbles,0,,,,,
player,201110020jax,jax,HillJa00,fumbles_lost,,,,,,
player,201110020jax,jax,WestCh00,pass_cmp,0,,,,,
player,201110020jax,jax,WestCh00,pass_att,0,,,,,
player,201110020jax,jax,WestCh00,pass_yds,0,,,,,
player,201110020jax,jax,WestCh00,pass_td,0,,,,,
player,201110020jax,jax,WestCh00,pass_int,0,,,,,
player,201110020jax,jax,WestCh00,pass_sacked,0,,,,,
player,201110020jax,jax,WestCh00,pass_sacked_yds,0,,,,,
player,201110020jax,jax,WestCh00,pass_long,0,,,,,
player,201110020jax,jax,WestCh00,pass_rating,,,,,,
player,201110020jax,jax,WestCh00,rush_att,0,,,,,
player,201110020jax,jax,WestCh00,rush_yds,0,,,,,
player,201110020jax,jax,WestCh00,rush_td,0,,,,,
player,201110020jax,jax,WestCh00,rush_long,0,,,,,
player,201110020jax,jax,WestCh00,targets,1,,,,,
player,201110020jax,jax,WestCh00,rec,1,,,,,
player,201110020jax,jax,WestCh00,rec_yds,16,,,,,
player,201110020jax,jax,WestCh00,rec_td,0,,,,,
player,201110020jax,jax,WestCh00,rec_long,16,,,,,
player,201110020jax,jax,WestCh00,fumbles,0,,,,,
player,201110020jax,jax,WestCh00,fumbles_lost,,,,,,
player,201110020jax,jax,DillJa00,pass_cmp,0,,,,,
player,201110020jax,jax,DillJa00,pass_att,0,,,,,
player,201110020jax,jax,DillJa00,pass_yds,0,,,,,
player,201110020jax,jax,DillJa00,pass_td,0,,,,,
player,201110020jax,jax,DillJa00,pass_int,0,,,,,
player,201110020jax,jax,DillJa00,pass_sacked,0,,,,,
player,201110020jax,jax,DillJa00,pass_sacked_yds,0,,,,,
player,201110020jax,jax,DillJa00,pass_long,0,,,,,
player,201110020jax,jax,DillJa00,pass_rating,,,,,,
player,201110020jax,jax,DillJa00,rush_att,0,,,,,
player,201110020jax,jax,DillJa00,rush_yds,0,,,,,
player,201110020jax,jax,DillJa00,rush_td,0,,,,,
player,201110020jax,jax,DillJa00,rush_long,0,,,,,
player,201110020jax,jax,DillJa00,targets,3,,,,,
player,201110020jax,jax,DillJa00,rec,2,,,,,
player,201110020jax,jax,DillJa00,rec_yds,16,,,,,
player,201110020jax,jax,DillJa00,rec_td,0,,,,,
player,201110020jax,jax,DillJa00,rec_long,17,,,,,
player,201110020jax,jax,DillJa00,fumbles,0,,,,,
player,201110020jax,jax,DillJa00,fumbles_lost,,,,,,
player,201110020jax,jax,MillZa02,pass_cmp,0,,,,,
player,201110020jax,jax,MillZa02,pass_att,0,,,,,
player,201110020jax,jax,MillZa02,pass_yds,0,,,,,
player,201110020jax,jax,MillZa02,pass_td,0,,,,,
player,201110020jax,jax,MillZa02,pass_int,0,,,,,
player,201110020jax,jax,MillZa02,pass_sacked,0,,,,,
player,201110020jax,jax,MillZa02,pass_sacked_yds,0,,,,,
player,201110020jax,jax,MillZa02,pass_long,0,,,,,
player,201110020jax,jax,MillZa02,pass_rating,,,,,,
player,201110020jax,jax,MillZa02,rush_att,0,,,,,
player,201110020jax,jax,MillZa02,rush_yds,0,,,,,
player,201110020jax,jax,MillZa02,rush_td,0,,,,,
player,201110020jax,jax,MillZa02,rush_long,0,,,,,
player,201110020jax,jax,MillZa02,targets,3,,,,,
player,201110020jax,jax,MillZa02,rec,1,,,,,
player,201110020jax,jax,MillZa02,rec_yds,14,,,,,
player,201110020jax,jax,MillZa02,rec_td,1,,,,,
player,201110020jax,jax,MillZa02,rec_long,14,,,,,
player,201110020jax,jax,MillZa02,fumbles,0,,,,,
player,201110020jax,jax,MillZa02,fumbles_lost,,,,,,
player,201110020jax,jax,BoleBr00,pass_cmp,0,,,,,
player,201110020jax,jax,BoleBr00,pass_att,0,,,,,
player,201110020jax,jax,BoleBr00,pass_yds,0,,,,,
player,201110020jax,jax,BoleBr00,pass_td,0,,,,,
player,201110020jax,jax,BoleBr00,pass_int,0,,,,,
player,201110020jax,jax,BoleBr00,pass_sacked,0,,,,,
player,201110020jax,jax,BoleBr00,pass_sacked_yds,0,,,,,
player,201110020jax,jax,BoleBr00,pass_long,0,,,,,
player,201110020jax,jax,BoleBr00,pass_rating,,,,,,
player,201110020jax,jax,BoleBr00,rush_att,0,,,,,
player,201110020jax,jax,BoleBr00,rush_yds,0,,,,,
player,201110020jax,jax,BoleBr00,rush_td,0,,,,,
player,201110020jax,jax,BoleBr00,rush_long,0,,,,,
player,201110020jax,jax,BoleBr00,targets,1,,,,,
player,201110020jax,jax,BoleBr00,rec,1,,,,,
player,201110020jax,jax,BoleBr00,rec_yds,2,,,,,
player,201110020jax,jax,BoleBr00,rec_td,0,,,,,
player,201110020jax,jax,BoleBr00,rec_long,2,,,,,
player,201110020jax,jax,BoleBr00,fumbles,0,,,,,
player,201110020jax,jax,BoleBr00,fumbles_lost,,,,,,
player,201110020jax,jax,ShorCe00,pass_cmp,0,,,,,
player,201110020jax,jax,ShorCe00,pass_att,0,,,,,
player,201110020jax,jax,ShorCe00,pass_yds,0,,,,,
player,201110020jax,jax,ShorCe00,pass_td,0,,,,,
player,201110020jax,jax,ShorCe00,pass_int,0,,,,,
player,201110020jax,jax,ShorCe00,pass_sacked,0,,,,,
player,201110020jax,jax,ShorCe00,pass_sacked_yds,0,,,,,
player,201110020jax,jax,ShorCe00,pass_long,0,,,,,
player,201110020jax,jax,ShorCe00,pass_rating,,,,,,
player,201110020jax,jax,ShorCe00,rush_att,0,,,,,
player,201110020jax,jax,ShorCe00,rush_yds,0,,,,,
player,201110020jax,jax,ShorCe00,rush_td,0,,,,,
player,201110020jax,jax,ShorCe00,rush_long,0,,,,,
player,201110020jax,jax,ShorCe00,targets,2,,,,,
player,201110020jax,jax,ShorCe00,rec,0,,,,,
player,201110020jax,jax,ShorCe00,rec_yds,0,,,,,
player,201110020jax,jax,ShorCe00,rec_td,0,,,,,
player,201110020jax,jax,ShorCe00,rec_long,0,,,,,
player,201110020jax,jax,ShorCe00,fumbles,0,,,,,
player,201110020jax,jax,ShorCe00,fumbles_lost,,,,,,
player,201110020jax,nor,RobiPa99,def_int,1,,,,,
player,201110020jax,nor,RobiPa99,def_int_yds,6,,,,,
player,201110020jax,nor,RobiPa99,def_int_td,0,,,,,
player,201110020jax,nor,RobiPa99,def_int_long,6,,,,,
player,201110020jax,nor,RobiPa99,pass_defended,2,,,,,
player,201110020jax,nor,RobiPa99,sacks,0.0,,,,,
player,201110020jax,nor,RobiPa99,tackles_combined,1,,,,,
player,201110020jax,nor,RobiPa99,tackles_solo,1,,,,,
player,201110020jax,nor,RobiPa99,tackles_assists,0,,,,,
player,201110020jax,nor,RobiPa99,tackles_loss,1,,,,,
player,201110020jax,nor,RobiPa99,qb_hits,0,,,,,
player,201110020jax,nor,RobiPa99,fumbles_rec,0,,,,,
player,201110020jax,nor,RobiPa99,fumbles_rec_yds,0,,,,,
player,201110020jax,nor,RobiPa99,fumbles_rec_td,0,,,,,
player,201110020jax,nor,RobiPa99,fumbles_forced,0,,,,,
player,201110020jax,nor,SmitWi99,def_int,0,,,,,
