game,2011,7,20111023,201110230nor,clt,"Indianapolis Colts",7,nor,"New Orleans Saints",62
player,201110230nor,clt,OrloDa00,pass_rating,81.2,,,,,
player,201110230nor,clt,OrloDa00,rush_att,0,,,,,
player,201110230nor,clt,OrloDa00,rush_yds,0,,,,,
player,201110230nor,clt,OrloDa00,rush_td,0,,,,,
player,201110230nor,clt,OrloDa00,rush_long,0,,,,,
player,201110230nor,clt,OrloDa00,targets,0,,,,,
player,201110230nor,clt,OrloDa00,rec,0,,,,,
player,201110230nor,clt,OrloDa00,rec_yds,0,,,,,
player,201110230nor,clt,OrloDa00,rec_td,0,,,,,
player,201110230nor,clt,OrloDa00,rec_long,0,,,,,
player,201110230nor,clt,OrloDa00,fumbles,0,,,,,
player,201110230nor,clt,OrloDa00,fumbles_lost,,,,,,
player,201110230nor,clt,CartDe01,pass_cmp,0,,,,,
player,201110230nor,clt,CartDe01,pass_att,0,,,,,
player,201110230nor,clt,CartDe01,pass_yds,0,,,,,
player,201110230nor,clt,CartDe01,pass_td,0,,,,,
player,201110230nor,clt,CartDe01,pass_int,0,,,,,
player,201110230nor,clt,CartDe01,pass_sacked,0,,,,,
player,201110230nor,clt,CartDe01,pass_sacked_yds,0,,,,,
player,201110230nor,clt,CartDe01,pass_long,0,,,,,
player,201110230nor,clt,CartDe01,pass_rating,,,,,,
player,201110230nor,clt,CartDe01,rush_att,10,,,,,
player,201110230nor,clt,CartDe01,rush_yds,89,,,,,
player,201110230nor,clt,CartDe01,rush_td,1,,,,,
player,201110230nor,clt,CartDe01,rush_long,42,,,,,
player,201110230nor,clt,CartDe01,targets,0,,,,,
player,201110230nor,clt,CartDe01,rec,0,,,,,
player,201110230nor,clt,CartDe01,rec_yds,0,,,,,
player,201110230nor,clt,CartDe01,rec_td,0,,,,,
player,201110230nor,clt,CartDe01,rec_long,0,,,,,
player,201110230nor,clt,CartDe01,fumbles,1,,,,,
player,201110230nor,clt,CartDe01,fumbles_lost,1,,,,,
player,201110230nor,clt,BrowDo00,pass_cmp,0,,,,,
player,201110230nor,clt,BrowDo00,pass_att,0,,,,,
player,201110230nor,clt,BrowDo00,pass_yds,0,,,,,
player,201110230nor,clt,BrowDo00,pass_td,0,,,,,
player,201110230nor,clt,BrowDo00,pass_int,0,,,,,
player,201110230nor,clt,BrowDo00,pass_sacked,0,,,,,
player,201110230nor,clt,BrowDo00,pass_sacked_yds,0,,,,,
player,201110230nor,clt,BrowDo00,pass_long,0,,,,,
player,201110230nor,clt,BrowDo00,pass_rating,,,,,,
player,201110230nor,clt,BrowDo00,rush_att,9,,,,,
player,201110230nor,clt,BrowDo00,rush_yds,47,,,,,
player,201110230nor,clt,BrowDo00,rush_td,0,,,,,
player,201110230nor,clt,BrowDo00,rush_long,24,,,,,
player,201110230nor,clt,BrowDo00,targets,0,,,,,
player,201110230nor,clt,BrowDo00,rec,0,,,,,
player,201110230nor,clt,BrowDo00,rec_yds,0,,,,,
player,201110230nor,clt,BrowDo00,rec_td,0,,,,,
player,201110230nor,clt,BrowDo00,rec_long,0,,,,,
player,201110230nor,clt,BrowDo00,fumbles,0,,,,,
player,201110230nor,clt,BrowDo00,fumbles_lost,,,,,,
player,201110230nor,clt,AddaJo00,pass_cmp,0,,,,,
player,201110230nor,clt,AddaJo00,pass_att,0,,,,,
player,201110230nor,clt,AddaJo00,pass_yds,0,,,,,
player,201110230nor,clt,AddaJo00,pass_td,0,,,,,
player,201110230nor,clt,AddaJo00,pass_int,0,,,,,
player,201110230nor,clt,AddaJo00,pass_sacked,0,,,,,
player,201110230nor,clt,AddaJo00,pass_sacked_yds,0,,,,,
player,201110230nor,clt,AddaJo00,pass_long,0,,,,,
player,201110230nor,clt,AddaJo00,pass_rating,,,,,,
player,201110230nor,clt,AddaJo00,rush_att,2,,,,,
player,201110230nor,clt,AddaJo00,rush_yds,8,,,,,
player,201110230nor,clt,AddaJo00,rush_td,0,,,,,
player,201110230nor,clt,AddaJo00,rush_long,7,,,,,
player,201110230nor,clt,AddaJo00,targets,2,,,,,
player,201110230nor,clt,AddaJo00,rec,2,,,,,
player,201110230nor,clt,AddaJo00,rec_yds,11,,,,,
player,201110230nor,clt,AddaJo00,rec_td,0,,,,,
player,201110230nor,clt,AddaJo00,rec_long,8,,,,,
player,201110230nor,clt,AddaJo00,fumbles,0,,,,,
player,201110230nor,clt,AddaJo00,fumbles_lost,,,,,,
player,201110230nor,clt,WaynRe00,pass_cmp,0,,,,,
player,201110230nor,clt,WaynRe00,pass_att,0,,,,,
player,201110230nor,clt,WaynRe00,pass_yds,0,,,,,
player,201110230nor,clt,WaynRe00,pass_td,0,,,,,
player,201110230nor,clt,WaynRe00,pass_int,0,,,,,
player,201110230nor,clt,WaynRe00,pass_sacked,0,,,,,
player,201110230nor,clt,WaynRe00,pass_sacked_yds,0,,,,,
player,201110230nor,clt,WaynRe00,pass_long,0,,,,,
player,201110230nor,clt,WaynRe00,pass_rating,,,,,,
player,201110230nor,clt,WaynRe00,rush_att,0,,,,,
player,201110230nor,clt,WaynRe00,rush_yds,0,,,,,
player,201110230nor,clt,WaynRe00,rush_td,0,,,,,
player,201110230nor,clt,WaynRe00,rush_long,0,,,,,
player,201110230nor,clt,WaynRe00,targets,4,,,,,
player,201110230nor,clt,WaynRe00,rec,3,,,,,
player,201110230nor,clt,WaynRe00,rec_yds,36,,,,,
player,201110230nor,clt,WaynRe00,rec_td,0,,,,,
player,201110230nor,clt,WaynRe00,rec_long,19,,,,,
player,201110230nor,clt,WaynRe00,fumbles,0,,,,,
player,201110230nor,clt,WaynRe00,fumbles_lost,,,,,,
player,201110230nor,clt,GarcPi00,pass_cmp,0,,,,,
player,201110230nor,clt,GarcPi00,pass_att,0,,,,,
player,201110230nor,clt,GarcPi00,pass_yds,0,,,,,
player,201110230nor,clt,GarcPi00,pass_td,0,,,,,
player,201110230nor,clt,GarcPi00,pass_int,0,,,,,
player,201110230nor,clt,GarcPi00,pass_sacked,0,,,,,
player,201110230nor,clt,GarcPi00,pass_sacked_yds,0,,,,,
player,201110230nor,clt,GarcPi00,pass_long,0,,,,,
player,201110230nor,clt,GarcPi00,pass_rating,,,,,,
player,201110230nor,clt,GarcPi00,rush_att,0,,,,,
player,201110230nor,clt,GarcPi00,rush_yds,0,,,,,
player,201110230nor,clt,GarcPi00,rush_td,0,,,,,
player,201110230nor,clt,GarcPi00,rush_long,0,,,,,
player,201110230nor,clt,GarcPi00,targets,6,,,,,
player,201110230nor,clt,GarcPi00,rec,3,,,,,
player,201110230nor,clt,GarcPi00,rec_yds,31,,,,,
player,201110230nor,clt,GarcPi00,rec_td,0,,,,,
player,201110230nor,clt,GarcPi00,rec_long,15,,,,,
player,201110230nor,clt,GarcPi00,fumbles,0,,,,,
player,201110230nor,clt,GarcPi00,fumbles_lost,,,,,,
player,201110230nor,clt,EldrBr00,pass_cmp,0,,,,,
player,201110230nor,clt,EldrBr00,pass_att,0,,,,,
player,201110230nor,clt,EldrBr00,pass_yds,0,,,,,
player,201110230nor,clt,EldrBr00,pass_td,0,,,,,
player,201110230nor,clt,EldrBr00,pass_int,0,,,,,
player,201110230nor,clt,EldrBr00,pass_sacked,0,,,,,
player,201110230nor,clt,EldrBr00,pass_sacked_yds,0,,,,,
player,201110230nor,clt,EldrBr00,pass_long,0,,,,,
player,201110230nor,clt,EldrBr00,pass_rating,,,,,,
player,201110230nor,clt,EldrBr00,rush_att,0,,,,,
player,201110230nor,clt,EldrBr00,rush_yds,0,,,,,
player,201110230nor,clt,EldrBr00,rush_td,0,,,,,
player,201110230nor,clt,EldrBr00,rush_long,0,,,,,
player,201110230nor,clt,EldrBr00,targets,3,,,,,
player,201110230nor,clt,EldrBr00,rec,2,,,,,
player,201110230nor,clt,EldrBr00,rec_yds,12,,,,,
player,201110230nor,clt,EldrBr00,rec_td,0,,,,,
player,201110230nor,clt,EldrBr00,rec_long,8,,,,,
player,201110230nor,clt,EldrBr00,fumbles,0,,,,,
player,201110230nor,clt,EldrBr00,fumbles_lost,,,,,,
player,201110230nor,clt,CollAu00,pass_cmp,0,,,,,
player,201110230nor,clt,CollAu00,pass_att,0,,,,,
player,201110230nor,clt,CollAu00,pass_yds,0,,,,,
player,201110230nor,clt,CollAu00,pass_td,0,,,,,
player,201110230nor,clt,CollAu00,pass_int,0,,,,,
player,201110230nor,clt,CollAu00,pass_sacked,0,,,,,
player,201110230nor,clt,CollAu00,pass_sacked_yds,0,,,,,
player,201110230nor,clt,CollAu00,pass_long,0,,,,,
player,201110230nor,clt,CollAu00,pass_rating,,,,,,
player,201110230nor,clt,CollAu00,rush_att,0,,,,,
player,201110230nor,clt,CollAu00,rush_yds,0,,,,,
player,201110230nor,clt,CollAu00,rush_td,0,,,,,
player,201110230nor,clt,CollAu00,rush_long,0,,,,,
player,201110230nor,clt,CollAu00,targets,5,,,,,
player,201110230nor,clt,CollAu00,rec,2,,,,,
player,201110230nor,clt,CollAu00,rec_yds,12,,,,,
player,201110230nor,clt,CollAu00,rec_td,0,,,,,
player,201110230nor,clt,CollAu00,rec_long,12,,,,,
player,201110230nor,clt,CollAu00,fumbles,0,,,,,
player,201110230nor,clt,CollAu00,fumbles_lost,,,,,,
player,201110230nor,nor,BreeDr00,pass_cmp,31,,,,,
player,201110230nor,nor,BreeDr00,pass_att,35,,,,,
player,201110230nor,nor,BreeDr00,pass_yds,325,,,,,
player,201110230nor,nor,BreeDr00,pass_td,5,,,,,
player,201110230nor,nor,BreeDr00,pass_int,0,,,,,
player,201110230nor,nor,BreeDr00,pass_sacked,2,,,,,
player,201110230nor,nor,BreeDr00,pass_sacked_yds,4,,,,,
player,201110230nor,nor,BreeDr00,pass_long,57,,,,,
player,201110230nor,nor,BreeDr00,pass_rating,144.9,,,,,
player,201110230nor,nor,BreeDr00,rush_att,0,,,,,
player,201110230nor,nor,BreeDr00,rush_yds,0,,,,,
player,201110230nor,nor,BreeDr00,rush_td,0,,,,,
player,201110230nor,nor,BreeDr00,rush_long,0,,,,,
player,201110230nor,nor,BreeDr00,targets,0,,,,,
player,201110230nor,nor,BreeDr00,rec,0,,,,,
player,201110230nor,nor,BreeDr00,rec_yds,0,,,,,
player,201110230nor,nor,BreeDr00,rec_td,0,,,,,
player,201110230nor,nor,BreeDr00,rec_long,0,,,,,
player,201110230nor,nor,BreeDr00,fumbles,0,,,,,
player,201110230nor,nor,BreeDr00,fumbles_lost,,,,,,
player,201110230nor,nor,IngrMa01,pass_cmp,0,,,,,
player,201110230nor,nor,IngrMa01,pass_att,0,,,,,
player,201110230nor,nor,IngrMa01,pass_yds,0,,,,,
player,201110230nor,nor,IngrMa01,pass_td,0,,,,,
player,201110230nor,nor,IngrMa01,pass_int,0,,,,,
player,201110230nor,nor,IngrMa01,pass_sacked,0,,,,,
player,201110230nor,nor,IngrMa01,pass_sacked_yds,0,,,,,
player,201110230nor,nor,IngrMa01,pass_long,0,,,,,
player,201110230nor,nor,IngrMa01,pass_rating,,,,,,
player,201110230nor,nor,IngrMa01,rush_att,14,,,,,
player,201110230nor,nor,IngrMa01,rush_yds,91,,,,,
player,201110230nor,nor,IngrMa01,rush_td,0,,,,,
player,201110230nor,nor,IngrMa01,rush_long,20,,,,,
player,201110230nor,nor,IngrMa01,targets,1,,,,,
player,201110230nor,nor,IngrMa01,rec,1,,,,,
player,201110230nor,nor,IngrMa01,rec_yds,6,,,,,
player,201110230nor,nor,IngrMa01,rec_td,0,,,,,
player,201110230nor,nor,IngrMa01,rec_long,6,,,,,
player,201110230nor,nor,IngrMa01,fumbles,0,,,,,
player,201110230nor,nor,IngrMa01,fumbles_lost,,,,,,
player,201110230nor,nor,SproDa00,pass_cmp,0,,,,,
player,201110230nor,nor,SproDa00,pass_att,0,,,,,
player,201110230nor,nor,SproDa00,pass_yds,0,,,,,
player,201110230nor,nor,SproDa00,pass_td,0,,,,,
player,201110230nor,nor,SproDa00,pass_int,0,,,,,
player,201110230nor,nor,SproDa00,pass_sacked,0,,,,,
player,201110230nor,nor,SproDa00,pass_sacked_yds,0,,,,,
player,201110230nor,nor,SproDa00,pass_long,0,,,,,
player,201110230nor,nor,SproDa00,pass_rating,,,,,,
player,201110230nor,nor,SproDa00,rush_att,12,,,,,
player,201110230nor,nor,SproDa00,rush_yds,88,,,,,
player,201110230nor,nor,SproDa00,rush_td,1,,,,,
player,201110230nor,nor,SproDa00,rush_long,16,,,,,
player,201110230nor,nor,SproDa00,targets,6,,,,,
player,201110230nor,nor,SproDa00,rec,6,,,,,
player,201110230nor,nor,SproDa00,rec_yds,19,,,,,
player,201110230nor,nor,SproDa00,rec_td,1,,,,,
player,201110230nor,nor,SproDa00,rec_long,9,,,,,
player,201110230nor,nor,SproDa00,fumbles,0,,,,,
player,201110230nor,nor,SproDa00,fumbles_lost,,,,,,
player,201110230nor,nor,ThomPi00,pass_cmp,0,,,,,
player,201110230nor,nor,ThomPi00,pass_att,0,,,,,
player,201110230nor,nor,ThomPi00,pass_yds,0,,,,,
player,201110230nor,nor,ThomPi00,pass_td,0,,,,,
player,201110230nor,nor,ThomPi00,pass_int,0,,,,,
player,201110230nor,nor,ThomPi00,pass_sacked,0,,,,,
player,201110230nor,nor,ThomPi00,pass_sacked_yds,0,,,,,
player,201110230nor,nor,ThomPi00,pass_long,0,,,,,
player,201110230nor,nor,ThomPi00,pass_rating,,,,,,
player,201110230nor,nor,ThomPi00,rush_att,10,,,,,
player,201110230nor,nor,ThomPi00,rush_yds,57,,,,,
player,201110230nor,nor,ThomPi00,rush_td,0,,,,,
player,201110230nor,nor,ThomPi00,rush_long,11,,,,,
player,201110230nor,nor,ThomPi00,targets,6,,,,,
player,201110230nor,nor,ThomPi00,rec,5,,,,,
player,201110230nor,nor,ThomPi00,rec_yds,68,,,,,
player,201110230nor,nor,ThomPi00,rec_td,0,,,,,
player,201110230nor,nor,ThomPi00,rec_long,57,,,,,
player,201110230nor,nor,ThomPi00,fumbles,0,,,,,
player,201110230nor,nor,ThomPi00,fumbles_lost,,,,,,
player,201110230nor,nor,CollJe01,pass_cmp,0,,,,,
player,201110230nor,nor,CollJe01,pass_att,0,,,,,
player,201110230nor,nor,CollJe01,pass_yds,0,,,,,
player,201110230nor,nor,CollJe01,pass_td,0,,,,,
player,201110230nor,nor,CollJe01,pass_int,0,,,,,
player,201110230nor,nor,CollJe01,pass_sacked,0,,,,,
player,201110230nor,nor,CollJe01,pass_sacked_yds,0,,,,,
player,201110230nor,nor,CollJe01,pass_long,0,,,,,
player,201110230nor,nor,CollJe01,pass_rating,,,,,,
player,201110230nor,nor,CollJe01,rush_att,1,,,,,
player,201110230nor,nor,CollJe01,rush_yds,1,,,,,
player,201110230nor,nor,CollJe01,rush_td,1,,,,,
player,201110230nor,nor,CollJe01,rush_long,1,,,,,
player,201110230nor,nor,CollJe01,targets,0,,,,,
player,201110230nor,nor,CollJe01,rec,0,,,,,
player,201110230nor,nor,CollJe01,rec_yds,0,,,,,
player,201110230nor,nor,CollJe01,rec_td,0,,,,,
player,201110230nor,nor,CollJe01,rec_long,0,,,,,
player,201110230nor,nor,CollJe01,fumbles,0,,,,,
player,201110230nor,nor,CollJe01,fumbles_lost,,,,,,
player,201110230nor,nor,ColsMa00,pass_cmp,0,,,,,
player,201110230nor,nor,ColsMa00,pass_att,0,,,,,
player,201110230nor,nor,ColsMa00,pass_yds,0,,,,,
player,201110230nor,nor,ColsMa00,pass_td,0,,,,,
player,201110230nor,nor,ColsMa00,pass_int,0,,,,,
player,201110230nor,nor,ColsMa00,pass_sacked,0,,,,,
player,201110230nor,nor,ColsMa00,pass_sacked_yds,0,,,,,
player,201110230nor,nor,ColsMa00,pass_long,0,,,,,
player,201110230nor,nor,ColsMa00,pass_rating,,,,,,
player,201110230nor,nor,ColsMa00,rush_att,0,,,,,
player,201110230nor,nor,ColsMa00,rush_yds,0,,,,,
player,201110230nor,nor,ColsMa00,rush_td,0,,,,,
player,201110230nor,nor,ColsMa00,rush_long,0,,,,,
player,201110230nor,nor,ColsMa00,targets,7,,,,,
player,201110230nor,nor,ColsMa00,rec,7,,,,,
player,201110230nor,nor,ColsMa00,rec_yds,98,,,,,
player,201110230nor,nor,ColsMa00,rec_td,2,,,,,
player,201110230nor,nor,ColsMa00,rec_long,39,,,,,
player,201110230nor,nor,ColsMa00,fumbles,0,,,,,
player,201110230nor,nor,ColsMa00,fumbles_lost,,,,,,
player,201110230nor,nor,GrahJi00,pass_cmp,0,,,,,
player,201110230nor,nor,GrahJi00,pass_att,0,,,,,
player,201110230nor,nor,GrahJi00,pass_yds,0,,,,,
player,201110230nor,nor,GrahJi00,pass_td,0,,,,,
player,201110230nor,nor,GrahJi00,pass_int,0,,,,,
player,201110230nor,nor,GrahJi00,pass_sacked,0,,,,,
player,201110230nor,nor,GrahJi00,pass_sacked_yds,0,,,,,
player,201110230nor,nor,GrahJi00,pass_long,0,,,,,
player,201110230nor,nor,GrahJi00,pass_rating,,,,,,
player,201110230nor,nor,GrahJi00,rush_att,0,,,,,
player,201110230nor,nor,GrahJi00,rush_yds,0,,,,,
player,201110230nor,nor,GrahJi00,rush_td,0,,,,,
player,201110230nor,nor,GrahJi00,rush_long,0,,,,,
player,201110230nor,nor,GrahJi00,targets,7,,,,,
player,201110230nor,nor,GrahJi00,rec,6,,,,,
player,201110230nor,nor,GrahJi00,rec_yds,54,,,,,
player,201110230nor,nor,GrahJi00,rec_td,2,,,,,
player,201110230nor,nor,GrahJi00,rec_long,16,,,,,
player,201110230nor,nor,GrahJi00,fumbles,0,,,,,
player,201110230nor,nor,GrahJi00,fumbles_lost,,,,,,
player,201110230nor,nor,MoorLa00,pass_cmp,0,,,,,
player,201110230nor,nor,MoorLa00,pass_att,0,,,,,
player,201110230nor,nor,MoorLa00,pass_yds,0,,,,,
player,201110230nor,nor,MoorLa00,pass_td,0,,,,,
player,201110230nor,nor,MoorLa00,pass_int,0,,,,,
player,201110230nor,nor,MoorLa00,pass_sacked,0,,,,,
player,201110230nor,nor,MoorLa00,pass_sacked_yds,0,,,,,
player,201110230nor,nor,MoorLa00,pass_long,0,,,,,
player,201110230nor,nor,MoorLa00,pass_rating,,,,,,
player,201110230nor,nor,MoorLa00,rush_att,0,,,,,
player,201110230nor,nor,MoorLa00,rush_yds,0,,,,,
player,201110230nor,nor,MoorLa00,rush_td,0,,,,,
player,201110230nor,nor,MoorLa00,rush_long,0,,,,,
player,201110230nor,nor,MoorLa00,targets,4,,,,,
player,201110230nor,nor,MoorLa00,rec,3,,,,,
player,201110230nor,nor,MoorLa00,rec_yds,44,,,,,
player,201110230nor,nor,MoorLa00,rec_td,0,,,,,
player,201110230nor,nor,MoorLa00,rec_long,26,,,,,
player,201110230nor,nor,MoorLa00,fumbles,0,,,,,
player,201110230nor,nor,MoorLa00,fumbles_lost,,,,,,
player,201110230nor,nor,HendDe00,pass_cmp,0,,,,,
player,201110230nor,nor,HendDe00,pass_att,0,,,,,
player,201110230nor,nor,HendDe00,pass_yds,0,,,,,
player,201110230nor,nor,HendDe00,pass_td,0,,,,,
player,201110230nor,nor,HendDe00,pass_int,0,,,,,
player,201110230nor,nor,HendDe00,pass_sacked,0,,,,,
player,201110230nor,nor,HendDe00,pass_sacked_yds,0,,,,,
player,201110230nor,nor,HendDe00,pass_long,0,,,,,
player,201110230nor,nor,HendDe00,pass_rating,,,,,,
player,201110230nor,nor,HendDe00,rush_att,0,,,,,
player,201110230nor,nor,HendDe00,rush_yds,0,,,,,
player,201110230nor,nor,HendDe00,rush_td,0,,,,,
player,201110230nor,nor,HendDe00,rush_long,0,,,,,
player,201110230nor,nor,HendDe00,targets,2,,,,,
player,201110230nor,nor,HendDe00,rec,1,,,,,
player,201110230nor,nor,HendDe00,rec_yds,9,,,,,
player,201110230nor,nor,HendDe00,rec_td,0,,,,,
player,201110230nor,nor,HendDe00,rec_long,9,,,,,
player,201110230nor,nor,HendDe00,fumbles,0,,,,,
player,201110230nor,nor,HendDe00,fumbles_lost,,,,,,
player,201110230nor,nor,MeacRo00,pass_cmp,0,,,,,
player,201110230nor,nor,MeacRo00,pass_att,0,,,,,
player,201110230nor,nor,MeacRo00,pass_yds,0,,,,,
player,201110230nor,nor,MeacRo00,pass_td,0,,,,,
player,201110230nor,nor,MeacRo00,pass_int,0,,,,,
player,201110230nor,nor,MeacRo00,pass_sacked,0,,,,,
player,201110230nor,nor,MeacRo00,pass_sacked_yds,0,,,,,
player,201110230nor,nor,MeacRo00,pass_long,0,,,,,
player,201110230nor,nor,MeacRo00,pass_rating,,,,,,
player,201110230nor,nor,MeacRo00,rush_att,1,,,,,
player,201110230nor,nor,MeacRo00,rush_yds,-1,,,,,
player,201110230nor,nor,MeacRo00,rush_td,0,,,,,
player,201110230nor,nor,MeacRo00,rush_long,-1,,,,,
player,201110230nor,nor,MeacRo00,targets,2,,,,,
player,201110230nor,nor,MeacRo00,rec,2,,,,,
player,201110230nor,nor,MeacRo00,rec_yds,27,,,,,
player,201110230nor,nor,MeacRo00,rec_td,0,,,,,
player,201110230nor,nor,MeacRo00,rec_long,18,,,,,
player,201110230nor,nor,MeacRo00,fumbles,0,,,,,
player,201110230nor,nor,MeacRo00,fumbles_lost,,,,,,
player,201110230nor,clt,AndeJa98,def_int,0,,,,,
player,201110230nor,clt,AndeJa98,def_int_yds,0,,,,,
player,201110230nor,clt,AndeJa98,def_int_td,0,,,,,
player,201110230nor,clt,AndeJa98,def_int_long,0,,,,,
player,201110230nor,clt,AndeJa98,pass_defended,0,,,,,
player,201110230nor,clt,AndeJa98,sacks,1.0,,,,,
player,201110230nor,clt,AndeJa98,tackles_combined,2,,,,,
player,201110230nor,clt,AndeJa98,tackles_solo,1,,,,,
player,201110230nor,clt,AndeJa98,tackles_assists,1,,,,,
player,201110230nor,clt,AndeJa98,tackles_loss,1,,,,,
player,201110230nor,clt,AndeJa98,qb_hits,1,,,,,
player,201110230nor,clt,AndeJa98,fumbles_rec,0,,,,,
player,201110230nor,clt,AndeJa98,fumbles_rec_yds,0,,,,,
player,201110230nor,clt,AndeJa98,fumbles_rec_td,0,,,,,
player,201110230nor,clt,AndeJa98,fumbles_forced,0,,,,,
player,201110230nor,clt,BrayTy20,def_int,0,,,,,
player,201110230nor,clt,BrayTy20,def_int_yds,0,,,,,
player,201110230nor,clt,BrayTy20,def_int_td,0,,,,,
player,201110230nor,clt,BrayTy20,def_int_long,0,,,,,
player,201110230nor,clt,BrayTy20,pass_defended,0,,,,,
player,201110230nor,clt,BrayTy20,sacks,1.0,,,,,
player,201110230nor,clt,BrayTy20,tackles_combined,1,,,,,
player,201110230nor,clt,BrayTy20,tackles_solo,1,,,,,
player,201110230nor,clt,BrayTy20,tackles_assists,0,,,,,
player,201110230nor,clt,BrayTy20,tackles_loss,1,,,,,
player,201110230nor,clt,BrayTy20,qb_hits,1,,,,,
player,201110230nor,clt,BrayTy20,fumbles_rec,0,,,,,
player,201110230nor,clt,BrayTy20,fumbles_rec_yds,0,,,,,
player,201110230nor,clt,BrayTy20,fumbles_rec_td,0,,,,,
player,201110230nor,clt,BrayTy20,fumbles_forced,0,,,,,
player,201110230nor,clt,BethAn20,def_int,0,,,,,
player,201110230nor,clt,BethAn20,def_int_yds,0,,,,,
player,201110230nor,clt,BethAn20,def_int_td,0,,,,,
player,201110230nor,clt,BethAn20,def_int_long,0,,,,,
player,201110230nor,clt,BethAn20,pass_defended,1,,,,,
player,201110230nor,clt,BethAn20,sacks,0.0,,,,,
player,201110230nor,clt,BethAn20,tackles_combined,11,,,,,
player,201110230nor,clt,BethAn20,tackles_solo,7,,,,,
player,201110230nor,clt,BethAn20,tackles_assists,4,,,,,
player,201110230nor,clt,BethAn20,tackles_loss,0,,,,,
player,201110230nor,clt,BethAn20,qb_hits,0,,,,,
player,201110230nor,clt,BethAn20,fumbles_rec,0,,,,,
player,201110230nor,clt,BethAn20,fumbles_rec_yds,0,,,,,
player,201110230nor,clt,BethAn20,fumbles_rec_td,0,,,,,
player,201110230nor,clt,BethAn20,fumbles_forced,0,,,,,
player,201110230nor,clt,ThomKe99,def_int,0,,,,,
player,201110230nor,clt,ThomKe99,def_int_yds,0,,,,,
player,201110230nor,clt,ThomKe99,def_int_td,0,,,,,
player,201110230nor,clt,ThomKe99,def_int_long,0,,,,,
player,201110230nor,clt,ThomKe99,pass_defended,1,,,,,
player,201110230nor,clt,ThomKe99,sacks,0.0,,,,,
player,201110230nor,clt,ThomKe99,tackles_combined,10,,,,,
player,201110230nor,clt,ThomKe99,tackles_solo,7,,,,,
