game,2011,15,20111218,201112180ram,cin,"Cincinnati Bengals",20,ram,"St. Louis Rams",13
player,201112180ram,ram,QuinRo00,def_int,0,,,,,
player,201112180ram,ram,QuinRo00,def_int_yds,0,,,,,
player,201112180ram,ram,QuinRo00,def_int_td,0,,,,,
player,201112180ram,ram,QuinRo00,def_int_long,0,,,,,
player,201112180ram,ram,QuinRo00,pass_defended,1,,,,,
player,201112180ram,ram,QuinRo00,sacks,0.0,,,,,
player,201112180ram,ram,QuinRo00,tackles_combined,1,,,,,
player,201112180ram,ram,QuinRo00,tackles_solo,1,,,,,
player,201112180ram,ram,QuinRo00,tackles_assists,0,,,,,
player,201112180ram,ram,QuinRo00,tackles_loss,0,,,,,
player,201112180ram,ram,QuinRo00,qb_hits,0,,,,,
player,201112180ram,ram,QuinRo00,fumbles_rec,0,,,,,
player,201112180ram,ram,QuinRo00,fumbles_rec_yds,0,,,,,
player,201112180ram,ram,QuinRo00,fumbles_rec_td,0,,,,,
player,201112180ram,ram,QuinRo00,fumbles_forced,0,,,,,
player,201112180ram,ram,SimsEu99,def_int,0,,,,,
player,201112180ram,ram,SimsEu99,def_int_yds,0,,,,,
player,201112180ram,ram,SimsEu99,def_int_td,0,,,,,
player,201112180ram,ram,SimsEu99,def_int_long,0,,,,,
player,201112180ram,ram,SimsEu99,pass_defended,0,,,,,
player,201112180ram,ram,SimsEu99,sacks,0.0,,,,,
player,201112180ram,ram,SimsEu99,tackles_combined,1,,,,,
player,201112180ram,ram,SimsEu99,tackles_solo,1,,,,,
player,201112180ram,ram,SimsEu99,tackles_assists,0,,,,,
player,201112180ram,ram,SimsEu99,tackles_loss,0,,,,,
player,201112180ram,ram,SimsEu99,qb_hits,0,,,,,
player,201112180ram,ram,SimsEu99,fumbles_rec,0,,,,,
player,201112180ram,ram,SimsEu99,fumbles_rec_yds,0,,,,,
player,201112180ram,ram,SimsEu99,fumbles_rec_td,0,,,,,
player,201112180ram,ram,SimsEu99,fumbles_forced,0,,,,,
player,201112180ram,cin,TateBr00,kick_ret,4,,,,,
player,201112180ram,cin,TateBr00,kick_ret_yds,101,,,,,
player,201112180ram,cin,TateBr00,kick_ret_yds_per_ret,25.3,,,,,
player,201112180ram,cin,TateBr00,kick_ret_td,0,,,,,
player,201112180ram,cin,TateBr00,kick_ret_long,37,,,,,
player,201112180ram,cin,TateBr00,punt_ret,2,,,,,
player,201112180ram,cin,TateBr00,punt_ret_yds,71,,,,,
player,201112180ram,cin,TateBr00,punt_ret_yds_per_ret,35.5,,,,,
player,201112180ram,cin,TateBr00,punt_ret_td,0,,,,,
player,201112180ram,cin,TateBr00,punt_ret_long,56,,,,,
player,201112180ram,ram,NorwJe00,kick_ret,4,,,,,
player,201112180ram,ram,NorwJe00,kick_ret_yds,83,,,,,
player,201112180ram,ram,NorwJe00,kick_ret_yds_per_ret,20.8,,,,,
player,201112180ram,ram,NorwJe00,kick_ret_td,0,,,,,
player,201112180ram,ram,NorwJe00,kick_ret_long,26,,,,,
player,201112180ram,ram,NorwJe00,punt_ret,0,,,,,
player,201112180ram,ram,NorwJe00,punt_ret_yds,0,,,,,
player,201112180ram,ram,NorwJe00,punt_ret_yds_per_ret,,,,,,
player,201112180ram,ram,NorwJe00,punt_ret_td,0,,,,,
player,201112180ram,ram,NorwJe00,punt_ret_long,0,,,,,
player,201112180ram,cin,nugenmik01,xpm,2,,,,,
player,201112180ram,cin,nugenmik01,xpa,2,,,,,
player,201112180ram,cin,nugenmik01,fgm,2,,,,,
player,201112180ram,cin,nugenmik01,fga,2,,,,,
player,201112180ram,cin,nugenmik01,punt,0,,,,,
player,201112180ram,cin,nugenmik01,punt_yds,0,,,,,
player,201112180ram,cin,nugenmik01,punt_yds_per_punt,,,,,,
player,201112180ram,cin,nugenmik01,punt_long,0,,,,,
player,201112180ram,cin,HubeKe20,xpm,,,,,,
player,201112180ram,cin,HubeKe20,xpa,,,,,,
player,201112180ram,cin,HubeKe20,fgm,,,,,,
player,201112180ram,cin,HubeKe20,fga,,,,,,
player,201112180ram,cin,HubeKe20,punt,5,,,,,
player,201112180ram,cin,HubeKe20,punt_yds,169,,,,,
player,201112180ram,cin,HubeKe20,punt_yds_per_punt,33.8,,,,,
player,201112180ram,cin,HubeKe20,punt_long,43,,,,,
player,201112180ram,ram,brownjos01,xpm,1,,,,,
player,201112180ram,ram,brownjos01,xpa,1,,,,,
player,201112180ram,ram,brownjos01,fgm,2,,,,,
player,201112180ram,ram,brownjos01,fga,3,,,,,
player,201112180ram,ram,brownjos01,punt,0,,,,,
player,201112180ram,ram,brownjos01,punt_yds,0,,,,,
player,201112180ram,ram,brownjos01,punt_yds_per_punt,,,,,,
player,201112180ram,ram,brownjos01,punt_long,0,,,,,
player,201112180ram,ram,JoneDo21,xpm,,,,,,
player,201112180ram,ram,JoneDo21,xpa,,,,,,
player,201112180ram,ram,JoneDo21,fgm,,,,,,
player,201112180ram,ram,JoneDo21,fga,,,,,,
player,201112180ram,ram,JoneDo21,punt,7,,,,,
player,201112180ram,ram,JoneDo21,punt_yds,300,,,,,
player,201112180ram,ram,JoneDo21,punt_yds_per_punt,42.9,,,,,
player,201112180ram,ram,JoneDo21,punt_long,57,,,,,
