game,2011,15,20111218,201112180ram,cin,"Cincinnati Bengals",20,ram,"St. Louis Rams",13
player,201112180ram,cin,BensCe00,rush_att,22,,,,,
player,201112180ram,cin,BensCe00,rush_yds,76,,,,,
player,201112180ram,cin,BensCe00,rush_td,1,,,,,
player,201112180ram,cin,BensCe00,rush_long,15,,,,,
player,201112180ram,cin,BensCe00,targets,2,,,,,
player,201112180ram,cin,BensCe00,rec,1,,,,,
player,201112180ram,cin,BensCe00,rec_yds,11,,,,,
player,201112180ram,cin,BensCe00,rec_td,0,,,,,
player,201112180ram,cin,BensCe00,rec_long,11,,,,,
player,201112180ram,cin,BensCe00,fumbles,3,,,,,
player,201112180ram,cin,BensCe00,fumbles_lost,0,,,,,
player,201112180ram,cin,ScotBe00,pass_cmp,0,,,,,
player,201112180ram,cin,ScotBe00,pass_att,0,,,,,
player,201112180ram,cin,ScotBe00,pass_yds,0,,,,,
player,201112180ram,cin,ScotBe00,pass_td,0,,,,,
player,201112180ram,cin,ScotBe00,pass_int,0,,,,,
player,201112180ram,cin,ScotBe00,pass_sacked,0,,,,,
player,201112180ram,cin,ScotBe00,pass_sacked_yds,0,,,,,
player,201112180ram,cin,ScotBe00,pass_long,0,,,,,
player,201112180ram,cin,ScotBe00,pass_rating,,,,,,
player,201112180ram,cin,ScotBe00,rush_att,7,,,,,
player,201112180ram,cin,ScotBe00,rush_yds,20,,,,,
player,201112180ram,cin,ScotBe00,rush_td,1,,,,,
player,201112180ram,cin,ScotBe00,rush_long,11,,,,,
player,201112180ram,cin,ScotBe00,targets,0,,,,,
player,201112180ram,cin,ScotBe00,rec,0,,,,,
player,201112180ram,cin,ScotBe00,rec_yds,0,,,,,
player,201112180ram,cin,ScotBe00,rec_td,0,,,,,
player,201112180ram,cin,ScotBe00,rec_long,0,,,,,
player,201112180ram,cin,ScotBe00,fumbles,0,,,,,
player,201112180ram,cin,ScotBe00,fumbles_lost,,,,,,
player,201112180ram,cin,HawkAn00,pass_cmp,0,,,,,
player,201112180ram,cin,HawkAn00,pass_att,0,,,,,
player,201112180ram,cin,HawkAn00,pass_yds,0,,,,,
player,201112180ram,cin,HawkAn00,pass_td,0,,,,,
player,201112180ram,cin,HawkAn00,pass_int,0,,,,,
player,201112180ram,cin,HawkAn00,pass_sacked,0,,,,,
player,201112180ram,cin,HawkAn00,pass_sacked_yds,0,,,,,
player,201112180ram,cin,HawkAn00,pass_long,0,,,,,
player,201112180ram,cin,HawkAn00,pass_rating,,,,,,
player,201112180ram,cin,HawkAn00,rush_att,1,,,,,
player,201112180ram,cin,HawkAn00,rush_yds,8,,,,,
player,201112180ram,cin,HawkAn00,rush_td,0,,,,,
player,201112180ram,cin,HawkAn00,rush_long,8,,,,,
player,201112180ram,cin,HawkAn00,targets,2,,,,,
player,201112180ram,cin,HawkAn00,rec,1,,,,,
player,201112180ram,cin,HawkAn00,rec_yds,10,,,,,
player,201112180ram,cin,HawkAn00,rec_td,0,,,,,
player,201112180ram,cin,HawkAn00,rec_long,10,,,,,
player,201112180ram,cin,HawkAn00,fumbles,0,,,,,
player,201112180ram,cin,HawkAn00,fumbles_lost,,,,,,
player,201112180ram,cin,PeerCe00,pass_cmp,0,,,,,
player,201112180ram,cin,PeerCe00,pass_att,0,,,,,
player,201112180ram,cin,PeerCe00,pass_yds,0,,,,,
player,201112180ram,cin,PeerCe00,pass_td,0,,,,,
player,201112180ram,cin,PeerCe00,pass_int,0,,,,,
player,201112180ram,cin,PeerCe00,pass_sacked,0,,,,,
player,201112180ram,cin,PeerCe00,pass_sacked_yds,0,,,,,
player,201112180ram,cin,PeerCe00,pass_long,0,,,,,
player,201112180ram,cin,PeerCe00,pass_rating,,,,,,
player,201112180ram,cin,PeerCe00,rush_att,2,,,,,
player,201112180ram,cin,PeerCe00,rush_yds,8,,,,,
player,201112180ram,cin,PeerCe00,rush_td,0,,,,,
player,201112180ram,cin,PeerCe00,rush_long,11,,,,,
player,201112180ram,cin,PeerCe00,targets,1,,,,,
player,201112180ram,cin,PeerCe00,rec,0,,,,,
player,201112180ram,cin,PeerCe00,rec_yds,0,,,,,
player,201112180ram,cin,PeerCe00,rec_td,0,,,,,
player,201112180ram,cin,PeerCe00,rec_long,0,,,,,
player,201112180ram,cin,PeerCe00,fumbles,0,,,,,
player,201112180ram,cin,PeerCe00,fumbles_lost,,,,,,
player,201112180ram,cin,GreeA.00,pass_cmp,0,,,,,
player,201112180ram,cin,GreeA.00,pass_att,0,,,,,
player,201112180ram,cin,GreeA.00,pass_yds,0,,,,,
player,201112180ram,cin,GreeA.00,pass_td,0,,,,,
player,201112180ram,cin,GreeA.00,pass_int,0,,,,,
player,201112180ram,cin,GreeA.00,pass_sacked,0,,,,,
player,201112180ram,cin,GreeA.00,pass_sacked_yds,0,,,,,
player,201112180ram,cin,GreeA.00,pass_long,0,,,,,
player,201112180ram,cin,GreeA.00,pass_rating,,,,,,
player,201112180ram,cin,GreeA.00,rush_att,0,,,,,
player,201112180ram,cin,GreeA.00,rush_yds,0,,,,,
player,201112180ram,cin,GreeA.00,rush_td,0,,,,,
player,201112180ram,cin,GreeA.00,rush_long,0,,,,,
player,201112180ram,cin,GreeA.00,targets,9,,,,,
player,201112180ram,cin,GreeA.00,rec,6,,,,,
player,201112180ram,cin,GreeA.00,rec_yds,115,,,,,
player,201112180ram,cin,GreeA.00,rec_td,0,,,,,
player,201112180ram,cin,GreeA.00,rec_long,55,,,,,
player,201112180ram,cin,GreeA.00,fumbles,0,,,,,
player,201112180ram,cin,GreeA.00,fumbles_lost,,,,,,
player,201112180ram,cin,GresJe00,pass_cmp,0,,,,,
player,201112180ram,cin,GresJe00,pass_att,0,,,,,
player,201112180ram,cin,GresJe00,pass_yds,0,,,,,
player,201112180ram,cin,GresJe00,pass_td,0,,,,,
player,201112180ram,cin,GresJe00,pass_int,0,,,,,
player,201112180ram,cin,GresJe00,pass_sacked,0,,,,,
player,201112180ram,cin,GresJe00,pass_sacked_yds,0,,,,,
player,201112180ram,cin,GresJe00,pass_long,0,,,,,
player,201112180ram,cin,GresJe00,pass_rating,,,,,,
player,201112180ram,cin,GresJe00,rush_att,0,,,,,
player,201112180ram,cin,GresJe00,rush_yds,0,,,,,
player,201112180ram,cin,GresJe00,rush_td,0,,,,,
player,201112180ram,cin,GresJe00,rush_long,0,,,,,
player,201112180ram,cin,GresJe00,targets,5,,,,,
player,201112180ram,cin,GresJe00,rec,3,,,,,
player,201112180ram,cin,GresJe00,rec_yds,16,,,,,
player,201112180ram,cin,GresJe00,rec_td,0,,,,,
player,201112180ram,cin,GresJe00,rec_long,9,,,,,
player,201112180ram,cin,GresJe00,fumbles,0,,,,,
player,201112180ram,cin,GresJe00,fumbles_lost,,,,,,
player,201112180ram,cin,SimpJe00,pass_cmp,0,,,,,
player,201112180ram,cin,SimpJe00,pass_att,0,,,,,
player,201112180ram,cin,SimpJe00,pass_yds,0,,,,,
player,201112180ram,cin,SimpJe00,pass_td,0,,,,,
player,201112180ram,cin,SimpJe00,pass_int,0,,,,,
player,201112180ram,cin,SimpJe00,pass_sacked,0,,,,,
player,201112180ram,cin,SimpJe00,pass_sacked_yds,0,,,,,
player,201112180ram,cin,SimpJe00,pass_long,0,,,,,
player,201112180ram,cin,SimpJe00,pass_rating,,,,,,
player,201112180ram,cin,SimpJe00,rush_att,0,,,,,
player,201112180ram,cin,SimpJe00,rush_yds,0,,,,,
player,201112180ram,cin,SimpJe00,rush_td,0,,,,,
player,201112180ram,cin,SimpJe00,rush_long,0,,,,,
player,201112180ram,cin,SimpJe00,targets,5,,,,,
player,201112180ram,cin,SimpJe00,rec,2,,,,,
player,201112180ram,cin,SimpJe00,rec_yds,14,,,,,
player,201112180ram,cin,SimpJe00,rec_td,0,,,,,
player,201112180ram,cin,SimpJe00,rec_long,10,,,,,
player,201112180ram,cin,SimpJe00,fumbles,0,,,,,
player,201112180ram,cin,SimpJe00,fumbles_lost,,,,,,
player,201112180ram,cin,WhalRy00,pass_cmp,0,,,,,
player,201112180ram,cin,WhalRy00,pass_att,0,,,,,
player,201112180ram,cin,WhalRy00,pass_yds,0,,,,,
player,201112180ram,cin,WhalRy00,pass_td,0,,,,,
player,201112180ram,cin,WhalRy00,pass_int,0,,,,,
player,201112180ram,cin,WhalRy00,pass_sacked,0,,,,,
player,201112180ram,cin,WhalRy00,pass_sacked_yds,0,,,,,
player,201112180ram,cin,WhalRy00,pass_long,0,,,,,
player,201112180ram,cin,WhalRy00,pass_rating,,,,,,
player,201112180ram,cin,WhalRy00,rush_att,0,,,,,
player,201112180ram,cin,WhalRy00,rush_yds,0,,,,,
player,201112180ram,cin,WhalRy00,rush_td,0,,,,,
player,201112180ram,cin,WhalRy00,rush_long,0,,,,,
player,201112180ram,cin,WhalRy00,targets,1,,,,,
player,201112180ram,cin,WhalRy00,rec,1,,,,,
player,201112180ram,cin,WhalRy00,rec_yds,7,,,,,
player,201112180ram,cin,WhalRy00,rec_td,0,,,,,
player,201112180ram,cin,WhalRy00,rec_long,7,,,,,
player,201112180ram,cin,WhalRy00,fumbles,0,,,,,
player,201112180ram,cin,WhalRy00,fumbles_lost,,,,,,
player,201112180ram,cin,CochCo00,pass_cmp,0,,,,,
player,201112180ram,cin,CochCo00,pass_att,0,,,,,
player,201112180ram,cin,CochCo00,pass_yds,0,,,,,
player,201112180ram,cin,CochCo00,pass_td,0,,,,,
player,201112180ram,cin,CochCo00,pass_int,0,,,,,
player,201112180ram,cin,CochCo00,pass_sacked,0,,,,,
player,201112180ram,cin,CochCo00,pass_sacked_yds,0,,,,,
player,201112180ram,cin,CochCo00,pass_long,0,,,,,
player,201112180ram,cin,CochCo00,pass_rating,,,,,,
player,201112180ram,cin,CochCo00,rush_att,0,,,,,
player,201112180ram,cin,CochCo00,rush_yds,0,,,,,
player,201112180ram,cin,CochCo00,rush_td,0,,,,,
player,201112180ram,cin,CochCo00,rush_long,0,,,,,
player,201112180ram,cin,CochCo00,targets,1,,,,,
player,201112180ram,cin,CochCo00,rec,1,,,,,
player,201112180ram,cin,CochCo00,rec_yds,6,,,,,
player,201112180ram,cin,CochCo00,rec_td,0,,,,,
player,201112180ram,cin,CochCo00,rec_long,6,,,,,
player,201112180ram,cin,CochCo00,fumbles,0,,,,,
player,201112180ram,cin,CochCo00,fumbles_lost,,,,,,
player,201112180ram,ram,ClemKe00,pass_cmp,25,,,,,
player,201112180ram,ram,ClemKe00,pass_att,36,,,,,
player,201112180ram,ram,ClemKe00,pass_yds,229,,,,,
player,201112180ram,ram,ClemKe00,pass_td,1,,,,,
player,201112180ram,ram,ClemKe00,pass_int,0,,,,,
player,201112180ram,ram,ClemKe00,pass_sacked,3,,,,,
player,201112180ram,ram,ClemKe00,pass_sacked_yds,19,,,,,
player,201112180ram,ram,ClemKe00,pass_long,25,,,,,
player,201112180ram,ram,ClemKe00,pass_rating,95.7,,,,,
player,201112180ram,ram,ClemKe00,rush_att,2,,,,,
player,201112180ram,ram,ClemKe00,rush_yds,9,,,,,
player,201112180ram,ram,ClemKe00,rush_td,0,,,,,
player,201112180ram,ram,ClemKe00,rush_long,8,,,,,
player,201112180ram,ram,ClemKe00,targets,0,,,,,
player,201112180ram,ram,ClemKe00,rec,0,,,,,
player,201112180ram,ram,ClemKe00,rec_yds,0,,,,,
player,201112180ram,ram,ClemKe00,rec_td,0,,,,,
player,201112180ram,ram,ClemKe00,rec_long,0,,,,,
player,201112180ram,ram,ClemKe00,fumbles,1,,,,,
player,201112180ram,ram,ClemKe00,fumbles_lost,0,,,,,
player,201112180ram,ram,JackSt00,pass_cmp,0,,,,,
player,201112180ram,ram,JackSt00,pass_att,0,,,,,
player,201112180ram,ram,JackSt00,pass_yds,0,,,,,
player,201112180ram,ram,JackSt00,pass_td,0,,,,,
player,201112180ram,ram,JackSt00,pass_int,0,,,,,
player,201112180ram,ram,JackSt00,pass_sacked,0,,,,,
player,201112180ram,ram,JackSt00,pass_sacked_yds,0,,,,,
player,201112180ram,ram,JackSt00,pass_long,0,,,,,
player,201112180ram,ram,JackSt00,pass_rating,,,,,,
player,201112180ram,ram,JackSt00,rush_att,18,,,,,
player,201112180ram,ram,JackSt00,rush_yds,71,,,,,
player,201112180ram,ram,JackSt00,rush_td,0,,,,,
player,201112180ram,ram,JackSt00,rush_long,18,,,,,
player,201112180ram,ram,JackSt00,targets,10,,,,,
player,201112180ram,ram,JackSt00,rec,9,,,,,
player,201112180ram,ram,JackSt00,rec_yds,72,,,,,
player,201112180ram,ram,JackSt00,rec_td,0,,,,,
player,201112180ram,ram,JackSt00,rec_long,12,,,,,
player,201112180ram,ram,JackSt00,fumbles,0,,,,,
player,201112180ram,ram,JackSt00,fumbles_lost,,,,,,
player,201112180ram,ram,WillCa02,pass_cmp,0,,,,,
player,201112180ram,ram,WillCa02,pass_att,0,,,,,
player,201112180ram,ram,WillCa02,pass_yds,0,,,,,
player,201112180ram,ram,WillCa02,pass_td,0,,,,,
player,201112180ram,ram,WillCa02,pass_int,0,,,,,
player,201112180ram,ram,WillCa02,pass_sacked,0,,,,,
player,201112180ram,ram,WillCa02,pass_sacked_yds,0,,,,,
player,201112180ram,ram,WillCa02,pass_long,0,,,,,
player,201112180ram,ram,WillCa02,pass_rating,,,,,,
player,201112180ram,ram,WillCa02,rush_att,3,,,,,
player,201112180ram,ram,WillCa02,rush_yds,16,,,,,
player,201112180ram,ram,WillCa02,rush_td,0,,,,,
player,201112180ram,ram,WillCa02,rush_long,7,,,,,
player,201112180ram,ram,WillCa02,targets,1,,,,,
player,201112180ram,ram,WillCa02,rec,1,,,,,
player,201112180ram,ram,WillCa02,rec_yds,6,,,,,
player,201112180ram,ram,WillCa02,rec_td,0,,,,,
player,201112180ram,ram,WillCa02,rec_long,6,,,,,
player,201112180ram,ram,WillCa02,fumbles,0,,,,,
player,201112180ram,ram,WillCa02,fumbles_lost,,,,,,
player,201112180ram,ram,AlexDa00,pass_cmp,0,,,,,
player,201112180ram,ram,AlexDa00,pass_att,0,,,,,
player,201112180ram,ram,AlexDa00,pass_yds,0,,,,,
player,201112180ram,ram,AlexDa00,pass_td,0,,,,,
player,201112180ram,ram,AlexDa00,pass_int,0,,,,,
player,201112180ram,ram,AlexDa00,pass_sacked,0,,,,,
player,201112180ram,ram,AlexDa00,pass_sacked_yds,0,,,,,
player,201112180ram,ram,AlexDa00,pass_long,0,,,,,
player,201112180ram,ram,AlexDa00,pass_rating,,,,,,
player,201112180ram,ram,AlexDa00,rush_att,0,,,,,
player,201112180ram,ram,AlexDa00,rush_yds,0,,,,,
player,201112180ram,ram,AlexDa00,rush_td,0,,,,,
player,201112180ram,ram,AlexDa00,rush_long,0,,,,,
player,201112180ram,ram,AlexDa00,targets,3,,,,,
player,201112180ram,ram,AlexDa00,rec,3,,,,,
player,201112180ram,ram,AlexDa00,rec_yds,52,,,,,
player,201112180ram,ram,AlexDa00,rec_td,1,,,,,
player,201112180ram,ram,AlexDa00,rec_long,25,,,,,
player,201112180ram,ram,AlexDa00,fumbles,0,,,,,
player,201112180ram,ram,AlexDa00,fumbles_lost,,,,,,
player,201112180ram,ram,LloyBr00,pass_cmp,0,,,,,
player,201112180ram,ram,LloyBr00,pass_att,0,,,,,
player,201112180ram,ram,LloyBr00,pass_yds,0,,,,,
player,201112180ram,ram,LloyBr00,pass_td,0,,,,,
player,201112180ram,ram,LloyBr00,pass_int,0,,,,,
player,201112180ram,ram,LloyBr00,pass_sacked,0,,,,,
player,201112180ram,ram,LloyBr00,pass_sacked_yds,0,,,,,
player,201112180ram,ram,LloyBr00,pass_long,0,,,,,
player,201112180ram,ram,LloyBr00,pass_rating,,,,,,
player,201112180ram,ram,LloyBr00,rush_att,0,,,,,
player,201112180ram,ram,LloyBr00,rush_yds,0,,,,,
player,201112180ram,ram,LloyBr00,rush_td,0,,,,,
player,201112180ram,ram,LloyBr00,rush_long,0,,,,,
player,201112180ram,ram,LloyBr00,targets,9,,,,,
player,201112180ram,ram,LloyBr00,rec,5,,,,,
player,201112180ram,ram,LloyBr00,rec_yds,42,,,,,
player,201112180ram,ram,LloyBr00,rec_td,0,,,,,
player,201112180ram,ram,LloyBr00,rec_long,15,,,,,
player,201112180ram,ram,LloyBr00,fumbles,0,,,,,
player,201112180ram,ram,LloyBr00,fumbles_lost,,,,,,
player,201112180ram,ram,PettAu00,pass_cmp,0,,,,,
player,201112180ram,ram,PettAu00,pass_att,0,,,,,
player,201112180ram,ram,PettAu00,pass_yds,0,,,,,
player,201112180ram,ram,PettAu00,pass_td,0,,,,,
player,201112180ram,ram,PettAu00,pass_int,0,,,,,
player,201112180ram,ram,PettAu00,pass_sacked,0,,,,,
player,201112180ram,ram,PettAu00,pass_sacked_yds,0,,,,,
player,201112180ram,ram,PettAu00,pass_long,0,,,,,
player,201112180ram,ram,PettAu00,pass_rating,,,,,,
player,201112180ram,ram,PettAu00,rush_att,0,,,,,
player,201112180ram,ram,PettAu00,rush_yds,0,,,,,
player,201112180ram,ram,PettAu00,rush_td,0,,,,,
player,201112180ram,ram,PettAu00,rush_long,0,,,,,
player,201112180ram,ram,PettAu00,targets,9,,,,,
player,201112180ram,ram,PettAu00,rec,4,,,,,
player,201112180ram,ram,PettAu00,rec_yds,38,,,,,
player,201112180ram,ram,PettAu00,rec_td,0,,,,,
player,201112180ram,ram,PettAu00,rec_long,16,,,,,
player,201112180ram,ram,PettAu00,fumbles,0,,,,,
player,201112180ram,ram,PettAu00,fumbles_lost,,,,,,
player,201112180ram,ram,KendLa00,pass_cmp,0,,,,,
player,201112180ram,ram,KendLa00,pass_att,0,,,,,
player,201112180ram,ram,KendLa00,pass_yds,0,,,,,
player,201112180ram,ram,KendLa00,pass_td,0,,,,,
player,201112180ram,ram,KendLa00,pass_int,0,,,,,
player,201112180ram,ram,KendLa00,pass_sacked,0,,,,,
player,201112180ram,ram,KendLa00,pass_sacked_yds,0,,,,,
player,201112180ram,ram,KendLa00,pass_long,0,,,,,
player,201112180ram,ram,KendLa00,pass_rating,,,,,,
player,201112180ram,ram,KendLa00,rush_att,0,,,,,
player,201112180ram,ram,KendLa00,rush_yds,0,,,,,
player,201112180ram,ram,KendLa00,rush_td,0,,,,,
player,201112180ram,ram,KendLa00,rush_long,0,,,,,
player,201112180ram,ram,KendLa00,targets,4,,,,,
player,201112180ram,ram,KendLa00,rec,3,,,,,
player,201112180ram,ram,KendLa00,rec_yds,19,,,,,
player,201112180ram,ram,KendLa00,rec_td,0,,,,,
player,201112180ram,ram,KendLa00,rec_long,9,,,,,
player,201112180ram,ram,KendLa00,fumbles,0,,,,,
player,201112180ram,ram,KendLa00,fumbles_lost,,,,,,
player,201112180ram,ram,NorwJe00,pass_cmp,0,,,,,
player,201112180ram,ram,NorwJe00,pass_att,0,,,,,
player,201112180ram,ram,NorwJe00,pass_yds,0,,,,,
player,201112180ram,ram,NorwJe00,pass_td,0,,,,,
player,201112180ram,ram,NorwJe00,pass_int,0,,,,,
player,201112180ram,ram,NorwJe00,pass_sacked,0,,,,,
player,201112180ram,ram,NorwJe00,pass_sacked_yds,0,,,,,
player,201112180ram,ram,NorwJe00,pass_long,0,,,,,
player,201112180ram,ram,NorwJe00,pass_rating,,,,,,
player,201112180ram,ram,NorwJe00,rush_att,1,,,,,
player,201112180ram,ram,NorwJe00,rush_yds,-1,,,,,
player,201112180ram,ram,NorwJe00,rush_td,0,,,,,
player,201112180ram,ram,NorwJe00,rush_long,-1,,,,,
player,201112180ram,ram,NorwJe00,targets,0,,,,,
player,201112180ram,ram,NorwJe00,rec,0,,,,,
player,201112180ram,ram,NorwJe00,rec_yds,0,,,,,
player,201112180ram,ram,NorwJe00,rec_td,0,,,,,
player,201112180ram,ram,NorwJe00,rec_long,0,,,,,
player,201112180ram,ram,NorwJe00,fumbles,0,,,,,
player,201112180ram,ram,NorwJe00,fumbles_lost,,,,,,
player,201112180ram,cin,ClemNa99,def_int,0,,,,,
player,201112180ram,cin,ClemNa99,def_int_yds,0,,,,,
player,201112180ram,cin,ClemNa99,def_int_td,0,,,,,
player,201112180ram,cin,ClemNa99,def_int_long,0,,,,,
player,201112180ram,cin,ClemNa99,pass_defended,0,,,,,
player,201112180ram,cin,ClemNa99,sacks,1.0,,,,,
player,201112180ram,cin,ClemNa99,tackles_combined,7,,,,,
player,201112180ram,cin,ClemNa99,tackles_solo,7,,,,,
player,201112180ram,cin,ClemNa99,tackles_assists,0,,,,,
player,201112180ram,cin,ClemNa99,tackles_loss,2,,,,,
player,201112180ram,cin,ClemNa99,qb_hits,1,,,,,
player,201112180ram,cin,ClemNa99,fumbles_rec,0,,,,,
player,201112180ram,cin,ClemNa99,fumbles_rec_yds,0,,,,,
player,201112180ram,cin,ClemNa99,fumbles_rec_td,0,,,,,
player,201112180ram,cin,ClemNa99,fumbles_forced,0,,,,,
player,201112180ram,cin,AtkiGe99,def_int,0,,,,,
player,201112180ram,cin,AtkiGe99,def_int_yds,0,,,,,
player,201112180ram,cin,AtkiGe99,def_int_td,0,,,,,
player,201112180ram,cin,AtkiGe99,def_int_long,0,,,,,
player,201112180ram,cin,AtkiGe99,pass_defended,0,,,,,
player,201112180ram,cin,AtkiGe99,sacks,1.0,,,,,
player,201112180ram,cin,AtkiGe99,tackles_combined,4,,,,,
player,201112180ram,cin,AtkiGe99,tackles_solo,4,,,,,
player,201112180ram,cin,AtkiGe99,tackles_assists,0,,,,,
player,201112180ram,cin,AtkiGe99,tackles_loss,2,,,,,
player,201112180ram,cin,AtkiGe99,qb_hits,3,,,,,
player,201112180ram,cin,AtkiGe99,fumbles_rec,0,,,,,
player,201112180ram,cin,AtkiGe99,fumbles_rec_yds,0,,,,,
player,201112180ram,cin,AtkiGe99,fumbles_rec_td,0,,,,,
player,201112180ram,cin,AtkiGe99,fumbles_forced,1,,,,,
player,201112180ram,cin,FaneJo20,def_int,0,,,,,
player,201112180ram,cin,FaneJo20,def_int_yds,0,,,,,
player,201112180ram,cin,FaneJo20,def_int_td,0,,,,,
player,201112180ram,cin,FaneJo20,def_int_long,0,,,,,
player,201112180ram,cin,FaneJo20,pass_defended,1,,,,,
player,201112180ram,cin,FaneJo20,sacks,1.0,,,,,
player,201112180ram,cin,FaneJo20,tackles_combined,1,,,,,
player,201112180ram,cin,FaneJo20,tackles_solo,1,,,,,
player,201112180ram,cin,FaneJo20,tackles_assists,0,,,,,
player,201112180ram,cin,FaneJo20,tackles_loss,1,,,,,
player,201112180ram,cin,FaneJo20,qb_hits,1,,,,,
player,201112180ram,cin,FaneJo20,fumbles_rec,0,,,,,
player,201112180ram,cin,FaneJo20,fumbles_rec_yds,0,,,,,
player,201112180ram,cin,FaneJo20,fumbles_rec_td,0,,,,,
player,201112180ram,cin,FaneJo20,fumbles_forced,0,,,,,
player,201112180ram,cin,HowaTh20,def_int,0,,,,,
player,201112180ram,cin,HowaTh20,def_int_yds,0,,,,,
player,201112180ram,cin,HowaTh20,def_int_td,0,,,,,
player,201112180ram,cin,HowaTh20,def_int_long,0,,,,,
player,201112180ram,cin,HowaTh20,pass_defended,0,,,,,
player,201112180ram,cin,HowaTh20,sacks,0.0,,,,,
player,201112180ram,cin,HowaTh20,tackles_combined,10,,,,,
player,201112180ram,cin,HowaTh20,tackles_solo,8,,,,,
player,201112180ram,cin,HowaTh20,tackles_assists,2,,,,,
player,201112180ram,cin,HowaTh20,tackles_loss,0,,,,,
player,201112180ram,cin,HowaTh20,qb_hits,0,,,,,
player,201112180ram,cin,HowaTh20,fumbles_rec,0,,,,,
player,201112180ram,cin,HowaTh20,fumbles_rec_yds,0,,,,,
player,201112180ram,cin,HowaTh20,fumbles_rec_td,0,,,,,
player,201112180ram,cin,HowaTh20,fumbles_forced,0,,,,,
player,201112180ram,cin,JohnMi98,def_int,0,,,,,
player,201112180ram,cin,JohnMi98,def_int_yds,0,,,,,
player,201112180ram,cin,JohnMi98,def_int_td,0,,,,,
player,201112180ram,cin,JohnMi98,def_int_long,0,,,,,
player,201112180ram,cin,JohnMi98,pass_defended,0,,,,,
player,201112180ram,cin,JohnMi98,sacks,0.0,,,,,
player,201112180ram,cin,JohnMi98,tackles_combined,5,,,,,
player,201112180ram,cin,JohnMi98,tackles_solo,4,,,,,
player,201112180ram,cin,JohnMi98,tackles_assists,1,,,,,
player,201112180ram,cin,JohnMi98,tackles_loss,1,,,,,
player,201112180ram,cin,JohnMi98,qb_hits,3,,,,,
player,201112180ram,cin,JohnMi98,fumbles_rec,0,,,,,
