game,2011,1,20110911,201109110kan,buf,"Buffalo Bills",41,kan,"Kansas City Chiefs",7
player,201109110kan,buf,FitzRy00,targets,0,,,,,
player,201109110kan,buf,FitzRy00,rec,0,,,,,
player,201109110kan,buf,FitzRy00,rec_yds,0,,,,,
player,201109110kan,buf,FitzRy00,rec_td,0,,,,,
player,201109110kan,buf,FitzRy00,rec_long,0,,,,,
player,201109110kan,buf,FitzRy00,fumbles,1,,,,,
player,201109110kan,buf,FitzRy00,fumbles_lost,0,,,,,
player,201109110kan,buf,SmitBr01,pass_cmp,0,,,,,
player,201109110kan,buf,SmitBr01,pass_att,1,,,,,
player,201109110kan,buf,SmitBr01,pass_yds,0,,,,,
player,201109110kan,buf,SmitBr01,pass_td,0,,,,,
player,201109110kan,buf,SmitBr01,pass_int,1,,,,,
player,201109110kan,buf,SmitBr01,pass_sacked,0,,,,,
player,201109110kan,buf,SmitBr01,pass_sacked_yds,0,,,,,
player,201109110kan,buf,SmitBr01,pass_long,0,,,,,
player,201109110kan,buf,SmitBr01,pass_rating,0.0,,,,,
player,201109110kan,buf,SmitBr01,rush_att,3,,,,,
player,201109110kan,buf,SmitBr01,rush_yds,6,,,,,
player,201109110kan,buf,SmitBr01,rush_td,0,,,,,
player,201109110kan,buf,SmitBr01,rush_long,4,,,,,
player,201109110kan,buf,SmitBr01,targets,0,,,,,
player,201109110kan,buf,SmitBr01,rec,0,,,,,
player,201109110kan,buf,SmitBr01,rec_yds,0,,,,,
player,201109110kan,buf,SmitBr01,rec_td,0,,,,,
player,201109110kan,buf,SmitBr01,rec_long,0,,,,,
player,201109110kan,buf,SmitBr01,fumbles,0,,,,,
player,201109110kan,buf,SmitBr01,fumbles_lost,,,,,,
player,201109110kan,buf,JackFr02,pass_cmp,0,,,,,
player,201109110kan,buf,JackFr02,pass_att,0,,,,,
player,201109110kan,buf,JackFr02,pass_yds,0,,,,,
player,201109110kan,buf,JackFr02,pass_td,0,,,,,
player,201109110kan,buf,JackFr02,pass_int,0,,,,,
player,201109110kan,buf,JackFr02,pass_sacked,0,,,,,
player,201109110kan,buf,JackFr02,pass_sacked_yds,0,,,,,
player,201109110kan,buf,JackFr02,pass_long,0,,,,,
player,201109110kan,buf,JackFr02,pass_rating,,,,,,
player,201109110kan,buf,JackFr02,rush_att,20,,,,,
player,201109110kan,buf,JackFr02,rush_yds,112,,,,,
player,201109110kan,buf,JackFr02,rush_td,0,,,,,
player,201109110kan,buf,JackFr02,rush_long,24,,,,,
player,201109110kan,buf,JackFr02,targets,1,,,,,
player,201109110kan,buf,JackFr02,rec,1,,,,,
player,201109110kan,buf,JackFr02,rec_yds,5,,,,,
player,201109110kan,buf,JackFr02,rec_td,0,,,,,
player,201109110kan,buf,JackFr02,rec_long,5,,,,,
player,201109110kan,buf,JackFr02,fumbles,0,,,,,
player,201109110kan,buf,JackFr02,fumbles_lost,,,,,,
player,201109110kan,buf,WhitJo01,pass_cmp,0,,,,,
player,201109110kan,buf,WhitJo01,pass_att,0,,,,,
player,201109110kan,buf,WhitJo01,pass_yds,0,,,,,
player,201109110kan,buf,WhitJo01,pass_td,0,,,,,
player,201109110kan,buf,WhitJo01,pass_int,0,,,,,
player,201109110kan,buf,WhitJo01,pass_sacked,0,,,,,
player,201109110kan,buf,WhitJo01,pass_sacked_yds,0,,,,,
player,201109110kan,buf,WhitJo01,pass_long,0,,,,,
player,201109110kan,buf,WhitJo01,pass_rating,,,,,,
player,201109110kan,buf,WhitJo01,rush_att,8,,,,,
player,201109110kan,buf,WhitJo01,rush_yds,26,,,,,
player,201109110kan,buf,WhitJo01,rush_td,0,,,,,
player,201109110kan,buf,WhitJo01,rush_long,13,,,,,
player,201109110kan,buf,WhitJo01,targets,0,,,,,
player,201109110kan,buf,WhitJo01,rec,0,,,,,
player,201109110kan,buf,WhitJo01,rec_yds,0,,,,,
player,201109110kan,buf,WhitJo01,rec_td,0,,,,,
player,201109110kan,buf,WhitJo01,rec_long,0,,,,,
player,201109110kan,buf,WhitJo01,fumbles,0,,,,,
player,201109110kan,buf,WhitJo01,fumbles_lost,,,,,,
player,201109110kan,buf,SpilC.00,pass_cmp,0,,,,,
player,201109110kan,buf,SpilC.00,pass_att,0,,,,,
player,201109110kan,buf,SpilC.00,pass_yds,0,,,,,
player,201109110kan,buf,SpilC.00,pass_td,0,,,,,
player,201109110kan,buf,SpilC.00,pass_int,0,,,,,
player,201109110kan,buf,SpilC.00,pass_sacked,0,,,,,
player,201109110kan,buf,SpilC.00,pass_sacked_yds,0,,,,,
player,201109110kan,buf,SpilC.00,pass_long,0,,,,,
player,201109110kan,buf,SpilC.00,pass_rating,,,,,,
player,201109110kan,buf,SpilC.00,rush_att,5,,,,,
player,201109110kan,buf,SpilC.00,rush_yds,16,,,,,
player,201109110kan,buf,SpilC.00,rush_td,1,,,,,
player,201109110kan,buf,SpilC.00,rush_long,9,,,,,
player,201109110kan,buf,SpilC.00,targets,1,,,,,
player,201109110kan,buf,SpilC.00,rec,1,,,,,
player,201109110kan,buf,SpilC.00,rec_yds,5,,,,,
player,201109110kan,buf,SpilC.00,rec_td,0,,,,,
player,201109110kan,buf,SpilC.00,rec_long,5,,,,,
player,201109110kan,buf,SpilC.00,fumbles,0,,,,,
player,201109110kan,buf,SpilC.00,fumbles_lost,,,,,,
player,201109110kan,buf,NelsDa01,pass_cmp,0,,,,,
player,201109110kan,buf,NelsDa01,pass_att,0,,,,,
player,201109110kan,buf,NelsDa01,pass_yds,0,,,,,
player,201109110kan,buf,NelsDa01,pass_td,0,,,,,
player,201109110kan,buf,NelsDa01,pass_int,0,,,,,
player,201109110kan,buf,NelsDa01,pass_sacked,0,,,,,
player,201109110kan,buf,NelsDa01,pass_sacked_yds,0,,,,,
player,201109110kan,buf,NelsDa01,pass_long,0,,,,,
player,201109110kan,buf,NelsDa01,pass_rating,,,,,,
player,201109110kan,buf,NelsDa01,rush_att,0,,,,,
player,201109110kan,buf,NelsDa01,rush_yds,0,,,,,
player,201109110kan,buf,NelsDa01,rush_td,0,,,,,
player,201109110kan,buf,NelsDa01,rush_long,0,,,,,
player,201109110kan,buf,NelsDa01,targets,6,,,,,
player,201109110kan,buf,NelsDa01,rec,4,,,,,
player,201109110kan,buf,NelsDa01,rec_yds,66,,,,,
player,201109110kan,buf,NelsDa01,rec_td,0,,,,,
player,201109110kan,buf,NelsDa01,rec_long,35,,,,,
player,201109110kan,buf,NelsDa01,fumbles,0,,,,,
player,201109110kan,buf,NelsDa01,fumbles_lost,,,,,,
player,201109110kan,buf,JohnSt00,pass_cmp,0,,,,,
player,201109110kan,buf,JohnSt00,pass_att,0,,,,,
player,201109110kan,buf,JohnSt00,pass_yds,0,,,,,
player,201109110kan,buf,JohnSt00,pass_td,0,,,,,
player,201109110kan,buf,JohnSt00,pass_int,0,,,,,
player,201109110kan,buf,JohnSt00,pass_sacked,0,,,,,
player,201109110kan,buf,JohnSt00,pass_sacked_yds,0,,,,,
player,201109110kan,buf,JohnSt00,pass_long,0,,,,,
player,201109110kan,buf,JohnSt00,pass_rating,,,,,,
player,201109110kan,buf,JohnSt00,rush_att,0,,,,,
player,201109110kan,buf,JohnSt00,rush_yds,0,,,,,
player,201109110kan,buf,JohnSt00,rush_td,0,,,,,
player,201109110kan,buf,JohnSt00,rush_long,0,,,,,
player,201109110kan,buf,JohnSt00,targets,6,,,,,
player,201109110kan,buf,JohnSt00,rec,4,,,,,
player,201109110kan,buf,JohnSt00,rec_yds,66,,,,,
player,201109110kan,buf,JohnSt00,rec_td,1,,,,,
player,201109110kan,buf,JohnSt00,rec_long,27,,,,,
player,201109110kan,buf,JohnSt00,fumbles,0,,,,,
player,201109110kan,buf,JohnSt00,fumbles_lost,,,,,,
player,201109110kan,buf,ChanSc00,pass_cmp,0,,,,,
player,201109110kan,buf,ChanSc00,pass_att,0,,,,,
player,201109110kan,buf,ChanSc00,pass_yds,0,,,,,
player,201109110kan,buf,ChanSc00,pass_td,0,,,,,
player,201109110kan,buf,ChanSc00,pass_int,0,,,,,
player,201109110kan,buf,ChanSc00,pass_sacked,0,,,,,
player,201109110kan,buf,ChanSc00,pass_sacked_yds,0,,,,,
player,201109110kan,buf,ChanSc00,pass_long,0,,,,,
player,201109110kan,buf,ChanSc00,pass_rating,,,,,,
player,201109110kan,buf,ChanSc00,rush_att,0,,,,,
player,201109110kan,buf,ChanSc00,rush_yds,0,,,,,
player,201109110kan,buf,ChanSc00,rush_td,0,,,,,
player,201109110kan,buf,ChanSc00,rush_long,0,,,,,
player,201109110kan,buf,ChanSc00,targets,5,,,,,
player,201109110kan,buf,ChanSc00,rec,5,,,,,
player,201109110kan,buf,ChanSc00,rec_yds,63,,,,,
player,201109110kan,buf,ChanSc00,rec_td,2,,,,,
player,201109110kan,buf,ChanSc00,rec_long,19,,,,,
player,201109110kan,buf,ChanSc00,fumbles,0,,,,,
player,201109110kan,buf,ChanSc00,fumbles_lost,,,,,,
player,201109110kan,buf,JoneDo00,pass_cmp,0,,,,,
player,201109110kan,buf,JoneDo00,pass_att,0,,,,,
player,201109110kan,buf,JoneDo00,pass_yds,0,,,,,
player,201109110kan,buf,JoneDo00,pass_td,0,,,,,
player,201109110kan,buf,JoneDo00,pass_int,0,,,,,
player,201109110kan,buf,JoneDo00,pass_sacked,0,,,,,
player,201109110kan,buf,JoneDo00,pass_sacked_yds,0,,,,,
player,201109110kan,buf,JoneDo00,pass_long,0,,,,,
player,201109110kan,buf,JoneDo00,pass_rating,,,,,,
player,201109110kan,buf,JoneDo00,rush_att,0,,,,,
player,201109110kan,buf,JoneDo00,rush_yds,0,,,,,
player,201109110kan,buf,JoneDo00,rush_td,0,,,,,
player,201109110kan,buf,JoneDo00,rush_long,0,,,,,
player,201109110kan,buf,JoneDo00,targets,5,,,,,
player,201109110kan,buf,JoneDo00,rec,2,,,,,
player,201109110kan,buf,JoneDo00,rec_yds,3,,,,,
player,201109110kan,buf,JoneDo00,rec_td,1,,,,,
player,201109110kan,buf,JoneDo00,rec_long,4,,,,,
player,201109110kan,buf,JoneDo00,fumbles,0,,,,,
player,201109110kan,buf,JoneDo00,fumbles_lost,,,,,,
player,201109110kan,buf,ParrRo00,pass_cmp,0,,,,,
player,201109110kan,buf,ParrRo00,pass_att,0,,,,,
player,201109110kan,buf,ParrRo00,pass_yds,0,,,,,
player,201109110kan,buf,ParrRo00,pass_td,0,,,,,
player,201109110kan,buf,ParrRo00,pass_int,0,,,,,
player,201109110kan,buf,ParrRo00,pass_sacked,0,,,,,
player,201109110kan,buf,ParrRo00,pass_sacked_yds,0,,,,,
player,201109110kan,buf,ParrRo00,pass_long,0,,,,,
player,201109110kan,buf,ParrRo00,pass_rating,,,,,,
player,201109110kan,buf,ParrRo00,rush_att,0,,,,,
player,201109110kan,buf,ParrRo00,rush_yds,0,,,,,
player,201109110kan,buf,ParrRo00,rush_td,0,,,,,
player,201109110kan,buf,ParrRo00,rush_long,0,,,,,
player,201109110kan,buf,ParrRo00,targets,2,,,,,
player,201109110kan,buf,ParrRo00,rec,0,,,,,
player,201109110kan,buf,ParrRo00,rec_yds,0,,,,,
player,201109110kan,buf,ParrRo00,rec_td,0,,,,,
player,201109110kan,buf,ParrRo00,rec_long,0,,,,,
player,201109110kan,buf,ParrRo00,fumbles,0,,,,,
player,201109110kan,buf,ParrRo00,fumbles_lost,,,,,,
player,201109110kan,kan,CassMa00,pass_cmp,22,,,,,
player,201109110kan,kan,CassMa00,pass_att,36,,,,,
player,201109110kan,kan,CassMa00,pass_yds,119,,,,,
player,201109110kan,kan,CassMa00,pass_td,1,,,,,
player,201109110kan,kan,CassMa00,pass_int,1,,,,,
player,201109110kan,kan,CassMa00,pass_sacked,2,,,,,
player,201109110kan,kan,CassMa00,pass_sacked_yds,14,,,,,
player,201109110kan,kan,CassMa00,pass_long,20,,,,,
player,201109110kan,kan,CassMa00,pass_rating,64.5,,,,,
player,201109110kan,kan,CassMa00,rush_att,0,,,,,
player,201109110kan,kan,CassMa00,rush_yds,0,,,,,
player,201109110kan,kan,CassMa00,rush_td,0,,,,,
player,201109110kan,kan,CassMa00,rush_long,0,,,,,
player,201109110kan,kan,CassMa00,targets,1,,,,,
player,201109110kan,kan,CassMa00,rec,1,,,,,
player,201109110kan,kan,CassMa00,rec_yds,-4,,,,,
player,201109110kan,kan,CassMa00,rec_td,0,,,,,
player,201109110kan,kan,CassMa00,rec_long,-4,,,,,
player,201109110kan,kan,CassMa00,fumbles,0,,,,,
player,201109110kan,kan,CassMa00,fumbles_lost,,,,,,
player,201109110kan,kan,CharJa00,pass_cmp,0,,,,,
player,201109110kan,kan,CharJa00,pass_att,0,,,,,
player,201109110kan,kan,CharJa00,pass_yds,0,,,,,
player,201109110kan,kan,CharJa00,pass_td,0,,,,,
player,201109110kan,kan,CharJa00,pass_int,0,,,,,
player,201109110kan,kan,CharJa00,pass_sacked,0,,,,,
player,201109110kan,kan,CharJa00,pass_sacked_yds,0,,,,,
player,201109110kan,kan,CharJa00,pass_long,0,,,,,
player,201109110kan,kan,CharJa00,pass_rating,,,,,,
player,201109110kan,kan,CharJa00,rush_att,10,,,,,
player,201109110kan,kan,CharJa00,rush_yds,56,,,,,
player,201109110kan,kan,CharJa00,rush_td,0,,,,,
player,201109110kan,kan,CharJa00,rush_long,22,,,,,
player,201109110kan,kan,CharJa00,targets,6,,,,,
player,201109110kan,kan,CharJa00,rec,5,,,,,
player,201109110kan,kan,CharJa00,rec_yds,9,,,,,
player,201109110kan,kan,CharJa00,rec_td,1,,,,,
player,201109110kan,kan,CharJa00,rec_long,9,,,,,
player,201109110kan,kan,CharJa00,fumbles,1,,,,,
player,201109110kan,kan,CharJa00,fumbles_lost,1,,,,,
player,201109110kan,kan,McClDe00,pass_cmp,0,,,,,
player,201109110kan,kan,McClDe00,pass_att,0,,,,,
player,201109110kan,kan,McClDe00,pass_yds,0,,,,,
player,201109110kan,kan,McClDe00,pass_td,0,,,,,
player,201109110kan,kan,McClDe00,pass_int,0,,,,,
player,201109110kan,kan,McClDe00,pass_sacked,0,,,,,
player,201109110kan,kan,McClDe00,pass_sacked_yds,0,,,,,
player,201109110kan,kan,McClDe00,pass_long,0,,,,,
player,201109110kan,kan,McClDe00,pass_rating,,,,,,
player,201109110kan,kan,McClDe00,rush_att,4,,,,,
player,201109110kan,kan,McClDe00,rush_yds,42,,,,,
player,201109110kan,kan,McClDe00,rush_td,0,,,,,
player,201109110kan,kan,McClDe00,rush_long,23,,,,,
player,201109110kan,kan,McClDe00,targets,5,,,,,
player,201109110kan,kan,McClDe00,rec,5,,,,,
player,201109110kan,kan,McClDe00,rec_yds,25,,,,,
player,201109110kan,kan,McClDe00,rec_td,0,,,,,
player,201109110kan,kan,McClDe00,rec_long,10,,,,,
player,201109110kan,kan,McClDe00,fumbles,1,,,,,
player,201109110kan,kan,McClDe00,fumbles_lost,1,,,,,
player,201109110kan,kan,BattJa00,pass_cmp,0,,,,,
player,201109110kan,kan,BattJa00,pass_att,0,,,,,
player,201109110kan,kan,BattJa00,pass_yds,0,,,,,
player,201109110kan,kan,BattJa00,pass_td,0,,,,,
player,201109110kan,kan,BattJa00,pass_int,0,,,,,
player,201109110kan,kan,BattJa00,pass_sacked,0,,,,,
player,201109110kan,kan,BattJa00,pass_sacked_yds,0,,,,,
player,201109110kan,kan,BattJa00,pass_long,0,,,,,
player,201109110kan,kan,BattJa00,pass_rating,,,,,,
player,201109110kan,kan,BattJa00,rush_att,2,,,,,
player,201109110kan,kan,BattJa00,rush_yds,7,,,,,
player,201109110kan,kan,BattJa00,rush_td,0,,,,,
player,201109110kan,kan,BattJa00,rush_long,4,,,,,
player,201109110kan,kan,BattJa00,targets,1,,,,,
player,201109110kan,kan,BattJa00,rec,1,,,,,
player,201109110kan,kan,BattJa00,rec_yds,-1,,,,,
player,201109110kan,kan,BattJa00,rec_td,0,,,,,
player,201109110kan,kan,BattJa00,rec_long,-1,,,,,
player,201109110kan,kan,BattJa00,fumbles,0,,,,,
player,201109110kan,kan,BattJa00,fumbles_lost,,,,,,
player,201109110kan,kan,JoneTh00,pass_cmp,0,,,,,
player,201109110kan,kan,JoneTh00,pass_att,0,,,,,
player,201109110kan,kan,JoneTh00,pass_yds,0,,,,,
player,201109110kan,kan,JoneTh00,pass_td,0,,,,,
player,201109110kan,kan,JoneTh00,pass_int,0,,,,,
player,201109110kan,kan,JoneTh00,pass_sacked,0,,,,,
player,201109110kan,kan,JoneTh00,pass_sacked_yds,0,,,,,
player,201109110kan,kan,JoneTh00,pass_long,0,,,,,
player,201109110kan,kan,JoneTh00,pass_rating,,,,,,
player,201109110kan,kan,JoneTh00,rush_att,2,,,,,
player,201109110kan,kan,JoneTh00,rush_yds,3,,,,,
player,201109110kan,kan,JoneTh00,rush_td,0,,,,,
player,201109110kan,kan,JoneTh00,rush_long,2,,,,,
player,201109110kan,kan,JoneTh00,targets,0,,,,,
player,201109110kan,kan,JoneTh00,rec,0,,,,,
player,201109110kan,kan,JoneTh00,rec_yds,0,,,,,
player,201109110kan,kan,JoneTh00,rec_td,0,,,,,
player,201109110kan,kan,JoneTh00,rec_long,0,,,,,
player,201109110kan,kan,JoneTh00,fumbles,0,,,,,
player,201109110kan,kan,JoneTh00,fumbles_lost,,,,,,
player,201109110kan,kan,BreaSt00,pass_cmp,0,,,,,
player,201109110kan,kan,BreaSt00,pass_att,0,,,,,
player,201109110kan,kan,BreaSt00,pass_yds,0,,,,,
player,201109110kan,kan,BreaSt00,pass_td,0,,,,,
player,201109110kan,kan,BreaSt00,pass_int,0,,,,,
player,201109110kan,kan,BreaSt00,pass_sacked,0,,,,,
player,201109110kan,kan,BreaSt00,pass_sacked_yds,0,,,,,
player,201109110kan,kan,BreaSt00,pass_long,0,,,,,
player,201109110kan,kan,BreaSt00,pass_rating,,,,,,
player,201109110kan,kan,BreaSt00,rush_att,0,,,,,
player,201109110kan,kan,BreaSt00,rush_yds,0,,,,,
player,201109110kan,kan,BreaSt00,rush_td,0,,,,,
player,201109110kan,kan,BreaSt00,rush_long,0,,,,,
player,201109110kan,kan,BreaSt00,targets,2,,,,,
player,201109110kan,kan,BreaSt00,rec,2,,,,,
player,201109110kan,kan,BreaSt00,rec_yds,26,,,,,
player,201109110kan,kan,BreaSt00,rec_td,0,,,,,
player,201109110kan,kan,BreaSt00,rec_long,20,,,,,
player,201109110kan,kan,BreaSt00,fumbles,0,,,,,
player,201109110kan,kan,BreaSt00,fumbles_lost,,,,,,
player,201109110kan,kan,PopeLe00,pass_cmp,0,,,,,
player,201109110kan,kan,PopeLe00,pass_att,0,,,,,
player,201109110kan,kan,PopeLe00,pass_yds,0,,,,,
player,201109110kan,kan,PopeLe00,pass_td,0,,,,,
player,201109110kan,kan,PopeLe00,pass_int,0,,,,,
player,201109110kan,kan,PopeLe00,pass_sacked,0,,,,,
player,201109110kan,kan,PopeLe00,pass_sacked_yds,0,,,,,
player,201109110kan,kan,PopeLe00,pass_long,0,,,,,
player,201109110kan,kan,PopeLe00,pass_rating,,,,,,
player,201109110kan,kan,PopeLe00,rush_att,0,,,,,
player,201109110kan,kan,PopeLe00,rush_yds,0,,,,,
player,201109110kan,kan,PopeLe00,rush_td,0,,,,,
player,201109110kan,kan,PopeLe00,rush_long,0,,,,,
player,201109110kan,kan,PopeLe00,targets,6,,,,,
player,201109110kan,kan,PopeLe00,rec,3,,,,,
player,201109110kan,kan,PopeLe00,rec_yds,24,,,,,
player,201109110kan,kan,PopeLe00,rec_td,0,,,,,
player,201109110kan,kan,PopeLe00,rec_long,15,,,,,
player,201109110kan,kan,PopeLe00,fumbles,0,,,,,
player,201109110kan,kan,PopeLe00,fumbles_lost,,,,,,
player,201109110kan,kan,BoweDw00,pass_cmp,0,,,,,
player,201109110kan,kan,BoweDw00,pass_att,0,,,,,
player,201109110kan,kan,BoweDw00,pass_yds,0,,,,,
player,201109110kan,kan,BoweDw00,pass_td,0,,,,,
player,201109110kan,kan,BoweDw00,pass_int,0,,,,,
player,201109110kan,kan,BoweDw00,pass_sacked,0,,,,,
player,201109110kan,kan,BoweDw00,pass_sacked_yds,0,,,,,
player,201109110kan,kan,BoweDw00,pass_long,0,,,,,
player,201109110kan,kan,BoweDw00,pass_rating,,,,,,
player,201109110kan,kan,BoweDw00,rush_att,0,,,,,
player,201109110kan,kan,BoweDw00,rush_yds,0,,,,,
player,201109110kan,kan,BoweDw00,rush_td,0,,,,,
player,201109110kan,kan,BoweDw00,rush_long,0,,,,,
player,201109110kan,kan,BoweDw00,targets,8,,,,,
player,201109110kan,kan,BoweDw00,rec,2,,,,,
player,201109110kan,kan,BoweDw00,rec_yds,17,,,,,
player,201109110kan,kan,BoweDw00,rec_td,0,,,,,
player,201109110kan,kan,BoweDw00,rec_long,15,,,,,
player,201109110kan,kan,BoweDw00,fumbles,0,,,,,
player,201109110kan,kan,BoweDw00,fumbles_lost,,,,,,
player,201109110kan,kan,OConJa00,pass_cmp,0,,,,,
player,201109110kan,kan,OConJa00,pass_att,0,,,,,
player,201109110kan,kan,OConJa00,pass_yds,0,,,,,
player,201109110kan,kan,OConJa00,pass_td,0,,,,,
player,201109110kan,kan,OConJa00,pass_int,0,,,,,
player,201109110kan,kan,OConJa00,pass_sacked,0,,,,,
player,201109110kan,kan,OConJa00,pass_sacked_yds,0,,,,,
player,201109110kan,kan,OConJa00,pass_long,0,,,,,
player,201109110kan,kan,OConJa00,pass_rating,,,,,,
player,201109110kan,kan,OConJa00,rush_att,0,,,,,
player,201109110kan,kan,OConJa00,rush_yds,0,,,,,
player,201109110kan,kan,OConJa00,rush_td,0,,,,,
player,201109110kan,kan,OConJa00,rush_long,0,,,,,
player,201109110kan,kan,OConJa00,targets,1,,,,,
player,201109110kan,kan,OConJa00,rec,1,,,,,
player,201109110kan,kan,OConJa00,rec_yds,15,,,,,
player,201109110kan,kan,OConJa00,rec_td,0,,,,,
player,201109110kan,kan,OConJa00,rec_long,15,,,,,
player,201109110kan,kan,OConJa00,fumbles,0,,,,,
player,201109110kan,kan,OConJa00,fumbles_lost,,,,,,
player,201109110kan,kan,ColbKe00,pass_cmp,0,,,,,
player,201109110kan,kan,ColbKe00,pass_att,0,,,,,
player,201109110kan,kan,ColbKe00,pass_yds,0,,,,,
player,201109110kan,kan,ColbKe00,pass_td,0,,,,,
player,201109110kan,kan,ColbKe00,pass_int,0,,,,,
player,201109110kan,kan,ColbKe00,pass_sacked,0,,,,,
player,201109110kan,kan,ColbKe00,pass_sacked_yds,0,,,,,
player,201109110kan,kan,ColbKe00,pass_long,0,,,,,
player,201109110kan,kan,ColbKe00,pass_rating,,,,,,
player,201109110kan,kan,ColbKe00,rush_att,0,,,,,
player,201109110kan,kan,ColbKe00,rush_yds,0,,,,,
player,201109110kan,kan,ColbKe00,rush_td,0,,,,,
player,201109110kan,kan,ColbKe00,rush_long,0,,,,,
player,201109110kan,kan,ColbKe00,targets,3,,,,,
player,201109110kan,kan,ColbKe00,rec,2,,,,,
player,201109110kan,kan,ColbKe00,rec_yds,8,,,,,
player,201109110kan,kan,ColbKe00,rec_td,0,,,,,
player,201109110kan,kan,ColbKe00,rec_long,5,,,,,
player,201109110kan,kan,ColbKe00,fumbles,0,,,,,
player,201109110kan,kan,ColbKe00,fumbles_lost,,,,,,
player,201109110kan,kan,UrbaJe00,pass_cmp,0,,,,,
player,201109110kan,kan,UrbaJe00,pass_att,0,,,,,
player,201109110kan,kan,UrbaJe00,pass_yds,0,,,,,
player,201109110kan,kan,UrbaJe00,pass_td,0,,,,,
player,201109110kan,kan,UrbaJe00,pass_int,0,,,,,
player,201109110kan,kan,UrbaJe00,pass_sacked,0,,,,,
player,201109110kan,kan,UrbaJe00,pass_sacked_yds,0,,,,,
player,201109110kan,kan,UrbaJe00,pass_long,0,,,,,
player,201109110kan,kan,UrbaJe00,pass_rating,,,,,,
player,201109110kan,kan,UrbaJe00,rush_att,0,,,,,
player,201109110kan,kan,UrbaJe00,rush_yds,0,,,,,
player,201109110kan,kan,UrbaJe00,rush_td,0,,,,,
player,201109110kan,kan,UrbaJe00,rush_long,0,,,,,
player,201109110kan,kan,UrbaJe00,targets,2,,,,,
player,201109110kan,kan,UrbaJe00,rec,0,,,,,
player,201109110kan,kan,UrbaJe00,rec_yds,0,,,,,
player,201109110kan,kan,UrbaJe00,rec_td,0,,,,,
player,201109110kan,kan,UrbaJe00,rec_long,0,,,,,
player,201109110kan,kan,UrbaJe00,fumbles,0,,,,,
player,201109110kan,kan,UrbaJe00,fumbles_lost,,,,,,
player,201109110kan,kan,CoppTe00,pass_cmp,0,,,,,
player,201109110kan,kan,CoppTe00,pass_att,0,,,,,
player,201109110kan,kan,CoppTe00,pass_yds,0,,,,,
player,201109110kan,kan,CoppTe00,pass_td,0,,,,,
player,201109110kan,kan,CoppTe00,pass_int,0,,,,,
player,201109110kan,kan,CoppTe00,pass_sacked,0,,,,,
player,201109110kan,kan,CoppTe00,pass_sacked_yds,0,,,,,
player,201109110kan,kan,CoppTe00,pass_long,0,,,,,
player,201109110kan,kan,CoppTe00,pass_rating,,,,,,
player,201109110kan,kan,CoppTe00,rush_att,0,,,,,
player,201109110kan,kan,CoppTe00,rush_yds,0,,,,,
player,201109110kan,kan,CoppTe00,rush_td,0,,,,,
player,201109110kan,kan,CoppTe00,rush_long,0,,,,,
player,201109110kan,kan,CoppTe00,targets,1,,,,,
