game,2011,5,20111009,201110090buf,phi,"Philadelphia Eagles",24,buf,"Buffalo Bills",31
player,201110090buf,buf,DaviAn20,fumbles_rec_td,0,,,,,
player,201110090buf,buf,DaviAn20,fumbles_forced,0,,,,,
player,201110090buf,buf,McInCo00,def_int,0,,,,,
player,201110090buf,buf,McInCo00,def_int_yds,0,,,,,
player,201110090buf,buf,McInCo00,def_int_td,0,,,,,
player,201110090buf,buf,McInCo00,def_int_long,0,,,,,
player,201110090buf,buf,McInCo00,pass_defended,0,,,,,
player,201110090buf,buf,McInCo00,sacks,0.0,,,,,
player,201110090buf,buf,McInCo00,tackles_combined,1,,,,,
player,201110090buf,buf,McInCo00,tackles_solo,1,,,,,
player,201110090buf,buf,McInCo00,tackles_assists,0,,,,,
player,201110090buf,buf,McInCo00,tackles_loss,0,,,,,
player,201110090buf,buf,McInCo00,qb_hits,0,,,,,
player,201110090buf,buf,McInCo00,fumbles_rec,0,,,,,
player,201110090buf,buf,McInCo00,fumbles_rec_yds,0,,,,,
player,201110090buf,buf,McInCo00,fumbles_rec_td,0,,,,,
player,201110090buf,buf,McInCo00,fumbles_forced,0,,,,,
player,201110090buf,buf,MerrSh99,def_int,0,,,,,
player,201110090buf,buf,MerrSh99,def_int_yds,0,,,,,
player,201110090buf,buf,MerrSh99,def_int_td,0,,,,,
player,201110090buf,buf,MerrSh99,def_int_long,0,,,,,
player,201110090buf,buf,MerrSh99,pass_defended,0,,,,,
player,201110090buf,buf,MerrSh99,sacks,0.0,,,,,
player,201110090buf,buf,MerrSh99,tackles_combined,1,,,,,
player,201110090buf,buf,MerrSh99,tackles_solo,1,,,,,
player,201110090buf,buf,MerrSh99,tackles_assists,0,,,,,
player,201110090buf,buf,MerrSh99,tackles_loss,0,,,,,
player,201110090buf,buf,MerrSh99,qb_hits,0,,,,,
player,201110090buf,buf,MerrSh99,fumbles_rec,0,,,,,
player,201110090buf,buf,MerrSh99,fumbles_rec_yds,0,,,,,
player,201110090buf,buf,MerrSh99,fumbles_rec_td,0,,,,,
player,201110090buf,buf,MerrSh99,fumbles_forced,0,,,,,
player,201110090buf,buf,SmitLe00,def_int,0,,,,,
player,201110090buf,buf,SmitLe00,def_int_yds,0,,,,,
player,201110090buf,buf,SmitLe00,def_int_td,0,,,,,
player,201110090buf,buf,SmitLe00,def_int_long,0,,,,,
player,201110090buf,buf,SmitLe00,pass_defended,0,,,,,
player,201110090buf,buf,SmitLe00,sacks,0.0,,,,,
player,201110090buf,buf,SmitLe00,tackles_combined,1,,,,,
player,201110090buf,buf,SmitLe00,tackles_solo,1,,,,,
player,201110090buf,buf,SmitLe00,tackles_assists,0,,,,,
player,201110090buf,buf,SmitLe00,tackles_loss,0,,,,,
player,201110090buf,buf,SmitLe00,qb_hits,0,,,,,
player,201110090buf,buf,SmitLe00,fumbles_rec,0,,,,,
player,201110090buf,buf,SmitLe00,fumbles_rec_yds,0,,,,,
player,201110090buf,buf,SmitLe00,fumbles_rec_td,0,,,,,
player,201110090buf,buf,SmitLe00,fumbles_forced,0,,,,,
player,201110090buf,buf,DareMa00,def_int,0,,,,,
player,201110090buf,buf,DareMa00,def_int_yds,0,,,,,
player,201110090buf,buf,DareMa00,def_int_td,0,,,,,
player,201110090buf,buf,DareMa00,def_int_long,0,,,,,
player,201110090buf,buf,DareMa00,pass_defended,0,,,,,
player,201110090buf,buf,DareMa00,sacks,0.0,,,,,
player,201110090buf,buf,DareMa00,tackles_combined,0,,,,,
player,201110090buf,buf,DareMa00,tackles_solo,0,,,,,
player,201110090buf,buf,DareMa00,tackles_assists,0,,,,,
player,201110090buf,buf,DareMa00,tackles_loss,0,,,,,
player,201110090buf,buf,DareMa00,qb_hits,1,,,,,
player,201110090buf,buf,DareMa00,fumbles_rec,0,,,,,
player,201110090buf,buf,DareMa00,fumbles_rec_yds,0,,,,,
player,201110090buf,buf,DareMa00,fumbles_rec_td,0,,,,,
player,201110090buf,buf,DareMa00,fumbles_forced,0,,,,,
player,201110090buf,buf,WillKy20,def_int,0,,,,,
player,201110090buf,buf,WillKy20,def_int_yds,0,,,,,
player,201110090buf,buf,WillKy20,def_int_td,0,,,,,
player,201110090buf,buf,WillKy20,def_int_long,0,,,,,
player,201110090buf,buf,WillKy20,pass_defended,0,,,,,
player,201110090buf,buf,WillKy20,sacks,0.0,,,,,
player,201110090buf,buf,WillKy20,tackles_combined,0,,,,,
player,201110090buf,buf,WillKy20,tackles_solo,0,,,,,
player,201110090buf,buf,WillKy20,tackles_assists,0,,,,,
player,201110090buf,buf,WillKy20,tackles_loss,0,,,,,
player,201110090buf,buf,WillKy20,qb_hits,1,,,,,
player,201110090buf,buf,WillKy20,fumbles_rec,0,,,,,
player,201110090buf,buf,WillKy20,fumbles_rec_yds,0,,,,,
player,201110090buf,buf,WillKy20,fumbles_rec_td,0,,,,,
player,201110090buf,buf,WillKy20,fumbles_forced,0,,,,,
player,201110090buf,phi,JackDe00,kick_ret,0,,,,,
player,201110090buf,phi,JackDe00,kick_ret_yds,0,,,,,
player,201110090buf,phi,JackDe00,kick_ret_yds_per_ret,,,,,,
player,201110090buf,phi,JackDe00,kick_ret_td,0,,,,,
player,201110090buf,phi,JackDe00,kick_ret_long,0,,,,,
player,201110090buf,phi,JackDe00,punt_ret,2,,,,,
player,201110090buf,phi,JackDe00,punt_ret_yds,27,,,,,
player,201110090buf,phi,JackDe00,punt_ret_yds_per_ret,13.5,,,,,
player,201110090buf,phi,JackDe00,punt_ret_td,0,,,,,
player,201110090buf,phi,JackDe00,punt_ret_long,20,,,,,
player,201110090buf,phi,LewiDi00,kick_ret,3,,,,,
player,201110090buf,phi,LewiDi00,kick_ret_yds,62,,,,,
player,201110090buf,phi,LewiDi00,kick_ret_yds_per_ret,20.7,,,,,
player,201110090buf,phi,LewiDi00,kick_ret_td,0,,,,,
player,201110090buf,phi,LewiDi00,kick_ret_long,22,,,,,
player,201110090buf,phi,LewiDi00,punt_ret,0,,,,,
player,201110090buf,phi,LewiDi00,punt_ret_yds,0,,,,,
player,201110090buf,phi,LewiDi00,punt_ret_yds_per_ret,,,,,,
player,201110090buf,phi,LewiDi00,punt_ret_td,0,,,,,
player,201110090buf,phi,LewiDi00,punt_ret_long,0,,,,,
player,201110090buf,phi,CoopRi00,kick_ret,1,,,,,
player,201110090buf,phi,CoopRi00,kick_ret_yds,16,,,,,
player,201110090buf,phi,CoopRi00,kick_ret_yds_per_ret,16.0,,,,,
player,201110090buf,phi,CoopRi00,kick_ret_td,0,,,,,
player,201110090buf,phi,CoopRi00,kick_ret_long,16,,,,,
player,201110090buf,phi,CoopRi00,punt_ret,0,,,,,
player,201110090buf,phi,CoopRi00,punt_ret_yds,0,,,,,
player,201110090buf,phi,CoopRi00,punt_ret_yds_per_ret,,,,,,
player,201110090buf,phi,CoopRi00,punt_ret_td,0,,,,,
player,201110090buf,phi,CoopRi00,punt_ret_long,0,,,,,
player,201110090buf,buf,SmitBr01,kick_ret,2,,,,,
player,201110090buf,buf,SmitBr01,kick_ret_yds,38,,,,,
player,201110090buf,buf,SmitBr01,kick_ret_yds_per_ret,19.0,,,,,
player,201110090buf,buf,SmitBr01,kick_ret_td,0,,,,,
player,201110090buf,buf,SmitBr01,kick_ret_long,25,,,,,
player,201110090buf,buf,SmitBr01,punt_ret,0,,,,,
player,201110090buf,buf,SmitBr01,punt_ret_yds,0,,,,,
player,201110090buf,buf,SmitBr01,punt_ret_yds_per_ret,,,,,,
player,201110090buf,buf,SmitBr01,punt_ret_td,0,,,,,
player,201110090buf,buf,SmitBr01,punt_ret_long,0,,,,,
player,201110090buf,phi,HeneAl00,xpm,3,,,,,
player,201110090buf,phi,HeneAl00,xpa,3,,,,,
player,201110090buf,phi,HeneAl00,fgm,1,,,,,
player,201110090buf,phi,HeneAl00,fga,1,,,,,
player,201110090buf,phi,HeneAl00,punt,0,,,,,
player,201110090buf,phi,HeneAl00,punt_yds,0,,,,,
player,201110090buf,phi,HeneAl00,punt_yds_per_punt,,,,,,
player,201110090buf,phi,HeneAl00,punt_long,0,,,,,
player,201110090buf,phi,HenrCh02,xpm,,,,,,
player,201110090buf,phi,HenrCh02,xpa,,,,,,
player,201110090buf,phi,HenrCh02,fgm,,,,,,
player,201110090buf,phi,HenrCh02,fga,,,,,,
player,201110090buf,phi,HenrCh02,punt,2,,,,,
player,201110090buf,phi,HenrCh02,punt_yds,72,,,,,
player,201110090buf,phi,HenrCh02,punt_yds_per_punt,36.0,,,,,
player,201110090buf,phi,HenrCh02,punt_long,37,,,,,
player,201110090buf,buf,linderia01,xpm,4,,,,,
player,201110090buf,buf,linderia01,xpa,4,,,,,
player,201110090buf,buf,linderia01,fgm,1,,,,,
player,201110090buf,buf,linderia01,fga,1,,,,,
player,201110090buf,buf,linderia01,punt,0,,,,,
player,201110090buf,buf,linderia01,punt_yds,0,,,,,
player,201110090buf,buf,linderia01,punt_yds_per_punt,,,,,,
player,201110090buf,buf,linderia01,punt_long,0,,,,,
player,201110090buf,buf,MoorBr24,xpm,,,,,,
player,201110090buf,buf,MoorBr24,xpa,,,,,,
player,201110090buf,buf,MoorBr24,fgm,,,,,,
player,201110090buf,buf,MoorBr24,fga,,,,,,
player,201110090buf,buf,MoorBr24,punt,5,,,,,
player,201110090buf,buf,MoorBr24,punt_yds,251,,,,,
player,201110090buf,buf,MoorBr24,punt_yds_per_punt,50.2,,,,,
player,201110090buf,buf,MoorBr24,punt_long,64,,,,,
