game,2011,5,20111009,201110090buf,phi,"Philadelphia Eagles",24,buf,"Buffalo Bills",31
player,201110090buf,phi,HarbCl00,rush_yds,0,,,,,
player,201110090buf,phi,HarbCl00,rush_td,0,,,,,
player,201110090buf,phi,HarbCl00,rush_long,0,,,,,
player,201110090buf,phi,HarbCl00,targets,1,,,,,
player,201110090buf,phi,HarbCl00,rec,1,,,,,
player,201110090buf,phi,HarbCl00,rec_yds,3,,,,,
player,201110090buf,phi,HarbCl00,rec_td,0,,,,,
player,201110090buf,phi,HarbCl00,rec_long,3,,,,,
player,201110090buf,phi,HarbCl00,fumbles,0,,,,,
player,201110090buf,phi,HarbCl00,fumbles_lost,,,,,,
player,201110090buf,phi,JackDe00,pass_cmp,0,,,,,
player,201110090buf,phi,JackDe00,pass_att,0,,,,,
player,201110090buf,phi,JackDe00,pass_yds,0,,,,,
player,201110090buf,phi,JackDe00,pass_td,0,,,,,
player,201110090buf,phi,JackDe00,pass_int,0,,,,,
player,201110090buf,phi,JackDe00,pass_sacked,0,,,,,
player,201110090buf,phi,JackDe00,pass_sacked_yds,0,,,,,
player,201110090buf,phi,JackDe00,pass_long,0,,,,,
player,201110090buf,phi,JackDe00,pass_rating,,,,,,
player,201110090buf,phi,JackDe00,rush_att,1,,,,,
player,201110090buf,phi,JackDe00,rush_yds,-4,,,,,
player,201110090buf,phi,JackDe00,rush_td,0,,,,,
player,201110090buf,phi,JackDe00,rush_long,-4,,,,,
player,201110090buf,phi,JackDe00,targets,7,,,,,
player,201110090buf,phi,JackDe00,rec,5,,,,,
player,201110090buf,phi,JackDe00,rec_yds,86,,,,,
player,201110090buf,phi,JackDe00,rec_td,1,,,,,
player,201110090buf,phi,JackDe00,rec_long,31,,,,,
player,201110090buf,phi,JackDe00,fumbles,0,,,,,
player,201110090buf,phi,JackDe00,fumbles_lost,,,,,,
player,201110090buf,buf,FitzRy00,pass_cmp,21,,,,,
player,201110090buf,buf,FitzRy00,pass_att,27,,,,,
player,201110090buf,buf,FitzRy00,pass_yds,193,,,,,
player,201110090buf,buf,FitzRy00,pass_td,1,,,,,
player,201110090buf,buf,FitzRy00,pass_int,1,,,,,
player,201110090buf,buf,FitzRy00,pass_sacked,1,,,,,
player,201110090buf,buf,FitzRy00,pass_sacked_yds,5,,,,,
player,201110090buf,buf,FitzRy00,pass_long,49,,,,,
player,201110090buf,buf,FitzRy00,pass_rating,93.4,,,,,
player,201110090buf,buf,FitzRy00,rush_att,3,,,,,
player,201110090buf,buf,FitzRy00,rush_yds,7,,,,,
player,201110090buf,buf,FitzRy00,rush_td,0,,,,,
player,201110090buf,buf,FitzRy00,rush_long,10,,,,,
player,201110090buf,buf,FitzRy00,targets,0,,,,,
player,201110090buf,buf,FitzRy00,rec,0,,,,,
player,201110090buf,buf,FitzRy00,rec_yds,0,,,,,
player,201110090buf,buf,FitzRy00,rec_td,0,,,,,
player,201110090buf,buf,FitzRy00,rec_long,0,,,,,
player,201110090buf,buf,FitzRy00,fumbles,0,,,,,
player,201110090buf,buf,FitzRy00,fumbles_lost,,,,,,
player,201110090buf,buf,JackFr02,pass_cmp,0,,,,,
player,201110090buf,buf,JackFr02,pass_att,0,,,,,
player,201110090buf,buf,JackFr02,pass_yds,0,,,,,
player,201110090buf,buf,JackFr02,pass_td,0,,,,,
player,201110090buf,buf,JackFr02,pass_int,0,,,,,
player,201110090buf,buf,JackFr02,pass_sacked,0,,,,,
player,201110090buf,buf,JackFr02,pass_sacked_yds,0,,,,,
player,201110090buf,buf,JackFr02,pass_long,0,,,,,
player,201110090buf,buf,JackFr02,pass_rating,,,,,,
player,201110090buf,buf,JackFr02,rush_att,26,,,,,
player,201110090buf,buf,JackFr02,rush_yds,111,,,,,
player,201110090buf,buf,JackFr02,rush_td,1,,,,,
player,201110090buf,buf,JackFr02,rush_long,22,,,,,
player,201110090buf,buf,JackFr02,targets,6,,,,,
player,201110090buf,buf,JackFr02,rec,6,,,,,
player,201110090buf,buf,JackFr02,rec_yds,85,,,,,
player,201110090buf,buf,JackFr02,rec_td,0,,,,,
player,201110090buf,buf,JackFr02,rec_long,49,,,,,
player,201110090buf,buf,JackFr02,fumbles,0,,,,,
player,201110090buf,buf,JackFr02,fumbles_lost,,,,,,
player,201110090buf,buf,SpilC.00,pass_cmp,0,,,,,
player,201110090buf,buf,SpilC.00,pass_att,0,,,,,
player,201110090buf,buf,SpilC.00,pass_yds,0,,,,,
player,201110090buf,buf,SpilC.00,pass_td,0,,,,,
player,201110090buf,buf,SpilC.00,pass_int,0,,,,,
player,201110090buf,buf,SpilC.00,pass_sacked,0,,,,,
player,201110090buf,buf,SpilC.00,pass_sacked_yds,0,,,,,
player,201110090buf,buf,SpilC.00,pass_long,0,,,,,
player,201110090buf,buf,SpilC.00,pass_rating,,,,,,
player,201110090buf,buf,SpilC.00,rush_att,2,,,,,
player,201110090buf,buf,SpilC.00,rush_yds,13,,,,,
player,201110090buf,buf,SpilC.00,rush_td,0,,,,,
player,201110090buf,buf,SpilC.00,rush_long,8,,,,,
player,201110090buf,buf,SpilC.00,targets,2,,,,,
player,201110090buf,buf,SpilC.00,rec,2,,,,,
player,201110090buf,buf,SpilC.00,rec_yds,3,,,,,
player,201110090buf,buf,SpilC.00,rec_td,0,,,,,
player,201110090buf,buf,SpilC.00,rec_long,5,,,,,
player,201110090buf,buf,SpilC.00,fumbles,0,,,,,
player,201110090buf,buf,SpilC.00,fumbles_lost,,,,,,
player,201110090buf,buf,SmitBr01,pass_cmp,0,,,,,
player,201110090buf,buf,SmitBr01,pass_att,0,,,,,
player,201110090buf,buf,SmitBr01,pass_yds,0,,,,,
player,201110090buf,buf,SmitBr01,pass_td,0,,,,,
player,201110090buf,buf,SmitBr01,pass_int,0,,,,,
player,201110090buf,buf,SmitBr01,pass_sacked,0,,,,,
player,201110090buf,buf,SmitBr01,pass_sacked_yds,0,,,,,
player,201110090buf,buf,SmitBr01,pass_long,0,,,,,
player,201110090buf,buf,SmitBr01,pass_rating,,,,,,
player,201110090buf,buf,SmitBr01,rush_att,4,,,,,
player,201110090buf,buf,SmitBr01,rush_yds,12,,,,,
player,201110090buf,buf,SmitBr01,rush_td,1,,,,,
player,201110090buf,buf,SmitBr01,rush_long,8,,,,,
player,201110090buf,buf,SmitBr01,targets,1,,,,,
player,201110090buf,buf,SmitBr01,rec,0,,,,,
player,201110090buf,buf,SmitBr01,rec_yds,0,,,,,
player,201110090buf,buf,SmitBr01,rec_td,0,,,,,
player,201110090buf,buf,SmitBr01,rec_long,0,,,,,
player,201110090buf,buf,SmitBr01,fumbles,0,,,,,
player,201110090buf,buf,SmitBr01,fumbles_lost,,,,,,
player,201110090buf,buf,RoosNa00,pass_cmp,0,,,,,
player,201110090buf,buf,RoosNa00,pass_att,0,,,,,
player,201110090buf,buf,RoosNa00,pass_yds,0,,,,,
player,201110090buf,buf,RoosNa00,pass_td,0,,,,,
player,201110090buf,buf,RoosNa00,pass_int,0,,,,,
player,201110090buf,buf,RoosNa00,pass_sacked,0,,,,,
player,201110090buf,buf,RoosNa00,pass_sacked_yds,0,,,,,
player,201110090buf,buf,RoosNa00,pass_long,0,,,,,
player,201110090buf,buf,RoosNa00,pass_rating,,,,,,
player,201110090buf,buf,RoosNa00,rush_att,0,,,,,
player,201110090buf,buf,RoosNa00,rush_yds,0,,,,,
player,201110090buf,buf,RoosNa00,rush_td,0,,,,,
player,201110090buf,buf,RoosNa00,rush_long,0,,,,,
player,201110090buf,buf,RoosNa00,targets,7,,,,,
player,201110090buf,buf,RoosNa00,rec,5,,,,,
player,201110090buf,buf,RoosNa00,rec_yds,41,,,,,
player,201110090buf,buf,RoosNa00,rec_td,0,,,,,
player,201110090buf,buf,RoosNa00,rec_long,20,,,,,
player,201110090buf,buf,RoosNa00,fumbles,0,,,,,
player,201110090buf,buf,RoosNa00,fumbles_lost,,,,,,
player,201110090buf,buf,JohnSt00,pass_cmp,0,,,,,
player,201110090buf,buf,JohnSt00,pass_att,0,,,,,
player,201110090buf,buf,JohnSt00,pass_yds,0,,,,,
player,201110090buf,buf,JohnSt00,pass_td,0,,,,,
player,201110090buf,buf,JohnSt00,pass_int,0,,,,,
player,201110090buf,buf,JohnSt00,pass_sacked,0,,,,,
player,201110090buf,buf,JohnSt00,pass_sacked_yds,0,,,,,
player,201110090buf,buf,JohnSt00,pass_long,0,,,,,
player,201110090buf,buf,JohnSt00,pass_rating,,,,,,
player,201110090buf,buf,JohnSt00,rush_att,0,,,,,
player,201110090buf,buf,JohnSt00,rush_yds,0,,,,,
player,201110090buf,buf,JohnSt00,rush_td,0,,,,,
player,201110090buf,buf,JohnSt00,rush_long,0,,,,,
player,201110090buf,buf,JohnSt00,targets,5,,,,,
player,201110090buf,buf,JohnSt00,rec,4,,,,,
player,201110090buf,buf,JohnSt00,rec_yds,29,,,,,
player,201110090buf,buf,JohnSt00,rec_td,0,,,,,
player,201110090buf,buf,JohnSt00,rec_long,12,,,,,
player,201110090buf,buf,JohnSt00,fumbles,0,,,,,
player,201110090buf,buf,JohnSt00,fumbles_lost,,,,,,
player,201110090buf,buf,JoneDo00,pass_cmp,0,,,,,
player,201110090buf,buf,JoneDo00,pass_att,0,,,,,
player,201110090buf,buf,JoneDo00,pass_yds,0,,,,,
player,201110090buf,buf,JoneDo00,pass_td,0,,,,,
player,201110090buf,buf,JoneDo00,pass_int,0,,,,,
player,201110090buf,buf,JoneDo00,pass_sacked,0,,,,,
player,201110090buf,buf,JoneDo00,pass_sacked_yds,0,,,,,
player,201110090buf,buf,JoneDo00,pass_long,0,,,,,
player,201110090buf,buf,JoneDo00,pass_rating,,,,,,
player,201110090buf,buf,JoneDo00,rush_att,0,,,,,
player,201110090buf,buf,JoneDo00,rush_yds,0,,,,,
player,201110090buf,buf,JoneDo00,rush_td,0,,,,,
player,201110090buf,buf,JoneDo00,rush_long,0,,,,,
player,201110090buf,buf,JoneDo00,targets,2,,,,,
player,201110090buf,buf,JoneDo00,rec,2,,,,,
player,201110090buf,buf,JoneDo00,rec_yds,25,,,,,
player,201110090buf,buf,JoneDo00,rec_td,0,,,,,
player,201110090buf,buf,JoneDo00,rec_long,18,,,,,
player,201110090buf,buf,JoneDo00,fumbles,0,,,,,
player,201110090buf,buf,JoneDo00,fumbles_lost,,,,,,
player,201110090buf,buf,NelsDa01,pass_cmp,0,,,,,
player,201110090buf,buf,NelsDa01,pass_att,0,,,,,
player,201110090buf,buf,NelsDa01,pass_yds,0,,,,,
player,201110090buf,buf,NelsDa01,pass_td,0,,,,,
player,201110090buf,buf,NelsDa01,pass_int,0,,,,,
player,201110090buf,buf,NelsDa01,pass_sacked,0,,,,,
player,201110090buf,buf,NelsDa01,pass_sacked_yds,0,,,,,
player,201110090buf,buf,NelsDa01,pass_long,0,,,,,
player,201110090buf,buf,NelsDa01,pass_rating,,,,,,
player,201110090buf,buf,NelsDa01,rush_att,0,,,,,
player,201110090buf,buf,NelsDa01,rush_yds,0,,,,,
player,201110090buf,buf,NelsDa01,rush_td,0,,,,,
player,201110090buf,buf,NelsDa01,rush_long,0,,,,,
player,201110090buf,buf,NelsDa01,targets,2,,,,,
player,201110090buf,buf,NelsDa01,rec,1,,,,,
player,201110090buf,buf,NelsDa01,rec_yds,6,,,,,
player,201110090buf,buf,NelsDa01,rec_td,1,,,,,
player,201110090buf,buf,NelsDa01,rec_long,6,,,,,
player,201110090buf,buf,NelsDa01,fumbles,0,,,,,
player,201110090buf,buf,NelsDa01,fumbles_lost,,,,,,
player,201110090buf,buf,ChanSc00,pass_cmp,0,,,,,
player,201110090buf,buf,ChanSc00,pass_att,0,,,,,
player,201110090buf,buf,ChanSc00,pass_yds,0,,,,,
player,201110090buf,buf,ChanSc00,pass_td,0,,,,,
player,201110090buf,buf,ChanSc00,pass_int,0,,,,,
player,201110090buf,buf,ChanSc00,pass_sacked,0,,,,,
player,201110090buf,buf,ChanSc00,pass_sacked_yds,0,,,,,
player,201110090buf,buf,ChanSc00,pass_long,0,,,,,
player,201110090buf,buf,ChanSc00,pass_rating,,,,,,
player,201110090buf,buf,ChanSc00,rush_att,0,,,,,
player,201110090buf,buf,ChanSc00,rush_yds,0,,,,,
player,201110090buf,buf,ChanSc00,rush_td,0,,,,,
player,201110090buf,buf,ChanSc00,rush_long,0,,,,,
player,201110090buf,buf,ChanSc00,targets,1,,,,,
player,201110090buf,buf,ChanSc00,rec,1,,,,,
player,201110090buf,buf,ChanSc00,rec_yds,4,,,,,
player,201110090buf,buf,ChanSc00,rec_td,0,,,,,
player,201110090buf,buf,ChanSc00,rec_long,4,,,,,
player,201110090buf,buf,ChanSc00,fumbles,0,,,,,
player,201110090buf,buf,ChanSc00,fumbles_lost,,,,,,
player,201110090buf,buf,MartRu00,pass_cmp,0,,,,,
player,201110090buf,buf,MartRu00,pass_att,0,,,,,
player,201110090buf,buf,MartRu00,pass_yds,0,,,,,
player,201110090buf,buf,MartRu00,pass_td,0,,,,,
player,201110090buf,buf,MartRu00,pass_int,0,,,,,
player,201110090buf,buf,MartRu00,pass_sacked,0,,,,,
player,201110090buf,buf,MartRu00,pass_sacked_yds,0,,,,,
player,201110090buf,buf,MartRu00,pass_long,0,,,,,
player,201110090buf,buf,MartRu00,pass_rating,,,,,,
player,201110090buf,buf,MartRu00,rush_att,0,,,,,
player,201110090buf,buf,MartRu00,rush_yds,0,,,,,
player,201110090buf,buf,MartRu00,rush_td,0,,,,,
player,201110090buf,buf,MartRu00,rush_long,0,,,,,
player,201110090buf,buf,MartRu00,targets,1,,,,,
player,201110090buf,buf,MartRu00,rec,0,,,,,
player,201110090buf,buf,MartRu00,rec_yds,0,,,,,
player,201110090buf,buf,MartRu00,rec_td,0,,,,,
player,201110090buf,buf,MartRu00,rec_long,0,,,,,
player,201110090buf,buf,MartRu00,fumbles,0,,,,,
player,201110090buf,buf,MartRu00,fumbles_lost,,,,,,
player,201110090buf,phi,ChanJa98,def_int,1,,,,,
player,201110090buf,phi,ChanJa98,def_int_yds,10,,,,,
player,201110090buf,phi,ChanJa98,def_int_td,0,,,,,
player,201110090buf,phi,ChanJa98,def_int_long,10,,,,,
player,201110090buf,phi,ChanJa98,pass_defended,2,,,,,
player,201110090buf,phi,ChanJa98,sacks,0.0,,,,,
player,201110090buf,phi,ChanJa98,tackles_combined,8,,,,,
player,201110090buf,phi,ChanJa98,tackles_solo,4,,,,,
player,201110090buf,phi,ChanJa98,tackles_assists,4,,,,,
player,201110090buf,phi,ChanJa98,tackles_loss,0,,,,,
player,201110090buf,phi,ChanJa98,qb_hits,0,,,,,
player,201110090buf,phi,ChanJa98,fumbles_rec,0,,,,,
player,201110090buf,phi,ChanJa98,fumbles_rec_yds,0,,,,,
player,201110090buf,phi,ChanJa98,fumbles_rec_td,0,,,,,
player,201110090buf,phi,ChanJa98,fumbles_forced,0,,,,,
player,201110090buf,phi,JenkCu20,def_int,0,,,,,
player,201110090buf,phi,JenkCu20,def_int_yds,0,,,,,
player,201110090buf,phi,JenkCu20,def_int_td,0,,,,,
player,201110090buf,phi,JenkCu20,def_int_long,0,,,,,
player,201110090buf,phi,JenkCu20,pass_defended,0,,,,,
player,201110090buf,phi,JenkCu20,sacks,1.0,,,,,
player,201110090buf,phi,JenkCu20,tackles_combined,6,,,,,
player,201110090buf,phi,JenkCu20,tackles_solo,3,,,,,
player,201110090buf,phi,JenkCu20,tackles_assists,3,,,,,
player,201110090buf,phi,JenkCu20,tackles_loss,1,,,,,
player,201110090buf,phi,JenkCu20,qb_hits,1,,,,,
player,201110090buf,phi,JenkCu20,fumbles_rec,0,,,,,
player,201110090buf,phi,JenkCu20,fumbles_rec_yds,0,,,,,
player,201110090buf,phi,JenkCu20,fumbles_rec_td,0,,,,,
player,201110090buf,phi,JenkCu20,fumbles_forced,0,,,,,
player,201110090buf,phi,AlleNa99,def_int,0,,,,,
player,201110090buf,phi,AlleNa99,def_int_yds,0,,,,,
player,201110090buf,phi,AlleNa99,def_int_td,0,,,,,
player,201110090buf,phi,AlleNa99,def_int_long,0,,,,,
player,201110090buf,phi,AlleNa99,pass_defended,0,,,,,
player,201110090buf,phi,AlleNa99,sacks,0.0,,,,,
player,201110090buf,phi,AlleNa99,tackles_combined,13,,,,,
player,201110090buf,phi,AlleNa99,tackles_solo,10,,,,,
player,201110090buf,phi,AlleNa99,tackles_assists,3,,,,,
player,201110090buf,phi,AlleNa99,tackles_loss,1,,,,,
player,201110090buf,phi,AlleNa99,qb_hits,0,,,,,
player,201110090buf,phi,AlleNa99,fumbles_rec,0,,,,,
player,201110090buf,phi,AlleNa99,fumbles_rec_yds,0,,,,,
player,201110090buf,phi,AlleNa99,fumbles_rec_td,0,,,,,
player,201110090buf,phi,AlleNa99,fumbles_forced,0,,,,,
player,201110090buf,phi,PageJa20,def_int,0,,,,,
player,201110090buf,phi,PageJa20,def_int_yds,0,,,,,
player,201110090buf,phi,PageJa20,def_int_td,0,,,,,
player,201110090buf,phi,PageJa20,def_int_long,0,,,,,
player,201110090buf,phi,PageJa20,pass_defended,0,,,,,
player,201110090buf,phi,PageJa20,sacks,0.0,,,,,
player,201110090buf,phi,PageJa20,tackles_combined,11,,,,,
player,201110090buf,phi,PageJa20,tackles_solo,7,,,,,
player,201110090buf,phi,PageJa20,tackles_assists,4,,,,,
player,201110090buf,phi,PageJa20,tackles_loss,0,,,,,
player,201110090buf,phi,PageJa20,qb_hits,0,,,,,
player,201110090buf,phi,PageJa20,fumbles_rec,0,,,,,
player,201110090buf,phi,PageJa20,fumbles_rec_yds,0,,,,,
player,201110090buf,phi,PageJa20,fumbles_rec_td,0,,,,,
player,201110090buf,phi,PageJa20,fumbles_forced,0,,,,,
player,201110090buf,phi,RollBr00,def_int,0,,,,,
player,201110090buf,phi,RollBr00,def_int_yds,0,,,,,
player,201110090buf,phi,RollBr00,def_int_td,0,,,,,
player,201110090buf,phi,RollBr00,def_int_long,0,,,,,
player,201110090buf,phi,RollBr00,pass_defended,0,,,,,
player,201110090buf,phi,RollBr00,sacks,0.0,,,,,
player,201110090buf,phi,RollBr00,tackles_combined,9,,,,,
player,201110090buf,phi,RollBr00,tackles_solo,5,,,,,
player,201110090buf,phi,RollBr00,tackles_assists,4,,,,,
player,201110090buf,phi,RollBr00,tackles_loss,1,,,,,
player,201110090buf,phi,RollBr00,qb_hits,0,,,,,
