game,2011,6,20111017,201110170nyj,mia,"Miami Dolphins",6,nyj,"New York Jets",24
player,201110170nyj,nyj,CromAn20,qb_hits,0,,,,,
player,201110170nyj,nyj,CromAn20,fumbles_rec,0,,,,,
player,201110170nyj,nyj,CromAn20,fumbles_rec_yds,0,,,,,
player,201110170nyj,nyj,CromAn20,fumbles_rec_td,0,,,,,
player,201110170nyj,nyj,CromAn20,fumbles_forced,0,,,,,
player,201110170nyj,nyj,DixoMa00,def_int,0,,,,,
player,201110170nyj,nyj,DixoMa00,def_int_yds,0,,,,,
player,201110170nyj,nyj,DixoMa00,def_int_td,0,,,,,
player,201110170nyj,nyj,DixoMa00,def_int_long,0,,,,,
player,201110170nyj,nyj,DixoMa00,pass_defended,0,,,,,
player,201110170nyj,nyj,DixoMa00,sacks,0.0,,,,,
player,201110170nyj,nyj,DixoMa00,tackles_combined,1,,,,,
player,201110170nyj,nyj,DixoMa00,tackles_solo,1,,,,,
player,201110170nyj,nyj,DixoMa00,tackles_assists,0,,,,,
player,201110170nyj,nyj,DixoMa00,tackles_loss,0,,,,,
player,201110170nyj,nyj,DixoMa00,qb_hits,2,,,,,
player,201110170nyj,nyj,DixoMa00,fumbles_rec,0,,,,,
player,201110170nyj,nyj,DixoMa00,fumbles_rec_yds,0,,,,,
player,201110170nyj,nyj,DixoMa00,fumbles_rec_td,0,,,,,
player,201110170nyj,nyj,DixoMa00,fumbles_forced,0,,,,,
player,201110170nyj,nyj,LankEl99,def_int,0,,,,,
player,201110170nyj,nyj,LankEl99,def_int_yds,0,,,,,
player,201110170nyj,nyj,LankEl99,def_int_td,0,,,,,
player,201110170nyj,nyj,LankEl99,def_int_long,0,,,,,
player,201110170nyj,nyj,LankEl99,pass_defended,0,,,,,
player,201110170nyj,nyj,LankEl99,sacks,0.0,,,,,
player,201110170nyj,nyj,LankEl99,tackles_combined,1,,,,,
player,201110170nyj,nyj,LankEl99,tackles_solo,1,,,,,
player,201110170nyj,nyj,LankEl99,tackles_assists,0,,,,,
player,201110170nyj,nyj,LankEl99,tackles_loss,0,,,,,
player,201110170nyj,nyj,LankEl99,qb_hits,0,,,,,
player,201110170nyj,nyj,LankEl99,fumbles_rec,0,,,,,
player,201110170nyj,nyj,LankEl99,fumbles_rec_yds,0,,,,,
player,201110170nyj,nyj,LankEl99,fumbles_rec_td,0,,,,,
player,201110170nyj,nyj,LankEl99,fumbles_forced,0,,,,,
player,201110170nyj,nyj,MaugJo00,def_int,0,,,,,
player,201110170nyj,nyj,MaugJo00,def_int_yds,0,,,,,
player,201110170nyj,nyj,MaugJo00,def_int_td,0,,,,,
player,201110170nyj,nyj,MaugJo00,def_int_long,0,,,,,
player,201110170nyj,nyj,MaugJo00,pass_defended,0,,,,,
player,201110170nyj,nyj,MaugJo00,sacks,0.0,,,,,
player,201110170nyj,nyj,MaugJo00,tackles_combined,1,,,,,
player,201110170nyj,nyj,MaugJo00,tackles_solo,1,,,,,
player,201110170nyj,nyj,MaugJo00,tackles_assists,0,,,,,
player,201110170nyj,nyj,MaugJo00,tackles_loss,0,,,,,
player,201110170nyj,nyj,MaugJo00,qb_hits,0,,,,,
player,201110170nyj,nyj,MaugJo00,fumbles_rec,0,,,,,
player,201110170nyj,nyj,MaugJo00,fumbles_rec_yds,0,,,,,
player,201110170nyj,nyj,MaugJo00,fumbles_rec_td,0,,,,,
player,201110170nyj,nyj,MaugJo00,fumbles_forced,0,,,,,
player,201110170nyj,nyj,McInGa00,def_int,0,,,,,
player,201110170nyj,nyj,McInGa00,def_int_yds,0,,,,,
player,201110170nyj,nyj,McInGa00,def_int_td,0,,,,,
player,201110170nyj,nyj,McInGa00,def_int_long,0,,,,,
player,201110170nyj,nyj,McInGa00,pass_defended,0,,,,,
player,201110170nyj,nyj,McInGa00,sacks,0.0,,,,,
player,201110170nyj,nyj,McInGa00,tackles_combined,1,,,,,
player,201110170nyj,nyj,McInGa00,tackles_solo,1,,,,,
player,201110170nyj,nyj,McInGa00,tackles_assists,0,,,,,
player,201110170nyj,nyj,McInGa00,tackles_loss,0,,,,,
player,201110170nyj,nyj,McInGa00,qb_hits,0,,,,,
player,201110170nyj,nyj,McInGa00,fumbles_rec,0,,,,,
player,201110170nyj,nyj,McInGa00,fumbles_rec_yds,0,,,,,
player,201110170nyj,nyj,McInGa00,fumbles_rec_td,0,,,,,
player,201110170nyj,nyj,McInGa00,fumbles_forced,0,,,,,
player,201110170nyj,nyj,SmitEr22,def_int,0,,,,,
player,201110170nyj,nyj,SmitEr22,def_int_yds,0,,,,,
player,201110170nyj,nyj,SmitEr22,def_int_td,0,,,,,
player,201110170nyj,nyj,SmitEr22,def_int_long,0,,,,,
player,201110170nyj,nyj,SmitEr22,pass_defended,0,,,,,
player,201110170nyj,nyj,SmitEr22,sacks,0.0,,,,,
player,201110170nyj,nyj,SmitEr22,tackles_combined,1,,,,,
player,201110170nyj,nyj,SmitEr22,tackles_solo,1,,,,,
player,201110170nyj,nyj,SmitEr22,tackles_assists,0,,,,,
player,201110170nyj,nyj,SmitEr22,tackles_loss,0,,,,,
player,201110170nyj,nyj,SmitEr22,qb_hits,0,,,,,
player,201110170nyj,nyj,SmitEr22,fumbles_rec,0,,,,,
player,201110170nyj,nyj,SmitEr22,fumbles_rec_yds,0,,,,,
player,201110170nyj,nyj,SmitEr22,fumbles_rec_td,0,,,,,
player,201110170nyj,nyj,SmitEr22,fumbles_forced,0,,,,,
player,201110170nyj,nyj,TevaMa00,def_int,0,,,,,
player,201110170nyj,nyj,TevaMa00,def_int_yds,0,,,,,
player,201110170nyj,nyj,TevaMa00,def_int_td,0,,,,,
player,201110170nyj,nyj,TevaMa00,def_int_long,0,,,,,
player,201110170nyj,nyj,TevaMa00,pass_defended,0,,,,,
player,201110170nyj,nyj,TevaMa00,sacks,0.0,,,,,
player,201110170nyj,nyj,TevaMa00,tackles_combined,1,,,,,
player,201110170nyj,nyj,TevaMa00,tackles_solo,0,,,,,
player,201110170nyj,nyj,TevaMa00,tackles_assists,1,,,,,
player,201110170nyj,nyj,TevaMa00,tackles_loss,0,,,,,
player,201110170nyj,nyj,TevaMa00,qb_hits,0,,,,,
player,201110170nyj,nyj,TevaMa00,fumbles_rec,0,,,,,
player,201110170nyj,nyj,TevaMa00,fumbles_rec_yds,0,,,,,
player,201110170nyj,nyj,TevaMa00,fumbles_rec_td,0,,,,,
player,201110170nyj,nyj,TevaMa00,fumbles_forced,0,,,,,
player,201110170nyj,nyj,WilkMu00,def_int,0,,,,,
player,201110170nyj,nyj,WilkMu00,def_int_yds,0,,,,,
player,201110170nyj,nyj,WilkMu00,def_int_td,0,,,,,
player,201110170nyj,nyj,WilkMu00,def_int_long,0,,,,,
player,201110170nyj,nyj,WilkMu00,pass_defended,0,,,,,
player,201110170nyj,nyj,WilkMu00,sacks,0.0,,,,,
player,201110170nyj,nyj,WilkMu00,tackles_combined,1,,,,,
player,201110170nyj,nyj,WilkMu00,tackles_solo,1,,,,,
player,201110170nyj,nyj,WilkMu00,tackles_assists,0,,,,,
player,201110170nyj,nyj,WilkMu00,tackles_loss,0,,,,,
player,201110170nyj,nyj,WilkMu00,qb_hits,1,,,,,
player,201110170nyj,nyj,WilkMu00,fumbles_rec,0,,,,,
player,201110170nyj,nyj,WilkMu00,fumbles_rec_yds,0,,,,,
player,201110170nyj,nyj,WilkMu00,fumbles_rec_td,0,,,,,
player,201110170nyj,nyj,WilkMu00,fumbles_forced,0,,,,,
player,201110170nyj,nyj,McKnJo00,def_int,0,,,,,
player,201110170nyj,nyj,McKnJo00,def_int_yds,0,,,,,
player,201110170nyj,nyj,McKnJo00,def_int_td,0,,,,,
player,201110170nyj,nyj,McKnJo00,def_int_long,0,,,,,
player,201110170nyj,nyj,McKnJo00,pass_defended,0,,,,,
player,201110170nyj,nyj,McKnJo00,sacks,0.0,,,,,
player,201110170nyj,nyj,McKnJo00,tackles_combined,0,,,,,
player,201110170nyj,nyj,McKnJo00,tackles_solo,0,,,,,
player,201110170nyj,nyj,McKnJo00,tackles_assists,0,,,,,
player,201110170nyj,nyj,McKnJo00,tackles_loss,0,,,,,
player,201110170nyj,nyj,McKnJo00,qb_hits,0,,,,,
player,201110170nyj,nyj,McKnJo00,fumbles_rec,1,,,,,
player,201110170nyj,nyj,McKnJo00,fumbles_rec_yds,0,,,,,
player,201110170nyj,nyj,McKnJo00,fumbles_rec_td,0,,,,,
player,201110170nyj,nyj,McKnJo00,fumbles_forced,0,,,,,
player,201110170nyj,mia,BessDa00,kick_ret,0,,,,,
player,201110170nyj,mia,BessDa00,kick_ret_yds,0,,,,,
player,201110170nyj,mia,BessDa00,kick_ret_yds_per_ret,,,,,,
player,201110170nyj,mia,BessDa00,kick_ret_td,0,,,,,
player,201110170nyj,mia,BessDa00,kick_ret_long,0,,,,,
player,201110170nyj,mia,BessDa00,punt_ret,3,,,,,
player,201110170nyj,mia,BessDa00,punt_ret_yds,27,,,,,
player,201110170nyj,mia,BessDa00,punt_ret_yds_per_ret,9.0,,,,,
player,201110170nyj,mia,BessDa00,punt_ret_td,0,,,,,
player,201110170nyj,mia,BessDa00,punt_ret_long,16,,,,,
player,201110170nyj,mia,BushRe00,kick_ret,0,,,,,
player,201110170nyj,mia,BushRe00,kick_ret_yds,0,,,,,
player,201110170nyj,mia,BushRe00,kick_ret_yds_per_ret,,,,,,
player,201110170nyj,mia,BushRe00,kick_ret_td,0,,,,,
player,201110170nyj,mia,BushRe00,kick_ret_long,0,,,,,
player,201110170nyj,mia,BushRe00,punt_ret,1,,,,,
player,201110170nyj,mia,BushRe00,punt_ret_yds,6,,,,,
player,201110170nyj,mia,BushRe00,punt_ret_yds_per_ret,6.0,,,,,
player,201110170nyj,mia,BushRe00,punt_ret_td,0,,,,,
player,201110170nyj,mia,BushRe00,punt_ret_long,6,,,,,
player,201110170nyj,mia,GateCl00,kick_ret,4,,,,,
player,201110170nyj,mia,GateCl00,kick_ret_yds,87,,,,,
player,201110170nyj,mia,GateCl00,kick_ret_yds_per_ret,21.8,,,,,
player,201110170nyj,mia,GateCl00,kick_ret_td,0,,,,,
player,201110170nyj,mia,GateCl00,kick_ret_long,22,,,,,
player,201110170nyj,mia,GateCl00,punt_ret,0,,,,,
player,201110170nyj,mia,GateCl00,punt_ret_yds,0,,,,,
player,201110170nyj,mia,GateCl00,punt_ret_yds_per_ret,,,,,,
player,201110170nyj,mia,GateCl00,punt_ret_td,0,,,,,
player,201110170nyj,mia,GateCl00,punt_ret_long,0,,,,,
player,201110170nyj,nyj,McKnJo00,kick_ret,1,,,,,
player,201110170nyj,nyj,McKnJo00,kick_ret_yds,31,,,,,
player,201110170nyj,nyj,McKnJo00,kick_ret_yds_per_ret,31.0,,,,,
player,201110170nyj,nyj,McKnJo00,kick_ret_td,0,,,,,
player,201110170nyj,nyj,McKnJo00,kick_ret_long,31,,,,,
player,201110170nyj,nyj,McKnJo00,punt_ret,3,,,,,
player,201110170nyj,nyj,McKnJo00,punt_ret_yds,19,,,,,
player,201110170nyj,nyj,McKnJo00,punt_ret_yds_per_ret,6.3,,,,,
player,201110170nyj,nyj,McKnJo00,punt_ret_td,0,,,,,
player,201110170nyj,nyj,McKnJo00,punt_ret_long,12,,,,,
player,201110170nyj,nyj,KerlJe00,kick_ret,0,,,,,
player,201110170nyj,nyj,KerlJe00,kick_ret_yds,0,,,,,
player,201110170nyj,nyj,KerlJe00,kick_ret_yds_per_ret,,,,,,
player,201110170nyj,nyj,KerlJe00,kick_ret_td,0,,,,,
player,201110170nyj,nyj,KerlJe00,kick_ret_long,0,,,,,
player,201110170nyj,nyj,KerlJe00,punt_ret,2,,,,,
player,201110170nyj,nyj,KerlJe00,punt_ret_yds,11,,,,,
player,201110170nyj,nyj,KerlJe00,punt_ret_yds_per_ret,5.5,,,,,
player,201110170nyj,nyj,KerlJe00,punt_ret_td,0,,,,,
player,201110170nyj,nyj,KerlJe00,punt_ret_long,11,,,,,
player,201110170nyj,nyj,BakeJo01,kick_ret,1,,,,,
player,201110170nyj,nyj,BakeJo01,kick_ret_yds,16,,,,,
player,201110170nyj,nyj,BakeJo01,kick_ret_yds_per_ret,16.0,,,,,
player,201110170nyj,nyj,BakeJo01,kick_ret_td,0,,,,,
player,201110170nyj,nyj,BakeJo01,kick_ret_long,16,,,,,
player,201110170nyj,nyj,BakeJo01,punt_ret,0,,,,,
player,201110170nyj,nyj,BakeJo01,punt_ret_yds,0,,,,,
player,201110170nyj,nyj,BakeJo01,punt_ret_yds_per_ret,,,,,,
player,201110170nyj,nyj,BakeJo01,punt_ret_td,0,,,,,
player,201110170nyj,nyj,BakeJo01,punt_ret_long,0,,,,,
player,201110170nyj,nyj,McInGa00,kick_ret,1,,,,,
player,201110170nyj,nyj,McInGa00,kick_ret_yds,0,,,,,
player,201110170nyj,nyj,McInGa00,kick_ret_yds_per_ret,0.0,,,,,
player,201110170nyj,nyj,McInGa00,kick_ret_td,0,,,,,
player,201110170nyj,nyj,McInGa00,kick_ret_long,0,,,,,
player,201110170nyj,nyj,McInGa00,punt_ret,0,,,,,
player,201110170nyj,nyj,McInGa00,punt_ret_yds,0,,,,,
player,201110170nyj,nyj,McInGa00,punt_ret_yds_per_ret,,,,,,
player,201110170nyj,nyj,McInGa00,punt_ret_td,0,,,,,
player,201110170nyj,nyj,McInGa00,punt_ret_long,0,,,,,
player,201110170nyj,mia,FielBr20,xpm,,,,,,
player,201110170nyj,mia,FielBr20,xpa,,,,,,
player,201110170nyj,mia,FielBr20,fgm,,,,,,
player,201110170nyj,mia,FielBr20,fga,,,,,,
player,201110170nyj,mia,FielBr20,punt,7,,,,,
player,201110170nyj,mia,FielBr20,punt_yds,305,,,,,
player,201110170nyj,mia,FielBr20,punt_yds_per_punt,43.6,,,,,
player,201110170nyj,mia,FielBr20,punt_long,65,,,,,
player,201110170nyj,mia,CarpDa44,xpm,,,,,,
player,201110170nyj,mia,CarpDa44,xpa,,,,,,
player,201110170nyj,mia,CarpDa44,fgm,2,,,,,
player,201110170nyj,mia,CarpDa44,fga,2,,,,,
player,201110170nyj,mia,CarpDa44,punt,0,,,,,
player,201110170nyj,mia,CarpDa44,punt_yds,0,,,,,
player,201110170nyj,mia,CarpDa44,punt_yds_per_punt,,,,,,
player,201110170nyj,mia,CarpDa44,punt_long,0,,,,,
player,201110170nyj,nyj,FolkNi20,xpm,3,,,,,
player,201110170nyj,nyj,FolkNi20,xpa,3,,,,,
player,201110170nyj,nyj,FolkNi20,fgm,1,,,,,
player,201110170nyj,nyj,FolkNi20,fga,1,,,,,
player,201110170nyj,nyj,FolkNi20,punt,0,,,,,
player,201110170nyj,nyj,FolkNi20,punt_yds,0,,,,,
player,201110170nyj,nyj,FolkNi20,punt_yds_per_punt,,,,,,
player,201110170nyj,nyj,FolkNi20,punt_long,0,,,,,
player,201110170nyj,nyj,ConlT.00,xpm,,,,,,
player,201110170nyj,nyj,ConlT.00,xpa,,,,,,
player,201110170nyj,nyj,ConlT.00,fgm,,,,,,
player,201110170nyj,nyj,ConlT.00,fga,,,,,,
player,201110170nyj,nyj,ConlT.00,punt,8,,,,,
player,201110170nyj,nyj,ConlT.00,punt_yds,388,,,,,
player,201110170nyj,nyj,ConlT.00,punt_yds_per_punt,48.5,,,,,
player,201110170nyj,nyj,ConlT.00,punt_long,63,,,,,
