game,2011,9,20111106,201111060nwe,nyg,"New York Giants",24,nwe,"New England Patriots",20
player,201111060nwe,nyg,MannMa01,pass_sacked_yds,0,,,,,
player,201111060nwe,nyg,MannMa01,pass_long,0,,,,,
player,201111060nwe,nyg,MannMa01,pass_rating,,,,,,
player,201111060nwe,nyg,MannMa01,rush_att,0,,,,,
player,201111060nwe,nyg,MannMa01,rush_yds,0,,,,,
player,201111060nwe,nyg,MannMa01,rush_td,0,,,,,
player,201111060nwe,nyg,MannMa01,rush_long,0,,,,,
player,201111060nwe,nyg,MannMa01,targets,7,,,,,
player,201111060nwe,nyg,MannMa01,rec,3,,,,,
player,201111060nwe,nyg,MannMa01,rec_yds,33,,,,,
player,201111060nwe,nyg,MannMa01,rec_td,1,,,,,
player,201111060nwe,nyg,MannMa01,rec_long,14,,,,,
player,201111060nwe,nyg,MannMa01,fumbles,0,,,,,
player,201111060nwe,nyg,MannMa01,fumbles_lost,,,,,,
player,201111060nwe,nyg,BardRa00,pass_cmp,0,,,,,
player,201111060nwe,nyg,BardRa00,pass_att,0,,,,,
player,201111060nwe,nyg,BardRa00,pass_yds,0,,,,,
player,201111060nwe,nyg,BardRa00,pass_td,0,,,,,
player,201111060nwe,nyg,BardRa00,pass_int,0,,,,,
player,201111060nwe,nyg,BardRa00,pass_sacked,0,,,,,
player,201111060nwe,nyg,BardRa00,pass_sacked_yds,0,,,,,
player,201111060nwe,nyg,BardRa00,pass_long,0,,,,,
player,201111060nwe,nyg,BardRa00,pass_rating,,,,,,
player,201111060nwe,nyg,BardRa00,rush_att,0,,,,,
player,201111060nwe,nyg,BardRa00,rush_yds,0,,,,,
player,201111060nwe,nyg,BardRa00,rush_td,0,,,,,
player,201111060nwe,nyg,BardRa00,rush_long,0,,,,,
player,201111060nwe,nyg,BardRa00,targets,5,,,,,
player,201111060nwe,nyg,BardRa00,rec,2,,,,,
player,201111060nwe,nyg,BardRa00,rec_yds,24,,,,,
player,201111060nwe,nyg,BardRa00,rec_td,0,,,,,
player,201111060nwe,nyg,BardRa00,rec_long,15,,,,,
player,201111060nwe,nyg,BardRa00,fumbles,0,,,,,
player,201111060nwe,nyg,BardRa00,fumbles_lost,,,,,,
player,201111060nwe,nyg,PascBe00,pass_cmp,0,,,,,
player,201111060nwe,nyg,PascBe00,pass_att,0,,,,,
player,201111060nwe,nyg,PascBe00,pass_yds,0,,,,,
player,201111060nwe,nyg,PascBe00,pass_td,0,,,,,
player,201111060nwe,nyg,PascBe00,pass_int,0,,,,,
player,201111060nwe,nyg,PascBe00,pass_sacked,0,,,,,
player,201111060nwe,nyg,PascBe00,pass_sacked_yds,0,,,,,
player,201111060nwe,nyg,PascBe00,pass_long,0,,,,,
player,201111060nwe,nyg,PascBe00,pass_rating,,,,,,
player,201111060nwe,nyg,PascBe00,rush_att,0,,,,,
player,201111060nwe,nyg,PascBe00,rush_yds,0,,,,,
player,201111060nwe,nyg,PascBe00,rush_td,0,,,,,
player,201111060nwe,nyg,PascBe00,rush_long,0,,,,,
player,201111060nwe,nyg,PascBe00,targets,1,,,,,
player,201111060nwe,nyg,PascBe00,rec,1,,,,,
player,201111060nwe,nyg,PascBe00,rec_yds,7,,,,,
player,201111060nwe,nyg,PascBe00,rec_td,0,,,,,
player,201111060nwe,nyg,PascBe00,rec_long,7,,,,,
player,201111060nwe,nyg,PascBe00,fumbles,0,,,,,
player,201111060nwe,nyg,PascBe00,fumbles_lost,,,,,,
player,201111060nwe,nyg,ClayMi00,pass_cmp,0,,,,,
player,201111060nwe,nyg,ClayMi00,pass_att,0,,,,,
player,201111060nwe,nyg,ClayMi00,pass_yds,0,,,,,
player,201111060nwe,nyg,ClayMi00,pass_td,0,,,,,
player,201111060nwe,nyg,ClayMi00,pass_int,0,,,,,
player,201111060nwe,nyg,ClayMi00,pass_sacked,0,,,,,
player,201111060nwe,nyg,ClayMi00,pass_sacked_yds,0,,,,,
player,201111060nwe,nyg,ClayMi00,pass_long,0,,,,,
player,201111060nwe,nyg,ClayMi00,pass_rating,,,,,,
player,201111060nwe,nyg,ClayMi00,rush_att,0,,,,,
player,201111060nwe,nyg,ClayMi00,rush_yds,0,,,,,
player,201111060nwe,nyg,ClayMi00,rush_td,0,,,,,
player,201111060nwe,nyg,ClayMi00,rush_long,0,,,,,
player,201111060nwe,nyg,ClayMi00,targets,1,,,,,
player,201111060nwe,nyg,ClayMi00,rec,0,,,,,
player,201111060nwe,nyg,ClayMi00,rec_yds,0,,,,,
player,201111060nwe,nyg,ClayMi00,rec_td,0,,,,,
player,201111060nwe,nyg,ClayMi00,rec_long,0,,,,,
player,201111060nwe,nyg,ClayMi00,fumbles,0,,,,,
player,201111060nwe,nyg,ClayMi00,fumbles_lost,,,,,,
player,201111060nwe,nwe,BradTo00,pass_cmp,28,,,,,
player,201111060nwe,nwe,BradTo00,pass_att,49,,,,,
player,201111060nwe,nwe,BradTo00,pass_yds,342,,,,,
player,201111060nwe,nwe,BradTo00,pass_td,2,,,,,
player,201111060nwe,nwe,BradTo00,pass_int,2,,,,,
player,201111060nwe,nwe,BradTo00,pass_sacked,2,,,,,
player,201111060nwe,nwe,BradTo00,pass_sacked_yds,10,,,,,
player,201111060nwe,nwe,BradTo00,pass_long,28,,,,,
player,201111060nwe,nwe,BradTo00,pass_rating,75.4,,,,,
player,201111060nwe,nwe,BradTo00,rush_att,1,,,,,
player,201111060nwe,nwe,BradTo00,rush_yds,5,,,,,
player,201111060nwe,nwe,BradTo00,rush_td,0,,,,,
player,201111060nwe,nwe,BradTo00,rush_long,5,,,,,
player,201111060nwe,nwe,BradTo00,targets,0,,,,,
player,201111060nwe,nwe,BradTo00,rec,0,,,,,
player,201111060nwe,nwe,BradTo00,rec_yds,0,,,,,
player,201111060nwe,nwe,BradTo00,rec_td,0,,,,,
player,201111060nwe,nwe,BradTo00,rec_long,0,,,,,
player,201111060nwe,nwe,BradTo00,fumbles,1,,,,,
player,201111060nwe,nwe,BradTo00,fumbles_lost,1,,,,,
player,201111060nwe,nwe,GreeBe00,pass_cmp,0,,,,,
player,201111060nwe,nwe,GreeBe00,pass_att,0,,,,,
player,201111060nwe,nwe,GreeBe00,pass_yds,0,,,,,
player,201111060nwe,nwe,GreeBe00,pass_td,0,,,,,
player,201111060nwe,nwe,GreeBe00,pass_int,0,,,,,
player,201111060nwe,nwe,GreeBe00,pass_sacked,0,,,,,
player,201111060nwe,nwe,GreeBe00,pass_sacked_yds,0,,,,,
player,201111060nwe,nwe,GreeBe00,pass_long,0,,,,,
player,201111060nwe,nwe,GreeBe00,pass_rating,,,,,,
player,201111060nwe,nwe,GreeBe00,rush_att,12,,,,,
player,201111060nwe,nwe,GreeBe00,rush_yds,52,,,,,
player,201111060nwe,nwe,GreeBe00,rush_td,0,,,,,
player,201111060nwe,nwe,GreeBe00,rush_long,18,,,,,
player,201111060nwe,nwe,GreeBe00,targets,1,,,,,
player,201111060nwe,nwe,GreeBe00,rec,1,,,,,
player,201111060nwe,nwe,GreeBe00,rec_yds,11,,,,,
player,201111060nwe,nwe,GreeBe00,rec_td,0,,,,,
player,201111060nwe,nwe,GreeBe00,rec_long,11,,,,,
player,201111060nwe,nwe,GreeBe00,fumbles,0,,,,,
player,201111060nwe,nwe,GreeBe00,fumbles_lost,,,,,,
player,201111060nwe,nwe,WoodDa02,pass_cmp,0,,,,,
player,201111060nwe,nwe,WoodDa02,pass_att,0,,,,,
player,201111060nwe,nwe,WoodDa02,pass_yds,0,,,,,
player,201111060nwe,nwe,WoodDa02,pass_td,0,,,,,
player,201111060nwe,nwe,WoodDa02,pass_int,0,,,,,
player,201111060nwe,nwe,WoodDa02,pass_sacked,0,,,,,
player,201111060nwe,nwe,WoodDa02,pass_sacked_yds,0,,,,,
player,201111060nwe,nwe,WoodDa02,pass_long,0,,,,,
player,201111060nwe,nwe,WoodDa02,pass_rating,,,,,,
player,201111060nwe,nwe,WoodDa02,rush_att,7,,,,,
player,201111060nwe,nwe,WoodDa02,rush_yds,26,,,,,
player,201111060nwe,nwe,WoodDa02,rush_td,0,,,,,
player,201111060nwe,nwe,WoodDa02,rush_long,9,,,,,
player,201111060nwe,nwe,WoodDa02,targets,6,,,,,
player,201111060nwe,nwe,WoodDa02,rec,3,,,,,
player,201111060nwe,nwe,WoodDa02,rec_yds,34,,,,,
player,201111060nwe,nwe,WoodDa02,rec_td,0,,,,,
player,201111060nwe,nwe,WoodDa02,rec_long,14,,,,,
player,201111060nwe,nwe,WoodDa02,fumbles,0,,,,,
player,201111060nwe,nwe,WoodDa02,fumbles_lost,,,,,,
player,201111060nwe,nwe,WelkWe00,pass_cmp,0,,,,,
player,201111060nwe,nwe,WelkWe00,pass_att,0,,,,,
player,201111060nwe,nwe,WelkWe00,pass_yds,0,,,,,
player,201111060nwe,nwe,WelkWe00,pass_td,0,,,,,
player,201111060nwe,nwe,WelkWe00,pass_int,0,,,,,
player,201111060nwe,nwe,WelkWe00,pass_sacked,0,,,,,
player,201111060nwe,nwe,WelkWe00,pass_sacked_yds,0,,,,,
player,201111060nwe,nwe,WelkWe00,pass_long,0,,,,,
player,201111060nwe,nwe,WelkWe00,pass_rating,,,,,,
player,201111060nwe,nwe,WelkWe00,rush_att,1,,,,,
player,201111060nwe,nwe,WelkWe00,rush_yds,13,,,,,
player,201111060nwe,nwe,WelkWe00,rush_td,0,,,,,
player,201111060nwe,nwe,WelkWe00,rush_long,13,,,,,
player,201111060nwe,nwe,WelkWe00,targets,10,,,,,
player,201111060nwe,nwe,WelkWe00,rec,9,,,,,
player,201111060nwe,nwe,WelkWe00,rec_yds,136,,,,,
player,201111060nwe,nwe,WelkWe00,rec_td,0,,,,,
player,201111060nwe,nwe,WelkWe00,rec_long,28,,,,,
player,201111060nwe,nwe,WelkWe00,fumbles,0,,,,,
player,201111060nwe,nwe,WelkWe00,fumbles_lost,,,,,,
player,201111060nwe,nwe,RidlSt00,pass_cmp,0,,,,,
player,201111060nwe,nwe,RidlSt00,pass_att,0,,,,,
player,201111060nwe,nwe,RidlSt00,pass_yds,0,,,,,
player,201111060nwe,nwe,RidlSt00,pass_td,0,,,,,
player,201111060nwe,nwe,RidlSt00,pass_int,0,,,,,
player,201111060nwe,nwe,RidlSt00,pass_sacked,0,,,,,
player,201111060nwe,nwe,RidlSt00,pass_sacked_yds,0,,,,,
player,201111060nwe,nwe,RidlSt00,pass_long,0,,,,,
player,201111060nwe,nwe,RidlSt00,pass_rating,,,,,,
player,201111060nwe,nwe,RidlSt00,rush_att,3,,,,,
player,201111060nwe,nwe,RidlSt00,rush_yds,10,,,,,
player,201111060nwe,nwe,RidlSt00,rush_td,0,,,,,
player,201111060nwe,nwe,RidlSt00,rush_long,6,,,,,
player,201111060nwe,nwe,RidlSt00,targets,1,,,,,
player,201111060nwe,nwe,RidlSt00,rec,1,,,,,
player,201111060nwe,nwe,RidlSt00,rec_yds,2,,,,,
player,201111060nwe,nwe,RidlSt00,rec_td,0,,,,,
player,201111060nwe,nwe,RidlSt00,rec_long,2,,,,,
player,201111060nwe,nwe,RidlSt00,fumbles,0,,,,,
player,201111060nwe,nwe,RidlSt00,fumbles_lost,,,,,,
player,201111060nwe,nwe,GronRo00,pass_cmp,0,,,,,
player,201111060nwe,nwe,GronRo00,pass_att,0,,,,,
player,201111060nwe,nwe,GronRo00,pass_yds,0,,,,,
player,201111060nwe,nwe,GronRo00,pass_td,0,,,,,
player,201111060nwe,nwe,GronRo00,pass_int,0,,,,,
player,201111060nwe,nwe,GronRo00,pass_sacked,0,,,,,
player,201111060nwe,nwe,GronRo00,pass_sacked_yds,0,,,,,
player,201111060nwe,nwe,GronRo00,pass_long,0,,,,,
player,201111060nwe,nwe,GronRo00,pass_rating,,,,,,
player,201111060nwe,nwe,GronRo00,rush_att,0,,,,,
player,201111060nwe,nwe,GronRo00,rush_yds,0,,,,,
player,201111060nwe,nwe,GronRo00,rush_td,0,,,,,
player,201111060nwe,nwe,GronRo00,rush_long,0,,,,,
player,201111060nwe,nwe,GronRo00,targets,15,,,,,
player,201111060nwe,nwe,GronRo00,rec,8,,,,,
player,201111060nwe,nwe,GronRo00,rec_yds,101,,,,,
player,201111060nwe,nwe,GronRo00,rec_td,1,,,,,
player,201111060nwe,nwe,GronRo00,rec_long,27,,,,,
player,201111060nwe,nwe,GronRo00,fumbles,0,,,,,
player,201111060nwe,nwe,GronRo00,fumbles_lost,,,,,,
player,201111060nwe,nwe,HernAa00,pass_cmp,0,,,,,
player,201111060nwe,nwe,HernAa00,pass_att,0,,,,,
player,201111060nwe,nwe,HernAa00,pass_yds,0,,,,,
player,201111060nwe,nwe,HernAa00,pass_td,0,,,,,
player,201111060nwe,nwe,HernAa00,pass_int,0,,,,,
player,201111060nwe,nwe,HernAa00,pass_sacked,0,,,,,
player,201111060nwe,nwe,HernAa00,pass_sacked_yds,0,,,,,
player,201111060nwe,nwe,HernAa00,pass_long,0,,,,,
player,201111060nwe,nwe,HernAa00,pass_rating,,,,,,
player,201111060nwe,nwe,HernAa00,rush_att,0,,,,,
player,201111060nwe,nwe,HernAa00,rush_yds,0,,,,,
player,201111060nwe,nwe,HernAa00,rush_td,0,,,,,
player,201111060nwe,nwe,HernAa00,rush_long,0,,,,,
player,201111060nwe,nwe,HernAa00,targets,5,,,,,
player,201111060nwe,nwe,HernAa00,rec,4,,,,,
player,201111060nwe,nwe,HernAa00,rec_yds,35,,,,,
player,201111060nwe,nwe,HernAa00,rec_td,1,,,,,
player,201111060nwe,nwe,HernAa00,rec_long,15,,,,,
player,201111060nwe,nwe,HernAa00,fumbles,0,,,,,
player,201111060nwe,nwe,HernAa00,fumbles_lost,,,,,,
player,201111060nwe,nwe,BranDe00,pass_cmp,0,,,,,
player,201111060nwe,nwe,BranDe00,pass_att,0,,,,,
player,201111060nwe,nwe,BranDe00,pass_yds,0,,,,,
player,201111060nwe,nwe,BranDe00,pass_td,0,,,,,
player,201111060nwe,nwe,BranDe00,pass_int,0,,,,,
player,201111060nwe,nwe,BranDe00,pass_sacked,0,,,,,
player,201111060nwe,nwe,BranDe00,pass_sacked_yds,0,,,,,
player,201111060nwe,nwe,BranDe00,pass_long,0,,,,,
player,201111060nwe,nwe,BranDe00,pass_rating,,,,,,
player,201111060nwe,nwe,BranDe00,rush_att,0,,,,,
player,201111060nwe,nwe,BranDe00,rush_yds,0,,,,,
player,201111060nwe,nwe,BranDe00,rush_td,0,,,,,
player,201111060nwe,nwe,BranDe00,rush_long,0,,,,,
player,201111060nwe,nwe,BranDe00,targets,5,,,,,
player,201111060nwe,nwe,BranDe00,rec,2,,,,,
player,201111060nwe,nwe,BranDe00,rec_yds,21,,,,,
player,201111060nwe,nwe,BranDe00,rec_td,0,,,,,
player,201111060nwe,nwe,BranDe00,rec_long,15,,,,,
player,201111060nwe,nwe,BranDe00,fumbles,0,,,,,
player,201111060nwe,nwe,BranDe00,fumbles_lost,,,,,,
player,201111060nwe,nwe,EdelJu00,pass_cmp,0,,,,,
player,201111060nwe,nwe,EdelJu00,pass_att,0,,,,,
player,201111060nwe,nwe,EdelJu00,pass_yds,0,,,,,
player,201111060nwe,nwe,EdelJu00,pass_td,0,,,,,
player,201111060nwe,nwe,EdelJu00,pass_int,0,,,,,
player,201111060nwe,nwe,EdelJu00,pass_sacked,0,,,,,
player,201111060nwe,nwe,EdelJu00,pass_sacked_yds,0,,,,,
player,201111060nwe,nwe,EdelJu00,pass_long,0,,,,,
player,201111060nwe,nwe,EdelJu00,pass_rating,,,,,,
player,201111060nwe,nwe,EdelJu00,rush_att,0,,,,,
player,201111060nwe,nwe,EdelJu00,rush_yds,0,,,,,
player,201111060nwe,nwe,EdelJu00,rush_td,0,,,,,
player,201111060nwe,nwe,EdelJu00,rush_long,0,,,,,
player,201111060nwe,nwe,EdelJu00,targets,2,,,,,
player,201111060nwe,nwe,EdelJu00,rec,0,,,,,
player,201111060nwe,nwe,EdelJu00,rec_yds,2,,,,,
player,201111060nwe,nwe,EdelJu00,rec_td,0,,,,,
player,201111060nwe,nwe,EdelJu00,rec_long,2,,,,,
player,201111060nwe,nwe,EdelJu00,fumbles,1,,,,,
player,201111060nwe,nwe,EdelJu00,fumbles_lost,0,,,,,
player,201111060nwe,nwe,MankLo20,pass_cmp,0,,,,,
player,201111060nwe,nwe,MankLo20,pass_att,0,,,,,
player,201111060nwe,nwe,MankLo20,pass_yds,0,,,,,
player,201111060nwe,nwe,MankLo20,pass_td,0,,,,,
player,201111060nwe,nwe,MankLo20,pass_int,0,,,,,
player,201111060nwe,nwe,MankLo20,pass_sacked,0,,,,,
player,201111060nwe,nwe,MankLo20,pass_sacked_yds,0,,,,,
player,201111060nwe,nwe,MankLo20,pass_long,0,,,,,
player,201111060nwe,nwe,MankLo20,pass_rating,,,,,,
player,201111060nwe,nwe,MankLo20,rush_att,0,,,,,
player,201111060nwe,nwe,MankLo20,rush_yds,0,,,,,
player,201111060nwe,nwe,MankLo20,rush_td,0,,,,,
player,201111060nwe,nwe,MankLo20,rush_long,0,,,,,
player,201111060nwe,nwe,MankLo20,targets,1,,,,,
player,201111060nwe,nwe,MankLo20,rec,0,,,,,
player,201111060nwe,nwe,MankLo20,rec_yds,0,,,,,
player,201111060nwe,nwe,MankLo20,rec_td,0,,,,,
player,201111060nwe,nwe,MankLo20,rec_long,0,,,,,
player,201111060nwe,nwe,MankLo20,fumbles,0,,,,,
player,201111060nwe,nwe,MankLo20,fumbles_lost,,,,,,
player,201111060nwe,nwe,JohnCh01,pass_cmp,0,,,,,
player,201111060nwe,nwe,JohnCh01,pass_att,0,,,,,
player,201111060nwe,nwe,JohnCh01,pass_yds,0,,,,,
player,201111060nwe,nwe,JohnCh01,pass_td,0,,,,,
player,201111060nwe,nwe,JohnCh01,pass_int,0,,,,,
player,201111060nwe,nwe,JohnCh01,pass_sacked,0,,,,,
player,201111060nwe,nwe,JohnCh01,pass_sacked_yds,0,,,,,
player,201111060nwe,nwe,JohnCh01,pass_long,0,,,,,
player,201111060nwe,nwe,JohnCh01,pass_rating,,,,,,
player,201111060nwe,nwe,JohnCh01,rush_att,0,,,,,
