game,2011,17,20120101,201201010ram,sfo,"San Francisco 49ers",34,ram,"St. Louis Rams",27
player,201201010ram,sfo,DixoAn00,pass_sacked_yds,0,,,,,
player,201201010ram,sfo,DixoAn00,pass_long,0,,,,,
player,201201010ram,sfo,DixoAn00,pass_rating,,,,,,
player,201201010ram,sfo,DixoAn00,rush_att,8,,,,,
player,201201010ram,sfo,DixoAn00,rush_yds,21,,,,,
player,201201010ram,sfo,DixoAn00,rush_td,1,,,,,
player,201201010ram,sfo,DixoAn00,rush_long,5,,,,,
player,201201010ram,sfo,DixoAn00,targets,1,,,,,
player,201201010ram,sfo,DixoAn00,rec,1,,,,,
player,201201010ram,sfo,DixoAn00,rec_yds,6,,,,,
player,201201010ram,sfo,DixoAn00,rec_td,0,,,,,
player,201201010ram,sfo,DixoAn00,rec_long,6,,,,,
player,201201010ram,sfo,DixoAn00,fumbles,0,,,,,
player,201201010ram,sfo,DixoAn00,fumbles_lost,,,,,,
player,201201010ram,sfo,GoreFr00,pass_cmp,0,,,,,
player,201201010ram,sfo,GoreFr00,pass_att,0,,,,,
player,201201010ram,sfo,GoreFr00,pass_yds,0,,,,,
player,201201010ram,sfo,GoreFr00,pass_td,0,,,,,
player,201201010ram,sfo,GoreFr00,pass_int,0,,,,,
player,201201010ram,sfo,GoreFr00,pass_sacked,0,,,,,
player,201201010ram,sfo,GoreFr00,pass_sacked_yds,0,,,,,
player,201201010ram,sfo,GoreFr00,pass_long,0,,,,,
player,201201010ram,sfo,GoreFr00,pass_rating,,,,,,
player,201201010ram,sfo,GoreFr00,rush_att,7,,,,,
player,201201010ram,sfo,GoreFr00,rush_yds,9,,,,,
player,201201010ram,sfo,GoreFr00,rush_td,0,,,,,
player,201201010ram,sfo,GoreFr00,rush_long,3,,,,,
player,201201010ram,sfo,GoreFr00,targets,0,,,,,
player,201201010ram,sfo,GoreFr00,rec,0,,,,,
player,201201010ram,sfo,GoreFr00,rec_yds,0,,,,,
player,201201010ram,sfo,GoreFr00,rec_td,0,,,,,
player,201201010ram,sfo,GoreFr00,rec_long,0,,,,,
player,201201010ram,sfo,GoreFr00,fumbles,0,,,,,
player,201201010ram,sfo,GoreFr00,fumbles_lost,,,,,,
player,201201010ram,sfo,CrabMi00,pass_cmp,0,,,,,
player,201201010ram,sfo,CrabMi00,pass_att,0,,,,,
player,201201010ram,sfo,CrabMi00,pass_yds,0,,,,,
player,201201010ram,sfo,CrabMi00,pass_td,0,,,,,
player,201201010ram,sfo,CrabMi00,pass_int,0,,,,,
player,201201010ram,sfo,CrabMi00,pass_sacked,0,,,,,
player,201201010ram,sfo,CrabMi00,pass_sacked_yds,0,,,,,
player,201201010ram,sfo,CrabMi00,pass_long,0,,,,,
player,201201010ram,sfo,CrabMi00,pass_rating,,,,,,
player,201201010ram,sfo,CrabMi00,rush_att,1,,,,,
player,201201010ram,sfo,CrabMi00,rush_yds,6,,,,,
player,201201010ram,sfo,CrabMi00,rush_td,0,,,,,
player,201201010ram,sfo,CrabMi00,rush_long,6,,,,,
player,201201010ram,sfo,CrabMi00,targets,11,,,,,
player,201201010ram,sfo,CrabMi00,rec,8,,,,,
player,201201010ram,sfo,CrabMi00,rec_yds,86,,,,,
player,201201010ram,sfo,CrabMi00,rec_td,2,,,,,
player,201201010ram,sfo,CrabMi00,rec_long,28,,,,,
player,201201010ram,sfo,CrabMi00,fumbles,0,,,,,
player,201201010ram,sfo,CrabMi00,fumbles_lost,,,,,,
player,201201010ram,sfo,DaviVe00,pass_cmp,0,,,,,
player,201201010ram,sfo,DaviVe00,pass_att,0,,,,,
player,201201010ram,sfo,DaviVe00,pass_yds,0,,,,,
player,201201010ram,sfo,DaviVe00,pass_td,0,,,,,
player,201201010ram,sfo,DaviVe00,pass_int,0,,,,,
player,201201010ram,sfo,DaviVe00,pass_sacked,0,,,,,
player,201201010ram,sfo,DaviVe00,pass_sacked_yds,0,,,,,
player,201201010ram,sfo,DaviVe00,pass_long,0,,,,,
player,201201010ram,sfo,DaviVe00,pass_rating,,,,,,
player,201201010ram,sfo,DaviVe00,rush_att,0,,,,,
player,201201010ram,sfo,DaviVe00,rush_yds,0,,,,,
player,201201010ram,sfo,DaviVe00,rush_td,0,,,,,
player,201201010ram,sfo,DaviVe00,rush_long,0,,,,,
player,201201010ram,sfo,DaviVe00,targets,9,,,,,
player,201201010ram,sfo,DaviVe00,rec,8,,,,,
player,201201010ram,sfo,DaviVe00,rec_yds,118,,,,,
player,201201010ram,sfo,DaviVe00,rec_td,0,,,,,
player,201201010ram,sfo,DaviVe00,rec_long,44,,,,,
player,201201010ram,sfo,DaviVe00,fumbles,0,,,,,
player,201201010ram,sfo,DaviVe00,fumbles_lost,,,,,,
player,201201010ram,sfo,SwaiBr00,pass_cmp,0,,,,,
player,201201010ram,sfo,SwaiBr00,pass_att,0,,,,,
player,201201010ram,sfo,SwaiBr00,pass_yds,0,,,,,
player,201201010ram,sfo,SwaiBr00,pass_td,0,,,,,
player,201201010ram,sfo,SwaiBr00,pass_int,0,,,,,
player,201201010ram,sfo,SwaiBr00,pass_sacked,0,,,,,
player,201201010ram,sfo,SwaiBr00,pass_sacked_yds,0,,,,,
player,201201010ram,sfo,SwaiBr00,pass_long,0,,,,,
player,201201010ram,sfo,SwaiBr00,pass_rating,,,,,,
player,201201010ram,sfo,SwaiBr00,rush_att,0,,,,,
player,201201010ram,sfo,SwaiBr00,rush_yds,0,,,,,
player,201201010ram,sfo,SwaiBr00,rush_td,0,,,,,
player,201201010ram,sfo,SwaiBr00,rush_long,0,,,,,
player,201201010ram,sfo,SwaiBr00,targets,5,,,,,
player,201201010ram,sfo,SwaiBr00,rec,1,,,,,
player,201201010ram,sfo,SwaiBr00,rec_yds,6,,,,,
player,201201010ram,sfo,SwaiBr00,rec_td,0,,,,,
player,201201010ram,sfo,SwaiBr00,rec_long,6,,,,,
player,201201010ram,sfo,SwaiBr00,fumbles,0,,,,,
player,201201010ram,sfo,SwaiBr00,fumbles_lost,,,,,,
player,201201010ram,sfo,MillBr02,pass_cmp,0,,,,,
player,201201010ram,sfo,MillBr02,pass_att,0,,,,,
player,201201010ram,sfo,MillBr02,pass_yds,0,,,,,
player,201201010ram,sfo,MillBr02,pass_td,0,,,,,
player,201201010ram,sfo,MillBr02,pass_int,0,,,,,
player,201201010ram,sfo,MillBr02,pass_sacked,0,,,,,
player,201201010ram,sfo,MillBr02,pass_sacked_yds,0,,,,,
player,201201010ram,sfo,MillBr02,pass_long,0,,,,,
player,201201010ram,sfo,MillBr02,pass_rating,,,,,,
player,201201010ram,sfo,MillBr02,rush_att,0,,,,,
player,201201010ram,sfo,MillBr02,rush_yds,0,,,,,
player,201201010ram,sfo,MillBr02,rush_td,0,,,,,
player,201201010ram,sfo,MillBr02,rush_long,0,,,,,
player,201201010ram,sfo,MillBr02,targets,1,,,,,
player,201201010ram,sfo,MillBr02,rec,1,,,,,
player,201201010ram,sfo,MillBr02,rec_yds,0,,,,,
player,201201010ram,sfo,MillBr02,rec_td,0,,,,,
player,201201010ram,sfo,MillBr02,rec_long,0,,,,,
player,201201010ram,sfo,MillBr02,fumbles,0,,,,,
player,201201010ram,sfo,MillBr02,fumbles_lost,,,,,,
player,201201010ram,sfo,PeelJu00,pass_cmp,0,,,,,
player,201201010ram,sfo,PeelJu00,pass_att,0,,,,,
player,201201010ram,sfo,PeelJu00,pass_yds,0,,,,,
player,201201010ram,sfo,PeelJu00,pass_td,0,,,,,
player,201201010ram,sfo,PeelJu00,pass_int,0,,,,,
player,201201010ram,sfo,PeelJu00,pass_sacked,0,,,,,
player,201201010ram,sfo,PeelJu00,pass_sacked_yds,0,,,,,
player,201201010ram,sfo,PeelJu00,pass_long,0,,,,,
player,201201010ram,sfo,PeelJu00,pass_rating,,,,,,
player,201201010ram,sfo,PeelJu00,rush_att,0,,,,,
player,201201010ram,sfo,PeelJu00,rush_yds,0,,,,,
player,201201010ram,sfo,PeelJu00,rush_td,0,,,,,
player,201201010ram,sfo,PeelJu00,rush_long,0,,,,,
player,201201010ram,sfo,PeelJu00,targets,1,,,,,
player,201201010ram,sfo,PeelJu00,rec,0,,,,,
player,201201010ram,sfo,PeelJu00,rec_yds,0,,,,,
player,201201010ram,sfo,PeelJu00,rec_td,0,,,,,
player,201201010ram,sfo,PeelJu00,rec_long,0,,,,,
player,201201010ram,sfo,PeelJu00,fumbles,0,,,,,
player,201201010ram,sfo,PeelJu00,fumbles_lost,,,,,,
player,201201010ram,sfo,HastJo00,pass_cmp,0,,,,,
player,201201010ram,sfo,HastJo00,pass_att,0,,,,,
player,201201010ram,sfo,HastJo00,pass_yds,0,,,,,
player,201201010ram,sfo,HastJo00,pass_td,0,,,,,
player,201201010ram,sfo,HastJo00,pass_int,0,,,,,
player,201201010ram,sfo,HastJo00,pass_sacked,0,,,,,
player,201201010ram,sfo,HastJo00,pass_sacked_yds,0,,,,,
player,201201010ram,sfo,HastJo00,pass_long,0,,,,,
player,201201010ram,sfo,HastJo00,pass_rating,,,,,,
player,201201010ram,sfo,HastJo00,rush_att,0,,,,,
player,201201010ram,sfo,HastJo00,rush_yds,0,,,,,
player,201201010ram,sfo,HastJo00,rush_td,0,,,,,
player,201201010ram,sfo,HastJo00,rush_long,0,,,,,
player,201201010ram,sfo,HastJo00,targets,1,,,,,
player,201201010ram,sfo,HastJo00,rec,0,,,,,
player,201201010ram,sfo,HastJo00,rec_yds,0,,,,,
player,201201010ram,sfo,HastJo00,rec_td,0,,,,,
player,201201010ram,sfo,HastJo00,rec_long,0,,,,,
player,201201010ram,sfo,HastJo00,fumbles,0,,,,,
player,201201010ram,sfo,HastJo00,fumbles_lost,,,,,,
player,201201010ram,ram,ClemKe00,pass_cmp,14,,,,,
player,201201010ram,ram,ClemKe00,pass_att,31,,,,,
player,201201010ram,ram,ClemKe00,pass_yds,226,,,,,
player,201201010ram,ram,ClemKe00,pass_td,1,,,,,
player,201201010ram,ram,ClemKe00,pass_int,1,,,,,
player,201201010ram,ram,ClemKe00,pass_sacked,3,,,,,
player,201201010ram,ram,ClemKe00,pass_sacked_yds,26,,,,,
player,201201010ram,ram,ClemKe00,pass_long,36,,,,,
player,201201010ram,ram,ClemKe00,pass_rating,67.4,,,,,
player,201201010ram,ram,ClemKe00,rush_att,2,,,,,
player,201201010ram,ram,ClemKe00,rush_yds,18,,,,,
player,201201010ram,ram,ClemKe00,rush_td,1,,,,,
player,201201010ram,ram,ClemKe00,rush_long,18,,,,,
player,201201010ram,ram,ClemKe00,targets,1,,,,,
player,201201010ram,ram,ClemKe00,rec,0,,,,,
player,201201010ram,ram,ClemKe00,rec_yds,0,,,,,
player,201201010ram,ram,ClemKe00,rec_td,0,,,,,
player,201201010ram,ram,ClemKe00,rec_long,0,,,,,
player,201201010ram,ram,ClemKe00,fumbles,0,,,,,
player,201201010ram,ram,ClemKe00,fumbles_lost,0,,,,,
player,201201010ram,ram,BranTo00,pass_cmp,0,,,,,
player,201201010ram,ram,BranTo00,pass_att,2,,,,,
player,201201010ram,ram,BranTo00,pass_yds,0,,,,,
player,201201010ram,ram,BranTo00,pass_td,0,,,,,
player,201201010ram,ram,BranTo00,pass_int,0,,,,,
player,201201010ram,ram,BranTo00,pass_sacked,0,,,,,
player,201201010ram,ram,BranTo00,pass_sacked_yds,0,,,,,
player,201201010ram,ram,BranTo00,pass_long,0,,,,,
player,201201010ram,ram,BranTo00,pass_rating,39.6,,,,,
player,201201010ram,ram,BranTo00,rush_att,0,,,,,
player,201201010ram,ram,BranTo00,rush_yds,0,,,,,
player,201201010ram,ram,BranTo00,rush_td,0,,,,,
player,201201010ram,ram,BranTo00,rush_long,0,,,,,
player,201201010ram,ram,BranTo00,targets,0,,,,,
player,201201010ram,ram,BranTo00,rec,0,,,,,
player,201201010ram,ram,BranTo00,rec_yds,0,,,,,
player,201201010ram,ram,BranTo00,rec_td,0,,,,,
player,201201010ram,ram,BranTo00,rec_long,0,,,,,
player,201201010ram,ram,BranTo00,fumbles,0,,,,,
player,201201010ram,ram,BranTo00,fumbles_lost,,,,,,
player,201201010ram,ram,NorwJe00,pass_cmp,0,,,,,
player,201201010ram,ram,NorwJe00,pass_att,1,,,,,
player,201201010ram,ram,NorwJe00,pass_yds,0,,,,,
player,201201010ram,ram,NorwJe00,pass_td,0,,,,,
player,201201010ram,ram,NorwJe00,pass_int,1,,,,,
player,201201010ram,ram,NorwJe00,pass_sacked,0,,,,,
player,201201010ram,ram,NorwJe00,pass_sacked_yds,0,,,,,
player,201201010ram,ram,NorwJe00,pass_long,0,,,,,
player,201201010ram,ram,NorwJe00,pass_rating,0.0,,,,,
player,201201010ram,ram,NorwJe00,rush_att,0,,,,,
player,201201010ram,ram,NorwJe00,rush_yds,0,,,,,
player,201201010ram,ram,NorwJe00,rush_td,0,,,,,
player,201201010ram,ram,NorwJe00,rush_long,0,,,,,
player,201201010ram,ram,NorwJe00,targets,0,,,,,
player,201201010ram,ram,NorwJe00,rec,0,,,,,
player,201201010ram,ram,NorwJe00,rec_yds,0,,,,,
player,201201010ram,ram,NorwJe00,rec_td,0,,,,,
player,201201010ram,ram,NorwJe00,rec_long,0,,,,,
player,201201010ram,ram,NorwJe00,fumbles,0,,,,,
player,201201010ram,ram,NorwJe00,fumbles_lost,,,,,,
player,201201010ram,ram,JackSt00,pass_cmp,0,,,,,
player,201201010ram,ram,JackSt00,pass_att,0,,,,,
player,201201010ram,ram,JackSt00,pass_yds,0,,,,,
player,201201010ram,ram,JackSt00,pass_td,0,,,,,
player,201201010ram,ram,JackSt00,pass_int,0,,,,,
player,201201010ram,ram,JackSt00,pass_sacked,0,,,,,
player,201201010ram,ram,JackSt00,pass_sacked_yds,0,,,,,
player,201201010ram,ram,JackSt00,pass_long,0,,,,,
player,201201010ram,ram,JackSt00,pass_rating,,,,,,
player,201201010ram,ram,JackSt00,rush_att,16,,,,,
player,201201010ram,ram,JackSt00,rush_yds,76,,,,,
player,201201010ram,ram,JackSt00,rush_td,0,,,,,
player,201201010ram,ram,JackSt00,rush_long,27,,,,,
player,201201010ram,ram,JackSt00,targets,2,,,,,
player,201201010ram,ram,JackSt00,rec,1,,,,,
player,201201010ram,ram,JackSt00,rec_yds,15,,,,,
player,201201010ram,ram,JackSt00,rec_td,0,,,,,
player,201201010ram,ram,JackSt00,rec_long,15,,,,,
player,201201010ram,ram,JackSt00,fumbles,0,,,,,
player,201201010ram,ram,JackSt00,fumbles_lost,,,,,,
player,201201010ram,ram,WillCa02,pass_cmp,0,,,,,
player,201201010ram,ram,WillCa02,pass_att,0,,,,,
player,201201010ram,ram,WillCa02,pass_yds,0,,,,,
player,201201010ram,ram,WillCa02,pass_td,0,,,,,
player,201201010ram,ram,WillCa02,pass_int,0,,,,,
player,201201010ram,ram,WillCa02,pass_sacked,0,,,,,
player,201201010ram,ram,WillCa02,pass_sacked_yds,0,,,,,
player,201201010ram,ram,WillCa02,pass_long,0,,,,,
player,201201010ram,ram,WillCa02,pass_rating,,,,,,
player,201201010ram,ram,WillCa02,rush_att,7,,,,,
player,201201010ram,ram,WillCa02,rush_yds,17,,,,,
player,201201010ram,ram,WillCa02,rush_td,1,,,,,
player,201201010ram,ram,WillCa02,rush_long,7,,,,,
player,201201010ram,ram,WillCa02,targets,1,,,,,
player,201201010ram,ram,WillCa02,rec,0,,,,,
player,201201010ram,ram,WillCa02,rec_yds,0,,,,,
player,201201010ram,ram,WillCa02,rec_td,0,,,,,
player,201201010ram,ram,WillCa02,rec_long,0,,,,,
player,201201010ram,ram,WillCa02,fumbles,0,,,,,
player,201201010ram,ram,WillCa02,fumbles_lost,,,,,,
player,201201010ram,ram,LloyBr00,pass_cmp,0,,,,,
player,201201010ram,ram,LloyBr00,pass_att,0,,,,,
player,201201010ram,ram,LloyBr00,pass_yds,0,,,,,
player,201201010ram,ram,LloyBr00,pass_td,0,,,,,
player,201201010ram,ram,LloyBr00,pass_int,0,,,,,
player,201201010ram,ram,LloyBr00,pass_sacked,0,,,,,
player,201201010ram,ram,LloyBr00,pass_sacked_yds,0,,,,,
player,201201010ram,ram,LloyBr00,pass_long,0,,,,,
player,201201010ram,ram,LloyBr00,pass_rating,,,,,,
player,201201010ram,ram,LloyBr00,rush_att,0,,,,,
player,201201010ram,ram,LloyBr00,rush_yds,0,,,,,
player,201201010ram,ram,LloyBr00,rush_td,0,,,,,
player,201201010ram,ram,LloyBr00,rush_long,0,,,,,
player,201201010ram,ram,LloyBr00,targets,11,,,,,
player,201201010ram,ram,LloyBr00,rec,6,,,,,
player,201201010ram,ram,LloyBr00,rec_yds,100,,,,,
player,201201010ram,ram,LloyBr00,rec_td,1,,,,,
player,201201010ram,ram,LloyBr00,rec_long,36,,,,,
player,201201010ram,ram,LloyBr00,fumbles,0,,,,,
player,201201010ram,ram,LloyBr00,fumbles_lost,,,,,,
player,201201010ram,ram,KendLa00,pass_cmp,0,,,,,
player,201201010ram,ram,KendLa00,pass_att,0,,,,,
player,201201010ram,ram,KendLa00,pass_yds,0,,,,,
player,201201010ram,ram,KendLa00,pass_td,0,,,,,
player,201201010ram,ram,KendLa00,pass_int,0,,,,,
player,201201010ram,ram,KendLa00,pass_sacked,0,,,,,
player,201201010ram,ram,KendLa00,pass_sacked_yds,0,,,,,
player,201201010ram,ram,KendLa00,pass_long,0,,,,,
player,201201010ram,ram,KendLa00,pass_rating,,,,,,
player,201201010ram,ram,KendLa00,rush_att,0,,,,,
player,201201010ram,ram,KendLa00,rush_yds,0,,,,,
player,201201010ram,ram,KendLa00,rush_td,0,,,,,
player,201201010ram,ram,KendLa00,rush_long,0,,,,,
player,201201010ram,ram,KendLa00,targets,8,,,,,
player,201201010ram,ram,KendLa00,rec,3,,,,,
player,201201010ram,ram,KendLa00,rec_yds,54,,,,,
player,201201010ram,ram,KendLa00,rec_td,0,,,,,
player,201201010ram,ram,KendLa00,rec_long,22,,,,,
player,201201010ram,ram,KendLa00,fumbles,0,,,,,
player,201201010ram,ram,KendLa00,fumbles_lost,,,,,,
player,201201010ram,ram,AlexDa00,pass_cmp,0,,,,,
player,201201010ram,ram,AlexDa00,pass_att,0,,,,,
player,201201010ram,ram,AlexDa00,pass_yds,0,,,,,
player,201201010ram,ram,AlexDa00,pass_td,0,,,,,
player,201201010ram,ram,AlexDa00,pass_int,0,,,,,
player,201201010ram,ram,AlexDa00,pass_sacked,0,,,,,
player,201201010ram,ram,AlexDa00,pass_sacked_yds,0,,,,,
player,201201010ram,ram,AlexDa00,pass_long,0,,,,,
player,201201010ram,ram,AlexDa00,pass_rating,,,,,,
player,201201010ram,ram,AlexDa00,rush_att,0,,,,,
player,201201010ram,ram,AlexDa00,rush_yds,0,,,,,
player,201201010ram,ram,AlexDa00,rush_td,0,,,,,
player,201201010ram,ram,AlexDa00,rush_long,0,,,,,
player,201201010ram,ram,AlexDa00,targets,7,,,,,
player,201201010ram,ram,AlexDa00,rec,3,,,,,
player,201201010ram,ram,AlexDa00,rec_yds,36,,,,,
player,201201010ram,ram,AlexDa00,rec_td,0,,,,,
player,201201010ram,ram,AlexDa00,rec_long,13,,,,,
player,201201010ram,ram,AlexDa00,fumbles,0,,,,,
player,201201010ram,ram,AlexDa00,fumbles_lost,,,,,,
player,201201010ram,ram,GibsBr00,pass_cmp,0,,,,,
player,201201010ram,ram,GibsBr00,pass_att,0,,,,,
player,201201010ram,ram,GibsBr00,pass_yds,0,,,,,
player,201201010ram,ram,GibsBr00,pass_td,0,,,,,
player,201201010ram,ram,GibsBr00,pass_int,0,,,,,
player,201201010ram,ram,GibsBr00,pass_sacked,0,,,,,
player,201201010ram,ram,GibsBr00,pass_sacked_yds,0,,,,,
player,201201010ram,ram,GibsBr00,pass_long,0,,,,,
player,201201010ram,ram,GibsBr00,pass_rating,,,,,,
player,201201010ram,ram,GibsBr00,rush_att,0,,,,,
player,201201010ram,ram,GibsBr00,rush_yds,0,,,,,
player,201201010ram,ram,GibsBr00,rush_td,0,,,,,
player,201201010ram,ram,GibsBr00,rush_long,0,,,,,
player,201201010ram,ram,GibsBr00,targets,3,,,,,
player,201201010ram,ram,GibsBr00,rec,1,,,,,
player,201201010ram,ram,GibsBr00,rec_yds,21,,,,,
player,201201010ram,ram,GibsBr00,rec_td,0,,,,,
player,201201010ram,ram,GibsBr00,rec_long,21,,,,,
player,201201010ram,ram,GibsBr00,fumbles,0,,,,,
player,201201010ram,ram,GibsBr00,fumbles_lost,,,,,,
player,201201010ram,ram,PortQu00,pass_cmp,0,,,,,
player,201201010ram,ram,PortQu00,pass_att,0,,,,,
player,201201010ram,ram,PortQu00,pass_yds,0,,,,,
player,201201010ram,ram,PortQu00,pass_td,0,,,,,
player,201201010ram,ram,PortQu00,pass_int,0,,,,,
player,201201010ram,ram,PortQu00,pass_sacked,0,,,,,
player,201201010ram,ram,PortQu00,pass_sacked_yds,0,,,,,
player,201201010ram,ram,PortQu00,pass_long,0,,,,,
player,201201010ram,ram,PortQu00,pass_rating,,,,,,
player,201201010ram,ram,PortQu00,rush_att,0,,,,,
player,201201010ram,ram,PortQu00,rush_yds,0,,,,,
player,201201010ram,ram,PortQu00,rush_td,0,,,,,
player,201201010ram,ram,PortQu00,rush_long,0,,,,,
player,201201010ram,ram,PortQu00,targets,1,,,,,
player,201201010ram,ram,PortQu00,rec,0,,,,,
player,201201010ram,ram,PortQu00,rec_yds,0,,,,,
player,201201010ram,ram,PortQu00,rec_td,0,,,,,
player,201201010ram,ram,PortQu00,rec_long,0,,,,,
player,201201010ram,ram,PortQu00,fumbles,0,,,,,
player,201201010ram,ram,PortQu00,fumbles_lost,,,,,,
player,201201010ram,sfo,BrowTa99,def_int,2,,,,,
player,201201010ram,sfo,BrowTa99,def_int_yds,16,,,,,
player,201201010ram,sfo,BrowTa99,def_int_td,0,,,,,
player,201201010ram,sfo,BrowTa99,def_int_long,11,,,,,
player,201201010ram,sfo,BrowTa99,pass_defended,2,,,,,
player,201201010ram,sfo,BrowTa99,sacks,0.0,,,,,
player,201201010ram,sfo,BrowTa99,tackles_combined,1,,,,,
player,201201010ram,sfo,BrowTa99,tackles_solo,1,,,,,
