game,2011,11,20111121,201111210nwe,kan,"Kansas City Chiefs",3,nwe,"New England Patriots",34
player,201111210nwe,kan,JoneTh00,rush_yds,48,,,,,
player,201111210nwe,kan,JoneTh00,rush_td,0,,,,,
player,201111210nwe,kan,JoneTh00,rush_long,26,,,,,
player,201111210nwe,kan,JoneTh00,targets,0,,,,,
player,201111210nwe,kan,JoneTh00,rec,0,,,,,
player,201111210nwe,kan,JoneTh00,rec_yds,0,,,,,
player,201111210nwe,kan,JoneTh00,rec_td,0,,,,,
player,201111210nwe,kan,JoneTh00,rec_long,0,,,,,
player,201111210nwe,kan,JoneTh00,fumbles,0,,,,,
player,201111210nwe,kan,JoneTh00,fumbles_lost,,,,,,
player,201111210nwe,kan,McClDe00,pass_cmp,0,,,,,
player,201111210nwe,kan,McClDe00,pass_att,0,,,,,
player,201111210nwe,kan,McClDe00,pass_yds,0,,,,,
player,201111210nwe,kan,McClDe00,pass_td,0,,,,,
player,201111210nwe,kan,McClDe00,pass_int,0,,,,,
player,201111210nwe,kan,McClDe00,pass_sacked,0,,,,,
player,201111210nwe,kan,McClDe00,pass_sacked_yds,0,,,,,
player,201111210nwe,kan,McClDe00,pass_long,0,,,,,
player,201111210nwe,kan,McClDe00,pass_rating,,,,,,
player,201111210nwe,kan,McClDe00,rush_att,9,,,,,
player,201111210nwe,kan,McClDe00,rush_yds,45,,,,,
player,201111210nwe,kan,McClDe00,rush_td,0,,,,,
player,201111210nwe,kan,McClDe00,rush_long,9,,,,,
player,201111210nwe,kan,McClDe00,targets,1,,,,,
player,201111210nwe,kan,McClDe00,rec,1,,,,,
player,201111210nwe,kan,McClDe00,rec_yds,3,,,,,
player,201111210nwe,kan,McClDe00,rec_td,0,,,,,
player,201111210nwe,kan,McClDe00,rec_long,3,,,,,
player,201111210nwe,kan,McClDe00,fumbles,0,,,,,
player,201111210nwe,kan,McClDe00,fumbles_lost,,,,,,
player,201111210nwe,kan,BattJa00,pass_cmp,0,,,,,
player,201111210nwe,kan,BattJa00,pass_att,0,,,,,
player,201111210nwe,kan,BattJa00,pass_yds,0,,,,,
player,201111210nwe,kan,BattJa00,pass_td,0,,,,,
player,201111210nwe,kan,BattJa00,pass_int,0,,,,,
player,201111210nwe,kan,BattJa00,pass_sacked,0,,,,,
player,201111210nwe,kan,BattJa00,pass_sacked_yds,0,,,,,
player,201111210nwe,kan,BattJa00,pass_long,0,,,,,
player,201111210nwe,kan,BattJa00,pass_rating,,,,,,
player,201111210nwe,kan,BattJa00,rush_att,8,,,,,
player,201111210nwe,kan,BattJa00,rush_yds,33,,,,,
player,201111210nwe,kan,BattJa00,rush_td,0,,,,,
player,201111210nwe,kan,BattJa00,rush_long,19,,,,,
player,201111210nwe,kan,BattJa00,targets,1,,,,,
player,201111210nwe,kan,BattJa00,rec,1,,,,,
player,201111210nwe,kan,BattJa00,rec_yds,3,,,,,
player,201111210nwe,kan,BattJa00,rec_td,0,,,,,
player,201111210nwe,kan,BattJa00,rec_long,3,,,,,
player,201111210nwe,kan,BattJa00,fumbles,0,,,,,
player,201111210nwe,kan,BattJa00,fumbles_lost,,,,,,
player,201111210nwe,kan,HornJe00,pass_cmp,0,,,,,
player,201111210nwe,kan,HornJe00,pass_att,0,,,,,
player,201111210nwe,kan,HornJe00,pass_yds,0,,,,,
player,201111210nwe,kan,HornJe00,pass_td,0,,,,,
player,201111210nwe,kan,HornJe00,pass_int,0,,,,,
player,201111210nwe,kan,HornJe00,pass_sacked,0,,,,,
player,201111210nwe,kan,HornJe00,pass_sacked_yds,0,,,,,
player,201111210nwe,kan,HornJe00,pass_long,0,,,,,
player,201111210nwe,kan,HornJe00,pass_rating,,,,,,
player,201111210nwe,kan,HornJe00,rush_att,1,,,,,
player,201111210nwe,kan,HornJe00,rush_yds,5,,,,,
player,201111210nwe,kan,HornJe00,rush_td,0,,,,,
player,201111210nwe,kan,HornJe00,rush_long,5,,,,,
player,201111210nwe,kan,HornJe00,targets,1,,,,,
player,201111210nwe,kan,HornJe00,rec,0,,,,,
player,201111210nwe,kan,HornJe00,rec_yds,0,,,,,
player,201111210nwe,kan,HornJe00,rec_td,0,,,,,
player,201111210nwe,kan,HornJe00,rec_long,0,,,,,
player,201111210nwe,kan,HornJe00,fumbles,0,,,,,
player,201111210nwe,kan,HornJe00,fumbles_lost,,,,,,
player,201111210nwe,kan,BoweDw00,pass_cmp,0,,,,,
player,201111210nwe,kan,BoweDw00,pass_att,0,,,,,
player,201111210nwe,kan,BoweDw00,pass_yds,0,,,,,
player,201111210nwe,kan,BoweDw00,pass_td,0,,,,,
player,201111210nwe,kan,BoweDw00,pass_int,0,,,,,
player,201111210nwe,kan,BoweDw00,pass_sacked,0,,,,,
player,201111210nwe,kan,BoweDw00,pass_sacked_yds,0,,,,,
player,201111210nwe,kan,BoweDw00,pass_long,0,,,,,
player,201111210nwe,kan,BoweDw00,pass_rating,,,,,,
player,201111210nwe,kan,BoweDw00,rush_att,0,,,,,
player,201111210nwe,kan,BoweDw00,rush_yds,0,,,,,
player,201111210nwe,kan,BoweDw00,rush_td,0,,,,,
player,201111210nwe,kan,BoweDw00,rush_long,0,,,,,
player,201111210nwe,kan,BoweDw00,targets,9,,,,,
player,201111210nwe,kan,BoweDw00,rec,7,,,,,
player,201111210nwe,kan,BoweDw00,rec_yds,87,,,,,
player,201111210nwe,kan,BoweDw00,rec_td,0,,,,,
player,201111210nwe,kan,BoweDw00,rec_long,28,,,,,
player,201111210nwe,kan,BoweDw00,fumbles,0,,,,,
player,201111210nwe,kan,BoweDw00,fumbles_lost,,,,,,
player,201111210nwe,kan,BreaSt00,pass_cmp,0,,,,,
player,201111210nwe,kan,BreaSt00,pass_att,0,,,,,
player,201111210nwe,kan,BreaSt00,pass_yds,0,,,,,
player,201111210nwe,kan,BreaSt00,pass_td,0,,,,,
player,201111210nwe,kan,BreaSt00,pass_int,0,,,,,
player,201111210nwe,kan,BreaSt00,pass_sacked,0,,,,,
player,201111210nwe,kan,BreaSt00,pass_sacked_yds,0,,,,,
player,201111210nwe,kan,BreaSt00,pass_long,0,,,,,
player,201111210nwe,kan,BreaSt00,pass_rating,,,,,,
player,201111210nwe,kan,BreaSt00,rush_att,0,,,,,
player,201111210nwe,kan,BreaSt00,rush_yds,0,,,,,
player,201111210nwe,kan,BreaSt00,rush_td,0,,,,,
player,201111210nwe,kan,BreaSt00,rush_long,0,,,,,
player,201111210nwe,kan,BreaSt00,targets,8,,,,,
player,201111210nwe,kan,BreaSt00,rec,6,,,,,
player,201111210nwe,kan,BreaSt00,rec_yds,73,,,,,
player,201111210nwe,kan,BreaSt00,rec_td,0,,,,,
player,201111210nwe,kan,BreaSt00,rec_long,25,,,,,
player,201111210nwe,kan,BreaSt00,fumbles,0,,,,,
player,201111210nwe,kan,BreaSt00,fumbles_lost,,,,,,
player,201111210nwe,kan,PopeLe00,pass_cmp,0,,,,,
player,201111210nwe,kan,PopeLe00,pass_att,0,,,,,
player,201111210nwe,kan,PopeLe00,pass_yds,0,,,,,
player,201111210nwe,kan,PopeLe00,pass_td,0,,,,,
player,201111210nwe,kan,PopeLe00,pass_int,0,,,,,
player,201111210nwe,kan,PopeLe00,pass_sacked,0,,,,,
player,201111210nwe,kan,PopeLe00,pass_sacked_yds,0,,,,,
player,201111210nwe,kan,PopeLe00,pass_long,0,,,,,
player,201111210nwe,kan,PopeLe00,pass_rating,,,,,,
player,201111210nwe,kan,PopeLe00,rush_att,0,,,,,
player,201111210nwe,kan,PopeLe00,rush_yds,0,,,,,
player,201111210nwe,kan,PopeLe00,rush_td,0,,,,,
player,201111210nwe,kan,PopeLe00,rush_long,0,,,,,
player,201111210nwe,kan,PopeLe00,targets,4,,,,,
player,201111210nwe,kan,PopeLe00,rec,3,,,,,
player,201111210nwe,kan,PopeLe00,rec_yds,26,,,,,
player,201111210nwe,kan,PopeLe00,rec_td,0,,,,,
player,201111210nwe,kan,PopeLe00,rec_long,11,,,,,
player,201111210nwe,kan,PopeLe00,fumbles,0,,,,,
player,201111210nwe,kan,PopeLe00,fumbles_lost,,,,,,
player,201111210nwe,kan,OConJa00,pass_cmp,0,,,,,
player,201111210nwe,kan,OConJa00,pass_att,0,,,,,
player,201111210nwe,kan,OConJa00,pass_yds,0,,,,,
player,201111210nwe,kan,OConJa00,pass_td,0,,,,,
player,201111210nwe,kan,OConJa00,pass_int,0,,,,,
player,201111210nwe,kan,OConJa00,pass_sacked,0,,,,,
player,201111210nwe,kan,OConJa00,pass_sacked_yds,0,,,,,
player,201111210nwe,kan,OConJa00,pass_long,0,,,,,
player,201111210nwe,kan,OConJa00,pass_rating,,,,,,
player,201111210nwe,kan,OConJa00,rush_att,0,,,,,
player,201111210nwe,kan,OConJa00,rush_yds,0,,,,,
player,201111210nwe,kan,OConJa00,rush_td,0,,,,,
player,201111210nwe,kan,OConJa00,rush_long,0,,,,,
player,201111210nwe,kan,OConJa00,targets,6,,,,,
player,201111210nwe,kan,OConJa00,rec,3,,,,,
player,201111210nwe,kan,OConJa00,rec_yds,22,,,,,
player,201111210nwe,kan,OConJa00,rec_td,0,,,,,
player,201111210nwe,kan,OConJa00,rec_long,10,,,,,
player,201111210nwe,kan,OConJa00,fumbles,0,,,,,
player,201111210nwe,kan,OConJa00,fumbles_lost,,,,,,
player,201111210nwe,kan,BaldJo00,pass_cmp,0,,,,,
player,201111210nwe,kan,BaldJo00,pass_att,0,,,,,
player,201111210nwe,kan,BaldJo00,pass_yds,0,,,,,
player,201111210nwe,kan,BaldJo00,pass_td,0,,,,,
player,201111210nwe,kan,BaldJo00,pass_int,0,,,,,
player,201111210nwe,kan,BaldJo00,pass_sacked,0,,,,,
player,201111210nwe,kan,BaldJo00,pass_sacked_yds,0,,,,,
player,201111210nwe,kan,BaldJo00,pass_long,0,,,,,
player,201111210nwe,kan,BaldJo00,pass_rating,,,,,,
player,201111210nwe,kan,BaldJo00,rush_att,0,,,,,
player,201111210nwe,kan,BaldJo00,rush_yds,0,,,,,
player,201111210nwe,kan,BaldJo00,rush_td,0,,,,,
player,201111210nwe,kan,BaldJo00,rush_long,0,,,,,
player,201111210nwe,kan,BaldJo00,targets,6,,,,,
player,201111210nwe,kan,BaldJo00,rec,3,,,,,
player,201111210nwe,kan,BaldJo00,rec_yds,16,,,,,
player,201111210nwe,kan,BaldJo00,rec_td,0,,,,,
player,201111210nwe,kan,BaldJo00,rec_long,10,,,,,
player,201111210nwe,kan,BaldJo00,fumbles,0,,,,,
player,201111210nwe,kan,BaldJo00,fumbles_lost,,,,,,
player,201111210nwe,kan,UrbaJe00,pass_cmp,0,,,,,
player,201111210nwe,kan,UrbaJe00,pass_att,0,,,,,
player,201111210nwe,kan,UrbaJe00,pass_yds,0,,,,,
player,201111210nwe,kan,UrbaJe00,pass_td,0,,,,,
player,201111210nwe,kan,UrbaJe00,pass_int,0,,,,,
player,201111210nwe,kan,UrbaJe00,pass_sacked,0,,,,,
player,201111210nwe,kan,UrbaJe00,pass_sacked_yds,0,,,,,
player,201111210nwe,kan,UrbaJe00,pass_long,0,,,,,
player,201111210nwe,kan,UrbaJe00,pass_rating,,,,,,
player,201111210nwe,kan,UrbaJe00,rush_att,0,,,,,
player,201111210nwe,kan,UrbaJe00,rush_yds,0,,,,,
player,201111210nwe,kan,UrbaJe00,rush_td,0,,,,,
player,201111210nwe,kan,UrbaJe00,rush_long,0,,,,,
player,201111210nwe,kan,UrbaJe00,targets,1,,,,,
player,201111210nwe,kan,UrbaJe00,rec,0,,,,,
player,201111210nwe,kan,UrbaJe00,rec_yds,0,,,,,
player,201111210nwe,kan,UrbaJe00,rec_td,0,,,,,
player,201111210nwe,kan,UrbaJe00,rec_long,0,,,,,
player,201111210nwe,kan,UrbaJe00,fumbles,0,,,,,
player,201111210nwe,kan,UrbaJe00,fumbles_lost,,,,,,
player,201111210nwe,nwe,BradTo00,pass_cmp,15,,,,,
player,201111210nwe,nwe,BradTo00,pass_att,27,,,,,
player,201111210nwe,nwe,BradTo00,pass_yds,234,,,,,
player,201111210nwe,nwe,BradTo00,pass_td,2,,,,,
player,201111210nwe,nwe,BradTo00,pass_int,0,,,,,
player,201111210nwe,nwe,BradTo00,pass_sacked,3,,,,,
player,201111210nwe,nwe,BradTo00,pass_sacked_yds,11,,,,,
player,201111210nwe,nwe,BradTo00,pass_long,52,,,,,
player,201111210nwe,nwe,BradTo00,pass_rating,109.2,,,,,
player,201111210nwe,nwe,BradTo00,rush_att,2,,,,,
player,201111210nwe,nwe,BradTo00,rush_yds,10,,,,,
player,201111210nwe,nwe,BradTo00,rush_td,0,,,,,
player,201111210nwe,nwe,BradTo00,rush_long,8,,,,,
player,201111210nwe,nwe,BradTo00,targets,0,,,,,
player,201111210nwe,nwe,BradTo00,rec,0,,,,,
player,201111210nwe,nwe,BradTo00,rec_yds,0,,,,,
player,201111210nwe,nwe,BradTo00,rec_td,0,,,,,
player,201111210nwe,nwe,BradTo00,rec_long,0,,,,,
player,201111210nwe,nwe,BradTo00,fumbles,1,,,,,
player,201111210nwe,nwe,BradTo00,fumbles_lost,1,,,,,
player,201111210nwe,nwe,GreeBe00,pass_cmp,0,,,,,
player,201111210nwe,nwe,GreeBe00,pass_att,0,,,,,
player,201111210nwe,nwe,GreeBe00,pass_yds,0,,,,,
player,201111210nwe,nwe,GreeBe00,pass_td,0,,,,,
player,201111210nwe,nwe,GreeBe00,pass_int,0,,,,,
player,201111210nwe,nwe,GreeBe00,pass_sacked,0,,,,,
player,201111210nwe,nwe,GreeBe00,pass_sacked_yds,0,,,,,
player,201111210nwe,nwe,GreeBe00,pass_long,0,,,,,
player,201111210nwe,nwe,GreeBe00,pass_rating,,,,,,
player,201111210nwe,nwe,GreeBe00,rush_att,20,,,,,
player,201111210nwe,nwe,GreeBe00,rush_yds,81,,,,,
player,201111210nwe,nwe,GreeBe00,rush_td,0,,,,,
player,201111210nwe,nwe,GreeBe00,rush_long,12,,,,,
player,201111210nwe,nwe,GreeBe00,targets,2,,,,,
player,201111210nwe,nwe,GreeBe00,rec,1,,,,,
player,201111210nwe,nwe,GreeBe00,rec_yds,25,,,,,
player,201111210nwe,nwe,GreeBe00,rec_td,0,,,,,
player,201111210nwe,nwe,GreeBe00,rec_long,25,,,,,
player,201111210nwe,nwe,GreeBe00,fumbles,0,,,,,
player,201111210nwe,nwe,GreeBe00,fumbles_lost,,,,,,
player,201111210nwe,nwe,VereSh00,pass_cmp,0,,,,,
player,201111210nwe,nwe,VereSh00,pass_att,0,,,,,
player,201111210nwe,nwe,VereSh00,pass_yds,0,,,,,
player,201111210nwe,nwe,VereSh00,pass_td,0,,,,,
player,201111210nwe,nwe,VereSh00,pass_int,0,,,,,
player,201111210nwe,nwe,VereSh00,pass_sacked,0,,,,,
player,201111210nwe,nwe,VereSh00,pass_sacked_yds,0,,,,,
player,201111210nwe,nwe,VereSh00,pass_long,0,,,,,
player,201111210nwe,nwe,VereSh00,pass_rating,,,,,,
player,201111210nwe,nwe,VereSh00,rush_att,8,,,,,
player,201111210nwe,nwe,VereSh00,rush_yds,39,,,,,
player,201111210nwe,nwe,VereSh00,rush_td,1,,,,,
player,201111210nwe,nwe,VereSh00,rush_long,19,,,,,
player,201111210nwe,nwe,VereSh00,targets,0,,,,,
player,201111210nwe,nwe,VereSh00,rec,0,,,,,
player,201111210nwe,nwe,VereSh00,rec_yds,0,,,,,
player,201111210nwe,nwe,VereSh00,rec_td,0,,,,,
player,201111210nwe,nwe,VereSh00,rec_long,0,,,,,
player,201111210nwe,nwe,VereSh00,fumbles,0,,,,,
player,201111210nwe,nwe,VereSh00,fumbles_lost,,,,,,
player,201111210nwe,nwe,WoodDa02,pass_cmp,0,,,,,
player,201111210nwe,nwe,WoodDa02,pass_att,0,,,,,
player,201111210nwe,nwe,WoodDa02,pass_yds,0,,,,,
player,201111210nwe,nwe,WoodDa02,pass_td,0,,,,,
player,201111210nwe,nwe,WoodDa02,pass_int,0,,,,,
player,201111210nwe,nwe,WoodDa02,pass_sacked,0,,,,,
player,201111210nwe,nwe,WoodDa02,pass_sacked_yds,0,,,,,
player,201111210nwe,nwe,WoodDa02,pass_long,0,,,,,
player,201111210nwe,nwe,WoodDa02,pass_rating,,,,,,
player,201111210nwe,nwe,WoodDa02,rush_att,5,,,,,
player,201111210nwe,nwe,WoodDa02,rush_yds,27,,,,,
player,201111210nwe,nwe,WoodDa02,rush_td,0,,,,,
player,201111210nwe,nwe,WoodDa02,rush_long,12,,,,,
player,201111210nwe,nwe,WoodDa02,targets,4,,,,,
player,201111210nwe,nwe,WoodDa02,rec,2,,,,,
player,201111210nwe,nwe,WoodDa02,rec_yds,28,,,,,
player,201111210nwe,nwe,WoodDa02,rec_td,0,,,,,
player,201111210nwe,nwe,WoodDa02,rec_long,16,,,,,
player,201111210nwe,nwe,WoodDa02,fumbles,0,,,,,
player,201111210nwe,nwe,WoodDa02,fumbles_lost,,,,,,
player,201111210nwe,nwe,GronRo00,pass_cmp,0,,,,,
player,201111210nwe,nwe,GronRo00,pass_att,0,,,,,
player,201111210nwe,nwe,GronRo00,pass_yds,0,,,,,
player,201111210nwe,nwe,GronRo00,pass_td,0,,,,,
player,201111210nwe,nwe,GronRo00,pass_int,0,,,,,
player,201111210nwe,nwe,GronRo00,pass_sacked,0,,,,,
player,201111210nwe,nwe,GronRo00,pass_sacked_yds,0,,,,,
player,201111210nwe,nwe,GronRo00,pass_long,0,,,,,
player,201111210nwe,nwe,GronRo00,pass_rating,,,,,,
player,201111210nwe,nwe,GronRo00,rush_att,0,,,,,
player,201111210nwe,nwe,GronRo00,rush_yds,0,,,,,
player,201111210nwe,nwe,GronRo00,rush_td,0,,,,,
player,201111210nwe,nwe,GronRo00,rush_long,0,,,,,
player,201111210nwe,nwe,GronRo00,targets,7,,,,,
player,201111210nwe,nwe,GronRo00,rec,4,,,,,
player,201111210nwe,nwe,GronRo00,rec_yds,96,,,,,
player,201111210nwe,nwe,GronRo00,rec_td,2,,,,,
player,201111210nwe,nwe,GronRo00,rec_long,52,,,,,
player,201111210nwe,nwe,GronRo00,fumbles,0,,,,,
player,201111210nwe,nwe,GronRo00,fumbles_lost,,,,,,
player,201111210nwe,nwe,HernAa00,pass_cmp,0,,,,,
player,201111210nwe,nwe,HernAa00,pass_att,0,,,,,
player,201111210nwe,nwe,HernAa00,pass_yds,0,,,,,
player,201111210nwe,nwe,HernAa00,pass_td,0,,,,,
player,201111210nwe,nwe,HernAa00,pass_int,0,,,,,
player,201111210nwe,nwe,HernAa00,pass_sacked,0,,,,,
player,201111210nwe,nwe,HernAa00,pass_sacked_yds,0,,,,,
player,201111210nwe,nwe,HernAa00,pass_long,0,,,,,
player,201111210nwe,nwe,HernAa00,pass_rating,,,,,,
player,201111210nwe,nwe,HernAa00,rush_att,0,,,,,
player,201111210nwe,nwe,HernAa00,rush_yds,0,,,,,
player,201111210nwe,nwe,HernAa00,rush_td,0,,,,,
player,201111210nwe,nwe,HernAa00,rush_long,0,,,,,
player,201111210nwe,nwe,HernAa00,targets,7,,,,,
player,201111210nwe,nwe,HernAa00,rec,4,,,,,
player,201111210nwe,nwe,HernAa00,rec_yds,44,,,,,
player,201111210nwe,nwe,HernAa00,rec_td,0,,,,,
player,201111210nwe,nwe,HernAa00,rec_long,13,,,,,
player,201111210nwe,nwe,HernAa00,fumbles,0,,,,,
player,201111210nwe,nwe,HernAa00,fumbles_lost,,,,,,
player,201111210nwe,nwe,WelkWe00,pass_cmp,0,,,,,
player,201111210nwe,nwe,WelkWe00,pass_att,0,,,,,
player,201111210nwe,nwe,WelkWe00,pass_yds,0,,,,,
player,201111210nwe,nwe,WelkWe00,pass_td,0,,,,,
player,201111210nwe,nwe,WelkWe00,pass_int,0,,,,,
player,201111210nwe,nwe,WelkWe00,pass_sacked,0,,,,,
player,201111210nwe,nwe,WelkWe00,pass_sacked_yds,0,,,,,
player,201111210nwe,nwe,WelkWe00,pass_long,0,,,,,
player,201111210nwe,nwe,WelkWe00,pass_rating,,,,,,
player,201111210nwe,nwe,WelkWe00,rush_att,0,,,,,
player,201111210nwe,nwe,WelkWe00,rush_yds,0,,,,,
player,201111210nwe,nwe,WelkWe00,rush_td,0,,,,,
player,201111210nwe,nwe,WelkWe00,rush_long,0,,,,,
player,201111210nwe,nwe,WelkWe00,targets,3,,,,,
player,201111210nwe,nwe,WelkWe00,rec,2,,,,,
player,201111210nwe,nwe,WelkWe00,rec_yds,22,,,,,
player,201111210nwe,nwe,WelkWe00,rec_td,0,,,,,
player,201111210nwe,nwe,WelkWe00,rec_long,16,,,,,
player,201111210nwe,nwe,WelkWe00,fumbles,0,,,,,
player,201111210nwe,nwe,WelkWe00,fumbles_lost,,,,,,
player,201111210nwe,nwe,BranDe00,pass_cmp,0,,,,,
player,201111210nwe,nwe,BranDe00,pass_att,0,,,,,
player,201111210nwe,nwe,BranDe00,pass_yds,0,,,,,
player,201111210nwe,nwe,BranDe00,pass_td,0,,,,,
player,201111210nwe,nwe,BranDe00,pass_int,0,,,,,
player,201111210nwe,nwe,BranDe00,pass_sacked,0,,,,,
player,201111210nwe,nwe,BranDe00,pass_sacked_yds,0,,,,,
player,201111210nwe,nwe,BranDe00,pass_long,0,,,,,
player,201111210nwe,nwe,BranDe00,pass_rating,,,,,,
player,201111210nwe,nwe,BranDe00,rush_att,0,,,,,
player,201111210nwe,nwe,BranDe00,rush_yds,0,,,,,
player,201111210nwe,nwe,BranDe00,rush_td,0,,,,,
player,201111210nwe,nwe,BranDe00,rush_long,0,,,,,
player,201111210nwe,nwe,BranDe00,targets,3,,,,,
player,201111210nwe,nwe,BranDe00,rec,2,,,,,
player,201111210nwe,nwe,BranDe00,rec_yds,19,,,,,
player,201111210nwe,nwe,BranDe00,rec_td,0,,,,,
player,201111210nwe,nwe,BranDe00,rec_long,12,,,,,
player,201111210nwe,nwe,BranDe00,fumbles,0,,,,,
player,201111210nwe,nwe,BranDe00,fumbles_lost,,,,,,
player,201111210nwe,kan,GordAm20,def_int,0,,,,,
player,201111210nwe,kan,GordAm20,def_int_yds,0,,,,,
player,201111210nwe,kan,GordAm20,def_int_td,0,,,,,
player,201111210nwe,kan,GordAm20,def_int_long,0,,,,,
player,201111210nwe,kan,GordAm20,pass_defended,0,,,,,
player,201111210nwe,kan,GordAm20,sacks,1.0,,,,,
player,201111210nwe,kan,GordAm20,tackles_combined,5,,,,,
player,201111210nwe,kan,GordAm20,tackles_solo,4,,,,,
player,201111210nwe,kan,GordAm20,tackles_assists,1,,,,,
player,201111210nwe,kan,GordAm20,tackles_loss,1,,,,,
player,201111210nwe,kan,GordAm20,qb_hits,1,,,,,
player,201111210nwe,kan,GordAm20,fumbles_rec,0,,,,,
player,201111210nwe,kan,GordAm20,fumbles_rec_yds,0,,,,,
player,201111210nwe,kan,GordAm20,fumbles_rec_td,0,,,,,
player,201111210nwe,kan,GordAm20,fumbles_forced,0,,,,,
player,201111210nwe,kan,HaliTa20,def_int,0,,,,,
player,201111210nwe,kan,HaliTa20,def_int_yds,0,,,,,
player,201111210nwe,kan,HaliTa20,def_int_td,0,,,,,
player,201111210nwe,kan,HaliTa20,def_int_long,0,,,,,
player,201111210nwe,kan,HaliTa20,pass_defended,0,,,,,
player,201111210nwe,kan,HaliTa20,sacks,1.0,,,,,
player,201111210nwe,kan,HaliTa20,tackles_combined,3,,,,,
player,201111210nwe,kan,HaliTa20,tackles_solo,2,,,,,
player,201111210nwe,kan,HaliTa20,tackles_assists,1,,,,,
player,201111210nwe,kan,HaliTa20,tackles_loss,1,,,,,
player,201111210nwe,kan,HaliTa20,qb_hits,2,,,,,
player,201111210nwe,kan,HaliTa20,fumbles_rec,0,,,,,
player,201111210nwe,kan,HaliTa20,fumbles_rec_yds,0,,,,,
player,201111210nwe,kan,HaliTa20,fumbles_rec_td,0,,,,,
player,201111210nwe,kan,HaliTa20,fumbles_forced,0,,,,,
player,201111210nwe,kan,GilbWa00,def_int,0,,,,,
player,201111210nwe,kan,GilbWa00,def_int_yds,0,,,,,
player,201111210nwe,kan,GilbWa00,def_int_td,0,,,,,
player,201111210nwe,kan,GilbWa00,def_int_long,0,,,,,
player,201111210nwe,kan,GilbWa00,pass_defended,0,,,,,
