game,2011,13,20111204,201112040was,nyj,"New York Jets",34,was,"Washington Redskins",19
player,201112040was,nyj,TomlLa00,rec_yds,16,,,,,
player,201112040was,nyj,TomlLa00,rec_td,0,,,,,
player,201112040was,nyj,TomlLa00,rec_long,16,,,,,
player,201112040was,nyj,TomlLa00,fumbles,0,,,,,
player,201112040was,nyj,TomlLa00,fumbles_lost,,,,,,
player,201112040was,nyj,ConnJo00,pass_cmp,0,,,,,
player,201112040was,nyj,ConnJo00,pass_att,0,,,,,
player,201112040was,nyj,ConnJo00,pass_yds,0,,,,,
player,201112040was,nyj,ConnJo00,pass_td,0,,,,,
player,201112040was,nyj,ConnJo00,pass_int,0,,,,,
player,201112040was,nyj,ConnJo00,pass_sacked,0,,,,,
player,201112040was,nyj,ConnJo00,pass_sacked_yds,0,,,,,
player,201112040was,nyj,ConnJo00,pass_long,0,,,,,
player,201112040was,nyj,ConnJo00,pass_rating,,,,,,
player,201112040was,nyj,ConnJo00,rush_att,2,,,,,
player,201112040was,nyj,ConnJo00,rush_yds,2,,,,,
player,201112040was,nyj,ConnJo00,rush_td,0,,,,,
player,201112040was,nyj,ConnJo00,rush_long,1,,,,,
player,201112040was,nyj,ConnJo00,targets,1,,,,,
player,201112040was,nyj,ConnJo00,rec,1,,,,,
player,201112040was,nyj,ConnJo00,rec_yds,0,,,,,
player,201112040was,nyj,ConnJo00,rec_td,0,,,,,
player,201112040was,nyj,ConnJo00,rec_long,0,,,,,
player,201112040was,nyj,ConnJo00,fumbles,0,,,,,
player,201112040was,nyj,ConnJo00,fumbles_lost,,,,,,
player,201112040was,nyj,HolmSa00,pass_cmp,0,,,,,
player,201112040was,nyj,HolmSa00,pass_att,0,,,,,
player,201112040was,nyj,HolmSa00,pass_yds,0,,,,,
player,201112040was,nyj,HolmSa00,pass_td,0,,,,,
player,201112040was,nyj,HolmSa00,pass_int,0,,,,,
player,201112040was,nyj,HolmSa00,pass_sacked,0,,,,,
player,201112040was,nyj,HolmSa00,pass_sacked_yds,0,,,,,
player,201112040was,nyj,HolmSa00,pass_long,0,,,,,
player,201112040was,nyj,HolmSa00,pass_rating,,,,,,
player,201112040was,nyj,HolmSa00,rush_att,0,,,,,
player,201112040was,nyj,HolmSa00,rush_yds,0,,,,,
player,201112040was,nyj,HolmSa00,rush_td,0,,,,,
player,201112040was,nyj,HolmSa00,rush_long,0,,,,,
player,201112040was,nyj,HolmSa00,targets,8,,,,,
player,201112040was,nyj,HolmSa00,rec,4,,,,,
player,201112040was,nyj,HolmSa00,rec_yds,58,,,,,
player,201112040was,nyj,HolmSa00,rec_td,1,,,,,
player,201112040was,nyj,HolmSa00,rec_long,30,,,,,
player,201112040was,nyj,HolmSa00,fumbles,0,,,,,
player,201112040was,nyj,HolmSa00,fumbles_lost,,,,,,
player,201112040was,nyj,BurrPl00,pass_cmp,0,,,,,
player,201112040was,nyj,BurrPl00,pass_att,0,,,,,
player,201112040was,nyj,BurrPl00,pass_yds,0,,,,,
player,201112040was,nyj,BurrPl00,pass_td,0,,,,,
player,201112040was,nyj,BurrPl00,pass_int,0,,,,,
player,201112040was,nyj,BurrPl00,pass_sacked,0,,,,,
player,201112040was,nyj,BurrPl00,pass_sacked_yds,0,,,,,
player,201112040was,nyj,BurrPl00,pass_long,0,,,,,
player,201112040was,nyj,BurrPl00,pass_rating,,,,,,
player,201112040was,nyj,BurrPl00,rush_att,0,,,,,
player,201112040was,nyj,BurrPl00,rush_yds,0,,,,,
player,201112040was,nyj,BurrPl00,rush_td,0,,,,,
player,201112040was,nyj,BurrPl00,rush_long,0,,,,,
player,201112040was,nyj,BurrPl00,targets,6,,,,,
player,201112040was,nyj,BurrPl00,rec,3,,,,,
player,201112040was,nyj,BurrPl00,rec_yds,33,,,,,
player,201112040was,nyj,BurrPl00,rec_td,0,,,,,
player,201112040was,nyj,BurrPl00,rec_long,18,,,,,
player,201112040was,nyj,BurrPl00,fumbles,0,,,,,
player,201112040was,nyj,BurrPl00,fumbles_lost,,,,,,
player,201112040was,nyj,KellDu00,pass_cmp,0,,,,,
player,201112040was,nyj,KellDu00,pass_att,0,,,,,
player,201112040was,nyj,KellDu00,pass_yds,0,,,,,
player,201112040was,nyj,KellDu00,pass_td,0,,,,,
player,201112040was,nyj,KellDu00,pass_int,0,,,,,
player,201112040was,nyj,KellDu00,pass_sacked,0,,,,,
player,201112040was,nyj,KellDu00,pass_sacked_yds,0,,,,,
player,201112040was,nyj,KellDu00,pass_long,0,,,,,
player,201112040was,nyj,KellDu00,pass_rating,,,,,,
player,201112040was,nyj,KellDu00,rush_att,0,,,,,
player,201112040was,nyj,KellDu00,rush_yds,0,,,,,
player,201112040was,nyj,KellDu00,rush_td,0,,,,,
player,201112040was,nyj,KellDu00,rush_long,0,,,,,
player,201112040was,nyj,KellDu00,targets,6,,,,,
player,201112040was,nyj,KellDu00,rec,3,,,,,
player,201112040was,nyj,KellDu00,rec_yds,12,,,,,
player,201112040was,nyj,KellDu00,rec_td,0,,,,,
player,201112040was,nyj,KellDu00,rec_long,7,,,,,
player,201112040was,nyj,KellDu00,fumbles,0,,,,,
player,201112040was,nyj,KellDu00,fumbles_lost,,,,,,
player,201112040was,nyj,TurnPa00,pass_cmp,0,,,,,
player,201112040was,nyj,TurnPa00,pass_att,0,,,,,
player,201112040was,nyj,TurnPa00,pass_yds,0,,,,,
player,201112040was,nyj,TurnPa00,pass_td,0,,,,,
player,201112040was,nyj,TurnPa00,pass_int,0,,,,,
player,201112040was,nyj,TurnPa00,pass_sacked,0,,,,,
player,201112040was,nyj,TurnPa00,pass_sacked_yds,0,,,,,
player,201112040was,nyj,TurnPa00,pass_long,0,,,,,
player,201112040was,nyj,TurnPa00,pass_rating,,,,,,
player,201112040was,nyj,TurnPa00,rush_att,0,,,,,
player,201112040was,nyj,TurnPa00,rush_yds,0,,,,,
player,201112040was,nyj,TurnPa00,rush_td,0,,,,,
player,201112040was,nyj,TurnPa00,rush_long,0,,,,,
player,201112040was,nyj,TurnPa00,targets,1,,,,,
player,201112040was,nyj,TurnPa00,rec,1,,,,,
player,201112040was,nyj,TurnPa00,rec_yds,6,,,,,
player,201112040was,nyj,TurnPa00,rec_td,0,,,,,
player,201112040was,nyj,TurnPa00,rec_long,6,,,,,
player,201112040was,nyj,TurnPa00,fumbles,0,,,,,
player,201112040was,nyj,TurnPa00,fumbles_lost,0,,,,,
player,201112040was,nyj,MullMa00,pass_cmp,0,,,,,
player,201112040was,nyj,MullMa00,pass_att,0,,,,,
player,201112040was,nyj,MullMa00,pass_yds,0,,,,,
player,201112040was,nyj,MullMa00,pass_td,0,,,,,
player,201112040was,nyj,MullMa00,pass_int,0,,,,,
player,201112040was,nyj,MullMa00,pass_sacked,0,,,,,
player,201112040was,nyj,MullMa00,pass_sacked_yds,0,,,,,
player,201112040was,nyj,MullMa00,pass_long,0,,,,,
player,201112040was,nyj,MullMa00,pass_rating,,,,,,
player,201112040was,nyj,MullMa00,rush_att,0,,,,,
player,201112040was,nyj,MullMa00,rush_yds,0,,,,,
player,201112040was,nyj,MullMa00,rush_td,0,,,,,
player,201112040was,nyj,MullMa00,rush_long,0,,,,,
player,201112040was,nyj,MullMa00,targets,2,,,,,
player,201112040was,nyj,MullMa00,rec,1,,,,,
player,201112040was,nyj,MullMa00,rec_yds,5,,,,,
player,201112040was,nyj,MullMa00,rec_td,0,,,,,
player,201112040was,nyj,MullMa00,rec_long,5,,,,,
player,201112040was,nyj,MullMa00,fumbles,0,,,,,
player,201112040was,nyj,MullMa00,fumbles_lost,,,,,,
player,201112040was,nyj,McKnJo00,pass_cmp,0,,,,,
player,201112040was,nyj,McKnJo00,pass_att,0,,,,,
player,201112040was,nyj,McKnJo00,pass_yds,0,,,,,
player,201112040was,nyj,McKnJo00,pass_td,0,,,,,
player,201112040was,nyj,McKnJo00,pass_int,0,,,,,
player,201112040was,nyj,McKnJo00,pass_sacked,0,,,,,
player,201112040was,nyj,McKnJo00,pass_sacked_yds,0,,,,,
player,201112040was,nyj,McKnJo00,pass_long,0,,,,,
player,201112040was,nyj,McKnJo00,pass_rating,,,,,,
player,201112040was,nyj,McKnJo00,rush_att,1,,,,,
player,201112040was,nyj,McKnJo00,rush_yds,-1,,,,,
player,201112040was,nyj,McKnJo00,rush_td,0,,,,,
player,201112040was,nyj,McKnJo00,rush_long,-1,,,,,
player,201112040was,nyj,McKnJo00,targets,2,,,,,
player,201112040was,nyj,McKnJo00,rec,1,,,,,
player,201112040was,nyj,McKnJo00,rec_yds,2,,,,,
player,201112040was,nyj,McKnJo00,rec_td,0,,,,,
player,201112040was,nyj,McKnJo00,rec_long,2,,,,,
player,201112040was,nyj,McKnJo00,fumbles,0,,,,,
player,201112040was,nyj,McKnJo00,fumbles_lost,,,,,,
player,201112040was,was,GrosRe00,pass_cmp,19,,,,,
player,201112040was,was,GrosRe00,pass_att,46,,,,,
player,201112040was,was,GrosRe00,pass_yds,221,,,,,
player,201112040was,was,GrosRe00,pass_td,0,,,,,
player,201112040was,was,GrosRe00,pass_int,1,,,,,
player,201112040was,was,GrosRe00,pass_sacked,2,,,,,
player,201112040was,was,GrosRe00,pass_sacked_yds,17,,,,,
player,201112040was,was,GrosRe00,pass_long,42,,,,,
player,201112040was,was,GrosRe00,pass_rating,47.5,,,,,
player,201112040was,was,GrosRe00,rush_att,0,,,,,
player,201112040was,was,GrosRe00,rush_yds,0,,,,,
player,201112040was,was,GrosRe00,rush_td,0,,,,,
player,201112040was,was,GrosRe00,rush_long,0,,,,,
player,201112040was,was,GrosRe00,targets,0,,,,,
player,201112040was,was,GrosRe00,rec,0,,,,,
player,201112040was,was,GrosRe00,rec_yds,0,,,,,
player,201112040was,was,GrosRe00,rec_td,0,,,,,
player,201112040was,was,GrosRe00,rec_long,0,,,,,
player,201112040was,was,GrosRe00,fumbles,1,,,,,
player,201112040was,was,GrosRe00,fumbles_lost,1,,,,,
player,201112040was,was,HeluRo00,pass_cmp,0,,,,,
player,201112040was,was,HeluRo00,pass_att,0,,,,,
player,201112040was,was,HeluRo00,pass_yds,0,,,,,
player,201112040was,was,HeluRo00,pass_td,0,,,,,
player,201112040was,was,HeluRo00,pass_int,0,,,,,
player,201112040was,was,HeluRo00,pass_sacked,0,,,,,
player,201112040was,was,HeluRo00,pass_sacked_yds,0,,,,,
player,201112040was,was,HeluRo00,pass_long,0,,,,,
player,201112040was,was,HeluRo00,pass_rating,,,,,,
player,201112040was,was,HeluRo00,rush_att,23,,,,,
player,201112040was,was,HeluRo00,rush_yds,100,,,,,
player,201112040was,was,HeluRo00,rush_td,1,,,,,
player,201112040was,was,HeluRo00,rush_long,22,,,,,
player,201112040was,was,HeluRo00,targets,6,,,,,
player,201112040was,was,HeluRo00,rec,4,,,,,
player,201112040was,was,HeluRo00,rec_yds,42,,,,,
player,201112040was,was,HeluRo00,rec_td,0,,,,,
player,201112040was,was,HeluRo00,rec_long,26,,,,,
player,201112040was,was,HeluRo00,fumbles,1,,,,,
player,201112040was,was,HeluRo00,fumbles_lost,1,,,,,
player,201112040was,was,DaviFr01,pass_cmp,0,,,,,
player,201112040was,was,DaviFr01,pass_att,0,,,,,
player,201112040was,was,DaviFr01,pass_yds,0,,,,,
player,201112040was,was,DaviFr01,pass_td,0,,,,,
player,201112040was,was,DaviFr01,pass_int,0,,,,,
player,201112040was,was,DaviFr01,pass_sacked,0,,,,,
player,201112040was,was,DaviFr01,pass_sacked_yds,0,,,,,
player,201112040was,was,DaviFr01,pass_long,0,,,,,
player,201112040was,was,DaviFr01,pass_rating,,,,,,
player,201112040was,was,DaviFr01,rush_att,0,,,,,
player,201112040was,was,DaviFr01,rush_yds,0,,,,,
player,201112040was,was,DaviFr01,rush_td,0,,,,,
player,201112040was,was,DaviFr01,rush_long,0,,,,,
player,201112040was,was,DaviFr01,targets,13,,,,,
player,201112040was,was,DaviFr01,rec,6,,,,,
player,201112040was,was,DaviFr01,rec_yds,99,,,,,
player,201112040was,was,DaviFr01,rec_td,0,,,,,
player,201112040was,was,DaviFr01,rec_long,42,,,,,
player,201112040was,was,DaviFr01,fumbles,0,,,,,
player,201112040was,was,DaviFr01,fumbles_lost,,,,,,
player,201112040was,was,MossSa00,pass_cmp,0,,,,,
player,201112040was,was,MossSa00,pass_att,0,,,,,
player,201112040was,was,MossSa00,pass_yds,0,,,,,
player,201112040was,was,MossSa00,pass_td,0,,,,,
player,201112040was,was,MossSa00,pass_int,0,,,,,
player,201112040was,was,MossSa00,pass_sacked,0,,,,,
player,201112040was,was,MossSa00,pass_sacked_yds,0,,,,,
player,201112040was,was,MossSa00,pass_long,0,,,,,
player,201112040was,was,MossSa00,pass_rating,,,,,,
player,201112040was,was,MossSa00,rush_att,0,,,,,
player,201112040was,was,MossSa00,rush_yds,0,,,,,
player,201112040was,was,MossSa00,rush_td,0,,,,,
player,201112040was,was,MossSa00,rush_long,0,,,,,
player,201112040was,was,MossSa00,targets,12,,,,,
player,201112040was,was,MossSa00,rec,5,,,,,
player,201112040was,was,MossSa00,rec_yds,42,,,,,
player,201112040was,was,MossSa00,rec_td,0,,,,,
player,201112040was,was,MossSa00,rec_long,21,,,,,
player,201112040was,was,MossSa00,fumbles,0,,,,,
player,201112040was,was,MossSa00,fumbles_lost,,,,,,
player,201112040was,was,AndeDa01,pass_cmp,0,,,,,
player,201112040was,was,AndeDa01,pass_att,0,,,,,
player,201112040was,was,AndeDa01,pass_yds,0,,,,,
player,201112040was,was,AndeDa01,pass_td,0,,,,,
player,201112040was,was,AndeDa01,pass_int,0,,,,,
player,201112040was,was,AndeDa01,pass_sacked,0,,,,,
player,201112040was,was,AndeDa01,pass_sacked_yds,0,,,,,
player,201112040was,was,AndeDa01,pass_long,0,,,,,
player,201112040was,was,AndeDa01,pass_rating,,,,,,
player,201112040was,was,AndeDa01,rush_att,0,,,,,
player,201112040was,was,AndeDa01,rush_yds,0,,,,,
player,201112040was,was,AndeDa01,rush_td,0,,,,,
player,201112040was,was,AndeDa01,rush_long,0,,,,,
player,201112040was,was,AndeDa01,targets,5,,,,,
player,201112040was,was,AndeDa01,rec,2,,,,,
player,201112040was,was,AndeDa01,rec_yds,21,,,,,
player,201112040was,was,AndeDa01,rec_td,0,,,,,
player,201112040was,was,AndeDa01,rec_long,13,,,,,
player,201112040was,was,AndeDa01,fumbles,0,,,,,
player,201112040was,was,AndeDa01,fumbles_lost,,,,,,
player,201112040was,was,StalDo00,pass_cmp,0,,,,,
player,201112040was,was,StalDo00,pass_att,0,,,,,
player,201112040was,was,StalDo00,pass_yds,0,,,,,
player,201112040was,was,StalDo00,pass_td,0,,,,,
player,201112040was,was,StalDo00,pass_int,0,,,,,
player,201112040was,was,StalDo00,pass_sacked,0,,,,,
player,201112040was,was,StalDo00,pass_sacked_yds,0,,,,,
player,201112040was,was,StalDo00,pass_long,0,,,,,
player,201112040was,was,StalDo00,pass_rating,,,,,,
player,201112040was,was,StalDo00,rush_att,0,,,,,
player,201112040was,was,StalDo00,rush_yds,0,,,,,
player,201112040was,was,StalDo00,rush_td,0,,,,,
player,201112040was,was,StalDo00,rush_long,0,,,,,
player,201112040was,was,StalDo00,targets,2,,,,,
player,201112040was,was,StalDo00,rec,1,,,,,
player,201112040was,was,StalDo00,rec_yds,14,,,,,
player,201112040was,was,StalDo00,rec_td,0,,,,,
player,201112040was,was,StalDo00,rec_long,14,,,,,
player,201112040was,was,StalDo00,fumbles,0,,,,,
player,201112040was,was,StalDo00,fumbles_lost,,,,,,
player,201112040was,was,RoysEv00,pass_cmp,0,,,,,
player,201112040was,was,RoysEv00,pass_att,0,,,,,
player,201112040was,was,RoysEv00,pass_yds,0,,,,,
player,201112040was,was,RoysEv00,pass_td,0,,,,,
player,201112040was,was,RoysEv00,pass_int,0,,,,,
player,201112040was,was,RoysEv00,pass_sacked,0,,,,,
player,201112040was,was,RoysEv00,pass_sacked_yds,0,,,,,
player,201112040was,was,RoysEv00,pass_long,0,,,,,
player,201112040was,was,RoysEv00,pass_rating,,,,,,
player,201112040was,was,RoysEv00,rush_att,0,,,,,
player,201112040was,was,RoysEv00,rush_yds,0,,,,,
player,201112040was,was,RoysEv00,rush_td,0,,,,,
player,201112040was,was,RoysEv00,rush_long,0,,,,,
player,201112040was,was,RoysEv00,targets,1,,,,,
player,201112040was,was,RoysEv00,rec,1,,,,,
player,201112040was,was,RoysEv00,rec_yds,3,,,,,
player,201112040was,was,RoysEv00,rec_td,0,,,,,
player,201112040was,was,RoysEv00,rec_long,3,,,,,
player,201112040was,was,RoysEv00,fumbles,0,,,,,
player,201112040was,was,RoysEv00,fumbles_lost,,,,,,
player,201112040was,was,GaffJa00,pass_cmp,0,,,,,
player,201112040was,was,GaffJa00,pass_att,0,,,,,
player,201112040was,was,GaffJa00,pass_yds,0,,,,,
player,201112040was,was,GaffJa00,pass_td,0,,,,,
player,201112040was,was,GaffJa00,pass_int,0,,,,,
player,201112040was,was,GaffJa00,pass_sacked,0,,,,,
player,201112040was,was,GaffJa00,pass_sacked_yds,0,,,,,
player,201112040was,was,GaffJa00,pass_long,0,,,,,
player,201112040was,was,GaffJa00,pass_rating,,,,,,
player,201112040was,was,GaffJa00,rush_att,0,,,,,
player,201112040was,was,GaffJa00,rush_yds,0,,,,,
player,201112040was,was,GaffJa00,rush_td,0,,,,,
player,201112040was,was,GaffJa00,rush_long,0,,,,,
player,201112040was,was,GaffJa00,targets,3,,,,,
player,201112040was,was,GaffJa00,rec,0,,,,,
player,201112040was,was,GaffJa00,rec_yds,0,,,,,
player,201112040was,was,GaffJa00,rec_td,0,,,,,
player,201112040was,was,GaffJa00,rec_long,0,,,,,
player,201112040was,was,GaffJa00,fumbles,0,,,,,
player,201112040was,was,GaffJa00,fumbles_lost,,,,,,
player,201112040was,was,PaulLo00,pass_cmp,0,,,,,
player,201112040was,was,PaulLo00,pass_att,0,,,,,
player,201112040was,was,PaulLo00,pass_yds,0,,,,,
player,201112040was,was,PaulLo00,pass_td,0,,,,,
player,201112040was,was,PaulLo00,pass_int,0,,,,,
player,201112040was,was,PaulLo00,pass_sacked,0,,,,,
player,201112040was,was,PaulLo00,pass_sacked_yds,0,,,,,
player,201112040was,was,PaulLo00,pass_long,0,,,,,
player,201112040was,was,PaulLo00,pass_rating,,,,,,
player,201112040was,was,PaulLo00,rush_att,0,,,,,
player,201112040was,was,PaulLo00,rush_yds,0,,,,,
player,201112040was,was,PaulLo00,rush_td,0,,,,,
player,201112040was,was,PaulLo00,rush_long,0,,,,,
player,201112040was,was,PaulLo00,targets,1,,,,,
player,201112040was,was,PaulLo00,rec,0,,,,,
player,201112040was,was,PaulLo00,rec_yds,0,,,,,
player,201112040was,was,PaulLo00,rec_td,0,,,,,
player,201112040was,was,PaulLo00,rec_long,0,,,,,
player,201112040was,was,PaulLo00,fumbles,0,,,,,
player,201112040was,was,PaulLo00,fumbles_lost,,,,,,
player,201112040was,was,PaulNi00,pass_cmp,0,,,,,
player,201112040was,was,PaulNi00,pass_att,0,,,,,
player,201112040was,was,PaulNi00,pass_yds,0,,,,,
player,201112040was,was,PaulNi00,pass_td,0,,,,,
player,201112040was,was,PaulNi00,pass_int,0,,,,,
player,201112040was,was,PaulNi00,pass_sacked,0,,,,,
player,201112040was,was,PaulNi00,pass_sacked_yds,0,,,,,
player,201112040was,was,PaulNi00,pass_long,0,,,,,
player,201112040was,was,PaulNi00,pass_rating,,,,,,
player,201112040was,was,PaulNi00,rush_att,0,,,,,
player,201112040was,was,PaulNi00,rush_yds,0,,,,,
player,201112040was,was,PaulNi00,rush_td,0,,,,,
player,201112040was,was,PaulNi00,rush_long,0,,,,,
player,201112040was,was,PaulNi00,targets,1,,,,,
player,201112040was,was,PaulNi00,rec,0,,,,,
player,201112040was,was,PaulNi00,rec_yds,0,,,,,
player,201112040was,was,PaulNi00,rec_td,0,,,,,
player,201112040was,was,PaulNi00,rec_long,0,,,,,
player,201112040was,was,PaulNi00,fumbles,0,,,,,
player,201112040was,was,PaulNi00,fumbles_lost,,,,,,
player,201112040was,nyj,WilsKy99,def_int,1,,,,,
player,201112040was,nyj,WilsKy99,def_int_yds,3,,,,,
player,201112040was,nyj,WilsKy99,def_int_td,0,,,,,
player,201112040was,nyj,WilsKy99,def_int_long,3,,,,,
player,201112040was,nyj,WilsKy99,pass_defended,2,,,,,
player,201112040was,nyj,WilsKy99,sacks,0.0,,,,,
player,201112040was,nyj,WilsKy99,tackles_combined,3,,,,,
player,201112040was,nyj,WilsKy99,tackles_solo,2,,,,,
player,201112040was,nyj,WilsKy99,tackles_assists,1,,,,,
player,201112040was,nyj,WilsKy99,tackles_loss,0,,,,,
player,201112040was,nyj,WilsKy99,qb_hits,0,,,,,
player,201112040was,nyj,WilsKy99,fumbles_rec,0,,,,,
player,201112040was,nyj,WilsKy99,fumbles_rec_yds,0,,,,,
player,201112040was,nyj,WilsKy99,fumbles_rec_td,0,,,,,
player,201112040was,nyj,WilsKy99,fumbles_forced,0,,,,,
player,201112040was,nyj,WestJa99,def_int,0,,,,,
player,201112040was,nyj,WestJa99,def_int_yds,0,,,,,
player,201112040was,nyj,WestJa99,def_int_td,0,,,,,
player,201112040was,nyj,WestJa99,def_int_long,0,,,,,
player,201112040was,nyj,WestJa99,pass_defended,0,,,,,
player,201112040was,nyj,WestJa99,sacks,1.0,,,,,
player,201112040was,nyj,WestJa99,tackles_combined,5,,,,,
player,201112040was,nyj,WestJa99,tackles_solo,4,,,,,
player,201112040was,nyj,WestJa99,tackles_assists,1,,,,,
player,201112040was,nyj,WestJa99,tackles_loss,2,,,,,
player,201112040was,nyj,WestJa99,qb_hits,1,,,,,
player,201112040was,nyj,WestJa99,fumbles_rec,0,,,,,
player,201112040was,nyj,WestJa99,fumbles_rec_yds,0,,,,,
