game,2011,6,20111016,201110160atl,car,"Carolina Panthers",17,atl,"Atlanta Falcons",31
player,201110160atl,car,SmitSt01,fumbles,1,,,,,
player,201110160atl,car,SmitSt01,fumbles_lost,0,,,,,
player,201110160atl,car,ShocJe00,pass_cmp,0,,,,,
player,201110160atl,car,ShocJe00,pass_att,0,,,,,
player,201110160atl,car,ShocJe00,pass_yds,0,,,,,
player,201110160atl,car,ShocJe00,pass_td,0,,,,,
player,201110160atl,car,ShocJe00,pass_int,0,,,,,
player,201110160atl,car,ShocJe00,pass_sacked,0,,,,,
player,201110160atl,car,ShocJe00,pass_sacked_yds,0,,,,,
player,201110160atl,car,ShocJe00,pass_long,0,,,,,
player,201110160atl,car,ShocJe00,pass_rating,,,,,,
player,201110160atl,car,ShocJe00,rush_att,0,,,,,
player,201110160atl,car,ShocJe00,rush_yds,0,,,,,
player,201110160atl,car,ShocJe00,rush_td,0,,,,,
player,201110160atl,car,ShocJe00,rush_long,0,,,,,
player,201110160atl,car,ShocJe00,targets,7,,,,,
player,201110160atl,car,ShocJe00,rec,4,,,,,
player,201110160atl,car,ShocJe00,rec_yds,60,,,,,
player,201110160atl,car,ShocJe00,rec_td,0,,,,,
player,201110160atl,car,ShocJe00,rec_long,29,,,,,
player,201110160atl,car,ShocJe00,fumbles,1,,,,,
player,201110160atl,car,ShocJe00,fumbles_lost,0,,,,,
player,201110160atl,car,OlseGr00,pass_cmp,0,,,,,
player,201110160atl,car,OlseGr00,pass_att,0,,,,,
player,201110160atl,car,OlseGr00,pass_yds,0,,,,,
player,201110160atl,car,OlseGr00,pass_td,0,,,,,
player,201110160atl,car,OlseGr00,pass_int,0,,,,,
player,201110160atl,car,OlseGr00,pass_sacked,0,,,,,
player,201110160atl,car,OlseGr00,pass_sacked_yds,0,,,,,
player,201110160atl,car,OlseGr00,pass_long,0,,,,,
player,201110160atl,car,OlseGr00,pass_rating,,,,,,
player,201110160atl,car,OlseGr00,rush_att,0,,,,,
player,201110160atl,car,OlseGr00,rush_yds,0,,,,,
player,201110160atl,car,OlseGr00,rush_td,0,,,,,
player,201110160atl,car,OlseGr00,rush_long,0,,,,,
player,201110160atl,car,OlseGr00,targets,10,,,,,
player,201110160atl,car,OlseGr00,rec,5,,,,,
player,201110160atl,car,OlseGr00,rec_yds,42,,,,,
player,201110160atl,car,OlseGr00,rec_td,0,,,,,
player,201110160atl,car,OlseGr00,rec_long,10,,,,,
player,201110160atl,car,OlseGr00,fumbles,0,,,,,
player,201110160atl,car,OlseGr00,fumbles_lost,,,,,,
player,201110160atl,car,NaanLe00,pass_cmp,0,,,,,
player,201110160atl,car,NaanLe00,pass_att,0,,,,,
player,201110160atl,car,NaanLe00,pass_yds,0,,,,,
player,201110160atl,car,NaanLe00,pass_td,0,,,,,
player,201110160atl,car,NaanLe00,pass_int,0,,,,,
player,201110160atl,car,NaanLe00,pass_sacked,0,,,,,
player,201110160atl,car,NaanLe00,pass_sacked_yds,0,,,,,
player,201110160atl,car,NaanLe00,pass_long,0,,,,,
player,201110160atl,car,NaanLe00,pass_rating,,,,,,
player,201110160atl,car,NaanLe00,rush_att,0,,,,,
player,201110160atl,car,NaanLe00,rush_yds,0,,,,,
player,201110160atl,car,NaanLe00,rush_td,0,,,,,
player,201110160atl,car,NaanLe00,rush_long,0,,,,,
player,201110160atl,car,NaanLe00,targets,2,,,,,
player,201110160atl,car,NaanLe00,rec,2,,,,,
player,201110160atl,car,NaanLe00,rec_yds,31,,,,,
player,201110160atl,car,NaanLe00,rec_td,0,,,,,
player,201110160atl,car,NaanLe00,rec_long,17,,,,,
player,201110160atl,car,NaanLe00,fumbles,0,,,,,
player,201110160atl,car,NaanLe00,fumbles_lost,,,,,,
player,201110160atl,car,LaFeBr00,pass_cmp,0,,,,,
player,201110160atl,car,LaFeBr00,pass_att,0,,,,,
player,201110160atl,car,LaFeBr00,pass_yds,0,,,,,
player,201110160atl,car,LaFeBr00,pass_td,0,,,,,
player,201110160atl,car,LaFeBr00,pass_int,0,,,,,
player,201110160atl,car,LaFeBr00,pass_sacked,0,,,,,
player,201110160atl,car,LaFeBr00,pass_sacked_yds,0,,,,,
player,201110160atl,car,LaFeBr00,pass_long,0,,,,,
player,201110160atl,car,LaFeBr00,pass_rating,,,,,,
player,201110160atl,car,LaFeBr00,rush_att,0,,,,,
player,201110160atl,car,LaFeBr00,rush_yds,0,,,,,
player,201110160atl,car,LaFeBr00,rush_td,0,,,,,
player,201110160atl,car,LaFeBr00,rush_long,0,,,,,
player,201110160atl,car,LaFeBr00,targets,1,,,,,
player,201110160atl,car,LaFeBr00,rec,1,,,,,
player,201110160atl,car,LaFeBr00,rec_yds,12,,,,,
player,201110160atl,car,LaFeBr00,rec_td,0,,,,,
player,201110160atl,car,LaFeBr00,rec_long,12,,,,,
player,201110160atl,car,LaFeBr00,fumbles,0,,,,,
player,201110160atl,car,LaFeBr00,fumbles_lost,,,,,,
player,201110160atl,atl,RyanMa00,pass_cmp,14,,,,,
player,201110160atl,atl,RyanMa00,pass_att,22,,,,,
player,201110160atl,atl,RyanMa00,pass_yds,163,,,,,
player,201110160atl,atl,RyanMa00,pass_td,1,,,,,
player,201110160atl,atl,RyanMa00,pass_int,0,,,,,
player,201110160atl,atl,RyanMa00,pass_sacked,1,,,,,
player,201110160atl,atl,RyanMa00,pass_sacked_yds,4,,,,,
player,201110160atl,atl,RyanMa00,pass_long,34,,,,,
player,201110160atl,atl,RyanMa00,pass_rating,101.1,,,,,
player,201110160atl,atl,RyanMa00,rush_att,3,,,,,
player,201110160atl,atl,RyanMa00,rush_yds,7,,,,,
player,201110160atl,atl,RyanMa00,rush_td,1,,,,,
player,201110160atl,atl,RyanMa00,rush_long,4,,,,,
player,201110160atl,atl,RyanMa00,targets,0,,,,,
player,201110160atl,atl,RyanMa00,rec,0,,,,,
player,201110160atl,atl,RyanMa00,rec_yds,0,,,,,
player,201110160atl,atl,RyanMa00,rec_td,0,,,,,
player,201110160atl,atl,RyanMa00,rec_long,0,,,,,
player,201110160atl,atl,RyanMa00,fumbles,0,,,,,
player,201110160atl,atl,RyanMa00,fumbles_lost,,,,,,
player,201110160atl,atl,TurnMi00,pass_cmp,0,,,,,
player,201110160atl,atl,TurnMi00,pass_att,0,,,,,
player,201110160atl,atl,TurnMi00,pass_yds,0,,,,,
player,201110160atl,atl,TurnMi00,pass_td,0,,,,,
player,201110160atl,atl,TurnMi00,pass_int,0,,,,,
player,201110160atl,atl,TurnMi00,pass_sacked,0,,,,,
player,201110160atl,atl,TurnMi00,pass_sacked_yds,0,,,,,
player,201110160atl,atl,TurnMi00,pass_long,0,,,,,
player,201110160atl,atl,TurnMi00,pass_rating,,,,,,
player,201110160atl,atl,TurnMi00,rush_att,27,,,,,
player,201110160atl,atl,TurnMi00,rush_yds,139,,,,,
player,201110160atl,atl,TurnMi00,rush_td,2,,,,,
player,201110160atl,atl,TurnMi00,rush_long,33,,,,,
player,201110160atl,atl,TurnMi00,targets,3,,,,,
player,201110160atl,atl,TurnMi00,rec,1,,,,,
player,201110160atl,atl,TurnMi00,rec_yds,8,,,,,
player,201110160atl,atl,TurnMi00,rec_td,0,,,,,
player,201110160atl,atl,TurnMi00,rec_long,8,,,,,
player,201110160atl,atl,TurnMi00,fumbles,0,,,,,
player,201110160atl,atl,TurnMi00,fumbles_lost,,,,,,
player,201110160atl,atl,SnelJa00,pass_cmp,0,,,,,
player,201110160atl,atl,SnelJa00,pass_att,0,,,,,
player,201110160atl,atl,SnelJa00,pass_yds,0,,,,,
player,201110160atl,atl,SnelJa00,pass_td,0,,,,,
player,201110160atl,atl,SnelJa00,pass_int,0,,,,,
player,201110160atl,atl,SnelJa00,pass_sacked,0,,,,,
player,201110160atl,atl,SnelJa00,pass_sacked_yds,0,,,,,
player,201110160atl,atl,SnelJa00,pass_long,0,,,,,
player,201110160atl,atl,SnelJa00,pass_rating,,,,,,
player,201110160atl,atl,SnelJa00,rush_att,3,,,,,
player,201110160atl,atl,SnelJa00,rush_yds,12,,,,,
player,201110160atl,atl,SnelJa00,rush_td,0,,,,,
player,201110160atl,atl,SnelJa00,rush_long,8,,,,,
player,201110160atl,atl,SnelJa00,targets,1,,,,,
player,201110160atl,atl,SnelJa00,rec,1,,,,,
player,201110160atl,atl,SnelJa00,rec_yds,7,,,,,
player,201110160atl,atl,SnelJa00,rec_td,0,,,,,
player,201110160atl,atl,SnelJa00,rec_long,7,,,,,
player,201110160atl,atl,SnelJa00,fumbles,0,,,,,
player,201110160atl,atl,SnelJa00,fumbles_lost,,,,,,
player,201110160atl,atl,RodgJa00,pass_cmp,0,,,,,
player,201110160atl,atl,RodgJa00,pass_att,0,,,,,
player,201110160atl,atl,RodgJa00,pass_yds,0,,,,,
player,201110160atl,atl,RodgJa00,pass_td,0,,,,,
player,201110160atl,atl,RodgJa00,pass_int,0,,,,,
player,201110160atl,atl,RodgJa00,pass_sacked,0,,,,,
player,201110160atl,atl,RodgJa00,pass_sacked_yds,0,,,,,
player,201110160atl,atl,RodgJa00,pass_long,0,,,,,
player,201110160atl,atl,RodgJa00,pass_rating,,,,,,
player,201110160atl,atl,RodgJa00,rush_att,1,,,,,
player,201110160atl,atl,RodgJa00,rush_yds,8,,,,,
player,201110160atl,atl,RodgJa00,rush_td,0,,,,,
player,201110160atl,atl,RodgJa00,rush_long,8,,,,,
player,201110160atl,atl,RodgJa00,targets,1,,,,,
player,201110160atl,atl,RodgJa00,rec,1,,,,,
player,201110160atl,atl,RodgJa00,rec_yds,6,,,,,
player,201110160atl,atl,RodgJa00,rec_td,0,,,,,
player,201110160atl,atl,RodgJa00,rec_long,6,,,,,
player,201110160atl,atl,RodgJa00,fumbles,0,,,,,
player,201110160atl,atl,RodgJa00,fumbles_lost,,,,,,
player,201110160atl,atl,DougHa00,pass_cmp,0,,,,,
player,201110160atl,atl,DougHa00,pass_att,0,,,,,
player,201110160atl,atl,DougHa00,pass_yds,0,,,,,
player,201110160atl,atl,DougHa00,pass_td,0,,,,,
player,201110160atl,atl,DougHa00,pass_int,0,,,,,
player,201110160atl,atl,DougHa00,pass_sacked,0,,,,,
player,201110160atl,atl,DougHa00,pass_sacked_yds,0,,,,,
player,201110160atl,atl,DougHa00,pass_long,0,,,,,
player,201110160atl,atl,DougHa00,pass_rating,,,,,,
player,201110160atl,atl,DougHa00,rush_att,0,,,,,
player,201110160atl,atl,DougHa00,rush_yds,0,,,,,
player,201110160atl,atl,DougHa00,rush_td,0,,,,,
player,201110160atl,atl,DougHa00,rush_long,0,,,,,
player,201110160atl,atl,DougHa00,targets,4,,,,,
player,201110160atl,atl,DougHa00,rec,2,,,,,
player,201110160atl,atl,DougHa00,rec_yds,57,,,,,
player,201110160atl,atl,DougHa00,rec_td,0,,,,,
player,201110160atl,atl,DougHa00,rec_long,34,,,,,
player,201110160atl,atl,DougHa00,fumbles,0,,,,,
player,201110160atl,atl,DougHa00,fumbles_lost,,,,,,
player,201110160atl,atl,GonzTo00,pass_cmp,0,,,,,
player,201110160atl,atl,GonzTo00,pass_att,0,,,,,
player,201110160atl,atl,GonzTo00,pass_yds,0,,,,,
player,201110160atl,atl,GonzTo00,pass_td,0,,,,,
player,201110160atl,atl,GonzTo00,pass_int,0,,,,,
player,201110160atl,atl,GonzTo00,pass_sacked,0,,,,,
player,201110160atl,atl,GonzTo00,pass_sacked_yds,0,,,,,
player,201110160atl,atl,GonzTo00,pass_long,0,,,,,
player,201110160atl,atl,GonzTo00,pass_rating,,,,,,
player,201110160atl,atl,GonzTo00,rush_att,0,,,,,
player,201110160atl,atl,GonzTo00,rush_yds,0,,,,,
player,201110160atl,atl,GonzTo00,rush_td,0,,,,,
player,201110160atl,atl,GonzTo00,rush_long,0,,,,,
player,201110160atl,atl,GonzTo00,targets,3,,,,,
player,201110160atl,atl,GonzTo00,rec,3,,,,,
player,201110160atl,atl,GonzTo00,rec_yds,29,,,,,
player,201110160atl,atl,GonzTo00,rec_td,0,,,,,
player,201110160atl,atl,GonzTo00,rec_long,13,,,,,
player,201110160atl,atl,GonzTo00,fumbles,0,,,,,
player,201110160atl,atl,GonzTo00,fumbles_lost,,,,,,
player,201110160atl,atl,WhitRo00,pass_cmp,0,,,,,
player,201110160atl,atl,WhitRo00,pass_att,0,,,,,
player,201110160atl,atl,WhitRo00,pass_yds,0,,,,,
player,201110160atl,atl,WhitRo00,pass_td,0,,,,,
player,201110160atl,atl,WhitRo00,pass_int,0,,,,,
player,201110160atl,atl,WhitRo00,pass_sacked,0,,,,,
player,201110160atl,atl,WhitRo00,pass_sacked_yds,0,,,,,
player,201110160atl,atl,WhitRo00,pass_long,0,,,,,
player,201110160atl,atl,WhitRo00,pass_rating,,,,,,
player,201110160atl,atl,WhitRo00,rush_att,0,,,,,
player,201110160atl,atl,WhitRo00,rush_yds,0,,,,,
player,201110160atl,atl,WhitRo00,rush_td,0,,,,,
player,201110160atl,atl,WhitRo00,rush_long,0,,,,,
player,201110160atl,atl,WhitRo00,targets,5,,,,,
player,201110160atl,atl,WhitRo00,rec,2,,,,,
player,201110160atl,atl,WhitRo00,rec_yds,21,,,,,
player,201110160atl,atl,WhitRo00,rec_td,0,,,,,
player,201110160atl,atl,WhitRo00,rec_long,14,,,,,
player,201110160atl,atl,WhitRo00,fumbles,0,,,,,
player,201110160atl,atl,WhitRo00,fumbles_lost,,,,,,
player,201110160atl,atl,MughOv00,pass_cmp,0,,,,,
player,201110160atl,atl,MughOv00,pass_att,0,,,,,
player,201110160atl,atl,MughOv00,pass_yds,0,,,,,
player,201110160atl,atl,MughOv00,pass_td,0,,,,,
player,201110160atl,atl,MughOv00,pass_int,0,,,,,
player,201110160atl,atl,MughOv00,pass_sacked,0,,,,,
player,201110160atl,atl,MughOv00,pass_sacked_yds,0,,,,,
player,201110160atl,atl,MughOv00,pass_long,0,,,,,
player,201110160atl,atl,MughOv00,pass_rating,,,,,,
player,201110160atl,atl,MughOv00,rush_att,1,,,,,
player,201110160atl,atl,MughOv00,rush_yds,0,,,,,
player,201110160atl,atl,MughOv00,rush_td,0,,,,,
player,201110160atl,atl,MughOv00,rush_long,0,,,,,
player,201110160atl,atl,MughOv00,targets,2,,,,,
player,201110160atl,atl,MughOv00,rec,2,,,,,
player,201110160atl,atl,MughOv00,rec_yds,20,,,,,
player,201110160atl,atl,MughOv00,rec_td,1,,,,,
player,201110160atl,atl,MughOv00,rec_long,19,,,,,
player,201110160atl,atl,MughOv00,fumbles,0,,,,,
player,201110160atl,atl,MughOv00,fumbles_lost,,,,,,
player,201110160atl,atl,PalmMi00,pass_cmp,0,,,,,
player,201110160atl,atl,PalmMi00,pass_att,0,,,,,
player,201110160atl,atl,PalmMi00,pass_yds,0,,,,,
player,201110160atl,atl,PalmMi00,pass_td,0,,,,,
player,201110160atl,atl,PalmMi00,pass_int,0,,,,,
player,201110160atl,atl,PalmMi00,pass_sacked,0,,,,,
player,201110160atl,atl,PalmMi00,pass_sacked_yds,0,,,,,
player,201110160atl,atl,PalmMi00,pass_long,0,,,,,
player,201110160atl,atl,PalmMi00,pass_rating,,,,,,
player,201110160atl,atl,PalmMi00,rush_att,0,,,,,
player,201110160atl,atl,PalmMi00,rush_yds,0,,,,,
player,201110160atl,atl,PalmMi00,rush_td,0,,,,,
player,201110160atl,atl,PalmMi00,rush_long,0,,,,,
player,201110160atl,atl,PalmMi00,targets,1,,,,,
player,201110160atl,atl,PalmMi00,rec,1,,,,,
player,201110160atl,atl,PalmMi00,rec_yds,8,,,,,
player,201110160atl,atl,PalmMi00,rec_td,0,,,,,
player,201110160atl,atl,PalmMi00,rec_long,8,,,,,
player,201110160atl,atl,PalmMi00,fumbles,0,,,,,
player,201110160atl,atl,PalmMi00,fumbles_lost,,,,,,
player,201110160atl,atl,KellRe00,pass_cmp,0,,,,,
player,201110160atl,atl,KellRe00,pass_att,0,,,,,
player,201110160atl,atl,KellRe00,pass_yds,0,,,,,
player,201110160atl,atl,KellRe00,pass_td,0,,,,,
player,201110160atl,atl,KellRe00,pass_int,0,,,,,
player,201110160atl,atl,KellRe00,pass_sacked,0,,,,,
player,201110160atl,atl,KellRe00,pass_sacked_yds,0,,,,,
player,201110160atl,atl,KellRe00,pass_long,0,,,,,
player,201110160atl,atl,KellRe00,pass_rating,,,,,,
player,201110160atl,atl,KellRe00,rush_att,0,,,,,
player,201110160atl,atl,KellRe00,rush_yds,0,,,,,
player,201110160atl,atl,KellRe00,rush_td,0,,,,,
player,201110160atl,atl,KellRe00,rush_long,0,,,,,
player,201110160atl,atl,KellRe00,targets,1,,,,,
player,201110160atl,atl,KellRe00,rec,1,,,,,
player,201110160atl,atl,KellRe00,rec_yds,7,,,,,
player,201110160atl,atl,KellRe00,rec_td,0,,,,,
player,201110160atl,atl,KellRe00,rec_long,7,,,,,
player,201110160atl,atl,KellRe00,fumbles,0,,,,,
player,201110160atl,atl,KellRe00,fumbles_lost,,,,,,
player,201110160atl,car,JohnCh98,def_int,0,,,,,
player,201110160atl,car,JohnCh98,def_int_yds,0,,,,,
player,201110160atl,car,JohnCh98,def_int_td,0,,,,,
player,201110160atl,car,JohnCh98,def_int_long,0,,,,,
player,201110160atl,car,JohnCh98,pass_defended,1,,,,,
player,201110160atl,car,JohnCh98,sacks,1.0,,,,,
player,201110160atl,car,JohnCh98,tackles_combined,5,,,,,
player,201110160atl,car,JohnCh98,tackles_solo,4,,,,,
player,201110160atl,car,JohnCh98,tackles_assists,1,,,,,
player,201110160atl,car,JohnCh98,tackles_loss,2,,,,,
player,201110160atl,car,JohnCh98,qb_hits,1,,,,,
player,201110160atl,car,JohnCh98,fumbles_rec,0,,,,,
player,201110160atl,car,JohnCh98,fumbles_rec_yds,0,,,,,
player,201110160atl,car,JohnCh98,fumbles_rec_td,0,,,,,
player,201110160atl,car,JohnCh98,fumbles_forced,0,,,,,
player,201110160atl,car,AndeJa21,def_int,0,,,,,
player,201110160atl,car,AndeJa21,def_int_yds,0,,,,,
player,201110160atl,car,AndeJa21,def_int_td,0,,,,,
player,201110160atl,car,AndeJa21,def_int_long,0,,,,,
player,201110160atl,car,AndeJa21,pass_defended,0,,,,,
player,201110160atl,car,AndeJa21,sacks,0.0,,,,,
player,201110160atl,car,AndeJa21,tackles_combined,12,,,,,
player,201110160atl,car,AndeJa21,tackles_solo,7,,,,,
player,201110160atl,car,AndeJa21,tackles_assists,5,,,,,
player,201110160atl,car,AndeJa21,tackles_loss,0,,,,,
player,201110160atl,car,AndeJa21,qb_hits,0,,,,,
player,201110160atl,car,AndeJa21,fumbles_rec,0,,,,,
player,201110160atl,car,AndeJa21,fumbles_rec_yds,0,,,,,
player,201110160atl,car,AndeJa21,fumbles_rec_td,0,,,,,
player,201110160atl,car,AndeJa21,fumbles_forced,0,,,,,
player,201110160atl,car,ConnDa99,def_int,0,,,,,
player,201110160atl,car,ConnDa99,def_int_yds,0,,,,,
player,201110160atl,car,ConnDa99,def_int_td,0,,,,,
player,201110160atl,car,ConnDa99,def_int_long,0,,,,,
player,201110160atl,car,ConnDa99,pass_defended,0,,,,,
player,201110160atl,car,ConnDa99,sacks,0.0,,,,,
player,201110160atl,car,ConnDa99,tackles_combined,6,,,,,
player,201110160atl,car,ConnDa99,tackles_solo,4,,,,,
player,201110160atl,car,ConnDa99,tackles_assists,2,,,,,
player,201110160atl,car,ConnDa99,tackles_loss,0,,,,,
player,201110160atl,car,ConnDa99,qb_hits,0,,,,,
player,201110160atl,car,ConnDa99,fumbles_rec,0,,,,,
player,201110160atl,car,ConnDa99,fumbles_rec_yds,0,,,,,
player,201110160atl,car,ConnDa99,fumbles_rec_td,0,,,,,
player,201110160atl,car,ConnDa99,fumbles_forced,0,,,,,
player,201110160atl,car,MartSh99,def_int,0,,,,,
player,201110160atl,car,MartSh99,def_int_yds,0,,,,,
player,201110160atl,car,MartSh99,def_int_td,0,,,,,
player,201110160atl,car,MartSh99,def_int_long,0,,,,,
player,201110160atl,car,MartSh99,pass_defended,0,,,,,
player,201110160atl,car,MartSh99,sacks,0.0,,,,,
player,201110160atl,car,MartSh99,tackles_combined,5,,,,,
player,201110160atl,car,MartSh99,tackles_solo,4,,,,,
player,201110160atl,car,MartSh99,tackles_assists,1,,,,,
player,201110160atl,car,MartSh99,tackles_loss,0,,,,,
player,201110160atl,car,MartSh99,qb_hits,0,,,,,
player,201110160atl,car,MartSh99,fumbles_rec,0,,,,,
player,201110160atl,car,MartSh99,fumbles_rec_yds,0,,,,,
player,201110160atl,car,MartSh99,fumbles_rec_td,0,,,,,
player,201110160atl,car,MartSh99,fumbles_forced,0,,,,,
player,201110160atl,car,WillJa95,def_int,0,,,,,
player,201110160atl,car,WillJa95,def_int_yds,0,,,,,
player,201110160atl,car,WillJa95,def_int_td,0,,,,,
player,201110160atl,car,WillJa95,def_int_long,0,,,,,
player,201110160atl,car,WillJa95,pass_defended,0,,,,,
player,201110160atl,car,WillJa95,sacks,0.0,,,,,
player,201110160atl,car,WillJa95,tackles_combined,4,,,,,
player,201110160atl,car,WillJa95,tackles_solo,1,,,,,
player,201110160atl,car,WillJa95,tackles_assists,3,,,,,
player,201110160atl,car,WillJa95,tackles_loss,0,,,,,
player,201110160atl,car,WillJa95,qb_hits,0,,,,,
player,201110160atl,car,WillJa95,fumbles_rec,0,,,,,
player,201110160atl,car,WillJa95,fumbles_rec_yds,0,,,,,
player,201110160atl,car,WillJa95,fumbles_rec_td,0,,,,,
player,201110160atl,car,WillJa95,fumbles_forced,0,,,,,
player,201110160atl,car,ApplAn99,def_int,0,,,,,
player,201110160atl,car,ApplAn99,def_int_yds,0,,,,,
player,201110160atl,car,ApplAn99,def_int_td,0,,,,,
player,201110160atl,car,ApplAn99,def_int_long,0,,,,,
