game,2011,15,20111218,201112180sdg,rav,"Baltimore Ravens",14,sdg,"San Diego Chargers",34
player,201112180sdg,rav,RiceRa00,fumbles,0,,,,,
player,201112180sdg,rav,RiceRa00,fumbles_lost,,,,,,
player,201112180sdg,rav,WillRi00,pass_cmp,0,,,,,
player,201112180sdg,rav,WillRi00,pass_att,0,,,,,
player,201112180sdg,rav,WillRi00,pass_yds,0,,,,,
player,201112180sdg,rav,WillRi00,pass_td,0,,,,,
player,201112180sdg,rav,WillRi00,pass_int,0,,,,,
player,201112180sdg,rav,WillRi00,pass_sacked,0,,,,,
player,201112180sdg,rav,WillRi00,pass_sacked_yds,0,,,,,
player,201112180sdg,rav,WillRi00,pass_long,0,,,,,
player,201112180sdg,rav,WillRi00,pass_rating,,,,,,
player,201112180sdg,rav,WillRi00,rush_att,3,,,,,
player,201112180sdg,rav,WillRi00,rush_yds,20,,,,,
player,201112180sdg,rav,WillRi00,rush_td,0,,,,,
player,201112180sdg,rav,WillRi00,rush_long,8,,,,,
player,201112180sdg,rav,WillRi00,targets,3,,,,,
player,201112180sdg,rav,WillRi00,rec,1,,,,,
player,201112180sdg,rav,WillRi00,rec_yds,0,,,,,
player,201112180sdg,rav,WillRi00,rec_td,0,,,,,
player,201112180sdg,rav,WillRi00,rec_long,0,,,,,
player,201112180sdg,rav,WillRi00,fumbles,0,,,,,
player,201112180sdg,rav,WillRi00,fumbles_lost,,,,,,
player,201112180sdg,rav,SmitTo02,pass_cmp,0,,,,,
player,201112180sdg,rav,SmitTo02,pass_att,0,,,,,
player,201112180sdg,rav,SmitTo02,pass_yds,0,,,,,
player,201112180sdg,rav,SmitTo02,pass_td,0,,,,,
player,201112180sdg,rav,SmitTo02,pass_int,0,,,,,
player,201112180sdg,rav,SmitTo02,pass_sacked,0,,,,,
player,201112180sdg,rav,SmitTo02,pass_sacked_yds,0,,,,,
player,201112180sdg,rav,SmitTo02,pass_long,0,,,,,
player,201112180sdg,rav,SmitTo02,pass_rating,,,,,,
player,201112180sdg,rav,SmitTo02,rush_att,0,,,,,
player,201112180sdg,rav,SmitTo02,rush_yds,0,,,,,
player,201112180sdg,rav,SmitTo02,rush_td,0,,,,,
player,201112180sdg,rav,SmitTo02,rush_long,0,,,,,
player,201112180sdg,rav,SmitTo02,targets,7,,,,,
player,201112180sdg,rav,SmitTo02,rec,6,,,,,
player,201112180sdg,rav,SmitTo02,rec_yds,77,,,,,
player,201112180sdg,rav,SmitTo02,rec_td,1,,,,,
player,201112180sdg,rav,SmitTo02,rec_long,36,,,,,
player,201112180sdg,rav,SmitTo02,fumbles,1,,,,,
player,201112180sdg,rav,SmitTo02,fumbles_lost,0,,,,,
player,201112180sdg,rav,BoldAn00,pass_cmp,0,,,,,
player,201112180sdg,rav,BoldAn00,pass_att,0,,,,,
player,201112180sdg,rav,BoldAn00,pass_yds,0,,,,,
player,201112180sdg,rav,BoldAn00,pass_td,0,,,,,
player,201112180sdg,rav,BoldAn00,pass_int,0,,,,,
player,201112180sdg,rav,BoldAn00,pass_sacked,0,,,,,
player,201112180sdg,rav,BoldAn00,pass_sacked_yds,0,,,,,
player,201112180sdg,rav,BoldAn00,pass_long,0,,,,,
player,201112180sdg,rav,BoldAn00,pass_rating,,,,,,
player,201112180sdg,rav,BoldAn00,rush_att,0,,,,,
player,201112180sdg,rav,BoldAn00,rush_yds,0,,,,,
player,201112180sdg,rav,BoldAn00,rush_td,0,,,,,
player,201112180sdg,rav,BoldAn00,rush_long,0,,,,,
player,201112180sdg,rav,BoldAn00,targets,3,,,,,
player,201112180sdg,rav,BoldAn00,rec,2,,,,,
player,201112180sdg,rav,BoldAn00,rec_yds,51,,,,,
player,201112180sdg,rav,BoldAn00,rec_td,0,,,,,
player,201112180sdg,rav,BoldAn00,rec_long,33,,,,,
player,201112180sdg,rav,BoldAn00,fumbles,0,,,,,
player,201112180sdg,rav,BoldAn00,fumbles_lost,,,,,,
player,201112180sdg,rav,DickEd00,pass_cmp,0,,,,,
player,201112180sdg,rav,DickEd00,pass_att,0,,,,,
player,201112180sdg,rav,DickEd00,pass_yds,0,,,,,
player,201112180sdg,rav,DickEd00,pass_td,0,,,,,
player,201112180sdg,rav,DickEd00,pass_int,0,,,,,
player,201112180sdg,rav,DickEd00,pass_sacked,0,,,,,
player,201112180sdg,rav,DickEd00,pass_sacked_yds,0,,,,,
player,201112180sdg,rav,DickEd00,pass_long,0,,,,,
player,201112180sdg,rav,DickEd00,pass_rating,,,,,,
player,201112180sdg,rav,DickEd00,rush_att,0,,,,,
player,201112180sdg,rav,DickEd00,rush_yds,0,,,,,
player,201112180sdg,rav,DickEd00,rush_td,0,,,,,
player,201112180sdg,rav,DickEd00,rush_long,0,,,,,
player,201112180sdg,rav,DickEd00,targets,4,,,,,
player,201112180sdg,rav,DickEd00,rec,3,,,,,
player,201112180sdg,rav,DickEd00,rec_yds,36,,,,,
player,201112180sdg,rav,DickEd00,rec_td,1,,,,,
player,201112180sdg,rav,DickEd00,rec_long,15,,,,,
player,201112180sdg,rav,DickEd00,fumbles,0,,,,,
player,201112180sdg,rav,DickEd00,fumbles_lost,,,,,,
player,201112180sdg,rav,PittDe00,pass_cmp,0,,,,,
player,201112180sdg,rav,PittDe00,pass_att,0,,,,,
player,201112180sdg,rav,PittDe00,pass_yds,0,,,,,
player,201112180sdg,rav,PittDe00,pass_td,0,,,,,
player,201112180sdg,rav,PittDe00,pass_int,0,,,,,
player,201112180sdg,rav,PittDe00,pass_sacked,0,,,,,
player,201112180sdg,rav,PittDe00,pass_sacked_yds,0,,,,,
player,201112180sdg,rav,PittDe00,pass_long,0,,,,,
player,201112180sdg,rav,PittDe00,pass_rating,,,,,,
player,201112180sdg,rav,PittDe00,rush_att,0,,,,,
player,201112180sdg,rav,PittDe00,rush_yds,0,,,,,
player,201112180sdg,rav,PittDe00,rush_td,0,,,,,
player,201112180sdg,rav,PittDe00,rush_long,0,,,,,
player,201112180sdg,rav,PittDe00,targets,3,,,,,
player,201112180sdg,rav,PittDe00,rec,3,,,,,
player,201112180sdg,rav,PittDe00,rec_yds,25,,,,,
player,201112180sdg,rav,PittDe00,rec_td,0,,,,,
player,201112180sdg,rav,PittDe00,rec_long,11,,,,,
player,201112180sdg,rav,PittDe00,fumbles,0,,,,,
player,201112180sdg,rav,PittDe00,fumbles_lost,,,,,,
player,201112180sdg,rav,EvanLe00,pass_cmp,0,,,,,
player,201112180sdg,rav,EvanLe00,pass_att,0,,,,,
player,201112180sdg,rav,EvanLe00,pass_yds,0,,,,,
player,201112180sdg,rav,EvanLe00,pass_td,0,,,,,
player,201112180sdg,rav,EvanLe00,pass_int,0,,,,,
player,201112180sdg,rav,EvanLe00,pass_sacked,0,,,,,
player,201112180sdg,rav,EvanLe00,pass_sacked_yds,0,,,,,
player,201112180sdg,rav,EvanLe00,pass_long,0,,,,,
player,201112180sdg,rav,EvanLe00,pass_rating,,,,,,
player,201112180sdg,rav,EvanLe00,rush_att,0,,,,,
player,201112180sdg,rav,EvanLe00,rush_yds,0,,,,,
player,201112180sdg,rav,EvanLe00,rush_td,0,,,,,
player,201112180sdg,rav,EvanLe00,rush_long,0,,,,,
player,201112180sdg,rav,EvanLe00,targets,4,,,,,
player,201112180sdg,rav,EvanLe00,rec,0,,,,,
player,201112180sdg,rav,EvanLe00,rec_yds,0,,,,,
player,201112180sdg,rav,EvanLe00,rec_td,0,,,,,
player,201112180sdg,rav,EvanLe00,rec_long,0,,,,,
player,201112180sdg,rav,EvanLe00,fumbles,0,,,,,
player,201112180sdg,rav,EvanLe00,fumbles_lost,,,,,,
player,201112180sdg,sdg,RivePh00,pass_cmp,17,,,,,
player,201112180sdg,sdg,RivePh00,pass_att,23,,,,,
player,201112180sdg,sdg,RivePh00,pass_yds,270,,,,,
player,201112180sdg,sdg,RivePh00,pass_td,1,,,,,
player,201112180sdg,sdg,RivePh00,pass_int,0,,,,,
player,201112180sdg,sdg,RivePh00,pass_sacked,0,,,,,
player,201112180sdg,sdg,RivePh00,pass_sacked_yds,0,,,,,
player,201112180sdg,sdg,RivePh00,pass_long,58,,,,,
player,201112180sdg,sdg,RivePh00,pass_rating,127.1,,,,,
player,201112180sdg,sdg,RivePh00,rush_att,0,,,,,
player,201112180sdg,sdg,RivePh00,rush_yds,0,,,,,
player,201112180sdg,sdg,RivePh00,rush_td,0,,,,,
player,201112180sdg,sdg,RivePh00,rush_long,0,,,,,
player,201112180sdg,sdg,RivePh00,targets,0,,,,,
player,201112180sdg,sdg,RivePh00,rec,0,,,,,
player,201112180sdg,sdg,RivePh00,rec_yds,0,,,,,
player,201112180sdg,sdg,RivePh00,rec_td,0,,,,,
player,201112180sdg,sdg,RivePh00,rec_long,0,,,,,
player,201112180sdg,sdg,RivePh00,fumbles,0,,,,,
player,201112180sdg,sdg,RivePh00,fumbles_lost,,,,,,
player,201112180sdg,sdg,MathRy00,pass_cmp,0,,,,,
player,201112180sdg,sdg,MathRy00,pass_att,0,,,,,
player,201112180sdg,sdg,MathRy00,pass_yds,0,,,,,
player,201112180sdg,sdg,MathRy00,pass_td,0,,,,,
player,201112180sdg,sdg,MathRy00,pass_int,0,,,,,
player,201112180sdg,sdg,MathRy00,pass_sacked,0,,,,,
player,201112180sdg,sdg,MathRy00,pass_sacked_yds,0,,,,,
player,201112180sdg,sdg,MathRy00,pass_long,0,,,,,
player,201112180sdg,sdg,MathRy00,pass_rating,,,,,,
player,201112180sdg,sdg,MathRy00,rush_att,26,,,,,
player,201112180sdg,sdg,MathRy00,rush_yds,90,,,,,
player,201112180sdg,sdg,MathRy00,rush_td,2,,,,,
player,201112180sdg,sdg,MathRy00,rush_long,24,,,,,
player,201112180sdg,sdg,MathRy00,targets,2,,,,,
player,201112180sdg,sdg,MathRy00,rec,2,,,,,
player,201112180sdg,sdg,MathRy00,rec_yds,19,,,,,
player,201112180sdg,sdg,MathRy00,rec_td,0,,,,,
player,201112180sdg,sdg,MathRy00,rec_long,13,,,,,
player,201112180sdg,sdg,MathRy00,fumbles,1,,,,,
player,201112180sdg,sdg,MathRy00,fumbles_lost,0,,,,,
player,201112180sdg,sdg,TolbMi00,pass_cmp,0,,,,,
player,201112180sdg,sdg,TolbMi00,pass_att,0,,,,,
player,201112180sdg,sdg,TolbMi00,pass_yds,0,,,,,
player,201112180sdg,sdg,TolbMi00,pass_td,0,,,,,
player,201112180sdg,sdg,TolbMi00,pass_int,0,,,,,
player,201112180sdg,sdg,TolbMi00,pass_sacked,0,,,,,
player,201112180sdg,sdg,TolbMi00,pass_sacked_yds,0,,,,,
player,201112180sdg,sdg,TolbMi00,pass_long,0,,,,,
player,201112180sdg,sdg,TolbMi00,pass_rating,,,,,,
player,201112180sdg,sdg,TolbMi00,rush_att,8,,,,,
player,201112180sdg,sdg,TolbMi00,rush_yds,40,,,,,
player,201112180sdg,sdg,TolbMi00,rush_td,1,,,,,
player,201112180sdg,sdg,TolbMi00,rush_long,22,,,,,
player,201112180sdg,sdg,TolbMi00,targets,2,,,,,
player,201112180sdg,sdg,TolbMi00,rec,2,,,,,
player,201112180sdg,sdg,TolbMi00,rec_yds,18,,,,,
player,201112180sdg,sdg,TolbMi00,rec_td,0,,,,,
player,201112180sdg,sdg,TolbMi00,rec_long,11,,,,,
player,201112180sdg,sdg,TolbMi00,fumbles,0,,,,,
player,201112180sdg,sdg,TolbMi00,fumbles_lost,,,,,,
player,201112180sdg,sdg,JackVi00,pass_cmp,0,,,,,
player,201112180sdg,sdg,JackVi00,pass_att,0,,,,,
player,201112180sdg,sdg,JackVi00,pass_yds,0,,,,,
player,201112180sdg,sdg,JackVi00,pass_td,0,,,,,
player,201112180sdg,sdg,JackVi00,pass_int,0,,,,,
player,201112180sdg,sdg,JackVi00,pass_sacked,0,,,,,
player,201112180sdg,sdg,JackVi00,pass_sacked_yds,0,,,,,
player,201112180sdg,sdg,JackVi00,pass_long,0,,,,,
player,201112180sdg,sdg,JackVi00,pass_rating,,,,,,
player,201112180sdg,sdg,JackVi00,rush_att,1,,,,,
player,201112180sdg,sdg,JackVi00,rush_yds,9,,,,,
player,201112180sdg,sdg,JackVi00,rush_td,0,,,,,
player,201112180sdg,sdg,JackVi00,rush_long,9,,,,,
player,201112180sdg,sdg,JackVi00,targets,6,,,,,
player,201112180sdg,sdg,JackVi00,rec,3,,,,,
player,201112180sdg,sdg,JackVi00,rec_yds,84,,,,,
player,201112180sdg,sdg,JackVi00,rec_td,0,,,,,
player,201112180sdg,sdg,JackVi00,rec_long,58,,,,,
player,201112180sdg,sdg,JackVi00,fumbles,0,,,,,
player,201112180sdg,sdg,JackVi00,fumbles_lost,,,,,,
player,201112180sdg,sdg,HestJa00,pass_cmp,0,,,,,
player,201112180sdg,sdg,HestJa00,pass_att,0,,,,,
player,201112180sdg,sdg,HestJa00,pass_yds,0,,,,,
player,201112180sdg,sdg,HestJa00,pass_td,0,,,,,
player,201112180sdg,sdg,HestJa00,pass_int,0,,,,,
player,201112180sdg,sdg,HestJa00,pass_sacked,0,,,,,
player,201112180sdg,sdg,HestJa00,pass_sacked_yds,0,,,,,
player,201112180sdg,sdg,HestJa00,pass_long,0,,,,,
player,201112180sdg,sdg,HestJa00,pass_rating,,,,,,
player,201112180sdg,sdg,HestJa00,rush_att,2,,,,,
player,201112180sdg,sdg,HestJa00,rush_yds,6,,,,,
player,201112180sdg,sdg,HestJa00,rush_td,0,,,,,
player,201112180sdg,sdg,HestJa00,rush_long,4,,,,,
player,201112180sdg,sdg,HestJa00,targets,0,,,,,
player,201112180sdg,sdg,HestJa00,rec,0,,,,,
player,201112180sdg,sdg,HestJa00,rec_yds,0,,,,,
player,201112180sdg,sdg,HestJa00,rec_td,0,,,,,
player,201112180sdg,sdg,HestJa00,rec_long,0,,,,,
player,201112180sdg,sdg,HestJa00,fumbles,0,,,,,
player,201112180sdg,sdg,HestJa00,fumbles_lost,,,,,,
player,201112180sdg,sdg,FloyMa00,pass_cmp,0,,,,,
player,201112180sdg,sdg,FloyMa00,pass_att,0,,,,,
player,201112180sdg,sdg,FloyMa00,pass_yds,0,,,,,
player,201112180sdg,sdg,FloyMa00,pass_td,0,,,,,
player,201112180sdg,sdg,FloyMa00,pass_int,0,,,,,
player,201112180sdg,sdg,FloyMa00,pass_sacked,0,,,,,
player,201112180sdg,sdg,FloyMa00,pass_sacked_yds,0,,,,,
player,201112180sdg,sdg,FloyMa00,pass_long,0,,,,,
player,201112180sdg,sdg,FloyMa00,pass_rating,,,,,,
player,201112180sdg,sdg,FloyMa00,rush_att,0,,,,,
player,201112180sdg,sdg,FloyMa00,rush_yds,0,,,,,
player,201112180sdg,sdg,FloyMa00,rush_td,0,,,,,
player,201112180sdg,sdg,FloyMa00,rush_long,0,,,,,
player,201112180sdg,sdg,FloyMa00,targets,6,,,,,
player,201112180sdg,sdg,FloyMa00,rec,5,,,,,
player,201112180sdg,sdg,FloyMa00,rec_yds,96,,,,,
player,201112180sdg,sdg,FloyMa00,rec_td,1,,,,,
player,201112180sdg,sdg,FloyMa00,rec_long,28,,,,,
player,201112180sdg,sdg,FloyMa00,fumbles,0,,,,,
player,201112180sdg,sdg,FloyMa00,fumbles_lost,,,,,,
player,201112180sdg,sdg,GateAn00,pass_cmp,0,,,,,
player,201112180sdg,sdg,GateAn00,pass_att,0,,,,,
player,201112180sdg,sdg,GateAn00,pass_yds,0,,,,,
player,201112180sdg,sdg,GateAn00,pass_td,0,,,,,
player,201112180sdg,sdg,GateAn00,pass_int,0,,,,,
player,201112180sdg,sdg,GateAn00,pass_sacked,0,,,,,
player,201112180sdg,sdg,GateAn00,pass_sacked_yds,0,,,,,
player,201112180sdg,sdg,GateAn00,pass_long,0,,,,,
player,201112180sdg,sdg,GateAn00,pass_rating,,,,,,
player,201112180sdg,sdg,GateAn00,rush_att,0,,,,,
player,201112180sdg,sdg,GateAn00,rush_yds,0,,,,,
player,201112180sdg,sdg,GateAn00,rush_td,0,,,,,
player,201112180sdg,sdg,GateAn00,rush_long,0,,,,,
player,201112180sdg,sdg,GateAn00,targets,2,,,,,
player,201112180sdg,sdg,GateAn00,rec,2,,,,,
player,201112180sdg,sdg,GateAn00,rec_yds,31,,,,,
player,201112180sdg,sdg,GateAn00,rec_td,0,,,,,
player,201112180sdg,sdg,GateAn00,rec_long,20,,,,,
player,201112180sdg,sdg,GateAn00,fumbles,0,,,,,
player,201112180sdg,sdg,GateAn00,fumbles_lost,,,,,,
player,201112180sdg,sdg,BrowVi00,pass_cmp,0,,,,,
player,201112180sdg,sdg,BrowVi00,pass_att,0,,,,,
player,201112180sdg,sdg,BrowVi00,pass_yds,0,,,,,
player,201112180sdg,sdg,BrowVi00,pass_td,0,,,,,
player,201112180sdg,sdg,BrowVi00,pass_int,0,,,,,
player,201112180sdg,sdg,BrowVi00,pass_sacked,0,,,,,
player,201112180sdg,sdg,BrowVi00,pass_sacked_yds,0,,,,,
player,201112180sdg,sdg,BrowVi00,pass_long,0,,,,,
player,201112180sdg,sdg,BrowVi00,pass_rating,,,,,,
player,201112180sdg,sdg,BrowVi00,rush_att,0,,,,,
player,201112180sdg,sdg,BrowVi00,rush_yds,0,,,,,
player,201112180sdg,sdg,BrowVi00,rush_td,0,,,,,
player,201112180sdg,sdg,BrowVi00,rush_long,0,,,,,
player,201112180sdg,sdg,BrowVi00,targets,1,,,,,
player,201112180sdg,sdg,BrowVi00,rec,1,,,,,
player,201112180sdg,sdg,BrowVi00,rec_yds,13,,,,,
player,201112180sdg,sdg,BrowVi00,rec_td,0,,,,,
player,201112180sdg,sdg,BrowVi00,rec_long,13,,,,,
player,201112180sdg,sdg,BrowVi00,fumbles,0,,,,,
player,201112180sdg,sdg,BrowVi00,fumbles_lost,,,,,,
player,201112180sdg,sdg,McMiRa01,pass_cmp,0,,,,,
player,201112180sdg,sdg,McMiRa01,pass_att,0,,,,,
player,201112180sdg,sdg,McMiRa01,pass_yds,0,,,,,
player,201112180sdg,sdg,McMiRa01,pass_td,0,,,,,
player,201112180sdg,sdg,McMiRa01,pass_int,0,,,,,
player,201112180sdg,sdg,McMiRa01,pass_sacked,0,,,,,
player,201112180sdg,sdg,McMiRa01,pass_sacked_yds,0,,,,,
player,201112180sdg,sdg,McMiRa01,pass_long,0,,,,,
player,201112180sdg,sdg,McMiRa01,pass_rating,,,,,,
player,201112180sdg,sdg,McMiRa01,rush_att,0,,,,,
player,201112180sdg,sdg,McMiRa01,rush_yds,0,,,,,
player,201112180sdg,sdg,McMiRa01,rush_td,0,,,,,
player,201112180sdg,sdg,McMiRa01,rush_long,0,,,,,
player,201112180sdg,sdg,McMiRa01,targets,3,,,,,
player,201112180sdg,sdg,McMiRa01,rec,2,,,,,
player,201112180sdg,sdg,McMiRa01,rec_yds,9,,,,,
player,201112180sdg,sdg,McMiRa01,rec_td,0,,,,,
player,201112180sdg,sdg,McMiRa01,rec_long,9,,,,,
player,201112180sdg,sdg,McMiRa01,fumbles,0,,,,,
player,201112180sdg,sdg,McMiRa01,fumbles_lost,,,,,,
player,201112180sdg,rav,LewiRa00,def_int,0,,,,,
player,201112180sdg,rav,LewiRa00,def_int_yds,0,,,,,
player,201112180sdg,rav,LewiRa00,def_int_td,0,,,,,
player,201112180sdg,rav,LewiRa00,def_int_long,0,,,,,
player,201112180sdg,rav,LewiRa00,pass_defended,0,,,,,
player,201112180sdg,rav,LewiRa00,sacks,0.0,,,,,
player,201112180sdg,rav,LewiRa00,tackles_combined,10,,,,,
player,201112180sdg,rav,LewiRa00,tackles_solo,9,,,,,
player,201112180sdg,rav,LewiRa00,tackles_assists,1,,,,,
player,201112180sdg,rav,LewiRa00,tackles_loss,0,,,,,
player,201112180sdg,rav,LewiRa00,qb_hits,0,,,,,
player,201112180sdg,rav,LewiRa00,fumbles_rec,0,,,,,
player,201112180sdg,rav,LewiRa00,fumbles_rec_yds,0,,,,,
player,201112180sdg,rav,LewiRa00,fumbles_rec_td,0,,,,,
player,201112180sdg,rav,LewiRa00,fumbles_forced,0,,,,,
player,201112180sdg,rav,NgatHa20,def_int,0,,,,,
player,201112180sdg,rav,NgatHa20,def_int_yds,0,,,,,
player,201112180sdg,rav,NgatHa20,def_int_td,0,,,,,
player,201112180sdg,rav,NgatHa20,def_int_long,0,,,,,
player,201112180sdg,rav,NgatHa20,pass_defended,0,,,,,
player,201112180sdg,rav,NgatHa20,sacks,0.0,,,,,
player,201112180sdg,rav,NgatHa20,tackles_combined,8,,,,,
player,201112180sdg,rav,NgatHa20,tackles_solo,5,,,,,
player,201112180sdg,rav,NgatHa20,tackles_assists,3,,,,,
player,201112180sdg,rav,NgatHa20,tackles_loss,0,,,,,
player,201112180sdg,rav,NgatHa20,qb_hits,0,,,,,
player,201112180sdg,rav,NgatHa20,fumbles_rec,0,,,,,
player,201112180sdg,rav,NgatHa20,fumbles_rec_yds,0,,,,,
player,201112180sdg,rav,NgatHa20,fumbles_rec_td,0,,,,,
player,201112180sdg,rav,NgatHa20,fumbles_forced,0,,,,,
player,201112180sdg,rav,WillCa99,def_int,0,,,,,
player,201112180sdg,rav,WillCa99,def_int_yds,0,,,,,
player,201112180sdg,rav,WillCa99,def_int_td,0,,,,,
player,201112180sdg,rav,WillCa99,def_int_long,0,,,,,
player,201112180sdg,rav,WillCa99,pass_defended,0,,,,,
player,201112180sdg,rav,WillCa99,sacks,0.0,,,,,
player,201112180sdg,rav,WillCa99,tackles_combined,7,,,,,
player,201112180sdg,rav,WillCa99,tackles_solo,6,,,,,
player,201112180sdg,rav,WillCa99,tackles_assists,1,,,,,
player,201112180sdg,rav,WillCa99,tackles_loss,0,,,,,
player,201112180sdg,rav,WillCa99,qb_hits,0,,,,,
player,201112180sdg,rav,WillCa99,fumbles_rec,0,,,,,
player,201112180sdg,rav,WillCa99,fumbles_rec_yds,0,,,,,
player,201112180sdg,rav,WillCa99,fumbles_rec_td,0,,,,,
player,201112180sdg,rav,WillCa99,fumbles_forced,1,,,,,
player,201112180sdg,rav,JohnJa23,def_int,0,,,,,
player,201112180sdg,rav,JohnJa23,def_int_yds,0,,,,,
player,201112180sdg,rav,JohnJa23,def_int_td,0,,,,,
player,201112180sdg,rav,JohnJa23,def_int_long,0,,,,,
player,201112180sdg,rav,JohnJa23,pass_defended,0,,,,,
player,201112180sdg,rav,JohnJa23,sacks,0.0,,,,,
player,201112180sdg,rav,JohnJa23,tackles_combined,6,,,,,
player,201112180sdg,rav,JohnJa23,tackles_solo,5,,,,,
player,201112180sdg,rav,JohnJa23,tackles_assists,1,,,,,
