game,2011,15,20111218,201112180sdg,rav,"Baltimore Ravens",14,sdg,"San Diego Chargers",34
player,201112180sdg,sdg,DiggNa20,tackles_solo,3,,,,,
player,201112180sdg,sdg,DiggNa20,tackles_assists,0,,,,,
player,201112180sdg,sdg,DiggNa20,tackles_loss,0,,,,,
player,201112180sdg,sdg,DiggNa20,qb_hits,0,,,,,
player,201112180sdg,sdg,DiggNa20,fumbles_rec,0,,,,,
player,201112180sdg,sdg,DiggNa20,fumbles_rec_yds,0,,,,,
player,201112180sdg,sdg,DiggNa20,fumbles_rec_td,0,,,,,
player,201112180sdg,sdg,DiggNa20,fumbles_forced,0,,,,,
player,201112180sdg,sdg,MartVa99,def_int,0,,,,,
player,201112180sdg,sdg,MartVa99,def_int_yds,0,,,,,
player,201112180sdg,sdg,MartVa99,def_int_td,0,,,,,
player,201112180sdg,sdg,MartVa99,def_int_long,0,,,,,
player,201112180sdg,sdg,MartVa99,pass_defended,0,,,,,
player,201112180sdg,sdg,MartVa99,sacks,0.0,,,,,
player,201112180sdg,sdg,MartVa99,tackles_combined,3,,,,,
player,201112180sdg,sdg,MartVa99,tackles_solo,1,,,,,
player,201112180sdg,sdg,MartVa99,tackles_assists,2,,,,,
player,201112180sdg,sdg,MartVa99,tackles_loss,0,,,,,
player,201112180sdg,sdg,MartVa99,qb_hits,0,,,,,
player,201112180sdg,sdg,MartVa99,fumbles_rec,0,,,,,
player,201112180sdg,sdg,MartVa99,fumbles_rec_yds,0,,,,,
player,201112180sdg,sdg,MartVa99,fumbles_rec_td,0,,,,,
player,201112180sdg,sdg,MartVa99,fumbles_forced,0,,,,,
player,201112180sdg,sdg,GilcMa00,def_int,0,,,,,
player,201112180sdg,sdg,GilcMa00,def_int_yds,0,,,,,
player,201112180sdg,sdg,GilcMa00,def_int_td,0,,,,,
player,201112180sdg,sdg,GilcMa00,def_int_long,0,,,,,
player,201112180sdg,sdg,GilcMa00,pass_defended,0,,,,,
player,201112180sdg,sdg,GilcMa00,sacks,0.0,,,,,
player,201112180sdg,sdg,GilcMa00,tackles_combined,2,,,,,
player,201112180sdg,sdg,GilcMa00,tackles_solo,0,,,,,
player,201112180sdg,sdg,GilcMa00,tackles_assists,2,,,,,
player,201112180sdg,sdg,GilcMa00,tackles_loss,0,,,,,
player,201112180sdg,sdg,GilcMa00,qb_hits,0,,,,,
player,201112180sdg,sdg,GilcMa00,fumbles_rec,0,,,,,
player,201112180sdg,sdg,GilcMa00,fumbles_rec_yds,0,,,,,
player,201112180sdg,sdg,GilcMa00,fumbles_rec_td,0,,,,,
player,201112180sdg,sdg,GilcMa00,fumbles_forced,0,,,,,
player,201112180sdg,sdg,HestJa00,def_int,0,,,,,
player,201112180sdg,sdg,HestJa00,def_int_yds,0,,,,,
player,201112180sdg,sdg,HestJa00,def_int_td,0,,,,,
player,201112180sdg,sdg,HestJa00,def_int_long,0,,,,,
player,201112180sdg,sdg,HestJa00,pass_defended,0,,,,,
player,201112180sdg,sdg,HestJa00,sacks,0.0,,,,,
player,201112180sdg,sdg,HestJa00,tackles_combined,2,,,,,
player,201112180sdg,sdg,HestJa00,tackles_solo,2,,,,,
player,201112180sdg,sdg,HestJa00,tackles_assists,0,,,,,
player,201112180sdg,sdg,HestJa00,tackles_loss,0,,,,,
player,201112180sdg,sdg,HestJa00,qb_hits,0,,,,,
player,201112180sdg,sdg,HestJa00,fumbles_rec,0,,,,,
player,201112180sdg,sdg,HestJa00,fumbles_rec_yds,0,,,,,
player,201112180sdg,sdg,HestJa00,fumbles_rec_td,0,,,,,
player,201112180sdg,sdg,HestJa00,fumbles_forced,0,,,,,
player,201112180sdg,sdg,CasoAn99,def_int,0,,,,,
player,201112180sdg,sdg,CasoAn99,def_int_yds,0,,,,,
player,201112180sdg,sdg,CasoAn99,def_int_td,0,,,,,
player,201112180sdg,sdg,CasoAn99,def_int_long,0,,,,,
player,201112180sdg,sdg,CasoAn99,pass_defended,1,,,,,
player,201112180sdg,sdg,CasoAn99,sacks,0.0,,,,,
player,201112180sdg,sdg,CasoAn99,tackles_combined,1,,,,,
player,201112180sdg,sdg,CasoAn99,tackles_solo,1,,,,,
player,201112180sdg,sdg,CasoAn99,tackles_assists,0,,,,,
player,201112180sdg,sdg,CasoAn99,tackles_loss,0,,,,,
player,201112180sdg,sdg,CasoAn99,qb_hits,0,,,,,
player,201112180sdg,sdg,CasoAn99,fumbles_rec,0,,,,,
player,201112180sdg,sdg,CasoAn99,fumbles_rec_yds,0,,,,,
player,201112180sdg,sdg,CasoAn99,fumbles_rec_td,0,,,,,
player,201112180sdg,sdg,CasoAn99,fumbles_forced,0,,,,,
player,201112180sdg,sdg,OlivPa20,def_int,0,,,,,
player,201112180sdg,sdg,OlivPa20,def_int_yds,0,,,,,
player,201112180sdg,sdg,OlivPa20,def_int_td,0,,,,,
player,201112180sdg,sdg,OlivPa20,def_int_long,0,,,,,
player,201112180sdg,sdg,OlivPa20,pass_defended,0,,,,,
player,201112180sdg,sdg,OlivPa20,sacks,0.0,,,,,
player,201112180sdg,sdg,OlivPa20,tackles_combined,1,,,,,
player,201112180sdg,sdg,OlivPa20,tackles_solo,1,,,,,
player,201112180sdg,sdg,OlivPa20,tackles_assists,0,,,,,
player,201112180sdg,sdg,OlivPa20,tackles_loss,0,,,,,
player,201112180sdg,sdg,OlivPa20,qb_hits,0,,,,,
player,201112180sdg,sdg,OlivPa20,fumbles_rec,0,,,,,
player,201112180sdg,sdg,OlivPa20,fumbles_rec_yds,0,,,,,
player,201112180sdg,sdg,OlivPa20,fumbles_rec_td,0,,,,,
player,201112180sdg,sdg,OlivPa20,fumbles_forced,0,,,,,
player,201112180sdg,rav,ZbikTo99,kick_ret,4,,,,,
player,201112180sdg,rav,ZbikTo99,kick_ret_yds,87,,,,,
player,201112180sdg,rav,ZbikTo99,kick_ret_yds_per_ret,21.8,,,,,
player,201112180sdg,rav,ZbikTo99,kick_ret_td,0,,,,,
player,201112180sdg,rav,ZbikTo99,kick_ret_long,23,,,,,
player,201112180sdg,rav,ZbikTo99,punt_ret,0,,,,,
player,201112180sdg,rav,ZbikTo99,punt_ret_yds,0,,,,,
player,201112180sdg,rav,ZbikTo99,punt_ret_yds_per_ret,,,,,,
player,201112180sdg,rav,ZbikTo99,punt_ret_td,0,,,,,
player,201112180sdg,rav,ZbikTo99,punt_ret_long,0,,,,,
player,201112180sdg,rav,ReedDa00,kick_ret,1,,,,,
player,201112180sdg,rav,ReedDa00,kick_ret_yds,47,,,,,
player,201112180sdg,rav,ReedDa00,kick_ret_yds_per_ret,47.0,,,,,
player,201112180sdg,rav,ReedDa00,kick_ret_td,0,,,,,
player,201112180sdg,rav,ReedDa00,kick_ret_long,47,,,,,
player,201112180sdg,rav,ReedDa00,punt_ret,0,,,,,
player,201112180sdg,rav,ReedDa00,punt_ret_yds,0,,,,,
player,201112180sdg,rav,ReedDa00,punt_ret_yds_per_ret,,,,,,
player,201112180sdg,rav,ReedDa00,punt_ret_td,0,,,,,
player,201112180sdg,rav,ReedDa00,punt_ret_long,0,,,,,
player,201112180sdg,rav,cundibil01,xpm,2,,,,,
player,201112180sdg,rav,cundibil01,xpa,2,,,,,
player,201112180sdg,rav,cundibil01,fgm,,,,,,
player,201112180sdg,rav,cundibil01,fga,1,,,,,
player,201112180sdg,rav,cundibil01,punt,0,,,,,
player,201112180sdg,rav,cundibil01,punt_yds,0,,,,,
player,201112180sdg,rav,cundibil01,punt_yds_per_punt,,,,,,
player,201112180sdg,rav,cundibil01,punt_long,0,,,,,
player,201112180sdg,rav,KochSa20,xpm,,,,,,
player,201112180sdg,rav,KochSa20,xpa,,,,,,
player,201112180sdg,rav,KochSa20,fgm,,,,,,
player,201112180sdg,rav,KochSa20,fga,,,,,,
player,201112180sdg,rav,KochSa20,punt,2,,,,,
player,201112180sdg,rav,KochSa20,punt_yds,112,,,,,
player,201112180sdg,rav,KochSa20,punt_yds_per_punt,56.0,,,,,
player,201112180sdg,rav,KochSa20,punt_long,57,,,,,
player,201112180sdg,sdg,novaknic01,xpm,4,,,,,
player,201112180sdg,sdg,novaknic01,xpa,4,,,,,
player,201112180sdg,sdg,novaknic01,fgm,2,,,,,
player,201112180sdg,sdg,novaknic01,fga,3,,,,,
player,201112180sdg,sdg,novaknic01,punt,0,,,,,
player,201112180sdg,sdg,novaknic01,punt_yds,0,,,,,
player,201112180sdg,sdg,novaknic01,punt_yds_per_punt,,,,,,
player,201112180sdg,sdg,novaknic01,punt_long,0,,,,,
