game,2011,14,20111211,201112110oti,nor,"New Orleans Saints",22,oti,"Tennessee Titans",17
player,201112110oti,nor,ThomPi00,rush_long,10,,,,,
player,201112110oti,nor,ThomPi00,targets,7,,,,,
player,201112110oti,nor,ThomPi00,rec,6,,,,,
player,201112110oti,nor,ThomPi00,rec_yds,35,,,,,
player,201112110oti,nor,ThomPi00,rec_td,0,,,,,
player,201112110oti,nor,ThomPi00,rec_long,23,,,,,
player,201112110oti,nor,ThomPi00,fumbles,0,,,,,
player,201112110oti,nor,ThomPi00,fumbles_lost,,,,,,
player,201112110oti,nor,ColsMa00,pass_cmp,0,,,,,
player,201112110oti,nor,ColsMa00,pass_att,0,,,,,
player,201112110oti,nor,ColsMa00,pass_yds,0,,,,,
player,201112110oti,nor,ColsMa00,pass_td,0,,,,,
player,201112110oti,nor,ColsMa00,pass_int,0,,,,,
player,201112110oti,nor,ColsMa00,pass_sacked,0,,,,,
player,201112110oti,nor,ColsMa00,pass_sacked_yds,0,,,,,
player,201112110oti,nor,ColsMa00,pass_long,0,,,,,
player,201112110oti,nor,ColsMa00,pass_rating,,,,,,
player,201112110oti,nor,ColsMa00,rush_att,0,,,,,
player,201112110oti,nor,ColsMa00,rush_yds,0,,,,,
player,201112110oti,nor,ColsMa00,rush_td,0,,,,,
player,201112110oti,nor,ColsMa00,rush_long,0,,,,,
player,201112110oti,nor,ColsMa00,targets,7,,,,,
player,201112110oti,nor,ColsMa00,rec,7,,,,,
player,201112110oti,nor,ColsMa00,rec_yds,105,,,,,
player,201112110oti,nor,ColsMa00,rec_td,2,,,,,
player,201112110oti,nor,ColsMa00,rec_long,35,,,,,
player,201112110oti,nor,ColsMa00,fumbles,0,,,,,
player,201112110oti,nor,ColsMa00,fumbles_lost,,,,,,
player,201112110oti,nor,GrahJi00,pass_cmp,0,,,,,
player,201112110oti,nor,GrahJi00,pass_att,0,,,,,
player,201112110oti,nor,GrahJi00,pass_yds,0,,,,,
player,201112110oti,nor,GrahJi00,pass_td,0,,,,,
player,201112110oti,nor,GrahJi00,pass_int,0,,,,,
player,201112110oti,nor,GrahJi00,pass_sacked,0,,,,,
player,201112110oti,nor,GrahJi00,pass_sacked_yds,0,,,,,
player,201112110oti,nor,GrahJi00,pass_long,0,,,,,
player,201112110oti,nor,GrahJi00,pass_rating,,,,,,
player,201112110oti,nor,GrahJi00,rush_att,0,,,,,
player,201112110oti,nor,GrahJi00,rush_yds,0,,,,,
player,201112110oti,nor,GrahJi00,rush_td,0,,,,,
player,201112110oti,nor,GrahJi00,rush_long,0,,,,,
player,201112110oti,nor,GrahJi00,targets,9,,,,,
player,201112110oti,nor,GrahJi00,rec,5,,,,,
player,201112110oti,nor,GrahJi00,rec_yds,55,,,,,
player,201112110oti,nor,GrahJi00,rec_td,0,,,,,
player,201112110oti,nor,GrahJi00,rec_long,33,,,,,
player,201112110oti,nor,GrahJi00,fumbles,0,,,,,
player,201112110oti,nor,GrahJi00,fumbles_lost,,,,,,
player,201112110oti,nor,HendDe00,pass_cmp,0,,,,,
player,201112110oti,nor,HendDe00,pass_att,0,,,,,
player,201112110oti,nor,HendDe00,pass_yds,0,,,,,
player,201112110oti,nor,HendDe00,pass_td,0,,,,,
player,201112110oti,nor,HendDe00,pass_int,0,,,,,
player,201112110oti,nor,HendDe00,pass_sacked,0,,,,,
player,201112110oti,nor,HendDe00,pass_sacked_yds,0,,,,,
player,201112110oti,nor,HendDe00,pass_long,0,,,,,
player,201112110oti,nor,HendDe00,pass_rating,,,,,,
player,201112110oti,nor,HendDe00,rush_att,0,,,,,
player,201112110oti,nor,HendDe00,rush_yds,0,,,,,
player,201112110oti,nor,HendDe00,rush_td,0,,,,,
player,201112110oti,nor,HendDe00,rush_long,0,,,,,
player,201112110oti,nor,HendDe00,targets,4,,,,,
player,201112110oti,nor,HendDe00,rec,3,,,,,
player,201112110oti,nor,HendDe00,rec_yds,36,,,,,
player,201112110oti,nor,HendDe00,rec_td,0,,,,,
player,201112110oti,nor,HendDe00,rec_long,19,,,,,
player,201112110oti,nor,HendDe00,fumbles,0,,,,,
player,201112110oti,nor,HendDe00,fumbles_lost,,,,,,
player,201112110oti,nor,MoorLa00,pass_cmp,0,,,,,
player,201112110oti,nor,MoorLa00,pass_att,0,,,,,
player,201112110oti,nor,MoorLa00,pass_yds,0,,,,,
player,201112110oti,nor,MoorLa00,pass_td,0,,,,,
player,201112110oti,nor,MoorLa00,pass_int,0,,,,,
player,201112110oti,nor,MoorLa00,pass_sacked,0,,,,,
player,201112110oti,nor,MoorLa00,pass_sacked_yds,0,,,,,
player,201112110oti,nor,MoorLa00,pass_long,0,,,,,
player,201112110oti,nor,MoorLa00,pass_rating,,,,,,
player,201112110oti,nor,MoorLa00,rush_att,0,,,,,
player,201112110oti,nor,MoorLa00,rush_yds,0,,,,,
player,201112110oti,nor,MoorLa00,rush_td,0,,,,,
player,201112110oti,nor,MoorLa00,rush_long,0,,,,,
player,201112110oti,nor,MoorLa00,targets,6,,,,,
player,201112110oti,nor,MoorLa00,rec,4,,,,,
player,201112110oti,nor,MoorLa00,rec_yds,20,,,,,
player,201112110oti,nor,MoorLa00,rec_td,0,,,,,
player,201112110oti,nor,MoorLa00,rec_long,7,,,,,
player,201112110oti,nor,MoorLa00,fumbles,0,,,,,
player,201112110oti,nor,MoorLa00,fumbles_lost,,,,,,
player,201112110oti,nor,MeacRo00,pass_cmp,0,,,,,
player,201112110oti,nor,MeacRo00,pass_att,0,,,,,
player,201112110oti,nor,MeacRo00,pass_yds,0,,,,,
player,201112110oti,nor,MeacRo00,pass_td,0,,,,,
player,201112110oti,nor,MeacRo00,pass_int,0,,,,,
player,201112110oti,nor,MeacRo00,pass_sacked,0,,,,,
player,201112110oti,nor,MeacRo00,pass_sacked_yds,0,,,,,
player,201112110oti,nor,MeacRo00,pass_long,0,,,,,
player,201112110oti,nor,MeacRo00,pass_rating,,,,,,
player,201112110oti,nor,MeacRo00,rush_att,0,,,,,
player,201112110oti,nor,MeacRo00,rush_yds,0,,,,,
player,201112110oti,nor,MeacRo00,rush_td,0,,,,,
player,201112110oti,nor,MeacRo00,rush_long,0,,,,,
player,201112110oti,nor,MeacRo00,targets,2,,,,,
player,201112110oti,nor,MeacRo00,rec,1,,,,,
player,201112110oti,nor,MeacRo00,rec_yds,15,,,,,
player,201112110oti,nor,MeacRo00,rec_td,0,,,,,
player,201112110oti,nor,MeacRo00,rec_long,15,,,,,
player,201112110oti,nor,MeacRo00,fumbles,0,,,,,
player,201112110oti,nor,MeacRo00,fumbles_lost,,,,,,
player,201112110oti,nor,GilmJo00,pass_cmp,0,,,,,
player,201112110oti,nor,GilmJo00,pass_att,0,,,,,
player,201112110oti,nor,GilmJo00,pass_yds,0,,,,,
player,201112110oti,nor,GilmJo00,pass_td,0,,,,,
player,201112110oti,nor,GilmJo00,pass_int,0,,,,,
player,201112110oti,nor,GilmJo00,pass_sacked,0,,,,,
player,201112110oti,nor,GilmJo00,pass_sacked_yds,0,,,,,
player,201112110oti,nor,GilmJo00,pass_long,0,,,,,
player,201112110oti,nor,GilmJo00,pass_rating,,,,,,
player,201112110oti,nor,GilmJo00,rush_att,0,,,,,
player,201112110oti,nor,GilmJo00,rush_yds,0,,,,,
player,201112110oti,nor,GilmJo00,rush_td,0,,,,,
player,201112110oti,nor,GilmJo00,rush_long,0,,,,,
player,201112110oti,nor,GilmJo00,targets,1,,,,,
player,201112110oti,nor,GilmJo00,rec,1,,,,,
player,201112110oti,nor,GilmJo00,rec_yds,9,,,,,
player,201112110oti,nor,GilmJo00,rec_td,0,,,,,
player,201112110oti,nor,GilmJo00,rec_long,9,,,,,
player,201112110oti,nor,GilmJo00,fumbles,0,,,,,
player,201112110oti,nor,GilmJo00,fumbles_lost,,,,,,
player,201112110oti,nor,CollJe01,pass_cmp,0,,,,,
player,201112110oti,nor,CollJe01,pass_att,0,,,,,
player,201112110oti,nor,CollJe01,pass_yds,0,,,,,
player,201112110oti,nor,CollJe01,pass_td,0,,,,,
player,201112110oti,nor,CollJe01,pass_int,0,,,,,
player,201112110oti,nor,CollJe01,pass_sacked,0,,,,,
player,201112110oti,nor,CollJe01,pass_sacked_yds,0,,,,,
player,201112110oti,nor,CollJe01,pass_long,0,,,,,
player,201112110oti,nor,CollJe01,pass_rating,,,,,,
player,201112110oti,nor,CollJe01,rush_att,0,,,,,
player,201112110oti,nor,CollJe01,rush_yds,0,,,,,
player,201112110oti,nor,CollJe01,rush_td,0,,,,,
player,201112110oti,nor,CollJe01,rush_long,0,,,,,
player,201112110oti,nor,CollJe01,targets,2,,,,,
player,201112110oti,nor,CollJe01,rec,2,,,,,
player,201112110oti,nor,CollJe01,rec_yds,4,,,,,
player,201112110oti,nor,CollJe01,rec_td,0,,,,,
player,201112110oti,nor,CollJe01,rec_long,3,,,,,
player,201112110oti,nor,CollJe01,fumbles,0,,,,,
player,201112110oti,nor,CollJe01,fumbles_lost,,,,,,
player,201112110oti,oti,LockJa00,pass_cmp,13,,,,,
player,201112110oti,oti,LockJa00,pass_att,29,,,,,
player,201112110oti,oti,LockJa00,pass_yds,282,,,,,
player,201112110oti,oti,LockJa00,pass_td,1,,,,,
player,201112110oti,oti,LockJa00,pass_int,0,,,,,
player,201112110oti,oti,LockJa00,pass_sacked,2,,,,,
player,201112110oti,oti,LockJa00,pass_sacked_yds,12,,,,,
player,201112110oti,oti,LockJa00,pass_long,54,,,,,
player,201112110oti,oti,LockJa00,pass_rating,91.5,,,,,
player,201112110oti,oti,LockJa00,rush_att,6,,,,,
player,201112110oti,oti,LockJa00,rush_yds,36,,,,,
player,201112110oti,oti,LockJa00,rush_td,1,,,,,
player,201112110oti,oti,LockJa00,rush_long,17,,,,,
player,201112110oti,oti,LockJa00,targets,0,,,,,
player,201112110oti,oti,LockJa00,rec,0,,,,,
player,201112110oti,oti,LockJa00,rec_yds,0,,,,,
player,201112110oti,oti,LockJa00,rec_td,0,,,,,
player,201112110oti,oti,LockJa00,rec_long,0,,,,,
player,201112110oti,oti,LockJa00,fumbles,0,,,,,
player,201112110oti,oti,LockJa00,fumbles_lost,,,,,,
player,201112110oti,oti,HassMa00,pass_cmp,5,,,,,
player,201112110oti,oti,HassMa00,pass_att,7,,,,,
player,201112110oti,oti,HassMa00,pass_yds,44,,,,,
player,201112110oti,oti,HassMa00,pass_td,0,,,,,
player,201112110oti,oti,HassMa00,pass_int,0,,,,,
player,201112110oti,oti,HassMa00,pass_sacked,0,,,,,
player,201112110oti,oti,HassMa00,pass_sacked_yds,0,,,,,
player,201112110oti,oti,HassMa00,pass_long,14,,,,,
player,201112110oti,oti,HassMa00,pass_rating,87.8,,,,,
player,201112110oti,oti,HassMa00,rush_att,0,,,,,
player,201112110oti,oti,HassMa00,rush_yds,0,,,,,
player,201112110oti,oti,HassMa00,rush_td,0,,,,,
player,201112110oti,oti,HassMa00,rush_long,0,,,,,
player,201112110oti,oti,HassMa00,targets,0,,,,,
player,201112110oti,oti,HassMa00,rec,0,,,,,
player,201112110oti,oti,HassMa00,rec_yds,0,,,,,
player,201112110oti,oti,HassMa00,rec_td,0,,,,,
player,201112110oti,oti,HassMa00,rec_long,0,,,,,
player,201112110oti,oti,HassMa00,fumbles,0,,,,,
player,201112110oti,oti,HassMa00,fumbles_lost,,,,,,
player,201112110oti,oti,JohnCh04,pass_cmp,0,,,,,
player,201112110oti,oti,JohnCh04,pass_att,0,,,,,
player,201112110oti,oti,JohnCh04,pass_yds,0,,,,,
player,201112110oti,oti,JohnCh04,pass_td,0,,,,,
player,201112110oti,oti,JohnCh04,pass_int,0,,,,,
player,201112110oti,oti,JohnCh04,pass_sacked,0,,,,,
player,201112110oti,oti,JohnCh04,pass_sacked_yds,0,,,,,
player,201112110oti,oti,JohnCh04,pass_long,0,,,,,
player,201112110oti,oti,JohnCh04,pass_rating,,,,,,
player,201112110oti,oti,JohnCh04,rush_att,11,,,,,
player,201112110oti,oti,JohnCh04,rush_yds,23,,,,,
player,201112110oti,oti,JohnCh04,rush_td,0,,,,,
player,201112110oti,oti,JohnCh04,rush_long,9,,,,,
player,201112110oti,oti,JohnCh04,targets,6,,,,,
player,201112110oti,oti,JohnCh04,rec,5,,,,,
player,201112110oti,oti,JohnCh04,rec_yds,43,,,,,
player,201112110oti,oti,JohnCh04,rec_td,0,,,,,
player,201112110oti,oti,JohnCh04,rec_long,14,,,,,
player,201112110oti,oti,JohnCh04,fumbles,0,,,,,
player,201112110oti,oti,JohnCh04,fumbles_lost,,,,,,
player,201112110oti,oti,WashNa00,pass_cmp,0,,,,,
player,201112110oti,oti,WashNa00,pass_att,0,,,,,
player,201112110oti,oti,WashNa00,pass_yds,0,,,,,
player,201112110oti,oti,WashNa00,pass_td,0,,,,,
player,201112110oti,oti,WashNa00,pass_int,0,,,,,
player,201112110oti,oti,WashNa00,pass_sacked,0,,,,,
player,201112110oti,oti,WashNa00,pass_sacked_yds,0,,,,,
player,201112110oti,oti,WashNa00,pass_long,0,,,,,
player,201112110oti,oti,WashNa00,pass_rating,,,,,,
player,201112110oti,oti,WashNa00,rush_att,0,,,,,
player,201112110oti,oti,WashNa00,rush_yds,0,,,,,
player,201112110oti,oti,WashNa00,rush_td,0,,,,,
player,201112110oti,oti,WashNa00,rush_long,0,,,,,
player,201112110oti,oti,WashNa00,targets,9,,,,,
player,201112110oti,oti,WashNa00,rec,6,,,,,
player,201112110oti,oti,WashNa00,rec_yds,130,,,,,
player,201112110oti,oti,WashNa00,rec_td,1,,,,,
player,201112110oti,oti,WashNa00,rec_long,40,,,,,
player,201112110oti,oti,WashNa00,fumbles,0,,,,,
player,201112110oti,oti,WashNa00,fumbles_lost,,,,,,
player,201112110oti,oti,WillDa04,pass_cmp,0,,,,,
player,201112110oti,oti,WillDa04,pass_att,0,,,,,
player,201112110oti,oti,WillDa04,pass_yds,0,,,,,
player,201112110oti,oti,WillDa04,pass_td,0,,,,,
player,201112110oti,oti,WillDa04,pass_int,0,,,,,
player,201112110oti,oti,WillDa04,pass_sacked,0,,,,,
player,201112110oti,oti,WillDa04,pass_sacked_yds,0,,,,,
player,201112110oti,oti,WillDa04,pass_long,0,,,,,
player,201112110oti,oti,WillDa04,pass_rating,,,,,,
player,201112110oti,oti,WillDa04,rush_att,0,,,,,
player,201112110oti,oti,WillDa04,rush_yds,0,,,,,
player,201112110oti,oti,WillDa04,rush_td,0,,,,,
player,201112110oti,oti,WillDa04,rush_long,0,,,,,
player,201112110oti,oti,WillDa04,targets,10,,,,,
player,201112110oti,oti,WillDa04,rec,2,,,,,
player,201112110oti,oti,WillDa04,rec_yds,62,,,,,
player,201112110oti,oti,WillDa04,rec_td,0,,,,,
player,201112110oti,oti,WillDa04,rec_long,54,,,,,
player,201112110oti,oti,WillDa04,fumbles,0,,,,,
player,201112110oti,oti,WillDa04,fumbles_lost,,,,,,
player,201112110oti,oti,HawkLa00,pass_cmp,0,,,,,
player,201112110oti,oti,HawkLa00,pass_att,0,,,,,
player,201112110oti,oti,HawkLa00,pass_yds,0,,,,,
player,201112110oti,oti,HawkLa00,pass_td,0,,,,,
player,201112110oti,oti,HawkLa00,pass_int,0,,,,,
player,201112110oti,oti,HawkLa00,pass_sacked,0,,,,,
player,201112110oti,oti,HawkLa00,pass_sacked_yds,0,,,,,
player,201112110oti,oti,HawkLa00,pass_long,0,,,,,
player,201112110oti,oti,HawkLa00,pass_rating,,,,,,
player,201112110oti,oti,HawkLa00,rush_att,0,,,,,
player,201112110oti,oti,HawkLa00,rush_yds,0,,,,,
player,201112110oti,oti,HawkLa00,rush_td,0,,,,,
player,201112110oti,oti,HawkLa00,rush_long,0,,,,,
player,201112110oti,oti,HawkLa00,targets,4,,,,,
player,201112110oti,oti,HawkLa00,rec,3,,,,,
player,201112110oti,oti,HawkLa00,rec_yds,49,,,,,
player,201112110oti,oti,HawkLa00,rec_td,0,,,,,
player,201112110oti,oti,HawkLa00,rec_long,25,,,,,
player,201112110oti,oti,HawkLa00,fumbles,0,,,,,
player,201112110oti,oti,HawkLa00,fumbles_lost,,,,,,
player,201112110oti,oti,StevCr00,pass_cmp,0,,,,,
player,201112110oti,oti,StevCr00,pass_att,0,,,,,
player,201112110oti,oti,StevCr00,pass_yds,0,,,,,
player,201112110oti,oti,StevCr00,pass_td,0,,,,,
player,201112110oti,oti,StevCr00,pass_int,0,,,,,
player,201112110oti,oti,StevCr00,pass_sacked,0,,,,,
player,201112110oti,oti,StevCr00,pass_sacked_yds,0,,,,,
player,201112110oti,oti,StevCr00,pass_long,0,,,,,
player,201112110oti,oti,StevCr00,pass_rating,,,,,,
player,201112110oti,oti,StevCr00,rush_att,0,,,,,
player,201112110oti,oti,StevCr00,rush_yds,0,,,,,
player,201112110oti,oti,StevCr00,rush_td,0,,,,,
player,201112110oti,oti,StevCr00,rush_long,0,,,,,
player,201112110oti,oti,StevCr00,targets,3,,,,,
player,201112110oti,oti,StevCr00,rec,1,,,,,
player,201112110oti,oti,StevCr00,rec_yds,31,,,,,
player,201112110oti,oti,StevCr00,rec_td,0,,,,,
player,201112110oti,oti,StevCr00,rec_long,31,,,,,
player,201112110oti,oti,StevCr00,fumbles,0,,,,,
player,201112110oti,oti,StevCr00,fumbles_lost,,,,,,
player,201112110oti,oti,RingJa00,pass_cmp,0,,,,,
player,201112110oti,oti,RingJa00,pass_att,0,,,,,
player,201112110oti,oti,RingJa00,pass_yds,0,,,,,
player,201112110oti,oti,RingJa00,pass_td,0,,,,,
player,201112110oti,oti,RingJa00,pass_int,0,,,,,
player,201112110oti,oti,RingJa00,pass_sacked,0,,,,,
player,201112110oti,oti,RingJa00,pass_sacked_yds,0,,,,,
player,201112110oti,oti,RingJa00,pass_long,0,,,,,
player,201112110oti,oti,RingJa00,pass_rating,,,,,,
player,201112110oti,oti,RingJa00,rush_att,0,,,,,
player,201112110oti,oti,RingJa00,rush_yds,0,,,,,
player,201112110oti,oti,RingJa00,rush_td,0,,,,,
player,201112110oti,oti,RingJa00,rush_long,0,,,,,
player,201112110oti,oti,RingJa00,targets,1,,,,,
player,201112110oti,oti,RingJa00,rec,1,,,,,
player,201112110oti,oti,RingJa00,rec_yds,11,,,,,
player,201112110oti,oti,RingJa00,rec_td,0,,,,,
player,201112110oti,oti,RingJa00,rec_long,11,,,,,
player,201112110oti,oti,RingJa00,fumbles,0,,,,,
player,201112110oti,oti,RingJa00,fumbles_lost,,,,,,
player,201112110oti,oti,MariMa00,pass_cmp,0,,,,,
player,201112110oti,oti,MariMa00,pass_att,0,,,,,
player,201112110oti,oti,MariMa00,pass_yds,0,,,,,
player,201112110oti,oti,MariMa00,pass_td,0,,,,,
player,201112110oti,oti,MariMa00,pass_int,0,,,,,
player,201112110oti,oti,MariMa00,pass_sacked,0,,,,,
player,201112110oti,oti,MariMa00,pass_sacked_yds,0,,,,,
player,201112110oti,oti,MariMa00,pass_long,0,,,,,
player,201112110oti,oti,MariMa00,pass_rating,,,,,,
player,201112110oti,oti,MariMa00,rush_att,0,,,,,
player,201112110oti,oti,MariMa00,rush_yds,0,,,,,
player,201112110oti,oti,MariMa00,rush_td,0,,,,,
player,201112110oti,oti,MariMa00,rush_long,0,,,,,
player,201112110oti,oti,MariMa00,targets,1,,,,,
player,201112110oti,oti,MariMa00,rec,0,,,,,
player,201112110oti,oti,MariMa00,rec_yds,0,,,,,
player,201112110oti,oti,MariMa00,rec_td,0,,,,,
player,201112110oti,oti,MariMa00,rec_long,0,,,,,
player,201112110oti,oti,MariMa00,fumbles,0,,,,,
player,201112110oti,oti,MariMa00,fumbles_lost,,,,,,
player,201112110oti,oti,CookJa02,pass_cmp,0,,,,,
player,201112110oti,oti,CookJa02,pass_att,0,,,,,
player,201112110oti,oti,CookJa02,pass_yds,0,,,,,
player,201112110oti,oti,CookJa02,pass_td,0,,,,,
player,201112110oti,oti,CookJa02,pass_int,0,,,,,
player,201112110oti,oti,CookJa02,pass_sacked,0,,,,,
player,201112110oti,oti,CookJa02,pass_sacked_yds,0,,,,,
player,201112110oti,oti,CookJa02,pass_long,0,,,,,
player,201112110oti,oti,CookJa02,pass_rating,,,,,,
player,201112110oti,oti,CookJa02,rush_att,0,,,,,
player,201112110oti,oti,CookJa02,rush_yds,0,,,,,
player,201112110oti,oti,CookJa02,rush_td,0,,,,,
player,201112110oti,oti,CookJa02,rush_long,0,,,,,
player,201112110oti,oti,CookJa02,targets,1,,,,,
player,201112110oti,oti,CookJa02,rec,0,,,,,
player,201112110oti,oti,CookJa02,rec_yds,0,,,,,
player,201112110oti,oti,CookJa02,rec_td,0,,,,,
player,201112110oti,oti,CookJa02,rec_long,0,,,,,
player,201112110oti,oti,CookJa02,fumbles,0,,,,,
player,201112110oti,oti,CookJa02,fumbles_lost,,,,,,
player,201112110oti,nor,DunbJo20,def_int,0,,,,,
player,201112110oti,nor,DunbJo20,def_int_yds,0,,,,,
player,201112110oti,nor,DunbJo20,def_int_td,0,,,,,
player,201112110oti,nor,DunbJo20,def_int_long,0,,,,,
player,201112110oti,nor,DunbJo20,pass_defended,1,,,,,
player,201112110oti,nor,DunbJo20,sacks,1.0,,,,,
player,201112110oti,nor,DunbJo20,tackles_combined,5,,,,,
player,201112110oti,nor,DunbJo20,tackles_solo,5,,,,,
player,201112110oti,nor,DunbJo20,tackles_assists,0,,,,,
player,201112110oti,nor,DunbJo20,tackles_loss,1,,,,,
player,201112110oti,nor,DunbJo20,qb_hits,1,,,,,
player,201112110oti,nor,DunbJo20,fumbles_rec,0,,,,,
player,201112110oti,nor,DunbJo20,fumbles_rec_yds,0,,,,,
player,201112110oti,nor,DunbJo20,fumbles_rec_td,0,,,,,
player,201112110oti,nor,DunbJo20,fumbles_forced,0,,,,,
player,201112110oti,nor,SmitWi99,def_int,0,,,,,
player,201112110oti,nor,SmitWi99,def_int_yds,0,,,,,
player,201112110oti,nor,SmitWi99,def_int_td,0,,,,,
