game,2011,17,20120101,201201010mia,nyj,"New York Jets",17,mia,"Miami Dolphins",19
player,201201010mia,nyj,TomlLa00,pass_sacked,0,,,,,
player,201201010mia,nyj,TomlLa00,pass_sacked_yds,0,,,,,
player,201201010mia,nyj,TomlLa00,pass_long,0,,,,,
player,201201010mia,nyj,TomlLa00,pass_rating,,,,,,
player,201201010mia,nyj,TomlLa00,rush_att,11,,,,,
player,201201010mia,nyj,TomlLa00,rush_yds,56,,,,,
player,201201010mia,nyj,TomlLa00,rush_td,0,,,,,
player,201201010mia,nyj,TomlLa00,rush_long,11,,,,,
player,201201010mia,nyj,TomlLa00,targets,7,,,,,
player,201201010mia,nyj,TomlLa00,rec,4,,,,,
player,201201010mia,nyj,TomlLa00,rec_yds,23,,,,,
player,201201010mia,nyj,TomlLa00,rec_td,0,,,,,
player,201201010mia,nyj,TomlLa00,rec_long,9,,,,,
player,201201010mia,nyj,TomlLa00,fumbles,0,,,,,
player,201201010mia,nyj,TomlLa00,fumbles_lost,,,,,,
player,201201010mia,nyj,GreeSh00,pass_cmp,0,,,,,
player,201201010mia,nyj,GreeSh00,pass_att,0,,,,,
player,201201010mia,nyj,GreeSh00,pass_yds,0,,,,,
player,201201010mia,nyj,GreeSh00,pass_td,0,,,,,
player,201201010mia,nyj,GreeSh00,pass_int,0,,,,,
player,201201010mia,nyj,GreeSh00,pass_sacked,0,,,,,
player,201201010mia,nyj,GreeSh00,pass_sacked_yds,0,,,,,
player,201201010mia,nyj,GreeSh00,pass_long,0,,,,,
player,201201010mia,nyj,GreeSh00,pass_rating,,,,,,
player,201201010mia,nyj,GreeSh00,rush_att,14,,,,,
player,201201010mia,nyj,GreeSh00,rush_yds,55,,,,,
player,201201010mia,nyj,GreeSh00,rush_td,0,,,,,
player,201201010mia,nyj,GreeSh00,rush_long,10,,,,,
player,201201010mia,nyj,GreeSh00,targets,2,,,,,
player,201201010mia,nyj,GreeSh00,rec,0,,,,,
player,201201010mia,nyj,GreeSh00,rec_yds,0,,,,,
player,201201010mia,nyj,GreeSh00,rec_td,0,,,,,
player,201201010mia,nyj,GreeSh00,rec_long,0,,,,,
player,201201010mia,nyj,GreeSh00,fumbles,0,,,,,
player,201201010mia,nyj,GreeSh00,fumbles_lost,,,,,,
player,201201010mia,nyj,BurrPl00,pass_cmp,0,,,,,
player,201201010mia,nyj,BurrPl00,pass_att,0,,,,,
player,201201010mia,nyj,BurrPl00,pass_yds,0,,,,,
player,201201010mia,nyj,BurrPl00,pass_td,0,,,,,
player,201201010mia,nyj,BurrPl00,pass_int,0,,,,,
player,201201010mia,nyj,BurrPl00,pass_sacked,0,,,,,
player,201201010mia,nyj,BurrPl00,pass_sacked_yds,0,,,,,
player,201201010mia,nyj,BurrPl00,pass_long,0,,,,,
player,201201010mia,nyj,BurrPl00,pass_rating,,,,,,
player,201201010mia,nyj,BurrPl00,rush_att,0,,,,,
player,201201010mia,nyj,BurrPl00,rush_yds,0,,,,,
player,201201010mia,nyj,BurrPl00,rush_td,0,,,,,
player,201201010mia,nyj,BurrPl00,rush_long,0,,,,,
player,201201010mia,nyj,BurrPl00,targets,5,,,,,
player,201201010mia,nyj,BurrPl00,rec,4,,,,,
player,201201010mia,nyj,BurrPl00,rec_yds,57,,,,,
player,201201010mia,nyj,BurrPl00,rec_td,0,,,,,
player,201201010mia,nyj,BurrPl00,rec_long,29,,,,,
player,201201010mia,nyj,BurrPl00,fumbles,0,,,,,
player,201201010mia,nyj,BurrPl00,fumbles_lost,,,,,,
player,201201010mia,nyj,KellDu00,pass_cmp,0,,,,,
player,201201010mia,nyj,KellDu00,pass_att,0,,,,,
player,201201010mia,nyj,KellDu00,pass_yds,0,,,,,
player,201201010mia,nyj,KellDu00,pass_td,0,,,,,
player,201201010mia,nyj,KellDu00,pass_int,0,,,,,
player,201201010mia,nyj,KellDu00,pass_sacked,0,,,,,
player,201201010mia,nyj,KellDu00,pass_sacked_yds,0,,,,,
player,201201010mia,nyj,KellDu00,pass_long,0,,,,,
player,201201010mia,nyj,KellDu00,pass_rating,,,,,,
player,201201010mia,nyj,KellDu00,rush_att,0,,,,,
player,201201010mia,nyj,KellDu00,rush_yds,0,,,,,
player,201201010mia,nyj,KellDu00,rush_td,0,,,,,
player,201201010mia,nyj,KellDu00,rush_long,0,,,,,
player,201201010mia,nyj,KellDu00,targets,7,,,,,
player,201201010mia,nyj,KellDu00,rec,7,,,,,
player,201201010mia,nyj,KellDu00,rec_yds,45,,,,,
player,201201010mia,nyj,KellDu00,rec_td,1,,,,,
player,201201010mia,nyj,KellDu00,rec_long,13,,,,,
player,201201010mia,nyj,KellDu00,fumbles,0,,,,,
player,201201010mia,nyj,KellDu00,fumbles_lost,,,,,,
player,201201010mia,nyj,MullMa00,pass_cmp,0,,,,,
player,201201010mia,nyj,MullMa00,pass_att,0,,,,,
player,201201010mia,nyj,MullMa00,pass_yds,0,,,,,
player,201201010mia,nyj,MullMa00,pass_td,0,,,,,
player,201201010mia,nyj,MullMa00,pass_int,0,,,,,
player,201201010mia,nyj,MullMa00,pass_sacked,0,,,,,
player,201201010mia,nyj,MullMa00,pass_sacked_yds,0,,,,,
player,201201010mia,nyj,MullMa00,pass_long,0,,,,,
player,201201010mia,nyj,MullMa00,pass_rating,,,,,,
player,201201010mia,nyj,MullMa00,rush_att,0,,,,,
player,201201010mia,nyj,MullMa00,rush_yds,0,,,,,
player,201201010mia,nyj,MullMa00,rush_td,0,,,,,
player,201201010mia,nyj,MullMa00,rush_long,0,,,,,
player,201201010mia,nyj,MullMa00,targets,1,,,,,
player,201201010mia,nyj,MullMa00,rec,1,,,,,
player,201201010mia,nyj,MullMa00,rec_yds,41,,,,,
player,201201010mia,nyj,MullMa00,rec_td,0,,,,,
player,201201010mia,nyj,MullMa00,rec_long,41,,,,,
player,201201010mia,nyj,MullMa00,fumbles,0,,,,,
player,201201010mia,nyj,MullMa00,fumbles_lost,,,,,,
player,201201010mia,nyj,TurnPa00,pass_cmp,0,,,,,
player,201201010mia,nyj,TurnPa00,pass_att,0,,,,,
player,201201010mia,nyj,TurnPa00,pass_yds,0,,,,,
player,201201010mia,nyj,TurnPa00,pass_td,0,,,,,
player,201201010mia,nyj,TurnPa00,pass_int,0,,,,,
player,201201010mia,nyj,TurnPa00,pass_sacked,0,,,,,
player,201201010mia,nyj,TurnPa00,pass_sacked_yds,0,,,,,
player,201201010mia,nyj,TurnPa00,pass_long,0,,,,,
player,201201010mia,nyj,TurnPa00,pass_rating,,,,,,
player,201201010mia,nyj,TurnPa00,rush_att,0,,,,,
player,201201010mia,nyj,TurnPa00,rush_yds,0,,,,,
player,201201010mia,nyj,TurnPa00,rush_td,0,,,,,
player,201201010mia,nyj,TurnPa00,rush_long,0,,,,,
player,201201010mia,nyj,TurnPa00,targets,2,,,,,
player,201201010mia,nyj,TurnPa00,rec,1,,,,,
player,201201010mia,nyj,TurnPa00,rec_yds,10,,,,,
player,201201010mia,nyj,TurnPa00,rec_td,1,,,,,
player,201201010mia,nyj,TurnPa00,rec_long,10,,,,,
player,201201010mia,nyj,TurnPa00,fumbles,0,,,,,
player,201201010mia,nyj,TurnPa00,fumbles_lost,,,,,,
player,201201010mia,nyj,SlauMa20,pass_cmp,0,,,,,
player,201201010mia,nyj,SlauMa20,pass_att,0,,,,,
player,201201010mia,nyj,SlauMa20,pass_yds,0,,,,,
player,201201010mia,nyj,SlauMa20,pass_td,0,,,,,
player,201201010mia,nyj,SlauMa20,pass_int,0,,,,,
player,201201010mia,nyj,SlauMa20,pass_sacked,0,,,,,
player,201201010mia,nyj,SlauMa20,pass_sacked_yds,0,,,,,
player,201201010mia,nyj,SlauMa20,pass_long,0,,,,,
player,201201010mia,nyj,SlauMa20,pass_rating,,,,,,
player,201201010mia,nyj,SlauMa20,rush_att,0,,,,,
player,201201010mia,nyj,SlauMa20,rush_yds,0,,,,,
player,201201010mia,nyj,SlauMa20,rush_td,0,,,,,
player,201201010mia,nyj,SlauMa20,rush_long,0,,,,,
player,201201010mia,nyj,SlauMa20,targets,1,,,,,
player,201201010mia,nyj,SlauMa20,rec,1,,,,,
player,201201010mia,nyj,SlauMa20,rec_yds,1,,,,,
player,201201010mia,nyj,SlauMa20,rec_td,0,,,,,
player,201201010mia,nyj,SlauMa20,rec_long,1,,,,,
player,201201010mia,nyj,SlauMa20,fumbles,0,,,,,
player,201201010mia,nyj,SlauMa20,fumbles_lost,,,,,,
player,201201010mia,nyj,HolmSa00,pass_cmp,0,,,,,
player,201201010mia,nyj,HolmSa00,pass_att,0,,,,,
player,201201010mia,nyj,HolmSa00,pass_yds,0,,,,,
player,201201010mia,nyj,HolmSa00,pass_td,0,,,,,
player,201201010mia,nyj,HolmSa00,pass_int,0,,,,,
player,201201010mia,nyj,HolmSa00,pass_sacked,0,,,,,
player,201201010mia,nyj,HolmSa00,pass_sacked_yds,0,,,,,
player,201201010mia,nyj,HolmSa00,pass_long,0,,,,,
player,201201010mia,nyj,HolmSa00,pass_rating,,,,,,
player,201201010mia,nyj,HolmSa00,rush_att,0,,,,,
player,201201010mia,nyj,HolmSa00,rush_yds,0,,,,,
player,201201010mia,nyj,HolmSa00,rush_td,0,,,,,
player,201201010mia,nyj,HolmSa00,rush_long,0,,,,,
player,201201010mia,nyj,HolmSa00,targets,1,,,,,
player,201201010mia,nyj,HolmSa00,rec,0,,,,,
player,201201010mia,nyj,HolmSa00,rec_yds,0,,,,,
player,201201010mia,nyj,HolmSa00,rec_td,0,,,,,
player,201201010mia,nyj,HolmSa00,rec_long,0,,,,,
player,201201010mia,nyj,HolmSa00,fumbles,0,,,,,
player,201201010mia,nyj,HolmSa00,fumbles_lost,,,,,,
player,201201010mia,nyj,ConnJo00,pass_cmp,0,,,,,
player,201201010mia,nyj,ConnJo00,pass_att,0,,,,,
player,201201010mia,nyj,ConnJo00,pass_yds,0,,,,,
player,201201010mia,nyj,ConnJo00,pass_td,0,,,,,
player,201201010mia,nyj,ConnJo00,pass_int,0,,,,,
player,201201010mia,nyj,ConnJo00,pass_sacked,0,,,,,
player,201201010mia,nyj,ConnJo00,pass_sacked_yds,0,,,,,
player,201201010mia,nyj,ConnJo00,pass_long,0,,,,,
player,201201010mia,nyj,ConnJo00,pass_rating,,,,,,
player,201201010mia,nyj,ConnJo00,rush_att,0,,,,,
player,201201010mia,nyj,ConnJo00,rush_yds,0,,,,,
player,201201010mia,nyj,ConnJo00,rush_td,0,,,,,
player,201201010mia,nyj,ConnJo00,rush_long,0,,,,,
player,201201010mia,nyj,ConnJo00,targets,1,,,,,
player,201201010mia,nyj,ConnJo00,rec,0,,,,,
player,201201010mia,nyj,ConnJo00,rec_yds,0,,,,,
player,201201010mia,nyj,ConnJo00,rec_td,0,,,,,
player,201201010mia,nyj,ConnJo00,rec_long,0,,,,,
player,201201010mia,nyj,ConnJo00,fumbles,0,,,,,
player,201201010mia,nyj,ConnJo00,fumbles_lost,,,,,,
player,201201010mia,mia,MoorMa01,pass_cmp,22,,,,,
player,201201010mia,mia,MoorMa01,pass_att,32,,,,,
player,201201010mia,mia,MoorMa01,pass_yds,135,,,,,
player,201201010mia,mia,MoorMa01,pass_td,1,,,,,
player,201201010mia,mia,MoorMa01,pass_int,2,,,,,
player,201201010mia,mia,MoorMa01,pass_sacked,1,,,,,
player,201201010mia,mia,MoorMa01,pass_sacked_yds,7,,,,,
player,201201010mia,mia,MoorMa01,pass_long,19,,,,,
player,201201010mia,mia,MoorMa01,pass_rating,61.3,,,,,
player,201201010mia,mia,MoorMa01,rush_att,3,,,,,
player,201201010mia,mia,MoorMa01,rush_yds,-1,,,,,
player,201201010mia,mia,MoorMa01,rush_td,0,,,,,
player,201201010mia,mia,MoorMa01,rush_long,1,,,,,
player,201201010mia,mia,MoorMa01,targets,0,,,,,
player,201201010mia,mia,MoorMa01,rec,0,,,,,
player,201201010mia,mia,MoorMa01,rec_yds,0,,,,,
player,201201010mia,mia,MoorMa01,rec_td,0,,,,,
player,201201010mia,mia,MoorMa01,rec_long,0,,,,,
player,201201010mia,mia,MoorMa01,fumbles,0,,,,,
player,201201010mia,mia,MoorMa01,fumbles_lost,,,,,,
player,201201010mia,mia,SlatSt00,pass_cmp,0,,,,,
player,201201010mia,mia,SlatSt00,pass_att,0,,,,,
player,201201010mia,mia,SlatSt00,pass_yds,0,,,,,
player,201201010mia,mia,SlatSt00,pass_td,0,,,,,
player,201201010mia,mia,SlatSt00,pass_int,0,,,,,
player,201201010mia,mia,SlatSt00,pass_sacked,0,,,,,
player,201201010mia,mia,SlatSt00,pass_sacked_yds,0,,,,,
player,201201010mia,mia,SlatSt00,pass_long,0,,,,,
player,201201010mia,mia,SlatSt00,pass_rating,,,,,,
player,201201010mia,mia,SlatSt00,rush_att,11,,,,,
player,201201010mia,mia,SlatSt00,rush_yds,55,,,,,
player,201201010mia,mia,SlatSt00,rush_td,0,,,,,
player,201201010mia,mia,SlatSt00,rush_long,28,,,,,
player,201201010mia,mia,SlatSt00,targets,1,,,,,
player,201201010mia,mia,SlatSt00,rec,1,,,,,
player,201201010mia,mia,SlatSt00,rec_yds,-1,,,,,
player,201201010mia,mia,SlatSt00,rec_td,0,,,,,
player,201201010mia,mia,SlatSt00,rec_long,-1,,,,,
player,201201010mia,mia,SlatSt00,fumbles,0,,,,,
player,201201010mia,mia,SlatSt00,fumbles_lost,,,,,,
player,201201010mia,mia,ThomDa03,pass_cmp,0,,,,,
player,201201010mia,mia,ThomDa03,pass_att,0,,,,,
player,201201010mia,mia,ThomDa03,pass_yds,0,,,,,
player,201201010mia,mia,ThomDa03,pass_td,0,,,,,
player,201201010mia,mia,ThomDa03,pass_int,0,,,,,
player,201201010mia,mia,ThomDa03,pass_sacked,0,,,,,
player,201201010mia,mia,ThomDa03,pass_sacked_yds,0,,,,,
player,201201010mia,mia,ThomDa03,pass_long,0,,,,,
player,201201010mia,mia,ThomDa03,pass_rating,,,,,,
player,201201010mia,mia,ThomDa03,rush_att,12,,,,,
player,201201010mia,mia,ThomDa03,rush_yds,28,,,,,
player,201201010mia,mia,ThomDa03,rush_td,0,,,,,
player,201201010mia,mia,ThomDa03,rush_long,13,,,,,
player,201201010mia,mia,ThomDa03,targets,2,,,,,
player,201201010mia,mia,ThomDa03,rec,2,,,,,
player,201201010mia,mia,ThomDa03,rec_yds,12,,,,,
player,201201010mia,mia,ThomDa03,rec_td,0,,,,,
player,201201010mia,mia,ThomDa03,rec_long,8,,,,,
player,201201010mia,mia,ThomDa03,fumbles,0,,,,,
player,201201010mia,mia,ThomDa03,fumbles_lost,,,,,,
player,201201010mia,mia,MarsBr00,pass_cmp,0,,,,,
player,201201010mia,mia,MarsBr00,pass_att,0,,,,,
player,201201010mia,mia,MarsBr00,pass_yds,0,,,,,
player,201201010mia,mia,MarsBr00,pass_td,0,,,,,
player,201201010mia,mia,MarsBr00,pass_int,0,,,,,
player,201201010mia,mia,MarsBr00,pass_sacked,0,,,,,
player,201201010mia,mia,MarsBr00,pass_sacked_yds,0,,,,,
player,201201010mia,mia,MarsBr00,pass_long,0,,,,,
player,201201010mia,mia,MarsBr00,pass_rating,,,,,,
player,201201010mia,mia,MarsBr00,rush_att,0,,,,,
player,201201010mia,mia,MarsBr00,rush_yds,0,,,,,
player,201201010mia,mia,MarsBr00,rush_td,0,,,,,
player,201201010mia,mia,MarsBr00,rush_long,0,,,,,
player,201201010mia,mia,MarsBr00,targets,8,,,,,
player,201201010mia,mia,MarsBr00,rec,5,,,,,
player,201201010mia,mia,MarsBr00,rec_yds,50,,,,,
player,201201010mia,mia,MarsBr00,rec_td,0,,,,,
player,201201010mia,mia,MarsBr00,rec_long,19,,,,,
player,201201010mia,mia,MarsBr00,fumbles,0,,,,,
player,201201010mia,mia,MarsBr00,fumbles_lost,,,,,,
player,201201010mia,mia,BessDa00,pass_cmp,0,,,,,
player,201201010mia,mia,BessDa00,pass_att,0,,,,,
player,201201010mia,mia,BessDa00,pass_yds,0,,,,,
player,201201010mia,mia,BessDa00,pass_td,0,,,,,
player,201201010mia,mia,BessDa00,pass_int,0,,,,,
player,201201010mia,mia,BessDa00,pass_sacked,0,,,,,
player,201201010mia,mia,BessDa00,pass_sacked_yds,0,,,,,
player,201201010mia,mia,BessDa00,pass_long,0,,,,,
player,201201010mia,mia,BessDa00,pass_rating,,,,,,
player,201201010mia,mia,BessDa00,rush_att,0,,,,,
player,201201010mia,mia,BessDa00,rush_yds,0,,,,,
player,201201010mia,mia,BessDa00,rush_td,0,,,,,
player,201201010mia,mia,BessDa00,rush_long,0,,,,,
player,201201010mia,mia,BessDa00,targets,6,,,,,
player,201201010mia,mia,BessDa00,rec,6,,,,,
player,201201010mia,mia,BessDa00,rec_yds,45,,,,,
player,201201010mia,mia,BessDa00,rec_td,0,,,,,
player,201201010mia,mia,BessDa00,rec_long,17,,,,,
player,201201010mia,mia,BessDa00,fumbles,0,,,,,
player,201201010mia,mia,BessDa00,fumbles_lost,,,,,,
player,201201010mia,mia,HartBr00,pass_cmp,0,,,,,
player,201201010mia,mia,HartBr00,pass_att,0,,,,,
player,201201010mia,mia,HartBr00,pass_yds,0,,,,,
player,201201010mia,mia,HartBr00,pass_td,0,,,,,
player,201201010mia,mia,HartBr00,pass_int,0,,,,,
player,201201010mia,mia,HartBr00,pass_sacked,0,,,,,
player,201201010mia,mia,HartBr00,pass_sacked_yds,0,,,,,
player,201201010mia,mia,HartBr00,pass_long,0,,,,,
player,201201010mia,mia,HartBr00,pass_rating,,,,,,
player,201201010mia,mia,HartBr00,rush_att,0,,,,,
player,201201010mia,mia,HartBr00,rush_yds,0,,,,,
player,201201010mia,mia,HartBr00,rush_td,0,,,,,
player,201201010mia,mia,HartBr00,rush_long,0,,,,,
player,201201010mia,mia,HartBr00,targets,7,,,,,
player,201201010mia,mia,HartBr00,rec,2,,,,,
player,201201010mia,mia,HartBr00,rec_yds,16,,,,,
player,201201010mia,mia,HartBr00,rec_td,0,,,,,
player,201201010mia,mia,HartBr00,rec_long,11,,,,,
player,201201010mia,mia,HartBr00,fumbles,0,,,,,
player,201201010mia,mia,HartBr00,fumbles_lost,,,,,,
player,201201010mia,mia,FasaAn00,pass_cmp,0,,,,,
player,201201010mia,mia,FasaAn00,pass_att,0,,,,,
player,201201010mia,mia,FasaAn00,pass_yds,0,,,,,
player,201201010mia,mia,FasaAn00,pass_td,0,,,,,
player,201201010mia,mia,FasaAn00,pass_int,0,,,,,
player,201201010mia,mia,FasaAn00,pass_sacked,0,,,,,
player,201201010mia,mia,FasaAn00,pass_sacked_yds,0,,,,,
player,201201010mia,mia,FasaAn00,pass_long,0,,,,,
player,201201010mia,mia,FasaAn00,pass_rating,,,,,,
player,201201010mia,mia,FasaAn00,rush_att,0,,,,,
player,201201010mia,mia,FasaAn00,rush_yds,0,,,,,
player,201201010mia,mia,FasaAn00,rush_td,0,,,,,
player,201201010mia,mia,FasaAn00,rush_long,0,,,,,
player,201201010mia,mia,FasaAn00,targets,6,,,,,
player,201201010mia,mia,FasaAn00,rec,4,,,,,
player,201201010mia,mia,FasaAn00,rec_yds,11,,,,,
player,201201010mia,mia,FasaAn00,rec_td,0,,,,,
player,201201010mia,mia,FasaAn00,rec_long,4,,,,,
player,201201010mia,mia,FasaAn00,fumbles,0,,,,,
player,201201010mia,mia,FasaAn00,fumbles_lost,,,,,,
player,201201010mia,mia,HillLe00,pass_cmp,0,,,,,
player,201201010mia,mia,HillLe00,pass_att,0,,,,,
player,201201010mia,mia,HillLe00,pass_yds,0,,,,,
player,201201010mia,mia,HillLe00,pass_td,0,,,,,
player,201201010mia,mia,HillLe00,pass_int,0,,,,,
player,201201010mia,mia,HillLe00,pass_sacked,0,,,,,
player,201201010mia,mia,HillLe00,pass_sacked_yds,0,,,,,
player,201201010mia,mia,HillLe00,pass_long,0,,,,,
player,201201010mia,mia,HillLe00,pass_rating,,,,,,
player,201201010mia,mia,HillLe00,rush_att,0,,,,,
player,201201010mia,mia,HillLe00,rush_yds,0,,,,,
player,201201010mia,mia,HillLe00,rush_td,0,,,,,
player,201201010mia,mia,HillLe00,rush_long,0,,,,,
player,201201010mia,mia,HillLe00,targets,1,,,,,
player,201201010mia,mia,HillLe00,rec,1,,,,,
player,201201010mia,mia,HillLe00,rec_yds,1,,,,,
player,201201010mia,mia,HillLe00,rec_td,0,,,,,
player,201201010mia,mia,HillLe00,rec_long,1,,,,,
player,201201010mia,mia,HillLe00,fumbles,0,,,,,
player,201201010mia,mia,HillLe00,fumbles_lost,,,,,,
player,201201010mia,mia,ClayCh00,pass_cmp,0,,,,,
player,201201010mia,mia,ClayCh00,pass_att,0,,,,,
player,201201010mia,mia,ClayCh00,pass_yds,0,,,,,
player,201201010mia,mia,ClayCh00,pass_td,0,,,,,
player,201201010mia,mia,ClayCh00,pass_int,0,,,,,
player,201201010mia,mia,ClayCh00,pass_sacked,0,,,,,
player,201201010mia,mia,ClayCh00,pass_sacked_yds,0,,,,,
player,201201010mia,mia,ClayCh00,pass_long,0,,,,,
player,201201010mia,mia,ClayCh00,pass_rating,,,,,,
player,201201010mia,mia,ClayCh00,rush_att,0,,,,,
player,201201010mia,mia,ClayCh00,rush_yds,0,,,,,
player,201201010mia,mia,ClayCh00,rush_td,0,,,,,
player,201201010mia,mia,ClayCh00,rush_long,0,,,,,
player,201201010mia,mia,ClayCh00,targets,1,,,,,
player,201201010mia,mia,ClayCh00,rec,1,,,,,
player,201201010mia,mia,ClayCh00,rec_yds,1,,,,,
player,201201010mia,mia,ClayCh00,rec_td,1,,,,,
player,201201010mia,mia,ClayCh00,rec_long,1,,,,,
player,201201010mia,mia,ClayCh00,fumbles,0,,,,,
player,201201010mia,mia,ClayCh00,fumbles_lost,,,,,,
player,201201010mia,nyj,CromAn20,def_int,1,,,,,
player,201201010mia,nyj,CromAn20,def_int_yds,0,,,,,
player,201201010mia,nyj,CromAn20,def_int_td,0,,,,,
player,201201010mia,nyj,CromAn20,def_int_long,0,,,,,
player,201201010mia,nyj,CromAn20,pass_defended,1,,,,,
player,201201010mia,nyj,CromAn20,sacks,0.0,,,,,
player,201201010mia,nyj,CromAn20,tackles_combined,3,,,,,
player,201201010mia,nyj,CromAn20,tackles_solo,3,,,,,
player,201201010mia,nyj,CromAn20,tackles_assists,0,,,,,
player,201201010mia,nyj,CromAn20,tackles_loss,0,,,,,
player,201201010mia,nyj,CromAn20,qb_hits,0,,,,,
player,201201010mia,nyj,CromAn20,fumbles_rec,0,,,,,
player,201201010mia,nyj,CromAn20,fumbles_rec_yds,0,,,,,
player,201201010mia,nyj,CromAn20,fumbles_rec_td,0,,,,,
player,201201010mia,nyj,CromAn20,fumbles_forced,0,,,,,
player,201201010mia,nyj,PoolBr20,def_int,1,,,,,
player,201201010mia,nyj,PoolBr20,def_int_yds,0,,,,,
player,201201010mia,nyj,PoolBr20,def_int_td,0,,,,,
player,201201010mia,nyj,PoolBr20,def_int_long,0,,,,,
player,201201010mia,nyj,PoolBr20,pass_defended,1,,,,,
player,201201010mia,nyj,PoolBr20,sacks,0.0,,,,,
player,201201010mia,nyj,PoolBr20,tackles_combined,2,,,,,
player,201201010mia,nyj,PoolBr20,tackles_solo,2,,,,,
player,201201010mia,nyj,PoolBr20,tackles_assists,0,,,,,
player,201201010mia,nyj,PoolBr20,tackles_loss,0,,,,,
player,201201010mia,nyj,PoolBr20,qb_hits,0,,,,,
