game,2011,4,20111002,201110020rai,nwe,"New England Patriots",31,rai,"Oakland Raiders",19
player,201110020rai,nwe,GreeBe00,pass_long,0,,,,,
player,201110020rai,nwe,GreeBe00,pass_rating,,,,,,
player,201110020rai,nwe,GreeBe00,rush_att,16,,,,,
player,201110020rai,nwe,GreeBe00,rush_yds,75,,,,,
player,201110020rai,nwe,GreeBe00,rush_td,1,,,,,
player,201110020rai,nwe,GreeBe00,rush_long,15,,,,,
player,201110020rai,nwe,GreeBe00,targets,1,,,,,
player,201110020rai,nwe,GreeBe00,rec,1,,,,,
player,201110020rai,nwe,GreeBe00,rec_yds,9,,,,,
player,201110020rai,nwe,GreeBe00,rec_td,0,,,,,
player,201110020rai,nwe,GreeBe00,rec_long,9,,,,,
player,201110020rai,nwe,GreeBe00,fumbles,0,,,,,
player,201110020rai,nwe,GreeBe00,fumbles_lost,,,,,,
player,201110020rai,nwe,WoodDa02,pass_cmp,0,,,,,
player,201110020rai,nwe,WoodDa02,pass_att,0,,,,,
player,201110020rai,nwe,WoodDa02,pass_yds,0,,,,,
player,201110020rai,nwe,WoodDa02,pass_td,0,,,,,
player,201110020rai,nwe,WoodDa02,pass_int,0,,,,,
player,201110020rai,nwe,WoodDa02,pass_sacked,0,,,,,
player,201110020rai,nwe,WoodDa02,pass_sacked_yds,0,,,,,
player,201110020rai,nwe,WoodDa02,pass_long,0,,,,,
player,201110020rai,nwe,WoodDa02,pass_rating,,,,,,
player,201110020rai,nwe,WoodDa02,rush_att,2,,,,,
player,201110020rai,nwe,WoodDa02,rush_yds,13,,,,,
player,201110020rai,nwe,WoodDa02,rush_td,0,,,,,
player,201110020rai,nwe,WoodDa02,rush_long,12,,,,,
player,201110020rai,nwe,WoodDa02,targets,0,,,,,
player,201110020rai,nwe,WoodDa02,rec,0,,,,,
player,201110020rai,nwe,WoodDa02,rec_yds,0,,,,,
player,201110020rai,nwe,WoodDa02,rec_td,0,,,,,
player,201110020rai,nwe,WoodDa02,rec_long,0,,,,,
player,201110020rai,nwe,WoodDa02,fumbles,0,,,,,
player,201110020rai,nwe,WoodDa02,fumbles_lost,,,,,,
player,201110020rai,nwe,WelkWe00,pass_cmp,0,,,,,
player,201110020rai,nwe,WelkWe00,pass_att,0,,,,,
player,201110020rai,nwe,WelkWe00,pass_yds,0,,,,,
player,201110020rai,nwe,WelkWe00,pass_td,0,,,,,
player,201110020rai,nwe,WelkWe00,pass_int,0,,,,,
player,201110020rai,nwe,WelkWe00,pass_sacked,0,,,,,
player,201110020rai,nwe,WelkWe00,pass_sacked_yds,0,,,,,
player,201110020rai,nwe,WelkWe00,pass_long,0,,,,,
player,201110020rai,nwe,WelkWe00,pass_rating,,,,,,
player,201110020rai,nwe,WelkWe00,rush_att,0,,,,,
player,201110020rai,nwe,WelkWe00,rush_yds,0,,,,,
player,201110020rai,nwe,WelkWe00,rush_td,0,,,,,
player,201110020rai,nwe,WelkWe00,rush_long,0,,,,,
player,201110020rai,nwe,WelkWe00,targets,14,,,,,
player,201110020rai,nwe,WelkWe00,rec,9,,,,,
player,201110020rai,nwe,WelkWe00,rec_yds,158,,,,,
player,201110020rai,nwe,WelkWe00,rec_td,1,,,,,
player,201110020rai,nwe,WelkWe00,rec_long,32,,,,,
player,201110020rai,nwe,WelkWe00,fumbles,0,,,,,
player,201110020rai,nwe,WelkWe00,fumbles_lost,,,,,,
player,201110020rai,nwe,JohnCh01,pass_cmp,0,,,,,
player,201110020rai,nwe,JohnCh01,pass_att,0,,,,,
player,201110020rai,nwe,JohnCh01,pass_yds,0,,,,,
player,201110020rai,nwe,JohnCh01,pass_td,0,,,,,
player,201110020rai,nwe,JohnCh01,pass_int,0,,,,,
player,201110020rai,nwe,JohnCh01,pass_sacked,0,,,,,
player,201110020rai,nwe,JohnCh01,pass_sacked_yds,0,,,,,
player,201110020rai,nwe,JohnCh01,pass_long,0,,,,,
player,201110020rai,nwe,JohnCh01,pass_rating,,,,,,
player,201110020rai,nwe,JohnCh01,rush_att,0,,,,,
player,201110020rai,nwe,JohnCh01,rush_yds,0,,,,,
player,201110020rai,nwe,JohnCh01,rush_td,0,,,,,
player,201110020rai,nwe,JohnCh01,rush_long,0,,,,,
player,201110020rai,nwe,JohnCh01,targets,2,,,,,
player,201110020rai,nwe,JohnCh01,rec,2,,,,,
player,201110020rai,nwe,JohnCh01,rec_yds,26,,,,,
player,201110020rai,nwe,JohnCh01,rec_td,0,,,,,
player,201110020rai,nwe,JohnCh01,rec_long,15,,,,,
player,201110020rai,nwe,JohnCh01,fumbles,0,,,,,
player,201110020rai,nwe,JohnCh01,fumbles_lost,,,,,,
player,201110020rai,nwe,GronRo00,pass_cmp,0,,,,,
player,201110020rai,nwe,GronRo00,pass_att,0,,,,,
player,201110020rai,nwe,GronRo00,pass_yds,0,,,,,
player,201110020rai,nwe,GronRo00,pass_td,0,,,,,
player,201110020rai,nwe,GronRo00,pass_int,0,,,,,
player,201110020rai,nwe,GronRo00,pass_sacked,0,,,,,
player,201110020rai,nwe,GronRo00,pass_sacked_yds,0,,,,,
player,201110020rai,nwe,GronRo00,pass_long,0,,,,,
player,201110020rai,nwe,GronRo00,pass_rating,,,,,,
player,201110020rai,nwe,GronRo00,rush_att,0,,,,,
player,201110020rai,nwe,GronRo00,rush_yds,0,,,,,
player,201110020rai,nwe,GronRo00,rush_td,0,,,,,
player,201110020rai,nwe,GronRo00,rush_long,0,,,,,
player,201110020rai,nwe,GronRo00,targets,5,,,,,
player,201110020rai,nwe,GronRo00,rec,1,,,,,
player,201110020rai,nwe,GronRo00,rec_yds,15,,,,,
player,201110020rai,nwe,GronRo00,rec_td,0,,,,,
player,201110020rai,nwe,GronRo00,rec_long,15,,,,,
player,201110020rai,nwe,GronRo00,fumbles,0,,,,,
player,201110020rai,nwe,GronRo00,fumbles_lost,,,,,,
player,201110020rai,nwe,BranDe00,pass_cmp,0,,,,,
player,201110020rai,nwe,BranDe00,pass_att,0,,,,,
player,201110020rai,nwe,BranDe00,pass_yds,0,,,,,
player,201110020rai,nwe,BranDe00,pass_td,0,,,,,
player,201110020rai,nwe,BranDe00,pass_int,0,,,,,
player,201110020rai,nwe,BranDe00,pass_sacked,0,,,,,
player,201110020rai,nwe,BranDe00,pass_sacked_yds,0,,,,,
player,201110020rai,nwe,BranDe00,pass_long,0,,,,,
player,201110020rai,nwe,BranDe00,pass_rating,,,,,,
player,201110020rai,nwe,BranDe00,rush_att,0,,,,,
player,201110020rai,nwe,BranDe00,rush_yds,0,,,,,
player,201110020rai,nwe,BranDe00,rush_td,0,,,,,
player,201110020rai,nwe,BranDe00,rush_long,0,,,,,
player,201110020rai,nwe,BranDe00,targets,4,,,,,
player,201110020rai,nwe,BranDe00,rec,1,,,,,
player,201110020rai,nwe,BranDe00,rec_yds,4,,,,,
player,201110020rai,nwe,BranDe00,rec_td,1,,,,,
player,201110020rai,nwe,BranDe00,rec_long,4,,,,,
player,201110020rai,nwe,BranDe00,fumbles,0,,,,,
player,201110020rai,nwe,BranDe00,fumbles_lost,,,,,,
player,201110020rai,nwe,SlatMa00,pass_cmp,0,,,,,
player,201110020rai,nwe,SlatMa00,pass_att,0,,,,,
player,201110020rai,nwe,SlatMa00,pass_yds,0,,,,,
player,201110020rai,nwe,SlatMa00,pass_td,0,,,,,
player,201110020rai,nwe,SlatMa00,pass_int,0,,,,,
player,201110020rai,nwe,SlatMa00,pass_sacked,0,,,,,
player,201110020rai,nwe,SlatMa00,pass_sacked_yds,0,,,,,
player,201110020rai,nwe,SlatMa00,pass_long,0,,,,,
player,201110020rai,nwe,SlatMa00,pass_rating,,,,,,
player,201110020rai,nwe,SlatMa00,rush_att,0,,,,,
player,201110020rai,nwe,SlatMa00,rush_yds,0,,,,,
player,201110020rai,nwe,SlatMa00,rush_td,0,,,,,
player,201110020rai,nwe,SlatMa00,rush_long,0,,,,,
player,201110020rai,nwe,SlatMa00,targets,1,,,,,
player,201110020rai,nwe,SlatMa00,rec,0,,,,,
player,201110020rai,nwe,SlatMa00,rec_yds,0,,,,,
player,201110020rai,nwe,SlatMa00,rec_td,0,,,,,
player,201110020rai,nwe,SlatMa00,rec_long,0,,,,,
player,201110020rai,nwe,SlatMa00,fumbles,0,,,,,
player,201110020rai,nwe,SlatMa00,fumbles_lost,,,,,,
player,201110020rai,nwe,EdelJu00,pass_cmp,0,,,,,
player,201110020rai,nwe,EdelJu00,pass_att,0,,,,,
player,201110020rai,nwe,EdelJu00,pass_yds,0,,,,,
player,201110020rai,nwe,EdelJu00,pass_td,0,,,,,
player,201110020rai,nwe,EdelJu00,pass_int,0,,,,,
player,201110020rai,nwe,EdelJu00,pass_sacked,0,,,,,
player,201110020rai,nwe,EdelJu00,pass_sacked_yds,0,,,,,
player,201110020rai,nwe,EdelJu00,pass_long,0,,,,,
player,201110020rai,nwe,EdelJu00,pass_rating,,,,,,
player,201110020rai,nwe,EdelJu00,rush_att,1,,,,,
player,201110020rai,nwe,EdelJu00,rush_yds,-1,,,,,
player,201110020rai,nwe,EdelJu00,rush_td,0,,,,,
player,201110020rai,nwe,EdelJu00,rush_long,-1,,,,,
player,201110020rai,nwe,EdelJu00,targets,1,,,,,
player,201110020rai,nwe,EdelJu00,rec,1,,,,,
player,201110020rai,nwe,EdelJu00,rec_yds,11,,,,,
player,201110020rai,nwe,EdelJu00,rec_td,0,,,,,
player,201110020rai,nwe,EdelJu00,rec_long,11,,,,,
player,201110020rai,nwe,EdelJu00,fumbles,0,,,,,
player,201110020rai,nwe,EdelJu00,fumbles_lost,,,,,,
player,201110020rai,rai,CampJa00,pass_cmp,25,,,,,
player,201110020rai,rai,CampJa00,pass_att,39,,,,,
player,201110020rai,rai,CampJa00,pass_yds,344,,,,,
player,201110020rai,rai,CampJa00,pass_td,1,,,,,
player,201110020rai,rai,CampJa00,pass_int,2,,,,,
player,201110020rai,rai,CampJa00,pass_sacked,0,,,,,
player,201110020rai,rai,CampJa00,pass_sacked_yds,0,,,,,
player,201110020rai,rai,CampJa00,pass_long,58,,,,,
player,201110020rai,rai,CampJa00,pass_rating,79.4,,,,,
player,201110020rai,rai,CampJa00,rush_att,4,,,,,
player,201110020rai,rai,CampJa00,rush_yds,29,,,,,
player,201110020rai,rai,CampJa00,rush_td,0,,,,,
player,201110020rai,rai,CampJa00,rush_long,17,,,,,
player,201110020rai,rai,CampJa00,targets,0,,,,,
player,201110020rai,rai,CampJa00,rec,0,,,,,
player,201110020rai,rai,CampJa00,rec_yds,0,,,,,
player,201110020rai,rai,CampJa00,rec_td,0,,,,,
player,201110020rai,rai,CampJa00,rec_long,0,,,,,
player,201110020rai,rai,CampJa00,fumbles,1,,,,,
player,201110020rai,rai,CampJa00,fumbles_lost,0,,,,,
player,201110020rai,rai,McFaDa00,pass_cmp,0,,,,,
player,201110020rai,rai,McFaDa00,pass_att,0,,,,,
player,201110020rai,rai,McFaDa00,pass_yds,0,,,,,
player,201110020rai,rai,McFaDa00,pass_td,0,,,,,
player,201110020rai,rai,McFaDa00,pass_int,0,,,,,
player,201110020rai,rai,McFaDa00,pass_sacked,,,,,,
player,201110020rai,rai,McFaDa00,pass_sacked_yds,0,,,,,
player,201110020rai,rai,McFaDa00,pass_long,0,,,,,
player,201110020rai,rai,McFaDa00,pass_rating,,,,,,
player,201110020rai,rai,McFaDa00,rush_att,14,,,,,
player,201110020rai,rai,McFaDa00,rush_yds,75,,,,,
player,201110020rai,rai,McFaDa00,rush_td,0,,,,,
player,201110020rai,rai,McFaDa00,rush_long,41,,,,,
player,201110020rai,rai,McFaDa00,targets,6,,,,,
player,201110020rai,rai,McFaDa00,rec,4,,,,,
player,201110020rai,rai,McFaDa00,rec_yds,48,,,,,
player,201110020rai,rai,McFaDa00,rec_td,0,,,,,
player,201110020rai,rai,McFaDa00,rec_long,26,,,,,
player,201110020rai,rai,McFaDa00,fumbles,0,,,,,
player,201110020rai,rai,McFaDa00,fumbles_lost,,,,,,
player,201110020rai,rai,FordJa01,pass_cmp,0,,,,,
player,201110020rai,rai,FordJa01,pass_att,0,,,,,
player,201110020rai,rai,FordJa01,pass_yds,0,,,,,
player,201110020rai,rai,FordJa01,pass_td,0,,,,,
player,201110020rai,rai,FordJa01,pass_int,0,,,,,
player,201110020rai,rai,FordJa01,pass_sacked,,,,,,
player,201110020rai,rai,FordJa01,pass_sacked_yds,0,,,,,
player,201110020rai,rai,FordJa01,pass_long,0,,,,,
player,201110020rai,rai,FordJa01,pass_rating,,,,,,
player,201110020rai,rai,FordJa01,rush_att,1,,,,,
player,201110020rai,rai,FordJa01,rush_yds,30,,,,,
player,201110020rai,rai,FordJa01,rush_td,0,,,,,
player,201110020rai,rai,FordJa01,rush_long,30,,,,,
player,201110020rai,rai,FordJa01,targets,2,,,,,
player,201110020rai,rai,FordJa01,rec,0,,,,,
player,201110020rai,rai,FordJa01,rec_yds,0,,,,,
player,201110020rai,rai,FordJa01,rec_td,0,,,,,
player,201110020rai,rai,FordJa01,rec_long,0,,,,,
player,201110020rai,rai,FordJa01,fumbles,0,,,,,
player,201110020rai,rai,FordJa01,fumbles_lost,,,,,,
player,201110020rai,rai,BushMi00,pass_cmp,0,,,,,
player,201110020rai,rai,BushMi00,pass_att,0,,,,,
player,201110020rai,rai,BushMi00,pass_yds,0,,,,,
player,201110020rai,rai,BushMi00,pass_td,0,,,,,
player,201110020rai,rai,BushMi00,pass_int,0,,,,,
player,201110020rai,rai,BushMi00,pass_sacked,,,,,,
player,201110020rai,rai,BushMi00,pass_sacked_yds,0,,,,,
player,201110020rai,rai,BushMi00,pass_long,0,,,,,
player,201110020rai,rai,BushMi00,pass_rating,,,,,,
player,201110020rai,rai,BushMi00,rush_att,8,,,,,
player,201110020rai,rai,BushMi00,rush_yds,26,,,,,
player,201110020rai,rai,BushMi00,rush_td,1,,,,,
player,201110020rai,rai,BushMi00,rush_long,9,,,,,
player,201110020rai,rai,BushMi00,targets,4,,,,,
player,201110020rai,rai,BushMi00,rec,4,,,,,
player,201110020rai,rai,BushMi00,rec_yds,55,,,,,
player,201110020rai,rai,BushMi00,rec_td,0,,,,,
player,201110020rai,rai,BushMi00,rec_long,35,,,,,
player,201110020rai,rai,BushMi00,fumbles,0,,,,,
player,201110020rai,rai,BushMi00,fumbles_lost,,,,,,
player,201110020rai,rai,HeywDa00,pass_cmp,0,,,,,
player,201110020rai,rai,HeywDa00,pass_att,0,,,,,
player,201110020rai,rai,HeywDa00,pass_yds,0,,,,,
player,201110020rai,rai,HeywDa00,pass_td,0,,,,,
player,201110020rai,rai,HeywDa00,pass_int,0,,,,,
player,201110020rai,rai,HeywDa00,pass_sacked,,,,,,
player,201110020rai,rai,HeywDa00,pass_sacked_yds,0,,,,,
player,201110020rai,rai,HeywDa00,pass_long,0,,,,,
player,201110020rai,rai,HeywDa00,pass_rating,,,,,,
player,201110020rai,rai,HeywDa00,rush_att,0,,,,,
player,201110020rai,rai,HeywDa00,rush_yds,0,,,,,
player,201110020rai,rai,HeywDa00,rush_td,0,,,,,
player,201110020rai,rai,HeywDa00,rush_long,0,,,,,
player,201110020rai,rai,HeywDa00,targets,7,,,,,
player,201110020rai,rai,HeywDa00,rec,4,,,,,
player,201110020rai,rai,HeywDa00,rec_yds,115,,,,,
player,201110020rai,rai,HeywDa00,rec_td,0,,,,,
player,201110020rai,rai,HeywDa00,rec_long,58,,,,,
player,201110020rai,rai,HeywDa00,fumbles,0,,,,,
player,201110020rai,rai,HeywDa00,fumbles_lost,,,,,,
player,201110020rai,rai,BossKe00,pass_cmp,0,,,,,
player,201110020rai,rai,BossKe00,pass_att,0,,,,,
player,201110020rai,rai,BossKe00,pass_yds,0,,,,,
player,201110020rai,rai,BossKe00,pass_td,0,,,,,
player,201110020rai,rai,BossKe00,pass_int,0,,,,,
player,201110020rai,rai,BossKe00,pass_sacked,,,,,,
player,201110020rai,rai,BossKe00,pass_sacked_yds,0,,,,,
player,201110020rai,rai,BossKe00,pass_long,0,,,,,
player,201110020rai,rai,BossKe00,pass_rating,,,,,,
player,201110020rai,rai,BossKe00,rush_att,0,,,,,
player,201110020rai,rai,BossKe00,rush_yds,0,,,,,
player,201110020rai,rai,BossKe00,rush_td,0,,,,,
player,201110020rai,rai,BossKe00,rush_long,0,,,,,
player,201110020rai,rai,BossKe00,targets,5,,,,,
player,201110020rai,rai,BossKe00,rec,4,,,,,
player,201110020rai,rai,BossKe00,rec_yds,78,,,,,
player,201110020rai,rai,BossKe00,rec_td,0,,,,,
player,201110020rai,rai,BossKe00,rec_long,23,,,,,
player,201110020rai,rai,BossKe00,fumbles,0,,,,,
player,201110020rai,rai,BossKe00,fumbles_lost,,,,,,
player,201110020rai,rai,HagaDe00,pass_cmp,0,,,,,
player,201110020rai,rai,HagaDe00,pass_att,0,,,,,
player,201110020rai,rai,HagaDe00,pass_yds,0,,,,,
player,201110020rai,rai,HagaDe00,pass_td,0,,,,,
player,201110020rai,rai,HagaDe00,pass_int,0,,,,,
player,201110020rai,rai,HagaDe00,pass_sacked,,,,,,
player,201110020rai,rai,HagaDe00,pass_sacked_yds,0,,,,,
player,201110020rai,rai,HagaDe00,pass_long,0,,,,,
player,201110020rai,rai,HagaDe00,pass_rating,,,,,,
player,201110020rai,rai,HagaDe00,rush_att,0,,,,,
player,201110020rai,rai,HagaDe00,rush_yds,0,,,,,
player,201110020rai,rai,HagaDe00,rush_td,0,,,,,
player,201110020rai,rai,HagaDe00,rush_long,0,,,,,
player,201110020rai,rai,HagaDe00,targets,5,,,,,
player,201110020rai,rai,HagaDe00,rec,4,,,,,
player,201110020rai,rai,HagaDe00,rec_yds,27,,,,,
player,201110020rai,rai,HagaDe00,rec_td,0,,,,,
player,201110020rai,rai,HagaDe00,rec_long,10,,,,,
player,201110020rai,rai,HagaDe00,fumbles,0,,,,,
player,201110020rai,rai,HagaDe00,fumbles_lost,,,,,,
player,201110020rai,rai,MoorDe02,pass_cmp,0,,,,,
player,201110020rai,rai,MoorDe02,pass_att,0,,,,,
player,201110020rai,rai,MoorDe02,pass_yds,0,,,,,
player,201110020rai,rai,MoorDe02,pass_td,0,,,,,
player,201110020rai,rai,MoorDe02,pass_int,0,,,,,
player,201110020rai,rai,MoorDe02,pass_sacked,,,,,,
player,201110020rai,rai,MoorDe02,pass_sacked_yds,0,,,,,
player,201110020rai,rai,MoorDe02,pass_long,0,,,,,
player,201110020rai,rai,MoorDe02,pass_rating,,,,,,
player,201110020rai,rai,MoorDe02,rush_att,0,,,,,
player,201110020rai,rai,MoorDe02,rush_yds,0,,,,,
player,201110020rai,rai,MoorDe02,rush_td,0,,,,,
player,201110020rai,rai,MoorDe02,rush_long,0,,,,,
player,201110020rai,rai,MoorDe02,targets,5,,,,,
player,201110020rai,rai,MoorDe02,rec,3,,,,,
player,201110020rai,rai,MoorDe02,rec_yds,19,,,,,
player,201110020rai,rai,MoorDe02,rec_td,1,,,,,
player,201110020rai,rai,MoorDe02,rec_long,7,,,,,
player,201110020rai,rai,MoorDe02,fumbles,0,,,,,
player,201110020rai,rai,MoorDe02,fumbles_lost,,,,,,
player,201110020rai,rai,GordRi00,pass_cmp,0,,,,,
player,201110020rai,rai,GordRi00,pass_att,0,,,,,
player,201110020rai,rai,GordRi00,pass_yds,0,,,,,
player,201110020rai,rai,GordRi00,pass_td,0,,,,,
player,201110020rai,rai,GordRi00,pass_int,0,,,,,
player,201110020rai,rai,GordRi00,pass_sacked,,,,,,
player,201110020rai,rai,GordRi00,pass_sacked_yds,0,,,,,
player,201110020rai,rai,GordRi00,pass_long,0,,,,,
player,201110020rai,rai,GordRi00,pass_rating,,,,,,
player,201110020rai,rai,GordRi00,rush_att,0,,,,,
player,201110020rai,rai,GordRi00,rush_yds,0,,,,,
player,201110020rai,rai,GordRi00,rush_td,0,,,,,
player,201110020rai,rai,GordRi00,rush_long,0,,,,,
player,201110020rai,rai,GordRi00,targets,1,,,,,
player,201110020rai,rai,GordRi00,rec,1,,,,,
player,201110020rai,rai,GordRi00,rec_yds,2,,,,,
player,201110020rai,rai,GordRi00,rec_td,0,,,,,
player,201110020rai,rai,GordRi00,rec_long,2,,,,,
player,201110020rai,rai,GordRi00,fumbles,0,,,,,
player,201110020rai,rai,GordRi00,fumbles_lost,,,,,,
player,201110020rai,rai,SchiCh00,pass_cmp,0,,,,,
player,201110020rai,rai,SchiCh00,pass_att,0,,,,,
player,201110020rai,rai,SchiCh00,pass_yds,0,,,,,
player,201110020rai,rai,SchiCh00,pass_td,0,,,,,
player,201110020rai,rai,SchiCh00,pass_int,0,,,,,
player,201110020rai,rai,SchiCh00,pass_sacked,0,,,,,
player,201110020rai,rai,SchiCh00,pass_sacked_yds,0,,,,,
player,201110020rai,rai,SchiCh00,pass_long,0,,,,,
player,201110020rai,rai,SchiCh00,pass_rating,,,,,,
player,201110020rai,rai,SchiCh00,rush_att,0,,,,,
player,201110020rai,rai,SchiCh00,rush_yds,0,,,,,
player,201110020rai,rai,SchiCh00,rush_td,0,,,,,
player,201110020rai,rai,SchiCh00,rush_long,0,,,,,
player,201110020rai,rai,SchiCh00,targets,1,,,,,
player,201110020rai,rai,SchiCh00,rec,0,,,,,
player,201110020rai,rai,SchiCh00,rec_yds,0,,,,,
player,201110020rai,rai,SchiCh00,rec_td,0,,,,,
player,201110020rai,rai,SchiCh00,rec_long,0,,,,,
player,201110020rai,rai,SchiCh00,fumbles,0,,,,,
player,201110020rai,rai,SchiCh00,fumbles_lost,,,,,,
player,201110020rai,rai,CartRo01,pass_cmp,0,,,,,
player,201110020rai,rai,CartRo01,pass_att,0,,,,,
player,201110020rai,rai,CartRo01,pass_yds,0,,,,,
player,201110020rai,rai,CartRo01,pass_td,0,,,,,
player,201110020rai,rai,CartRo01,pass_int,0,,,,,
player,201110020rai,rai,CartRo01,pass_sacked,,,,,,
player,201110020rai,rai,CartRo01,pass_sacked_yds,0,,,,,
player,201110020rai,rai,CartRo01,pass_long,0,,,,,
player,201110020rai,rai,CartRo01,pass_rating,,,,,,
player,201110020rai,rai,CartRo01,rush_att,0,,,,,
player,201110020rai,rai,CartRo01,rush_yds,0,,,,,
player,201110020rai,rai,CartRo01,rush_td,0,,,,,
player,201110020rai,rai,CartRo01,rush_long,0,,,,,
player,201110020rai,rai,CartRo01,targets,1,,,,,
player,201110020rai,rai,CartRo01,rec,1,,,,,
player,201110020rai,rai,CartRo01,rec_yds,0,,,,,
player,201110020rai,rai,CartRo01,rec_td,0,,,,,
player,201110020rai,rai,CartRo01,rec_long,0,,,,,
player,201110020rai,rai,CartRo01,fumbles,0,,,,,
player,201110020rai,rai,CartRo01,fumbles_lost,,,,,,
player,201110020rai,nwe,ChunPa99,def_int,1,,,,,
player,201110020rai,nwe,ChunPa99,def_int_yds,0,,,,,
player,201110020rai,nwe,ChunPa99,def_int_td,0,,,,,
player,201110020rai,nwe,ChunPa99,def_int_long,0,,,,,
player,201110020rai,nwe,ChunPa99,pass_defended,1,,,,,
player,201110020rai,nwe,ChunPa99,sacks,0.0,,,,,
player,201110020rai,nwe,ChunPa99,tackles_combined,4,,,,,
player,201110020rai,nwe,ChunPa99,tackles_solo,2,,,,,
player,201110020rai,nwe,ChunPa99,tackles_assists,2,,,,,
player,201110020rai,nwe,ChunPa99,tackles_loss,0,,,,,
