game,2011,7,20111023,201110230tam,chi,"Chicago Bears",24,tam,"Tampa Bay Buccaneers",18
player,201110230tam,chi,KnoxJo00,rush_td,0,,,,,
player,201110230tam,chi,KnoxJo00,rush_long,0,,,,,
player,201110230tam,chi,KnoxJo00,targets,6,,,,,
player,201110230tam,chi,KnoxJo00,rec,3,,,,,
player,201110230tam,chi,KnoxJo00,rec_yds,53,,,,,
player,201110230tam,chi,KnoxJo00,rec_td,0,,,,,
player,201110230tam,chi,KnoxJo00,rec_long,23,,,,,
player,201110230tam,chi,KnoxJo00,fumbles,0,,,,,
player,201110230tam,chi,KnoxJo00,fumbles_lost,,,,,,
player,201110230tam,chi,ClutTy00,pass_cmp,0,,,,,
player,201110230tam,chi,ClutTy00,pass_att,0,,,,,
player,201110230tam,chi,ClutTy00,pass_yds,0,,,,,
player,201110230tam,chi,ClutTy00,pass_td,0,,,,,
player,201110230tam,chi,ClutTy00,pass_int,0,,,,,
player,201110230tam,chi,ClutTy00,pass_sacked,0,,,,,
player,201110230tam,chi,ClutTy00,pass_sacked_yds,0,,,,,
player,201110230tam,chi,ClutTy00,pass_long,0,,,,,
player,201110230tam,chi,ClutTy00,pass_rating,,,,,,
player,201110230tam,chi,ClutTy00,rush_att,0,,,,,
player,201110230tam,chi,ClutTy00,rush_yds,0,,,,,
player,201110230tam,chi,ClutTy00,rush_td,0,,,,,
player,201110230tam,chi,ClutTy00,rush_long,0,,,,,
player,201110230tam,chi,ClutTy00,targets,2,,,,,
player,201110230tam,chi,ClutTy00,rec,2,,,,,
player,201110230tam,chi,ClutTy00,rec_yds,17,,,,,
player,201110230tam,chi,ClutTy00,rec_td,0,,,,,
player,201110230tam,chi,ClutTy00,rec_long,9,,,,,
player,201110230tam,chi,ClutTy00,fumbles,0,,,,,
player,201110230tam,chi,ClutTy00,fumbles_lost,,,,,,
player,201110230tam,chi,SanzDa00,pass_cmp,0,,,,,
player,201110230tam,chi,SanzDa00,pass_att,0,,,,,
player,201110230tam,chi,SanzDa00,pass_yds,0,,,,,
player,201110230tam,chi,SanzDa00,pass_td,0,,,,,
player,201110230tam,chi,SanzDa00,pass_int,0,,,,,
player,201110230tam,chi,SanzDa00,pass_sacked,0,,,,,
player,201110230tam,chi,SanzDa00,pass_sacked_yds,0,,,,,
player,201110230tam,chi,SanzDa00,pass_long,0,,,,,
player,201110230tam,chi,SanzDa00,pass_rating,,,,,,
player,201110230tam,chi,SanzDa00,rush_att,0,,,,,
player,201110230tam,chi,SanzDa00,rush_yds,0,,,,,
player,201110230tam,chi,SanzDa00,rush_td,0,,,,,
player,201110230tam,chi,SanzDa00,rush_long,0,,,,,
player,201110230tam,chi,SanzDa00,targets,3,,,,,
player,201110230tam,chi,SanzDa00,rec,2,,,,,
player,201110230tam,chi,SanzDa00,rec_yds,13,,,,,
player,201110230tam,chi,SanzDa00,rec_td,0,,,,,
player,201110230tam,chi,SanzDa00,rec_long,9,,,,,
player,201110230tam,chi,SanzDa00,fumbles,0,,,,,
player,201110230tam,chi,SanzDa00,fumbles_lost,,,,,,
player,201110230tam,chi,DaviKe01,pass_cmp,0,,,,,
player,201110230tam,chi,DaviKe01,pass_att,0,,,,,
player,201110230tam,chi,DaviKe01,pass_yds,0,,,,,
player,201110230tam,chi,DaviKe01,pass_td,0,,,,,
player,201110230tam,chi,DaviKe01,pass_int,0,,,,,
player,201110230tam,chi,DaviKe01,pass_sacked,0,,,,,
player,201110230tam,chi,DaviKe01,pass_sacked_yds,0,,,,,
player,201110230tam,chi,DaviKe01,pass_long,0,,,,,
player,201110230tam,chi,DaviKe01,pass_rating,,,,,,
player,201110230tam,chi,DaviKe01,rush_att,0,,,,,
player,201110230tam,chi,DaviKe01,rush_yds,0,,,,,
player,201110230tam,chi,DaviKe01,rush_td,0,,,,,
player,201110230tam,chi,DaviKe01,rush_long,0,,,,,
player,201110230tam,chi,DaviKe01,targets,2,,,,,
player,201110230tam,chi,DaviKe01,rec,0,,,,,
player,201110230tam,chi,DaviKe01,rec_yds,0,,,,,
player,201110230tam,chi,DaviKe01,rec_td,0,,,,,
player,201110230tam,chi,DaviKe01,rec_long,0,,,,,
player,201110230tam,chi,DaviKe01,fumbles,0,,,,,
player,201110230tam,chi,DaviKe01,fumbles_lost,,,,,,
player,201110230tam,chi,HestDe99,pass_cmp,0,,,,,
player,201110230tam,chi,HestDe99,pass_att,0,,,,,
player,201110230tam,chi,HestDe99,pass_yds,0,,,,,
player,201110230tam,chi,HestDe99,pass_td,0,,,,,
player,201110230tam,chi,HestDe99,pass_int,0,,,,,
player,201110230tam,chi,HestDe99,pass_sacked,0,,,,,
player,201110230tam,chi,HestDe99,pass_sacked_yds,0,,,,,
player,201110230tam,chi,HestDe99,pass_long,0,,,,,
player,201110230tam,chi,HestDe99,pass_rating,,,,,,
player,201110230tam,chi,HestDe99,rush_att,1,,,,,
player,201110230tam,chi,HestDe99,rush_yds,-6,,,,,
player,201110230tam,chi,HestDe99,rush_td,0,,,,,
player,201110230tam,chi,HestDe99,rush_long,-6,,,,,
player,201110230tam,chi,HestDe99,targets,9,,,,,
player,201110230tam,chi,HestDe99,rec,4,,,,,
player,201110230tam,chi,HestDe99,rec_yds,46,,,,,
player,201110230tam,chi,HestDe99,rec_td,0,,,,,
player,201110230tam,chi,HestDe99,rec_long,15,,,,,
player,201110230tam,chi,HestDe99,fumbles,0,,,,,
player,201110230tam,chi,HestDe99,fumbles_lost,,,,,,
player,201110230tam,tam,FreeJo00,pass_cmp,29,,,,,
player,201110230tam,tam,FreeJo00,pass_att,51,,,,,
player,201110230tam,tam,FreeJo00,pass_yds,264,,,,,
player,201110230tam,tam,FreeJo00,pass_td,2,,,,,
player,201110230tam,tam,FreeJo00,pass_int,4,,,,,
player,201110230tam,tam,FreeJo00,pass_sacked,1,,,,,
player,201110230tam,tam,FreeJo00,pass_sacked_yds,14,,,,,
player,201110230tam,tam,FreeJo00,pass_long,24,,,,,
player,201110230tam,tam,FreeJo00,pass_rating,51.4,,,,,
player,201110230tam,tam,FreeJo00,rush_att,0,,,,,
player,201110230tam,tam,FreeJo00,rush_yds,0,,,,,
player,201110230tam,tam,FreeJo00,rush_td,0,,,,,
player,201110230tam,tam,FreeJo00,rush_long,0,,,,,
player,201110230tam,tam,FreeJo00,targets,0,,,,,
player,201110230tam,tam,FreeJo00,rec,0,,,,,
player,201110230tam,tam,FreeJo00,rec_yds,0,,,,,
player,201110230tam,tam,FreeJo00,rec_td,0,,,,,
player,201110230tam,tam,FreeJo00,rec_long,0,,,,,
player,201110230tam,tam,FreeJo00,fumbles,0,,,,,
player,201110230tam,tam,FreeJo00,fumbles_lost,,,,,,
player,201110230tam,tam,SpurMi00,pass_cmp,0,,,,,
player,201110230tam,tam,SpurMi00,pass_att,1,,,,,
player,201110230tam,tam,SpurMi00,pass_yds,0,,,,,
player,201110230tam,tam,SpurMi00,pass_td,0,,,,,
player,201110230tam,tam,SpurMi00,pass_int,0,,,,,
player,201110230tam,tam,SpurMi00,pass_sacked,0,,,,,
player,201110230tam,tam,SpurMi00,pass_sacked_yds,0,,,,,
player,201110230tam,tam,SpurMi00,pass_long,0,,,,,
player,201110230tam,tam,SpurMi00,pass_rating,39.6,,,,,
player,201110230tam,tam,SpurMi00,rush_att,0,,,,,
player,201110230tam,tam,SpurMi00,rush_yds,0,,,,,
player,201110230tam,tam,SpurMi00,rush_td,0,,,,,
player,201110230tam,tam,SpurMi00,rush_long,0,,,,,
player,201110230tam,tam,SpurMi00,targets,0,,,,,
player,201110230tam,tam,SpurMi00,rec,0,,,,,
player,201110230tam,tam,SpurMi00,rec_yds,0,,,,,
player,201110230tam,tam,SpurMi00,rec_td,0,,,,,
player,201110230tam,tam,SpurMi00,rec_long,0,,,,,
player,201110230tam,tam,SpurMi00,fumbles,0,,,,,
player,201110230tam,tam,SpurMi00,fumbles_lost,,,,,,
player,201110230tam,tam,LumpKr00,pass_cmp,0,,,,,
player,201110230tam,tam,LumpKr00,pass_att,0,,,,,
player,201110230tam,tam,LumpKr00,pass_yds,0,,,,,
player,201110230tam,tam,LumpKr00,pass_td,0,,,,,
player,201110230tam,tam,LumpKr00,pass_int,0,,,,,
player,201110230tam,tam,LumpKr00,pass_sacked,0,,,,,
player,201110230tam,tam,LumpKr00,pass_sacked_yds,0,,,,,
player,201110230tam,tam,LumpKr00,pass_long,0,,,,,
player,201110230tam,tam,LumpKr00,pass_rating,,,,,,
player,201110230tam,tam,LumpKr00,rush_att,8,,,,,
player,201110230tam,tam,LumpKr00,rush_yds,15,,,,,
player,201110230tam,tam,LumpKr00,rush_td,0,,,,,
player,201110230tam,tam,LumpKr00,rush_long,13,,,,,
player,201110230tam,tam,LumpKr00,targets,8,,,,,
player,201110230tam,tam,LumpKr00,rec,6,,,,,
player,201110230tam,tam,LumpKr00,rec_yds,37,,,,,
player,201110230tam,tam,LumpKr00,rec_td,0,,,,,
player,201110230tam,tam,LumpKr00,rec_long,10,,,,,
player,201110230tam,tam,LumpKr00,fumbles,0,,,,,
player,201110230tam,tam,LumpKr00,fumbles_lost,,,,,,
player,201110230tam,tam,GrahEa00,pass_cmp,0,,,,,
player,201110230tam,tam,GrahEa00,pass_att,0,,,,,
player,201110230tam,tam,GrahEa00,pass_yds,0,,,,,
player,201110230tam,tam,GrahEa00,pass_td,0,,,,,
player,201110230tam,tam,GrahEa00,pass_int,0,,,,,
player,201110230tam,tam,GrahEa00,pass_sacked,0,,,,,
player,201110230tam,tam,GrahEa00,pass_sacked_yds,0,,,,,
player,201110230tam,tam,GrahEa00,pass_long,0,,,,,
player,201110230tam,tam,GrahEa00,pass_rating,,,,,,
player,201110230tam,tam,GrahEa00,rush_att,2,,,,,
player,201110230tam,tam,GrahEa00,rush_yds,13,,,,,
player,201110230tam,tam,GrahEa00,rush_td,0,,,,,
player,201110230tam,tam,GrahEa00,rush_long,9,,,,,
player,201110230tam,tam,GrahEa00,targets,1,,,,,
player,201110230tam,tam,GrahEa00,rec,1,,,,,
player,201110230tam,tam,GrahEa00,rec_yds,-2,,,,,
player,201110230tam,tam,GrahEa00,rec_td,0,,,,,
player,201110230tam,tam,GrahEa00,rec_long,-2,,,,,
player,201110230tam,tam,GrahEa00,fumbles,0,,,,,
player,201110230tam,tam,GrahEa00,fumbles_lost,,,,,,
player,201110230tam,tam,BennAr00,pass_cmp,0,,,,,
player,201110230tam,tam,BennAr00,pass_att,0,,,,,
player,201110230tam,tam,BennAr00,pass_yds,0,,,,,
player,201110230tam,tam,BennAr00,pass_td,0,,,,,
player,201110230tam,tam,BennAr00,pass_int,0,,,,,
player,201110230tam,tam,BennAr00,pass_sacked,0,,,,,
player,201110230tam,tam,BennAr00,pass_sacked_yds,0,,,,,
player,201110230tam,tam,BennAr00,pass_long,0,,,,,
player,201110230tam,tam,BennAr00,pass_rating,,,,,,
player,201110230tam,tam,BennAr00,rush_att,1,,,,,
player,201110230tam,tam,BennAr00,rush_yds,2,,,,,
player,201110230tam,tam,BennAr00,rush_td,0,,,,,
player,201110230tam,tam,BennAr00,rush_long,2,,,,,
player,201110230tam,tam,BennAr00,targets,1,,,,,
player,201110230tam,tam,BennAr00,rec,0,,,,,
player,201110230tam,tam,BennAr00,rec_yds,0,,,,,
player,201110230tam,tam,BennAr00,rec_td,0,,,,,
player,201110230tam,tam,BennAr00,rec_long,0,,,,,
player,201110230tam,tam,BennAr00,fumbles,0,,,,,
player,201110230tam,tam,BennAr00,fumbles_lost,,,,,,
player,201110230tam,tam,WillMi04,pass_cmp,0,,,,,
player,201110230tam,tam,WillMi04,pass_att,0,,,,,
player,201110230tam,tam,WillMi04,pass_yds,0,,,,,
player,201110230tam,tam,WillMi04,pass_td,0,,,,,
player,201110230tam,tam,WillMi04,pass_int,0,,,,,
player,201110230tam,tam,WillMi04,pass_sacked,0,,,,,
player,201110230tam,tam,WillMi04,pass_sacked_yds,0,,,,,
player,201110230tam,tam,WillMi04,pass_long,0,,,,,
player,201110230tam,tam,WillMi04,pass_rating,,,,,,
player,201110230tam,tam,WillMi04,rush_att,0,,,,,
player,201110230tam,tam,WillMi04,rush_yds,0,,,,,
player,201110230tam,tam,WillMi04,rush_td,0,,,,,
player,201110230tam,tam,WillMi04,rush_long,0,,,,,
player,201110230tam,tam,WillMi04,targets,11,,,,,
player,201110230tam,tam,WillMi04,rec,6,,,,,
player,201110230tam,tam,WillMi04,rec_yds,75,,,,,
player,201110230tam,tam,WillMi04,rec_td,0,,,,,
player,201110230tam,tam,WillMi04,rec_long,18,,,,,
player,201110230tam,tam,WillMi04,fumbles,0,,,,,
player,201110230tam,tam,WillMi04,fumbles_lost,,,,,,
player,201110230tam,tam,BrisDe00,pass_cmp,0,,,,,
player,201110230tam,tam,BrisDe00,pass_att,0,,,,,
player,201110230tam,tam,BrisDe00,pass_yds,0,,,,,
player,201110230tam,tam,BrisDe00,pass_td,0,,,,,
player,201110230tam,tam,BrisDe00,pass_int,0,,,,,
player,201110230tam,tam,BrisDe00,pass_sacked,0,,,,,
player,201110230tam,tam,BrisDe00,pass_sacked_yds,0,,,,,
player,201110230tam,tam,BrisDe00,pass_long,0,,,,,
player,201110230tam,tam,BrisDe00,pass_rating,,,,,,
player,201110230tam,tam,BrisDe00,rush_att,0,,,,,
player,201110230tam,tam,BrisDe00,rush_yds,0,,,,,
player,201110230tam,tam,BrisDe00,rush_td,0,,,,,
player,201110230tam,tam,BrisDe00,rush_long,0,,,,,
player,201110230tam,tam,BrisDe00,targets,10,,,,,
player,201110230tam,tam,BrisDe00,rec,6,,,,,
player,201110230tam,tam,BrisDe00,rec_yds,73,,,,,
player,201110230tam,tam,BrisDe00,rec_td,1,,,,,
player,201110230tam,tam,BrisDe00,rec_long,24,,,,,
player,201110230tam,tam,BrisDe00,fumbles,0,,,,,
player,201110230tam,tam,BrisDe00,fumbles_lost,,,,,,
player,201110230tam,tam,ParkPr00,pass_cmp,0,,,,,
player,201110230tam,tam,ParkPr00,pass_att,0,,,,,
player,201110230tam,tam,ParkPr00,pass_yds,0,,,,,
player,201110230tam,tam,ParkPr00,pass_td,0,,,,,
player,201110230tam,tam,ParkPr00,pass_int,0,,,,,
player,201110230tam,tam,ParkPr00,pass_sacked,0,,,,,
player,201110230tam,tam,ParkPr00,pass_sacked_yds,0,,,,,
player,201110230tam,tam,ParkPr00,pass_long,0,,,,,
player,201110230tam,tam,ParkPr00,pass_rating,,,,,,
player,201110230tam,tam,ParkPr00,rush_att,0,,,,,
player,201110230tam,tam,ParkPr00,rush_yds,0,,,,,
player,201110230tam,tam,ParkPr00,rush_td,0,,,,,
player,201110230tam,tam,ParkPr00,rush_long,0,,,,,
player,201110230tam,tam,ParkPr00,targets,6,,,,,
player,201110230tam,tam,ParkPr00,rec,4,,,,,
player,201110230tam,tam,ParkPr00,rec_yds,42,,,,,
player,201110230tam,tam,ParkPr00,rec_td,0,,,,,
player,201110230tam,tam,ParkPr00,rec_long,15,,,,,
player,201110230tam,tam,ParkPr00,fumbles,1,,,,,
player,201110230tam,tam,ParkPr00,fumbles_lost,0,,,,,
player,201110230tam,tam,WinsKe01,pass_cmp,0,,,,,
player,201110230tam,tam,WinsKe01,pass_att,0,,,,,
player,201110230tam,tam,WinsKe01,pass_yds,0,,,,,
player,201110230tam,tam,WinsKe01,pass_td,0,,,,,
player,201110230tam,tam,WinsKe01,pass_int,0,,,,,
player,201110230tam,tam,WinsKe01,pass_sacked,0,,,,,
player,201110230tam,tam,WinsKe01,pass_sacked_yds,0,,,,,
player,201110230tam,tam,WinsKe01,pass_long,0,,,,,
player,201110230tam,tam,WinsKe01,pass_rating,,,,,,
player,201110230tam,tam,WinsKe01,rush_att,0,,,,,
player,201110230tam,tam,WinsKe01,rush_yds,0,,,,,
player,201110230tam,tam,WinsKe01,rush_td,0,,,,,
player,201110230tam,tam,WinsKe01,rush_long,0,,,,,
player,201110230tam,tam,WinsKe01,targets,12,,,,,
player,201110230tam,tam,WinsKe01,rec,4,,,,,
player,201110230tam,tam,WinsKe01,rec_yds,25,,,,,
player,201110230tam,tam,WinsKe01,rec_td,1,,,,,
player,201110230tam,tam,WinsKe01,rec_long,14,,,,,
player,201110230tam,tam,WinsKe01,fumbles,0,,,,,
player,201110230tam,tam,WinsKe01,fumbles_lost,,,,,,
player,201110230tam,tam,StocLu00,pass_cmp,0,,,,,
player,201110230tam,tam,StocLu00,pass_att,0,,,,,
player,201110230tam,tam,StocLu00,pass_yds,0,,,,,
player,201110230tam,tam,StocLu00,pass_td,0,,,,,
player,201110230tam,tam,StocLu00,pass_int,0,,,,,
player,201110230tam,tam,StocLu00,pass_sacked,0,,,,,
player,201110230tam,tam,StocLu00,pass_sacked_yds,0,,,,,
player,201110230tam,tam,StocLu00,pass_long,0,,,,,
player,201110230tam,tam,StocLu00,pass_rating,,,,,,
player,201110230tam,tam,StocLu00,rush_att,0,,,,,
player,201110230tam,tam,StocLu00,rush_yds,0,,,,,
player,201110230tam,tam,StocLu00,rush_td,0,,,,,
player,201110230tam,tam,StocLu00,rush_long,0,,,,,
player,201110230tam,tam,StocLu00,targets,3,,,,,
player,201110230tam,tam,StocLu00,rec,2,,,,,
player,201110230tam,tam,StocLu00,rec_yds,14,,,,,
player,201110230tam,tam,StocLu00,rec_td,0,,,,,
player,201110230tam,tam,StocLu00,rec_long,10,,,,,
player,201110230tam,tam,StocLu00,fumbles,0,,,,,
player,201110230tam,tam,StocLu00,fumbles_lost,,,,,,
player,201110230tam,chi,BrigLa99,def_int,1,,,,,
player,201110230tam,chi,BrigLa99,def_int_yds,0,,,,,
player,201110230tam,chi,BrigLa99,def_int_td,0,,,,,
player,201110230tam,chi,BrigLa99,def_int_long,0,,,,,
player,201110230tam,chi,BrigLa99,pass_defended,2,,,,,
player,201110230tam,chi,BrigLa99,sacks,0.0,,,,,
player,201110230tam,chi,BrigLa99,tackles_combined,6,,,,,
player,201110230tam,chi,BrigLa99,tackles_solo,5,,,,,
player,201110230tam,chi,BrigLa99,tackles_assists,1,,,,,
player,201110230tam,chi,BrigLa99,tackles_loss,1,,,,,
player,201110230tam,chi,BrigLa99,qb_hits,0,,,,,
player,201110230tam,chi,BrigLa99,fumbles_rec,0,,,,,
player,201110230tam,chi,BrigLa99,fumbles_rec_yds,0,,,,,
player,201110230tam,chi,BrigLa99,fumbles_rec_td,0,,,,,
player,201110230tam,chi,BrigLa99,fumbles_forced,0,,,,,
player,201110230tam,chi,UrlaBr00,def_int,1,,,,,
player,201110230tam,chi,UrlaBr00,def_int_yds,8,,,,,
player,201110230tam,chi,UrlaBr00,def_int_td,0,,,,,
player,201110230tam,chi,UrlaBr00,def_int_long,8,,,,,
player,201110230tam,chi,UrlaBr00,pass_defended,2,,,,,
player,201110230tam,chi,UrlaBr00,sacks,0.0,,,,,
player,201110230tam,chi,UrlaBr00,tackles_combined,5,,,,,
player,201110230tam,chi,UrlaBr00,tackles_solo,3,,,,,
player,201110230tam,chi,UrlaBr00,tackles_assists,2,,,,,
player,201110230tam,chi,UrlaBr00,tackles_loss,1,,,,,
player,201110230tam,chi,UrlaBr00,qb_hits,0,,,,,
player,201110230tam,chi,UrlaBr00,fumbles_rec,0,,,,,
player,201110230tam,chi,UrlaBr00,fumbles_rec_yds,0,,,,,
player,201110230tam,chi,UrlaBr00,fumbles_rec_td,0,,,,,
player,201110230tam,chi,UrlaBr00,fumbles_forced,0,,,,,
player,201110230tam,chi,MoorDJ99,def_int,1,,,,,
player,201110230tam,chi,MoorDJ99,def_int_yds,10,,,,,
player,201110230tam,chi,MoorDJ99,def_int_td,0,,,,,
player,201110230tam,chi,MoorDJ99,def_int_long,10,,,,,
player,201110230tam,chi,MoorDJ99,pass_defended,1,,,,,
player,201110230tam,chi,MoorDJ99,sacks,0.0,,,,,
player,201110230tam,chi,MoorDJ99,tackles_combined,3,,,,,
player,201110230tam,chi,MoorDJ99,tackles_solo,1,,,,,
player,201110230tam,chi,MoorDJ99,tackles_assists,2,,,,,
player,201110230tam,chi,MoorDJ99,tackles_loss,0,,,,,
player,201110230tam,chi,MoorDJ99,qb_hits,0,,,,,
player,201110230tam,chi,MoorDJ99,fumbles_rec,0,,,,,
player,201110230tam,chi,MoorDJ99,fumbles_rec_yds,0,,,,,
player,201110230tam,chi,MoorDJ99,fumbles_rec_td,0,,,,,
player,201110230tam,chi,MoorDJ99,fumbles_forced,0,,,,,
player,201110230tam,chi,ContCh00,def_int,1,,,,,
player,201110230tam,chi,ContCh00,def_int_yds,0,,,,,
player,201110230tam,chi,ContCh00,def_int_td,0,,,,,
player,201110230tam,chi,ContCh00,def_int_long,0,,,,,
player,201110230tam,chi,ContCh00,pass_defended,2,,,,,
player,201110230tam,chi,ContCh00,sacks,0.0,,,,,
