game,2011,11,20111120,201111200chi,sdg,"San Diego Chargers",20,chi,"Chicago Bears",31
player,201111200chi,chi,UrlaBr00,pass_defended,0,,,,,
player,201111200chi,chi,UrlaBr00,sacks,0.0,,,,,
player,201111200chi,chi,UrlaBr00,tackles_combined,4,,,,,
player,201111200chi,chi,UrlaBr00,tackles_solo,1,,,,,
player,201111200chi,chi,UrlaBr00,tackles_assists,3,,,,,
player,201111200chi,chi,UrlaBr00,tackles_loss,0,,,,,
player,201111200chi,chi,UrlaBr00,qb_hits,0,,,,,
player,201111200chi,chi,UrlaBr00,fumbles_rec,0,,,,,
player,201111200chi,chi,UrlaBr00,fumbles_rec_yds,0,,,,,
player,201111200chi,chi,UrlaBr00,fumbles_rec_td,0,,,,,
player,201111200chi,chi,UrlaBr00,fumbles_forced,0,,,,,
player,201111200chi,chi,MeriBr99,def_int,0,,,,,
player,201111200chi,chi,MeriBr99,def_int_yds,0,,,,,
player,201111200chi,chi,MeriBr99,def_int_td,0,,,,,
player,201111200chi,chi,MeriBr99,def_int_long,0,,,,,
player,201111200chi,chi,MeriBr99,pass_defended,0,,,,,
player,201111200chi,chi,MeriBr99,sacks,0.0,,,,,
player,201111200chi,chi,MeriBr99,tackles_combined,3,,,,,
player,201111200chi,chi,MeriBr99,tackles_solo,3,,,,,
player,201111200chi,chi,MeriBr99,tackles_assists,0,,,,,
player,201111200chi,chi,MeriBr99,tackles_loss,0,,,,,
player,201111200chi,chi,MeriBr99,qb_hits,0,,,,,
player,201111200chi,chi,MeriBr99,fumbles_rec,0,,,,,
player,201111200chi,chi,MeriBr99,fumbles_rec_yds,0,,,,,
player,201111200chi,chi,MeriBr99,fumbles_rec_td,0,,,,,
player,201111200chi,chi,MeriBr99,fumbles_forced,0,,,,,
player,201111200chi,chi,DeCiDo00,def_int,0,,,,,
player,201111200chi,chi,DeCiDo00,def_int_yds,0,,,,,
player,201111200chi,chi,DeCiDo00,def_int_td,0,,,,,
player,201111200chi,chi,DeCiDo00,def_int_long,0,,,,,
player,201111200chi,chi,DeCiDo00,pass_defended,0,,,,,
player,201111200chi,chi,DeCiDo00,sacks,0.0,,,,,
player,201111200chi,chi,DeCiDo00,tackles_combined,2,,,,,
player,201111200chi,chi,DeCiDo00,tackles_solo,2,,,,,
player,201111200chi,chi,DeCiDo00,tackles_assists,0,,,,,
player,201111200chi,chi,DeCiDo00,tackles_loss,0,,,,,
player,201111200chi,chi,DeCiDo00,qb_hits,0,,,,,
player,201111200chi,chi,DeCiDo00,fumbles_rec,0,,,,,
player,201111200chi,chi,DeCiDo00,fumbles_rec_yds,0,,,,,
player,201111200chi,chi,DeCiDo00,fumbles_rec_td,0,,,,,
player,201111200chi,chi,DeCiDo00,fumbles_forced,0,,,,,
player,201111200chi,chi,StelCr99,def_int,0,,,,,
player,201111200chi,chi,StelCr99,def_int_yds,0,,,,,
player,201111200chi,chi,StelCr99,def_int_td,0,,,,,
player,201111200chi,chi,StelCr99,def_int_long,0,,,,,
player,201111200chi,chi,StelCr99,pass_defended,0,,,,,
player,201111200chi,chi,StelCr99,sacks,0.0,,,,,
player,201111200chi,chi,StelCr99,tackles_combined,2,,,,,
player,201111200chi,chi,StelCr99,tackles_solo,2,,,,,
player,201111200chi,chi,StelCr99,tackles_assists,0,,,,,
player,201111200chi,chi,StelCr99,tackles_loss,0,,,,,
player,201111200chi,chi,StelCr99,qb_hits,0,,,,,
player,201111200chi,chi,StelCr99,fumbles_rec,0,,,,,
player,201111200chi,chi,StelCr99,fumbles_rec_yds,0,,,,,
player,201111200chi,chi,StelCr99,fumbles_rec_td,0,,,,,
player,201111200chi,chi,StelCr99,fumbles_forced,0,,,,,
player,201111200chi,chi,MeltHe99,def_int,0,,,,,
player,201111200chi,chi,MeltHe99,def_int_yds,0,,,,,
player,201111200chi,chi,MeltHe99,def_int_td,0,,,,,
player,201111200chi,chi,MeltHe99,def_int_long,0,,,,,
player,201111200chi,chi,MeltHe99,pass_defended,0,,,,,
player,201111200chi,chi,MeltHe99,sacks,0.0,,,,,
player,201111200chi,chi,MeltHe99,tackles_combined,1,,,,,
player,201111200chi,chi,MeltHe99,tackles_solo,1,,,,,
player,201111200chi,chi,MeltHe99,tackles_assists,0,,,,,
player,201111200chi,chi,MeltHe99,tackles_loss,1,,,,,
player,201111200chi,chi,MeltHe99,qb_hits,0,,,,,
player,201111200chi,chi,MeltHe99,fumbles_rec,0,,,,,
player,201111200chi,chi,MeltHe99,fumbles_rec_yds,0,,,,,
player,201111200chi,chi,MeltHe99,fumbles_rec_td,0,,,,,
player,201111200chi,chi,MeltHe99,fumbles_forced,0,,,,,
player,201111200chi,chi,OkoyAm99,def_int,0,,,,,
player,201111200chi,chi,OkoyAm99,def_int_yds,0,,,,,
player,201111200chi,chi,OkoyAm99,def_int_td,0,,,,,
player,201111200chi,chi,OkoyAm99,def_int_long,0,,,,,
player,201111200chi,chi,OkoyAm99,pass_defended,0,,,,,
player,201111200chi,chi,OkoyAm99,sacks,0.0,,,,,
player,201111200chi,chi,OkoyAm99,tackles_combined,1,,,,,
player,201111200chi,chi,OkoyAm99,tackles_solo,1,,,,,
player,201111200chi,chi,OkoyAm99,tackles_assists,0,,,,,
player,201111200chi,chi,OkoyAm99,tackles_loss,0,,,,,
player,201111200chi,chi,OkoyAm99,qb_hits,0,,,,,
player,201111200chi,chi,OkoyAm99,fumbles_rec,0,,,,,
player,201111200chi,chi,OkoyAm99,fumbles_rec_yds,0,,,,,
player,201111200chi,chi,OkoyAm99,fumbles_rec_td,0,,,,,
player,201111200chi,chi,OkoyAm99,fumbles_forced,0,,,,,
player,201111200chi,chi,PaeaSt00,def_int,0,,,,,
player,201111200chi,chi,PaeaSt00,def_int_yds,0,,,,,
player,201111200chi,chi,PaeaSt00,def_int_td,0,,,,,
player,201111200chi,chi,PaeaSt00,def_int_long,0,,,,,
player,201111200chi,chi,PaeaSt00,pass_defended,0,,,,,
player,201111200chi,chi,PaeaSt00,sacks,0.0,,,,,
player,201111200chi,chi,PaeaSt00,tackles_combined,1,,,,,
player,201111200chi,chi,PaeaSt00,tackles_solo,1,,,,,
player,201111200chi,chi,PaeaSt00,tackles_assists,0,,,,,
player,201111200chi,chi,PaeaSt00,tackles_loss,0,,,,,
player,201111200chi,chi,PaeaSt00,qb_hits,0,,,,,
player,201111200chi,chi,PaeaSt00,fumbles_rec,0,,,,,
player,201111200chi,chi,PaeaSt00,fumbles_rec_yds,0,,,,,
player,201111200chi,chi,PaeaSt00,fumbles_rec_td,0,,,,,
player,201111200chi,chi,PaeaSt00,fumbles_forced,0,,,,,
player,201111200chi,chi,RoacNi99,def_int,0,,,,,
player,201111200chi,chi,RoacNi99,def_int_yds,0,,,,,
player,201111200chi,chi,RoacNi99,def_int_td,0,,,,,
player,201111200chi,chi,RoacNi99,def_int_long,0,,,,,
player,201111200chi,chi,RoacNi99,pass_defended,0,,,,,
player,201111200chi,chi,RoacNi99,sacks,0.0,,,,,
player,201111200chi,chi,RoacNi99,tackles_combined,1,,,,,
player,201111200chi,chi,RoacNi99,tackles_solo,1,,,,,
player,201111200chi,chi,RoacNi99,tackles_assists,0,,,,,
player,201111200chi,chi,RoacNi99,tackles_loss,1,,,,,
player,201111200chi,chi,RoacNi99,qb_hits,0,,,,,
player,201111200chi,chi,RoacNi99,fumbles_rec,0,,,,,
player,201111200chi,chi,RoacNi99,fumbles_rec_yds,0,,,,,
player,201111200chi,chi,RoacNi99,fumbles_rec_td,0,,,,,
player,201111200chi,chi,RoacNi99,fumbles_forced,0,,,,,
player,201111200chi,chi,VenaWi00,def_int,0,,,,,
player,201111200chi,chi,VenaWi00,def_int_yds,0,,,,,
player,201111200chi,chi,VenaWi00,def_int_td,0,,,,,
player,201111200chi,chi,VenaWi00,def_int_long,0,,,,,
player,201111200chi,chi,VenaWi00,pass_defended,0,,,,,
player,201111200chi,chi,VenaWi00,sacks,0.0,,,,,
player,201111200chi,chi,VenaWi00,tackles_combined,1,,,,,
player,201111200chi,chi,VenaWi00,tackles_solo,1,,,,,
player,201111200chi,chi,VenaWi00,tackles_assists,0,,,,,
player,201111200chi,chi,VenaWi00,tackles_loss,0,,,,,
player,201111200chi,chi,VenaWi00,qb_hits,0,,,,,
player,201111200chi,chi,VenaWi00,fumbles_rec,0,,,,,
player,201111200chi,chi,VenaWi00,fumbles_rec_yds,0,,,,,
player,201111200chi,chi,VenaWi00,fumbles_rec_td,0,,,,,
player,201111200chi,chi,VenaWi00,fumbles_forced,0,,,,,
player,201111200chi,chi,WootCo99,def_int,0,,,,,
player,201111200chi,chi,WootCo99,def_int_yds,0,,,,,
player,201111200chi,chi,WootCo99,def_int_td,0,,,,,
player,201111200chi,chi,WootCo99,def_int_long,0,,,,,
player,201111200chi,chi,WootCo99,pass_defended,0,,,,,
player,201111200chi,chi,WootCo99,sacks,0.0,,,,,
player,201111200chi,chi,WootCo99,tackles_combined,1,,,,,
player,201111200chi,chi,WootCo99,tackles_solo,1,,,,,
player,201111200chi,chi,WootCo99,tackles_assists,0,,,,,
player,201111200chi,chi,WootCo99,tackles_loss,0,,,,,
player,201111200chi,chi,WootCo99,qb_hits,0,,,,,
player,201111200chi,chi,WootCo99,fumbles_rec,0,,,,,
player,201111200chi,chi,WootCo99,fumbles_rec_yds,0,,,,,
player,201111200chi,chi,WootCo99,fumbles_rec_td,0,,,,,
player,201111200chi,chi,WootCo99,fumbles_forced,0,,,,,
player,201111200chi,chi,PeppJu99,def_int,0,,,,,
player,201111200chi,chi,PeppJu99,def_int_yds,0,,,,,
player,201111200chi,chi,PeppJu99,def_int_td,0,,,,,
player,201111200chi,chi,PeppJu99,def_int_long,0,,,,,
player,201111200chi,chi,PeppJu99,pass_defended,0,,,,,
player,201111200chi,chi,PeppJu99,sacks,0.0,,,,,
player,201111200chi,chi,PeppJu99,tackles_combined,0,,,,,
player,201111200chi,chi,PeppJu99,tackles_solo,0,,,,,
player,201111200chi,chi,PeppJu99,tackles_assists,0,,,,,
player,201111200chi,chi,PeppJu99,tackles_loss,0,,,,,
player,201111200chi,chi,PeppJu99,qb_hits,1,,,,,
player,201111200chi,chi,PeppJu99,fumbles_rec,0,,,,,
player,201111200chi,chi,PeppJu99,fumbles_rec_yds,0,,,,,
player,201111200chi,chi,PeppJu99,fumbles_rec_td,0,,,,,
player,201111200chi,chi,PeppJu99,fumbles_forced,0,,,,,
player,201111200chi,sdg,GoodRi00,kick_ret,4,,,,,
player,201111200chi,sdg,GoodRi00,kick_ret_yds,144,,,,,
player,201111200chi,sdg,GoodRi00,kick_ret_yds_per_ret,36.0,,,,,
player,201111200chi,sdg,GoodRi00,kick_ret_td,0,,,,,
player,201111200chi,sdg,GoodRi00,kick_ret_long,44,,,,,
player,201111200chi,sdg,GoodRi00,punt_ret,0,,,,,
player,201111200chi,sdg,GoodRi00,punt_ret_yds,0,,,,,
player,201111200chi,sdg,GoodRi00,punt_ret_yds_per_ret,,,,,,
player,201111200chi,sdg,GoodRi00,punt_ret_td,0,,,,,
player,201111200chi,sdg,GoodRi00,punt_ret_long,0,,,,,
player,201111200chi,sdg,HestJa00,kick_ret,1,,,,,
player,201111200chi,sdg,HestJa00,kick_ret_yds,23,,,,,
player,201111200chi,sdg,HestJa00,kick_ret_yds_per_ret,23.0,,,,,
player,201111200chi,sdg,HestJa00,kick_ret_td,0,,,,,
player,201111200chi,sdg,HestJa00,kick_ret_long,23,,,,,
player,201111200chi,sdg,HestJa00,punt_ret,0,,,,,
player,201111200chi,sdg,HestJa00,punt_ret_yds,0,,,,,
player,201111200chi,sdg,HestJa00,punt_ret_yds_per_ret,,,,,,
player,201111200chi,sdg,HestJa00,punt_ret_td,0,,,,,
player,201111200chi,sdg,HestJa00,punt_ret_long,0,,,,,
player,201111200chi,chi,HestDe99,kick_ret,3,,,,,
player,201111200chi,chi,HestDe99,kick_ret_yds,48,,,,,
player,201111200chi,chi,HestDe99,kick_ret_yds_per_ret,16.0,,,,,
player,201111200chi,chi,HestDe99,kick_ret_td,0,,,,,
player,201111200chi,chi,HestDe99,kick_ret_long,22,,,,,
player,201111200chi,chi,HestDe99,punt_ret,2,,,,,
player,201111200chi,chi,HestDe99,punt_ret_yds,59,,,,,
player,201111200chi,chi,HestDe99,punt_ret_yds_per_ret,29.5,,,,,
player,201111200chi,chi,HestDe99,punt_ret_td,0,,,,,
player,201111200chi,chi,HestDe99,punt_ret_long,37,,,,,
player,201111200chi,chi,KnoxJo00,kick_ret,2,,,,,
player,201111200chi,chi,KnoxJo00,kick_ret_yds,74,,,,,
player,201111200chi,chi,KnoxJo00,kick_ret_yds_per_ret,37.0,,,,,
player,201111200chi,chi,KnoxJo00,kick_ret_td,0,,,,,
player,201111200chi,chi,KnoxJo00,kick_ret_long,53,,,,,
player,201111200chi,chi,KnoxJo00,punt_ret,0,,,,,
player,201111200chi,chi,KnoxJo00,punt_ret_yds,0,,,,,
player,201111200chi,chi,KnoxJo00,punt_ret_yds_per_ret,,,,,,
player,201111200chi,chi,KnoxJo00,punt_ret_td,0,,,,,
player,201111200chi,chi,KnoxJo00,punt_ret_long,0,,,,,
player,201111200chi,sdg,novaknic01,xpm,2,,,,,
player,201111200chi,sdg,novaknic01,xpa,2,,,,,
player,201111200chi,sdg,novaknic01,fgm,2,,,,,
player,201111200chi,sdg,novaknic01,fga,3,,,,,
player,201111200chi,sdg,novaknic01,punt,0,,,,,
player,201111200chi,sdg,novaknic01,punt_yds,0,,,,,
player,201111200chi,sdg,novaknic01,punt_yds_per_punt,,,,,,
player,201111200chi,sdg,novaknic01,punt_long,0,,,,,
player,201111200chi,sdg,ScifMi20,xpm,,,,,,
player,201111200chi,sdg,ScifMi20,xpa,,,,,,
player,201111200chi,sdg,ScifMi20,fgm,,,,,,
player,201111200chi,sdg,ScifMi20,fga,,,,,,
player,201111200chi,sdg,ScifMi20,punt,3,,,,,
player,201111200chi,sdg,ScifMi20,punt_yds,118,,,,,
player,201111200chi,sdg,ScifMi20,punt_yds_per_punt,39.3,,,,,
player,201111200chi,sdg,ScifMi20,punt_long,42,,,,,
player,201111200chi,chi,gouldrob01,xpm,4,,,,,
player,201111200chi,chi,gouldrob01,xpa,4,,,,,
player,201111200chi,chi,gouldrob01,fgm,1,,,,,
player,201111200chi,chi,gouldrob01,fga,1,,,,,
player,201111200chi,chi,gouldrob01,punt,0,,,,,
player,201111200chi,chi,gouldrob01,punt_yds,0,,,,,
player,201111200chi,chi,gouldrob01,punt_yds_per_punt,,,,,,
player,201111200chi,chi,gouldrob01,punt_long,0,,,,,
player,201111200chi,chi,PodlAd20,xpm,,,,,,
player,201111200chi,chi,PodlAd20,xpa,,,,,,
player,201111200chi,chi,PodlAd20,fgm,,,,,,
player,201111200chi,chi,PodlAd20,fga,,,,,,
player,201111200chi,chi,PodlAd20,punt,3,,,,,
player,201111200chi,chi,PodlAd20,punt_yds,137,,,,,
player,201111200chi,chi,PodlAd20,punt_yds_per_punt,45.7,,,,,
player,201111200chi,chi,PodlAd20,punt_long,55,,,,,
