game,2011,2,20110918,201109180mia,htx,"Houston Texans",23,mia,"Miami Dolphins",13
player,201109180mia,mia,LangKe98,def_int_yds,0,,,,,
player,201109180mia,mia,LangKe98,def_int_td,0,,,,,
player,201109180mia,mia,LangKe98,def_int_long,0,,,,,
player,201109180mia,mia,LangKe98,pass_defended,0,,,,,
player,201109180mia,mia,LangKe98,sacks,0.0,,,,,
player,201109180mia,mia,LangKe98,tackles_combined,1,,,,,
player,201109180mia,mia,LangKe98,tackles_solo,1,,,,,
player,201109180mia,mia,LangKe98,tackles_assists,0,,,,,
player,201109180mia,mia,LangKe98,tackles_loss,0,,,,,
player,201109180mia,mia,LangKe98,qb_hits,0,,,,,
player,201109180mia,mia,LangKe98,fumbles_rec,0,,,,,
player,201109180mia,mia,LangKe98,fumbles_rec_yds,0,,,,,
player,201109180mia,mia,LangKe98,fumbles_rec_td,0,,,,,
player,201109180mia,mia,LangKe98,fumbles_forced,0,,,,,
player,201109180mia,mia,MerlPh99,def_int,0,,,,,
player,201109180mia,mia,MerlPh99,def_int_yds,0,,,,,
player,201109180mia,mia,MerlPh99,def_int_td,0,,,,,
player,201109180mia,mia,MerlPh99,def_int_long,0,,,,,
player,201109180mia,mia,MerlPh99,pass_defended,0,,,,,
player,201109180mia,mia,MerlPh99,sacks,0.0,,,,,
player,201109180mia,mia,MerlPh99,tackles_combined,1,,,,,
player,201109180mia,mia,MerlPh99,tackles_solo,0,,,,,
player,201109180mia,mia,MerlPh99,tackles_assists,1,,,,,
player,201109180mia,mia,MerlPh99,tackles_loss,0,,,,,
player,201109180mia,mia,MerlPh99,qb_hits,0,,,,,
player,201109180mia,mia,MerlPh99,fumbles_rec,0,,,,,
player,201109180mia,mia,MerlPh99,fumbles_rec_yds,0,,,,,
player,201109180mia,mia,MerlPh99,fumbles_rec_td,0,,,,,
player,201109180mia,mia,MerlPh99,fumbles_forced,0,,,,,
player,201109180mia,htx,JoneJa03,kick_ret,0,,,,,
player,201109180mia,htx,JoneJa03,kick_ret_yds,0,,,,,
player,201109180mia,htx,JoneJa03,kick_ret_yds_per_ret,,,,,,
player,201109180mia,htx,JoneJa03,kick_ret_td,0,,,,,
player,201109180mia,htx,JoneJa03,kick_ret_long,0,,,,,
player,201109180mia,htx,JoneJa03,punt_ret,2,,,,,
player,201109180mia,htx,JoneJa03,punt_ret_yds,36,,,,,
player,201109180mia,htx,JoneJa03,punt_ret_yds_per_ret,18.0,,,,,
player,201109180mia,htx,JoneJa03,punt_ret_td,0,,,,,
player,201109180mia,htx,JoneJa03,punt_ret_long,40,,,,,
player,201109180mia,htx,MannDa21,kick_ret,2,,,,,
player,201109180mia,htx,MannDa21,kick_ret_yds,77,,,,,
player,201109180mia,htx,MannDa21,kick_ret_yds_per_ret,38.5,,,,,
player,201109180mia,htx,MannDa21,kick_ret_td,0,,,,,
player,201109180mia,htx,MannDa21,kick_ret_long,43,,,,,
player,201109180mia,htx,MannDa21,punt_ret,0,,,,,
player,201109180mia,htx,MannDa21,punt_ret_yds,0,,,,,
player,201109180mia,htx,MannDa21,punt_ret_yds_per_ret,,,,,,
player,201109180mia,htx,MannDa21,punt_ret_td,0,,,,,
player,201109180mia,htx,MannDa21,punt_ret_long,0,,,,,
player,201109180mia,mia,GateCl00,kick_ret,3,,,,,
player,201109180mia,mia,GateCl00,kick_ret_yds,77,,,,,
player,201109180mia,mia,GateCl00,kick_ret_yds_per_ret,25.7,,,,,
player,201109180mia,mia,GateCl00,kick_ret_td,0,,,,,
player,201109180mia,mia,GateCl00,kick_ret_long,39,,,,,
player,201109180mia,mia,GateCl00,punt_ret,3,,,,,
player,201109180mia,mia,GateCl00,punt_ret_yds,32,,,,,
player,201109180mia,mia,GateCl00,punt_ret_yds_per_ret,10.7,,,,,
player,201109180mia,mia,GateCl00,punt_ret_td,0,,,,,
player,201109180mia,mia,GateCl00,punt_ret_long,17,,,,,
player,201109180mia,mia,BessDa00,kick_ret,0,,,,,
player,201109180mia,mia,BessDa00,kick_ret_yds,0,,,,,
player,201109180mia,mia,BessDa00,kick_ret_yds_per_ret,,,,,,
player,201109180mia,mia,BessDa00,kick_ret_td,0,,,,,
player,201109180mia,mia,BessDa00,kick_ret_long,0,,,,,
player,201109180mia,mia,BessDa00,punt_ret,1,,,,,
player,201109180mia,mia,BessDa00,punt_ret_yds,8,,,,,
player,201109180mia,mia,BessDa00,punt_ret_yds_per_ret,8.0,,,,,
player,201109180mia,mia,BessDa00,punt_ret_td,0,,,,,
player,201109180mia,mia,BessDa00,punt_ret_long,8,,,,,
player,201109180mia,htx,rackenei01,xpm,2,,,,,
player,201109180mia,htx,rackenei01,xpa,2,,,,,
player,201109180mia,htx,rackenei01,fgm,3,,,,,
player,201109180mia,htx,rackenei01,fga,3,,,,,
player,201109180mia,htx,rackenei01,punt,0,,,,,
player,201109180mia,htx,rackenei01,punt_yds,0,,,,,
player,201109180mia,htx,rackenei01,punt_yds_per_punt,,,,,,
player,201109180mia,htx,rackenei01,punt_long,0,,,,,
player,201109180mia,htx,HartBr01,xpm,,,,,,
player,201109180mia,htx,HartBr01,xpa,,,,,,
player,201109180mia,htx,HartBr01,fgm,,,,,,
player,201109180mia,htx,HartBr01,fga,,,,,,
player,201109180mia,htx,HartBr01,punt,6,,,,,
player,201109180mia,htx,HartBr01,punt_yds,287,,,,,
player,201109180mia,htx,HartBr01,punt_yds_per_punt,47.8,,,,,
player,201109180mia,htx,HartBr01,punt_long,69,,,,,
player,201109180mia,mia,CarpDa44,xpm,1,,,,,
player,201109180mia,mia,CarpDa44,xpa,1,,,,,
player,201109180mia,mia,CarpDa44,fgm,2,,,,,
player,201109180mia,mia,CarpDa44,fga,4,,,,,
player,201109180mia,mia,CarpDa44,punt,0,,,,,
player,201109180mia,mia,CarpDa44,punt_yds,0,,,,,
player,201109180mia,mia,CarpDa44,punt_yds_per_punt,,,,,,
player,201109180mia,mia,CarpDa44,punt_long,0,,,,,
player,201109180mia,mia,FielBr20,xpm,,,,,,
player,201109180mia,mia,FielBr20,xpa,,,,,,
player,201109180mia,mia,FielBr20,fgm,,,,,,
player,201109180mia,mia,FielBr20,fga,,,,,,
player,201109180mia,mia,FielBr20,punt,3,,,,,
player,201109180mia,mia,FielBr20,punt_yds,181,,,,,
player,201109180mia,mia,FielBr20,punt_yds_per_punt,60.3,,,,,
player,201109180mia,mia,FielBr20,punt_long,70,,,,,
