game,2011,2,20110918,201109180mia,htx,"Houston Texans",23,mia,"Miami Dolphins",13
player,201109180mia,htx,SchaMa00,pass_rating,118.5,,,,,
player,201109180mia,htx,SchaMa00,rush_att,2,,,,,
player,201109180mia,htx,SchaMa00,rush_yds,2,,,,,
player,201109180mia,htx,SchaMa00,rush_td,0,,,,,
player,201109180mia,htx,SchaMa00,rush_long,3,,,,,
player,201109180mia,htx,SchaMa00,targets,0,,,,,
player,201109180mia,htx,SchaMa00,rec,0,,,,,
player,201109180mia,htx,SchaMa00,rec_yds,0,,,,,
player,201109180mia,htx,SchaMa00,rec_td,0,,,,,
player,201109180mia,htx,SchaMa00,rec_long,0,,,,,
player,201109180mia,htx,SchaMa00,fumbles,0,,,,,
player,201109180mia,htx,SchaMa00,fumbles_lost,,,,,,
player,201109180mia,htx,TateBe00,pass_cmp,0,,,,,
player,201109180mia,htx,TateBe00,pass_att,0,,,,,
player,201109180mia,htx,TateBe00,pass_yds,0,,,,,
player,201109180mia,htx,TateBe00,pass_td,0,,,,,
player,201109180mia,htx,TateBe00,pass_int,0,,,,,
player,201109180mia,htx,TateBe00,pass_sacked,0,,,,,
player,201109180mia,htx,TateBe00,pass_sacked_yds,0,,,,,
player,201109180mia,htx,TateBe00,pass_long,0,,,,,
player,201109180mia,htx,TateBe00,pass_rating,,,,,,
player,201109180mia,htx,TateBe00,rush_att,23,,,,,
player,201109180mia,htx,TateBe00,rush_yds,103,,,,,
player,201109180mia,htx,TateBe00,rush_td,0,,,,,
player,201109180mia,htx,TateBe00,rush_long,16,,,,,
player,201109180mia,htx,TateBe00,targets,4,,,,,
player,201109180mia,htx,TateBe00,rec,4,,,,,
player,201109180mia,htx,TateBe00,rec_yds,32,,,,,
player,201109180mia,htx,TateBe00,rec_td,0,,,,,
player,201109180mia,htx,TateBe00,rec_long,13,,,,,
player,201109180mia,htx,TateBe00,fumbles,0,,,,,
player,201109180mia,htx,TateBe00,fumbles_lost,,,,,,
player,201109180mia,htx,FostAr00,pass_cmp,0,,,,,
player,201109180mia,htx,FostAr00,pass_att,0,,,,,
player,201109180mia,htx,FostAr00,pass_yds,0,,,,,
player,201109180mia,htx,FostAr00,pass_td,0,,,,,
player,201109180mia,htx,FostAr00,pass_int,0,,,,,
player,201109180mia,htx,FostAr00,pass_sacked,0,,,,,
player,201109180mia,htx,FostAr00,pass_sacked_yds,0,,,,,
player,201109180mia,htx,FostAr00,pass_long,0,,,,,
player,201109180mia,htx,FostAr00,pass_rating,,,,,,
player,201109180mia,htx,FostAr00,rush_att,10,,,,,
player,201109180mia,htx,FostAr00,rush_yds,33,,,,,
player,201109180mia,htx,FostAr00,rush_td,0,,,,,
player,201109180mia,htx,FostAr00,rush_long,14,,,,,
player,201109180mia,htx,FostAr00,targets,2,,,,,
player,201109180mia,htx,FostAr00,rec,2,,,,,
player,201109180mia,htx,FostAr00,rec_yds,7,,,,,
player,201109180mia,htx,FostAr00,rec_td,0,,,,,
player,201109180mia,htx,FostAr00,rec_long,4,,,,,
player,201109180mia,htx,FostAr00,fumbles,0,,,,,
player,201109180mia,htx,FostAr00,fumbles_lost,,,,,,
player,201109180mia,htx,JohnAn02,pass_cmp,0,,,,,
player,201109180mia,htx,JohnAn02,pass_att,0,,,,,
player,201109180mia,htx,JohnAn02,pass_yds,0,,,,,
player,201109180mia,htx,JohnAn02,pass_td,0,,,,,
player,201109180mia,htx,JohnAn02,pass_int,0,,,,,
player,201109180mia,htx,JohnAn02,pass_sacked,0,,,,,
player,201109180mia,htx,JohnAn02,pass_sacked_yds,0,,,,,
player,201109180mia,htx,JohnAn02,pass_long,0,,,,,
player,201109180mia,htx,JohnAn02,pass_rating,,,,,,
player,201109180mia,htx,JohnAn02,rush_att,0,,,,,
player,201109180mia,htx,JohnAn02,rush_yds,0,,,,,
player,201109180mia,htx,JohnAn02,rush_td,0,,,,,
player,201109180mia,htx,JohnAn02,rush_long,0,,,,,
player,201109180mia,htx,JohnAn02,targets,9,,,,,
player,201109180mia,htx,JohnAn02,rec,7,,,,,
player,201109180mia,htx,JohnAn02,rec_yds,93,,,,,
player,201109180mia,htx,JohnAn02,rec_td,1,,,,,
player,201109180mia,htx,JohnAn02,rec_long,43,,,,,
player,201109180mia,htx,JohnAn02,fumbles,0,,,,,
player,201109180mia,htx,JohnAn02,fumbles_lost,,,,,,
player,201109180mia,htx,JoneJa03,pass_cmp,0,,,,,
player,201109180mia,htx,JoneJa03,pass_att,0,,,,,
player,201109180mia,htx,JoneJa03,pass_yds,0,,,,,
player,201109180mia,htx,JoneJa03,pass_td,0,,,,,
player,201109180mia,htx,JoneJa03,pass_int,0,,,,,
player,201109180mia,htx,JoneJa03,pass_sacked,0,,,,,
player,201109180mia,htx,JoneJa03,pass_sacked_yds,0,,,,,
player,201109180mia,htx,JoneJa03,pass_long,0,,,,,
player,201109180mia,htx,JoneJa03,pass_rating,,,,,,
player,201109180mia,htx,JoneJa03,rush_att,0,,,,,
player,201109180mia,htx,JoneJa03,rush_yds,0,,,,,
player,201109180mia,htx,JoneJa03,rush_td,0,,,,,
player,201109180mia,htx,JoneJa03,rush_long,0,,,,,
player,201109180mia,htx,JoneJa03,targets,4,,,,,
player,201109180mia,htx,JoneJa03,rec,3,,,,,
player,201109180mia,htx,JoneJa03,rec_yds,48,,,,,
player,201109180mia,htx,JoneJa03,rec_td,0,,,,,
player,201109180mia,htx,JoneJa03,rec_long,31,,,,,
player,201109180mia,htx,JoneJa03,fumbles,0,,,,,
player,201109180mia,htx,JoneJa03,fumbles_lost,,,,,,
player,201109180mia,htx,DaniOw00,pass_cmp,0,,,,,
player,201109180mia,htx,DaniOw00,pass_att,0,,,,,
player,201109180mia,htx,DaniOw00,pass_yds,0,,,,,
player,201109180mia,htx,DaniOw00,pass_td,0,,,,,
player,201109180mia,htx,DaniOw00,pass_int,0,,,,,
player,201109180mia,htx,DaniOw00,pass_sacked,0,,,,,
player,201109180mia,htx,DaniOw00,pass_sacked_yds,0,,,,,
player,201109180mia,htx,DaniOw00,pass_long,0,,,,,
player,201109180mia,htx,DaniOw00,pass_rating,,,,,,
player,201109180mia,htx,DaniOw00,rush_att,0,,,,,
player,201109180mia,htx,DaniOw00,rush_yds,0,,,,,
player,201109180mia,htx,DaniOw00,rush_td,0,,,,,
player,201109180mia,htx,DaniOw00,rush_long,0,,,,,
player,201109180mia,htx,DaniOw00,targets,5,,,,,
player,201109180mia,htx,DaniOw00,rec,3,,,,,
player,201109180mia,htx,DaniOw00,rec_yds,25,,,,,
player,201109180mia,htx,DaniOw00,rec_td,1,,,,,
player,201109180mia,htx,DaniOw00,rec_long,11,,,,,
player,201109180mia,htx,DaniOw00,fumbles,0,,,,,
player,201109180mia,htx,DaniOw00,fumbles_lost,,,,,,
player,201109180mia,htx,JohnBr02,pass_cmp,0,,,,,
player,201109180mia,htx,JohnBr02,pass_att,0,,,,,
player,201109180mia,htx,JohnBr02,pass_yds,0,,,,,
player,201109180mia,htx,JohnBr02,pass_td,0,,,,,
player,201109180mia,htx,JohnBr02,pass_int,0,,,,,
player,201109180mia,htx,JohnBr02,pass_sacked,0,,,,,
player,201109180mia,htx,JohnBr02,pass_sacked_yds,0,,,,,
player,201109180mia,htx,JohnBr02,pass_long,0,,,,,
player,201109180mia,htx,JohnBr02,pass_rating,,,,,,
player,201109180mia,htx,JohnBr02,rush_att,0,,,,,
player,201109180mia,htx,JohnBr02,rush_yds,0,,,,,
player,201109180mia,htx,JohnBr02,rush_td,0,,,,,
player,201109180mia,htx,JohnBr02,rush_long,0,,,,,
player,201109180mia,htx,JohnBr02,targets,1,,,,,
player,201109180mia,htx,JohnBr02,rec,1,,,,,
player,201109180mia,htx,JohnBr02,rec_yds,16,,,,,
player,201109180mia,htx,JohnBr02,rec_td,0,,,,,
player,201109180mia,htx,JohnBr02,rec_long,16,,,,,
player,201109180mia,htx,JohnBr02,fumbles,0,,,,,
player,201109180mia,htx,JohnBr02,fumbles_lost,,,,,,
player,201109180mia,htx,DreeJo00,pass_cmp,0,,,,,
player,201109180mia,htx,DreeJo00,pass_att,0,,,,,
player,201109180mia,htx,DreeJo00,pass_yds,0,,,,,
player,201109180mia,htx,DreeJo00,pass_td,0,,,,,
player,201109180mia,htx,DreeJo00,pass_int,0,,,,,
player,201109180mia,htx,DreeJo00,pass_sacked,0,,,,,
player,201109180mia,htx,DreeJo00,pass_sacked_yds,0,,,,,
player,201109180mia,htx,DreeJo00,pass_long,0,,,,,
player,201109180mia,htx,DreeJo00,pass_rating,,,,,,
player,201109180mia,htx,DreeJo00,rush_att,0,,,,,
player,201109180mia,htx,DreeJo00,rush_yds,0,,,,,
player,201109180mia,htx,DreeJo00,rush_td,0,,,,,
player,201109180mia,htx,DreeJo00,rush_long,0,,,,,
player,201109180mia,htx,DreeJo00,targets,2,,,,,
player,201109180mia,htx,DreeJo00,rec,1,,,,,
player,201109180mia,htx,DreeJo00,rec_yds,9,,,,,
player,201109180mia,htx,DreeJo00,rec_td,0,,,,,
player,201109180mia,htx,DreeJo00,rec_long,9,,,,,
player,201109180mia,htx,DreeJo00,fumbles,0,,,,,
player,201109180mia,htx,DreeJo00,fumbles_lost,,,,,,
player,201109180mia,htx,SlatSt00,pass_cmp,0,,,,,
player,201109180mia,htx,SlatSt00,pass_att,0,,,,,
player,201109180mia,htx,SlatSt00,pass_yds,0,,,,,
player,201109180mia,htx,SlatSt00,pass_td,0,,,,,
player,201109180mia,htx,SlatSt00,pass_int,0,,,,,
player,201109180mia,htx,SlatSt00,pass_sacked,0,,,,,
player,201109180mia,htx,SlatSt00,pass_sacked_yds,0,,,,,
player,201109180mia,htx,SlatSt00,pass_long,0,,,,,
player,201109180mia,htx,SlatSt00,pass_rating,,,,,,
player,201109180mia,htx,SlatSt00,rush_att,1,,,,,
player,201109180mia,htx,SlatSt00,rush_yds,0,,,,,
player,201109180mia,htx,SlatSt00,rush_td,0,,,,,
player,201109180mia,htx,SlatSt00,rush_long,0,,,,,
player,201109180mia,htx,SlatSt00,targets,0,,,,,
player,201109180mia,htx,SlatSt00,rec,0,,,,,
player,201109180mia,htx,SlatSt00,rec_yds,0,,,,,
player,201109180mia,htx,SlatSt00,rec_td,0,,,,,
player,201109180mia,htx,SlatSt00,rec_long,0,,,,,
player,201109180mia,htx,SlatSt00,fumbles,0,,,,,
player,201109180mia,htx,SlatSt00,fumbles_lost,,,,,,
player,201109180mia,mia,HennCh01,pass_cmp,12,,,,,
player,201109180mia,mia,HennCh01,pass_att,30,,,,,
player,201109180mia,mia,HennCh01,pass_yds,170,,,,,
player,201109180mia,mia,HennCh01,pass_td,1,,,,,
player,201109180mia,mia,HennCh01,pass_int,1,,,,,
player,201109180mia,mia,HennCh01,pass_sacked,2,,,,,
player,201109180mia,mia,HennCh01,pass_sacked_yds,17,,,,,
player,201109180mia,mia,HennCh01,pass_long,41,,,,,
player,201109180mia,mia,HennCh01,pass_rating,56.3,,,,,
player,201109180mia,mia,HennCh01,rush_att,3,,,,,
player,201109180mia,mia,HennCh01,rush_yds,26,,,,,
player,201109180mia,mia,HennCh01,rush_td,0,,,,,
player,201109180mia,mia,HennCh01,rush_long,20,,,,,
player,201109180mia,mia,HennCh01,targets,0,,,,,
player,201109180mia,mia,HennCh01,rec,0,,,,,
player,201109180mia,mia,HennCh01,rec_yds,0,,,,,
player,201109180mia,mia,HennCh01,rec_td,0,,,,,
player,201109180mia,mia,HennCh01,rec_long,0,,,,,
player,201109180mia,mia,HennCh01,fumbles,0,,,,,
player,201109180mia,mia,HennCh01,fumbles_lost,,,,,,
player,201109180mia,mia,ThomDa03,pass_cmp,0,,,,,
player,201109180mia,mia,ThomDa03,pass_att,0,,,,,
player,201109180mia,mia,ThomDa03,pass_yds,0,,,,,
player,201109180mia,mia,ThomDa03,pass_td,0,,,,,
player,201109180mia,mia,ThomDa03,pass_int,0,,,,,
player,201109180mia,mia,ThomDa03,pass_sacked,0,,,,,
player,201109180mia,mia,ThomDa03,pass_sacked_yds,0,,,,,
player,201109180mia,mia,ThomDa03,pass_long,0,,,,,
player,201109180mia,mia,ThomDa03,pass_rating,,,,,,
player,201109180mia,mia,ThomDa03,rush_att,18,,,,,
player,201109180mia,mia,ThomDa03,rush_yds,107,,,,,
player,201109180mia,mia,ThomDa03,rush_td,0,,,,,
player,201109180mia,mia,ThomDa03,rush_long,14,,,,,
player,201109180mia,mia,ThomDa03,targets,1,,,,,
player,201109180mia,mia,ThomDa03,rec,1,,,,,
player,201109180mia,mia,ThomDa03,rec_yds,10,,,,,
player,201109180mia,mia,ThomDa03,rec_td,0,,,,,
player,201109180mia,mia,ThomDa03,rec_long,10,,,,,
player,201109180mia,mia,ThomDa03,fumbles,1,,,,,
player,201109180mia,mia,ThomDa03,fumbles_lost,1,,,,,
player,201109180mia,mia,BushRe00,pass_cmp,0,,,,,
player,201109180mia,mia,BushRe00,pass_att,0,,,,,
player,201109180mia,mia,BushRe00,pass_yds,0,,,,,
player,201109180mia,mia,BushRe00,pass_td,0,,,,,
player,201109180mia,mia,BushRe00,pass_int,0,,,,,
player,201109180mia,mia,BushRe00,pass_sacked,0,,,,,
player,201109180mia,mia,BushRe00,pass_sacked_yds,0,,,,,
player,201109180mia,mia,BushRe00,pass_long,0,,,,,
player,201109180mia,mia,BushRe00,pass_rating,,,,,,
player,201109180mia,mia,BushRe00,rush_att,6,,,,,
player,201109180mia,mia,BushRe00,rush_yds,18,,,,,
player,201109180mia,mia,BushRe00,rush_td,0,,,,,
player,201109180mia,mia,BushRe00,rush_long,6,,,,,
player,201109180mia,mia,BushRe00,targets,1,,,,,
player,201109180mia,mia,BushRe00,rec,1,,,,,
player,201109180mia,mia,BushRe00,rec_yds,3,,,,,
player,201109180mia,mia,BushRe00,rec_td,0,,,,,
player,201109180mia,mia,BushRe00,rec_long,3,,,,,
player,201109180mia,mia,BushRe00,fumbles,0,,,,,
player,201109180mia,mia,BushRe00,fumbles_lost,,,,,,
player,201109180mia,mia,JohnLa00,pass_cmp,0,,,,,
player,201109180mia,mia,JohnLa00,pass_att,0,,,,,
player,201109180mia,mia,JohnLa00,pass_yds,0,,,,,
player,201109180mia,mia,JohnLa00,pass_td,0,,,,,
player,201109180mia,mia,JohnLa00,pass_int,0,,,,,
player,201109180mia,mia,JohnLa00,pass_sacked,0,,,,,
player,201109180mia,mia,JohnLa00,pass_sacked_yds,0,,,,,
player,201109180mia,mia,JohnLa00,pass_long,0,,,,,
player,201109180mia,mia,JohnLa00,pass_rating,,,,,,
player,201109180mia,mia,JohnLa00,rush_att,1,,,,,
player,201109180mia,mia,JohnLa00,rush_yds,2,,,,,
player,201109180mia,mia,JohnLa00,rush_td,0,,,,,
player,201109180mia,mia,JohnLa00,rush_long,2,,,,,
player,201109180mia,mia,JohnLa00,targets,0,,,,,
player,201109180mia,mia,JohnLa00,rec,0,,,,,
player,201109180mia,mia,JohnLa00,rec_yds,0,,,,,
player,201109180mia,mia,JohnLa00,rec_td,0,,,,,
player,201109180mia,mia,JohnLa00,rec_long,0,,,,,
player,201109180mia,mia,JohnLa00,fumbles,0,,,,,
player,201109180mia,mia,JohnLa00,fumbles_lost,,,,,,
player,201109180mia,mia,MarsBr00,pass_cmp,0,,,,,
player,201109180mia,mia,MarsBr00,pass_att,0,,,,,
player,201109180mia,mia,MarsBr00,pass_yds,0,,,,,
player,201109180mia,mia,MarsBr00,pass_td,0,,,,,
player,201109180mia,mia,MarsBr00,pass_int,0,,,,,
player,201109180mia,mia,MarsBr00,pass_sacked,0,,,,,
player,201109180mia,mia,MarsBr00,pass_sacked_yds,0,,,,,
player,201109180mia,mia,MarsBr00,pass_long,0,,,,,
player,201109180mia,mia,MarsBr00,pass_rating,,,,,,
player,201109180mia,mia,MarsBr00,rush_att,0,,,,,
player,201109180mia,mia,MarsBr00,rush_yds,0,,,,,
player,201109180mia,mia,MarsBr00,rush_td,0,,,,,
player,201109180mia,mia,MarsBr00,rush_long,0,,,,,
player,201109180mia,mia,MarsBr00,targets,11,,,,,
player,201109180mia,mia,MarsBr00,rec,6,,,,,
player,201109180mia,mia,MarsBr00,rec_yds,79,,,,,
player,201109180mia,mia,MarsBr00,rec_td,1,,,,,
player,201109180mia,mia,MarsBr00,rec_long,29,,,,,
player,201109180mia,mia,MarsBr00,fumbles,0,,,,,
player,201109180mia,mia,MarsBr00,fumbles_lost,,,,,,
player,201109180mia,mia,BessDa00,pass_cmp,0,,,,,
player,201109180mia,mia,BessDa00,pass_att,0,,,,,
player,201109180mia,mia,BessDa00,pass_yds,0,,,,,
player,201109180mia,mia,BessDa00,pass_td,0,,,,,
player,201109180mia,mia,BessDa00,pass_int,0,,,,,
player,201109180mia,mia,BessDa00,pass_sacked,0,,,,,
player,201109180mia,mia,BessDa00,pass_sacked_yds,0,,,,,
player,201109180mia,mia,BessDa00,pass_long,0,,,,,
player,201109180mia,mia,BessDa00,pass_rating,,,,,,
player,201109180mia,mia,BessDa00,rush_att,0,,,,,
player,201109180mia,mia,BessDa00,rush_yds,0,,,,,
player,201109180mia,mia,BessDa00,rush_td,0,,,,,
player,201109180mia,mia,BessDa00,rush_long,0,,,,,
player,201109180mia,mia,BessDa00,targets,5,,,,,
player,201109180mia,mia,BessDa00,rec,2,,,,,
player,201109180mia,mia,BessDa00,rec_yds,42,,,,,
player,201109180mia,mia,BessDa00,rec_td,0,,,,,
player,201109180mia,mia,BessDa00,rec_long,41,,,,,
player,201109180mia,mia,BessDa00,fumbles,0,,,,,
player,201109180mia,mia,BessDa00,fumbles_lost,,,,,,
player,201109180mia,mia,HartBr00,pass_cmp,0,,,,,
player,201109180mia,mia,HartBr00,pass_att,0,,,,,
player,201109180mia,mia,HartBr00,pass_yds,0,,,,,
player,201109180mia,mia,HartBr00,pass_td,0,,,,,
player,201109180mia,mia,HartBr00,pass_int,0,,,,,
player,201109180mia,mia,HartBr00,pass_sacked,0,,,,,
player,201109180mia,mia,HartBr00,pass_sacked_yds,0,,,,,
player,201109180mia,mia,HartBr00,pass_long,0,,,,,
player,201109180mia,mia,HartBr00,pass_rating,,,,,,
player,201109180mia,mia,HartBr00,rush_att,0,,,,,
player,201109180mia,mia,HartBr00,rush_yds,0,,,,,
player,201109180mia,mia,HartBr00,rush_td,0,,,,,
player,201109180mia,mia,HartBr00,rush_long,0,,,,,
player,201109180mia,mia,HartBr00,targets,7,,,,,
player,201109180mia,mia,HartBr00,rec,2,,,,,
player,201109180mia,mia,HartBr00,rec_yds,36,,,,,
player,201109180mia,mia,HartBr00,rec_td,0,,,,,
player,201109180mia,mia,HartBr00,rec_long,25,,,,,
player,201109180mia,mia,HartBr00,fumbles,0,,,,,
player,201109180mia,mia,HartBr00,fumbles_lost,,,,,,
player,201109180mia,mia,MastJe20,pass_cmp,0,,,,,
player,201109180mia,mia,MastJe20,pass_att,0,,,,,
player,201109180mia,mia,MastJe20,pass_yds,0,,,,,
player,201109180mia,mia,MastJe20,pass_td,0,,,,,
player,201109180mia,mia,MastJe20,pass_int,0,,,,,
player,201109180mia,mia,MastJe20,pass_sacked,0,,,,,
player,201109180mia,mia,MastJe20,pass_sacked_yds,0,,,,,
player,201109180mia,mia,MastJe20,pass_long,0,,,,,
player,201109180mia,mia,MastJe20,pass_rating,,,,,,
player,201109180mia,mia,MastJe20,rush_att,0,,,,,
player,201109180mia,mia,MastJe20,rush_yds,0,,,,,
player,201109180mia,mia,MastJe20,rush_td,0,,,,,
player,201109180mia,mia,MastJe20,rush_long,0,,,,,
player,201109180mia,mia,MastJe20,targets,1,,,,,
player,201109180mia,mia,MastJe20,rec,0,,,,,
player,201109180mia,mia,MastJe20,rec_yds,0,,,,,
player,201109180mia,mia,MastJe20,rec_td,0,,,,,
player,201109180mia,mia,MastJe20,rec_long,0,,,,,
player,201109180mia,mia,MastJe20,fumbles,0,,,,,
player,201109180mia,mia,MastJe20,fumbles_lost,,,,,,
player,201109180mia,mia,FasaAn00,pass_cmp,0,,,,,
player,201109180mia,mia,FasaAn00,pass_att,0,,,,,
player,201109180mia,mia,FasaAn00,pass_yds,0,,,,,
player,201109180mia,mia,FasaAn00,pass_td,0,,,,,
player,201109180mia,mia,FasaAn00,pass_int,0,,,,,
player,201109180mia,mia,FasaAn00,pass_sacked,0,,,,,
player,201109180mia,mia,FasaAn00,pass_sacked_yds,0,,,,,
player,201109180mia,mia,FasaAn00,pass_long,0,,,,,
player,201109180mia,mia,FasaAn00,pass_rating,,,,,,
player,201109180mia,mia,FasaAn00,rush_att,0,,,,,
player,201109180mia,mia,FasaAn00,rush_yds,0,,,,,
player,201109180mia,mia,FasaAn00,rush_td,0,,,,,
player,201109180mia,mia,FasaAn00,rush_long,0,,,,,
player,201109180mia,mia,FasaAn00,targets,2,,,,,
player,201109180mia,mia,FasaAn00,rec,0,,,,,
player,201109180mia,mia,FasaAn00,rec_yds,0,,,,,
player,201109180mia,mia,FasaAn00,rec_td,0,,,,,
player,201109180mia,mia,FasaAn00,rec_long,0,,,,,
player,201109180mia,mia,FasaAn00,fumbles,0,,,,,
player,201109180mia,mia,FasaAn00,fumbles_lost,,,,,,
player,201109180mia,htx,JoseJo20,def_int,1,,,,,
player,201109180mia,htx,JoseJo20,def_int_yds,5,,,,,
player,201109180mia,htx,JoseJo20,def_int_td,0,,,,,
player,201109180mia,htx,JoseJo20,def_int_long,5,,,,,
player,201109180mia,htx,JoseJo20,pass_defended,3,,,,,
player,201109180mia,htx,JoseJo20,sacks,0.0,,,,,
player,201109180mia,htx,JoseJo20,tackles_combined,4,,,,,
player,201109180mia,htx,JoseJo20,tackles_solo,4,,,,,
player,201109180mia,htx,JoseJo20,tackles_assists,0,,,,,
player,201109180mia,htx,JoseJo20,tackles_loss,0,,,,,
player,201109180mia,htx,JoseJo20,qb_hits,0,,,,,
player,201109180mia,htx,JoseJo20,fumbles_rec,0,,,,,
player,201109180mia,htx,JoseJo20,fumbles_rec_yds,0,,,,,
player,201109180mia,htx,JoseJo20,fumbles_rec_td,0,,,,,
player,201109180mia,htx,JoseJo20,fumbles_forced,0,,,,,
player,201109180mia,htx,BarwCo99,def_int,0,,,,,
player,201109180mia,htx,BarwCo99,def_int_yds,0,,,,,
player,201109180mia,htx,BarwCo99,def_int_td,0,,,,,
player,201109180mia,htx,BarwCo99,def_int_long,0,,,,,
player,201109180mia,htx,BarwCo99,pass_defended,1,,,,,
player,201109180mia,htx,BarwCo99,sacks,1.0,,,,,
player,201109180mia,htx,BarwCo99,tackles_combined,2,,,,,
player,201109180mia,htx,BarwCo99,tackles_solo,2,,,,,
player,201109180mia,htx,BarwCo99,tackles_assists,0,,,,,
player,201109180mia,htx,BarwCo99,tackles_loss,1,,,,,
player,201109180mia,htx,BarwCo99,qb_hits,1,,,,,
player,201109180mia,htx,BarwCo99,fumbles_rec,0,,,,,
player,201109180mia,htx,BarwCo99,fumbles_rec_yds,0,,,,,
player,201109180mia,htx,BarwCo99,fumbles_rec_td,0,,,,,
player,201109180mia,htx,BarwCo99,fumbles_forced,0,,,,,
player,201109180mia,htx,SmitAn22,def_int,0,,,,,
player,201109180mia,htx,SmitAn22,def_int_yds,0,,,,,
player,201109180mia,htx,SmitAn22,def_int_td,0,,,,,
player,201109180mia,htx,SmitAn22,def_int_long,0,,,,,
player,201109180mia,htx,SmitAn22,pass_defended,1,,,,,
player,201109180mia,htx,SmitAn22,sacks,1.0,,,,,
player,201109180mia,htx,SmitAn22,tackles_combined,2,,,,,
player,201109180mia,htx,SmitAn22,tackles_solo,2,,,,,
player,201109180mia,htx,SmitAn22,tackles_assists,0,,,,,
player,201109180mia,htx,SmitAn22,tackles_loss,1,,,,,
player,201109180mia,htx,SmitAn22,qb_hits,2,,,,,
player,201109180mia,htx,SmitAn22,fumbles_rec,0,,,,,
player,201109180mia,htx,SmitAn22,fumbles_rec_yds,0,,,,,
player,201109180mia,htx,SmitAn22,fumbles_rec_td,0,,,,,
player,201109180mia,htx,SmitAn22,fumbles_forced,0,,,,,
player,201109180mia,htx,CushBr99,def_int,0,,,,,
player,201109180mia,htx,CushBr99,def_int_yds,0,,,,,
player,201109180mia,htx,CushBr99,def_int_td,0,,,,,
player,201109180mia,htx,CushBr99,def_int_long,0,,,,,
player,201109180mia,htx,CushBr99,pass_defended,0,,,,,
player,201109180mia,htx,CushBr99,sacks,0.0,,,,,
player,201109180mia,htx,CushBr99,tackles_combined,10,,,,,
player,201109180mia,htx,CushBr99,tackles_solo,7,,,,,
player,201109180mia,htx,CushBr99,tackles_assists,3,,,,,
player,201109180mia,htx,CushBr99,tackles_loss,0,,,,,
player,201109180mia,htx,CushBr99,qb_hits,1,,,,,
player,201109180mia,htx,CushBr99,fumbles_rec,0,,,,,
player,201109180mia,htx,CushBr99,fumbles_rec_yds,0,,,,,
player,201109180mia,htx,CushBr99,fumbles_rec_td,0,,,,,
player,201109180mia,htx,CushBr99,fumbles_forced,0,,,,,
player,201109180mia,htx,MannDa21,def_int,0,,,,,
player,201109180mia,htx,MannDa21,def_int_yds,0,,,,,
player,201109180mia,htx,MannDa21,def_int_td,0,,,,,
player,201109180mia,htx,MannDa21,def_int_long,0,,,,,
player,201109180mia,htx,MannDa21,pass_defended,0,,,,,
player,201109180mia,htx,MannDa21,sacks,0.0,,,,,
player,201109180mia,htx,MannDa21,tackles_combined,7,,,,,
player,201109180mia,htx,MannDa21,tackles_solo,2,,,,,
player,201109180mia,htx,MannDa21,tackles_assists,5,,,,,
player,201109180mia,htx,MannDa21,tackles_loss,0,,,,,
player,201109180mia,htx,MannDa21,qb_hits,0,,,,,
player,201109180mia,htx,MannDa21,fumbles_rec,0,,,,,
player,201109180mia,htx,MannDa21,fumbles_rec_yds,0,,,,,
