game,2011,10,20111113,201111130car,oti,"Tennessee Titans",30,car,"Carolina Panthers",3
player,201111130car,car,ShocJe00,pass_cmp,0,,,,,
player,201111130car,car,ShocJe00,pass_att,0,,,,,
player,201111130car,car,ShocJe00,pass_yds,0,,,,,
player,201111130car,car,ShocJe00,pass_td,0,,,,,
player,201111130car,car,ShocJe00,pass_int,0,,,,,
player,201111130car,car,ShocJe00,pass_sacked,0,,,,,
player,201111130car,car,ShocJe00,pass_sacked_yds,0,,,,,
player,201111130car,car,ShocJe00,pass_long,0,,,,,
player,201111130car,car,ShocJe00,pass_rating,,,,,,
player,201111130car,car,ShocJe00,rush_att,0,,,,,
player,201111130car,car,ShocJe00,rush_yds,0,,,,,
player,201111130car,car,ShocJe00,rush_td,0,,,,,
player,201111130car,car,ShocJe00,rush_long,0,,,,,
player,201111130car,car,ShocJe00,targets,1,,,,,
player,201111130car,car,ShocJe00,rec,1,,,,,
player,201111130car,car,ShocJe00,rec_yds,19,,,,,
player,201111130car,car,ShocJe00,rec_td,0,,,,,
player,201111130car,car,ShocJe00,rec_long,19,,,,,
player,201111130car,car,ShocJe00,fumbles,0,,,,,
player,201111130car,car,ShocJe00,fumbles_lost,,,,,,
player,201111130car,car,LaFeBr00,pass_cmp,0,,,,,
player,201111130car,car,LaFeBr00,pass_att,0,,,,,
player,201111130car,car,LaFeBr00,pass_yds,0,,,,,
player,201111130car,car,LaFeBr00,pass_td,0,,,,,
player,201111130car,car,LaFeBr00,pass_int,0,,,,,
player,201111130car,car,LaFeBr00,pass_sacked,0,,,,,
player,201111130car,car,LaFeBr00,pass_sacked_yds,0,,,,,
player,201111130car,car,LaFeBr00,pass_long,0,,,,,
player,201111130car,car,LaFeBr00,pass_rating,,,,,,
player,201111130car,car,LaFeBr00,rush_att,0,,,,,
player,201111130car,car,LaFeBr00,rush_yds,0,,,,,
player,201111130car,car,LaFeBr00,rush_td,0,,,,,
player,201111130car,car,LaFeBr00,rush_long,0,,,,,
player,201111130car,car,LaFeBr00,targets,2,,,,,
player,201111130car,car,LaFeBr00,rec,1,,,,,
player,201111130car,car,LaFeBr00,rec_yds,18,,,,,
player,201111130car,car,LaFeBr00,rec_td,0,,,,,
player,201111130car,car,LaFeBr00,rec_long,18,,,,,
player,201111130car,car,LaFeBr00,fumbles,0,,,,,
player,201111130car,car,LaFeBr00,fumbles_lost,,,,,,
player,201111130car,oti,HopeCh21,def_int,1,,,,,
player,201111130car,oti,HopeCh21,def_int_yds,7,,,,,
player,201111130car,oti,HopeCh21,def_int_td,0,,,,,
player,201111130car,oti,HopeCh21,def_int_long,7,,,,,
player,201111130car,oti,HopeCh21,pass_defended,1,,,,,
player,201111130car,oti,HopeCh21,sacks,0.0,,,,,
player,201111130car,oti,HopeCh21,tackles_combined,0,,,,,
player,201111130car,oti,HopeCh21,tackles_solo,0,,,,,
player,201111130car,oti,HopeCh21,tackles_assists,0,,,,,
player,201111130car,oti,HopeCh21,tackles_loss,0,,,,,
player,201111130car,oti,HopeCh21,qb_hits,0,,,,,
player,201111130car,oti,HopeCh21,fumbles_rec,0,,,,,
player,201111130car,oti,HopeCh21,fumbles_rec_yds,0,,,,,
player,201111130car,oti,HopeCh21,fumbles_rec_td,0,,,,,
player,201111130car,oti,HopeCh21,fumbles_forced,0,,,,,
player,201111130car,oti,AyerAk00,def_int,0,,,,,
player,201111130car,oti,AyerAk00,def_int_yds,0,,,,,
player,201111130car,oti,AyerAk00,def_int_td,0,,,,,
player,201111130car,oti,AyerAk00,def_int_long,0,,,,,
player,201111130car,oti,AyerAk00,pass_defended,1,,,,,
player,201111130car,oti,AyerAk00,sacks,1.0,,,,,
player,201111130car,oti,AyerAk00,tackles_combined,7,,,,,
player,201111130car,oti,AyerAk00,tackles_solo,7,,,,,
player,201111130car,oti,AyerAk00,tackles_assists,0,,,,,
player,201111130car,oti,AyerAk00,tackles_loss,1,,,,,
player,201111130car,oti,AyerAk00,qb_hits,1,,,,,
player,201111130car,oti,AyerAk00,fumbles_rec,1,,,,,
player,201111130car,oti,AyerAk00,fumbles_rec_yds,0,,,,,
player,201111130car,oti,AyerAk00,fumbles_rec_td,0,,,,,
player,201111130car,oti,AyerAk00,fumbles_forced,0,,,,,
player,201111130car,oti,FinnCo20,def_int,0,,,,,
player,201111130car,oti,FinnCo20,def_int_yds,0,,,,,
player,201111130car,oti,FinnCo20,def_int_td,0,,,,,
player,201111130car,oti,FinnCo20,def_int_long,0,,,,,
player,201111130car,oti,FinnCo20,pass_defended,1,,,,,
player,201111130car,oti,FinnCo20,sacks,1.0,,,,,
player,201111130car,oti,FinnCo20,tackles_combined,5,,,,,
player,201111130car,oti,FinnCo20,tackles_solo,3,,,,,
player,201111130car,oti,FinnCo20,tackles_assists,2,,,,,
player,201111130car,oti,FinnCo20,tackles_loss,1,,,,,
player,201111130car,oti,FinnCo20,qb_hits,1,,,,,
player,201111130car,oti,FinnCo20,fumbles_rec,0,,,,,
player,201111130car,oti,FinnCo20,fumbles_rec_yds,0,,,,,
player,201111130car,oti,FinnCo20,fumbles_rec_td,0,,,,,
player,201111130car,oti,FinnCo20,fumbles_forced,0,,,,,
player,201111130car,oti,JoneJa99,def_int,0,,,,,
player,201111130car,oti,JoneJa99,def_int_yds,0,,,,,
player,201111130car,oti,JoneJa99,def_int_td,0,,,,,
player,201111130car,oti,JoneJa99,def_int_long,0,,,,,
player,201111130car,oti,JoneJa99,pass_defended,0,,,,,
player,201111130car,oti,JoneJa99,sacks,1.0,,,,,
player,201111130car,oti,JoneJa99,tackles_combined,2,,,,,
player,201111130car,oti,JoneJa99,tackles_solo,2,,,,,
player,201111130car,oti,JoneJa99,tackles_assists,0,,,,,
player,201111130car,oti,JoneJa99,tackles_loss,1,,,,,
player,201111130car,oti,JoneJa99,qb_hits,1,,,,,
player,201111130car,oti,JoneJa99,fumbles_rec,0,,,,,
player,201111130car,oti,JoneJa99,fumbles_rec_yds,0,,,,,
player,201111130car,oti,JoneJa99,fumbles_rec_td,0,,,,,
player,201111130car,oti,JoneJa99,fumbles_forced,0,,,,,
player,201111130car,oti,WithWi20,def_int,0,,,,,
player,201111130car,oti,WithWi20,def_int_yds,0,,,,,
player,201111130car,oti,WithWi20,def_int_td,0,,,,,
player,201111130car,oti,WithWi20,def_int_long,0,,,,,
player,201111130car,oti,WithWi20,pass_defended,0,,,,,
player,201111130car,oti,WithWi20,sacks,1.0,,,,,
player,201111130car,oti,WithWi20,tackles_combined,2,,,,,
player,201111130car,oti,WithWi20,tackles_solo,2,,,,,
player,201111130car,oti,WithWi20,tackles_assists,0,,,,,
player,201111130car,oti,WithWi20,tackles_loss,1,,,,,
player,201111130car,oti,WithWi20,qb_hits,1,,,,,
player,201111130car,oti,WithWi20,fumbles_rec,0,,,,,
player,201111130car,oti,WithWi20,fumbles_rec_yds,0,,,,,
player,201111130car,oti,WithWi20,fumbles_rec_td,0,,,,,
player,201111130car,oti,WithWi20,fumbles_forced,1,,,,,
player,201111130car,oti,MarkSe99,def_int,0,,,,,
player,201111130car,oti,MarkSe99,def_int_yds,0,,,,,
player,201111130car,oti,MarkSe99,def_int_td,0,,,,,
player,201111130car,oti,MarkSe99,def_int_long,0,,,,,
player,201111130car,oti,MarkSe99,pass_defended,0,,,,,
player,201111130car,oti,MarkSe99,sacks,0.5,,,,,
player,201111130car,oti,MarkSe99,tackles_combined,2,,,,,
player,201111130car,oti,MarkSe99,tackles_solo,1,,,,,
player,201111130car,oti,MarkSe99,tackles_assists,1,,,,,
player,201111130car,oti,MarkSe99,tackles_loss,0,,,,,
player,201111130car,oti,MarkSe99,qb_hits,1,,,,,
player,201111130car,oti,MarkSe99,fumbles_rec,0,,,,,
player,201111130car,oti,MarkSe99,fumbles_rec_yds,0,,,,,
player,201111130car,oti,MarkSe99,fumbles_rec_td,0,,,,,
player,201111130car,oti,MarkSe99,fumbles_forced,0,,,,,
player,201111130car,oti,HayeWi99,def_int,0,,,,,
player,201111130car,oti,HayeWi99,def_int_yds,0,,,,,
player,201111130car,oti,HayeWi99,def_int_td,0,,,,,
player,201111130car,oti,HayeWi99,def_int_long,0,,,,,
player,201111130car,oti,HayeWi99,pass_defended,0,,,,,
player,201111130car,oti,HayeWi99,sacks,0.5,,,,,
player,201111130car,oti,HayeWi99,tackles_combined,1,,,,,
player,201111130car,oti,HayeWi99,tackles_solo,0,,,,,
player,201111130car,oti,HayeWi99,tackles_assists,1,,,,,
player,201111130car,oti,HayeWi99,tackles_loss,0,,,,,
player,201111130car,oti,HayeWi99,qb_hits,1,,,,,
player,201111130car,oti,HayeWi99,fumbles_rec,0,,,,,
player,201111130car,oti,HayeWi99,fumbles_rec_yds,0,,,,,
player,201111130car,oti,HayeWi99,fumbles_rec_td,0,,,,,
player,201111130car,oti,HayeWi99,fumbles_forced,0,,,,,
player,201111130car,oti,McCaCo00,def_int,0,,,,,
player,201111130car,oti,McCaCo00,def_int_yds,0,,,,,
player,201111130car,oti,McCaCo00,def_int_td,0,,,,,
player,201111130car,oti,McCaCo00,def_int_long,0,,,,,
player,201111130car,oti,McCaCo00,pass_defended,0,,,,,
player,201111130car,oti,McCaCo00,sacks,0.0,,,,,
player,201111130car,oti,McCaCo00,tackles_combined,8,,,,,
player,201111130car,oti,McCaCo00,tackles_solo,5,,,,,
player,201111130car,oti,McCaCo00,tackles_assists,3,,,,,
player,201111130car,oti,McCaCo00,tackles_loss,1,,,,,
player,201111130car,oti,McCaCo00,qb_hits,1,,,,,
player,201111130car,oti,McCaCo00,fumbles_rec,0,,,,,
player,201111130car,oti,McCaCo00,fumbles_rec_yds,0,,,,,
player,201111130car,oti,McCaCo00,fumbles_rec_td,0,,,,,
player,201111130car,oti,McCaCo00,fumbles_forced,0,,,,,
player,201111130car,oti,McCoJa99,def_int,0,,,,,
player,201111130car,oti,McCoJa99,def_int_yds,0,,,,,
player,201111130car,oti,McCoJa99,def_int_td,0,,,,,
player,201111130car,oti,McCoJa99,def_int_long,0,,,,,
player,201111130car,oti,McCoJa99,pass_defended,0,,,,,
player,201111130car,oti,McCoJa99,sacks,0.0,,,,,
player,201111130car,oti,McCoJa99,tackles_combined,7,,,,,
player,201111130car,oti,McCoJa99,tackles_solo,7,,,,,
player,201111130car,oti,McCoJa99,tackles_assists,0,,,,,
player,201111130car,oti,McCoJa99,tackles_loss,1,,,,,
player,201111130car,oti,McCoJa99,qb_hits,0,,,,,
