game,2011,2,20110918,201109180min,tam,"Tampa Bay Buccaneers",24,min,"Minnesota Vikings",20
player,201109180min,tam,FreeJo00,rec_yds,0,,,,,
player,201109180min,tam,FreeJo00,rec_td,0,,,,,
player,201109180min,tam,FreeJo00,rec_long,0,,,,,
player,201109180min,tam,FreeJo00,fumbles,0,,,,,
player,201109180min,tam,FreeJo00,fumbles_lost,,,,,,
player,201109180min,tam,BlouLe00,pass_cmp,0,,,,,
player,201109180min,tam,BlouLe00,pass_att,0,,,,,
player,201109180min,tam,BlouLe00,pass_yds,0,,,,,
player,201109180min,tam,BlouLe00,pass_td,0,,,,,
player,201109180min,tam,BlouLe00,pass_int,0,,,,,
player,201109180min,tam,BlouLe00,pass_sacked,0,,,,,
player,201109180min,tam,BlouLe00,pass_sacked_yds,0,,,,,
player,201109180min,tam,BlouLe00,pass_long,0,,,,,
player,201109180min,tam,BlouLe00,pass_rating,,,,,,
player,201109180min,tam,BlouLe00,rush_att,13,,,,,
player,201109180min,tam,BlouLe00,rush_yds,71,,,,,
player,201109180min,tam,BlouLe00,rush_td,2,,,,,
player,201109180min,tam,BlouLe00,rush_long,27,,,,,
player,201109180min,tam,BlouLe00,targets,0,,,,,
player,201109180min,tam,BlouLe00,rec,0,,,,,
player,201109180min,tam,BlouLe00,rec_yds,0,,,,,
player,201109180min,tam,BlouLe00,rec_td,0,,,,,
player,201109180min,tam,BlouLe00,rec_long,0,,,,,
player,201109180min,tam,BlouLe00,fumbles,0,,,,,
player,201109180min,tam,BlouLe00,fumbles_lost,,,,,,
player,201109180min,tam,GrahEa00,pass_cmp,0,,,,,
player,201109180min,tam,GrahEa00,pass_att,0,,,,,
player,201109180min,tam,GrahEa00,pass_yds,0,,,,,
player,201109180min,tam,GrahEa00,pass_td,0,,,,,
player,201109180min,tam,GrahEa00,pass_int,0,,,,,
player,201109180min,tam,GrahEa00,pass_sacked,0,,,,,
player,201109180min,tam,GrahEa00,pass_sacked_yds,0,,,,,
player,201109180min,tam,GrahEa00,pass_long,0,,,,,
player,201109180min,tam,GrahEa00,pass_rating,,,,,,
player,201109180min,tam,GrahEa00,rush_att,3,,,,,
player,201109180min,tam,GrahEa00,rush_yds,18,,,,,
player,201109180min,tam,GrahEa00,rush_td,0,,,,,
player,201109180min,tam,GrahEa00,rush_long,7,,,,,
player,201109180min,tam,GrahEa00,targets,5,,,,,
player,201109180min,tam,GrahEa00,rec,5,,,,,
player,201109180min,tam,GrahEa00,rec_yds,21,,,,,
player,201109180min,tam,GrahEa00,rec_td,0,,,,,
player,201109180min,tam,GrahEa00,rec_long,8,,,,,
player,201109180min,tam,GrahEa00,fumbles,0,,,,,
player,201109180min,tam,GrahEa00,fumbles_lost,,,,,,
player,201109180min,tam,ParkPr00,pass_cmp,0,,,,,
player,201109180min,tam,ParkPr00,pass_att,0,,,,,
player,201109180min,tam,ParkPr00,pass_yds,0,,,,,
player,201109180min,tam,ParkPr00,pass_td,0,,,,,
player,201109180min,tam,ParkPr00,pass_int,0,,,,,
player,201109180min,tam,ParkPr00,pass_sacked,0,,,,,
player,201109180min,tam,ParkPr00,pass_sacked_yds,0,,,,,
player,201109180min,tam,ParkPr00,pass_long,0,,,,,
player,201109180min,tam,ParkPr00,pass_rating,,,,,,
player,201109180min,tam,ParkPr00,rush_att,0,,,,,
player,201109180min,tam,ParkPr00,rush_yds,0,,,,,
player,201109180min,tam,ParkPr00,rush_td,0,,,,,
player,201109180min,tam,ParkPr00,rush_long,0,,,,,
player,201109180min,tam,ParkPr00,targets,7,,,,,
player,201109180min,tam,ParkPr00,rec,6,,,,,
player,201109180min,tam,ParkPr00,rec_yds,98,,,,,
player,201109180min,tam,ParkPr00,rec_td,0,,,,,
player,201109180min,tam,ParkPr00,rec_long,51,,,,,
player,201109180min,tam,ParkPr00,fumbles,0,,,,,
player,201109180min,tam,ParkPr00,fumbles_lost,,,,,,
player,201109180min,tam,WinsKe01,pass_cmp,0,,,,,
player,201109180min,tam,WinsKe01,pass_att,0,,,,,
player,201109180min,tam,WinsKe01,pass_yds,0,,,,,
player,201109180min,tam,WinsKe01,pass_td,0,,,,,
player,201109180min,tam,WinsKe01,pass_int,0,,,,,
player,201109180min,tam,WinsKe01,pass_sacked,0,,,,,
player,201109180min,tam,WinsKe01,pass_sacked_yds,0,,,,,
player,201109180min,tam,WinsKe01,pass_long,0,,,,,
player,201109180min,tam,WinsKe01,pass_rating,,,,,,
player,201109180min,tam,WinsKe01,rush_att,0,,,,,
player,201109180min,tam,WinsKe01,rush_yds,0,,,,,
player,201109180min,tam,WinsKe01,rush_td,0,,,,,
player,201109180min,tam,WinsKe01,rush_long,0,,,,,
player,201109180min,tam,WinsKe01,targets,8,,,,,
player,201109180min,tam,WinsKe01,rec,4,,,,,
player,201109180min,tam,WinsKe01,rec_yds,44,,,,,
player,201109180min,tam,WinsKe01,rec_td,0,,,,,
player,201109180min,tam,WinsKe01,rec_long,18,,,,,
player,201109180min,tam,WinsKe01,fumbles,0,,,,,
player,201109180min,tam,WinsKe01,fumbles_lost,,,,,,
player,201109180min,tam,BrisDe00,pass_cmp,0,,,,,
player,201109180min,tam,BrisDe00,pass_att,0,,,,,
player,201109180min,tam,BrisDe00,pass_yds,0,,,,,
player,201109180min,tam,BrisDe00,pass_td,0,,,,,
player,201109180min,tam,BrisDe00,pass_int,0,,,,,
player,201109180min,tam,BrisDe00,pass_sacked,0,,,,,
player,201109180min,tam,BrisDe00,pass_sacked_yds,0,,,,,
player,201109180min,tam,BrisDe00,pass_long,0,,,,,
player,201109180min,tam,BrisDe00,pass_rating,,,,,,
player,201109180min,tam,BrisDe00,rush_att,0,,,,,
player,201109180min,tam,BrisDe00,rush_yds,0,,,,,
player,201109180min,tam,BrisDe00,rush_td,0,,,,,
player,201109180min,tam,BrisDe00,rush_long,0,,,,,
player,201109180min,tam,BrisDe00,targets,4,,,,,
player,201109180min,tam,BrisDe00,rec,4,,,,,
player,201109180min,tam,BrisDe00,rec_yds,42,,,,,
player,201109180min,tam,BrisDe00,rec_td,0,,,,,
player,201109180min,tam,BrisDe00,rec_long,19,,,,,
player,201109180min,tam,BrisDe00,fumbles,0,,,,,
player,201109180min,tam,BrisDe00,fumbles_lost,,,,,,
player,201109180min,tam,BennAr00,pass_cmp,0,,,,,
player,201109180min,tam,BennAr00,pass_att,0,,,,,
player,201109180min,tam,BennAr00,pass_yds,0,,,,,
player,201109180min,tam,BennAr00,pass_td,0,,,,,
player,201109180min,tam,BennAr00,pass_int,0,,,,,
player,201109180min,tam,BennAr00,pass_sacked,0,,,,,
player,201109180min,tam,BennAr00,pass_sacked_yds,0,,,,,
player,201109180min,tam,BennAr00,pass_long,0,,,,,
player,201109180min,tam,BennAr00,pass_rating,,,,,,
player,201109180min,tam,BennAr00,rush_att,0,,,,,
player,201109180min,tam,BennAr00,rush_yds,0,,,,,
player,201109180min,tam,BennAr00,rush_td,0,,,,,
player,201109180min,tam,BennAr00,rush_long,0,,,,,
player,201109180min,tam,BennAr00,targets,2,,,,,
player,201109180min,tam,BennAr00,rec,1,,,,,
player,201109180min,tam,BennAr00,rec_yds,25,,,,,
player,201109180min,tam,BennAr00,rec_td,1,,,,,
player,201109180min,tam,BennAr00,rec_long,25,,,,,
player,201109180min,tam,BennAr00,fumbles,0,,,,,
player,201109180min,tam,BennAr00,fumbles_lost,,,,,,
player,201109180min,tam,StocLu00,pass_cmp,0,,,,,
player,201109180min,tam,StocLu00,pass_att,0,,,,,
player,201109180min,tam,StocLu00,pass_yds,0,,,,,
player,201109180min,tam,StocLu00,pass_td,0,,,,,
player,201109180min,tam,StocLu00,pass_int,0,,,,,
player,201109180min,tam,StocLu00,pass_sacked,0,,,,,
player,201109180min,tam,StocLu00,pass_sacked_yds,0,,,,,
player,201109180min,tam,StocLu00,pass_long,0,,,,,
player,201109180min,tam,StocLu00,pass_rating,,,,,,
player,201109180min,tam,StocLu00,rush_att,0,,,,,
player,201109180min,tam,StocLu00,rush_yds,0,,,,,
player,201109180min,tam,StocLu00,rush_td,0,,,,,
player,201109180min,tam,StocLu00,rush_long,0,,,,,
player,201109180min,tam,StocLu00,targets,1,,,,,
player,201109180min,tam,StocLu00,rec,1,,,,,
player,201109180min,tam,StocLu00,rec_yds,17,,,,,
player,201109180min,tam,StocLu00,rec_td,0,,,,,
player,201109180min,tam,StocLu00,rec_long,17,,,,,
player,201109180min,tam,StocLu00,fumbles,0,,,,,
player,201109180min,tam,StocLu00,fumbles_lost,,,,,,
player,201109180min,tam,WillMi04,pass_cmp,0,,,,,
player,201109180min,tam,WillMi04,pass_att,0,,,,,
player,201109180min,tam,WillMi04,pass_yds,0,,,,,
player,201109180min,tam,WillMi04,pass_td,0,,,,,
player,201109180min,tam,WillMi04,pass_int,0,,,,,
player,201109180min,tam,WillMi04,pass_sacked,0,,,,,
player,201109180min,tam,WillMi04,pass_sacked_yds,0,,,,,
player,201109180min,tam,WillMi04,pass_long,0,,,,,
player,201109180min,tam,WillMi04,pass_rating,,,,,,
player,201109180min,tam,WillMi04,rush_att,0,,,,,
player,201109180min,tam,WillMi04,rush_yds,0,,,,,
player,201109180min,tam,WillMi04,rush_td,0,,,,,
player,201109180min,tam,WillMi04,rush_long,0,,,,,
player,201109180min,tam,WillMi04,targets,4,,,,,
player,201109180min,tam,WillMi04,rec,1,,,,,
player,201109180min,tam,WillMi04,rec_yds,-4,,,,,
player,201109180min,tam,WillMi04,rec_td,0,,,,,
player,201109180min,tam,WillMi04,rec_long,-4,,,,,
player,201109180min,tam,WillMi04,fumbles,0,,,,,
player,201109180min,tam,WillMi04,fumbles_lost,,,,,,
player,201109180min,min,McNaDo00,pass_cmp,18,,,,,
player,201109180min,min,McNaDo00,pass_att,30,,,,,
player,201109180min,min,McNaDo00,pass_yds,228,,,,,
player,201109180min,min,McNaDo00,pass_td,0,,,,,
player,201109180min,min,McNaDo00,pass_int,0,,,,,
player,201109180min,min,McNaDo00,pass_sacked,2,,,,,
player,201109180min,min,McNaDo00,pass_sacked_yds,16,,,,,
player,201109180min,min,McNaDo00,pass_long,42,,,,,
player,201109180min,min,McNaDo00,pass_rating,83.7,,,,,
player,201109180min,min,McNaDo00,rush_att,4,,,,,
player,201109180min,min,McNaDo00,rush_yds,12,,,,,
player,201109180min,min,McNaDo00,rush_td,0,,,,,
player,201109180min,min,McNaDo00,rush_long,13,,,,,
player,201109180min,min,McNaDo00,targets,0,,,,,
player,201109180min,min,McNaDo00,rec,0,,,,,
player,201109180min,min,McNaDo00,rec_yds,0,,,,,
player,201109180min,min,McNaDo00,rec_td,0,,,,,
player,201109180min,min,McNaDo00,rec_long,0,,,,,
player,201109180min,min,McNaDo00,fumbles,0,,,,,
player,201109180min,min,McNaDo00,fumbles_lost,,,,,,
player,201109180min,min,PeteAd01,pass_cmp,0,,,,,
player,201109180min,min,PeteAd01,pass_att,0,,,,,
player,201109180min,min,PeteAd01,pass_yds,0,,,,,
player,201109180min,min,PeteAd01,pass_td,0,,,,,
player,201109180min,min,PeteAd01,pass_int,0,,,,,
player,201109180min,min,PeteAd01,pass_sacked,0,,,,,
player,201109180min,min,PeteAd01,pass_sacked_yds,0,,,,,
player,201109180min,min,PeteAd01,pass_long,0,,,,,
player,201109180min,min,PeteAd01,pass_rating,,,,,,
player,201109180min,min,PeteAd01,rush_att,25,,,,,
player,201109180min,min,PeteAd01,rush_yds,120,,,,,
player,201109180min,min,PeteAd01,rush_td,2,,,,,
player,201109180min,min,PeteAd01,rush_long,19,,,,,
player,201109180min,min,PeteAd01,targets,3,,,,,
player,201109180min,min,PeteAd01,rec,2,,,,,
player,201109180min,min,PeteAd01,rec_yds,21,,,,,
player,201109180min,min,PeteAd01,rec_td,0,,,,,
player,201109180min,min,PeteAd01,rec_long,10,,,,,
player,201109180min,min,PeteAd01,fumbles,1,,,,,
player,201109180min,min,PeteAd01,fumbles_lost,0,,,,,
player,201109180min,min,GerhTo00,pass_cmp,0,,,,,
player,201109180min,min,GerhTo00,pass_att,0,,,,,
player,201109180min,min,GerhTo00,pass_yds,0,,,,,
player,201109180min,min,GerhTo00,pass_td,0,,,,,
player,201109180min,min,GerhTo00,pass_int,0,,,,,
player,201109180min,min,GerhTo00,pass_sacked,0,,,,,
player,201109180min,min,GerhTo00,pass_sacked_yds,0,,,,,
player,201109180min,min,GerhTo00,pass_long,0,,,,,
player,201109180min,min,GerhTo00,pass_rating,,,,,,
player,201109180min,min,GerhTo00,rush_att,2,,,,,
player,201109180min,min,GerhTo00,rush_yds,36,,,,,
player,201109180min,min,GerhTo00,rush_td,0,,,,,
player,201109180min,min,GerhTo00,rush_long,31,,,,,
player,201109180min,min,GerhTo00,targets,1,,,,,
player,201109180min,min,GerhTo00,rec,1,,,,,
player,201109180min,min,GerhTo00,rec_yds,42,,,,,
player,201109180min,min,GerhTo00,rec_td,0,,,,,
player,201109180min,min,GerhTo00,rec_long,42,,,,,
player,201109180min,min,GerhTo00,fumbles,0,,,,,
player,201109180min,min,GerhTo00,fumbles_lost,,,,,,
player,201109180min,min,HarvPe00,pass_cmp,0,,,,,
player,201109180min,min,HarvPe00,pass_att,0,,,,,
player,201109180min,min,HarvPe00,pass_yds,0,,,,,
player,201109180min,min,HarvPe00,pass_td,0,,,,,
player,201109180min,min,HarvPe00,pass_int,0,,,,,
player,201109180min,min,HarvPe00,pass_sacked,0,,,,,
player,201109180min,min,HarvPe00,pass_sacked_yds,0,,,,,
player,201109180min,min,HarvPe00,pass_long,0,,,,,
player,201109180min,min,HarvPe00,pass_rating,,,,,,
player,201109180min,min,HarvPe00,rush_att,2,,,,,
player,201109180min,min,HarvPe00,rush_yds,18,,,,,
player,201109180min,min,HarvPe00,rush_td,0,,,,,
player,201109180min,min,HarvPe00,rush_long,10,,,,,
player,201109180min,min,HarvPe00,targets,9,,,,,
player,201109180min,min,HarvPe00,rec,7,,,,,
player,201109180min,min,HarvPe00,rec_yds,76,,,,,
player,201109180min,min,HarvPe00,rec_td,0,,,,,
player,201109180min,min,HarvPe00,rec_long,19,,,,,
player,201109180min,min,HarvPe00,fumbles,1,,,,,
player,201109180min,min,HarvPe00,fumbles_lost,1,,,,,
player,201109180min,min,JenkMi00,pass_cmp,0,,,,,
player,201109180min,min,JenkMi00,pass_att,0,,,,,
player,201109180min,min,JenkMi00,pass_yds,0,,,,,
player,201109180min,min,JenkMi00,pass_td,0,,,,,
player,201109180min,min,JenkMi00,pass_int,0,,,,,
player,201109180min,min,JenkMi00,pass_sacked,0,,,,,
player,201109180min,min,JenkMi00,pass_sacked_yds,0,,,,,
player,201109180min,min,JenkMi00,pass_long,0,,,,,
player,201109180min,min,JenkMi00,pass_rating,,,,,,
player,201109180min,min,JenkMi00,rush_att,0,,,,,
player,201109180min,min,JenkMi00,rush_yds,0,,,,,
player,201109180min,min,JenkMi00,rush_td,0,,,,,
player,201109180min,min,JenkMi00,rush_long,0,,,,,
player,201109180min,min,JenkMi00,targets,3,,,,,
player,201109180min,min,JenkMi00,rec,3,,,,,
player,201109180min,min,JenkMi00,rec_yds,29,,,,,
player,201109180min,min,JenkMi00,rec_td,0,,,,,
player,201109180min,min,JenkMi00,rec_long,16,,,,,
player,201109180min,min,JenkMi00,fumbles,0,,,,,
player,201109180min,min,JenkMi00,fumbles_lost,,,,,,
player,201109180min,min,ShiaVi00,pass_cmp,0,,,,,
player,201109180min,min,ShiaVi00,pass_att,0,,,,,
player,201109180min,min,ShiaVi00,pass_yds,0,,,,,
player,201109180min,min,ShiaVi00,pass_td,0,,,,,
player,201109180min,min,ShiaVi00,pass_int,0,,,,,
player,201109180min,min,ShiaVi00,pass_sacked,0,,,,,
player,201109180min,min,ShiaVi00,pass_sacked_yds,0,,,,,
player,201109180min,min,ShiaVi00,pass_long,0,,,,,
player,201109180min,min,ShiaVi00,pass_rating,,,,,,
player,201109180min,min,ShiaVi00,rush_att,0,,,,,
player,201109180min,min,ShiaVi00,rush_yds,0,,,,,
player,201109180min,min,ShiaVi00,rush_td,0,,,,,
player,201109180min,min,ShiaVi00,rush_long,0,,,,,
player,201109180min,min,ShiaVi00,targets,7,,,,,
player,201109180min,min,ShiaVi00,rec,3,,,,,
player,201109180min,min,ShiaVi00,rec_yds,28,,,,,
player,201109180min,min,ShiaVi00,rec_td,0,,,,,
player,201109180min,min,ShiaVi00,rec_long,15,,,,,
player,201109180min,min,ShiaVi00,fumbles,0,,,,,
player,201109180min,min,ShiaVi00,fumbles_lost,,,,,,
player,201109180min,min,BerrBe00,pass_cmp,0,,,,,
player,201109180min,min,BerrBe00,pass_att,0,,,,,
player,201109180min,min,BerrBe00,pass_yds,0,,,,,
player,201109180min,min,BerrBe00,pass_td,0,,,,,
player,201109180min,min,BerrBe00,pass_int,0,,,,,
player,201109180min,min,BerrBe00,pass_sacked,0,,,,,
player,201109180min,min,BerrBe00,pass_sacked_yds,0,,,,,
player,201109180min,min,BerrBe00,pass_long,0,,,,,
player,201109180min,min,BerrBe00,pass_rating,,,,,,
player,201109180min,min,BerrBe00,rush_att,0,,,,,
player,201109180min,min,BerrBe00,rush_yds,0,,,,,
player,201109180min,min,BerrBe00,rush_td,0,,,,,
player,201109180min,min,BerrBe00,rush_long,0,,,,,
player,201109180min,min,BerrBe00,targets,4,,,,,
player,201109180min,min,BerrBe00,rec,1,,,,,
player,201109180min,min,BerrBe00,rec_yds,17,,,,,
player,201109180min,min,BerrBe00,rec_td,0,,,,,
player,201109180min,min,BerrBe00,rec_long,17,,,,,
player,201109180min,min,BerrBe00,fumbles,0,,,,,
player,201109180min,min,BerrBe00,fumbles_lost,,,,,,
player,201109180min,min,RudoKy00,pass_cmp,0,,,,,
player,201109180min,min,RudoKy00,pass_att,0,,,,,
player,201109180min,min,RudoKy00,pass_yds,0,,,,,
player,201109180min,min,RudoKy00,pass_td,0,,,,,
player,201109180min,min,RudoKy00,pass_int,0,,,,,
player,201109180min,min,RudoKy00,pass_sacked,0,,,,,
player,201109180min,min,RudoKy00,pass_sacked_yds,0,,,,,
player,201109180min,min,RudoKy00,pass_long,0,,,,,
player,201109180min,min,RudoKy00,pass_rating,,,,,,
player,201109180min,min,RudoKy00,rush_att,0,,,,,
player,201109180min,min,RudoKy00,rush_yds,0,,,,,
player,201109180min,min,RudoKy00,rush_td,0,,,,,
player,201109180min,min,RudoKy00,rush_long,0,,,,,
player,201109180min,min,RudoKy00,targets,1,,,,,
player,201109180min,min,RudoKy00,rec,1,,,,,
player,201109180min,min,RudoKy00,rec_yds,15,,,,,
player,201109180min,min,RudoKy00,rec_td,0,,,,,
player,201109180min,min,RudoKy00,rec_long,15,,,,,
player,201109180min,min,RudoKy00,fumbles,0,,,,,
player,201109180min,min,RudoKy00,fumbles_lost,,,,,,
player,201109180min,min,KleiJi00,pass_cmp,0,,,,,
player,201109180min,min,KleiJi00,pass_att,0,,,,,
player,201109180min,min,KleiJi00,pass_yds,0,,,,,
player,201109180min,min,KleiJi00,pass_td,0,,,,,
player,201109180min,min,KleiJi00,pass_int,0,,,,,
player,201109180min,min,KleiJi00,pass_sacked,0,,,,,
player,201109180min,min,KleiJi00,pass_sacked_yds,0,,,,,
player,201109180min,min,KleiJi00,pass_long,0,,,,,
player,201109180min,min,KleiJi00,pass_rating,,,,,,
player,201109180min,min,KleiJi00,rush_att,0,,,,,
player,201109180min,min,KleiJi00,rush_yds,0,,,,,
player,201109180min,min,KleiJi00,rush_td,0,,,,,
player,201109180min,min,KleiJi00,rush_long,0,,,,,
player,201109180min,min,KleiJi00,targets,1,,,,,
player,201109180min,min,KleiJi00,rec,0,,,,,
player,201109180min,min,KleiJi00,rec_yds,0,,,,,
player,201109180min,min,KleiJi00,rec_td,0,,,,,
player,201109180min,min,KleiJi00,rec_long,0,,,,,
player,201109180min,min,KleiJi00,fumbles,0,,,,,
player,201109180min,min,KleiJi00,fumbles_lost,,,,,,
player,201109180min,min,BookLo00,pass_cmp,0,,,,,
player,201109180min,min,BookLo00,pass_att,0,,,,,
player,201109180min,min,BookLo00,pass_yds,0,,,,,
player,201109180min,min,BookLo00,pass_td,0,,,,,
player,201109180min,min,BookLo00,pass_int,0,,,,,
player,201109180min,min,BookLo00,pass_sacked,0,,,,,
player,201109180min,min,BookLo00,pass_sacked_yds,0,,,,,
player,201109180min,min,BookLo00,pass_long,0,,,,,
player,201109180min,min,BookLo00,pass_rating,,,,,,
player,201109180min,min,BookLo00,rush_att,0,,,,,
player,201109180min,min,BookLo00,rush_yds,0,,,,,
player,201109180min,min,BookLo00,rush_td,0,,,,,
player,201109180min,min,BookLo00,rush_long,0,,,,,
player,201109180min,min,BookLo00,targets,1,,,,,
player,201109180min,min,BookLo00,rec,0,,,,,
player,201109180min,min,BookLo00,rec_yds,0,,,,,
player,201109180min,min,BookLo00,rec_td,0,,,,,
player,201109180min,min,BookLo00,rec_long,0,,,,,
player,201109180min,min,BookLo00,fumbles,0,,,,,
player,201109180min,min,BookLo00,fumbles_lost,,,,,,
player,201109180min,min,AromDe00,pass_cmp,0,,,,,
player,201109180min,min,AromDe00,pass_att,0,,,,,
player,201109180min,min,AromDe00,pass_yds,0,,,,,
player,201109180min,min,AromDe00,pass_td,0,,,,,
player,201109180min,min,AromDe00,pass_int,0,,,,,
player,201109180min,min,AromDe00,pass_sacked,0,,,,,
player,201109180min,min,AromDe00,pass_sacked_yds,0,,,,,
player,201109180min,min,AromDe00,pass_long,0,,,,,
player,201109180min,min,AromDe00,pass_rating,,,,,,
player,201109180min,min,AromDe00,rush_att,0,,,,,
player,201109180min,min,AromDe00,rush_yds,0,,,,,
player,201109180min,min,AromDe00,rush_td,0,,,,,
player,201109180min,min,AromDe00,rush_long,0,,,,,
player,201109180min,min,AromDe00,targets,2,,,,,
player,201109180min,min,AromDe00,rec,0,,,,,
player,201109180min,min,AromDe00,rec_yds,0,,,,,
player,201109180min,min,AromDe00,rec_td,0,,,,,
player,201109180min,min,AromDe00,rec_long,0,,,,,
player,201109180min,min,AromDe00,fumbles,0,,,,,
player,201109180min,min,AromDe00,fumbles_lost,,,,,,
player,201109180min,tam,FostMa00,def_int,0,,,,,
player,201109180min,tam,FostMa00,def_int_yds,0,,,,,
player,201109180min,tam,FostMa00,def_int_td,0,,,,,
player,201109180min,tam,FostMa00,def_int_long,0,,,,,
player,201109180min,tam,FostMa00,pass_defended,0,,,,,
player,201109180min,tam,FostMa00,sacks,1.0,,,,,
player,201109180min,tam,FostMa00,tackles_combined,10,,,,,
player,201109180min,tam,FostMa00,tackles_solo,7,,,,,
player,201109180min,tam,FostMa00,tackles_assists,3,,,,,
player,201109180min,tam,FostMa00,tackles_loss,1,,,,,
player,201109180min,tam,FostMa00,qb_hits,1,,,,,
player,201109180min,tam,FostMa00,fumbles_rec,0,,,,,
player,201109180min,tam,FostMa00,fumbles_rec_yds,0,,,,,
player,201109180min,tam,FostMa00,fumbles_rec_td,0,,,,,
player,201109180min,tam,FostMa00,fumbles_forced,1,,,,,
player,201109180min,tam,JoneSe20,def_int,0,,,,,
player,201109180min,tam,JoneSe20,def_int_yds,0,,,,,
player,201109180min,tam,JoneSe20,def_int_td,0,,,,,
player,201109180min,tam,JoneSe20,def_int_long,0,,,,,
player,201109180min,tam,JoneSe20,pass_defended,0,,,,,
player,201109180min,tam,JoneSe20,sacks,1.0,,,,,
player,201109180min,tam,JoneSe20,tackles_combined,7,,,,,
player,201109180min,tam,JoneSe20,tackles_solo,5,,,,,
player,201109180min,tam,JoneSe20,tackles_assists,2,,,,,
player,201109180min,tam,JoneSe20,tackles_loss,1,,,,,
player,201109180min,tam,JoneSe20,qb_hits,1,,,,,
player,201109180min,tam,JoneSe20,fumbles_rec,1,,,,,
player,201109180min,tam,JoneSe20,fumbles_rec_yds,0,,,,,
player,201109180min,tam,JoneSe20,fumbles_rec_td,0,,,,,
player,201109180min,tam,JoneSe20,fumbles_forced,0,,,,,
player,201109180min,tam,GrimCo99,def_int,0,,,,,
player,201109180min,tam,GrimCo99,def_int_yds,0,,,,,
player,201109180min,tam,GrimCo99,def_int_td,0,,,,,
player,201109180min,tam,GrimCo99,def_int_long,0,,,,,
player,201109180min,tam,GrimCo99,pass_defended,0,,,,,
player,201109180min,tam,GrimCo99,sacks,0.0,,,,,
player,201109180min,tam,GrimCo99,tackles_combined,7,,,,,
player,201109180min,tam,GrimCo99,tackles_solo,7,,,,,
player,201109180min,tam,GrimCo99,tackles_assists,0,,,,,
player,201109180min,tam,GrimCo99,tackles_loss,0,,,,,
player,201109180min,tam,GrimCo99,qb_hits,0,,,,,
player,201109180min,tam,GrimCo99,fumbles_rec,0,,,,,
player,201109180min,tam,GrimCo99,fumbles_rec_yds,0,,,,,
player,201109180min,tam,GrimCo99,fumbles_rec_td,0,,,,,
player,201109180min,tam,GrimCo99,fumbles_forced,0,,,,,
player,201109180min,tam,HayeGe98,def_int,0,,,,,
player,201109180min,tam,HayeGe98,def_int_yds,0,,,,,
player,201109180min,tam,HayeGe98,def_int_td,0,,,,,
player,201109180min,tam,HayeGe98,def_int_long,0,,,,,
player,201109180min,tam,HayeGe98,pass_defended,0,,,,,
player,201109180min,tam,HayeGe98,sacks,0.0,,,,,
player,201109180min,tam,HayeGe98,tackles_combined,5,,,,,
player,201109180min,tam,HayeGe98,tackles_solo,5,,,,,
player,201109180min,tam,HayeGe98,tackles_assists,0,,,,,
player,201109180min,tam,HayeGe98,tackles_loss,1,,,,,
