game,2011,14,20111211,201112110den,chi,"Chicago Bears",10,den,"Denver Broncos",13
player,201112110den,chi,HaniCa00,targets,0,,,,,
player,201112110den,chi,HaniCa00,rec,0,,,,,
player,201112110den,chi,HaniCa00,rec_yds,0,,,,,
player,201112110den,chi,HaniCa00,rec_td,0,,,,,
player,201112110den,chi,HaniCa00,rec_long,0,,,,,
player,201112110den,chi,HaniCa00,fumbles,0,,,,,
player,201112110den,chi,HaniCa00,fumbles_lost,,,,,,
player,201112110den,chi,BarbMa01,pass_cmp,0,,,,,
player,201112110den,chi,BarbMa01,pass_att,0,,,,,
player,201112110den,chi,BarbMa01,pass_yds,0,,,,,
player,201112110den,chi,BarbMa01,pass_td,0,,,,,
player,201112110den,chi,BarbMa01,pass_int,0,,,,,
player,201112110den,chi,BarbMa01,pass_sacked,0,,,,,
player,201112110den,chi,BarbMa01,pass_sacked_yds,0,,,,,
player,201112110den,chi,BarbMa01,pass_long,0,,,,,
player,201112110den,chi,BarbMa01,pass_rating,,,,,,
player,201112110den,chi,BarbMa01,rush_att,27,,,,,
player,201112110den,chi,BarbMa01,rush_yds,108,,,,,
player,201112110den,chi,BarbMa01,rush_td,1,,,,,
player,201112110den,chi,BarbMa01,rush_long,17,,,,,
player,201112110den,chi,BarbMa01,targets,4,,,,,
player,201112110den,chi,BarbMa01,rec,2,,,,,
player,201112110den,chi,BarbMa01,rec_yds,32,,,,,
player,201112110den,chi,BarbMa01,rec_td,0,,,,,
player,201112110den,chi,BarbMa01,rec_long,16,,,,,
player,201112110den,chi,BarbMa01,fumbles,1,,,,,
player,201112110den,chi,BarbMa01,fumbles_lost,1,,,,,
player,201112110den,chi,BellKa00,pass_cmp,0,,,,,
player,201112110den,chi,BellKa00,pass_att,0,,,,,
player,201112110den,chi,BellKa00,pass_yds,0,,,,,
player,201112110den,chi,BellKa00,pass_td,0,,,,,
player,201112110den,chi,BellKa00,pass_int,0,,,,,
player,201112110den,chi,BellKa00,pass_sacked,0,,,,,
player,201112110den,chi,BellKa00,pass_sacked_yds,0,,,,,
player,201112110den,chi,BellKa00,pass_long,0,,,,,
player,201112110den,chi,BellKa00,pass_rating,,,,,,
player,201112110den,chi,BellKa00,rush_att,9,,,,,
player,201112110den,chi,BellKa00,rush_yds,40,,,,,
player,201112110den,chi,BellKa00,rush_td,0,,,,,
player,201112110den,chi,BellKa00,rush_long,13,,,,,
player,201112110den,chi,BellKa00,targets,5,,,,,
player,201112110den,chi,BellKa00,rec,5,,,,,
player,201112110den,chi,BellKa00,rec_yds,24,,,,,
player,201112110den,chi,BellKa00,rec_td,0,,,,,
player,201112110den,chi,BellKa00,rec_long,13,,,,,
player,201112110den,chi,BellKa00,fumbles,0,,,,,
player,201112110den,chi,BellKa00,fumbles_lost,,,,,,
player,201112110den,chi,KnoxJo00,pass_cmp,0,,,,,
player,201112110den,chi,KnoxJo00,pass_att,0,,,,,
player,201112110den,chi,KnoxJo00,pass_yds,0,,,,,
player,201112110den,chi,KnoxJo00,pass_td,0,,,,,
player,201112110den,chi,KnoxJo00,pass_int,0,,,,,
player,201112110den,chi,KnoxJo00,pass_sacked,0,,,,,
player,201112110den,chi,KnoxJo00,pass_sacked_yds,0,,,,,
player,201112110den,chi,KnoxJo00,pass_long,0,,,,,
player,201112110den,chi,KnoxJo00,pass_rating,,,,,,
player,201112110den,chi,KnoxJo00,rush_att,0,,,,,
player,201112110den,chi,KnoxJo00,rush_yds,0,,,,,
player,201112110den,chi,KnoxJo00,rush_td,0,,,,,
player,201112110den,chi,KnoxJo00,rush_long,0,,,,,
player,201112110den,chi,KnoxJo00,targets,5,,,,,
player,201112110den,chi,KnoxJo00,rec,3,,,,,
player,201112110den,chi,KnoxJo00,rec_yds,37,,,,,
player,201112110den,chi,KnoxJo00,rec_td,0,,,,,
player,201112110den,chi,KnoxJo00,rec_long,19,,,,,
player,201112110den,chi,KnoxJo00,fumbles,0,,,,,
player,201112110den,chi,KnoxJo00,fumbles_lost,,,,,,
player,201112110den,chi,WillRo04,pass_cmp,0,,,,,
player,201112110den,chi,WillRo04,pass_att,0,,,,,
player,201112110den,chi,WillRo04,pass_yds,0,,,,,
player,201112110den,chi,WillRo04,pass_td,0,,,,,
player,201112110den,chi,WillRo04,pass_int,0,,,,,
player,201112110den,chi,WillRo04,pass_sacked,0,,,,,
player,201112110den,chi,WillRo04,pass_sacked_yds,0,,,,,
player,201112110den,chi,WillRo04,pass_long,0,,,,,
player,201112110den,chi,WillRo04,pass_rating,,,,,,
player,201112110den,chi,WillRo04,rush_att,0,,,,,
player,201112110den,chi,WillRo04,rush_yds,0,,,,,
player,201112110den,chi,WillRo04,rush_td,0,,,,,
player,201112110den,chi,WillRo04,rush_long,0,,,,,
player,201112110den,chi,WillRo04,targets,2,,,,,
player,201112110den,chi,WillRo04,rec,2,,,,,
player,201112110den,chi,WillRo04,rec_yds,22,,,,,
player,201112110den,chi,WillRo04,rec_td,0,,,,,
player,201112110den,chi,WillRo04,rec_long,17,,,,,
player,201112110den,chi,WillRo04,fumbles,0,,,,,
player,201112110den,chi,WillRo04,fumbles_lost,,,,,,
player,201112110den,chi,HestDe99,pass_cmp,0,,,,,
player,201112110den,chi,HestDe99,pass_att,0,,,,,
player,201112110den,chi,HestDe99,pass_yds,0,,,,,
player,201112110den,chi,HestDe99,pass_td,0,,,,,
player,201112110den,chi,HestDe99,pass_int,0,,,,,
player,201112110den,chi,HestDe99,pass_sacked,0,,,,,
player,201112110den,chi,HestDe99,pass_sacked_yds,0,,,,,
player,201112110den,chi,HestDe99,pass_long,0,,,,,
player,201112110den,chi,HestDe99,pass_rating,,,,,,
player,201112110den,chi,HestDe99,rush_att,0,,,,,
player,201112110den,chi,HestDe99,rush_yds,0,,,,,
player,201112110den,chi,HestDe99,rush_td,0,,,,,
player,201112110den,chi,HestDe99,rush_long,0,,,,,
player,201112110den,chi,HestDe99,targets,1,,,,,
player,201112110den,chi,HestDe99,rec,0,,,,,
player,201112110den,chi,HestDe99,rec_yds,0,,,,,
player,201112110den,chi,HestDe99,rec_td,0,,,,,
player,201112110den,chi,HestDe99,rec_long,0,,,,,
player,201112110den,chi,HestDe99,fumbles,0,,,,,
player,201112110den,chi,HestDe99,fumbles_lost,,,,,,
player,201112110den,chi,DaviKe01,pass_cmp,0,,,,,
player,201112110den,chi,DaviKe01,pass_att,0,,,,,
player,201112110den,chi,DaviKe01,pass_yds,0,,,,,
player,201112110den,chi,DaviKe01,pass_td,0,,,,,
player,201112110den,chi,DaviKe01,pass_int,0,,,,,
player,201112110den,chi,DaviKe01,pass_sacked,0,,,,,
player,201112110den,chi,DaviKe01,pass_sacked_yds,0,,,,,
player,201112110den,chi,DaviKe01,pass_long,0,,,,,
player,201112110den,chi,DaviKe01,pass_rating,,,,,,
player,201112110den,chi,DaviKe01,rush_att,0,,,,,
player,201112110den,chi,DaviKe01,rush_yds,0,,,,,
player,201112110den,chi,DaviKe01,rush_td,0,,,,,
player,201112110den,chi,DaviKe01,rush_long,0,,,,,
player,201112110den,chi,DaviKe01,targets,1,,,,,
player,201112110den,chi,DaviKe01,rec,0,,,,,
player,201112110den,chi,DaviKe01,rec_yds,0,,,,,
player,201112110den,chi,DaviKe01,rec_td,0,,,,,
player,201112110den,chi,DaviKe01,rec_long,0,,,,,
player,201112110den,chi,DaviKe01,fumbles,0,,,,,
player,201112110den,chi,DaviKe01,fumbles_lost,,,,,,
player,201112110den,chi,BennEa00,pass_cmp,0,,,,,
player,201112110den,chi,BennEa00,pass_att,0,,,,,
player,201112110den,chi,BennEa00,pass_yds,0,,,,,
player,201112110den,chi,BennEa00,pass_td,0,,,,,
player,201112110den,chi,BennEa00,pass_int,0,,,,,
player,201112110den,chi,BennEa00,pass_sacked,0,,,,,
player,201112110den,chi,BennEa00,pass_sacked_yds,0,,,,,
player,201112110den,chi,BennEa00,pass_long,0,,,,,
player,201112110den,chi,BennEa00,pass_rating,,,,,,
player,201112110den,chi,BennEa00,rush_att,0,,,,,
player,201112110den,chi,BennEa00,rush_yds,0,,,,,
player,201112110den,chi,BennEa00,rush_td,0,,,,,
player,201112110den,chi,BennEa00,rush_long,0,,,,,
player,201112110den,chi,BennEa00,targets,1,,,,,
player,201112110den,chi,BennEa00,rec,0,,,,,
player,201112110den,chi,BennEa00,rec_yds,0,,,,,
player,201112110den,chi,BennEa00,rec_td,0,,,,,
player,201112110den,chi,BennEa00,rec_long,0,,,,,
player,201112110den,chi,BennEa00,fumbles,0,,,,,
player,201112110den,chi,BennEa00,fumbles_lost,,,,,,
player,201112110den,den,TeboTi00,pass_cmp,21,,,,,
player,201112110den,den,TeboTi00,pass_att,40,,,,,
player,201112110den,den,TeboTi00,pass_yds,236,,,,,
player,201112110den,den,TeboTi00,pass_td,1,,,,,
player,201112110den,den,TeboTi00,pass_int,1,,,,,
player,201112110den,den,TeboTi00,pass_sacked,5,,,,,
player,201112110den,den,TeboTi00,pass_sacked_yds,15,,,,,
player,201112110den,den,TeboTi00,pass_long,23,,,,,
player,201112110den,den,TeboTi00,pass_rating,68.3,,,,,
player,201112110den,den,TeboTi00,rush_att,12,,,,,
player,201112110den,den,TeboTi00,rush_yds,49,,,,,
player,201112110den,den,TeboTi00,rush_td,0,,,,,
player,201112110den,den,TeboTi00,rush_long,16,,,,,
player,201112110den,den,TeboTi00,targets,0,,,,,
player,201112110den,den,TeboTi00,rec,0,,,,,
player,201112110den,den,TeboTi00,rec_yds,0,,,,,
player,201112110den,den,TeboTi00,rec_td,0,,,,,
player,201112110den,den,TeboTi00,rec_long,0,,,,,
player,201112110den,den,TeboTi00,fumbles,2,,,,,
player,201112110den,den,TeboTi00,fumbles_lost,1,,,,,
player,201112110den,den,McGaWi00,pass_cmp,0,,,,,
player,201112110den,den,McGaWi00,pass_att,0,,,,,
player,201112110den,den,McGaWi00,pass_yds,0,,,,,
player,201112110den,den,McGaWi00,pass_td,0,,,,,
player,201112110den,den,McGaWi00,pass_int,0,,,,,
player,201112110den,den,McGaWi00,pass_sacked,0,,,,,
player,201112110den,den,McGaWi00,pass_sacked_yds,0,,,,,
player,201112110den,den,McGaWi00,pass_long,0,,,,,
player,201112110den,den,McGaWi00,pass_rating,,,,,,
player,201112110den,den,McGaWi00,rush_att,17,,,,,
player,201112110den,den,McGaWi00,rush_yds,34,,,,,
player,201112110den,den,McGaWi00,rush_td,0,,,,,
player,201112110den,den,McGaWi00,rush_long,7,,,,,
player,201112110den,den,McGaWi00,targets,1,,,,,
player,201112110den,den,McGaWi00,rec,1,,,,,
player,201112110den,den,McGaWi00,rec_yds,2,,,,,
player,201112110den,den,McGaWi00,rec_td,0,,,,,
player,201112110den,den,McGaWi00,rec_long,2,,,,,
player,201112110den,den,McGaWi00,fumbles,0,,,,,
player,201112110den,den,McGaWi00,fumbles_lost,,,,,,
player,201112110den,den,JohnJe01,pass_cmp,0,,,,,
player,201112110den,den,JohnJe01,pass_att,0,,,,,
player,201112110den,den,JohnJe01,pass_yds,0,,,,,
player,201112110den,den,JohnJe01,pass_td,0,,,,,
player,201112110den,den,JohnJe01,pass_int,0,,,,,
player,201112110den,den,JohnJe01,pass_sacked,0,,,,,
player,201112110den,den,JohnJe01,pass_sacked_yds,0,,,,,
player,201112110den,den,JohnJe01,pass_long,0,,,,,
player,201112110den,den,JohnJe01,pass_rating,,,,,,
player,201112110den,den,JohnJe01,rush_att,2,,,,,
player,201112110den,den,JohnJe01,rush_yds,18,,,,,
player,201112110den,den,JohnJe01,rush_td,0,,,,,
player,201112110den,den,JohnJe01,rush_long,14,,,,,
player,201112110den,den,JohnJe01,targets,2,,,,,
player,201112110den,den,JohnJe01,rec,2,,,,,
player,201112110den,den,JohnJe01,rec_yds,11,,,,,
player,201112110den,den,JohnJe01,rec_td,0,,,,,
player,201112110den,den,JohnJe01,rec_long,8,,,,,
player,201112110den,den,JohnJe01,fumbles,0,,,,,
player,201112110den,den,JohnJe01,fumbles_lost,,,,,,
player,201112110den,den,BallLa00,pass_cmp,0,,,,,
player,201112110den,den,BallLa00,pass_att,0,,,,,
player,201112110den,den,BallLa00,pass_yds,0,,,,,
player,201112110den,den,BallLa00,pass_td,0,,,,,
player,201112110den,den,BallLa00,pass_int,0,,,,,
player,201112110den,den,BallLa00,pass_sacked,0,,,,,
player,201112110den,den,BallLa00,pass_sacked_yds,0,,,,,
player,201112110den,den,BallLa00,pass_long,0,,,,,
player,201112110den,den,BallLa00,pass_rating,,,,,,
player,201112110den,den,BallLa00,rush_att,1,,,,,
player,201112110den,den,BallLa00,rush_yds,13,,,,,
player,201112110den,den,BallLa00,rush_td,0,,,,,
player,201112110den,den,BallLa00,rush_long,13,,,,,
player,201112110den,den,BallLa00,targets,6,,,,,
player,201112110den,den,BallLa00,rec,4,,,,,
player,201112110den,den,BallLa00,rec_yds,37,,,,,
player,201112110den,den,BallLa00,rec_td,0,,,,,
player,201112110den,den,BallLa00,rec_long,11,,,,,
player,201112110den,den,BallLa00,fumbles,0,,,,,
player,201112110den,den,BallLa00,fumbles_lost,,,,,,
player,201112110den,den,ThomDe03,pass_cmp,0,,,,,
player,201112110den,den,ThomDe03,pass_att,0,,,,,
player,201112110den,den,ThomDe03,pass_yds,0,,,,,
player,201112110den,den,ThomDe03,pass_td,0,,,,,
player,201112110den,den,ThomDe03,pass_int,0,,,,,
player,201112110den,den,ThomDe03,pass_sacked,0,,,,,
player,201112110den,den,ThomDe03,pass_sacked_yds,0,,,,,
player,201112110den,den,ThomDe03,pass_long,0,,,,,
player,201112110den,den,ThomDe03,pass_rating,,,,,,
player,201112110den,den,ThomDe03,rush_att,1,,,,,
player,201112110den,den,ThomDe03,rush_yds,5,,,,,
player,201112110den,den,ThomDe03,rush_td,0,,,,,
player,201112110den,den,ThomDe03,rush_long,5,,,,,
player,201112110den,den,ThomDe03,targets,13,,,,,
player,201112110den,den,ThomDe03,rec,7,,,,,
player,201112110den,den,ThomDe03,rec_yds,78,,,,,
player,201112110den,den,ThomDe03,rec_td,1,,,,,
player,201112110den,den,ThomDe03,rec_long,16,,,,,
player,201112110den,den,ThomDe03,fumbles,0,,,,,
player,201112110den,den,ThomDe03,fumbles_lost,,,,,,
player,201112110den,den,LarsSp99,pass_cmp,0,,,,,
player,201112110den,den,LarsSp99,pass_att,0,,,,,
player,201112110den,den,LarsSp99,pass_yds,0,,,,,
player,201112110den,den,LarsSp99,pass_td,0,,,,,
player,201112110den,den,LarsSp99,pass_int,0,,,,,
player,201112110den,den,LarsSp99,pass_sacked,0,,,,,
player,201112110den,den,LarsSp99,pass_sacked_yds,0,,,,,
player,201112110den,den,LarsSp99,pass_long,0,,,,,
player,201112110den,den,LarsSp99,pass_rating,,,,,,
player,201112110den,den,LarsSp99,rush_att,1,,,,,
player,201112110den,den,LarsSp99,rush_yds,5,,,,,
player,201112110den,den,LarsSp99,rush_td,0,,,,,
player,201112110den,den,LarsSp99,rush_long,5,,,,,
player,201112110den,den,LarsSp99,targets,0,,,,,
player,201112110den,den,LarsSp99,rec,0,,,,,
player,201112110den,den,LarsSp99,rec_yds,0,,,,,
player,201112110den,den,LarsSp99,rec_td,0,,,,,
player,201112110den,den,LarsSp99,rec_long,0,,,,,
player,201112110den,den,LarsSp99,fumbles,0,,,,,
player,201112110den,den,LarsSp99,fumbles_lost,,,,,,
player,201112110den,den,WillMa00,pass_cmp,0,,,,,
player,201112110den,den,WillMa00,pass_att,0,,,,,
player,201112110den,den,WillMa00,pass_yds,0,,,,,
player,201112110den,den,WillMa00,pass_td,0,,,,,
player,201112110den,den,WillMa00,pass_int,0,,,,,
player,201112110den,den,WillMa00,pass_sacked,0,,,,,
player,201112110den,den,WillMa00,pass_sacked_yds,0,,,,,
player,201112110den,den,WillMa00,pass_long,0,,,,,
player,201112110den,den,WillMa00,pass_rating,,,,,,
player,201112110den,den,WillMa00,rush_att,0,,,,,
player,201112110den,den,WillMa00,rush_yds,0,,,,,
player,201112110den,den,WillMa00,rush_td,0,,,,,
player,201112110den,den,WillMa00,rush_long,0,,,,,
player,201112110den,den,WillMa00,targets,8,,,,,
player,201112110den,den,WillMa00,rec,4,,,,,
player,201112110den,den,WillMa00,rec_yds,75,,,,,
player,201112110den,den,WillMa00,rec_td,0,,,,,
player,201112110den,den,WillMa00,rec_long,23,,,,,
player,201112110den,den,WillMa00,fumbles,0,,,,,
player,201112110den,den,WillMa00,fumbles_lost,,,,,,
player,201112110den,den,DeckEr00,pass_cmp,0,,,,,
player,201112110den,den,DeckEr00,pass_att,0,,,,,
player,201112110den,den,DeckEr00,pass_yds,0,,,,,
player,201112110den,den,DeckEr00,pass_td,0,,,,,
player,201112110den,den,DeckEr00,pass_int,0,,,,,
player,201112110den,den,DeckEr00,pass_sacked,0,,,,,
player,201112110den,den,DeckEr00,pass_sacked_yds,0,,,,,
player,201112110den,den,DeckEr00,pass_long,0,,,,,
player,201112110den,den,DeckEr00,pass_rating,,,,,,
player,201112110den,den,DeckEr00,rush_att,0,,,,,
player,201112110den,den,DeckEr00,rush_yds,0,,,,,
player,201112110den,den,DeckEr00,rush_td,0,,,,,
player,201112110den,den,DeckEr00,rush_long,0,,,,,
player,201112110den,den,DeckEr00,targets,7,,,,,
player,201112110den,den,DeckEr00,rec,3,,,,,
player,201112110den,den,DeckEr00,rec_yds,33,,,,,
player,201112110den,den,DeckEr00,rec_td,0,,,,,
player,201112110den,den,DeckEr00,rec_long,23,,,,,
player,201112110den,den,DeckEr00,fumbles,0,,,,,
player,201112110den,den,DeckEr00,fumbles_lost,,,,,,
player,201112110den,den,FellDa00,pass_cmp,0,,,,,
player,201112110den,den,FellDa00,pass_att,0,,,,,
player,201112110den,den,FellDa00,pass_yds,0,,,,,
player,201112110den,den,FellDa00,pass_td,0,,,,,
player,201112110den,den,FellDa00,pass_int,0,,,,,
player,201112110den,den,FellDa00,pass_sacked,0,,,,,
player,201112110den,den,FellDa00,pass_sacked_yds,0,,,,,
player,201112110den,den,FellDa00,pass_long,0,,,,,
player,201112110den,den,FellDa00,pass_rating,,,,,,
player,201112110den,den,FellDa00,rush_att,0,,,,,
player,201112110den,den,FellDa00,rush_yds,0,,,,,
player,201112110den,den,FellDa00,rush_td,0,,,,,
player,201112110den,den,FellDa00,rush_long,0,,,,,
player,201112110den,den,FellDa00,targets,1,,,,,
player,201112110den,den,FellDa00,rec,0,,,,,
player,201112110den,den,FellDa00,rec_yds,0,,,,,
player,201112110den,den,FellDa00,rec_td,0,,,,,
player,201112110den,den,FellDa00,rec_long,0,,,,,
player,201112110den,den,FellDa00,fumbles,0,,,,,
player,201112110den,den,FellDa00,fumbles_lost,,,,,,
player,201112110den,chi,TillCh20,def_int,1,,,,,
player,201112110den,chi,TillCh20,def_int_yds,0,,,,,
player,201112110den,chi,TillCh20,def_int_td,0,,,,,
player,201112110den,chi,TillCh20,def_int_long,0,,,,,
player,201112110den,chi,TillCh20,pass_defended,1,,,,,
player,201112110den,chi,TillCh20,sacks,0.0,,,,,
player,201112110den,chi,TillCh20,tackles_combined,5,,,,,
player,201112110den,chi,TillCh20,tackles_solo,5,,,,,
player,201112110den,chi,TillCh20,tackles_assists,0,,,,,
player,201112110den,chi,TillCh20,tackles_loss,0,,,,,
player,201112110den,chi,TillCh20,qb_hits,0,,,,,
player,201112110den,chi,TillCh20,fumbles_rec,0,,,,,
player,201112110den,chi,TillCh20,fumbles_rec_yds,0,,,,,
player,201112110den,chi,TillCh20,fumbles_rec_td,0,,,,,
player,201112110den,chi,TillCh20,fumbles_forced,0,,,,,
player,201112110den,chi,StelCr99,def_int,0,,,,,
player,201112110den,chi,StelCr99,def_int_yds,0,,,,,
player,201112110den,chi,StelCr99,def_int_td,0,,,,,
player,201112110den,chi,StelCr99,def_int_long,0,,,,,
player,201112110den,chi,StelCr99,pass_defended,0,,,,,
player,201112110den,chi,StelCr99,sacks,1.0,,,,,
player,201112110den,chi,StelCr99,tackles_combined,5,,,,,
player,201112110den,chi,StelCr99,tackles_solo,3,,,,,
player,201112110den,chi,StelCr99,tackles_assists,2,,,,,
player,201112110den,chi,StelCr99,tackles_loss,1,,,,,
player,201112110den,chi,StelCr99,qb_hits,0,,,,,
player,201112110den,chi,StelCr99,fumbles_rec,0,,,,,
player,201112110den,chi,StelCr99,fumbles_rec_yds,0,,,,,
player,201112110den,chi,StelCr99,fumbles_rec_td,0,,,,,
player,201112110den,chi,StelCr99,fumbles_forced,1,,,,,
player,201112110den,chi,DaviCh22,def_int,0,,,,,
player,201112110den,chi,DaviCh22,def_int_yds,0,,,,,
player,201112110den,chi,DaviCh22,def_int_td,0,,,,,
player,201112110den,chi,DaviCh22,def_int_long,0,,,,,
player,201112110den,chi,DaviCh22,pass_defended,0,,,,,
player,201112110den,chi,DaviCh22,sacks,1.0,,,,,
player,201112110den,chi,DaviCh22,tackles_combined,3,,,,,
player,201112110den,chi,DaviCh22,tackles_solo,2,,,,,
player,201112110den,chi,DaviCh22,tackles_assists,1,,,,,
player,201112110den,chi,DaviCh22,tackles_loss,0,,,,,
player,201112110den,chi,DaviCh22,qb_hits,1,,,,,
player,201112110den,chi,DaviCh22,fumbles_rec,0,,,,,
player,201112110den,chi,DaviCh22,fumbles_rec_yds,0,,,,,
player,201112110den,chi,DaviCh22,fumbles_rec_td,0,,,,,
player,201112110den,chi,DaviCh22,fumbles_forced,0,,,,,
player,201112110den,chi,MeltHe99,def_int,0,,,,,
player,201112110den,chi,MeltHe99,def_int_yds,0,,,,,
player,201112110den,chi,MeltHe99,def_int_td,0,,,,,
player,201112110den,chi,MeltHe99,def_int_long,0,,,,,
player,201112110den,chi,MeltHe99,pass_defended,0,,,,,
player,201112110den,chi,MeltHe99,sacks,1.0,,,,,
player,201112110den,chi,MeltHe99,tackles_combined,2,,,,,
player,201112110den,chi,MeltHe99,tackles_solo,2,,,,,
player,201112110den,chi,MeltHe99,tackles_assists,0,,,,,
player,201112110den,chi,MeltHe99,tackles_loss,2,,,,,
player,201112110den,chi,MeltHe99,qb_hits,1,,,,,
player,201112110den,chi,MeltHe99,fumbles_rec,0,,,,,
player,201112110den,chi,MeltHe99,fumbles_rec_yds,0,,,,,
player,201112110den,chi,MeltHe99,fumbles_rec_td,0,,,,,
player,201112110den,chi,MeltHe99,fumbles_forced,0,,,,,
player,201112110den,chi,PaeaSt00,def_int,0,,,,,
player,201112110den,chi,PaeaSt00,def_int_yds,0,,,,,
player,201112110den,chi,PaeaSt00,def_int_td,0,,,,,
player,201112110den,chi,PaeaSt00,def_int_long,0,,,,,
player,201112110den,chi,PaeaSt00,pass_defended,0,,,,,
player,201112110den,chi,PaeaSt00,sacks,1.0,,,,,
player,201112110den,chi,PaeaSt00,tackles_combined,2,,,,,
player,201112110den,chi,PaeaSt00,tackles_solo,2,,,,,
player,201112110den,chi,PaeaSt00,tackles_assists,0,,,,,
player,201112110den,chi,PaeaSt00,tackles_loss,1,,,,,
player,201112110den,chi,PaeaSt00,qb_hits,1,,,,,
player,201112110den,chi,PaeaSt00,fumbles_rec,0,,,,,
player,201112110den,chi,PaeaSt00,fumbles_rec_yds,0,,,,,
player,201112110den,chi,PaeaSt00,fumbles_rec_td,0,,,,,
player,201112110den,chi,PaeaSt00,fumbles_forced,0,,,,,
player,201112110den,chi,PeppJu99,def_int,0,,,,,
player,201112110den,chi,PeppJu99,def_int_yds,0,,,,,
player,201112110den,chi,PeppJu99,def_int_td,0,,,,,
player,201112110den,chi,PeppJu99,def_int_long,0,,,,,
player,201112110den,chi,PeppJu99,pass_defended,0,,,,,
player,201112110den,chi,PeppJu99,sacks,1.0,,,,,
player,201112110den,chi,PeppJu99,tackles_combined,2,,,,,
player,201112110den,chi,PeppJu99,tackles_solo,2,,,,,
player,201112110den,chi,PeppJu99,tackles_assists,0,,,,,
player,201112110den,chi,PeppJu99,tackles_loss,1,,,,,
player,201112110den,chi,PeppJu99,qb_hits,1,,,,,
player,201112110den,chi,PeppJu99,fumbles_rec,0,,,,,
player,201112110den,chi,PeppJu99,fumbles_rec_yds,0,,,,,
player,201112110den,chi,PeppJu99,fumbles_rec_td,0,,,,,
player,201112110den,chi,PeppJu99,fumbles_forced,1,,,,,
player,201112110den,chi,UrlaBr00,def_int,0,,,,,
player,201112110den,chi,UrlaBr00,def_int_yds,0,,,,,
player,201112110den,chi,UrlaBr00,def_int_td,0,,,,,
player,201112110den,chi,UrlaBr00,def_int_long,0,,,,,
player,201112110den,chi,UrlaBr00,pass_defended,0,,,,,
player,201112110den,chi,UrlaBr00,sacks,0.0,,,,,
player,201112110den,chi,UrlaBr00,tackles_combined,11,,,,,
player,201112110den,chi,UrlaBr00,tackles_solo,10,,,,,
player,201112110den,chi,UrlaBr00,tackles_assists,1,,,,,
player,201112110den,chi,UrlaBr00,tackles_loss,0,,,,,
player,201112110den,chi,UrlaBr00,qb_hits,0,,,,,
player,201112110den,chi,UrlaBr00,fumbles_rec,0,,,,,
player,201112110den,chi,UrlaBr00,fumbles_rec_yds,0,,,,,
player,201112110den,chi,UrlaBr00,fumbles_rec_td,0,,,,,
player,201112110den,chi,UrlaBr00,fumbles_forced,0,,,,,
player,201112110den,chi,BrigLa99,def_int,0,,,,,
player,201112110den,chi,BrigLa99,def_int_yds,0,,,,,
player,201112110den,chi,BrigLa99,def_int_td,0,,,,,
player,201112110den,chi,BrigLa99,def_int_long,0,,,,,
player,201112110den,chi,BrigLa99,pass_defended,0,,,,,
player,201112110den,chi,BrigLa99,sacks,0.0,,,,,
player,201112110den,chi,BrigLa99,tackles_combined,9,,,,,
