game,2011,14,20111211,201112110den,chi,"Chicago Bears",10,den,"Denver Broncos",13
player,201112110den,chi,HestDe99,kick_ret_yds_per_ret,25.0,,,,,
player,201112110den,chi,HestDe99,kick_ret_td,0,,,,,
player,201112110den,chi,HestDe99,kick_ret_long,25,,,,,
player,201112110den,chi,HestDe99,punt_ret,2,,,,,
player,201112110den,chi,HestDe99,punt_ret_yds,36,,,,,
player,201112110den,chi,HestDe99,punt_ret_yds_per_ret,18.0,,,,,
player,201112110den,chi,HestDe99,punt_ret_td,0,,,,,
player,201112110den,chi,HestDe99,punt_ret_long,26,,,,,
player,201112110den,den,CosbQu00,kick_ret,0,,,,,
player,201112110den,den,CosbQu00,kick_ret_yds,0,,,,,
player,201112110den,den,CosbQu00,kick_ret_yds_per_ret,,,,,,
player,201112110den,den,CosbQu00,kick_ret_td,0,,,,,
player,201112110den,den,CosbQu00,kick_ret_long,0,,,,,
player,201112110den,den,CosbQu00,punt_ret,8,,,,,
player,201112110den,den,CosbQu00,punt_ret_yds,73,,,,,
player,201112110den,den,CosbQu00,punt_ret_yds_per_ret,9.1,,,,,
player,201112110den,den,CosbQu00,punt_ret_td,0,,,,,
player,201112110den,den,CosbQu00,punt_ret_long,14,,,,,
player,201112110den,chi,gouldrob01,xpm,1,,,,,
player,201112110den,chi,gouldrob01,xpa,1,,,,,
player,201112110den,chi,gouldrob01,fgm,1,,,,,
player,201112110den,chi,gouldrob01,fga,1,,,,,
player,201112110den,chi,gouldrob01,punt,0,,,,,
player,201112110den,chi,gouldrob01,punt_yds,0,,,,,
player,201112110den,chi,gouldrob01,punt_yds_per_punt,,,,,,
player,201112110den,chi,gouldrob01,punt_long,0,,,,,
player,201112110den,chi,PodlAd20,xpm,,,,,,
player,201112110den,chi,PodlAd20,xpa,,,,,,
player,201112110den,chi,PodlAd20,fgm,,,,,,
player,201112110den,chi,PodlAd20,fga,,,,,,
player,201112110den,chi,PodlAd20,punt,11,,,,,
player,201112110den,chi,PodlAd20,punt_yds,526,,,,,
player,201112110den,chi,PodlAd20,punt_yds_per_punt,47.8,,,,,
player,201112110den,chi,PodlAd20,punt_long,57,,,,,
player,201112110den,den,PratMa20,xpm,1,,,,,
player,201112110den,den,PratMa20,xpa,1,,,,,
player,201112110den,den,PratMa20,fgm,2,,,,,
player,201112110den,den,PratMa20,fga,3,,,,,
player,201112110den,den,PratMa20,punt,0,,,,,
player,201112110den,den,PratMa20,punt_yds,0,,,,,
player,201112110den,den,PratMa20,punt_yds_per_punt,,,,,,
player,201112110den,den,PratMa20,punt_long,0,,,,,
player,201112110den,den,ColqBr00,xpm,,,,,,
player,201112110den,den,ColqBr00,xpa,,,,,,
player,201112110den,den,ColqBr00,fgm,,,,,,
player,201112110den,den,ColqBr00,fga,,,,,,
player,201112110den,den,ColqBr00,punt,8,,,,,
player,201112110den,den,ColqBr00,punt_yds,363,,,,,
player,201112110den,den,ColqBr00,punt_yds_per_punt,45.4,,,,,
player,201112110den,den,ColqBr00,punt_long,53,,,,,
