game,2011,9,20111106,201111060buf,nyj,"New York Jets",27,buf,"Buffalo Bills",11
player,201111060buf,buf,MoatAr00,qb_hits,1,,,,,
player,201111060buf,buf,MoatAr00,fumbles_rec,0,,,,,
player,201111060buf,buf,MoatAr00,fumbles_rec_yds,0,,,,,
player,201111060buf,buf,MoatAr00,fumbles_rec_td,0,,,,,
player,201111060buf,buf,MoatAr00,fumbles_forced,0,,,,,
player,201111060buf,buf,ColeAn01,def_int,0,,,,,
player,201111060buf,buf,ColeAn01,def_int_yds,0,,,,,
player,201111060buf,buf,ColeAn01,def_int_td,0,,,,,
player,201111060buf,buf,ColeAn01,def_int_long,0,,,,,
player,201111060buf,buf,ColeAn01,pass_defended,0,,,,,
player,201111060buf,buf,ColeAn01,sacks,0.0,,,,,
player,201111060buf,buf,ColeAn01,tackles_combined,2,,,,,
player,201111060buf,buf,ColeAn01,tackles_solo,1,,,,,
player,201111060buf,buf,ColeAn01,tackles_assists,1,,,,,
player,201111060buf,buf,ColeAn01,tackles_loss,0,,,,,
player,201111060buf,buf,ColeAn01,qb_hits,0,,,,,
player,201111060buf,buf,ColeAn01,fumbles_rec,0,,,,,
player,201111060buf,buf,ColeAn01,fumbles_rec_yds,0,,,,,
player,201111060buf,buf,ColeAn01,fumbles_rec_td,0,,,,,
player,201111060buf,buf,ColeAn01,fumbles_forced,0,,,,,
player,201111060buf,buf,MartRu00,def_int,0,,,,,
player,201111060buf,buf,MartRu00,def_int_yds,0,,,,,
player,201111060buf,buf,MartRu00,def_int_td,0,,,,,
player,201111060buf,buf,MartRu00,def_int_long,0,,,,,
player,201111060buf,buf,MartRu00,pass_defended,0,,,,,
player,201111060buf,buf,MartRu00,sacks,0.0,,,,,
player,201111060buf,buf,MartRu00,tackles_combined,2,,,,,
player,201111060buf,buf,MartRu00,tackles_solo,2,,,,,
player,201111060buf,buf,MartRu00,tackles_assists,0,,,,,
player,201111060buf,buf,MartRu00,tackles_loss,0,,,,,
player,201111060buf,buf,MartRu00,qb_hits,0,,,,,
player,201111060buf,buf,MartRu00,fumbles_rec,0,,,,,
player,201111060buf,buf,MartRu00,fumbles_rec_yds,0,,,,,
player,201111060buf,buf,MartRu00,fumbles_rec_td,0,,,,,
player,201111060buf,buf,MartRu00,fumbles_forced,1,,,,,
player,201111060buf,buf,linderia01,def_int,0,,,,,
player,201111060buf,buf,linderia01,def_int_yds,0,,,,,
player,201111060buf,buf,linderia01,def_int_td,0,,,,,
player,201111060buf,buf,linderia01,def_int_long,0,,,,,
player,201111060buf,buf,linderia01,pass_defended,0,,,,,
player,201111060buf,buf,linderia01,sacks,0.0,,,,,
player,201111060buf,buf,linderia01,tackles_combined,1,,,,,
player,201111060buf,buf,linderia01,tackles_solo,1,,,,,
player,201111060buf,buf,linderia01,tackles_assists,0,,,,,
player,201111060buf,buf,linderia01,tackles_loss,0,,,,,
player,201111060buf,buf,linderia01,qb_hits,0,,,,,
player,201111060buf,buf,linderia01,fumbles_rec,0,,,,,
player,201111060buf,buf,linderia01,fumbles_rec_yds,0,,,,,
player,201111060buf,buf,linderia01,fumbles_rec_td,0,,,,,
player,201111060buf,buf,linderia01,fumbles_forced,0,,,,,
player,201111060buf,buf,McKeLe99,def_int,0,,,,,
player,201111060buf,buf,McKeLe99,def_int_yds,0,,,,,
player,201111060buf,buf,McKeLe99,def_int_td,0,,,,,
player,201111060buf,buf,McKeLe99,def_int_long,0,,,,,
player,201111060buf,buf,McKeLe99,pass_defended,0,,,,,
player,201111060buf,buf,McKeLe99,sacks,0.0,,,,,
player,201111060buf,buf,McKeLe99,tackles_combined,1,,,,,
player,201111060buf,buf,McKeLe99,tackles_solo,0,,,,,
player,201111060buf,buf,McKeLe99,tackles_assists,1,,,,,
player,201111060buf,buf,McKeLe99,tackles_loss,0,,,,,
player,201111060buf,buf,McKeLe99,qb_hits,0,,,,,
player,201111060buf,buf,McKeLe99,fumbles_rec,0,,,,,
player,201111060buf,buf,McKeLe99,fumbles_rec_yds,0,,,,,
player,201111060buf,buf,McKeLe99,fumbles_rec_td,0,,,,,
player,201111060buf,buf,McKeLe99,fumbles_forced,0,,,,,
player,201111060buf,buf,TrouTo00,def_int,0,,,,,
player,201111060buf,buf,TrouTo00,def_int_yds,0,,,,,
player,201111060buf,buf,TrouTo00,def_int_td,0,,,,,
player,201111060buf,buf,TrouTo00,def_int_long,0,,,,,
player,201111060buf,buf,TrouTo00,pass_defended,0,,,,,
player,201111060buf,buf,TrouTo00,sacks,0.0,,,,,
player,201111060buf,buf,TrouTo00,tackles_combined,1,,,,,
player,201111060buf,buf,TrouTo00,tackles_solo,1,,,,,
player,201111060buf,buf,TrouTo00,tackles_assists,0,,,,,
player,201111060buf,buf,TrouTo00,tackles_loss,0,,,,,
player,201111060buf,buf,TrouTo00,qb_hits,0,,,,,
player,201111060buf,buf,TrouTo00,fumbles_rec,0,,,,,
player,201111060buf,buf,TrouTo00,fumbles_rec_yds,0,,,,,
player,201111060buf,buf,TrouTo00,fumbles_rec_td,0,,,,,
player,201111060buf,buf,TrouTo00,fumbles_forced,0,,,,,
player,201111060buf,buf,WhitCh03,def_int,0,,,,,
player,201111060buf,buf,WhitCh03,def_int_yds,0,,,,,
player,201111060buf,buf,WhitCh03,def_int_td,0,,,,,
player,201111060buf,buf,WhitCh03,def_int_long,0,,,,,
player,201111060buf,buf,WhitCh03,pass_defended,0,,,,,
player,201111060buf,buf,WhitCh03,sacks,0.0,,,,,
player,201111060buf,buf,WhitCh03,tackles_combined,1,,,,,
player,201111060buf,buf,WhitCh03,tackles_solo,1,,,,,
player,201111060buf,buf,WhitCh03,tackles_assists,0,,,,,
player,201111060buf,buf,WhitCh03,tackles_loss,0,,,,,
player,201111060buf,buf,WhitCh03,qb_hits,0,,,,,
player,201111060buf,buf,WhitCh03,fumbles_rec,0,,,,,
player,201111060buf,buf,WhitCh03,fumbles_rec_yds,0,,,,,
player,201111060buf,buf,WhitCh03,fumbles_rec_td,0,,,,,
player,201111060buf,buf,WhitCh03,fumbles_forced,0,,,,,
player,201111060buf,nyj,KerlJe00,kick_ret,0,,,,,
player,201111060buf,nyj,KerlJe00,kick_ret_yds,0,,,,,
player,201111060buf,nyj,KerlJe00,kick_ret_yds_per_ret,,,,,,
player,201111060buf,nyj,KerlJe00,kick_ret_td,0,,,,,
player,201111060buf,nyj,KerlJe00,kick_ret_long,0,,,,,
player,201111060buf,nyj,KerlJe00,punt_ret,2,,,,,
player,201111060buf,nyj,KerlJe00,punt_ret_yds,16,,,,,
player,201111060buf,nyj,KerlJe00,punt_ret_yds_per_ret,8.0,,,,,
player,201111060buf,nyj,KerlJe00,punt_ret_td,0,,,,,
player,201111060buf,nyj,KerlJe00,punt_ret_long,15,,,,,
player,201111060buf,nyj,McKnJo00,kick_ret,2,,,,,
player,201111060buf,nyj,McKnJo00,kick_ret_yds,83,,,,,
player,201111060buf,nyj,McKnJo00,kick_ret_yds_per_ret,41.5,,,,,
player,201111060buf,nyj,McKnJo00,kick_ret_td,0,,,,,
player,201111060buf,nyj,McKnJo00,kick_ret_long,59,,,,,
player,201111060buf,nyj,McKnJo00,punt_ret,0,,,,,
player,201111060buf,nyj,McKnJo00,punt_ret_yds,0,,,,,
player,201111060buf,nyj,McKnJo00,punt_ret_yds_per_ret,,,,,,
player,201111060buf,nyj,McKnJo00,punt_ret_td,0,,,,,
player,201111060buf,nyj,McKnJo00,punt_ret_long,0,,,,,
player,201111060buf,nyj,ReviDa99,kick_ret,1,,,,,
player,201111060buf,nyj,ReviDa99,kick_ret_yds,3,,,,,
player,201111060buf,nyj,ReviDa99,kick_ret_yds_per_ret,3.0,,,,,
player,201111060buf,nyj,ReviDa99,kick_ret_td,0,,,,,
player,201111060buf,nyj,ReviDa99,kick_ret_long,3,,,,,
player,201111060buf,nyj,ReviDa99,punt_ret,0,,,,,
player,201111060buf,nyj,ReviDa99,punt_ret_yds,0,,,,,
player,201111060buf,nyj,ReviDa99,punt_ret_yds_per_ret,,,,,,
player,201111060buf,nyj,ReviDa99,punt_ret_td,0,,,,,
player,201111060buf,nyj,ReviDa99,punt_ret_long,0,,,,,
player,201111060buf,buf,SmitBr01,kick_ret,4,,,,,
player,201111060buf,buf,SmitBr01,kick_ret_yds,76,,,,,
player,201111060buf,buf,SmitBr01,kick_ret_yds_per_ret,19.0,,,,,
player,201111060buf,buf,SmitBr01,kick_ret_td,0,,,,,
player,201111060buf,buf,SmitBr01,kick_ret_long,22,,,,,
player,201111060buf,buf,SmitBr01,punt_ret,0,,,,,
player,201111060buf,buf,SmitBr01,punt_ret_yds,0,,,,,
player,201111060buf,buf,SmitBr01,punt_ret_yds_per_ret,,,,,,
player,201111060buf,buf,SmitBr01,punt_ret_td,0,,,,,
player,201111060buf,buf,SmitBr01,punt_ret_long,0,,,,,
player,201111060buf,nyj,FolkNi20,xpm,3,,,,,
player,201111060buf,nyj,FolkNi20,xpa,3,,,,,
player,201111060buf,nyj,FolkNi20,fgm,2,,,,,
player,201111060buf,nyj,FolkNi20,fga,3,,,,,
player,201111060buf,nyj,FolkNi20,punt,0,,,,,
player,201111060buf,nyj,FolkNi20,punt_yds,0,,,,,
player,201111060buf,nyj,FolkNi20,punt_yds_per_punt,,,,,,
player,201111060buf,nyj,FolkNi20,punt_long,0,,,,,
player,201111060buf,nyj,ConlT.00,xpm,,,,,,
player,201111060buf,nyj,ConlT.00,xpa,,,,,,
player,201111060buf,nyj,ConlT.00,fgm,,,,,,
player,201111060buf,nyj,ConlT.00,fga,,,,,,
player,201111060buf,nyj,ConlT.00,punt,2,,,,,
player,201111060buf,nyj,ConlT.00,punt_yds,71,,,,,
player,201111060buf,nyj,ConlT.00,punt_yds_per_punt,35.5,,,,,
player,201111060buf,nyj,ConlT.00,punt_long,36,,,,,
player,201111060buf,buf,MoorBr24,xpm,,,,,,
player,201111060buf,buf,MoorBr24,xpa,,,,,,
player,201111060buf,buf,MoorBr24,fgm,,,,,,
player,201111060buf,buf,MoorBr24,fga,,,,,,
player,201111060buf,buf,MoorBr24,punt,4,,,,,
player,201111060buf,buf,MoorBr24,punt_yds,190,,,,,
player,201111060buf,buf,MoorBr24,punt_yds_per_punt,47.5,,,,,
player,201111060buf,buf,MoorBr24,punt_long,66,,,,,
player,201111060buf,buf,linderia01,xpm,,,,,,
player,201111060buf,buf,linderia01,xpa,,,,,,
player,201111060buf,buf,linderia01,fgm,1,,,,,
player,201111060buf,buf,linderia01,fga,1,,,,,
player,201111060buf,buf,linderia01,punt,0,,,,,
player,201111060buf,buf,linderia01,punt_yds,0,,,,,
player,201111060buf,buf,linderia01,punt_yds_per_punt,,,,,,
player,201111060buf,buf,linderia01,punt_long,0,,,,,
