game,2011,9,20111106,201111060buf,nyj,"New York Jets",27,buf,"Buffalo Bills",11
player,201111060buf,nyj,ConnJo00,pass_cmp,0,,,,,
player,201111060buf,nyj,ConnJo00,pass_att,0,,,,,
player,201111060buf,nyj,ConnJo00,pass_yds,0,,,,,
player,201111060buf,nyj,ConnJo00,pass_td,0,,,,,
player,201111060buf,nyj,ConnJo00,pass_int,0,,,,,
player,201111060buf,nyj,ConnJo00,pass_sacked,0,,,,,
player,201111060buf,nyj,ConnJo00,pass_sacked_yds,0,,,,,
player,201111060buf,nyj,ConnJo00,pass_long,0,,,,,
player,201111060buf,nyj,ConnJo00,pass_rating,,,,,,
player,201111060buf,nyj,ConnJo00,rush_att,2,,,,,
player,201111060buf,nyj,ConnJo00,rush_yds,8,,,,,
player,201111060buf,nyj,ConnJo00,rush_td,1,,,,,
player,201111060buf,nyj,ConnJo00,rush_long,7,,,,,
player,201111060buf,nyj,ConnJo00,targets,0,,,,,
player,201111060buf,nyj,ConnJo00,rec,0,,,,,
player,201111060buf,nyj,ConnJo00,rec_yds,0,,,,,
player,201111060buf,nyj,ConnJo00,rec_td,0,,,,,
player,201111060buf,nyj,ConnJo00,rec_long,0,,,,,
player,201111060buf,nyj,ConnJo00,fumbles,0,,,,,
player,201111060buf,nyj,ConnJo00,fumbles_lost,,,,,,
player,201111060buf,nyj,BurrPl00,pass_cmp,0,,,,,
player,201111060buf,nyj,BurrPl00,pass_att,0,,,,,
player,201111060buf,nyj,BurrPl00,pass_yds,0,,,,,
player,201111060buf,nyj,BurrPl00,pass_td,0,,,,,
player,201111060buf,nyj,BurrPl00,pass_int,0,,,,,
player,201111060buf,nyj,BurrPl00,pass_sacked,0,,,,,
player,201111060buf,nyj,BurrPl00,pass_sacked_yds,0,,,,,
player,201111060buf,nyj,BurrPl00,pass_long,0,,,,,
player,201111060buf,nyj,BurrPl00,pass_rating,,,,,,
player,201111060buf,nyj,BurrPl00,rush_att,0,,,,,
player,201111060buf,nyj,BurrPl00,rush_yds,0,,,,,
player,201111060buf,nyj,BurrPl00,rush_td,0,,,,,
player,201111060buf,nyj,BurrPl00,rush_long,0,,,,,
player,201111060buf,nyj,BurrPl00,targets,5,,,,,
player,201111060buf,nyj,BurrPl00,rec,5,,,,,
player,201111060buf,nyj,BurrPl00,rec_yds,79,,,,,
player,201111060buf,nyj,BurrPl00,rec_td,0,,,,,
player,201111060buf,nyj,BurrPl00,rec_long,19,,,,,
player,201111060buf,nyj,BurrPl00,fumbles,0,,,,,
player,201111060buf,nyj,BurrPl00,fumbles_lost,,,,,,
player,201111060buf,nyj,KellDu00,pass_cmp,0,,,,,
player,201111060buf,nyj,KellDu00,pass_att,0,,,,,
player,201111060buf,nyj,KellDu00,pass_yds,0,,,,,
player,201111060buf,nyj,KellDu00,pass_td,0,,,,,
player,201111060buf,nyj,KellDu00,pass_int,0,,,,,
player,201111060buf,nyj,KellDu00,pass_sacked,0,,,,,
player,201111060buf,nyj,KellDu00,pass_sacked_yds,0,,,,,
player,201111060buf,nyj,KellDu00,pass_long,0,,,,,
player,201111060buf,nyj,KellDu00,pass_rating,,,,,,
player,201111060buf,nyj,KellDu00,rush_att,0,,,,,
player,201111060buf,nyj,KellDu00,rush_yds,0,,,,,
player,201111060buf,nyj,KellDu00,rush_td,0,,,,,
player,201111060buf,nyj,KellDu00,rush_long,0,,,,,
player,201111060buf,nyj,KellDu00,targets,7,,,,,
player,201111060buf,nyj,KellDu00,rec,4,,,,,
player,201111060buf,nyj,KellDu00,rec_yds,64,,,,,
player,201111060buf,nyj,KellDu00,rec_td,0,,,,,
player,201111060buf,nyj,KellDu00,rec_long,24,,,,,
player,201111060buf,nyj,KellDu00,fumbles,0,,,,,
player,201111060buf,nyj,KellDu00,fumbles_lost,,,,,,
player,201111060buf,nyj,HolmSa00,pass_cmp,0,,,,,
player,201111060buf,nyj,HolmSa00,pass_att,0,,,,,
player,201111060buf,nyj,HolmSa00,pass_yds,0,,,,,
player,201111060buf,nyj,HolmSa00,pass_td,0,,,,,
player,201111060buf,nyj,HolmSa00,pass_int,0,,,,,
player,201111060buf,nyj,HolmSa00,pass_sacked,0,,,,,
player,201111060buf,nyj,HolmSa00,pass_sacked_yds,0,,,,,
player,201111060buf,nyj,HolmSa00,pass_long,0,,,,,
player,201111060buf,nyj,HolmSa00,pass_rating,,,,,,
player,201111060buf,nyj,HolmSa00,rush_att,0,,,,,
player,201111060buf,nyj,HolmSa00,rush_yds,0,,,,,
player,201111060buf,nyj,HolmSa00,rush_td,0,,,,,
player,201111060buf,nyj,HolmSa00,rush_long,0,,,,,
player,201111060buf,nyj,HolmSa00,targets,6,,,,,
player,201111060buf,nyj,HolmSa00,rec,3,,,,,
player,201111060buf,nyj,HolmSa00,rec_yds,29,,,,,
player,201111060buf,nyj,HolmSa00,rec_td,1,,,,,
player,201111060buf,nyj,HolmSa00,rec_long,11,,,,,
player,201111060buf,nyj,HolmSa00,fumbles,0,,,,,
player,201111060buf,nyj,HolmSa00,fumbles_lost,,,,,,
player,201111060buf,nyj,KerlJe00,pass_cmp,0,,,,,
player,201111060buf,nyj,KerlJe00,pass_att,0,,,,,
player,201111060buf,nyj,KerlJe00,pass_yds,0,,,,,
player,201111060buf,nyj,KerlJe00,pass_td,0,,,,,
player,201111060buf,nyj,KerlJe00,pass_int,0,,,,,
player,201111060buf,nyj,KerlJe00,pass_sacked,0,,,,,
player,201111060buf,nyj,KerlJe00,pass_sacked_yds,0,,,,,
player,201111060buf,nyj,KerlJe00,pass_long,0,,,,,
player,201111060buf,nyj,KerlJe00,pass_rating,,,,,,
player,201111060buf,nyj,KerlJe00,rush_att,0,,,,,
player,201111060buf,nyj,KerlJe00,rush_yds,0,,,,,
player,201111060buf,nyj,KerlJe00,rush_td,0,,,,,
player,201111060buf,nyj,KerlJe00,rush_long,0,,,,,
player,201111060buf,nyj,KerlJe00,targets,5,,,,,
player,201111060buf,nyj,KerlJe00,rec,4,,,,,
player,201111060buf,nyj,KerlJe00,rec_yds,23,,,,,
player,201111060buf,nyj,KerlJe00,rec_td,0,,,,,
player,201111060buf,nyj,KerlJe00,rec_long,9,,,,,
player,201111060buf,nyj,KerlJe00,fumbles,1,,,,,
player,201111060buf,nyj,KerlJe00,fumbles_lost,0,,,,,
player,201111060buf,nyj,BakeJo01,pass_cmp,0,,,,,
player,201111060buf,nyj,BakeJo01,pass_att,0,,,,,
player,201111060buf,nyj,BakeJo01,pass_yds,0,,,,,
player,201111060buf,nyj,BakeJo01,pass_td,0,,,,,
player,201111060buf,nyj,BakeJo01,pass_int,0,,,,,
player,201111060buf,nyj,BakeJo01,pass_sacked,0,,,,,
player,201111060buf,nyj,BakeJo01,pass_sacked_yds,0,,,,,
player,201111060buf,nyj,BakeJo01,pass_long,0,,,,,
player,201111060buf,nyj,BakeJo01,pass_rating,,,,,,
player,201111060buf,nyj,BakeJo01,rush_att,0,,,,,
player,201111060buf,nyj,BakeJo01,rush_yds,0,,,,,
player,201111060buf,nyj,BakeJo01,rush_td,0,,,,,
player,201111060buf,nyj,BakeJo01,rush_long,0,,,,,
player,201111060buf,nyj,BakeJo01,targets,1,,,,,
player,201111060buf,nyj,BakeJo01,rec,1,,,,,
player,201111060buf,nyj,BakeJo01,rec_yds,5,,,,,
player,201111060buf,nyj,BakeJo01,rec_td,0,,,,,
player,201111060buf,nyj,BakeJo01,rec_long,5,,,,,
player,201111060buf,nyj,BakeJo01,fumbles,0,,,,,
player,201111060buf,nyj,BakeJo01,fumbles_lost,,,,,,
player,201111060buf,buf,FitzRy00,pass_cmp,15,,,,,
player,201111060buf,buf,FitzRy00,pass_att,31,,,,,
player,201111060buf,buf,FitzRy00,pass_yds,191,,,,,
player,201111060buf,buf,FitzRy00,pass_td,1,,,,,
player,201111060buf,buf,FitzRy00,pass_int,2,,,,,
player,201111060buf,buf,FitzRy00,pass_sacked,0,,,,,
player,201111060buf,buf,FitzRy00,pass_sacked_yds,0,,,,,
player,201111060buf,buf,FitzRy00,pass_long,52,,,,,
player,201111060buf,buf,FitzRy00,pass_rating,51.9,,,,,
player,201111060buf,buf,FitzRy00,rush_att,2,,,,,
player,201111060buf,buf,FitzRy00,rush_yds,9,,,,,
player,201111060buf,buf,FitzRy00,rush_td,0,,,,,
player,201111060buf,buf,FitzRy00,rush_long,9,,,,,
player,201111060buf,buf,FitzRy00,targets,0,,,,,
player,201111060buf,buf,FitzRy00,rec,0,,,,,
player,201111060buf,buf,FitzRy00,rec_yds,0,,,,,
player,201111060buf,buf,FitzRy00,rec_td,0,,,,,
player,201111060buf,buf,FitzRy00,rec_long,0,,,,,
player,201111060buf,buf,FitzRy00,fumbles,0,,,,,
player,201111060buf,buf,FitzRy00,fumbles_lost,,,,,,
player,201111060buf,buf,JackFr02,pass_cmp,0,,,,,
player,201111060buf,buf,JackFr02,pass_att,0,,,,,
player,201111060buf,buf,JackFr02,pass_yds,0,,,,,
player,201111060buf,buf,JackFr02,pass_td,0,,,,,
player,201111060buf,buf,JackFr02,pass_int,0,,,,,
player,201111060buf,buf,JackFr02,pass_sacked,0,,,,,
player,201111060buf,buf,JackFr02,pass_sacked_yds,0,,,,,
player,201111060buf,buf,JackFr02,pass_long,0,,,,,
player,201111060buf,buf,JackFr02,pass_rating,,,,,,
player,201111060buf,buf,JackFr02,rush_att,18,,,,,
player,201111060buf,buf,JackFr02,rush_yds,82,,,,,
player,201111060buf,buf,JackFr02,rush_td,0,,,,,
player,201111060buf,buf,JackFr02,rush_long,23,,,,,
player,201111060buf,buf,JackFr02,targets,8,,,,,
player,201111060buf,buf,JackFr02,rec,3,,,,,
player,201111060buf,buf,JackFr02,rec_yds,38,,,,,
player,201111060buf,buf,JackFr02,rec_td,0,,,,,
player,201111060buf,buf,JackFr02,rec_long,26,,,,,
player,201111060buf,buf,JackFr02,fumbles,1,,,,,
player,201111060buf,buf,JackFr02,fumbles_lost,1,,,,,
player,201111060buf,buf,SpilC.00,pass_cmp,0,,,,,
player,201111060buf,buf,SpilC.00,pass_att,0,,,,,
player,201111060buf,buf,SpilC.00,pass_yds,0,,,,,
player,201111060buf,buf,SpilC.00,pass_td,0,,,,,
player,201111060buf,buf,SpilC.00,pass_int,0,,,,,
player,201111060buf,buf,SpilC.00,pass_sacked,0,,,,,
player,201111060buf,buf,SpilC.00,pass_sacked_yds,0,,,,,
player,201111060buf,buf,SpilC.00,pass_long,0,,,,,
player,201111060buf,buf,SpilC.00,pass_rating,,,,,,
player,201111060buf,buf,SpilC.00,rush_att,2,,,,,
player,201111060buf,buf,SpilC.00,rush_yds,5,,,,,
player,201111060buf,buf,SpilC.00,rush_td,0,,,,,
player,201111060buf,buf,SpilC.00,rush_long,3,,,,,
player,201111060buf,buf,SpilC.00,targets,0,,,,,
player,201111060buf,buf,SpilC.00,rec,0,,,,,
player,201111060buf,buf,SpilC.00,rec_yds,0,,,,,
player,201111060buf,buf,SpilC.00,rec_td,0,,,,,
player,201111060buf,buf,SpilC.00,rec_long,0,,,,,
player,201111060buf,buf,SpilC.00,fumbles,1,,,,,
player,201111060buf,buf,SpilC.00,fumbles_lost,0,,,,,
player,201111060buf,buf,JohnSt00,pass_cmp,0,,,,,
player,201111060buf,buf,JohnSt00,pass_att,0,,,,,
player,201111060buf,buf,JohnSt00,pass_yds,0,,,,,
player,201111060buf,buf,JohnSt00,pass_td,0,,,,,
player,201111060buf,buf,JohnSt00,pass_int,0,,,,,
player,201111060buf,buf,JohnSt00,pass_sacked,0,,,,,
player,201111060buf,buf,JohnSt00,pass_sacked_yds,0,,,,,
player,201111060buf,buf,JohnSt00,pass_long,0,,,,,
player,201111060buf,buf,JohnSt00,pass_rating,,,,,,
player,201111060buf,buf,JohnSt00,rush_att,0,,,,,
player,201111060buf,buf,JohnSt00,rush_yds,0,,,,,
player,201111060buf,buf,JohnSt00,rush_td,0,,,,,
player,201111060buf,buf,JohnSt00,rush_long,0,,,,,
player,201111060buf,buf,JohnSt00,targets,6,,,,,
player,201111060buf,buf,JohnSt00,rec,3,,,,,
player,201111060buf,buf,JohnSt00,rec_yds,84,,,,,
player,201111060buf,buf,JohnSt00,rec_td,0,,,,,
player,201111060buf,buf,JohnSt00,rec_long,52,,,,,
player,201111060buf,buf,JohnSt00,fumbles,0,,,,,
player,201111060buf,buf,JohnSt00,fumbles_lost,,,,,,
player,201111060buf,buf,NelsDa01,pass_cmp,0,,,,,
player,201111060buf,buf,NelsDa01,pass_att,0,,,,,
player,201111060buf,buf,NelsDa01,pass_yds,0,,,,,
player,201111060buf,buf,NelsDa01,pass_td,0,,,,,
player,201111060buf,buf,NelsDa01,pass_int,0,,,,,
player,201111060buf,buf,NelsDa01,pass_sacked,0,,,,,
player,201111060buf,buf,NelsDa01,pass_sacked_yds,0,,,,,
player,201111060buf,buf,NelsDa01,pass_long,0,,,,,
player,201111060buf,buf,NelsDa01,pass_rating,,,,,,
player,201111060buf,buf,NelsDa01,rush_att,0,,,,,
player,201111060buf,buf,NelsDa01,rush_yds,0,,,,,
player,201111060buf,buf,NelsDa01,rush_td,0,,,,,
player,201111060buf,buf,NelsDa01,rush_long,0,,,,,
player,201111060buf,buf,NelsDa01,targets,7,,,,,
player,201111060buf,buf,NelsDa01,rec,4,,,,,
player,201111060buf,buf,NelsDa01,rec_yds,36,,,,,
player,201111060buf,buf,NelsDa01,rec_td,1,,,,,
player,201111060buf,buf,NelsDa01,rec_long,15,,,,,
player,201111060buf,buf,NelsDa01,fumbles,0,,,,,
player,201111060buf,buf,NelsDa01,fumbles_lost,,,,,,
player,201111060buf,buf,ChanSc00,pass_cmp,0,,,,,
player,201111060buf,buf,ChanSc00,pass_att,0,,,,,
player,201111060buf,buf,ChanSc00,pass_yds,0,,,,,
player,201111060buf,buf,ChanSc00,pass_td,0,,,,,
player,201111060buf,buf,ChanSc00,pass_int,0,,,,,
player,201111060buf,buf,ChanSc00,pass_sacked,0,,,,,
player,201111060buf,buf,ChanSc00,pass_sacked_yds,0,,,,,
player,201111060buf,buf,ChanSc00,pass_long,0,,,,,
player,201111060buf,buf,ChanSc00,pass_rating,,,,,,
player,201111060buf,buf,ChanSc00,rush_att,0,,,,,
player,201111060buf,buf,ChanSc00,rush_yds,0,,,,,
player,201111060buf,buf,ChanSc00,rush_td,0,,,,,
player,201111060buf,buf,ChanSc00,rush_long,0,,,,,
player,201111060buf,buf,ChanSc00,targets,3,,,,,
player,201111060buf,buf,ChanSc00,rec,3,,,,,
player,201111060buf,buf,ChanSc00,rec_yds,24,,,,,
player,201111060buf,buf,ChanSc00,rec_td,0,,,,,
player,201111060buf,buf,ChanSc00,rec_long,11,,,,,
player,201111060buf,buf,ChanSc00,fumbles,0,,,,,
player,201111060buf,buf,ChanSc00,fumbles_lost,,,,,,
player,201111060buf,buf,JoneDo00,pass_cmp,0,,,,,
player,201111060buf,buf,JoneDo00,pass_att,0,,,,,
player,201111060buf,buf,JoneDo00,pass_yds,0,,,,,
player,201111060buf,buf,JoneDo00,pass_td,0,,,,,
player,201111060buf,buf,JoneDo00,pass_int,0,,,,,
player,201111060buf,buf,JoneDo00,pass_sacked,0,,,,,
player,201111060buf,buf,JoneDo00,pass_sacked_yds,0,,,,,
player,201111060buf,buf,JoneDo00,pass_long,0,,,,,
player,201111060buf,buf,JoneDo00,pass_rating,,,,,,
player,201111060buf,buf,JoneDo00,rush_att,0,,,,,
player,201111060buf,buf,JoneDo00,rush_yds,0,,,,,
player,201111060buf,buf,JoneDo00,rush_td,0,,,,,
player,201111060buf,buf,JoneDo00,rush_long,0,,,,,
player,201111060buf,buf,JoneDo00,targets,4,,,,,
player,201111060buf,buf,JoneDo00,rec,1,,,,,
player,201111060buf,buf,JoneDo00,rec_yds,6,,,,,
player,201111060buf,buf,JoneDo00,rec_td,0,,,,,
player,201111060buf,buf,JoneDo00,rec_long,6,,,,,
player,201111060buf,buf,JoneDo00,fumbles,0,,,,,
player,201111060buf,buf,JoneDo00,fumbles_lost,,,,,,
player,201111060buf,buf,RoosNa00,pass_cmp,0,,,,,
player,201111060buf,buf,RoosNa00,pass_att,0,,,,,
player,201111060buf,buf,RoosNa00,pass_yds,0,,,,,
player,201111060buf,buf,RoosNa00,pass_td,0,,,,,
player,201111060buf,buf,RoosNa00,pass_int,0,,,,,
player,201111060buf,buf,RoosNa00,pass_sacked,0,,,,,
player,201111060buf,buf,RoosNa00,pass_sacked_yds,0,,,,,
player,201111060buf,buf,RoosNa00,pass_long,0,,,,,
player,201111060buf,buf,RoosNa00,pass_rating,,,,,,
player,201111060buf,buf,RoosNa00,rush_att,0,,,,,
player,201111060buf,buf,RoosNa00,rush_yds,0,,,,,
player,201111060buf,buf,RoosNa00,rush_td,0,,,,,
player,201111060buf,buf,RoosNa00,rush_long,0,,,,,
player,201111060buf,buf,RoosNa00,targets,3,,,,,
player,201111060buf,buf,RoosNa00,rec,1,,,,,
player,201111060buf,buf,RoosNa00,rec_yds,3,,,,,
player,201111060buf,buf,RoosNa00,rec_td,0,,,,,
player,201111060buf,buf,RoosNa00,rec_long,3,,,,,
player,201111060buf,buf,RoosNa00,fumbles,0,,,,,
player,201111060buf,buf,RoosNa00,fumbles_lost,,,,,,
player,201111060buf,nyj,HarrDa99,def_int,1,,,,,
player,201111060buf,nyj,HarrDa99,def_int_yds,0,,,,,
player,201111060buf,nyj,HarrDa99,def_int_td,0,,,,,
player,201111060buf,nyj,HarrDa99,def_int_long,0,,,,,
player,201111060buf,nyj,HarrDa99,pass_defended,1,,,,,
player,201111060buf,nyj,HarrDa99,sacks,0.0,,,,,
player,201111060buf,nyj,HarrDa99,tackles_combined,5,,,,,
player,201111060buf,nyj,HarrDa99,tackles_solo,3,,,,,
player,201111060buf,nyj,HarrDa99,tackles_assists,2,,,,,
player,201111060buf,nyj,HarrDa99,tackles_loss,0,,,,,
player,201111060buf,nyj,HarrDa99,qb_hits,2,,,,,
player,201111060buf,nyj,HarrDa99,fumbles_rec,0,,,,,
player,201111060buf,nyj,HarrDa99,fumbles_rec_yds,0,,,,,
player,201111060buf,nyj,HarrDa99,fumbles_rec_td,0,,,,,
player,201111060buf,nyj,HarrDa99,fumbles_forced,0,,,,,
player,201111060buf,nyj,PaceCa20,def_int,1,,,,,
player,201111060buf,nyj,PaceCa20,def_int_yds,8,,,,,
player,201111060buf,nyj,PaceCa20,def_int_td,0,,,,,
player,201111060buf,nyj,PaceCa20,def_int_long,8,,,,,
player,201111060buf,nyj,PaceCa20,pass_defended,1,,,,,
player,201111060buf,nyj,PaceCa20,sacks,0.0,,,,,
player,201111060buf,nyj,PaceCa20,tackles_combined,2,,,,,
player,201111060buf,nyj,PaceCa20,tackles_solo,1,,,,,
player,201111060buf,nyj,PaceCa20,tackles_assists,1,,,,,
player,201111060buf,nyj,PaceCa20,tackles_loss,0,,,,,
player,201111060buf,nyj,PaceCa20,qb_hits,0,,,,,
player,201111060buf,nyj,PaceCa20,fumbles_rec,0,,,,,
player,201111060buf,nyj,PaceCa20,fumbles_rec_yds,0,,,,,
player,201111060buf,nyj,PaceCa20,fumbles_rec_td,0,,,,,
player,201111060buf,nyj,PaceCa20,fumbles_forced,0,,,,,
player,201111060buf,nyj,PouhSi20,def_int,0,,,,,
player,201111060buf,nyj,PouhSi20,def_int_yds,0,,,,,
player,201111060buf,nyj,PouhSi20,def_int_td,0,,,,,
player,201111060buf,nyj,PouhSi20,def_int_long,0,,,,,
player,201111060buf,nyj,PouhSi20,pass_defended,0,,,,,
player,201111060buf,nyj,PouhSi20,sacks,0.0,,,,,
player,201111060buf,nyj,PouhSi20,tackles_combined,7,,,,,
player,201111060buf,nyj,PouhSi20,tackles_solo,4,,,,,
player,201111060buf,nyj,PouhSi20,tackles_assists,3,,,,,
player,201111060buf,nyj,PouhSi20,tackles_loss,0,,,,,
player,201111060buf,nyj,PouhSi20,qb_hits,0,,,,,
player,201111060buf,nyj,PouhSi20,fumbles_rec,0,,,,,
player,201111060buf,nyj,PouhSi20,fumbles_rec_yds,0,,,,,
player,201111060buf,nyj,PouhSi20,fumbles_rec_td,0,,,,,
player,201111060buf,nyj,PouhSi20,fumbles_forced,1,,,,,
player,201111060buf,nyj,ReviDa99,def_int,0,,,,,
player,201111060buf,nyj,ReviDa99,def_int_yds,0,,,,,
player,201111060buf,nyj,ReviDa99,def_int_td,0,,,,,
player,201111060buf,nyj,ReviDa99,def_int_long,0,,,,,
player,201111060buf,nyj,ReviDa99,pass_defended,2,,,,,
player,201111060buf,nyj,ReviDa99,sacks,0.0,,,,,
player,201111060buf,nyj,ReviDa99,tackles_combined,5,,,,,
player,201111060buf,nyj,ReviDa99,tackles_solo,3,,,,,
player,201111060buf,nyj,ReviDa99,tackles_assists,2,,,,,
player,201111060buf,nyj,ReviDa99,tackles_loss,0,,,,,
player,201111060buf,nyj,ReviDa99,qb_hits,0,,,,,
player,201111060buf,nyj,ReviDa99,fumbles_rec,0,,,,,
player,201111060buf,nyj,ReviDa99,fumbles_rec_yds,0,,,,,
player,201111060buf,nyj,ReviDa99,fumbles_rec_td,0,,,,,
player,201111060buf,nyj,ReviDa99,fumbles_forced,0,,,,,
player,201111060buf,nyj,StriDo20,def_int,0,,,,,
