game,2011,12,20111127,201111270nyj,buf,"Buffalo Bills",24,nyj,"New York Jets",28
player,201111270nyj,buf,ChanSc00,rush_long,0,,,,,
player,201111270nyj,buf,ChanSc00,targets,7,,,,,
player,201111270nyj,buf,ChanSc00,rec,6,,,,,
player,201111270nyj,buf,ChanSc00,rec_yds,50,,,,,
player,201111270nyj,buf,ChanSc00,rec_td,0,,,,,
player,201111270nyj,buf,ChanSc00,rec_long,13,,,,,
player,201111270nyj,buf,ChanSc00,fumbles,0,,,,,
player,201111270nyj,buf,ChanSc00,fumbles_lost,,,,,,
player,201111270nyj,buf,NelsDa01,pass_cmp,0,,,,,
player,201111270nyj,buf,NelsDa01,pass_att,0,,,,,
player,201111270nyj,buf,NelsDa01,pass_yds,0,,,,,
player,201111270nyj,buf,NelsDa01,pass_td,0,,,,,
player,201111270nyj,buf,NelsDa01,pass_int,0,,,,,
player,201111270nyj,buf,NelsDa01,pass_sacked,0,,,,,
player,201111270nyj,buf,NelsDa01,pass_sacked_yds,0,,,,,
player,201111270nyj,buf,NelsDa01,pass_long,0,,,,,
player,201111270nyj,buf,NelsDa01,pass_rating,,,,,,
player,201111270nyj,buf,NelsDa01,rush_att,0,,,,,
player,201111270nyj,buf,NelsDa01,rush_yds,0,,,,,
player,201111270nyj,buf,NelsDa01,rush_td,0,,,,,
player,201111270nyj,buf,NelsDa01,rush_long,0,,,,,
player,201111270nyj,buf,NelsDa01,targets,8,,,,,
player,201111270nyj,buf,NelsDa01,rec,5,,,,,
player,201111270nyj,buf,NelsDa01,rec_yds,47,,,,,
player,201111270nyj,buf,NelsDa01,rec_td,1,,,,,
player,201111270nyj,buf,NelsDa01,rec_long,18,,,,,
player,201111270nyj,buf,NelsDa01,fumbles,0,,,,,
player,201111270nyj,buf,NelsDa01,fumbles_lost,,,,,,
player,201111270nyj,buf,MartRu00,pass_cmp,0,,,,,
player,201111270nyj,buf,MartRu00,pass_att,0,,,,,
player,201111270nyj,buf,MartRu00,pass_yds,0,,,,,
player,201111270nyj,buf,MartRu00,pass_td,0,,,,,
player,201111270nyj,buf,MartRu00,pass_int,0,,,,,
player,201111270nyj,buf,MartRu00,pass_sacked,0,,,,,
player,201111270nyj,buf,MartRu00,pass_sacked_yds,0,,,,,
player,201111270nyj,buf,MartRu00,pass_long,0,,,,,
player,201111270nyj,buf,MartRu00,pass_rating,,,,,,
player,201111270nyj,buf,MartRu00,rush_att,0,,,,,
player,201111270nyj,buf,MartRu00,rush_yds,0,,,,,
player,201111270nyj,buf,MartRu00,rush_td,0,,,,,
player,201111270nyj,buf,MartRu00,rush_long,0,,,,,
player,201111270nyj,buf,MartRu00,targets,1,,,,,
player,201111270nyj,buf,MartRu00,rec,0,,,,,
player,201111270nyj,buf,MartRu00,rec_yds,0,,,,,
player,201111270nyj,buf,MartRu00,rec_td,0,,,,,
player,201111270nyj,buf,MartRu00,rec_long,0,,,,,
player,201111270nyj,buf,MartRu00,fumbles,0,,,,,
player,201111270nyj,buf,MartRu00,fumbles_lost,,,,,,
player,201111270nyj,buf,ChoiTa00,pass_cmp,0,,,,,
player,201111270nyj,buf,ChoiTa00,pass_att,0,,,,,
player,201111270nyj,buf,ChoiTa00,pass_yds,0,,,,,
player,201111270nyj,buf,ChoiTa00,pass_td,0,,,,,
player,201111270nyj,buf,ChoiTa00,pass_int,0,,,,,
player,201111270nyj,buf,ChoiTa00,pass_sacked,0,,,,,
player,201111270nyj,buf,ChoiTa00,pass_sacked_yds,0,,,,,
player,201111270nyj,buf,ChoiTa00,pass_long,0,,,,,
player,201111270nyj,buf,ChoiTa00,pass_rating,,,,,,
player,201111270nyj,buf,ChoiTa00,rush_att,2,,,,,
player,201111270nyj,buf,ChoiTa00,rush_yds,-8,,,,,
player,201111270nyj,buf,ChoiTa00,rush_td,0,,,,,
player,201111270nyj,buf,ChoiTa00,rush_long,-3,,,,,
player,201111270nyj,buf,ChoiTa00,targets,0,,,,,
player,201111270nyj,buf,ChoiTa00,rec,0,,,,,
player,201111270nyj,buf,ChoiTa00,rec_yds,0,,,,,
player,201111270nyj,buf,ChoiTa00,rec_td,0,,,,,
player,201111270nyj,buf,ChoiTa00,rec_long,0,,,,,
player,201111270nyj,buf,ChoiTa00,fumbles,0,,,,,
player,201111270nyj,buf,ChoiTa00,fumbles_lost,,,,,,
player,201111270nyj,nyj,SancMa00,pass_cmp,17,,,,,
player,201111270nyj,nyj,SancMa00,pass_att,35,,,,,
player,201111270nyj,nyj,SancMa00,pass_yds,180,,,,,
player,201111270nyj,nyj,SancMa00,pass_td,4,,,,,
player,201111270nyj,nyj,SancMa00,pass_int,1,,,,,
player,201111270nyj,nyj,SancMa00,pass_sacked,0,,,,,
player,201111270nyj,nyj,SancMa00,pass_sacked_yds,0,,,,,
player,201111270nyj,nyj,SancMa00,pass_long,22,,,,,
player,201111270nyj,nyj,SancMa00,pass_rating,90.2,,,,,
player,201111270nyj,nyj,SancMa00,rush_att,2,,,,,
player,201111270nyj,nyj,SancMa00,rush_yds,5,,,,,
player,201111270nyj,nyj,SancMa00,rush_td,0,,,,,
player,201111270nyj,nyj,SancMa00,rush_long,3,,,,,
player,201111270nyj,nyj,SancMa00,targets,0,,,,,
player,201111270nyj,nyj,SancMa00,rec,0,,,,,
player,201111270nyj,nyj,SancMa00,rec_yds,0,,,,,
player,201111270nyj,nyj,SancMa00,rec_td,0,,,,,
player,201111270nyj,nyj,SancMa00,rec_long,0,,,,,
player,201111270nyj,nyj,SancMa00,fumbles,0,,,,,
player,201111270nyj,nyj,SancMa00,fumbles_lost,,,,,,
player,201111270nyj,nyj,GreeSh00,pass_cmp,0,,,,,
player,201111270nyj,nyj,GreeSh00,pass_att,0,,,,,
player,201111270nyj,nyj,GreeSh00,pass_yds,0,,,,,
player,201111270nyj,nyj,GreeSh00,pass_td,0,,,,,
player,201111270nyj,nyj,GreeSh00,pass_int,0,,,,,
player,201111270nyj,nyj,GreeSh00,pass_sacked,0,,,,,
player,201111270nyj,nyj,GreeSh00,pass_sacked_yds,0,,,,,
player,201111270nyj,nyj,GreeSh00,pass_long,0,,,,,
player,201111270nyj,nyj,GreeSh00,pass_rating,,,,,,
player,201111270nyj,nyj,GreeSh00,rush_att,13,,,,,
player,201111270nyj,nyj,GreeSh00,rush_yds,78,,,,,
player,201111270nyj,nyj,GreeSh00,rush_td,0,,,,,
player,201111270nyj,nyj,GreeSh00,rush_long,18,,,,,
player,201111270nyj,nyj,GreeSh00,targets,4,,,,,
player,201111270nyj,nyj,GreeSh00,rec,3,,,,,
player,201111270nyj,nyj,GreeSh00,rec_yds,12,,,,,
player,201111270nyj,nyj,GreeSh00,rec_td,0,,,,,
player,201111270nyj,nyj,GreeSh00,rec_long,7,,,,,
player,201111270nyj,nyj,GreeSh00,fumbles,0,,,,,
player,201111270nyj,nyj,GreeSh00,fumbles_lost,,,,,,
player,201111270nyj,nyj,HolmSa00,pass_cmp,0,,,,,
player,201111270nyj,nyj,HolmSa00,pass_att,0,,,,,
player,201111270nyj,nyj,HolmSa00,pass_yds,0,,,,,
player,201111270nyj,nyj,HolmSa00,pass_td,0,,,,,
player,201111270nyj,nyj,HolmSa00,pass_int,0,,,,,
player,201111270nyj,nyj,HolmSa00,pass_sacked,0,,,,,
player,201111270nyj,nyj,HolmSa00,pass_sacked_yds,0,,,,,
player,201111270nyj,nyj,HolmSa00,pass_long,0,,,,,
player,201111270nyj,nyj,HolmSa00,pass_rating,,,,,,
player,201111270nyj,nyj,HolmSa00,rush_att,2,,,,,
player,201111270nyj,nyj,HolmSa00,rush_yds,28,,,,,
player,201111270nyj,nyj,HolmSa00,rush_td,0,,,,,
player,201111270nyj,nyj,HolmSa00,rush_long,23,,,,,
player,201111270nyj,nyj,HolmSa00,targets,9,,,,,
player,201111270nyj,nyj,HolmSa00,rec,2,,,,,
player,201111270nyj,nyj,HolmSa00,rec_yds,22,,,,,
player,201111270nyj,nyj,HolmSa00,rec_td,1,,,,,
player,201111270nyj,nyj,HolmSa00,rec_long,16,,,,,
player,201111270nyj,nyj,HolmSa00,fumbles,0,,,,,
player,201111270nyj,nyj,HolmSa00,fumbles_lost,,,,,,
player,201111270nyj,nyj,McKnJo00,pass_cmp,0,,,,,
player,201111270nyj,nyj,McKnJo00,pass_att,0,,,,,
player,201111270nyj,nyj,McKnJo00,pass_yds,0,,,,,
player,201111270nyj,nyj,McKnJo00,pass_td,0,,,,,
player,201111270nyj,nyj,McKnJo00,pass_int,0,,,,,
player,201111270nyj,nyj,McKnJo00,pass_sacked,0,,,,,
player,201111270nyj,nyj,McKnJo00,pass_sacked_yds,0,,,,,
player,201111270nyj,nyj,McKnJo00,pass_long,0,,,,,
player,201111270nyj,nyj,McKnJo00,pass_rating,,,,,,
player,201111270nyj,nyj,McKnJo00,rush_att,4,,,,,
player,201111270nyj,nyj,McKnJo00,rush_yds,21,,,,,
player,201111270nyj,nyj,McKnJo00,rush_td,0,,,,,
player,201111270nyj,nyj,McKnJo00,rush_long,9,,,,,
player,201111270nyj,nyj,McKnJo00,targets,3,,,,,
player,201111270nyj,nyj,McKnJo00,rec,3,,,,,
player,201111270nyj,nyj,McKnJo00,rec_yds,19,,,,,
player,201111270nyj,nyj,McKnJo00,rec_td,0,,,,,
player,201111270nyj,nyj,McKnJo00,rec_long,13,,,,,
player,201111270nyj,nyj,McKnJo00,fumbles,0,,,,,
player,201111270nyj,nyj,McKnJo00,fumbles_lost,,,,,,
player,201111270nyj,nyj,ConnJo00,pass_cmp,0,,,,,
player,201111270nyj,nyj,ConnJo00,pass_att,0,,,,,
player,201111270nyj,nyj,ConnJo00,pass_yds,0,,,,,
player,201111270nyj,nyj,ConnJo00,pass_td,0,,,,,
player,201111270nyj,nyj,ConnJo00,pass_int,0,,,,,
player,201111270nyj,nyj,ConnJo00,pass_sacked,0,,,,,
player,201111270nyj,nyj,ConnJo00,pass_sacked_yds,0,,,,,
player,201111270nyj,nyj,ConnJo00,pass_long,0,,,,,
player,201111270nyj,nyj,ConnJo00,pass_rating,,,,,,
player,201111270nyj,nyj,ConnJo00,rush_att,2,,,,,
player,201111270nyj,nyj,ConnJo00,rush_yds,6,,,,,
player,201111270nyj,nyj,ConnJo00,rush_td,0,,,,,
player,201111270nyj,nyj,ConnJo00,rush_long,4,,,,,
player,201111270nyj,nyj,ConnJo00,targets,0,,,,,
player,201111270nyj,nyj,ConnJo00,rec,0,,,,,
player,201111270nyj,nyj,ConnJo00,rec_yds,0,,,,,
player,201111270nyj,nyj,ConnJo00,rec_td,0,,,,,
player,201111270nyj,nyj,ConnJo00,rec_long,0,,,,,
player,201111270nyj,nyj,ConnJo00,fumbles,0,,,,,
player,201111270nyj,nyj,ConnJo00,fumbles_lost,,,,,,
player,201111270nyj,nyj,KellDu00,pass_cmp,0,,,,,
player,201111270nyj,nyj,KellDu00,pass_att,0,,,,,
player,201111270nyj,nyj,KellDu00,pass_yds,0,,,,,
player,201111270nyj,nyj,KellDu00,pass_td,0,,,,,
player,201111270nyj,nyj,KellDu00,pass_int,0,,,,,
player,201111270nyj,nyj,KellDu00,pass_sacked,0,,,,,
player,201111270nyj,nyj,KellDu00,pass_sacked_yds,0,,,,,
player,201111270nyj,nyj,KellDu00,pass_long,0,,,,,
player,201111270nyj,nyj,KellDu00,pass_rating,,,,,,
player,201111270nyj,nyj,KellDu00,rush_att,0,,,,,
player,201111270nyj,nyj,KellDu00,rush_yds,0,,,,,
player,201111270nyj,nyj,KellDu00,rush_td,0,,,,,
player,201111270nyj,nyj,KellDu00,rush_long,0,,,,,
player,201111270nyj,nyj,KellDu00,targets,8,,,,,
player,201111270nyj,nyj,KellDu00,rec,4,,,,,
player,201111270nyj,nyj,KellDu00,rec_yds,61,,,,,
player,201111270nyj,nyj,KellDu00,rec_td,2,,,,,
player,201111270nyj,nyj,KellDu00,rec_long,22,,,,,
player,201111270nyj,nyj,KellDu00,fumbles,0,,,,,
player,201111270nyj,nyj,KellDu00,fumbles_lost,,,,,,
player,201111270nyj,nyj,BurrPl00,pass_cmp,0,,,,,
player,201111270nyj,nyj,BurrPl00,pass_att,0,,,,,
player,201111270nyj,nyj,BurrPl00,pass_yds,0,,,,,
player,201111270nyj,nyj,BurrPl00,pass_td,0,,,,,
player,201111270nyj,nyj,BurrPl00,pass_int,0,,,,,
player,201111270nyj,nyj,BurrPl00,pass_sacked,0,,,,,
player,201111270nyj,nyj,BurrPl00,pass_sacked_yds,0,,,,,
player,201111270nyj,nyj,BurrPl00,pass_long,0,,,,,
player,201111270nyj,nyj,BurrPl00,pass_rating,,,,,,
player,201111270nyj,nyj,BurrPl00,rush_att,0,,,,,
player,201111270nyj,nyj,BurrPl00,rush_yds,0,,,,,
player,201111270nyj,nyj,BurrPl00,rush_td,0,,,,,
player,201111270nyj,nyj,BurrPl00,rush_long,0,,,,,
player,201111270nyj,nyj,BurrPl00,targets,7,,,,,
player,201111270nyj,nyj,BurrPl00,rec,4,,,,,
player,201111270nyj,nyj,BurrPl00,rec_yds,54,,,,,
player,201111270nyj,nyj,BurrPl00,rec_td,1,,,,,
player,201111270nyj,nyj,BurrPl00,rec_long,18,,,,,
player,201111270nyj,nyj,BurrPl00,fumbles,0,,,,,
player,201111270nyj,nyj,BurrPl00,fumbles_lost,,,,,,
player,201111270nyj,nyj,TurnPa00,pass_cmp,0,,,,,
player,201111270nyj,nyj,TurnPa00,pass_att,0,,,,,
player,201111270nyj,nyj,TurnPa00,pass_yds,0,,,,,
player,201111270nyj,nyj,TurnPa00,pass_td,0,,,,,
player,201111270nyj,nyj,TurnPa00,pass_int,0,,,,,
player,201111270nyj,nyj,TurnPa00,pass_sacked,0,,,,,
player,201111270nyj,nyj,TurnPa00,pass_sacked_yds,0,,,,,
player,201111270nyj,nyj,TurnPa00,pass_long,0,,,,,
player,201111270nyj,nyj,TurnPa00,pass_rating,,,,,,
player,201111270nyj,nyj,TurnPa00,rush_att,0,,,,,
player,201111270nyj,nyj,TurnPa00,rush_yds,0,,,,,
player,201111270nyj,nyj,TurnPa00,rush_td,0,,,,,
player,201111270nyj,nyj,TurnPa00,rush_long,0,,,,,
player,201111270nyj,nyj,TurnPa00,targets,4,,,,,
player,201111270nyj,nyj,TurnPa00,rec,1,,,,,
player,201111270nyj,nyj,TurnPa00,rec_yds,12,,,,,
player,201111270nyj,nyj,TurnPa00,rec_td,0,,,,,
player,201111270nyj,nyj,TurnPa00,rec_long,12,,,,,
player,201111270nyj,nyj,TurnPa00,fumbles,0,,,,,
player,201111270nyj,nyj,TurnPa00,fumbles_lost,,,,,,
player,201111270nyj,buf,FlorDr20,def_int,1,,,,,
player,201111270nyj,buf,FlorDr20,def_int_yds,7,,,,,
player,201111270nyj,buf,FlorDr20,def_int_td,0,,,,,
player,201111270nyj,buf,FlorDr20,def_int_long,7,,,,,
player,201111270nyj,buf,FlorDr20,pass_defended,3,,,,,
player,201111270nyj,buf,FlorDr20,sacks,0.0,,,,,
player,201111270nyj,buf,FlorDr20,tackles_combined,4,,,,,
player,201111270nyj,buf,FlorDr20,tackles_solo,4,,,,,
player,201111270nyj,buf,FlorDr20,tackles_assists,0,,,,,
player,201111270nyj,buf,FlorDr20,tackles_loss,0,,,,,
player,201111270nyj,buf,FlorDr20,qb_hits,0,,,,,
player,201111270nyj,buf,FlorDr20,fumbles_rec,0,,,,,
player,201111270nyj,buf,FlorDr20,fumbles_rec_yds,0,,,,,
player,201111270nyj,buf,FlorDr20,fumbles_rec_td,0,,,,,
player,201111270nyj,buf,FlorDr20,fumbles_forced,0,,,,,
player,201111270nyj,buf,BarnNi20,def_int,0,,,,,
player,201111270nyj,buf,BarnNi20,def_int_yds,0,,,,,
player,201111270nyj,buf,BarnNi20,def_int_td,0,,,,,
player,201111270nyj,buf,BarnNi20,def_int_long,0,,,,,
player,201111270nyj,buf,BarnNi20,pass_defended,0,,,,,
player,201111270nyj,buf,BarnNi20,sacks,0.0,,,,,
player,201111270nyj,buf,BarnNi20,tackles_combined,8,,,,,
player,201111270nyj,buf,BarnNi20,tackles_solo,6,,,,,
player,201111270nyj,buf,BarnNi20,tackles_assists,2,,,,,
player,201111270nyj,buf,BarnNi20,tackles_loss,0,,,,,
player,201111270nyj,buf,BarnNi20,qb_hits,0,,,,,
player,201111270nyj,buf,BarnNi20,fumbles_rec,0,,,,,
player,201111270nyj,buf,BarnNi20,fumbles_rec_yds,0,,,,,
player,201111270nyj,buf,BarnNi20,fumbles_rec_td,0,,,,,
player,201111270nyj,buf,BarnNi20,fumbles_forced,0,,,,,
player,201111270nyj,buf,ByrdJa99,def_int,0,,,,,
player,201111270nyj,buf,ByrdJa99,def_int_yds,0,,,,,
player,201111270nyj,buf,ByrdJa99,def_int_td,0,,,,,
player,201111270nyj,buf,ByrdJa99,def_int_long,0,,,,,
player,201111270nyj,buf,ByrdJa99,pass_defended,1,,,,,
player,201111270nyj,buf,ByrdJa99,sacks,0.0,,,,,
player,201111270nyj,buf,ByrdJa99,tackles_combined,4,,,,,
player,201111270nyj,buf,ByrdJa99,tackles_solo,4,,,,,
player,201111270nyj,buf,ByrdJa99,tackles_assists,0,,,,,
player,201111270nyj,buf,ByrdJa99,tackles_loss,0,,,,,
player,201111270nyj,buf,ByrdJa99,qb_hits,0,,,,,
player,201111270nyj,buf,ByrdJa99,fumbles_rec,0,,,,,
player,201111270nyj,buf,ByrdJa99,fumbles_rec_yds,0,,,,,
player,201111270nyj,buf,ByrdJa99,fumbles_rec_td,0,,,,,
player,201111270nyj,buf,ByrdJa99,fumbles_forced,0,,,,,
player,201111270nyj,buf,KelsCh21,def_int,0,,,,,
player,201111270nyj,buf,KelsCh21,def_int_yds,0,,,,,
player,201111270nyj,buf,KelsCh21,def_int_td,0,,,,,
player,201111270nyj,buf,KelsCh21,def_int_long,0,,,,,
player,201111270nyj,buf,KelsCh21,pass_defended,0,,,,,
player,201111270nyj,buf,KelsCh21,sacks,0.0,,,,,
player,201111270nyj,buf,KelsCh21,tackles_combined,4,,,,,
player,201111270nyj,buf,KelsCh21,tackles_solo,4,,,,,
player,201111270nyj,buf,KelsCh21,tackles_assists,0,,,,,
player,201111270nyj,buf,KelsCh21,tackles_loss,0,,,,,
player,201111270nyj,buf,KelsCh21,qb_hits,0,,,,,
player,201111270nyj,buf,KelsCh21,fumbles_rec,0,,,,,
player,201111270nyj,buf,KelsCh21,fumbles_rec_yds,0,,,,,
player,201111270nyj,buf,KelsCh21,fumbles_rec_td,0,,,,,
player,201111270nyj,buf,KelsCh21,fumbles_forced,0,,,,,
player,201111270nyj,buf,MoatAr00,def_int,0,,,,,
player,201111270nyj,buf,MoatAr00,def_int_yds,0,,,,,
player,201111270nyj,buf,MoatAr00,def_int_td,0,,,,,
player,201111270nyj,buf,MoatAr00,def_int_long,0,,,,,
player,201111270nyj,buf,MoatAr00,pass_defended,0,,,,,
player,201111270nyj,buf,MoatAr00,sacks,0.0,,,,,
player,201111270nyj,buf,MoatAr00,tackles_combined,3,,,,,
player,201111270nyj,buf,MoatAr00,tackles_solo,2,,,,,
player,201111270nyj,buf,MoatAr00,tackles_assists,1,,,,,
