game,2011,12,20111128,201111280nor,nyg,"New York Giants",24,nor,"New Orleans Saints",49
player,201111280nor,nor,IngrMa01,pass_int,0,,,,,
player,201111280nor,nor,IngrMa01,pass_sacked,0,,,,,
player,201111280nor,nor,IngrMa01,pass_sacked_yds,0,,,,,
player,201111280nor,nor,IngrMa01,pass_long,0,,,,,
player,201111280nor,nor,IngrMa01,pass_rating,,,,,,
player,201111280nor,nor,IngrMa01,rush_att,13,,,,,
player,201111280nor,nor,IngrMa01,rush_yds,80,,,,,
player,201111280nor,nor,IngrMa01,rush_td,1,,,,,
player,201111280nor,nor,IngrMa01,rush_long,35,,,,,
player,201111280nor,nor,IngrMa01,targets,3,,,,,
player,201111280nor,nor,IngrMa01,rec,2,,,,,
player,201111280nor,nor,IngrMa01,rec_yds,14,,,,,
player,201111280nor,nor,IngrMa01,rec_td,0,,,,,
player,201111280nor,nor,IngrMa01,rec_long,8,,,,,
player,201111280nor,nor,IngrMa01,fumbles,0,,,,,
player,201111280nor,nor,IngrMa01,fumbles_lost,,,,,,
player,201111280nor,nor,ThomPi00,pass_cmp,0,,,,,
player,201111280nor,nor,ThomPi00,pass_att,0,,,,,
player,201111280nor,nor,ThomPi00,pass_yds,0,,,,,
player,201111280nor,nor,ThomPi00,pass_td,0,,,,,
player,201111280nor,nor,ThomPi00,pass_int,0,,,,,
player,201111280nor,nor,ThomPi00,pass_sacked,0,,,,,
player,201111280nor,nor,ThomPi00,pass_sacked_yds,0,,,,,
player,201111280nor,nor,ThomPi00,pass_long,0,,,,,
player,201111280nor,nor,ThomPi00,pass_rating,,,,,,
player,201111280nor,nor,ThomPi00,rush_att,8,,,,,
player,201111280nor,nor,ThomPi00,rush_yds,63,,,,,
player,201111280nor,nor,ThomPi00,rush_td,1,,,,,
player,201111280nor,nor,ThomPi00,rush_long,16,,,,,
player,201111280nor,nor,ThomPi00,targets,3,,,,,
player,201111280nor,nor,ThomPi00,rec,3,,,,,
player,201111280nor,nor,ThomPi00,rec_yds,47,,,,,
player,201111280nor,nor,ThomPi00,rec_td,0,,,,,
player,201111280nor,nor,ThomPi00,rec_long,24,,,,,
player,201111280nor,nor,ThomPi00,fumbles,0,,,,,
player,201111280nor,nor,ThomPi00,fumbles_lost,,,,,,
player,201111280nor,nor,SproDa00,pass_cmp,0,,,,,
player,201111280nor,nor,SproDa00,pass_att,0,,,,,
player,201111280nor,nor,SproDa00,pass_yds,0,,,,,
player,201111280nor,nor,SproDa00,pass_td,0,,,,,
player,201111280nor,nor,SproDa00,pass_int,0,,,,,
player,201111280nor,nor,SproDa00,pass_sacked,0,,,,,
player,201111280nor,nor,SproDa00,pass_sacked_yds,0,,,,,
player,201111280nor,nor,SproDa00,pass_long,0,,,,,
player,201111280nor,nor,SproDa00,pass_rating,,,,,,
player,201111280nor,nor,SproDa00,rush_att,8,,,,,
player,201111280nor,nor,SproDa00,rush_yds,54,,,,,
player,201111280nor,nor,SproDa00,rush_td,0,,,,,
player,201111280nor,nor,SproDa00,rush_long,23,,,,,
player,201111280nor,nor,SproDa00,targets,5,,,,,
player,201111280nor,nor,SproDa00,rec,2,,,,,
player,201111280nor,nor,SproDa00,rec_yds,28,,,,,
player,201111280nor,nor,SproDa00,rec_td,0,,,,,
player,201111280nor,nor,SproDa00,rec_long,22,,,,,
player,201111280nor,nor,SproDa00,fumbles,0,,,,,
player,201111280nor,nor,SproDa00,fumbles_lost,,,,,,
player,201111280nor,nor,GrahJi00,pass_cmp,0,,,,,
player,201111280nor,nor,GrahJi00,pass_att,0,,,,,
player,201111280nor,nor,GrahJi00,pass_yds,0,,,,,
player,201111280nor,nor,GrahJi00,pass_td,0,,,,,
player,201111280nor,nor,GrahJi00,pass_int,0,,,,,
player,201111280nor,nor,GrahJi00,pass_sacked,0,,,,,
player,201111280nor,nor,GrahJi00,pass_sacked_yds,0,,,,,
player,201111280nor,nor,GrahJi00,pass_long,0,,,,,
player,201111280nor,nor,GrahJi00,pass_rating,,,,,,
player,201111280nor,nor,GrahJi00,rush_att,0,,,,,
player,201111280nor,nor,GrahJi00,rush_yds,0,,,,,
player,201111280nor,nor,GrahJi00,rush_td,0,,,,,
player,201111280nor,nor,GrahJi00,rush_long,0,,,,,
player,201111280nor,nor,GrahJi00,targets,8,,,,,
player,201111280nor,nor,GrahJi00,rec,5,,,,,
player,201111280nor,nor,GrahJi00,rec_yds,84,,,,,
player,201111280nor,nor,GrahJi00,rec_td,2,,,,,
player,201111280nor,nor,GrahJi00,rec_long,29,,,,,
player,201111280nor,nor,GrahJi00,fumbles,0,,,,,
player,201111280nor,nor,GrahJi00,fumbles_lost,,,,,,
player,201111280nor,nor,ColsMa00,pass_cmp,0,,,,,
player,201111280nor,nor,ColsMa00,pass_att,0,,,,,
player,201111280nor,nor,ColsMa00,pass_yds,0,,,,,
player,201111280nor,nor,ColsMa00,pass_td,0,,,,,
player,201111280nor,nor,ColsMa00,pass_int,0,,,,,
player,201111280nor,nor,ColsMa00,pass_sacked,0,,,,,
player,201111280nor,nor,ColsMa00,pass_sacked_yds,0,,,,,
player,201111280nor,nor,ColsMa00,pass_long,0,,,,,
player,201111280nor,nor,ColsMa00,pass_rating,,,,,,
player,201111280nor,nor,ColsMa00,rush_att,0,,,,,
player,201111280nor,nor,ColsMa00,rush_yds,0,,,,,
player,201111280nor,nor,ColsMa00,rush_td,0,,,,,
player,201111280nor,nor,ColsMa00,rush_long,0,,,,,
player,201111280nor,nor,ColsMa00,targets,6,,,,,
player,201111280nor,nor,ColsMa00,rec,3,,,,,
player,201111280nor,nor,ColsMa00,rec_yds,78,,,,,
player,201111280nor,nor,ColsMa00,rec_td,0,,,,,
player,201111280nor,nor,ColsMa00,rec_long,50,,,,,
player,201111280nor,nor,ColsMa00,fumbles,0,,,,,
player,201111280nor,nor,ColsMa00,fumbles_lost,,,,,,
player,201111280nor,nor,HendDe00,pass_cmp,0,,,,,
player,201111280nor,nor,HendDe00,pass_att,0,,,,,
player,201111280nor,nor,HendDe00,pass_yds,0,,,,,
player,201111280nor,nor,HendDe00,pass_td,0,,,,,
player,201111280nor,nor,HendDe00,pass_int,0,,,,,
player,201111280nor,nor,HendDe00,pass_sacked,0,,,,,
player,201111280nor,nor,HendDe00,pass_sacked_yds,0,,,,,
player,201111280nor,nor,HendDe00,pass_long,0,,,,,
player,201111280nor,nor,HendDe00,pass_rating,,,,,,
player,201111280nor,nor,HendDe00,rush_att,0,,,,,
player,201111280nor,nor,HendDe00,rush_yds,0,,,,,
player,201111280nor,nor,HendDe00,rush_td,0,,,,,
player,201111280nor,nor,HendDe00,rush_long,0,,,,,
player,201111280nor,nor,HendDe00,targets,6,,,,,
player,201111280nor,nor,HendDe00,rec,5,,,,,
player,201111280nor,nor,HendDe00,rec_yds,67,,,,,
player,201111280nor,nor,HendDe00,rec_td,0,,,,,
player,201111280nor,nor,HendDe00,rec_long,24,,,,,
player,201111280nor,nor,HendDe00,fumbles,0,,,,,
player,201111280nor,nor,HendDe00,fumbles_lost,,,,,,
player,201111280nor,nor,MoorLa00,pass_cmp,0,,,,,
player,201111280nor,nor,MoorLa00,pass_att,0,,,,,
player,201111280nor,nor,MoorLa00,pass_yds,0,,,,,
player,201111280nor,nor,MoorLa00,pass_td,0,,,,,
player,201111280nor,nor,MoorLa00,pass_int,0,,,,,
player,201111280nor,nor,MoorLa00,pass_sacked,0,,,,,
player,201111280nor,nor,MoorLa00,pass_sacked_yds,0,,,,,
player,201111280nor,nor,MoorLa00,pass_long,0,,,,,
player,201111280nor,nor,MoorLa00,pass_rating,,,,,,
player,201111280nor,nor,MoorLa00,rush_att,0,,,,,
player,201111280nor,nor,MoorLa00,rush_yds,0,,,,,
player,201111280nor,nor,MoorLa00,rush_td,0,,,,,
player,201111280nor,nor,MoorLa00,rush_long,0,,,,,
player,201111280nor,nor,MoorLa00,targets,7,,,,,
player,201111280nor,nor,MoorLa00,rec,5,,,,,
player,201111280nor,nor,MoorLa00,rec_yds,54,,,,,
player,201111280nor,nor,MoorLa00,rec_td,2,,,,,
player,201111280nor,nor,MoorLa00,rec_long,20,,,,,
player,201111280nor,nor,MoorLa00,fumbles,0,,,,,
player,201111280nor,nor,MoorLa00,fumbles_lost,,,,,,
player,201111280nor,nyg,PhilKe99,def_int,0,,,,,
player,201111280nor,nyg,PhilKe99,def_int_yds,0,,,,,
player,201111280nor,nyg,PhilKe99,def_int_td,0,,,,,
player,201111280nor,nyg,PhilKe99,def_int_long,0,,,,,
player,201111280nor,nyg,PhilKe99,pass_defended,0,,,,,
player,201111280nor,nyg,PhilKe99,sacks,0.0,,,,,
player,201111280nor,nyg,PhilKe99,tackles_combined,6,,,,,
player,201111280nor,nyg,PhilKe99,tackles_solo,2,,,,,
