game,2011,12,20111128,201111280nor,nyg,"New York Giants",24,nor,"New Orleans Saints",49
player,201111280nor,nor,AbduIs00,def_int_long,0,,,,,
player,201111280nor,nor,AbduIs00,pass_defended,0,,,,,
player,201111280nor,nor,AbduIs00,sacks,0.0,,,,,
player,201111280nor,nor,AbduIs00,tackles_combined,2,,,,,
player,201111280nor,nor,AbduIs00,tackles_solo,2,,,,,
player,201111280nor,nor,AbduIs00,tackles_assists,0,,,,,
player,201111280nor,nor,AbduIs00,tackles_loss,0,,,,,
player,201111280nor,nor,AbduIs00,qb_hits,0,,,,,
player,201111280nor,nor,AbduIs00,fumbles_rec,0,,,,,
player,201111280nor,nor,AbduIs00,fumbles_rec_yds,0,,,,,
player,201111280nor,nor,AbduIs00,fumbles_rec_td,0,,,,,
player,201111280nor,nor,AbduIs00,fumbles_forced,1,,,,,
player,201111280nor,nor,ElliSe99,def_int,0,,,,,
player,201111280nor,nor,ElliSe99,def_int_yds,0,,,,,
player,201111280nor,nor,ElliSe99,def_int_td,0,,,,,
player,201111280nor,nor,ElliSe99,def_int_long,0,,,,,
player,201111280nor,nor,ElliSe99,pass_defended,0,,,,,
player,201111280nor,nor,ElliSe99,sacks,0.0,,,,,
player,201111280nor,nor,ElliSe99,tackles_combined,2,,,,,
player,201111280nor,nor,ElliSe99,tackles_solo,0,,,,,
player,201111280nor,nor,ElliSe99,tackles_assists,2,,,,,
player,201111280nor,nor,ElliSe99,tackles_loss,0,,,,,
player,201111280nor,nor,ElliSe99,qb_hits,0,,,,,
player,201111280nor,nor,ElliSe99,fumbles_rec,0,,,,,
player,201111280nor,nor,ElliSe99,fumbles_rec_yds,0,,,,,
player,201111280nor,nor,ElliSe99,fumbles_rec_td,0,,,,,
player,201111280nor,nor,ElliSe99,fumbles_forced,0,,,,,
player,201111280nor,nor,JohnTo01,def_int,0,,,,,
player,201111280nor,nor,JohnTo01,def_int_yds,0,,,,,
player,201111280nor,nor,JohnTo01,def_int_td,0,,,,,
player,201111280nor,nor,JohnTo01,def_int_long,0,,,,,
player,201111280nor,nor,JohnTo01,pass_defended,0,,,,,
player,201111280nor,nor,JohnTo01,sacks,0.0,,,,,
player,201111280nor,nor,JohnTo01,tackles_combined,2,,,,,
player,201111280nor,nor,JohnTo01,tackles_solo,2,,,,,
player,201111280nor,nor,JohnTo01,tackles_assists,0,,,,,
player,201111280nor,nor,JohnTo01,tackles_loss,1,,,,,
player,201111280nor,nor,JohnTo01,qb_hits,1,,,,,
player,201111280nor,nor,JohnTo01,fumbles_rec,0,,,,,
player,201111280nor,nor,JohnTo01,fumbles_rec_yds,0,,,,,
player,201111280nor,nor,JohnTo01,fumbles_rec_td,0,,,,,
player,201111280nor,nor,JohnTo01,fumbles_forced,0,,,,,
player,201111280nor,nor,TorrLe20,def_int,0,,,,,
player,201111280nor,nor,TorrLe20,def_int_yds,0,,,,,
player,201111280nor,nor,TorrLe20,def_int_td,0,,,,,
player,201111280nor,nor,TorrLe20,def_int_long,0,,,,,
player,201111280nor,nor,TorrLe20,pass_defended,0,,,,,
player,201111280nor,nor,TorrLe20,sacks,0.0,,,,,
player,201111280nor,nor,TorrLe20,tackles_combined,2,,,,,
player,201111280nor,nor,TorrLe20,tackles_solo,2,,,,,
player,201111280nor,nor,TorrLe20,tackles_assists,0,,,,,
player,201111280nor,nor,TorrLe20,tackles_loss,0,,,,,
player,201111280nor,nor,TorrLe20,qb_hits,0,,,,,
player,201111280nor,nor,TorrLe20,fumbles_rec,0,,,,,
player,201111280nor,nor,TorrLe20,fumbles_rec_yds,0,,,,,
player,201111280nor,nor,TorrLe20,fumbles_rec_td,0,,,,,
player,201111280nor,nor,TorrLe20,fumbles_forced,0,,,,,
player,201111280nor,nor,FranAu20,def_int,0,,,,,
player,201111280nor,nor,FranAu20,def_int_yds,0,,,,,
player,201111280nor,nor,FranAu20,def_int_td,0,,,,,
player,201111280nor,nor,FranAu20,def_int_long,0,,,,,
player,201111280nor,nor,FranAu20,pass_defended,0,,,,,
player,201111280nor,nor,FranAu20,sacks,0.0,,,,,
player,201111280nor,nor,FranAu20,tackles_combined,1,,,,,
player,201111280nor,nor,FranAu20,tackles_solo,0,,,,,
player,201111280nor,nor,FranAu20,tackles_assists,1,,,,,
player,201111280nor,nor,FranAu20,tackles_loss,,,,,,
player,201111280nor,nor,FranAu20,qb_hits,,,,,,
player,201111280nor,nor,FranAu20,fumbles_rec,0,,,,,
player,201111280nor,nor,FranAu20,fumbles_rec_yds,0,,,,,
player,201111280nor,nor,FranAu20,fumbles_rec_td,0,,,,,
player,201111280nor,nor,FranAu20,fumbles_forced,0,,,,,
player,201111280nor,nor,GaleJu00,def_int,0,,,,,
player,201111280nor,nor,GaleJu00,def_int_yds,0,,,,,
player,201111280nor,nor,GaleJu00,def_int_td,0,,,,,
player,201111280nor,nor,GaleJu00,def_int_long,0,,,,,
player,201111280nor,nor,GaleJu00,pass_defended,0,,,,,
player,201111280nor,nor,GaleJu00,sacks,0.0,,,,,
player,201111280nor,nor,GaleJu00,tackles_combined,0,,,,,
player,201111280nor,nor,GaleJu00,tackles_solo,0,,,,,
player,201111280nor,nor,GaleJu00,tackles_assists,0,,,,,
player,201111280nor,nor,GaleJu00,tackles_loss,0,,,,,
player,201111280nor,nor,GaleJu00,qb_hits,1,,,,,
player,201111280nor,nor,GaleJu00,fumbles_rec,0,,,,,
player,201111280nor,nor,GaleJu00,fumbles_rec_yds,0,,,,,
player,201111280nor,nor,GaleJu00,fumbles_rec_td,0,,,,,
player,201111280nor,nor,GaleJu00,fumbles_forced,0,,,,,
player,201111280nor,nor,RogeSh99,def_int,0,,,,,
player,201111280nor,nor,RogeSh99,def_int_yds,0,,,,,
player,201111280nor,nor,RogeSh99,def_int_td,0,,,,,
player,201111280nor,nor,RogeSh99,def_int_long,0,,,,,
player,201111280nor,nor,RogeSh99,pass_defended,0,,,,,
player,201111280nor,nor,RogeSh99,sacks,0.0,,,,,
player,201111280nor,nor,RogeSh99,tackles_combined,0,,,,,
player,201111280nor,nor,RogeSh99,tackles_solo,0,,,,,
player,201111280nor,nor,RogeSh99,tackles_assists,0,,,,,
player,201111280nor,nor,RogeSh99,tackles_loss,0,,,,,
player,201111280nor,nor,RogeSh99,qb_hits,1,,,,,
player,201111280nor,nor,RogeSh99,fumbles_rec,0,,,,,
player,201111280nor,nor,RogeSh99,fumbles_rec_yds,0,,,,,
player,201111280nor,nor,RogeSh99,fumbles_rec_td,0,,,,,
player,201111280nor,nor,RogeSh99,fumbles_forced,0,,,,,
player,201111280nor,nyg,RossAa99,kick_ret,0,,,,,
player,201111280nor,nyg,RossAa99,kick_ret_yds,0,,,,,
player,201111280nor,nyg,RossAa99,kick_ret_yds_per_ret,,,,,,
player,201111280nor,nyg,RossAa99,kick_ret_td,0,,,,,
player,201111280nor,nyg,RossAa99,kick_ret_long,0,,,,,
player,201111280nor,nyg,RossAa99,punt_ret,1,,,,,
player,201111280nor,nyg,RossAa99,punt_ret_yds,-1,,,,,
player,201111280nor,nyg,RossAa99,punt_ret_yds_per_ret,-1.0,,,,,
player,201111280nor,nyg,RossAa99,punt_ret_td,0,,,,,
player,201111280nor,nyg,RossAa99,punt_ret_long,-1,,,,,
player,201111280nor,nyg,ScotDa01,kick_ret,4,,,,,
player,201111280nor,nyg,ScotDa01,kick_ret_yds,115,,,,,
player,201111280nor,nyg,ScotDa01,kick_ret_yds_per_ret,28.8,,,,,
player,201111280nor,nyg,ScotDa01,kick_ret_td,0,,,,,
player,201111280nor,nyg,ScotDa01,kick_ret_long,38,,,,,
player,201111280nor,nyg,ScotDa01,punt_ret,0,,,,,
player,201111280nor,nyg,ScotDa01,punt_ret_yds,0,,,,,
player,201111280nor,nyg,ScotDa01,punt_ret_yds_per_ret,,,,,,
player,201111280nor,nyg,ScotDa01,punt_ret_td,0,,,,,
player,201111280nor,nyg,ScotDa01,punt_ret_long,0,,,,,
player,201111280nor,nor,SproDa00,kick_ret,2,,,,,
player,201111280nor,nor,SproDa00,kick_ret_yds,62,,,,,
player,201111280nor,nor,SproDa00,kick_ret_yds_per_ret,31.0,,,,,
player,201111280nor,nor,SproDa00,kick_ret_td,0,,,,,
player,201111280nor,nor,SproDa00,kick_ret_long,36,,,,,
player,201111280nor,nor,SproDa00,punt_ret,0,,,,,
player,201111280nor,nor,SproDa00,punt_ret_yds,0,,,,,
player,201111280nor,nor,SproDa00,punt_ret_yds_per_ret,,,,,,
player,201111280nor,nor,SproDa00,punt_ret_td,0,,,,,
player,201111280nor,nor,SproDa00,punt_ret_long,0,,,,,
player,201111280nor,nyg,tyneslaw01,xpm,3,,,,,
player,201111280nor,nyg,tyneslaw01,xpa,3,,,,,
player,201111280nor,nyg,tyneslaw01,fgm,1,,,,,
player,201111280nor,nyg,tyneslaw01,fga,2,,,,,
player,201111280nor,nyg,tyneslaw01,punt,0,,,,,
player,201111280nor,nyg,tyneslaw01,punt_yds,0,,,,,
player,201111280nor,nyg,tyneslaw01,punt_yds_per_punt,,,,,,
player,201111280nor,nyg,tyneslaw01,punt_long,0,,,,,
player,201111280nor,nyg,WeatSt20,xpm,,,,,,
player,201111280nor,nyg,WeatSt20,xpa,,,,,,
player,201111280nor,nyg,WeatSt20,fgm,,,,,,
player,201111280nor,nyg,WeatSt20,fga,,,,,,
player,201111280nor,nyg,WeatSt20,punt,2,,,,,
player,201111280nor,nyg,WeatSt20,punt_yds,76,,,,,
player,201111280nor,nyg,WeatSt20,punt_yds_per_punt,38.0,,,,,
player,201111280nor,nyg,WeatSt20,punt_long,46,,,,,
player,201111280nor,nor,kasayjoh01,xpm,7,,,,,
player,201111280nor,nor,kasayjoh01,xpa,7,,,,,
player,201111280nor,nor,kasayjoh01,fgm,,,,,,
player,201111280nor,nor,kasayjoh01,fga,,,,,,
player,201111280nor,nor,kasayjoh01,punt,0,,,,,
player,201111280nor,nor,kasayjoh01,punt_yds,0,,,,,
player,201111280nor,nor,kasayjoh01,punt_yds_per_punt,,,,,,
player,201111280nor,nor,kasayjoh01,punt_long,0,,,,,
player,201111280nor,nor,MorsTh00,xpm,,,,,,
player,201111280nor,nor,MorsTh00,xpa,,,,,,
player,201111280nor,nor,MorsTh00,fgm,,,,,,
player,201111280nor,nor,MorsTh00,fga,,,,,,
player,201111280nor,nor,MorsTh00,punt,2,,,,,
player,201111280nor,nor,MorsTh00,punt_yds,84,,,,,
player,201111280nor,nor,MorsTh00,punt_yds_per_punt,42.0,,,,,
player,201111280nor,nor,MorsTh00,punt_long,52,,,,,
