game,2011,10,20111110,201111100sdg,rai,"Oakland Raiders",24,sdg,"San Diego Chargers",17
player,201111100sdg,rai,MurpLo00,pass_sacked_yds,0,,,,,
player,201111100sdg,rai,MurpLo00,pass_long,0,,,,,
player,201111100sdg,rai,MurpLo00,pass_rating,,,,,,
player,201111100sdg,rai,MurpLo00,rush_att,0,,,,,
player,201111100sdg,rai,MurpLo00,rush_yds,0,,,,,
player,201111100sdg,rai,MurpLo00,rush_td,0,,,,,
player,201111100sdg,rai,MurpLo00,rush_long,0,,,,,
player,201111100sdg,rai,MurpLo00,targets,1,,,,,
player,201111100sdg,rai,MurpLo00,rec,0,,,,,
player,201111100sdg,rai,MurpLo00,rec_yds,0,,,,,
player,201111100sdg,rai,MurpLo00,rec_td,0,,,,,
player,201111100sdg,rai,MurpLo00,rec_long,0,,,,,
player,201111100sdg,rai,MurpLo00,fumbles,0,,,,,
player,201111100sdg,rai,MurpLo00,fumbles_lost,,,,,,
player,201111100sdg,sdg,RivePh00,pass_cmp,23,,,,,
player,201111100sdg,sdg,RivePh00,pass_att,47,,,,,
player,201111100sdg,sdg,RivePh00,pass_yds,274,,,,,
player,201111100sdg,sdg,RivePh00,pass_td,2,,,,,
player,201111100sdg,sdg,RivePh00,pass_int,1,,,,,
player,201111100sdg,sdg,RivePh00,pass_sacked,6,,,,,
player,201111100sdg,sdg,RivePh00,pass_sacked_yds,35,,,,,
player,201111100sdg,sdg,RivePh00,pass_long,30,,,,,
player,201111100sdg,sdg,RivePh00,pass_rating,72.5,,,,,
player,201111100sdg,sdg,RivePh00,rush_att,1,,,,,
player,201111100sdg,sdg,RivePh00,rush_yds,4,,,,,
player,201111100sdg,sdg,RivePh00,rush_td,0,,,,,
player,201111100sdg,sdg,RivePh00,rush_long,4,,,,,
player,201111100sdg,sdg,RivePh00,targets,0,,,,,
player,201111100sdg,sdg,RivePh00,rec,0,,,,,
player,201111100sdg,sdg,RivePh00,rec_yds,0,,,,,
player,201111100sdg,sdg,RivePh00,rec_td,0,,,,,
player,201111100sdg,sdg,RivePh00,rec_long,0,,,,,
player,201111100sdg,sdg,RivePh00,fumbles,1,,,,,
player,201111100sdg,sdg,RivePh00,fumbles_lost,1,,,,,
player,201111100sdg,sdg,TolbMi00,pass_cmp,0,,,,,
player,201111100sdg,sdg,TolbMi00,pass_att,0,,,,,
player,201111100sdg,sdg,TolbMi00,pass_yds,0,,,,,
player,201111100sdg,sdg,TolbMi00,pass_td,0,,,,,
player,201111100sdg,sdg,TolbMi00,pass_int,0,,,,,
player,201111100sdg,sdg,TolbMi00,pass_sacked,0,,,,,
player,201111100sdg,sdg,TolbMi00,pass_sacked_yds,0,,,,,
player,201111100sdg,sdg,TolbMi00,pass_long,0,,,,,
player,201111100sdg,sdg,TolbMi00,pass_rating,,,,,,
player,201111100sdg,sdg,TolbMi00,rush_att,7,,,,,
player,201111100sdg,sdg,TolbMi00,rush_yds,36,,,,,
player,201111100sdg,sdg,TolbMi00,rush_td,0,,,,,
player,201111100sdg,sdg,TolbMi00,rush_long,11,,,,,
player,201111100sdg,sdg,TolbMi00,targets,9,,,,,
player,201111100sdg,sdg,TolbMi00,rec,5,,,,,
player,201111100sdg,sdg,TolbMi00,rec_yds,37,,,,,
player,201111100sdg,sdg,TolbMi00,rec_td,0,,,,,
player,201111100sdg,sdg,TolbMi00,rec_long,17,,,,,
player,201111100sdg,sdg,TolbMi00,fumbles,0,,,,,
player,201111100sdg,sdg,TolbMi00,fumbles_lost,,,,,,
player,201111100sdg,sdg,MathRy00,pass_cmp,0,,,,,
player,201111100sdg,sdg,MathRy00,pass_att,0,,,,,
player,201111100sdg,sdg,MathRy00,pass_yds,0,,,,,
player,201111100sdg,sdg,MathRy00,pass_td,0,,,,,
player,201111100sdg,sdg,MathRy00,pass_int,0,,,,,
player,201111100sdg,sdg,MathRy00,pass_sacked,0,,,,,
player,201111100sdg,sdg,MathRy00,pass_sacked_yds,0,,,,,
player,201111100sdg,sdg,MathRy00,pass_long,0,,,,,
player,201111100sdg,sdg,MathRy00,pass_rating,,,,,,
player,201111100sdg,sdg,MathRy00,rush_att,6,,,,,
player,201111100sdg,sdg,MathRy00,rush_yds,34,,,,,
player,201111100sdg,sdg,MathRy00,rush_td,0,,,,,
player,201111100sdg,sdg,MathRy00,rush_long,16,,,,,
player,201111100sdg,sdg,MathRy00,targets,5,,,,,
player,201111100sdg,sdg,MathRy00,rec,3,,,,,
player,201111100sdg,sdg,MathRy00,rec_yds,23,,,,,
player,201111100sdg,sdg,MathRy00,rec_td,0,,,,,
player,201111100sdg,sdg,MathRy00,rec_long,19,,,,,
player,201111100sdg,sdg,MathRy00,fumbles,0,,,,,
player,201111100sdg,sdg,MathRy00,fumbles_lost,,,,,,
player,201111100sdg,sdg,HestJa00,pass_cmp,0,,,,,
player,201111100sdg,sdg,HestJa00,pass_att,0,,,,,
player,201111100sdg,sdg,HestJa00,pass_yds,0,,,,,
player,201111100sdg,sdg,HestJa00,pass_td,0,,,,,
player,201111100sdg,sdg,HestJa00,pass_int,0,,,,,
player,201111100sdg,sdg,HestJa00,pass_sacked,0,,,,,
player,201111100sdg,sdg,HestJa00,pass_sacked_yds,0,,,,,
player,201111100sdg,sdg,HestJa00,pass_long,0,,,,,
player,201111100sdg,sdg,HestJa00,pass_rating,,,,,,
player,201111100sdg,sdg,HestJa00,rush_att,1,,,,,
player,201111100sdg,sdg,HestJa00,rush_yds,1,,,,,
player,201111100sdg,sdg,HestJa00,rush_td,0,,,,,
player,201111100sdg,sdg,HestJa00,rush_long,1,,,,,
player,201111100sdg,sdg,HestJa00,targets,1,,,,,
player,201111100sdg,sdg,HestJa00,rec,1,,,,,
player,201111100sdg,sdg,HestJa00,rec_yds,7,,,,,
player,201111100sdg,sdg,HestJa00,rec_td,1,,,,,
player,201111100sdg,sdg,HestJa00,rec_long,7,,,,,
player,201111100sdg,sdg,HestJa00,fumbles,0,,,,,
player,201111100sdg,sdg,HestJa00,fumbles_lost,,,,,,
player,201111100sdg,sdg,BrowVi00,pass_cmp,0,,,,,
player,201111100sdg,sdg,BrowVi00,pass_att,0,,,,,
player,201111100sdg,sdg,BrowVi00,pass_yds,0,,,,,
player,201111100sdg,sdg,BrowVi00,pass_td,0,,,,,
player,201111100sdg,sdg,BrowVi00,pass_int,0,,,,,
player,201111100sdg,sdg,BrowVi00,pass_sacked,0,,,,,
player,201111100sdg,sdg,BrowVi00,pass_sacked_yds,0,,,,,
player,201111100sdg,sdg,BrowVi00,pass_long,0,,,,,
player,201111100sdg,sdg,BrowVi00,pass_rating,,,,,,
player,201111100sdg,sdg,BrowVi00,rush_att,0,,,,,
player,201111100sdg,sdg,BrowVi00,rush_yds,0,,,,,
player,201111100sdg,sdg,BrowVi00,rush_td,0,,,,,
player,201111100sdg,sdg,BrowVi00,rush_long,0,,,,,
player,201111100sdg,sdg,BrowVi00,targets,9,,,,,
player,201111100sdg,sdg,BrowVi00,rec,5,,,,,
player,201111100sdg,sdg,BrowVi00,rec_yds,97,,,,,
player,201111100sdg,sdg,BrowVi00,rec_td,1,,,,,
player,201111100sdg,sdg,BrowVi00,rec_long,30,,,,,
player,201111100sdg,sdg,BrowVi00,fumbles,0,,,,,
player,201111100sdg,sdg,BrowVi00,fumbles_lost,,,,,,
player,201111100sdg,sdg,GateAn00,pass_cmp,0,,,,,
player,201111100sdg,sdg,GateAn00,pass_att,0,,,,,
player,201111100sdg,sdg,GateAn00,pass_yds,0,,,,,
player,201111100sdg,sdg,GateAn00,pass_td,0,,,,,
player,201111100sdg,sdg,GateAn00,pass_int,0,,,,,
player,201111100sdg,sdg,GateAn00,pass_sacked,0,,,,,
player,201111100sdg,sdg,GateAn00,pass_sacked_yds,0,,,,,
player,201111100sdg,sdg,GateAn00,pass_long,0,,,,,
player,201111100sdg,sdg,GateAn00,pass_rating,,,,,,
player,201111100sdg,sdg,GateAn00,rush_att,0,,,,,
player,201111100sdg,sdg,GateAn00,rush_yds,0,,,,,
player,201111100sdg,sdg,GateAn00,rush_td,0,,,,,
player,201111100sdg,sdg,GateAn00,rush_long,0,,,,,
player,201111100sdg,sdg,GateAn00,targets,6,,,,,
player,201111100sdg,sdg,GateAn00,rec,5,,,,,
player,201111100sdg,sdg,GateAn00,rec_yds,54,,,,,
player,201111100sdg,sdg,GateAn00,rec_td,0,,,,,
player,201111100sdg,sdg,GateAn00,rec_long,22,,,,,
player,201111100sdg,sdg,GateAn00,fumbles,0,,,,,
player,201111100sdg,sdg,GateAn00,fumbles_lost,,,,,,
player,201111100sdg,sdg,CrayPa00,pass_cmp,0,,,,,
player,201111100sdg,sdg,CrayPa00,pass_att,0,,,,,
player,201111100sdg,sdg,CrayPa00,pass_yds,0,,,,,
player,201111100sdg,sdg,CrayPa00,pass_td,0,,,,,
player,201111100sdg,sdg,CrayPa00,pass_int,0,,,,,
player,201111100sdg,sdg,CrayPa00,pass_sacked,0,,,,,
player,201111100sdg,sdg,CrayPa00,pass_sacked_yds,0,,,,,
player,201111100sdg,sdg,CrayPa00,pass_long,0,,,,,
player,201111100sdg,sdg,CrayPa00,pass_rating,,,,,,
player,201111100sdg,sdg,CrayPa00,rush_att,0,,,,,
player,201111100sdg,sdg,CrayPa00,rush_yds,0,,,,,
player,201111100sdg,sdg,CrayPa00,rush_td,0,,,,,
player,201111100sdg,sdg,CrayPa00,rush_long,0,,,,,
player,201111100sdg,sdg,CrayPa00,targets,5,,,,,
player,201111100sdg,sdg,CrayPa00,rec,3,,,,,
player,201111100sdg,sdg,CrayPa00,rec_yds,34,,,,,
player,201111100sdg,sdg,CrayPa00,rec_td,0,,,,,
player,201111100sdg,sdg,CrayPa00,rec_long,14,,,,,
player,201111100sdg,sdg,CrayPa00,fumbles,1,,,,,
player,201111100sdg,sdg,CrayPa00,fumbles_lost,1,,,,,
player,201111100sdg,sdg,JackVi00,pass_cmp,0,,,,,
player,201111100sdg,sdg,JackVi00,pass_att,0,,,,,
player,201111100sdg,sdg,JackVi00,pass_yds,0,,,,,
player,201111100sdg,sdg,JackVi00,pass_td,0,,,,,
player,201111100sdg,sdg,JackVi00,pass_int,0,,,,,
player,201111100sdg,sdg,JackVi00,pass_sacked,0,,,,,
player,201111100sdg,sdg,JackVi00,pass_sacked_yds,0,,,,,
player,201111100sdg,sdg,JackVi00,pass_long,0,,,,,
player,201111100sdg,sdg,JackVi00,pass_rating,,,,,,
player,201111100sdg,sdg,JackVi00,rush_att,0,,,,,
player,201111100sdg,sdg,JackVi00,rush_yds,0,,,,,
player,201111100sdg,sdg,JackVi00,rush_td,0,,,,,
player,201111100sdg,sdg,JackVi00,rush_long,0,,,,,
player,201111100sdg,sdg,JackVi00,targets,7,,,,,
player,201111100sdg,sdg,JackVi00,rec,1,,,,,
player,201111100sdg,sdg,JackVi00,rec_yds,22,,,,,
player,201111100sdg,sdg,JackVi00,rec_td,0,,,,,
player,201111100sdg,sdg,JackVi00,rec_long,22,,,,,
player,201111100sdg,sdg,JackVi00,fumbles,0,,,,,
player,201111100sdg,sdg,JackVi00,fumbles_lost,,,,,,
player,201111100sdg,sdg,McMiRa01,pass_cmp,0,,,,,
player,201111100sdg,sdg,McMiRa01,pass_att,0,,,,,
player,201111100sdg,sdg,McMiRa01,pass_yds,0,,,,,
player,201111100sdg,sdg,McMiRa01,pass_td,0,,,,,
player,201111100sdg,sdg,McMiRa01,pass_int,0,,,,,
player,201111100sdg,sdg,McMiRa01,pass_sacked,0,,,,,
player,201111100sdg,sdg,McMiRa01,pass_sacked_yds,0,,,,,
player,201111100sdg,sdg,McMiRa01,pass_long,0,,,,,
player,201111100sdg,sdg,McMiRa01,pass_rating,,,,,,
player,201111100sdg,sdg,McMiRa01,rush_att,0,,,,,
player,201111100sdg,sdg,McMiRa01,rush_yds,0,,,,,
player,201111100sdg,sdg,McMiRa01,rush_td,0,,,,,
player,201111100sdg,sdg,McMiRa01,rush_long,0,,,,,
player,201111100sdg,sdg,McMiRa01,targets,1,,,,,
player,201111100sdg,sdg,McMiRa01,rec,0,,,,,
player,201111100sdg,sdg,McMiRa01,rec_yds,0,,,,,
player,201111100sdg,sdg,McMiRa01,rec_td,0,,,,,
player,201111100sdg,sdg,McMiRa01,rec_long,0,,,,,
player,201111100sdg,sdg,McMiRa01,fumbles,0,,,,,
player,201111100sdg,sdg,McMiRa01,fumbles_lost,,,,,,
player,201111100sdg,sdg,SperKo00,pass_cmp,0,,,,,
player,201111100sdg,sdg,SperKo00,pass_att,0,,,,,
player,201111100sdg,sdg,SperKo00,pass_yds,0,,,,,
player,201111100sdg,sdg,SperKo00,pass_td,0,,,,,
player,201111100sdg,sdg,SperKo00,pass_int,0,,,,,
player,201111100sdg,sdg,SperKo00,pass_sacked,0,,,,,
player,201111100sdg,sdg,SperKo00,pass_sacked_yds,0,,,,,
player,201111100sdg,sdg,SperKo00,pass_long,0,,,,,
player,201111100sdg,sdg,SperKo00,pass_rating,,,,,,
player,201111100sdg,sdg,SperKo00,rush_att,0,,,,,
player,201111100sdg,sdg,SperKo00,rush_yds,0,,,,,
player,201111100sdg,sdg,SperKo00,rush_td,0,,,,,
player,201111100sdg,sdg,SperKo00,rush_long,0,,,,,
player,201111100sdg,sdg,SperKo00,targets,1,,,,,
player,201111100sdg,sdg,SperKo00,rec,0,,,,,
player,201111100sdg,sdg,SperKo00,rec_yds,0,,,,,
