game,2011,9,20111106,201111060sdg,gnb,"Green Bay Packers",45,sdg,"San Diego Chargers",38
player,201111060sdg,sdg,GateAn00,rush_att,0,,,,,
player,201111060sdg,sdg,GateAn00,rush_yds,0,,,,,
player,201111060sdg,sdg,GateAn00,rush_td,0,,,,,
player,201111060sdg,sdg,GateAn00,rush_long,0,,,,,
player,201111060sdg,sdg,GateAn00,targets,11,,,,,
player,201111060sdg,sdg,GateAn00,rec,8,,,,,
player,201111060sdg,sdg,GateAn00,rec_yds,96,,,,,
player,201111060sdg,sdg,GateAn00,rec_td,1,,,,,
player,201111060sdg,sdg,GateAn00,rec_long,19,,,,,
player,201111060sdg,sdg,GateAn00,fumbles,0,,,,,
player,201111060sdg,sdg,GateAn00,fumbles_lost,,,,,,
player,201111060sdg,sdg,BrowVi00,pass_cmp,0,,,,,
player,201111060sdg,sdg,BrowVi00,pass_att,0,,,,,
player,201111060sdg,sdg,BrowVi00,pass_yds,0,,,,,
player,201111060sdg,sdg,BrowVi00,pass_td,0,,,,,
player,201111060sdg,sdg,BrowVi00,pass_int,0,,,,,
player,201111060sdg,sdg,BrowVi00,pass_sacked,0,,,,,
player,201111060sdg,sdg,BrowVi00,pass_sacked_yds,0,,,,,
player,201111060sdg,sdg,BrowVi00,pass_long,0,,,,,
player,201111060sdg,sdg,BrowVi00,pass_rating,,,,,,
player,201111060sdg,sdg,BrowVi00,rush_att,0,,,,,
player,201111060sdg,sdg,BrowVi00,rush_yds,0,,,,,
player,201111060sdg,sdg,BrowVi00,rush_td,0,,,,,
player,201111060sdg,sdg,BrowVi00,rush_long,0,,,,,
player,201111060sdg,sdg,BrowVi00,targets,6,,,,,
player,201111060sdg,sdg,BrowVi00,rec,4,,,,,
player,201111060sdg,sdg,BrowVi00,rec_yds,79,,,,,
player,201111060sdg,sdg,BrowVi00,rec_td,0,,,,,
player,201111060sdg,sdg,BrowVi00,rec_long,31,,,,,
player,201111060sdg,sdg,BrowVi00,fumbles,0,,,,,
player,201111060sdg,sdg,BrowVi00,fumbles_lost,,,,,,
player,201111060sdg,sdg,CrayPa00,pass_cmp,0,,,,,
player,201111060sdg,sdg,CrayPa00,pass_att,0,,,,,
player,201111060sdg,sdg,CrayPa00,pass_yds,0,,,,,
player,201111060sdg,sdg,CrayPa00,pass_td,0,,,,,
player,201111060sdg,sdg,CrayPa00,pass_int,0,,,,,
player,201111060sdg,sdg,CrayPa00,pass_sacked,0,,,,,
player,201111060sdg,sdg,CrayPa00,pass_sacked_yds,0,,,,,
player,201111060sdg,sdg,CrayPa00,pass_long,0,,,,,
player,201111060sdg,sdg,CrayPa00,pass_rating,,,,,,
player,201111060sdg,sdg,CrayPa00,rush_att,0,,,,,
player,201111060sdg,sdg,CrayPa00,rush_yds,0,,,,,
player,201111060sdg,sdg,CrayPa00,rush_td,0,,,,,
player,201111060sdg,sdg,CrayPa00,rush_long,0,,,,,
player,201111060sdg,sdg,CrayPa00,targets,3,,,,,
player,201111060sdg,sdg,CrayPa00,rec,1,,,,,
player,201111060sdg,sdg,CrayPa00,rec_yds,5,,,,,
player,201111060sdg,sdg,CrayPa00,rec_td,0,,,,,
player,201111060sdg,sdg,CrayPa00,rec_long,5,,,,,
player,201111060sdg,sdg,CrayPa00,fumbles,0,,,,,
player,201111060sdg,sdg,CrayPa00,fumbles_lost,,,,,,
player,201111060sdg,sdg,McMiRa01,pass_cmp,0,,,,,
player,201111060sdg,sdg,McMiRa01,pass_att,0,,,,,
player,201111060sdg,sdg,McMiRa01,pass_yds,0,,,,,
player,201111060sdg,sdg,McMiRa01,pass_td,0,,,,,
player,201111060sdg,sdg,McMiRa01,pass_int,0,,,,,
player,201111060sdg,sdg,McMiRa01,pass_sacked,0,,,,,
player,201111060sdg,sdg,McMiRa01,pass_sacked_yds,0,,,,,
player,201111060sdg,sdg,McMiRa01,pass_long,0,,,,,
player,201111060sdg,sdg,McMiRa01,pass_rating,,,,,,
player,201111060sdg,sdg,McMiRa01,rush_att,0,,,,,
player,201111060sdg,sdg,McMiRa01,rush_yds,0,,,,,
player,201111060sdg,sdg,McMiRa01,rush_td,0,,,,,
player,201111060sdg,sdg,McMiRa01,rush_long,0,,,,,
player,201111060sdg,sdg,McMiRa01,targets,1,,,,,
player,201111060sdg,sdg,McMiRa01,rec,1,,,,,
player,201111060sdg,sdg,McMiRa01,rec_yds,3,,,,,
player,201111060sdg,sdg,McMiRa01,rec_td,0,,,,,
player,201111060sdg,sdg,McMiRa01,rec_long,3,,,,,
player,201111060sdg,sdg,McMiRa01,fumbles,0,,,,,
player,201111060sdg,sdg,McMiRa01,fumbles_lost,,,,,,
player,201111060sdg,gnb,PeprCh20,def_int,2,,,,,
player,201111060sdg,gnb,PeprCh20,def_int_yds,116,,,,,
player,201111060sdg,gnb,PeprCh20,def_int_td,1,,,,,
player,201111060sdg,gnb,PeprCh20,def_int_long,76,,,,,
player,201111060sdg,gnb,PeprCh20,pass_defended,2,,,,,
player,201111060sdg,gnb,PeprCh20,sacks,0.0,,,,,
player,201111060sdg,gnb,PeprCh20,tackles_combined,5,,,,,
player,201111060sdg,gnb,PeprCh20,tackles_solo,3,,,,,
player,201111060sdg,gnb,PeprCh20,tackles_assists,2,,,,,
player,201111060sdg,gnb,PeprCh20,tackles_loss,0,,,,,
player,201111060sdg,gnb,PeprCh20,qb_hits,0,,,,,
player,201111060sdg,gnb,PeprCh20,fumbles_rec,0,,,,,
player,201111060sdg,gnb,PeprCh20,fumbles_rec_yds,0,,,,,
player,201111060sdg,gnb,PeprCh20,fumbles_rec_td,0,,,,,
player,201111060sdg,gnb,PeprCh20,fumbles_forced,0,,,,,
player,201111060sdg,gnb,WillTr99,def_int,1,,,,,
player,201111060sdg,gnb,WillTr99,def_int_yds,43,,,,,
player,201111060sdg,gnb,WillTr99,def_int_td,1,,,,,
player,201111060sdg,gnb,WillTr99,def_int_long,43,,,,,
player,201111060sdg,gnb,WillTr99,pass_defended,2,,,,,
player,201111060sdg,gnb,WillTr99,sacks,0.0,,,,,
player,201111060sdg,gnb,WillTr99,tackles_combined,6,,,,,
player,201111060sdg,gnb,WillTr99,tackles_solo,5,,,,,
player,201111060sdg,gnb,WillTr99,tackles_assists,1,,,,,
player,201111060sdg,gnb,WillTr99,tackles_loss,0,,,,,
player,201111060sdg,gnb,WillTr99,qb_hits,0,,,,,
player,201111060sdg,gnb,WillTr99,fumbles_rec,0,,,,,
player,201111060sdg,gnb,WillTr99,fumbles_rec_yds,0,,,,,
player,201111060sdg,gnb,WillTr99,fumbles_rec_td,0,,,,,
player,201111060sdg,gnb,WillTr99,fumbles_forced,0,,,,,
player,201111060sdg,gnb,BishDe99,def_int,0,,,,,
player,201111060sdg,gnb,BishDe99,def_int_yds,0,,,,,
player,201111060sdg,gnb,BishDe99,def_int_td,0,,,,,
player,201111060sdg,gnb,BishDe99,def_int_long,0,,,,,
player,201111060sdg,gnb,BishDe99,pass_defended,0,,,,,
player,201111060sdg,gnb,BishDe99,sacks,1.0,,,,,
player,201111060sdg,gnb,BishDe99,tackles_combined,11,,,,,
player,201111060sdg,gnb,BishDe99,tackles_solo,8,,,,,
player,201111060sdg,gnb,BishDe99,tackles_assists,3,,,,,
player,201111060sdg,gnb,BishDe99,tackles_loss,1,,,,,
player,201111060sdg,gnb,BishDe99,qb_hits,1,,,,,
player,201111060sdg,gnb,BishDe99,fumbles_rec,0,,,,,
player,201111060sdg,gnb,BishDe99,fumbles_rec_yds,0,,,,,
player,201111060sdg,gnb,BishDe99,fumbles_rec_td,0,,,,,
player,201111060sdg,gnb,BishDe99,fumbles_forced,0,,,,,
player,201111060sdg,gnb,WaldEr99,def_int,0,,,,,
player,201111060sdg,gnb,WaldEr99,def_int_yds,0,,,,,
player,201111060sdg,gnb,WaldEr99,def_int_td,0,,,,,
player,201111060sdg,gnb,WaldEr99,def_int_long,0,,,,,
player,201111060sdg,gnb,WaldEr99,pass_defended,1,,,,,
player,201111060sdg,gnb,WaldEr99,sacks,1.0,,,,,
player,201111060sdg,gnb,WaldEr99,tackles_combined,3,,,,,
player,201111060sdg,gnb,WaldEr99,tackles_solo,3,,,,,
player,201111060sdg,gnb,WaldEr99,tackles_assists,0,,,,,
player,201111060sdg,gnb,WaldEr99,tackles_loss,2,,,,,
player,201111060sdg,gnb,WaldEr99,qb_hits,2,,,,,
player,201111060sdg,gnb,WaldEr99,fumbles_rec,0,,,,,
player,201111060sdg,gnb,WaldEr99,fumbles_rec_yds,0,,,,,
player,201111060sdg,gnb,WaldEr99,fumbles_rec_td,0,,,,,
player,201111060sdg,gnb,WaldEr99,fumbles_forced,0,,,,,
player,201111060sdg,gnb,HawkA.20,def_int,0,,,,,
player,201111060sdg,gnb,HawkA.20,def_int_yds,0,,,,,
player,201111060sdg,gnb,HawkA.20,def_int_td,0,,,,,
player,201111060sdg,gnb,HawkA.20,def_int_long,0,,,,,
player,201111060sdg,gnb,HawkA.20,pass_defended,0,,,,,
