game,2011,9,20111106,201111060sdg,gnb,"Green Bay Packers",45,sdg,"San Diego Chargers",38
player,201111060sdg,sdg,StucDa20,fumbles_rec_yds,0,,,,,
player,201111060sdg,sdg,StucDa20,fumbles_rec_td,0,,,,,
player,201111060sdg,sdg,StucDa20,fumbles_forced,0,,,,,
player,201111060sdg,sdg,CesaJa20,def_int,0,,,,,
player,201111060sdg,sdg,CesaJa20,def_int_yds,0,,,,,
player,201111060sdg,sdg,CesaJa20,def_int_td,0,,,,,
player,201111060sdg,sdg,CesaJa20,def_int_long,0,,,,,
player,201111060sdg,sdg,CesaJa20,pass_defended,0,,,,,
player,201111060sdg,sdg,CesaJa20,sacks,0.0,,,,,
player,201111060sdg,sdg,CesaJa20,tackles_combined,1,,,,,
player,201111060sdg,sdg,CesaJa20,tackles_solo,1,,,,,
player,201111060sdg,sdg,CesaJa20,tackles_assists,0,,,,,
player,201111060sdg,sdg,CesaJa20,tackles_loss,0,,,,,
player,201111060sdg,sdg,CesaJa20,qb_hits,0,,,,,
player,201111060sdg,sdg,CesaJa20,fumbles_rec,0,,,,,
player,201111060sdg,sdg,CesaJa20,fumbles_rec_yds,0,,,,,
player,201111060sdg,sdg,CesaJa20,fumbles_rec_td,0,,,,,
player,201111060sdg,sdg,CesaJa20,fumbles_forced,0,,,,,
player,201111060sdg,sdg,GoodRi00,def_int,0,,,,,
player,201111060sdg,sdg,GoodRi00,def_int_yds,0,,,,,
player,201111060sdg,sdg,GoodRi00,def_int_td,0,,,,,
player,201111060sdg,sdg,GoodRi00,def_int_long,0,,,,,
player,201111060sdg,sdg,GoodRi00,pass_defended,0,,,,,
player,201111060sdg,sdg,GoodRi00,sacks,0.0,,,,,
player,201111060sdg,sdg,GoodRi00,tackles_combined,1,,,,,
player,201111060sdg,sdg,GoodRi00,tackles_solo,1,,,,,
player,201111060sdg,sdg,GoodRi00,tackles_assists,0,,,,,
player,201111060sdg,sdg,GoodRi00,tackles_loss,0,,,,,
player,201111060sdg,sdg,GoodRi00,qb_hits,0,,,,,
player,201111060sdg,sdg,GoodRi00,fumbles_rec,0,,,,,
player,201111060sdg,sdg,GoodRi00,fumbles_rec_yds,0,,,,,
player,201111060sdg,sdg,GoodRi00,fumbles_rec_td,0,,,,,
player,201111060sdg,sdg,GoodRi00,fumbles_forced,0,,,,,
player,201111060sdg,sdg,HestJa00,def_int,0,,,,,
player,201111060sdg,sdg,HestJa00,def_int_yds,0,,,,,
player,201111060sdg,sdg,HestJa00,def_int_td,0,,,,,
player,201111060sdg,sdg,HestJa00,def_int_long,0,,,,,
player,201111060sdg,sdg,HestJa00,pass_defended,0,,,,,
player,201111060sdg,sdg,HestJa00,sacks,0.0,,,,,
player,201111060sdg,sdg,HestJa00,tackles_combined,1,,,,,
player,201111060sdg,sdg,HestJa00,tackles_solo,1,,,,,
player,201111060sdg,sdg,HestJa00,tackles_assists,0,,,,,
player,201111060sdg,sdg,HestJa00,tackles_loss,0,,,,,
player,201111060sdg,sdg,HestJa00,qb_hits,0,,,,,
player,201111060sdg,sdg,HestJa00,fumbles_rec,0,,,,,
player,201111060sdg,sdg,HestJa00,fumbles_rec_yds,0,,,,,
player,201111060sdg,sdg,HestJa00,fumbles_rec_td,0,,,,,
player,201111060sdg,sdg,HestJa00,fumbles_forced,0,,,,,
player,201111060sdg,sdg,LiugCo00,def_int,0,,,,,
player,201111060sdg,sdg,LiugCo00,def_int_yds,0,,,,,
player,201111060sdg,sdg,LiugCo00,def_int_td,0,,,,,
player,201111060sdg,sdg,LiugCo00,def_int_long,0,,,,,
player,201111060sdg,sdg,LiugCo00,pass_defended,0,,,,,
player,201111060sdg,sdg,LiugCo00,sacks,0.0,,,,,
player,201111060sdg,sdg,LiugCo00,tackles_combined,1,,,,,
player,201111060sdg,sdg,LiugCo00,tackles_solo,1,,,,,
player,201111060sdg,sdg,LiugCo00,tackles_assists,0,,,,,
player,201111060sdg,sdg,LiugCo00,tackles_loss,0,,,,,
player,201111060sdg,sdg,LiugCo00,qb_hits,0,,,,,
player,201111060sdg,sdg,LiugCo00,fumbles_rec,0,,,,,
player,201111060sdg,sdg,LiugCo00,fumbles_rec_yds,0,,,,,
player,201111060sdg,sdg,LiugCo00,fumbles_rec_td,0,,,,,
player,201111060sdg,sdg,LiugCo00,fumbles_forced,0,,,,,
player,201111060sdg,sdg,OlivPa20,def_int,0,,,,,
player,201111060sdg,sdg,OlivPa20,def_int_yds,0,,,,,
player,201111060sdg,sdg,OlivPa20,def_int_td,0,,,,,
player,201111060sdg,sdg,OlivPa20,def_int_long,0,,,,,
player,201111060sdg,sdg,OlivPa20,pass_defended,0,,,,,
player,201111060sdg,sdg,OlivPa20,sacks,0.0,,,,,
player,201111060sdg,sdg,OlivPa20,tackles_combined,1,,,,,
player,201111060sdg,sdg,OlivPa20,tackles_solo,1,,,,,
player,201111060sdg,sdg,OlivPa20,tackles_assists,0,,,,,
player,201111060sdg,sdg,OlivPa20,tackles_loss,0,,,,,
player,201111060sdg,sdg,OlivPa20,qb_hits,0,,,,,
player,201111060sdg,sdg,OlivPa20,fumbles_rec,0,,,,,
player,201111060sdg,sdg,OlivPa20,fumbles_rec_yds,0,,,,,
player,201111060sdg,sdg,OlivPa20,fumbles_rec_td,0,,,,,
player,201111060sdg,sdg,OlivPa20,fumbles_forced,0,,,,,
player,201111060sdg,gnb,CobbRa00,kick_ret,5,,,,,
player,201111060sdg,gnb,CobbRa00,kick_ret_yds,128,,,,,
player,201111060sdg,gnb,CobbRa00,kick_ret_yds_per_ret,25.6,,,,,
player,201111060sdg,gnb,CobbRa00,kick_ret_td,0,,,,,
player,201111060sdg,gnb,CobbRa00,kick_ret_long,30,,,,,
player,201111060sdg,gnb,CobbRa00,punt_ret,1,,,,,
player,201111060sdg,gnb,CobbRa00,punt_ret_yds,11,,,,,
player,201111060sdg,gnb,CobbRa00,punt_ret_yds_per_ret,11.0,,,,,
player,201111060sdg,gnb,CobbRa00,punt_ret_td,0,,,,,
player,201111060sdg,gnb,CobbRa00,punt_ret_long,11,,,,,
player,201111060sdg,gnb,WoodCh00,kick_ret,1,,,,,
player,201111060sdg,gnb,WoodCh00,kick_ret_yds,9,,,,,
player,201111060sdg,gnb,WoodCh00,kick_ret_yds_per_ret,9.0,,,,,
player,201111060sdg,gnb,WoodCh00,kick_ret_td,0,,,,,
player,201111060sdg,gnb,WoodCh00,kick_ret_long,9,,,,,
player,201111060sdg,gnb,WoodCh00,punt_ret,0,,,,,
player,201111060sdg,gnb,WoodCh00,punt_ret_yds,0,,,,,
player,201111060sdg,gnb,WoodCh00,punt_ret_yds_per_ret,,,,,,
player,201111060sdg,gnb,WoodCh00,punt_ret_td,0,,,,,
player,201111060sdg,gnb,WoodCh00,punt_ret_long,0,,,,,
player,201111060sdg,sdg,CrayPa00,kick_ret,0,,,,,
player,201111060sdg,sdg,CrayPa00,kick_ret_yds,0,,,,,
player,201111060sdg,sdg,CrayPa00,kick_ret_yds_per_ret,,,,,,
player,201111060sdg,sdg,CrayPa00,kick_ret_td,0,,,,,
player,201111060sdg,sdg,CrayPa00,kick_ret_long,0,,,,,
player,201111060sdg,sdg,CrayPa00,punt_ret,2,,,,,
player,201111060sdg,sdg,CrayPa00,punt_ret_yds,23,,,,,
player,201111060sdg,sdg,CrayPa00,punt_ret_yds_per_ret,11.5,,,,,
player,201111060sdg,sdg,CrayPa00,punt_ret_td,0,,,,,
player,201111060sdg,sdg,CrayPa00,punt_ret_long,14,,,,,
player,201111060sdg,sdg,GoodRi00,kick_ret,3,,,,,
player,201111060sdg,sdg,GoodRi00,kick_ret_yds,89,,,,,
player,201111060sdg,sdg,GoodRi00,kick_ret_yds_per_ret,29.7,,,,,
player,201111060sdg,sdg,GoodRi00,kick_ret_td,0,,,,,
player,201111060sdg,sdg,GoodRi00,kick_ret_long,42,,,,,
player,201111060sdg,sdg,GoodRi00,punt_ret,0,,,,,
player,201111060sdg,sdg,GoodRi00,punt_ret_yds,0,,,,,
player,201111060sdg,sdg,GoodRi00,punt_ret_yds_per_ret,,,,,,
player,201111060sdg,sdg,GoodRi00,punt_ret_td,0,,,,,
player,201111060sdg,sdg,GoodRi00,punt_ret_long,0,,,,,
player,201111060sdg,gnb,CrosMa20,xpm,6,,,,,
player,201111060sdg,gnb,CrosMa20,xpa,6,,,,,
player,201111060sdg,gnb,CrosMa20,fgm,1,,,,,
player,201111060sdg,gnb,CrosMa20,fga,1,,,,,
player,201111060sdg,gnb,CrosMa20,punt,0,,,,,
player,201111060sdg,gnb,CrosMa20,punt_yds,0,,,,,
player,201111060sdg,gnb,CrosMa20,punt_yds_per_punt,,,,,,
player,201111060sdg,gnb,CrosMa20,punt_long,0,,,,,
player,201111060sdg,gnb,MastTi99,xpm,,,,,,
player,201111060sdg,gnb,MastTi99,xpa,,,,,,
player,201111060sdg,gnb,MastTi99,fgm,,,,,,
player,201111060sdg,gnb,MastTi99,fga,,,,,,
player,201111060sdg,gnb,MastTi99,punt,2,,,,,
player,201111060sdg,gnb,MastTi99,punt_yds,108,,,,,
player,201111060sdg,gnb,MastTi99,punt_yds_per_punt,54.0,,,,,
player,201111060sdg,gnb,MastTi99,punt_long,55,,,,,
player,201111060sdg,sdg,novaknic01,xpm,5,,,,,
player,201111060sdg,sdg,novaknic01,xpa,5,,,,,
player,201111060sdg,sdg,novaknic01,fgm,1,,,,,
player,201111060sdg,sdg,novaknic01,fga,1,,,,,
player,201111060sdg,sdg,novaknic01,punt,0,,,,,
player,201111060sdg,sdg,novaknic01,punt_yds,0,,,,,
player,201111060sdg,sdg,novaknic01,punt_yds_per_punt,,,,,,
player,201111060sdg,sdg,novaknic01,punt_long,0,,,,,
player,201111060sdg,sdg,ScifMi20,xpm,,,,,,
player,201111060sdg,sdg,ScifMi20,xpa,,,,,,
player,201111060sdg,sdg,ScifMi20,fgm,,,,,,
player,201111060sdg,sdg,ScifMi20,fga,,,,,,
player,201111060sdg,sdg,ScifMi20,punt,2,,,,,
player,201111060sdg,sdg,ScifMi20,punt_yds,98,,,,,
player,201111060sdg,sdg,ScifMi20,punt_yds_per_punt,49.0,,,,,
player,201111060sdg,sdg,ScifMi20,punt_long,60,,,,,
