game,2011,5,20111009,201110090pit,oti,"Tennessee Titans",17,pit,"Pittsburgh Steelers",38
player,201110090pit,pit,TimmLa99,tackles_assists,2,,,,,
player,201110090pit,pit,TimmLa99,tackles_loss,1,,,,,
player,201110090pit,pit,TimmLa99,qb_hits,1,,,,,
player,201110090pit,pit,TimmLa99,fumbles_rec,0,,,,,
player,201110090pit,pit,TimmLa99,fumbles_rec_yds,0,,,,,
player,201110090pit,pit,TimmLa99,fumbles_rec_td,0,,,,,
player,201110090pit,pit,TimmLa99,fumbles_forced,0,,,,,
player,201110090pit,pit,KeisBr20,def_int,0,,,,,
player,201110090pit,pit,KeisBr20,def_int_yds,0,,,,,
player,201110090pit,pit,KeisBr20,def_int_td,0,,,,,
player,201110090pit,pit,KeisBr20,def_int_long,0,,,,,
player,201110090pit,pit,KeisBr20,pass_defended,0,,,,,
player,201110090pit,pit,KeisBr20,sacks,0.0,,,,,
player,201110090pit,pit,KeisBr20,tackles_combined,4,,,,,
player,201110090pit,pit,KeisBr20,tackles_solo,2,,,,,
player,201110090pit,pit,KeisBr20,tackles_assists,2,,,,,
player,201110090pit,pit,KeisBr20,tackles_loss,0,,,,,
player,201110090pit,pit,KeisBr20,qb_hits,0,,,,,
player,201110090pit,pit,KeisBr20,fumbles_rec,0,,,,,
player,201110090pit,pit,KeisBr20,fumbles_rec_yds,0,,,,,
player,201110090pit,pit,KeisBr20,fumbles_rec_td,0,,,,,
player,201110090pit,pit,KeisBr20,fumbles_forced,0,,,,,
player,201110090pit,pit,MundRy00,def_int,0,,,,,
player,201110090pit,pit,MundRy00,def_int_yds,0,,,,,
player,201110090pit,pit,MundRy00,def_int_td,0,,,,,
player,201110090pit,pit,MundRy00,def_int_long,0,,,,,
player,201110090pit,pit,MundRy00,pass_defended,0,,,,,
player,201110090pit,pit,MundRy00,sacks,0.0,,,,,
player,201110090pit,pit,MundRy00,tackles_combined,4,,,,,
player,201110090pit,pit,MundRy00,tackles_solo,2,,,,,
player,201110090pit,pit,MundRy00,tackles_assists,2,,,,,
player,201110090pit,pit,MundRy00,tackles_loss,0,,,,,
player,201110090pit,pit,MundRy00,qb_hits,0,,,,,
player,201110090pit,pit,MundRy00,fumbles_rec,0,,,,,
player,201110090pit,pit,MundRy00,fumbles_rec_yds,0,,,,,
player,201110090pit,pit,MundRy00,fumbles_rec_td,0,,,,,
player,201110090pit,pit,MundRy00,fumbles_forced,0,,,,,
player,201110090pit,pit,TaylIk20,def_int,0,,,,,
player,201110090pit,pit,TaylIk20,def_int_yds,0,,,,,
player,201110090pit,pit,TaylIk20,def_int_td,0,,,,,
player,201110090pit,pit,TaylIk20,def_int_long,0,,,,,
player,201110090pit,pit,TaylIk20,pass_defended,0,,,,,
player,201110090pit,pit,TaylIk20,sacks,0.0,,,,,
player,201110090pit,pit,TaylIk20,tackles_combined,4,,,,,
player,201110090pit,pit,TaylIk20,tackles_solo,2,,,,,
player,201110090pit,pit,TaylIk20,tackles_assists,2,,,,,
player,201110090pit,pit,TaylIk20,tackles_loss,0,,,,,
player,201110090pit,pit,TaylIk20,qb_hits,0,,,,,
player,201110090pit,pit,TaylIk20,fumbles_rec,0,,,,,
player,201110090pit,pit,TaylIk20,fumbles_rec_yds,0,,,,,
player,201110090pit,pit,TaylIk20,fumbles_rec_td,0,,,,,
player,201110090pit,pit,TaylIk20,fumbles_forced,0,,,,,
player,201110090pit,pit,DwyeJo00,def_int,0,,,,,
player,201110090pit,pit,DwyeJo00,def_int_yds,0,,,,,
player,201110090pit,pit,DwyeJo00,def_int_td,0,,,,,
player,201110090pit,pit,DwyeJo00,def_int_long,0,,,,,
player,201110090pit,pit,DwyeJo00,pass_defended,0,,,,,
player,201110090pit,pit,DwyeJo00,sacks,0.0,,,,,
player,201110090pit,pit,DwyeJo00,tackles_combined,2,,,,,
player,201110090pit,pit,DwyeJo00,tackles_solo,1,,,,,
player,201110090pit,pit,DwyeJo00,tackles_assists,1,,,,,
player,201110090pit,pit,DwyeJo00,tackles_loss,0,,,,,
player,201110090pit,pit,DwyeJo00,qb_hits,0,,,,,
player,201110090pit,pit,DwyeJo00,fumbles_rec,0,,,,,
player,201110090pit,pit,DwyeJo00,fumbles_rec_yds,0,,,,,
player,201110090pit,pit,DwyeJo00,fumbles_rec_td,0,,,,,
player,201110090pit,pit,DwyeJo00,fumbles_forced,0,,,,,
player,201110090pit,pit,HokeCh20,def_int,0,,,,,
player,201110090pit,pit,HokeCh20,def_int_yds,0,,,,,
player,201110090pit,pit,HokeCh20,def_int_td,0,,,,,
player,201110090pit,pit,HokeCh20,def_int_long,0,,,,,
player,201110090pit,pit,HokeCh20,pass_defended,0,,,,,
player,201110090pit,pit,HokeCh20,sacks,0.0,,,,,
player,201110090pit,pit,HokeCh20,tackles_combined,2,,,,,
player,201110090pit,pit,HokeCh20,tackles_solo,2,,,,,
player,201110090pit,pit,HokeCh20,tackles_assists,0,,,,,
player,201110090pit,pit,HokeCh20,tackles_loss,2,,,,,
player,201110090pit,pit,HokeCh20,qb_hits,1,,,,,
player,201110090pit,pit,HokeCh20,fumbles_rec,0,,,,,
player,201110090pit,pit,HokeCh20,fumbles_rec_yds,0,,,,,
player,201110090pit,pit,HokeCh20,fumbles_rec_td,0,,,,,
player,201110090pit,pit,HokeCh20,fumbles_forced,0,,,,,
player,201110090pit,pit,LewiKe96,def_int,0,,,,,
player,201110090pit,pit,LewiKe96,def_int_yds,0,,,,,
player,201110090pit,pit,LewiKe96,def_int_td,0,,,,,
player,201110090pit,pit,LewiKe96,def_int_long,0,,,,,
player,201110090pit,pit,LewiKe96,pass_defended,1,,,,,
player,201110090pit,pit,LewiKe96,sacks,0.0,,,,,
player,201110090pit,pit,LewiKe96,tackles_combined,2,,,,,
player,201110090pit,pit,LewiKe96,tackles_solo,2,,,,,
player,201110090pit,pit,LewiKe96,tackles_assists,0,,,,,
player,201110090pit,pit,LewiKe96,tackles_loss,0,,,,,
player,201110090pit,pit,LewiKe96,qb_hits,0,,,,,
player,201110090pit,pit,LewiKe96,fumbles_rec,0,,,,,
player,201110090pit,pit,LewiKe96,fumbles_rec_yds,0,,,,,
player,201110090pit,pit,LewiKe96,fumbles_rec_td,0,,,,,
player,201110090pit,pit,LewiKe96,fumbles_forced,0,,,,,
player,201110090pit,pit,SylvSt99,def_int,0,,,,,
player,201110090pit,pit,SylvSt99,def_int_yds,0,,,,,
player,201110090pit,pit,SylvSt99,def_int_td,0,,,,,
player,201110090pit,pit,SylvSt99,def_int_long,0,,,,,
player,201110090pit,pit,SylvSt99,pass_defended,0,,,,,
player,201110090pit,pit,SylvSt99,sacks,0.0,,,,,
player,201110090pit,pit,SylvSt99,tackles_combined,2,,,,,
player,201110090pit,pit,SylvSt99,tackles_solo,0,,,,,
player,201110090pit,pit,SylvSt99,tackles_assists,2,,,,,
player,201110090pit,pit,SylvSt99,tackles_loss,0,,,,,
player,201110090pit,pit,SylvSt99,qb_hits,0,,,,,
player,201110090pit,pit,SylvSt99,fumbles_rec,0,,,,,
player,201110090pit,pit,SylvSt99,fumbles_rec_yds,0,,,,,
player,201110090pit,pit,SylvSt99,fumbles_rec_td,0,,,,,
player,201110090pit,pit,SylvSt99,fumbles_forced,0,,,,,
player,201110090pit,pit,FootLa20,def_int,0,,,,,
player,201110090pit,pit,FootLa20,def_int_yds,0,,,,,
player,201110090pit,pit,FootLa20,def_int_td,0,,,,,
player,201110090pit,pit,FootLa20,def_int_long,0,,,,,
player,201110090pit,pit,FootLa20,pass_defended,0,,,,,
player,201110090pit,pit,FootLa20,sacks,0.0,,,,,
player,201110090pit,pit,FootLa20,tackles_combined,1,,,,,
player,201110090pit,pit,FootLa20,tackles_solo,0,,,,,
player,201110090pit,pit,FootLa20,tackles_assists,1,,,,,
player,201110090pit,pit,FootLa20,tackles_loss,0,,,,,
player,201110090pit,pit,FootLa20,qb_hits,1,,,,,
player,201110090pit,pit,FootLa20,fumbles_rec,0,,,,,
player,201110090pit,pit,FootLa20,fumbles_rec_yds,0,,,,,
player,201110090pit,pit,FootLa20,fumbles_rec_td,0,,,,,
player,201110090pit,pit,FootLa20,fumbles_forced,0,,,,,
player,201110090pit,pit,McFaBr20,def_int,0,,,,,
player,201110090pit,pit,McFaBr20,def_int_yds,0,,,,,
player,201110090pit,pit,McFaBr20,def_int_td,0,,,,,
player,201110090pit,pit,McFaBr20,def_int_long,0,,,,,
player,201110090pit,pit,McFaBr20,pass_defended,0,,,,,
player,201110090pit,pit,McFaBr20,sacks,0.0,,,,,
player,201110090pit,pit,McFaBr20,tackles_combined,1,,,,,
player,201110090pit,pit,McFaBr20,tackles_solo,0,,,,,
player,201110090pit,pit,McFaBr20,tackles_assists,1,,,,,
player,201110090pit,pit,McFaBr20,tackles_loss,0,,,,,
player,201110090pit,pit,McFaBr20,qb_hits,0,,,,,
player,201110090pit,pit,McFaBr20,fumbles_rec,0,,,,,
player,201110090pit,pit,McFaBr20,fumbles_rec_yds,0,,,,,
player,201110090pit,pit,McFaBr20,fumbles_rec_td,0,,,,,
player,201110090pit,pit,McFaBr20,fumbles_forced,0,,,,,
player,201110090pit,pit,suishsha01,def_int,0,,,,,
player,201110090pit,pit,suishsha01,def_int_yds,0,,,,,
player,201110090pit,pit,suishsha01,def_int_td,0,,,,,
player,201110090pit,pit,suishsha01,def_int_long,0,,,,,
player,201110090pit,pit,suishsha01,pass_defended,0,,,,,
player,201110090pit,pit,suishsha01,sacks,0.0,,,,,
player,201110090pit,pit,suishsha01,tackles_combined,1,,,,,
player,201110090pit,pit,suishsha01,tackles_solo,0,,,,,
player,201110090pit,pit,suishsha01,tackles_assists,1,,,,,
player,201110090pit,pit,suishsha01,tackles_loss,0,,,,,
player,201110090pit,pit,suishsha01,qb_hits,0,,,,,
player,201110090pit,pit,suishsha01,fumbles_rec,0,,,,,
player,201110090pit,pit,suishsha01,fumbles_rec_yds,0,,,,,
player,201110090pit,pit,suishsha01,fumbles_rec_td,0,,,,,
player,201110090pit,pit,suishsha01,fumbles_forced,0,,,,,
player,201110090pit,pit,WarrGr20,def_int,0,,,,,
player,201110090pit,pit,WarrGr20,def_int_yds,0,,,,,
player,201110090pit,pit,WarrGr20,def_int_td,0,,,,,
player,201110090pit,pit,WarrGr20,def_int_long,0,,,,,
player,201110090pit,pit,WarrGr20,pass_defended,0,,,,,
player,201110090pit,pit,WarrGr20,sacks,0.0,,,,,
player,201110090pit,pit,WarrGr20,tackles_combined,1,,,,,
player,201110090pit,pit,WarrGr20,tackles_solo,0,,,,,
player,201110090pit,pit,WarrGr20,tackles_assists,1,,,,,
player,201110090pit,pit,WarrGr20,tackles_loss,0,,,,,
player,201110090pit,pit,WarrGr20,qb_hits,0,,,,,
player,201110090pit,pit,WarrGr20,fumbles_rec,0,,,,,
player,201110090pit,pit,WarrGr20,fumbles_rec_yds,0,,,,,
player,201110090pit,pit,WarrGr20,fumbles_rec_td,0,,,,,
player,201110090pit,pit,WarrGr20,fumbles_forced,0,,,,,
player,201110090pit,pit,CartCh00,def_int,,,,,,
player,201110090pit,pit,CartCh00,def_int_yds,,,,,,
player,201110090pit,pit,CartCh00,def_int_td,,,,,,
player,201110090pit,pit,CartCh00,def_int_long,,,,,,
player,201110090pit,pit,CartCh00,pass_defended,,,,,,
player,201110090pit,pit,CartCh00,sacks,0.0,,,,,
player,201110090pit,pit,CartCh00,tackles_combined,,,,,,
player,201110090pit,pit,CartCh00,tackles_solo,,,,,,
player,201110090pit,pit,CartCh00,tackles_assists,,,,,,
player,201110090pit,pit,CartCh00,tackles_loss,2,,,,,
player,201110090pit,pit,CartCh00,qb_hits,1,,,,,
player,201110090pit,pit,CartCh00,fumbles_rec,,,,,,
player,201110090pit,pit,CartCh00,fumbles_rec_yds,,,,,,
player,201110090pit,pit,CartCh00,fumbles_rec_td,,,,,,
player,201110090pit,pit,CartCh00,fumbles_forced,,,,,,
player,201110090pit,oti,MariMa00,kick_ret,3,,,,,
player,201110090pit,oti,MariMa00,kick_ret_yds,93,,,,,
player,201110090pit,oti,MariMa00,kick_ret_yds_per_ret,31.0,,,,,
player,201110090pit,oti,MariMa00,kick_ret_td,0,,,,,
player,201110090pit,oti,MariMa00,kick_ret_long,42,,,,,
player,201110090pit,oti,MariMa00,punt_ret,1,,,,,
player,201110090pit,oti,MariMa00,punt_ret_yds,10,,,,,
player,201110090pit,oti,MariMa00,punt_ret_yds_per_ret,10.0,,,,,
player,201110090pit,oti,MariMa00,punt_ret_td,0,,,,,
player,201110090pit,oti,MariMa00,punt_ret_long,10,,,,,
player,201110090pit,pit,BrowAn04,kick_ret,2,,,,,
player,201110090pit,pit,BrowAn04,kick_ret_yds,83,,,,,
player,201110090pit,pit,BrowAn04,kick_ret_yds_per_ret,41.5,,,,,
player,201110090pit,pit,BrowAn04,kick_ret_td,0,,,,,
player,201110090pit,pit,BrowAn04,kick_ret_long,52,,,,,
player,201110090pit,pit,BrowAn04,punt_ret,0,,,,,
player,201110090pit,pit,BrowAn04,punt_ret_yds,0,,,,,
player,201110090pit,pit,BrowAn04,punt_ret_yds_per_ret,,,,,,
player,201110090pit,pit,BrowAn04,punt_ret_td,0,,,,,
player,201110090pit,pit,BrowAn04,punt_ret_long,0,,,,,
player,201110090pit,oti,bironrob01,xpm,2,,,,,
player,201110090pit,oti,bironrob01,xpa,2,,,,,
player,201110090pit,oti,bironrob01,fgm,1,,,,,
player,201110090pit,oti,bironrob01,fga,1,,,,,
player,201110090pit,oti,bironrob01,punt,0,,,,,
player,201110090pit,oti,bironrob01,punt_yds,0,,,,,
player,201110090pit,oti,bironrob01,punt_yds_per_punt,,,,,,
player,201110090pit,oti,bironrob01,punt_long,0,,,,,
player,201110090pit,oti,KernBr20,xpm,,,,,,
player,201110090pit,oti,KernBr20,xpa,,,,,,
player,201110090pit,oti,KernBr20,fgm,,,,,,
player,201110090pit,oti,KernBr20,fga,,,,,,
player,201110090pit,oti,KernBr20,punt,4,,,,,
player,201110090pit,oti,KernBr20,punt_yds,169,,,,,
player,201110090pit,oti,KernBr20,punt_yds_per_punt,42.3,,,,,
player,201110090pit,oti,KernBr20,punt_long,44,,,,,
player,201110090pit,pit,suishsha01,xpm,5,,,,,
player,201110090pit,pit,suishsha01,xpa,5,,,,,
player,201110090pit,pit,suishsha01,fgm,1,,,,,
player,201110090pit,pit,suishsha01,fga,1,,,,,
player,201110090pit,pit,suishsha01,punt,0,,,,,
player,201110090pit,pit,suishsha01,punt_yds,0,,,,,
player,201110090pit,pit,suishsha01,punt_yds_per_punt,,,,,,
player,201110090pit,pit,suishsha01,punt_long,0,,,,,
player,201110090pit,pit,SepuDa20,xpm,,,,,,
player,201110090pit,pit,SepuDa20,xpa,,,,,,
player,201110090pit,pit,SepuDa20,fgm,,,,,,
player,201110090pit,pit,SepuDa20,fga,,,,,,
player,201110090pit,pit,SepuDa20,punt,1,,,,,
player,201110090pit,pit,SepuDa20,punt_yds,48,,,,,
player,201110090pit,pit,SepuDa20,punt_yds_per_punt,48.0,,,,,
player,201110090pit,pit,SepuDa20,punt_long,48,,,,,
