game,2011,12,20111127,201111270cin,cle,"Cleveland Browns",20,cin,"Cincinnati Bengals",23
player,201111270cin,cle,AdamMi21,def_int,0,,,,,
player,201111270cin,cle,AdamMi21,def_int_yds,0,,,,,
player,201111270cin,cle,AdamMi21,def_int_td,0,,,,,
player,201111270cin,cle,AdamMi21,def_int_long,0,,,,,
player,201111270cin,cle,AdamMi21,pass_defended,0,,,,,
player,201111270cin,cle,AdamMi21,sacks,0.0,,,,,
player,201111270cin,cle,AdamMi21,tackles_combined,6,,,,,
player,201111270cin,cle,AdamMi21,tackles_solo,2,,,,,
player,201111270cin,cle,AdamMi21,tackles_assists,4,,,,,
player,201111270cin,cle,AdamMi21,tackles_loss,0,,,,,
player,201111270cin,cle,AdamMi21,qb_hits,0,,,,,
player,201111270cin,cle,AdamMi21,fumbles_rec,0,,,,,
player,201111270cin,cle,AdamMi21,fumbles_rec_yds,0,,,,,
player,201111270cin,cle,AdamMi21,fumbles_rec_td,0,,,,,
player,201111270cin,cle,AdamMi21,fumbles_forced,0,,,,,
player,201111270cin,cle,RubiAh99,def_int,0,,,,,
player,201111270cin,cle,RubiAh99,def_int_yds,0,,,,,
player,201111270cin,cle,RubiAh99,def_int_td,0,,,,,
player,201111270cin,cle,RubiAh99,def_int_long,0,,,,,
player,201111270cin,cle,RubiAh99,pass_defended,0,,,,,
player,201111270cin,cle,RubiAh99,sacks,0.0,,,,,
player,201111270cin,cle,RubiAh99,tackles_combined,6,,,,,
player,201111270cin,cle,RubiAh99,tackles_solo,4,,,,,
player,201111270cin,cle,RubiAh99,tackles_assists,2,,,,,
player,201111270cin,cle,RubiAh99,tackles_loss,0,,,,,
player,201111270cin,cle,RubiAh99,qb_hits,2,,,,,
player,201111270cin,cle,RubiAh99,fumbles_rec,0,,,,,
