game,2011,9,20111106,201111060htx,cle,"Cleveland Browns",12,htx,"Houston Texans",30
player,201111060htx,cle,LittGr00,rush_att,0,,,,,
player,201111060htx,cle,LittGr00,rush_yds,0,,,,,
player,201111060htx,cle,LittGr00,rush_td,0,,,,,
player,201111060htx,cle,LittGr00,rush_long,0,,,,,
player,201111060htx,cle,LittGr00,targets,9,,,,,
player,201111060htx,cle,LittGr00,rec,2,,,,,
player,201111060htx,cle,LittGr00,rec_yds,33,,,,,
player,201111060htx,cle,LittGr00,rec_td,0,,,,,
player,201111060htx,cle,LittGr00,rec_long,24,,,,,
player,201111060htx,cle,LittGr00,fumbles,0,,,,,
player,201111060htx,cle,LittGr00,fumbles_lost,,,,,,
player,201111060htx,cle,WatsBe00,pass_cmp,0,,,,,
player,201111060htx,cle,WatsBe00,pass_att,0,,,,,
player,201111060htx,cle,WatsBe00,pass_yds,0,,,,,
player,201111060htx,cle,WatsBe00,pass_td,0,,,,,
player,201111060htx,cle,WatsBe00,pass_int,0,,,,,
player,201111060htx,cle,WatsBe00,pass_sacked,0,,,,,
player,201111060htx,cle,WatsBe00,pass_sacked_yds,0,,,,,
player,201111060htx,cle,WatsBe00,pass_long,0,,,,,
player,201111060htx,cle,WatsBe00,pass_rating,,,,,,
player,201111060htx,cle,WatsBe00,rush_att,0,,,,,
player,201111060htx,cle,WatsBe00,rush_yds,0,,,,,
player,201111060htx,cle,WatsBe00,rush_td,0,,,,,
player,201111060htx,cle,WatsBe00,rush_long,0,,,,,
player,201111060htx,cle,WatsBe00,targets,2,,,,,
player,201111060htx,cle,WatsBe00,rec,2,,,,,
player,201111060htx,cle,WatsBe00,rec_yds,26,,,,,
player,201111060htx,cle,WatsBe00,rec_td,0,,,,,
player,201111060htx,cle,WatsBe00,rec_long,13,,,,,
player,201111060htx,cle,WatsBe00,fumbles,0,,,,,
player,201111060htx,cle,WatsBe00,fumbles_lost,,,,,,
player,201111060htx,cle,MoorEv00,pass_cmp,0,,,,,
player,201111060htx,cle,MoorEv00,pass_att,0,,,,,
player,201111060htx,cle,MoorEv00,pass_yds,0,,,,,
player,201111060htx,cle,MoorEv00,pass_td,0,,,,,
player,201111060htx,cle,MoorEv00,pass_int,0,,,,,
player,201111060htx,cle,MoorEv00,pass_sacked,0,,,,,
player,201111060htx,cle,MoorEv00,pass_sacked_yds,0,,,,,
player,201111060htx,cle,MoorEv00,pass_long,0,,,,,
player,201111060htx,cle,MoorEv00,pass_rating,,,,,,
player,201111060htx,cle,MoorEv00,rush_att,0,,,,,
player,201111060htx,cle,MoorEv00,rush_yds,0,,,,,
player,201111060htx,cle,MoorEv00,rush_td,0,,,,,
player,201111060htx,cle,MoorEv00,rush_long,0,,,,,
player,201111060htx,cle,MoorEv00,targets,2,,,,,
player,201111060htx,cle,MoorEv00,rec,2,,,,,
player,201111060htx,cle,MoorEv00,rec_yds,11,,,,,
player,201111060htx,cle,MoorEv00,rec_td,0,,,,,
player,201111060htx,cle,MoorEv00,rec_long,6,,,,,
player,201111060htx,cle,MoorEv00,fumbles,0,,,,,
player,201111060htx,cle,MoorEv00,fumbles_lost,,,,,,
player,201111060htx,cle,CameJo00,pass_cmp,0,,,,,
player,201111060htx,cle,CameJo00,pass_att,0,,,,,
player,201111060htx,cle,CameJo00,pass_yds,0,,,,,
player,201111060htx,cle,CameJo00,pass_td,0,,,,,
player,201111060htx,cle,CameJo00,pass_int,0,,,,,
player,201111060htx,cle,CameJo00,pass_sacked,0,,,,,
player,201111060htx,cle,CameJo00,pass_sacked_yds,0,,,,,
player,201111060htx,cle,CameJo00,pass_long,0,,,,,
player,201111060htx,cle,CameJo00,pass_rating,,,,,,
player,201111060htx,cle,CameJo00,rush_att,0,,,,,
player,201111060htx,cle,CameJo00,rush_yds,0,,,,,
player,201111060htx,cle,CameJo00,rush_td,0,,,,,
player,201111060htx,cle,CameJo00,rush_long,0,,,,,
player,201111060htx,cle,CameJo00,targets,1,,,,,
player,201111060htx,cle,CameJo00,rec,1,,,,,
player,201111060htx,cle,CameJo00,rec_yds,7,,,,,
player,201111060htx,cle,CameJo00,rec_td,0,,,,,
player,201111060htx,cle,CameJo00,rec_long,7,,,,,
player,201111060htx,cle,CameJo00,fumbles,0,,,,,
player,201111060htx,cle,CameJo00,fumbles_lost,,,,,,
player,201111060htx,cle,NorwJo00,pass_cmp,0,,,,,
player,201111060htx,cle,NorwJo00,pass_att,0,,,,,
player,201111060htx,cle,NorwJo00,pass_yds,0,,,,,
player,201111060htx,cle,NorwJo00,pass_td,0,,,,,
player,201111060htx,cle,NorwJo00,pass_int,0,,,,,
player,201111060htx,cle,NorwJo00,pass_sacked,0,,,,,
player,201111060htx,cle,NorwJo00,pass_sacked_yds,0,,,,,
player,201111060htx,cle,NorwJo00,pass_long,0,,,,,
player,201111060htx,cle,NorwJo00,pass_rating,,,,,,
player,201111060htx,cle,NorwJo00,rush_att,0,,,,,
player,201111060htx,cle,NorwJo00,rush_yds,0,,,,,
player,201111060htx,cle,NorwJo00,rush_td,0,,,,,
player,201111060htx,cle,NorwJo00,rush_long,0,,,,,
player,201111060htx,cle,NorwJo00,targets,1,,,,,
player,201111060htx,cle,NorwJo00,rec,1,,,,,
player,201111060htx,cle,NorwJo00,rec_yds,6,,,,,
player,201111060htx,cle,NorwJo00,rec_td,0,,,,,
player,201111060htx,cle,NorwJo00,rec_long,6,,,,,
player,201111060htx,cle,NorwJo00,fumbles,0,,,,,
player,201111060htx,cle,NorwJo00,fumbles_lost,,,,,,
player,201111060htx,cle,MassMo00,pass_cmp,0,,,,,
player,201111060htx,cle,MassMo00,pass_att,0,,,,,
player,201111060htx,cle,MassMo00,pass_yds,0,,,,,
player,201111060htx,cle,MassMo00,pass_td,0,,,,,
player,201111060htx,cle,MassMo00,pass_int,0,,,,,
player,201111060htx,cle,MassMo00,pass_sacked,0,,,,,
player,201111060htx,cle,MassMo00,pass_sacked_yds,0,,,,,
player,201111060htx,cle,MassMo00,pass_long,0,,,,,
player,201111060htx,cle,MassMo00,pass_rating,,,,,,
player,201111060htx,cle,MassMo00,rush_att,0,,,,,
player,201111060htx,cle,MassMo00,rush_yds,0,,,,,
player,201111060htx,cle,MassMo00,rush_td,0,,,,,
player,201111060htx,cle,MassMo00,rush_long,0,,,,,
player,201111060htx,cle,MassMo00,targets,1,,,,,
player,201111060htx,cle,MassMo00,rec,0,,,,,
player,201111060htx,cle,MassMo00,rec_yds,0,,,,,
player,201111060htx,cle,MassMo00,rec_td,0,,,,,
player,201111060htx,cle,MassMo00,rec_long,0,,,,,
player,201111060htx,cle,MassMo00,fumbles,0,,,,,
player,201111060htx,cle,MassMo00,fumbles_lost,,,,,,
player,201111060htx,htx,SchaMa00,pass_cmp,14,,,,,
player,201111060htx,htx,SchaMa00,pass_att,23,,,,,
player,201111060htx,htx,SchaMa00,pass_yds,119,,,,,
player,201111060htx,htx,SchaMa00,pass_td,0,,,,,
player,201111060htx,htx,SchaMa00,pass_int,1,,,,,
player,201111060htx,htx,SchaMa00,pass_sacked,0,,,,,
player,201111060htx,htx,SchaMa00,pass_sacked_yds,0,,,,,
player,201111060htx,htx,SchaMa00,pass_long,22,,,,,
player,201111060htx,htx,SchaMa00,pass_rating,56.3,,,,,
player,201111060htx,htx,SchaMa00,rush_att,3,,,,,
player,201111060htx,htx,SchaMa00,rush_yds,0,,,,,
player,201111060htx,htx,SchaMa00,rush_td,1,,,,,
player,201111060htx,htx,SchaMa00,rush_long,2,,,,,
player,201111060htx,htx,SchaMa00,targets,0,,,,,
player,201111060htx,htx,SchaMa00,rec,0,,,,,
player,201111060htx,htx,SchaMa00,rec_yds,0,,,,,
player,201111060htx,htx,SchaMa00,rec_td,0,,,,,
player,201111060htx,htx,SchaMa00,rec_long,0,,,,,
player,201111060htx,htx,SchaMa00,fumbles,0,,,,,
player,201111060htx,htx,SchaMa00,fumbles_lost,,,,,,
player,201111060htx,htx,FostAr00,pass_cmp,0,,,,,
player,201111060htx,htx,FostAr00,pass_att,0,,,,,
player,201111060htx,htx,FostAr00,pass_yds,0,,,,,
player,201111060htx,htx,FostAr00,pass_td,0,,,,,
player,201111060htx,htx,FostAr00,pass_int,0,,,,,
player,201111060htx,htx,FostAr00,pass_sacked,0,,,,,
player,201111060htx,htx,FostAr00,pass_sacked_yds,0,,,,,
player,201111060htx,htx,FostAr00,pass_long,0,,,,,
player,201111060htx,htx,FostAr00,pass_rating,,,,,,
player,201111060htx,htx,FostAr00,rush_att,19,,,,,
player,201111060htx,htx,FostAr00,rush_yds,124,,,,,
player,201111060htx,htx,FostAr00,rush_td,1,,,,,
player,201111060htx,htx,FostAr00,rush_long,27,,,,,
player,201111060htx,htx,FostAr00,targets,7,,,,,
player,201111060htx,htx,FostAr00,rec,5,,,,,
player,201111060htx,htx,FostAr00,rec_yds,26,,,,,
player,201111060htx,htx,FostAr00,rec_td,0,,,,,
player,201111060htx,htx,FostAr00,rec_long,8,,,,,
player,201111060htx,htx,FostAr00,fumbles,0,,,,,
player,201111060htx,htx,FostAr00,fumbles_lost,,,,,,
player,201111060htx,htx,TateBe00,pass_cmp,0,,,,,
player,201111060htx,htx,TateBe00,pass_att,0,,,,,
player,201111060htx,htx,TateBe00,pass_yds,0,,,,,
player,201111060htx,htx,TateBe00,pass_td,0,,,,,
player,201111060htx,htx,TateBe00,pass_int,0,,,,,
player,201111060htx,htx,TateBe00,pass_sacked,0,,,,,
player,201111060htx,htx,TateBe00,pass_sacked_yds,0,,,,,
player,201111060htx,htx,TateBe00,pass_long,0,,,,,
player,201111060htx,htx,TateBe00,pass_rating,,,,,,
player,201111060htx,htx,TateBe00,rush_att,12,,,,,
player,201111060htx,htx,TateBe00,rush_yds,115,,,,,
player,201111060htx,htx,TateBe00,rush_td,1,,,,,
player,201111060htx,htx,TateBe00,rush_long,27,,,,,
player,201111060htx,htx,TateBe00,targets,1,,,,,
player,201111060htx,htx,TateBe00,rec,0,,,,,
player,201111060htx,htx,TateBe00,rec_yds,0,,,,,
player,201111060htx,htx,TateBe00,rec_td,0,,,,,
player,201111060htx,htx,TateBe00,rec_long,0,,,,,
player,201111060htx,htx,TateBe00,fumbles,0,,,,,
player,201111060htx,htx,TateBe00,fumbles_lost,,,,,,
player,201111060htx,htx,WardDe01,pass_cmp,0,,,,,
player,201111060htx,htx,WardDe01,pass_att,0,,,,,
player,201111060htx,htx,WardDe01,pass_yds,0,,,,,
player,201111060htx,htx,WardDe01,pass_td,0,,,,,
player,201111060htx,htx,WardDe01,pass_int,0,,,,,
player,201111060htx,htx,WardDe01,pass_sacked,0,,,,,
player,201111060htx,htx,WardDe01,pass_sacked_yds,0,,,,,
player,201111060htx,htx,WardDe01,pass_long,0,,,,,
player,201111060htx,htx,WardDe01,pass_rating,,,,,,
player,201111060htx,htx,WardDe01,rush_att,6,,,,,
player,201111060htx,htx,WardDe01,rush_yds,22,,,,,
player,201111060htx,htx,WardDe01,rush_td,0,,,,,
player,201111060htx,htx,WardDe01,rush_long,9,,,,,
player,201111060htx,htx,WardDe01,targets,0,,,,,
player,201111060htx,htx,WardDe01,rec,0,,,,,
player,201111060htx,htx,WardDe01,rec_yds,0,,,,,
player,201111060htx,htx,WardDe01,rec_td,0,,,,,
player,201111060htx,htx,WardDe01,rec_long,0,,,,,
player,201111060htx,htx,WardDe01,fumbles,0,,,,,
player,201111060htx,htx,WardDe01,fumbles_lost,,,,,,
player,201111060htx,htx,DaniOw00,pass_cmp,0,,,,,
player,201111060htx,htx,DaniOw00,pass_att,0,,,,,
player,201111060htx,htx,DaniOw00,pass_yds,0,,,,,
player,201111060htx,htx,DaniOw00,pass_td,0,,,,,
player,201111060htx,htx,DaniOw00,pass_int,0,,,,,
player,201111060htx,htx,DaniOw00,pass_sacked,0,,,,,
player,201111060htx,htx,DaniOw00,pass_sacked_yds,0,,,,,
player,201111060htx,htx,DaniOw00,pass_long,0,,,,,
player,201111060htx,htx,DaniOw00,pass_rating,,,,,,
player,201111060htx,htx,DaniOw00,rush_att,0,,,,,
player,201111060htx,htx,DaniOw00,rush_yds,0,,,,,
player,201111060htx,htx,DaniOw00,rush_td,0,,,,,
player,201111060htx,htx,DaniOw00,rush_long,0,,,,,
player,201111060htx,htx,DaniOw00,targets,4,,,,,
player,201111060htx,htx,DaniOw00,rec,3,,,,,
player,201111060htx,htx,DaniOw00,rec_yds,32,,,,,
player,201111060htx,htx,DaniOw00,rec_td,0,,,,,
player,201111060htx,htx,DaniOw00,rec_long,12,,,,,
player,201111060htx,htx,DaniOw00,fumbles,0,,,,,
player,201111060htx,htx,DaniOw00,fumbles_lost,,,,,,
player,201111060htx,htx,JoneJa03,pass_cmp,0,,,,,
player,201111060htx,htx,JoneJa03,pass_att,0,,,,,
player,201111060htx,htx,JoneJa03,pass_yds,0,,,,,
player,201111060htx,htx,JoneJa03,pass_td,0,,,,,
player,201111060htx,htx,JoneJa03,pass_int,0,,,,,
player,201111060htx,htx,JoneJa03,pass_sacked,0,,,,,
player,201111060htx,htx,JoneJa03,pass_sacked_yds,0,,,,,
player,201111060htx,htx,JoneJa03,pass_long,0,,,,,
player,201111060htx,htx,JoneJa03,pass_rating,,,,,,
player,201111060htx,htx,JoneJa03,rush_att,0,,,,,
player,201111060htx,htx,JoneJa03,rush_yds,0,,,,,
player,201111060htx,htx,JoneJa03,rush_td,0,,,,,
player,201111060htx,htx,JoneJa03,rush_long,0,,,,,
player,201111060htx,htx,JoneJa03,targets,4,,,,,
player,201111060htx,htx,JoneJa03,rec,2,,,,,
player,201111060htx,htx,JoneJa03,rec_yds,28,,,,,
player,201111060htx,htx,JoneJa03,rec_td,0,,,,,
player,201111060htx,htx,JoneJa03,rec_long,16,,,,,
player,201111060htx,htx,JoneJa03,fumbles,0,,,,,
player,201111060htx,htx,JoneJa03,fumbles_lost,,,,,,
player,201111060htx,htx,DreeJo00,pass_cmp,0,,,,,
player,201111060htx,htx,DreeJo00,pass_att,0,,,,,
player,201111060htx,htx,DreeJo00,pass_yds,0,,,,,
player,201111060htx,htx,DreeJo00,pass_td,0,,,,,
player,201111060htx,htx,DreeJo00,pass_int,0,,,,,
player,201111060htx,htx,DreeJo00,pass_sacked,0,,,,,
player,201111060htx,htx,DreeJo00,pass_sacked_yds,0,,,,,
player,201111060htx,htx,DreeJo00,pass_long,0,,,,,
player,201111060htx,htx,DreeJo00,pass_rating,,,,,,
player,201111060htx,htx,DreeJo00,rush_att,0,,,,,
player,201111060htx,htx,DreeJo00,rush_yds,0,,,,,
player,201111060htx,htx,DreeJo00,rush_td,0,,,,,
player,201111060htx,htx,DreeJo00,rush_long,0,,,,,
player,201111060htx,htx,DreeJo00,targets,2,,,,,
player,201111060htx,htx,DreeJo00,rec,2,,,,,
player,201111060htx,htx,DreeJo00,rec_yds,27,,,,,
player,201111060htx,htx,DreeJo00,rec_td,0,,,,,
player,201111060htx,htx,DreeJo00,rec_long,22,,,,,
player,201111060htx,htx,DreeJo00,fumbles,0,,,,,
player,201111060htx,htx,DreeJo00,fumbles_lost,,,,,,
player,201111060htx,htx,WaltKe00,pass_cmp,0,,,,,
player,201111060htx,htx,WaltKe00,pass_att,0,,,,,
player,201111060htx,htx,WaltKe00,pass_yds,0,,,,,
player,201111060htx,htx,WaltKe00,pass_td,0,,,,,
player,201111060htx,htx,WaltKe00,pass_int,0,,,,,
player,201111060htx,htx,WaltKe00,pass_sacked,0,,,,,
player,201111060htx,htx,WaltKe00,pass_sacked_yds,0,,,,,
player,201111060htx,htx,WaltKe00,pass_long,0,,,,,
player,201111060htx,htx,WaltKe00,pass_rating,,,,,,
player,201111060htx,htx,WaltKe00,rush_att,0,,,,,
player,201111060htx,htx,WaltKe00,rush_yds,0,,,,,
player,201111060htx,htx,WaltKe00,rush_td,0,,,,,
player,201111060htx,htx,WaltKe00,rush_long,0,,,,,
player,201111060htx,htx,WaltKe00,targets,1,,,,,
player,201111060htx,htx,WaltKe00,rec,1,,,,,
player,201111060htx,htx,WaltKe00,rec_yds,5,,,,,
player,201111060htx,htx,WaltKe00,rec_td,0,,,,,
player,201111060htx,htx,WaltKe00,rec_long,5,,,,,
player,201111060htx,htx,WaltKe00,fumbles,0,,,,,
player,201111060htx,htx,WaltKe00,fumbles_lost,,,,,,
player,201111060htx,htx,CaseJa00,pass_cmp,0,,,,,
player,201111060htx,htx,CaseJa00,pass_att,0,,,,,
player,201111060htx,htx,CaseJa00,pass_yds,0,,,,,
player,201111060htx,htx,CaseJa00,pass_td,0,,,,,
player,201111060htx,htx,CaseJa00,pass_int,0,,,,,
player,201111060htx,htx,CaseJa00,pass_sacked,0,,,,,
player,201111060htx,htx,CaseJa00,pass_sacked_yds,0,,,,,
player,201111060htx,htx,CaseJa00,pass_long,0,,,,,
player,201111060htx,htx,CaseJa00,pass_rating,,,,,,
player,201111060htx,htx,CaseJa00,rush_att,0,,,,,
player,201111060htx,htx,CaseJa00,rush_yds,0,,,,,
player,201111060htx,htx,CaseJa00,rush_td,0,,,,,
player,201111060htx,htx,CaseJa00,rush_long,0,,,,,
player,201111060htx,htx,CaseJa00,targets,1,,,,,
player,201111060htx,htx,CaseJa00,rec,1,,,,,
player,201111060htx,htx,CaseJa00,rec_yds,1,,,,,
player,201111060htx,htx,CaseJa00,rec_td,0,,,,,
player,201111060htx,htx,CaseJa00,rec_long,1,,,,,
player,201111060htx,htx,CaseJa00,fumbles,0,,,,,
player,201111060htx,htx,CaseJa00,fumbles_lost,,,,,,
player,201111060htx,htx,VickLa00,pass_cmp,0,,,,,
player,201111060htx,htx,VickLa00,pass_att,0,,,,,
player,201111060htx,htx,VickLa00,pass_yds,0,,,,,
player,201111060htx,htx,VickLa00,pass_td,0,,,,,
player,201111060htx,htx,VickLa00,pass_int,0,,,,,
player,201111060htx,htx,VickLa00,pass_sacked,0,,,,,
player,201111060htx,htx,VickLa00,pass_sacked_yds,0,,,,,
player,201111060htx,htx,VickLa00,pass_long,0,,,,,
player,201111060htx,htx,VickLa00,pass_rating,,,,,,
player,201111060htx,htx,VickLa00,rush_att,0,,,,,
player,201111060htx,htx,VickLa00,rush_yds,0,,,,,
player,201111060htx,htx,VickLa00,rush_td,0,,,,,
player,201111060htx,htx,VickLa00,rush_long,0,,,,,
player,201111060htx,htx,VickLa00,targets,1,,,,,
player,201111060htx,htx,VickLa00,rec,0,,,,,
player,201111060htx,htx,VickLa00,rec_yds,0,,,,,
player,201111060htx,htx,VickLa00,rec_td,0,,,,,
player,201111060htx,htx,VickLa00,rec_long,0,,,,,
player,201111060htx,htx,VickLa00,fumbles,0,,,,,
player,201111060htx,htx,VickLa00,fumbles_lost,,,,,,
player,201111060htx,htx,JohnBr02,pass_cmp,0,,,,,
player,201111060htx,htx,JohnBr02,pass_att,0,,,,,
player,201111060htx,htx,JohnBr02,pass_yds,0,,,,,
player,201111060htx,htx,JohnBr02,pass_td,0,,,,,
player,201111060htx,htx,JohnBr02,pass_int,0,,,,,
player,201111060htx,htx,JohnBr02,pass_sacked,0,,,,,
player,201111060htx,htx,JohnBr02,pass_sacked_yds,0,,,,,
player,201111060htx,htx,JohnBr02,pass_long,0,,,,,
player,201111060htx,htx,JohnBr02,pass_rating,,,,,,
player,201111060htx,htx,JohnBr02,rush_att,0,,,,,
player,201111060htx,htx,JohnBr02,rush_yds,0,,,,,
player,201111060htx,htx,JohnBr02,rush_td,0,,,,,
player,201111060htx,htx,JohnBr02,rush_long,0,,,,,
player,201111060htx,htx,JohnBr02,targets,1,,,,,
player,201111060htx,htx,JohnBr02,rec,0,,,,,
player,201111060htx,htx,JohnBr02,rec_yds,0,,,,,
player,201111060htx,htx,JohnBr02,rec_td,0,,,,,
player,201111060htx,htx,JohnBr02,rec_long,0,,,,,
player,201111060htx,htx,JohnBr02,fumbles,0,,,,,
player,201111060htx,htx,JohnBr02,fumbles_lost,,,,,,
player,201111060htx,cle,JackDQ20,def_int,1,,,,,
player,201111060htx,cle,JackDQ20,def_int_yds,24,,,,,
player,201111060htx,cle,JackDQ20,def_int_td,0,,,,,
player,201111060htx,cle,JackDQ20,def_int_long,24,,,,,
player,201111060htx,cle,JackDQ20,pass_defended,1,,,,,
player,201111060htx,cle,JackDQ20,sacks,0.0,,,,,
player,201111060htx,cle,JackDQ20,tackles_combined,8,,,,,
player,201111060htx,cle,JackDQ20,tackles_solo,8,,,,,
player,201111060htx,cle,JackDQ20,tackles_assists,0,,,,,
player,201111060htx,cle,JackDQ20,tackles_loss,0,,,,,
player,201111060htx,cle,JackDQ20,qb_hits,2,,,,,
player,201111060htx,cle,JackDQ20,fumbles_rec,0,,,,,
player,201111060htx,cle,JackDQ20,fumbles_rec_yds,0,,,,,
player,201111060htx,cle,JackDQ20,fumbles_rec_td,0,,,,,
player,201111060htx,cle,JackDQ20,fumbles_forced,0,,,,,
player,201111060htx,cle,FujiSc20,def_int,0,,,,,
