game,2011,4,20111002,201110020htx,pit,"Pittsburgh Steelers",10,htx,"Houston Texans",17
player,201110020htx,htx,BulmTi20,def_int_long,0,,,,,
player,201110020htx,htx,BulmTi20,pass_defended,0,,,,,
player,201110020htx,htx,BulmTi20,sacks,0.0,,,,,
player,201110020htx,htx,BulmTi20,tackles_combined,1,,,,,
player,201110020htx,htx,BulmTi20,tackles_solo,1,,,,,
player,201110020htx,htx,BulmTi20,tackles_assists,0,,,,,
player,201110020htx,htx,BulmTi20,tackles_loss,0,,,,,
player,201110020htx,htx,BulmTi20,qb_hits,0,,,,,
player,201110020htx,htx,BulmTi20,fumbles_rec,0,,,,,
player,201110020htx,htx,BulmTi20,fumbles_rec_yds,0,,,,,
player,201110020htx,htx,BulmTi20,fumbles_rec_td,0,,,,,
player,201110020htx,htx,BulmTi20,fumbles_forced,0,,,,,
player,201110020htx,htx,CaseJa00,def_int,0,,,,,
player,201110020htx,htx,CaseJa00,def_int_yds,0,,,,,
player,201110020htx,htx,CaseJa00,def_int_td,0,,,,,
player,201110020htx,htx,CaseJa00,def_int_long,0,,,,,
player,201110020htx,htx,CaseJa00,pass_defended,0,,,,,
player,201110020htx,htx,CaseJa00,sacks,0.0,,,,,
player,201110020htx,htx,CaseJa00,tackles_combined,1,,,,,
player,201110020htx,htx,CaseJa00,tackles_solo,1,,,,,
player,201110020htx,htx,CaseJa00,tackles_assists,0,,,,,
player,201110020htx,htx,CaseJa00,tackles_loss,0,,,,,
player,201110020htx,htx,CaseJa00,qb_hits,0,,,,,
player,201110020htx,htx,CaseJa00,fumbles_rec,0,,,,,
player,201110020htx,htx,CaseJa00,fumbles_rec_yds,0,,,,,
player,201110020htx,htx,CaseJa00,fumbles_rec_td,0,,,,,
player,201110020htx,htx,CaseJa00,fumbles_forced,0,,,,,
player,201110020htx,htx,HarrBr00,def_int,0,,,,,
player,201110020htx,htx,HarrBr00,def_int_yds,0,,,,,
player,201110020htx,htx,HarrBr00,def_int_td,0,,,,,
player,201110020htx,htx,HarrBr00,def_int_long,0,,,,,
player,201110020htx,htx,HarrBr00,pass_defended,0,,,,,
player,201110020htx,htx,HarrBr00,sacks,0.0,,,,,
player,201110020htx,htx,HarrBr00,tackles_combined,1,,,,,
player,201110020htx,htx,HarrBr00,tackles_solo,1,,,,,
player,201110020htx,htx,HarrBr00,tackles_assists,0,,,,,
player,201110020htx,htx,HarrBr00,tackles_loss,0,,,,,
player,201110020htx,htx,HarrBr00,qb_hits,0,,,,,
player,201110020htx,htx,HarrBr00,fumbles_rec,0,,,,,
player,201110020htx,htx,HarrBr00,fumbles_rec_yds,0,,,,,
player,201110020htx,htx,HarrBr00,fumbles_rec_td,0,,,,,
player,201110020htx,htx,HarrBr00,fumbles_forced,0,,,,,
player,201110020htx,htx,JoseJo20,def_int,0,,,,,
player,201110020htx,htx,JoseJo20,def_int_yds,0,,,,,
player,201110020htx,htx,JoseJo20,def_int_td,0,,,,,
player,201110020htx,htx,JoseJo20,def_int_long,0,,,,,
player,201110020htx,htx,JoseJo20,pass_defended,0,,,,,
player,201110020htx,htx,JoseJo20,sacks,0.0,,,,,
player,201110020htx,htx,JoseJo20,tackles_combined,1,,,,,
player,201110020htx,htx,JoseJo20,tackles_solo,1,,,,,
player,201110020htx,htx,JoseJo20,tackles_assists,0,,,,,
player,201110020htx,htx,JoseJo20,tackles_loss,0,,,,,
player,201110020htx,htx,JoseJo20,qb_hits,0,,,,,
player,201110020htx,htx,JoseJo20,fumbles_rec,0,,,,,
player,201110020htx,htx,JoseJo20,fumbles_rec_yds,0,,,,,
player,201110020htx,htx,JoseJo20,fumbles_rec_td,0,,,,,
player,201110020htx,htx,JoseJo20,fumbles_forced,0,,,,,
player,201110020htx,htx,OgboCh00,def_int,0,,,,,
player,201110020htx,htx,OgboCh00,def_int_yds,0,,,,,
player,201110020htx,htx,OgboCh00,def_int_td,0,,,,,
player,201110020htx,htx,OgboCh00,def_int_long,0,,,,,
player,201110020htx,htx,OgboCh00,pass_defended,0,,,,,
player,201110020htx,htx,OgboCh00,sacks,0.0,,,,,
player,201110020htx,htx,OgboCh00,tackles_combined,1,,,,,
player,201110020htx,htx,OgboCh00,tackles_solo,1,,,,,
player,201110020htx,htx,OgboCh00,tackles_assists,0,,,,,
player,201110020htx,htx,OgboCh00,tackles_loss,0,,,,,
player,201110020htx,htx,OgboCh00,qb_hits,0,,,,,
player,201110020htx,htx,OgboCh00,fumbles_rec,0,,,,,
player,201110020htx,htx,OgboCh00,fumbles_rec_yds,0,,,,,
player,201110020htx,htx,OgboCh00,fumbles_rec_td,0,,,,,
player,201110020htx,htx,OgboCh00,fumbles_forced,0,,,,,
player,201110020htx,htx,SharDa01,def_int,0,,,,,
player,201110020htx,htx,SharDa01,def_int_yds,0,,,,,
player,201110020htx,htx,SharDa01,def_int_td,0,,,,,
player,201110020htx,htx,SharDa01,def_int_long,0,,,,,
player,201110020htx,htx,SharDa01,pass_defended,0,,,,,
player,201110020htx,htx,SharDa01,sacks,0.0,,,,,
player,201110020htx,htx,SharDa01,tackles_combined,1,,,,,
player,201110020htx,htx,SharDa01,tackles_solo,1,,,,,
player,201110020htx,htx,SharDa01,tackles_assists,0,,,,,
player,201110020htx,htx,SharDa01,tackles_loss,0,,,,,
player,201110020htx,htx,SharDa01,qb_hits,0,,,,,
player,201110020htx,htx,SharDa01,fumbles_rec,0,,,,,
player,201110020htx,htx,SharDa01,fumbles_rec_yds,0,,,,,
player,201110020htx,htx,SharDa01,fumbles_rec_td,0,,,,,
player,201110020htx,htx,SharDa01,fumbles_forced,0,,,,,
player,201110020htx,htx,WattJ.00,def_int,0,,,,,
player,201110020htx,htx,WattJ.00,def_int_yds,0,,,,,
player,201110020htx,htx,WattJ.00,def_int_td,0,,,,,
player,201110020htx,htx,WattJ.00,def_int_long,0,,,,,
player,201110020htx,htx,WattJ.00,pass_defended,0,,,,,
player,201110020htx,htx,WattJ.00,sacks,0.0,,,,,
player,201110020htx,htx,WattJ.00,tackles_combined,1,,,,,
player,201110020htx,htx,WattJ.00,tackles_solo,1,,,,,
player,201110020htx,htx,WattJ.00,tackles_assists,0,,,,,
player,201110020htx,htx,WattJ.00,tackles_loss,0,,,,,
player,201110020htx,htx,WattJ.00,qb_hits,0,,,,,
player,201110020htx,htx,WattJ.00,fumbles_rec,0,,,,,
player,201110020htx,htx,WattJ.00,fumbles_rec_yds,0,,,,,
player,201110020htx,htx,WattJ.00,fumbles_rec_td,0,,,,,
player,201110020htx,htx,WattJ.00,fumbles_forced,0,,,,,
player,201110020htx,htx,MitcEa99,def_int,0,,,,,
player,201110020htx,htx,MitcEa99,def_int_yds,0,,,,,
player,201110020htx,htx,MitcEa99,def_int_td,0,,,,,
player,201110020htx,htx,MitcEa99,def_int_long,0,,,,,
player,201110020htx,htx,MitcEa99,pass_defended,0,,,,,
player,201110020htx,htx,MitcEa99,sacks,0.0,,,,,
player,201110020htx,htx,MitcEa99,tackles_combined,0,,,,,
player,201110020htx,htx,MitcEa99,tackles_solo,0,,,,,
player,201110020htx,htx,MitcEa99,tackles_assists,0,,,,,
player,201110020htx,htx,MitcEa99,tackles_loss,0,,,,,
player,201110020htx,htx,MitcEa99,qb_hits,0,,,,,
player,201110020htx,htx,MitcEa99,fumbles_rec,1,,,,,
player,201110020htx,htx,MitcEa99,fumbles_rec_yds,0,,,,,
player,201110020htx,htx,MitcEa99,fumbles_rec_td,0,,,,,
player,201110020htx,htx,MitcEa99,fumbles_forced,0,,,,,
player,201110020htx,pit,BrowAn04,kick_ret,2,,,,,
player,201110020htx,pit,BrowAn04,kick_ret_yds,44,,,,,
player,201110020htx,pit,BrowAn04,kick_ret_yds_per_ret,22.0,,,,,
player,201110020htx,pit,BrowAn04,kick_ret_td,0,,,,,
player,201110020htx,pit,BrowAn04,kick_ret_long,25,,,,,
player,201110020htx,pit,BrowAn04,punt_ret,1,,,,,
player,201110020htx,pit,BrowAn04,punt_ret_yds,33,,,,,
player,201110020htx,pit,BrowAn04,punt_ret_yds_per_ret,33.0,,,,,
player,201110020htx,pit,BrowAn04,punt_ret_td,0,,,,,
player,201110020htx,pit,BrowAn04,punt_ret_long,33,,,,,
player,201110020htx,pit,SandEm00,kick_ret,0,,,,,
player,201110020htx,pit,SandEm00,kick_ret_yds,0,,,,,
player,201110020htx,pit,SandEm00,kick_ret_yds_per_ret,,,,,,
player,201110020htx,pit,SandEm00,kick_ret_td,0,,,,,
player,201110020htx,pit,SandEm00,kick_ret_long,0,,,,,
player,201110020htx,pit,SandEm00,punt_ret,1,,,,,
player,201110020htx,pit,SandEm00,punt_ret_yds,10,,,,,
player,201110020htx,pit,SandEm00,punt_ret_yds_per_ret,10.0,,,,,
player,201110020htx,pit,SandEm00,punt_ret_td,0,,,,,
player,201110020htx,pit,SandEm00,punt_ret_long,10,,,,,
player,201110020htx,pit,RedmIs20,kick_ret,1,,,,,
player,201110020htx,pit,RedmIs20,kick_ret_yds,18,,,,,
player,201110020htx,pit,RedmIs20,kick_ret_yds_per_ret,18.0,,,,,
player,201110020htx,pit,RedmIs20,kick_ret_td,0,,,,,
player,201110020htx,pit,RedmIs20,kick_ret_long,18,,,,,
player,201110020htx,pit,RedmIs20,punt_ret,0,,,,,
player,201110020htx,pit,RedmIs20,punt_ret_yds,0,,,,,
player,201110020htx,pit,RedmIs20,punt_ret_yds_per_ret,,,,,,
player,201110020htx,pit,RedmIs20,punt_ret_td,0,,,,,
player,201110020htx,pit,RedmIs20,punt_ret_long,0,,,,,
player,201110020htx,htx,JoneJa03,kick_ret,0,,,,,
player,201110020htx,htx,JoneJa03,kick_ret_yds,0,,,,,
player,201110020htx,htx,JoneJa03,kick_ret_yds_per_ret,,,,,,
player,201110020htx,htx,JoneJa03,kick_ret_td,0,,,,,
player,201110020htx,htx,JoneJa03,kick_ret_long,0,,,,,
player,201110020htx,htx,JoneJa03,punt_ret,3,,,,,
player,201110020htx,htx,JoneJa03,punt_ret_yds,17,,,,,
player,201110020htx,htx,JoneJa03,punt_ret_yds_per_ret,5.7,,,,,
player,201110020htx,htx,JoneJa03,punt_ret_td,0,,,,,
player,201110020htx,htx,JoneJa03,punt_ret_long,13,,,,,
player,201110020htx,htx,MannDa21,kick_ret,2,,,,,
player,201110020htx,htx,MannDa21,kick_ret_yds,34,,,,,
player,201110020htx,htx,MannDa21,kick_ret_yds_per_ret,17.0,,,,,
player,201110020htx,htx,MannDa21,kick_ret_td,0,,,,,
player,201110020htx,htx,MannDa21,kick_ret_long,21,,,,,
player,201110020htx,htx,MannDa21,punt_ret,0,,,,,
player,201110020htx,htx,MannDa21,punt_ret_yds,0,,,,,
player,201110020htx,htx,MannDa21,punt_ret_yds_per_ret,,,,,,
player,201110020htx,htx,MannDa21,punt_ret_td,0,,,,,
player,201110020htx,htx,MannDa21,punt_ret_long,0,,,,,
player,201110020htx,pit,suishsha01,xpm,1,,,,,
player,201110020htx,pit,suishsha01,xpa,1,,,,,
player,201110020htx,pit,suishsha01,fgm,1,,,,,
player,201110020htx,pit,suishsha01,fga,2,,,,,
player,201110020htx,pit,suishsha01,punt,0,,,,,
player,201110020htx,pit,suishsha01,punt_yds,0,,,,,
player,201110020htx,pit,suishsha01,punt_yds_per_punt,,,,,,
player,201110020htx,pit,suishsha01,punt_long,0,,,,,
player,201110020htx,pit,SepuDa20,xpm,,,,,,
player,201110020htx,pit,SepuDa20,xpa,,,,,,
player,201110020htx,pit,SepuDa20,fgm,,,,,,
player,201110020htx,pit,SepuDa20,fga,,,,,,
player,201110020htx,pit,SepuDa20,punt,4,,,,,
player,201110020htx,pit,SepuDa20,punt_yds,202,,,,,
player,201110020htx,pit,SepuDa20,punt_yds_per_punt,50.5,,,,,
player,201110020htx,pit,SepuDa20,punt_long,58,,,,,
player,201110020htx,htx,rackenei01,xpm,2,,,,,
player,201110020htx,htx,rackenei01,xpa,2,,,,,
player,201110020htx,htx,rackenei01,fgm,1,,,,,
player,201110020htx,htx,rackenei01,fga,1,,,,,
player,201110020htx,htx,rackenei01,punt,0,,,,,
player,201110020htx,htx,rackenei01,punt_yds,0,,,,,
player,201110020htx,htx,rackenei01,punt_yds_per_punt,,,,,,
player,201110020htx,htx,rackenei01,punt_long,0,,,,,
player,201110020htx,htx,HartBr01,xpm,,,,,,
player,201110020htx,htx,HartBr01,xpa,,,,,,
player,201110020htx,htx,HartBr01,fgm,,,,,,
player,201110020htx,htx,HartBr01,fga,,,,,,
player,201110020htx,htx,HartBr01,punt,5,,,,,
player,201110020htx,htx,HartBr01,punt_yds,235,,,,,
player,201110020htx,htx,HartBr01,punt_yds_per_punt,47.0,,,,,
player,201110020htx,htx,HartBr01,punt_long,51,,,,,
