game,2011,4,20111002,201110020htx,pit,"Pittsburgh Steelers",10,htx,"Houston Texans",17
player,201110020htx,pit,BrowAn04,rush_att,1,,,,,
player,201110020htx,pit,BrowAn04,rush_yds,8,,,,,
player,201110020htx,pit,BrowAn04,rush_td,0,,,,,
player,201110020htx,pit,BrowAn04,rush_long,8,,,,,
player,201110020htx,pit,BrowAn04,targets,10,,,,,
player,201110020htx,pit,BrowAn04,rec,5,,,,,
player,201110020htx,pit,BrowAn04,rec_yds,67,,,,,
player,201110020htx,pit,BrowAn04,rec_td,0,,,,,
player,201110020htx,pit,BrowAn04,rec_long,23,,,,,
player,201110020htx,pit,BrowAn04,fumbles,0,,,,,
player,201110020htx,pit,BrowAn04,fumbles_lost,,,,,,
player,201110020htx,pit,WallMi00,pass_cmp,0,,,,,
player,201110020htx,pit,WallMi00,pass_att,0,,,,,
player,201110020htx,pit,WallMi00,pass_yds,0,,,,,
player,201110020htx,pit,WallMi00,pass_td,0,,,,,
player,201110020htx,pit,WallMi00,pass_int,0,,,,,
player,201110020htx,pit,WallMi00,pass_sacked,0,,,,,
player,201110020htx,pit,WallMi00,pass_sacked_yds,0,,,,,
player,201110020htx,pit,WallMi00,pass_long,0,,,,,
player,201110020htx,pit,WallMi00,pass_rating,,,,,,
player,201110020htx,pit,WallMi00,rush_att,0,,,,,
player,201110020htx,pit,WallMi00,rush_yds,0,,,,,
player,201110020htx,pit,WallMi00,rush_td,0,,,,,
player,201110020htx,pit,WallMi00,rush_long,0,,,,,
player,201110020htx,pit,WallMi00,targets,4,,,,,
player,201110020htx,pit,WallMi00,rec,4,,,,,
player,201110020htx,pit,WallMi00,rec_yds,77,,,,,
player,201110020htx,pit,WallMi00,rec_td,0,,,,,
player,201110020htx,pit,WallMi00,rec_long,40,,,,,
player,201110020htx,pit,WallMi00,fumbles,0,,,,,
player,201110020htx,pit,WallMi00,fumbles_lost,,,,,,
player,201110020htx,pit,WardHi00,pass_cmp,0,,,,,
player,201110020htx,pit,WardHi00,pass_att,0,,,,,
player,201110020htx,pit,WardHi00,pass_yds,0,,,,,
player,201110020htx,pit,WardHi00,pass_td,0,,,,,
player,201110020htx,pit,WardHi00,pass_int,0,,,,,
player,201110020htx,pit,WardHi00,pass_sacked,0,,,,,
player,201110020htx,pit,WardHi00,pass_sacked_yds,0,,,,,
player,201110020htx,pit,WardHi00,pass_long,0,,,,,
player,201110020htx,pit,WardHi00,pass_rating,,,,,,
player,201110020htx,pit,WardHi00,rush_att,0,,,,,
player,201110020htx,pit,WardHi00,rush_yds,0,,,,,
player,201110020htx,pit,WardHi00,rush_td,0,,,,,
player,201110020htx,pit,WardHi00,rush_long,0,,,,,
player,201110020htx,pit,WardHi00,targets,4,,,,,
player,201110020htx,pit,WardHi00,rec,1,,,,,
player,201110020htx,pit,WardHi00,rec_yds,19,,,,,
player,201110020htx,pit,WardHi00,rec_td,0,,,,,
player,201110020htx,pit,WardHi00,rec_long,19,,,,,
player,201110020htx,pit,WardHi00,fumbles,0,,,,,
player,201110020htx,pit,WardHi00,fumbles_lost,,,,,,
player,201110020htx,pit,MillHe00,pass_cmp,0,,,,,
player,201110020htx,pit,MillHe00,pass_att,0,,,,,
player,201110020htx,pit,MillHe00,pass_yds,0,,,,,
player,201110020htx,pit,MillHe00,pass_td,0,,,,,
player,201110020htx,pit,MillHe00,pass_int,0,,,,,
player,201110020htx,pit,MillHe00,pass_sacked,0,,,,,
player,201110020htx,pit,MillHe00,pass_sacked_yds,0,,,,,
player,201110020htx,pit,MillHe00,pass_long,0,,,,,
player,201110020htx,pit,MillHe00,pass_rating,,,,,,
player,201110020htx,pit,MillHe00,rush_att,0,,,,,
player,201110020htx,pit,MillHe00,rush_yds,0,,,,,
player,201110020htx,pit,MillHe00,rush_td,0,,,,,
player,201110020htx,pit,MillHe00,rush_long,0,,,,,
player,201110020htx,pit,MillHe00,targets,3,,,,,
player,201110020htx,pit,MillHe00,rec,3,,,,,
player,201110020htx,pit,MillHe00,rec_yds,15,,,,,
player,201110020htx,pit,MillHe00,rec_td,0,,,,,
player,201110020htx,pit,MillHe00,rec_long,7,,,,,
player,201110020htx,pit,MillHe00,fumbles,0,,,,,
player,201110020htx,pit,MillHe00,fumbles_lost,,,,,,
player,201110020htx,pit,SandEm00,pass_cmp,0,,,,,
player,201110020htx,pit,SandEm00,pass_att,0,,,,,
player,201110020htx,pit,SandEm00,pass_yds,0,,,,,
player,201110020htx,pit,SandEm00,pass_td,0,,,,,
player,201110020htx,pit,SandEm00,pass_int,0,,,,,
player,201110020htx,pit,SandEm00,pass_sacked,0,,,,,
player,201110020htx,pit,SandEm00,pass_sacked_yds,0,,,,,
player,201110020htx,pit,SandEm00,pass_long,0,,,,,
player,201110020htx,pit,SandEm00,pass_rating,,,,,,
player,201110020htx,pit,SandEm00,rush_att,0,,,,,
player,201110020htx,pit,SandEm00,rush_yds,0,,,,,
player,201110020htx,pit,SandEm00,rush_td,0,,,,,
player,201110020htx,pit,SandEm00,rush_long,0,,,,,
player,201110020htx,pit,SandEm00,targets,2,,,,,
player,201110020htx,pit,SandEm00,rec,1,,,,,
player,201110020htx,pit,SandEm00,rec_yds,10,,,,,
player,201110020htx,pit,SandEm00,rec_td,0,,,,,
player,201110020htx,pit,SandEm00,rec_long,10,,,,,
player,201110020htx,pit,SandEm00,fumbles,0,,,,,
player,201110020htx,pit,SandEm00,fumbles_lost,,,,,,
player,201110020htx,pit,JohnDa05,pass_cmp,0,,,,,
player,201110020htx,pit,JohnDa05,pass_att,0,,,,,
player,201110020htx,pit,JohnDa05,pass_yds,0,,,,,
player,201110020htx,pit,JohnDa05,pass_td,0,,,,,
player,201110020htx,pit,JohnDa05,pass_int,0,,,,,
player,201110020htx,pit,JohnDa05,pass_sacked,0,,,,,
player,201110020htx,pit,JohnDa05,pass_sacked_yds,0,,,,,
player,201110020htx,pit,JohnDa05,pass_long,0,,,,,
player,201110020htx,pit,JohnDa05,pass_rating,,,,,,
player,201110020htx,pit,JohnDa05,rush_att,0,,,,,
player,201110020htx,pit,JohnDa05,rush_yds,0,,,,,
player,201110020htx,pit,JohnDa05,rush_td,0,,,,,
player,201110020htx,pit,JohnDa05,rush_long,0,,,,,
player,201110020htx,pit,JohnDa05,targets,2,,,,,
player,201110020htx,pit,JohnDa05,rec,1,,,,,
player,201110020htx,pit,JohnDa05,rec_yds,6,,,,,
player,201110020htx,pit,JohnDa05,rec_td,0,,,,,
player,201110020htx,pit,JohnDa05,rec_long,6,,,,,
player,201110020htx,pit,JohnDa05,fumbles,0,,,,,
player,201110020htx,pit,JohnDa05,fumbles_lost,,,,,,
player,201110020htx,pit,CotcJe00,pass_cmp,0,,,,,
player,201110020htx,pit,CotcJe00,pass_att,0,,,,,
player,201110020htx,pit,CotcJe00,pass_yds,0,,,,,
player,201110020htx,pit,CotcJe00,pass_td,0,,,,,
player,201110020htx,pit,CotcJe00,pass_int,0,,,,,
player,201110020htx,pit,CotcJe00,pass_sacked,0,,,,,
player,201110020htx,pit,CotcJe00,pass_sacked_yds,0,,,,,
player,201110020htx,pit,CotcJe00,pass_long,0,,,,,
player,201110020htx,pit,CotcJe00,pass_rating,,,,,,
player,201110020htx,pit,CotcJe00,rush_att,0,,,,,
player,201110020htx,pit,CotcJe00,rush_yds,0,,,,,
player,201110020htx,pit,CotcJe00,rush_td,0,,,,,
player,201110020htx,pit,CotcJe00,rush_long,0,,,,,
player,201110020htx,pit,CotcJe00,targets,1,,,,,
player,201110020htx,pit,CotcJe00,rec,0,,,,,
player,201110020htx,pit,CotcJe00,rec_yds,0,,,,,
player,201110020htx,pit,CotcJe00,rec_td,0,,,,,
player,201110020htx,pit,CotcJe00,rec_long,0,,,,,
player,201110020htx,pit,CotcJe00,fumbles,0,,,,,
player,201110020htx,pit,CotcJe00,fumbles_lost,,,,,,
player,201110020htx,htx,SchaMa00,pass_cmp,14,,,,,
player,201110020htx,htx,SchaMa00,pass_att,21,,,,,
player,201110020htx,htx,SchaMa00,pass_yds,138,,,,,
player,201110020htx,htx,SchaMa00,pass_td,1,,,,,
player,201110020htx,htx,SchaMa00,pass_int,0,,,,,
player,201110020htx,htx,SchaMa00,pass_sacked,0,,,,,
player,201110020htx,htx,SchaMa00,pass_sacked_yds,0,,,,,
player,201110020htx,htx,SchaMa00,pass_long,30,,,,,
player,201110020htx,htx,SchaMa00,pass_rating,100.9,,,,,
player,201110020htx,htx,SchaMa00,rush_att,2,,,,,
player,201110020htx,htx,SchaMa00,rush_yds,1,,,,,
player,201110020htx,htx,SchaMa00,rush_td,0,,,,,
player,201110020htx,htx,SchaMa00,rush_long,2,,,,,
player,201110020htx,htx,SchaMa00,targets,0,,,,,
player,201110020htx,htx,SchaMa00,rec,0,,,,,
player,201110020htx,htx,SchaMa00,rec_yds,0,,,,,
player,201110020htx,htx,SchaMa00,rec_td,0,,,,,
player,201110020htx,htx,SchaMa00,rec_long,0,,,,,
player,201110020htx,htx,SchaMa00,fumbles,0,,,,,
player,201110020htx,htx,SchaMa00,fumbles_lost,,,,,,
player,201110020htx,htx,FostAr00,pass_cmp,0,,,,,
player,201110020htx,htx,FostAr00,pass_att,0,,,,,
player,201110020htx,htx,FostAr00,pass_yds,0,,,,,
player,201110020htx,htx,FostAr00,pass_td,0,,,,,
player,201110020htx,htx,FostAr00,pass_int,0,,,,,
player,201110020htx,htx,FostAr00,pass_sacked,0,,,,,
player,201110020htx,htx,FostAr00,pass_sacked_yds,0,,,,,
player,201110020htx,htx,FostAr00,pass_long,0,,,,,
player,201110020htx,htx,FostAr00,pass_rating,,,,,,
player,201110020htx,htx,FostAr00,rush_att,30,,,,,
player,201110020htx,htx,FostAr00,rush_yds,155,,,,,
player,201110020htx,htx,FostAr00,rush_td,1,,,,,
player,201110020htx,htx,FostAr00,rush_long,42,,,,,
player,201110020htx,htx,FostAr00,targets,5,,,,,
player,201110020htx,htx,FostAr00,rec,3,,,,,
player,201110020htx,htx,FostAr00,rec_yds,11,,,,,
player,201110020htx,htx,FostAr00,rec_td,0,,,,,
player,201110020htx,htx,FostAr00,rec_long,8,,,,,
player,201110020htx,htx,FostAr00,fumbles,0,,,,,
player,201110020htx,htx,FostAr00,fumbles_lost,,,,,,
player,201110020htx,htx,TateBe00,pass_cmp,0,,,,,
player,201110020htx,htx,TateBe00,pass_att,0,,,,,
player,201110020htx,htx,TateBe00,pass_yds,0,,,,,
player,201110020htx,htx,TateBe00,pass_td,0,,,,,
player,201110020htx,htx,TateBe00,pass_int,0,,,,,
player,201110020htx,htx,TateBe00,pass_sacked,0,,,,,
player,201110020htx,htx,TateBe00,pass_sacked_yds,0,,,,,
player,201110020htx,htx,TateBe00,pass_long,0,,,,,
player,201110020htx,htx,TateBe00,pass_rating,,,,,,
player,201110020htx,htx,TateBe00,rush_att,2,,,,,
player,201110020htx,htx,TateBe00,rush_yds,20,,,,,
player,201110020htx,htx,TateBe00,rush_td,0,,,,,
player,201110020htx,htx,TateBe00,rush_long,20,,,,,
player,201110020htx,htx,TateBe00,targets,0,,,,,
player,201110020htx,htx,TateBe00,rec,0,,,,,
player,201110020htx,htx,TateBe00,rec_yds,0,,,,,
player,201110020htx,htx,TateBe00,rec_td,0,,,,,
player,201110020htx,htx,TateBe00,rec_long,0,,,,,
player,201110020htx,htx,TateBe00,fumbles,0,,,,,
player,201110020htx,htx,TateBe00,fumbles_lost,,,,,,
player,201110020htx,htx,OgboCh00,pass_cmp,0,,,,,
player,201110020htx,htx,OgboCh00,pass_att,0,,,,,
player,201110020htx,htx,OgboCh00,pass_yds,0,,,,,
player,201110020htx,htx,OgboCh00,pass_td,0,,,,,
player,201110020htx,htx,OgboCh00,pass_int,0,,,,,
player,201110020htx,htx,OgboCh00,pass_sacked,0,,,,,
player,201110020htx,htx,OgboCh00,pass_sacked_yds,0,,,,,
player,201110020htx,htx,OgboCh00,pass_long,0,,,,,
player,201110020htx,htx,OgboCh00,pass_rating,,,,,,
player,201110020htx,htx,OgboCh00,rush_att,1,,,,,
player,201110020htx,htx,OgboCh00,rush_yds,4,,,,,
player,201110020htx,htx,OgboCh00,rush_td,0,,,,,
player,201110020htx,htx,OgboCh00,rush_long,4,,,,,
player,201110020htx,htx,OgboCh00,targets,0,,,,,
player,201110020htx,htx,OgboCh00,rec,0,,,,,
player,201110020htx,htx,OgboCh00,rec_yds,0,,,,,
player,201110020htx,htx,OgboCh00,rec_td,0,,,,,
player,201110020htx,htx,OgboCh00,rec_long,0,,,,,
player,201110020htx,htx,OgboCh00,fumbles,0,,,,,
player,201110020htx,htx,OgboCh00,fumbles_lost,,,,,,
player,201110020htx,htx,DaniOw00,pass_cmp,0,,,,,
player,201110020htx,htx,DaniOw00,pass_att,0,,,,,
player,201110020htx,htx,DaniOw00,pass_yds,0,,,,,
player,201110020htx,htx,DaniOw00,pass_td,0,,,,,
player,201110020htx,htx,DaniOw00,pass_int,0,,,,,
player,201110020htx,htx,DaniOw00,pass_sacked,0,,,,,
player,201110020htx,htx,DaniOw00,pass_sacked_yds,0,,,,,
player,201110020htx,htx,DaniOw00,pass_long,0,,,,,
player,201110020htx,htx,DaniOw00,pass_rating,,,,,,
player,201110020htx,htx,DaniOw00,rush_att,0,,,,,
player,201110020htx,htx,DaniOw00,rush_yds,0,,,,,
player,201110020htx,htx,DaniOw00,rush_td,0,,,,,
player,201110020htx,htx,DaniOw00,rush_long,0,,,,,
player,201110020htx,htx,DaniOw00,targets,7,,,,,
player,201110020htx,htx,DaniOw00,rec,5,,,,,
player,201110020htx,htx,DaniOw00,rec_yds,69,,,,,
player,201110020htx,htx,DaniOw00,rec_td,1,,,,,
player,201110020htx,htx,DaniOw00,rec_long,30,,,,,
player,201110020htx,htx,DaniOw00,fumbles,0,,,,,
player,201110020htx,htx,DaniOw00,fumbles_lost,,,,,,
player,201110020htx,htx,JohnAn02,pass_cmp,0,,,,,
player,201110020htx,htx,JohnAn02,pass_att,0,,,,,
player,201110020htx,htx,JohnAn02,pass_yds,0,,,,,
player,201110020htx,htx,JohnAn02,pass_td,0,,,,,
player,201110020htx,htx,JohnAn02,pass_int,0,,,,,
player,201110020htx,htx,JohnAn02,pass_sacked,0,,,,,
player,201110020htx,htx,JohnAn02,pass_sacked_yds,0,,,,,
player,201110020htx,htx,JohnAn02,pass_long,0,,,,,
player,201110020htx,htx,JohnAn02,pass_rating,,,,,,
player,201110020htx,htx,JohnAn02,rush_att,0,,,,,
player,201110020htx,htx,JohnAn02,rush_yds,0,,,,,
player,201110020htx,htx,JohnAn02,rush_td,0,,,,,
player,201110020htx,htx,JohnAn02,rush_long,0,,,,,
player,201110020htx,htx,JohnAn02,targets,5,,,,,
player,201110020htx,htx,JohnAn02,rec,4,,,,,
player,201110020htx,htx,JohnAn02,rec_yds,36,,,,,
player,201110020htx,htx,JohnAn02,rec_td,0,,,,,
player,201110020htx,htx,JohnAn02,rec_long,13,,,,,
player,201110020htx,htx,JohnAn02,fumbles,0,,,,,
player,201110020htx,htx,JohnAn02,fumbles_lost,,,,,,
player,201110020htx,htx,DreeJo00,pass_cmp,0,,,,,
player,201110020htx,htx,DreeJo00,pass_att,0,,,,,
player,201110020htx,htx,DreeJo00,pass_yds,0,,,,,
player,201110020htx,htx,DreeJo00,pass_td,0,,,,,
player,201110020htx,htx,DreeJo00,pass_int,0,,,,,
player,201110020htx,htx,DreeJo00,pass_sacked,0,,,,,
player,201110020htx,htx,DreeJo00,pass_sacked_yds,0,,,,,
player,201110020htx,htx,DreeJo00,pass_long,0,,,,,
player,201110020htx,htx,DreeJo00,pass_rating,,,,,,
player,201110020htx,htx,DreeJo00,rush_att,0,,,,,
player,201110020htx,htx,DreeJo00,rush_yds,0,,,,,
player,201110020htx,htx,DreeJo00,rush_td,0,,,,,
player,201110020htx,htx,DreeJo00,rush_long,0,,,,,
player,201110020htx,htx,DreeJo00,targets,1,,,,,
player,201110020htx,htx,DreeJo00,rec,1,,,,,
player,201110020htx,htx,DreeJo00,rec_yds,14,,,,,
player,201110020htx,htx,DreeJo00,rec_td,0,,,,,
player,201110020htx,htx,DreeJo00,rec_long,14,,,,,
player,201110020htx,htx,DreeJo00,fumbles,0,,,,,
player,201110020htx,htx,DreeJo00,fumbles_lost,,,,,,
player,201110020htx,htx,CaseJa00,pass_cmp,0,,,,,
player,201110020htx,htx,CaseJa00,pass_att,0,,,,,
player,201110020htx,htx,CaseJa00,pass_yds,0,,,,,
player,201110020htx,htx,CaseJa00,pass_td,0,,,,,
player,201110020htx,htx,CaseJa00,pass_int,0,,,,,
player,201110020htx,htx,CaseJa00,pass_sacked,0,,,,,
player,201110020htx,htx,CaseJa00,pass_sacked_yds,0,,,,,
player,201110020htx,htx,CaseJa00,pass_long,0,,,,,
player,201110020htx,htx,CaseJa00,pass_rating,,,,,,
player,201110020htx,htx,CaseJa00,rush_att,0,,,,,
player,201110020htx,htx,CaseJa00,rush_yds,0,,,,,
player,201110020htx,htx,CaseJa00,rush_td,0,,,,,
player,201110020htx,htx,CaseJa00,rush_long,0,,,,,
player,201110020htx,htx,CaseJa00,targets,1,,,,,
player,201110020htx,htx,CaseJa00,rec,1,,,,,
player,201110020htx,htx,CaseJa00,rec_yds,8,,,,,
player,201110020htx,htx,CaseJa00,rec_td,0,,,,,
player,201110020htx,htx,CaseJa00,rec_long,8,,,,,
player,201110020htx,htx,CaseJa00,fumbles,0,,,,,
player,201110020htx,htx,CaseJa00,fumbles_lost,,,,,,
player,201110020htx,htx,WaltKe00,pass_cmp,0,,,,,
player,201110020htx,htx,WaltKe00,pass_att,0,,,,,
player,201110020htx,htx,WaltKe00,pass_yds,0,,,,,
player,201110020htx,htx,WaltKe00,pass_td,0,,,,,
player,201110020htx,htx,WaltKe00,pass_int,0,,,,,
player,201110020htx,htx,WaltKe00,pass_sacked,0,,,,,
player,201110020htx,htx,WaltKe00,pass_sacked_yds,0,,,,,
player,201110020htx,htx,WaltKe00,pass_long,0,,,,,
player,201110020htx,htx,WaltKe00,pass_rating,,,,,,
player,201110020htx,htx,WaltKe00,rush_att,0,,,,,
player,201110020htx,htx,WaltKe00,rush_yds,0,,,,,
player,201110020htx,htx,WaltKe00,rush_td,0,,,,,
player,201110020htx,htx,WaltKe00,rush_long,0,,,,,
player,201110020htx,htx,WaltKe00,targets,1,,,,,
player,201110020htx,htx,WaltKe00,rec,0,,,,,
player,201110020htx,htx,WaltKe00,rec_yds,0,,,,,
player,201110020htx,htx,WaltKe00,rec_td,0,,,,,
player,201110020htx,htx,WaltKe00,rec_long,0,,,,,
player,201110020htx,htx,WaltKe00,fumbles,0,,,,,
player,201110020htx,htx,WaltKe00,fumbles_lost,,,,,,
player,201110020htx,htx,JoneJa03,pass_cmp,0,,,,,
player,201110020htx,htx,JoneJa03,pass_att,0,,,,,
player,201110020htx,htx,JoneJa03,pass_yds,0,,,,,
player,201110020htx,htx,JoneJa03,pass_td,0,,,,,
player,201110020htx,htx,JoneJa03,pass_int,0,,,,,
player,201110020htx,htx,JoneJa03,pass_sacked,0,,,,,
player,201110020htx,htx,JoneJa03,pass_sacked_yds,0,,,,,
player,201110020htx,htx,JoneJa03,pass_long,0,,,,,
player,201110020htx,htx,JoneJa03,pass_rating,,,,,,
player,201110020htx,htx,JoneJa03,rush_att,0,,,,,
player,201110020htx,htx,JoneJa03,rush_yds,0,,,,,
player,201110020htx,htx,JoneJa03,rush_td,0,,,,,
player,201110020htx,htx,JoneJa03,rush_long,0,,,,,
player,201110020htx,htx,JoneJa03,targets,1,,,,,
player,201110020htx,htx,JoneJa03,rec,0,,,,,
player,201110020htx,htx,JoneJa03,rec_yds,0,,,,,
player,201110020htx,htx,JoneJa03,rec_td,0,,,,,
player,201110020htx,htx,JoneJa03,rec_long,0,,,,,
player,201110020htx,htx,JoneJa03,fumbles,0,,,,,
player,201110020htx,htx,JoneJa03,fumbles_lost,,,,,,
player,201110020htx,pit,PolaTr99,def_int,0,,,,,
player,201110020htx,pit,PolaTr99,def_int_yds,0,,,,,
player,201110020htx,pit,PolaTr99,def_int_td,0,,,,,
player,201110020htx,pit,PolaTr99,def_int_long,0,,,,,
player,201110020htx,pit,PolaTr99,pass_defended,0,,,,,
player,201110020htx,pit,PolaTr99,sacks,0.0,,,,,
player,201110020htx,pit,PolaTr99,tackles_combined,9,,,,,
player,201110020htx,pit,PolaTr99,tackles_solo,8,,,,,
player,201110020htx,pit,PolaTr99,tackles_assists,1,,,,,
player,201110020htx,pit,PolaTr99,tackles_loss,1,,,,,
player,201110020htx,pit,PolaTr99,qb_hits,0,,,,,
player,201110020htx,pit,PolaTr99,fumbles_rec,0,,,,,
player,201110020htx,pit,PolaTr99,fumbles_rec_yds,0,,,,,
player,201110020htx,pit,PolaTr99,fumbles_rec_td,0,,,,,
player,201110020htx,pit,PolaTr99,fumbles_forced,0,,,,,
