game,2011,3,20110925,201109250ram,rav,"Baltimore Ravens",37,ram,"St. Louis Rams",7
player,201109250ram,ram,SimsEu99,qb_hits,1,,,,,
player,201109250ram,ram,SimsEu99,fumbles_rec,0,,,,,
player,201109250ram,ram,SimsEu99,fumbles_rec_yds,0,,,,,
player,201109250ram,ram,SimsEu99,fumbles_rec_td,0,,,,,
player,201109250ram,ram,SimsEu99,fumbles_forced,0,,,,,
player,201109250ram,ram,ScotDo99,def_int,0,,,,,
player,201109250ram,ram,ScotDo99,def_int_yds,0,,,,,
player,201109250ram,ram,ScotDo99,def_int_td,0,,,,,
player,201109250ram,ram,ScotDo99,def_int_long,0,,,,,
player,201109250ram,ram,ScotDo99,pass_defended,0,,,,,
player,201109250ram,ram,ScotDo99,sacks,0.0,,,,,
player,201109250ram,ram,ScotDo99,tackles_combined,2,,,,,
player,201109250ram,ram,ScotDo99,tackles_solo,2,,,,,
player,201109250ram,ram,ScotDo99,tackles_assists,0,,,,,
player,201109250ram,ram,ScotDo99,tackles_loss,0,,,,,
player,201109250ram,ram,ScotDo99,qb_hits,0,,,,,
player,201109250ram,ram,ScotDo99,fumbles_rec,0,,,,,
player,201109250ram,ram,ScotDo99,fumbles_rec_yds,0,,,,,
player,201109250ram,ram,ScotDo99,fumbles_rec_td,0,,,,,
player,201109250ram,ram,ScotDo99,fumbles_forced,0,,,,,
player,201109250ram,ram,ButlJa20,def_int,0,,,,,
player,201109250ram,ram,ButlJa20,def_int_yds,0,,,,,
player,201109250ram,ram,ButlJa20,def_int_td,0,,,,,
player,201109250ram,ram,ButlJa20,def_int_long,0,,,,,
player,201109250ram,ram,ButlJa20,pass_defended,0,,,,,
player,201109250ram,ram,ButlJa20,sacks,0.0,,,,,
player,201109250ram,ram,ButlJa20,tackles_combined,1,,,,,
player,201109250ram,ram,ButlJa20,tackles_solo,1,,,,,
player,201109250ram,ram,ButlJa20,tackles_assists,0,,,,,
player,201109250ram,ram,ButlJa20,tackles_loss,0,,,,,
player,201109250ram,ram,ButlJa20,qb_hits,0,,,,,
player,201109250ram,ram,ButlJa20,fumbles_rec,0,,,,,
player,201109250ram,ram,ButlJa20,fumbles_rec_yds,0,,,,,
player,201109250ram,ram,ButlJa20,fumbles_rec_td,0,,,,,
player,201109250ram,ram,ButlJa20,fumbles_forced,0,,,,,
player,201109250ram,ram,CurrDo00,def_int,0,,,,,
player,201109250ram,ram,CurrDo00,def_int_yds,0,,,,,
player,201109250ram,ram,CurrDo00,def_int_td,0,,,,,
player,201109250ram,ram,CurrDo00,def_int_long,0,,,,,
player,201109250ram,ram,CurrDo00,pass_defended,0,,,,,
player,201109250ram,ram,CurrDo00,sacks,0.0,,,,,
player,201109250ram,ram,CurrDo00,tackles_combined,1,,,,,
player,201109250ram,ram,CurrDo00,tackles_solo,1,,,,,
player,201109250ram,ram,CurrDo00,tackles_assists,0,,,,,
player,201109250ram,ram,CurrDo00,tackles_loss,0,,,,,
player,201109250ram,ram,CurrDo00,qb_hits,0,,,,,
player,201109250ram,ram,CurrDo00,fumbles_rec,0,,,,,
player,201109250ram,ram,CurrDo00,fumbles_rec_yds,0,,,,,
player,201109250ram,ram,CurrDo00,fumbles_rec_td,0,,,,,
player,201109250ram,ram,CurrDo00,fumbles_forced,0,,,,,
player,201109250ram,ram,GibsGa99,def_int,0,,,,,
player,201109250ram,ram,GibsGa99,def_int_yds,0,,,,,
player,201109250ram,ram,GibsGa99,def_int_td,0,,,,,
player,201109250ram,ram,GibsGa99,def_int_long,0,,,,,
player,201109250ram,ram,GibsGa99,pass_defended,0,,,,,
player,201109250ram,ram,GibsGa99,sacks,0.0,,,,,
player,201109250ram,ram,GibsGa99,tackles_combined,1,,,,,
player,201109250ram,ram,GibsGa99,tackles_solo,1,,,,,
player,201109250ram,ram,GibsGa99,tackles_assists,0,,,,,
player,201109250ram,ram,GibsGa99,tackles_loss,0,,,,,
player,201109250ram,ram,GibsGa99,qb_hits,0,,,,,
player,201109250ram,ram,GibsGa99,fumbles_rec,0,,,,,
player,201109250ram,ram,GibsGa99,fumbles_rec_yds,0,,,,,
player,201109250ram,ram,GibsGa99,fumbles_rec_td,0,,,,,
player,201109250ram,ram,GibsGa99,fumbles_forced,0,,,,,
player,201109250ram,ram,GordJo01,def_int,0,,,,,
player,201109250ram,ram,GordJo01,def_int_yds,0,,,,,
player,201109250ram,ram,GordJo01,def_int_td,0,,,,,
player,201109250ram,ram,GordJo01,def_int_long,0,,,,,
player,201109250ram,ram,GordJo01,pass_defended,0,,,,,
player,201109250ram,ram,GordJo01,sacks,0.0,,,,,
player,201109250ram,ram,GordJo01,tackles_combined,1,,,,,
player,201109250ram,ram,GordJo01,tackles_solo,1,,,,,
player,201109250ram,ram,GordJo01,tackles_assists,0,,,,,
player,201109250ram,ram,GordJo01,tackles_loss,0,,,,,
player,201109250ram,ram,GordJo01,qb_hits,0,,,,,
player,201109250ram,ram,GordJo01,fumbles_rec,0,,,,,
player,201109250ram,ram,GordJo01,fumbles_rec_yds,0,,,,,
player,201109250ram,ram,GordJo01,fumbles_rec_td,0,,,,,
player,201109250ram,ram,GordJo01,fumbles_forced,0,,,,,
player,201109250ram,ram,HallJa21,def_int,0,,,,,
player,201109250ram,ram,HallJa21,def_int_yds,0,,,,,
player,201109250ram,ram,HallJa21,def_int_td,0,,,,,
player,201109250ram,ram,HallJa21,def_int_long,0,,,,,
player,201109250ram,ram,HallJa21,pass_defended,0,,,,,
player,201109250ram,ram,HallJa21,sacks,0.0,,,,,
player,201109250ram,ram,HallJa21,tackles_combined,1,,,,,
player,201109250ram,ram,HallJa21,tackles_solo,1,,,,,
player,201109250ram,ram,HallJa21,tackles_assists,0,,,,,
player,201109250ram,ram,HallJa21,tackles_loss,0,,,,,
player,201109250ram,ram,HallJa21,qb_hits,0,,,,,
player,201109250ram,ram,HallJa21,fumbles_rec,0,,,,,
player,201109250ram,ram,HallJa21,fumbles_rec_yds,0,,,,,
player,201109250ram,ram,HallJa21,fumbles_rec_td,0,,,,,
player,201109250ram,ram,HallJa21,fumbles_forced,0,,,,,
player,201109250ram,ram,HarrAl21,def_int,0,,,,,
player,201109250ram,ram,HarrAl21,def_int_yds,0,,,,,
player,201109250ram,ram,HarrAl21,def_int_td,0,,,,,
player,201109250ram,ram,HarrAl21,def_int_long,0,,,,,
player,201109250ram,ram,HarrAl21,pass_defended,1,,,,,
player,201109250ram,ram,HarrAl21,sacks,0.0,,,,,
player,201109250ram,ram,HarrAl21,tackles_combined,1,,,,,
player,201109250ram,ram,HarrAl21,tackles_solo,1,,,,,
player,201109250ram,ram,HarrAl21,tackles_assists,0,,,,,
player,201109250ram,ram,HarrAl21,tackles_loss,0,,,,,
player,201109250ram,ram,HarrAl21,qb_hits,0,,,,,
player,201109250ram,ram,HarrAl21,fumbles_rec,0,,,,,
player,201109250ram,ram,HarrAl21,fumbles_rec_yds,0,,,,,
player,201109250ram,ram,HarrAl21,fumbles_rec_td,0,,,,,
player,201109250ram,ram,HarrAl21,fumbles_forced,0,,,,,
player,201109250ram,ram,JoneDo21,def_int,0,,,,,
player,201109250ram,ram,JoneDo21,def_int_yds,0,,,,,
player,201109250ram,ram,JoneDo21,def_int_td,0,,,,,
player,201109250ram,ram,JoneDo21,def_int_long,0,,,,,
player,201109250ram,ram,JoneDo21,pass_defended,0,,,,,
player,201109250ram,ram,JoneDo21,sacks,0.0,,,,,
player,201109250ram,ram,JoneDo21,tackles_combined,1,,,,,
player,201109250ram,ram,JoneDo21,tackles_solo,1,,,,,
player,201109250ram,ram,JoneDo21,tackles_assists,0,,,,,
player,201109250ram,ram,JoneDo21,tackles_loss,0,,,,,
player,201109250ram,ram,JoneDo21,qb_hits,0,,,,,
player,201109250ram,ram,JoneDo21,fumbles_rec,0,,,,,
player,201109250ram,ram,JoneDo21,fumbles_rec_yds,0,,,,,
player,201109250ram,ram,JoneDo21,fumbles_rec_td,0,,,,,
player,201109250ram,ram,JoneDo21,fumbles_forced,0,,,,,
player,201109250ram,ram,BradSa00,def_int,0,,,,,
player,201109250ram,ram,BradSa00,def_int_yds,0,,,,,
player,201109250ram,ram,BradSa00,def_int_td,0,,,,,
player,201109250ram,ram,BradSa00,def_int_long,0,,,,,
player,201109250ram,ram,BradSa00,pass_defended,0,,,,,
player,201109250ram,ram,BradSa00,sacks,0.0,,,,,
player,201109250ram,ram,BradSa00,tackles_combined,0,,,,,
player,201109250ram,ram,BradSa00,tackles_solo,0,,,,,
player,201109250ram,ram,BradSa00,tackles_assists,0,,,,,
player,201109250ram,ram,BradSa00,tackles_loss,,,,,,
player,201109250ram,ram,BradSa00,qb_hits,,,,,,
player,201109250ram,ram,BradSa00,fumbles_rec,1,,,,,
player,201109250ram,ram,BradSa00,fumbles_rec_yds,0,,,,,
player,201109250ram,ram,BradSa00,fumbles_rec_td,0,,,,,
player,201109250ram,ram,BradSa00,fumbles_forced,0,,,,,
player,201109250ram,ram,QuinRo00,def_int,,,,,,
player,201109250ram,ram,QuinRo00,def_int_yds,,,,,,
player,201109250ram,ram,QuinRo00,def_int_td,,,,,,
player,201109250ram,ram,QuinRo00,def_int_long,,,,,,
player,201109250ram,ram,QuinRo00,pass_defended,0,,,,,
player,201109250ram,ram,QuinRo00,sacks,0.0,,,,,
player,201109250ram,ram,QuinRo00,tackles_combined,0,,,,,
player,201109250ram,ram,QuinRo00,tackles_solo,0,,,,,
player,201109250ram,ram,QuinRo00,tackles_assists,0,,,,,
player,201109250ram,ram,QuinRo00,tackles_loss,0,,,,,
player,201109250ram,ram,QuinRo00,qb_hits,2,,,,,
player,201109250ram,ram,QuinRo00,fumbles_rec,0,,,,,
player,201109250ram,ram,QuinRo00,fumbles_rec_yds,,,,,,
player,201109250ram,ram,QuinRo00,fumbles_rec_td,,,,,,
player,201109250ram,ram,QuinRo00,fumbles_forced,0,,,,,
player,201109250ram,rav,WebbLa99,kick_ret,0,,,,,
player,201109250ram,rav,WebbLa99,kick_ret_yds,0,,,,,
player,201109250ram,rav,WebbLa99,kick_ret_yds_per_ret,,,,,,
player,201109250ram,rav,WebbLa99,kick_ret_td,0,,,,,
player,201109250ram,rav,WebbLa99,kick_ret_long,0,,,,,
player,201109250ram,rav,WebbLa99,punt_ret,5,,,,,
player,201109250ram,rav,WebbLa99,punt_ret_yds,55,,,,,
player,201109250ram,rav,WebbLa99,punt_ret_yds_per_ret,11.0,,,,,
player,201109250ram,rav,WebbLa99,punt_ret_td,0,,,,,
player,201109250ram,rav,WebbLa99,punt_ret_long,29,,,,,
player,201109250ram,rav,WillLa01,kick_ret,2,,,,,
player,201109250ram,rav,WillLa01,kick_ret_yds,60,,,,,
player,201109250ram,rav,WillLa01,kick_ret_yds_per_ret,30.0,,,,,
player,201109250ram,rav,WillLa01,kick_ret_td,0,,,,,
player,201109250ram,rav,WillLa01,kick_ret_long,37,,,,,
player,201109250ram,rav,WillLa01,punt_ret,1,,,,,
player,201109250ram,rav,WillLa01,punt_ret_yds,0,,,,,
player,201109250ram,rav,WillLa01,punt_ret_yds_per_ret,0.0,,,,,
player,201109250ram,rav,WillLa01,punt_ret_td,0,,,,,
player,201109250ram,rav,WillLa01,punt_ret_long,0,,,,,
player,201109250ram,ram,NorwJe00,kick_ret,2,,,,,
player,201109250ram,ram,NorwJe00,kick_ret_yds,51,,,,,
player,201109250ram,ram,NorwJe00,kick_ret_yds_per_ret,25.5,,,,,
player,201109250ram,ram,NorwJe00,kick_ret_td,0,,,,,
player,201109250ram,ram,NorwJe00,kick_ret_long,31,,,,,
player,201109250ram,ram,NorwJe00,punt_ret,0,,,,,
player,201109250ram,ram,NorwJe00,punt_ret_yds,0,,,,,
player,201109250ram,ram,NorwJe00,punt_ret_yds_per_ret,,,,,,
player,201109250ram,ram,NorwJe00,punt_ret_td,0,,,,,
player,201109250ram,ram,NorwJe00,punt_ret_long,0,,,,,
player,201109250ram,rav,cundibil01,xpm,4,,,,,
player,201109250ram,rav,cundibil01,xpa,4,,,,,
player,201109250ram,rav,cundibil01,fgm,3,,,,,
player,201109250ram,rav,cundibil01,fga,5,,,,,
player,201109250ram,rav,cundibil01,punt,0,,,,,
player,201109250ram,rav,cundibil01,punt_yds,0,,,,,
player,201109250ram,rav,cundibil01,punt_yds_per_punt,,,,,,
player,201109250ram,rav,cundibil01,punt_long,0,,,,,
player,201109250ram,rav,KochSa20,xpm,,,,,,
player,201109250ram,rav,KochSa20,xpa,,,,,,
player,201109250ram,rav,KochSa20,fgm,,,,,,
player,201109250ram,rav,KochSa20,fga,,,,,,
player,201109250ram,rav,KochSa20,punt,2,,,,,
player,201109250ram,rav,KochSa20,punt_yds,89,,,,,
player,201109250ram,rav,KochSa20,punt_yds_per_punt,44.5,,,,,
player,201109250ram,rav,KochSa20,punt_long,49,,,,,
player,201109250ram,ram,brownjos01,xpm,1,,,,,
player,201109250ram,ram,brownjos01,xpa,1,,,,,
player,201109250ram,ram,brownjos01,fgm,,,,,,
player,201109250ram,ram,brownjos01,fga,,,,,,
player,201109250ram,ram,brownjos01,punt,0,,,,,
player,201109250ram,ram,brownjos01,punt_yds,0,,,,,
player,201109250ram,ram,brownjos01,punt_yds_per_punt,,,,,,
player,201109250ram,ram,brownjos01,punt_long,0,,,,,
player,201109250ram,ram,JoneDo21,xpm,,,,,,
player,201109250ram,ram,JoneDo21,xpa,,,,,,
player,201109250ram,ram,JoneDo21,fgm,,,,,,
player,201109250ram,ram,JoneDo21,fga,,,,,,
player,201109250ram,ram,JoneDo21,punt,8,,,,,
player,201109250ram,ram,JoneDo21,punt_yds,372,,,,,
player,201109250ram,ram,JoneDo21,punt_yds_per_punt,46.5,,,,,
player,201109250ram,ram,JoneDo21,punt_long,59,,,,,
